id,old,new,
10765,オーフリングガード【地】,Olfring Guard (Earth),
10766,オーフリングガード【地】,Olfring Guard (Earth),
10767,オーフリングガード【地】,Olfring Guard (Earth),
24957,オーフリングガード【賽】,Olfring Guard (DiCE),
24945,オーフリングガード【朱】,Olfring Guard (Crimson),
10753,オーフリングガード【蒼】,Olfring Guard (Blue),
10754,オーフリングガード【蒼】,Olfring Guard (Blue),
10755,オーフリングガード【蒼】,Olfring Guard (Blue),
10756,オーフリングガード【蒼】,Olfring Guard (Blue),
10757,オーフリングガード【蒼】,Olfring Guard (Blue),
10768,オーフリングガード【玄】,Olfring Guard (Black),
10769,オーフリングガード【玄】,Olfring Guard (Black),
10770,オーフリングガード【玄】,Olfring Guard (Black),
10771,オーフリングガード【玄】,Olfring Guard (Black),
10772,オーフリングガード【玄】,Olfring Guard (Black),
21765,オーフリングダガー【涅】,Olfring Daggers (Terra Preta),
21728,オーフリングダガー【陽】,Olfring Daggers (Sunlight),
21731,オーフリングダガー【星】,Olfring Daggers (Star),
21729,オーフリングダガー【海】,Olfring Daggers (Sea),
12165,オーフリングダガー【紅】,Olfring Daggers (Red),
21730,オーフリングダガー【輝】,Olfring Daggers (Radiance),
12151,オーフリングダガー【天】,Olfring Daggers (Heaven),
12152,オーフリングダガー【天】,Olfring Daggers (Heaven),
12153,オーフリングダガー【天】,Olfring Daggers (Heaven),
12154,オーフリングダガー【天】,Olfring Daggers (Heaven),
12155,オーフリングダガー【天】,Olfring Daggers (Heaven),
12166,オーフリングダガー【翠】,Olfring Daggers (Green),
12167,オーフリングダガー【翠】,Olfring Daggers (Green),
12168,オーフリングダガー【翠】,Olfring Daggers (Green),
12169,オーフリングダガー【翠】,Olfring Daggers (Green),
12170,オーフリングダガー【翠】,Olfring Daggers (Green),
19557,オーフリングダガー【森】,Olfring Daggers (Forest),
19558,オーフリングダガー【森】,Olfring Daggers (Forest),
19559,オーフリングダガー【森】,Olfring Daggers (Forest),
19560,オーフリングダガー【森】,Olfring Daggers (Forest),
19561,オーフリングダガー【森】,Olfring Daggers (Forest),
12146,オーフリングダガー【地】,Olfring Daggers (Earth),
12147,オーフリングダガー【地】,Olfring Daggers (Earth),
12148,オーフリングダガー【地】,Olfring Daggers (Earth),
12149,オーフリングダガー【地】,Olfring Daggers (Earth),
12150,オーフリングダガー【地】,Olfring Daggers (Earth),
12156,オーフリングダガー【蒼】,Olfring Daggers (Blue),
12157,オーフリングダガー【蒼】,Olfring Daggers (Blue),
12158,オーフリングダガー【蒼】,Olfring Daggers (Blue),
12159,オーフリングダガー【蒼】,Olfring Daggers (Blue),
12160,オーフリングダガー【蒼】,Olfring Daggers (Blue),
12141,オーフリングダガー【玄】,Olfring Daggers (Black),
12142,オーフリングダガー【玄】,Olfring Daggers (Black),
12143,オーフリングダガー【玄】,Olfring Daggers (Black),
12144,オーフリングダガー【玄】,Olfring Daggers (Black),
12145,オーフリングダガー【玄】,Olfring Daggers (Black),
24972,オーフリングケイン【染】,Olfring Cane (染),
24014,オーフリングケイン【柳緑】,Olfring Cane (Willow Green),
19551,オーフリングケイン【涅】,Olfring Cane (Terra Preta),
19481,オーフリングケイン【陽】,Olfring Cane (Sunlight),
19484,オーフリングケイン【星】,Olfring Cane (Star),
24966,オーフリングケイン【精】,Olfring Cane (Spirit),
24954,オーフリングケイン【雪】,Olfring Cane (Snow),
19482,オーフリングケイン【海】,Olfring Cane (Sea),
10634,オーフリングケイン【紅】,Olfring Cane (Red),
10635,オーフリングケイン【紅】,Olfring Cane (Red),
10636,オーフリングケイン【紅】,Olfring Cane (Red),
10637,オーフリングケイン【紅】,Olfring Cane (Red),
10638,オーフリングケイン【紅】,Olfring Cane (Red),
19483,オーフリングケイン【輝】,Olfring Cane (Radiance),
21758,オーフリングケイン【純】,Olfring Cane (Pure),
21759,オーフリングケイン【鉄】,Olfring Cane (Iron),
10649,オーフリングケイン【天】,Olfring Cane (Heaven),
10650,オーフリングケイン【天】,Olfring Cane (Heaven),
10651,オーフリングケイン【天】,Olfring Cane (Heaven),
10652,オーフリングケイン【天】,Olfring Cane (Heaven),
10653,オーフリングケイン【天】,Olfring Cane (Heaven),
10639,オーフリングケイン【翠】,Olfring Cane (Green),
10640,オーフリングケイン【翠】,Olfring Cane (Green),
10641,オーフリングケイン【翠】,Olfring Cane (Green),
10642,オーフリングケイン【翠】,Olfring Cane (Green),
10643,オーフリングケイン【翠】,Olfring Cane (Green),
19546,オーフリングケイン【森】,Olfring Cane (Forest),
19547,オーフリングケイン【森】,Olfring Cane (Forest),
19548,オーフリングケイン【森】,Olfring Cane (Forest),
19549,オーフリングケイン【森】,Olfring Cane (Forest),
19550,オーフリングケイン【森】,Olfring Cane (Forest),
11178,オーフリングケイン【地】,Olfring Cane (Earth),
11179,オーフリングケイン【地】,Olfring Cane (Earth),
11180,オーフリングケイン【地】,Olfring Cane (Earth),
11181,オーフリングケイン【地】,Olfring Cane (Earth),
11182,オーフリングケイン【地】,Olfring Cane (Earth),
24960,オーフリングケイン【賽】,Olfring Cane (DiCE),
24948,オーフリングケイン【朱】,Olfring Cane (Crimson),
16693,オーフリングケイン【碧】,Olfring Cane (Blue-green),
16694,オーフリングケイン【碧】,Olfring Cane (Blue-green),
16695,オーフリングケイン【碧】,Olfring Cane (Blue-green),
16696,オーフリングケイン【碧】,Olfring Cane (Blue-green),
16697,オーフリングケイン【碧】,Olfring Cane (Blue-green),
10644,オーフリングケイン【蒼】,Olfring Cane (Blue),
10645,オーフリングケイン【蒼】,Olfring Cane (Blue),
10646,オーフリングケイン【蒼】,Olfring Cane (Blue),
10647,オーフリングケイン【蒼】,Olfring Cane (Blue),
10648,オーフリングケイン【蒼】,Olfring Cane (Blue),
10659,オーフリングケイン【玄】,Olfring Cane (Black),
10660,オーフリングケイン【玄】,Olfring Cane (Black),
10661,オーフリングケイン【玄】,Olfring Cane (Black),
10662,オーフリングケイン【玄】,Olfring Cane (Black),
10663,オーフリングケイン【玄】,Olfring Cane (Black),
21725,オーフリングブレイカー【涅】,Olfring Breaker (Terra Preta),
21724,オーフリングブレイカー【星】,Olfring Breaker (Star),
21726,オーフリングブレイカー【海】,Olfring Breaker (Sea),
11986,オーフリングブレイカー【紅】,Olfring Breaker (Red),
11987,オーフリングブレイカー【紅】,Olfring Breaker (Red),
11988,オーフリングブレイカー【紅】,Olfring Breaker (Red),
11989,オーフリングブレイカー【紅】,Olfring Breaker (Red),
11990,オーフリングブレイカー【紅】,Olfring Breaker (Red),
21727,オーフリングブレイカー【輝】,Olfring Breaker (Radiance),
11976,オーフリングブレイカー【天】,Olfring Breaker (Heaven),
11977,オーフリングブレイカー【天】,Olfring Breaker (Heaven),
11978,オーフリングブレイカー【天】,Olfring Breaker (Heaven),
11979,オーフリングブレイカー【天】,Olfring Breaker (Heaven),
11980,オーフリングブレイカー【天】,Olfring Breaker (Heaven),
11991,オーフリングブレイカー【翠】,Olfring Breaker (Green),
11992,オーフリングブレイカー【翠】,Olfring Breaker (Green),
11993,オーフリングブレイカー【翠】,Olfring Breaker (Green),
11994,オーフリングブレイカー【翠】,Olfring Breaker (Green),
11995,オーフリングブレイカー【翠】,Olfring Breaker (Green),
21760,オーフリングブレイカー【森】,Olfring Breaker (Forest),
21761,オーフリングブレイカー【森】,Olfring Breaker (Forest),
21762,オーフリングブレイカー【森】,Olfring Breaker (Forest),
21763,オーフリングブレイカー【森】,Olfring Breaker (Forest),
21764,オーフリングブレイカー【森】,Olfring Breaker (Forest),
11975,オーフリングブレイカー【地】,Olfring Breaker (Earth),
11985,オーフリングブレイカー【蒼】,Olfring Breaker (Blue),
11966,オーフリングブレイカー【玄】,Olfring Breaker (Black),
11967,オーフリングブレイカー【玄】,Olfring Breaker (Black),
11968,オーフリングブレイカー【玄】,Olfring Breaker (Black),
11969,オーフリングブレイカー【玄】,Olfring Breaker (Black),
11970,オーフリングブレイカー【玄】,Olfring Breaker (Black),
16683,オーフリングボウ改【地】,Olfring Bow+ (Earth),
16684,オーフリングボウ改【地】,Olfring Bow+ (Earth),
16685,オーフリングボウ改【地】,Olfring Bow+ (Earth),
16686,オーフリングボウ改【地】,Olfring Bow+ (Earth),
16687,オーフリングボウ改【地】,Olfring Bow+ (Earth),
24971,オーフリングボウ【染】,Olfring Bow (染),
23929,オーフリングボウ【柳緑】,Olfring Bow (Willow Green),
19545,オーフリングボウ【涅】,Olfring Bow (Terra Preta),
19479,オーフリングボウ【陽】,Olfring Bow (Sunlight),
19480,オーフリングボウ【星】,Olfring Bow (Star),
24965,オーフリングボウ【精】,Olfring Bow (Spirit),
24953,オーフリングボウ【雪】,Olfring Bow (Snow),
19478,オーフリングボウ【海】,Olfring Bow (Sea),
10713,オーフリングボウ【紅】,Olfring Bow (Red),
10714,オーフリングボウ【紅】,Olfring Bow (Red),
10715,オーフリングボウ【紅】,Olfring Bow (Red),
10716,オーフリングボウ【紅】,Olfring Bow (Red),
10717,オーフリングボウ【紅】,Olfring Bow (Red),
19544,オーフリングボウ【輝】,Olfring Bow (Radiance),
21756,オーフリングボウ【純】,Olfring Bow (Pure),
10728,オーフリングボウ【天】,Olfring Bow (Heaven),
10729,オーフリングボウ【天】,Olfring Bow (Heaven),
10730,オーフリングボウ【天】,Olfring Bow (Heaven),
10731,オーフリングボウ【天】,Olfring Bow (Heaven),
10732,オーフリングボウ【天】,Olfring Bow (Heaven),
10718,オーフリングボウ【翠】,Olfring Bow (Green),
10719,オーフリングボウ【翠】,Olfring Bow (Green),
10720,オーフリングボウ【翠】,Olfring Bow (Green),
10721,オーフリングボウ【翠】,Olfring Bow (Green),
10722,オーフリングボウ【翠】,Olfring Bow (Green),
19539,オーフリングボウ【森】,Olfring Bow (Forest),
19540,オーフリングボウ【森】,Olfring Bow (Forest),
19541,オーフリングボウ【森】,Olfring Bow (Forest),
19542,オーフリングボウ【森】,Olfring Bow (Forest),
19543,オーフリングボウ【森】,Olfring Bow (Forest),
10733,オーフリングボウ【地】,Olfring Bow (Earth),
10734,オーフリングボウ【地】,Olfring Bow (Earth),
10735,オーフリングボウ【地】,Olfring Bow (Earth),
10736,オーフリングボウ【地】,Olfring Bow (Earth),
10737,オーフリングボウ【地】,Olfring Bow (Earth),
24959,オーフリングボウ【賽】,Olfring Bow (DiCE),
24947,オーフリングボウ【朱】,Olfring Bow (Crimson),
10723,オーフリングボウ【蒼】,Olfring Bow (Blue),
10724,オーフリングボウ【蒼】,Olfring Bow (Blue),
10725,オーフリングボウ【蒼】,Olfring Bow (Blue),
10726,オーフリングボウ【蒼】,Olfring Bow (Blue),
10727,オーフリングボウ【蒼】,Olfring Bow (Blue),
10738,オーフリングボウ【玄】,Olfring Bow (Black),
10739,オーフリングボウ【玄】,Olfring Bow (Black),
10740,オーフリングボウ【玄】,Olfring Bow (Black),
10741,オーフリングボウ【玄】,Olfring Bow (Black),
10742,オーフリングボウ【玄】,Olfring Bow (Black),
21757,オーフリングボウ【檗】,Olfring Bow (Amur Cork),
8693,オールディーズパンツ,Oldies Pants,
8694,オールディーズパンツ,Oldies Pants,
8695,オールディーズパンツ,Oldies Pants,
8696,オールディーズパンツ,Oldies Pants,
8697,オールディーズパンツ,Oldies Pants,
14377,オールドワイズマン,Old Wise Man,
14378,オールドワイズマン,Old Wise Man,
14379,オールドワイズマン,Old Wise Man,
14380,オールドワイズマン,Old Wise Man,
14381,オールドワイズマン,Old Wise Man,
14292,オールドウォーピック,Old Warpick,
14293,オールドウォーピック,Old Warpick,
14294,オールドウォーピック,Old Warpick,
14295,オールドウォーピック,Old Warpick,
14296,オールドウォーピック,Old Warpick,
13203,オールドストライプ,Old Stripes,
13194,オールドスクロール,Old Scroll,
15947,オールドゼラニウム,Old Geranium,
749,オールドエイジキャップ,Old Edge Cap,
2361,オールドエイジキャップ,Old Edge Cap,
3384,オールドエイジキャップ,Old Edge Cap,
4407,オールドエイジキャップ,Old Edge Cap,
5430,オールドエイジキャップ,Old Edge Cap,
21272,古びたレンガ材,Old Brick Material,
803,オールドエイジシューズ,Old Age Shoes,
2415,オールドエイジシューズ,Old Age Shoes,
3438,オールドエイジシューズ,Old Age Shoes,
4461,オールドエイジシューズ,Old Age Shoes,
5484,オールドエイジシューズ,Old Age Shoes,
669,オールドエイジジャケット,Old Age Jacket,
2281,オールドエイジジャケット,Old Age Jacket,
3304,オールドエイジジャケット,Old Age Jacket,
4327,オールドエイジジャケット,Old Age Jacket,
5350,オールドエイジジャケット,Old Age Jacket,
643,オールドエイジフード,Old Age Hood,
2255,オールドエイジフード,Old Age Hood,
3278,オールドエイジフード,Old Age Hood,
4301,オールドエイジフード,Old Age Hood,
5324,オールドエイジフード,Old Age Hood,
723,オールドエイジグラブ,Old Age Gloves,
2335,オールドエイジグラブ,Old Age Gloves,
3358,オールドエイジグラブ,Old Age Gloves,
4381,オールドエイジグラブ,Old Age Gloves,
5404,オールドエイジグラブ,Old Age Gloves,
698,オールドエイジキュイス,Old Age Cuisses,
2310,オールドエイジキュイス,Old Age Cuisses,
3333,オールドエイジキュイス,Old Age Cuisses,
4356,オールドエイジキュイス,Old Age Cuisses,
5379,オールドエイジキュイス,Old Age Cuisses,
776,オールドエイジコート,Old Age Coat,
2388,オールドエイジコート,Old Age Coat,
3411,オールドエイジコート,Old Age Coat,
4434,オールドエイジコート,Old Age Coat,
5457,オールドエイジコート,Old Age Coat,
830,オールドエイジバングル,Old Age Bangles,
2442,オールドエイジバングル,Old Age Bangles,
3465,オールドエイジバングル,Old Age Bangles,
4488,オールドエイジバングル,Old Age Bangles,
5511,オールドエイジバングル,Old Age Bangles,
8994,油切りのイヤリング,Oil-Resistant Earrings,
9394,油瓶,Oil Flask,
9859,油の矢,Oil Arrow,
17865,鬼人の角,Ogre's Horn,
22441,鬼人系にダメージ+90,Ogre Slayer +90,
22440,鬼人系にダメージ+87,Ogre Slayer +87,
22439,鬼人系にダメージ+84,Ogre Slayer +84,
22438,鬼人系にダメージ+81,Ogre Slayer +81,
22437,鬼人系にダメージ+78,Ogre Slayer +78,
22436,鬼人系にダメージ+75,Ogre Slayer +75,
22435,鬼人系にダメージ+72,Ogre Slayer +72,
22434,鬼人系にダメージ+69,Ogre Slayer +69,
22433,鬼人系にダメージ+66,Ogre Slayer +66,
22432,鬼人系にダメージ+63,Ogre Slayer +63,
22431,鬼人系にダメージ+60,Ogre Slayer +60,
22430,鬼人系にダメージ+57,Ogre Slayer +57,
22429,鬼人系にダメージ+54,Ogre Slayer +54,
22428,鬼人系にダメージ+51,Ogre Slayer +51,
22427,鬼人系にダメージ+48,Ogre Slayer +48,
22426,鬼人系にダメージ+45,Ogre Slayer +45,
22425,鬼人系にダメージ+42,Ogre Slayer +42,
22424,鬼人系にダメージ+39,Ogre Slayer +39,
22423,鬼人系にダメージ+36,Ogre Slayer +36,
22422,鬼人系にダメージ+33,Ogre Slayer +33,
22421,鬼人系にダメージ+30,Ogre Slayer +30,
22420,鬼人系にダメージ+27,Ogre Slayer +27,
22419,鬼人系にダメージ+24,Ogre Slayer +24,
22418,鬼人系にダメージ+21,Ogre Slayer +21,
22417,鬼人系にダメージ+18,Ogre Slayer +18,
22416,鬼人系にダメージ+15,Ogre Slayer +15,
22415,鬼人系にダメージ+12,Ogre Slayer +12,
22414,鬼人系にダメージ+9,Ogre Slayer +9,
23195,鬼狙 LV.6,Ogre Proficiency LV.6,
23194,鬼狙 LV.5,Ogre Proficiency LV.5,
23193,鬼狙 LV.4,Ogre Proficiency LV.4,
23192,鬼狙 LV.3,Ogre Proficiency LV.3,
7776,鬼人の毛,Ogre Fur,
7766,鬼人の爪,Ogre Claw,
9629,オフィサースリーブ,Officer's Sleeves,
9630,オフィサースリーブ,Officer's Sleeves,
9631,オフィサースリーブ,Officer's Sleeves,
9632,オフィサースリーブ,Officer's Sleeves,
9633,オフィサースリーブ,Officer's Sleeves,
9764,オフィサーマント,Officer's Mantle,
9765,オフィサーマント,Officer's Mantle,
9766,オフィサーマント,Officer's Mantle,
9767,オフィサーマント,Officer's Mantle,
9768,オフィサーマント,Officer's Mantle,
637,武官のキャップ,Officer's Cap,
2249,武官のキャップ,Officer's Cap,
3272,武官のキャップ,Officer's Cap,
4295,武官のキャップ,Officer's Cap,
5318,武官のキャップ,Officer's Cap,
15489,オーシャンズレッグス,Ocean's Legs,
15490,オーシャンズレッグス,Ocean's Legs,
15491,オーシャンズレッグス,Ocean's Legs,
15492,オーシャンズレッグス,Ocean's Legs,
15493,オーシャンズレッグス,Ocean's Legs,
15118,オーシャンズジャケット,Ocean's Jacket,
15119,オーシャンズジャケット,Ocean's Jacket,
15120,オーシャンズジャケット,Ocean's Jacket,
15121,オーシャンズジャケット,Ocean's Jacket,
15122,オーシャンズジャケット,Ocean's Jacket,
14958,オーシャンズキャップ,Ocean's Cap,
14959,オーシャンズキャップ,Ocean's Cap,
14960,オーシャンズキャップ,Ocean's Cap,
14961,オーシャンズキャップ,Ocean's Cap,
14962,オーシャンズキャップ,Ocean's Cap,
15329,オーシャンズアーム,Ocean's Arms,
15330,オーシャンズアーム,Ocean's Arms,
15331,オーシャンズアーム,Ocean's Arms,
15332,オーシャンズアーム,Ocean's Arms,
15333,オーシャンズアーム,Ocean's Arms,
759,オーシャンローブ,Ocean Robe,
2371,オーシャンローブ,Ocean Robe,
3394,オーシャンローブ,Ocean Robe,
4417,オーシャンローブ,Ocean Robe,
5440,オーシャンローブ,Ocean Robe,
15997,大海の希晶,Ocean Crystal,
14382,オブスティネンス,Obstinance,
14383,オブスティネンス,Obstinance,
14384,オブスティネンス,Obstinance,
14385,オブスティネンス,Obstinance,
14386,オブスティネンス,Obstinance,
14145,オブシディアンワンズ,Obsidian Wand,
14146,オブシディアンワンズ,Obsidian Wand,
14147,オブシディアンワンズ,Obsidian Wand,
14148,オブシディアンワンズ,Obsidian Wand,
14149,オブシディアンワンズ,Obsidian Wand,
21784,オブシダンソード,Obsidian Sword,
14133,オブシディアンスタッフ,Obsidian Staff,
14134,オブシディアンスタッフ,Obsidian Staff,
14135,オブシディアンスタッフ,Obsidian Staff,
14136,オブシディアンスタッフ,Obsidian Staff,
14137,オブシディアンスタッフ,Obsidian Staff,
14121,オブシディアンスペル,Obsidian Spell,
14122,オブシディアンスペル,Obsidian Spell,
14123,オブシディアンスペル,Obsidian Spell,
14124,オブシディアンスペル,Obsidian Spell,
14125,オブシディアンスペル,Obsidian Spell,
14040,オブシディアンシールド,Obsidian Shield,
14041,オブシディアンシールド,Obsidian Shield,
14042,オブシディアンシールド,Obsidian Shield,
14043,オブシディアンシールド,Obsidian Shield,
14044,オブシディアンシールド,Obsidian Shield,
14029,オブシディアンセイヴァー,Obsidian Savior,
14030,オブシディアンセイヴァー,Obsidian Savior,
14031,オブシディアンセイヴァー,Obsidian Savior,
14032,オブシディアンセイヴァー,Obsidian Savior,
14033,オブシディアンセイヴァー,Obsidian Savior,
14074,オブシディアンロッド,Obsidian Rod,
14075,オブシディアンロッド,Obsidian Rod,
14076,オブシディアンロッド,Obsidian Rod,
14077,オブシディアンロッド,Obsidian Rod,
14078,オブシディアンロッド,Obsidian Rod,
14063,オブシディアンガード,Obsidian Guard,
14064,オブシディアンガード,Obsidian Guard,
14065,オブシディアンガード,Obsidian Guard,
14066,オブシディアンガード,Obsidian Guard,
14067,オブシディアンガード,Obsidian Guard,
14109,オブシディアンガントレット,Obsidian Gauntlet,
14110,オブシディアンガントレット,Obsidian Gauntlet,
14111,オブシディアンガントレット,Obsidian Gauntlet,
14112,オブシディアンガントレット,Obsidian Gauntlet,
14113,オブシディアンガントレット,Obsidian Gauntlet,
14085,オブシディアンダガー,Obsidian Daggers,
14086,オブシディアンダガー,Obsidian Daggers,
14087,オブシディアンダガー,Obsidian Daggers,
14088,オブシディアンダガー,Obsidian Daggers,
14089,オブシディアンダガー,Obsidian Daggers,
14097,オブシディアンボウ,Obsidian Bow,
14098,オブシディアンボウ,Obsidian Bow,
14099,オブシディアンボウ,Obsidian Bow,
14100,オブシディアンボウ,Obsidian Bow,
14101,オブシディアンボウ,Obsidian Bow,
14051,オブシディアンブレード,Obsidian Blade,
14052,オブシディアンブレード,Obsidian Blade,
14053,オブシディアンブレード,Obsidian Blade,
14054,オブシディアンブレード,Obsidian Blade,
14055,オブシディアンブレード,Obsidian Blade,
8413,斜光のキュイス,Oblique Cuisses,
8414,斜光のキュイス,Oblique Cuisses,
8415,斜光のキュイス,Oblique Cuisses,
8416,斜光のキュイス,Oblique Cuisses,
8417,斜光のキュイス,Oblique Cuisses,
18885,オベリスク,Obelisk,
862,盟約のヘルム,Oath's Helm,
2474,盟約のヘルム,Oath's Helm,
3497,盟約のヘルム,Oath's Helm,
4520,盟約のヘルム,Oath's Helm,
5543,盟約のヘルム,Oath's Helm,
17536,ヌーリエセペフル,Nuri-e Sepehr,
17537,ヌーリエセペフル,Nuri-e Sepehr,
17538,ヌーリエセペフル,Nuri-e Sepehr,
17539,ヌーリエセペフル,Nuri-e Sepehr,
17540,ヌーリエセペフル,Nuri-e Sepehr,
18680,ヌマーニヤ,Numaniya,
18681,ヌマーニヤ,Numaniya,
18682,ヌマーニヤ,Numaniya,
18683,ヌマーニヤ,Numaniya,
18684,ヌマーニヤ,Numaniya,
14302,ニュークリアス,Nucleus,
14303,ニュークリアス,Nucleus,
14304,ニュークリアス,Nucleus,
14305,ニュークリアス,Nucleus,
14306,ニュークリアス,Nucleus,
14737,ノービススピア,Novice Spear,
14738,ノービススピア,Novice Spear,
14739,ノービススピア,Novice Spear,
14740,ノービススピア,Novice Spear,
14741,ノービススピア,Novice Spear,
9933,ノーヴィスシールド,Novice Shield,
9934,ノーヴィスシールド,Novice Shield,
9935,ノーヴィスシールド,Novice Shield,
9936,ノーヴィスシールド,Novice Shield,
9937,ノーヴィスシールド,Novice Shield,
8353,郷愁の腰巻,Nostalgia Waistguard,
8354,郷愁の腰巻,Nostalgia Waistguard,
8355,郷愁の腰巻,Nostalgia Waistguard,
8356,郷愁の腰巻,Nostalgia Waistguard,
8357,郷愁の腰巻,Nostalgia Waistguard,
15399,ノーザンサバトン,Northern Sabatons,
15400,ノーザンサバトン,Northern Sabatons,
15401,ノーザンサバトン,Northern Sabatons,
15402,ノーザンサバトン,Northern Sabatons,
15403,ノーザンサバトン,Northern Sabatons,
9064,ノーザンオレガノ,Northern Oregano,
14857,ノーザンホーン,Northern Horn,
14858,ノーザンホーン,Northern Horn,
14859,ノーザンホーン,Northern Horn,
14860,ノーザンホーン,Northern Horn,
14861,ノーザンホーン,Northern Horn,
15238,ノーザンブレイサー,Northern Bracers,
15239,ノーザンブレイサー,Northern Bracers,
15240,ノーザンブレイサー,Northern Bracers,
15241,ノーザンブレイサー,Northern Bracers,
15242,ノーザンブレイサー,Northern Bracers,
11007,バートランド北部印記章,Northern Betland Medal,
15028,ノーザンレスト,Northern Arrêt,
15029,ノーザンレスト,Northern Arrêt,
15030,ノーザンレスト,Northern Arrêt,
15031,ノーザンレスト,Northern Arrêt,
15032,ノーザンレスト,Northern Arrêt,
13195,ノーマルブラウン,Normal Brown,
13193,ノーマルブルー,Normal Blue,
8793,ノーマッドクローク,Nomad Cloak,
8794,ノーマッドクローク,Nomad Cloak,
8795,ノーマッドクローク,Nomad Cloak,
8796,ノーマッドクローク,Nomad Cloak,
8797,ノーマッドクローク,Nomad Cloak,
8608,ノワールギャンベソン,Noir Gambeson,
8609,ノワールギャンベソン,Noir Gambeson,
8610,ノワールギャンベソン,Noir Gambeson,
8611,ノワールギャンベソン,Noir Gambeson,
8612,ノワールギャンベソン,Noir Gambeson,
228,ノクターン,Nocturne,
1840,ノクターン,Nocturne,
2863,ノクターン,Nocturne,
3886,ノクターン,Nocturne,
4909,ノクターン,Nocturne,
986,貴婦人のコルセット,Noblewoman's Corset,
2598,貴婦人のコルセット,Noblewoman's Corset,
3621,貴婦人のコルセット,Noblewoman's Corset,
4644,貴婦人のコルセット,Noblewoman's Corset,
5667,貴婦人のコルセット,Noblewoman's Corset,
16474,ノブレスオブリージュ【飾】,Noblesse Oblige (Decoration),
376,ノブレスオブリージュ,Noblesse Oblige,
1988,ノブレスオブリージュ,Noblesse Oblige,
3011,ノブレスオブリージュ,Noblesse Oblige,
4034,ノブレスオブリージュ,Noblesse Oblige,
5057,ノブレスオブリージュ,Noblesse Oblige,
472,ノーブルヘルム,Noble's Helm,
2084,ノーブルヘルム,Noble's Helm,
3107,ノーブルヘルム,Noble's Helm,
4130,ノーブルヘルム,Noble's Helm,
5153,ノーブルヘルム,Noble's Helm,
14262,ノーブルジャギー,Noble Jaggy,
14263,ノーブルジャギー,Noble Jaggy,
14264,ノーブルジャギー,Noble Jaggy,
14265,ノーブルジャギー,Noble Jaggy,
14266,ノーブルジャギー,Noble Jaggy,
476,ノーブルジャケット,Noble Jacket,
2088,ノーブルジャケット,Noble Jacket,
3111,ノーブルジャケット,Noble Jacket,
4134,ノーブルジャケット,Noble Jacket,
5157,ノーブルジャケット,Noble Jacket,
199,ノーブルヒルトボウ,Noble Hilt Bow,
1811,ノーブルヒルトボウ,Noble Hilt Bow,
2834,ノーブルヒルトボウ,Noble Hilt Bow,
3857,ノーブルヒルトボウ,Noble Hilt Bow,
4880,ノーブルヒルトボウ,Noble Hilt Bow,
480,ノーブルグリーブ,Noble Greaves,
2092,ノーブルグリーブ,Noble Greaves,
3115,ノーブルグリーブ,Noble Greaves,
4138,ノーブルグリーブ,Noble Greaves,
5161,ノーブルグリーブ,Noble Greaves,
484,ノーブルアーム,Noble Arm,
2096,ノーブルアーム,Noble Arm,
3119,ノーブルアーム,Noble Arm,
4142,ノーブルアーム,Noble Arm,
5165,ノーブルアーム,Noble Arm,
17541,ノビリティワンズ,Nobility's Wand,
17542,ノビリティワンズ,Nobility's Wand,
17543,ノビリティワンズ,Nobility's Wand,
17544,ノビリティワンズ,Nobility's Wand,
17545,ノビリティワンズ,Nobility's Wand,
17526,ノビリティーズスタッフ,Nobility's Staff,
17527,ノビリティーズスタッフ,Nobility's Staff,
17528,ノビリティーズスタッフ,Nobility's Staff,
17529,ノビリティーズスタッフ,Nobility's Staff,
17530,ノビリティーズスタッフ,Nobility's Staff,
17511,ノビリティーズスペル,Nobility's Spell,
17512,ノビリティーズスペル,Nobility's Spell,
17513,ノビリティーズスペル,Nobility's Spell,
17514,ノビリティーズスペル,Nobility's Spell,
17515,ノビリティーズスペル,Nobility's Spell,
17556,ノビリティーズスピア,Nobility's Spear,
17557,ノビリティーズスピア,Nobility's Spear,
17558,ノビリティーズスピア,Nobility's Spear,
17559,ノビリティーズスピア,Nobility's Spear,
17560,ノビリティーズスピア,Nobility's Spear,
17421,ノビリティーズセイバー,Nobility's Saber,
17422,ノビリティーズセイバー,Nobility's Saber,
17423,ノビリティーズセイバー,Nobility's Saber,
17424,ノビリティーズセイバー,Nobility's Saber,
17425,ノビリティーズセイバー,Nobility's Saber,
17451,ノビリティーズロッド,Nobility's Rod,
17452,ノビリティーズロッド,Nobility's Rod,
17453,ノビリティーズロッド,Nobility's Rod,
17454,ノビリティーズロッド,Nobility's Rod,
17455,ノビリティーズロッド,Nobility's Rod,
17406,ノビリティーズガード,Nobility's Guard,
17407,ノビリティーズガード,Nobility's Guard,
17408,ノビリティーズガード,Nobility's Guard,
17409,ノビリティーズガード,Nobility's Guard,
17410,ノビリティーズガード,Nobility's Guard,
17496,ノビリティーズガントレット,Nobility's Gauntlet,
17497,ノビリティーズガントレット,Nobility's Gauntlet,
17498,ノビリティーズガントレット,Nobility's Gauntlet,
17499,ノビリティーズガントレット,Nobility's Gauntlet,
17500,ノビリティーズガントレット,Nobility's Gauntlet,
17436,ノビリティーズフォート,Nobility's Fort,
17437,ノビリティーズフォート,Nobility's Fort,
17438,ノビリティーズフォート,Nobility's Fort,
