0,,"では、こちらをお持ちください
貴方様の旅に、理の導きがありますよう","Please bring this with you.
May the guidance of order be with you on your
journey, Ser.",ui\00_message\npc\base\n4507.gmd,\npc\n4507.arc,n4507.arc,2
0,,"あとでディリスに取り次いでも
よろしいでしょうか？
ご都合の良い時にでも、私にお声掛けくださいませ","May I relay this to Dirith later? 
Feel free to approach me 
whenever it's convenient for you.",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,61
0,,"ああ、ちょうど良いところに来てくださいました
聖域からの魔物について新しく
わかったことがありますの","Ah, you've come at just the right time. 
I have some new information
about the monsters from the Sacred Grounds.",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,62
0,,"以前、採石場として掘り進めていたという
《<SPOT 891>》――
ある時魔物の襲撃を受け、逃げ遅れた人もろとも
閉鎖されたという痛ましい事件が起こった場所です","<SPOT 891> - 
Once a bustling quarry,
this site bears the scars of a terrible incident.
Monsters attacked, and tragically,
sealed the fate of those who could not escape.",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,63
0,,"実は、その混乱の最中、洞窟内の一部が
崩落したという記録も残っておりました――","In fact, amidst that chaos,
part of the cave collapsed.",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,64
0,,"どうやら、その崩落跡から聖域の魔物が
入り込んできているようなのです","It seems that the beasts from the Sacred Grounds
have found their way into those collapsed ruins.",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,65
0,,"覚者様、《<SPOT 891>》の近くを
通られた際には、中を改めてきては
いただけないでしょうか","Ser Arisen, when you pass by near 《 <SPOT 891>》, 
could you please take a look inside?",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,66
0,,"ああ、覚者様！
ついにわたしたちはここまで辿り着いたのですわ！","Oh, Ser Arisen!
Our journey has brought us here at last!",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,67
0,,"エラン水林のどこに潜んでいたのか
とうとう巨大なフィンダーエントの姿を
確認したのです――！","We finally spotted the enormous Phindymian Ent 
lurking about in the Elan Water Grove!",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,68
0,,"おそらくは、このフィンダーエントこそが
かつてエランにあった村を滅ぼした元凶です
村の復興には、この脅威の排除こそが
最優先事項――そして必須事項と言えるでしょう","It could be that this Phindymian Ent
is the one who destroyed Elan's past settlement.
The elimination of this threat is top priority- 
and imperative for the restoration of the village!",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,69
0,,"覚者様、悲願であるエランの村復興のため
どうか力をお貸しください――！","Ser Arisen, please lend us your strength
for the long-awaited revival of Elan Village--!",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,70
0,,"とはいえ、これほどの討伐ですもの――
お気持ちが固まりましたら
再びわたしにお声掛けください
その時、詳しくご説明いたしますわ","However, with such a large-scale task...
When you have made a clear decision, 
please call out to me again.
Then, I will provide a detailed explanation.",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,71
0,,"ふふふ、エランに村を復興するという
わたしの夢が、着々と実現に向かっています","Hehehe, my dream of reviving the village in Elan
is steadily coming true.",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,72
0,,"これも覚者様のお力無くしては
成しえなかったこと――
この感謝の気持ちをどう表せば良いのやら","This would not have been possible
without the help of the esteemed Arisen--
I don't know how to express my gratitude.",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,73
0,,"ささやかではございますが
支援品の質を向上できるよう
今、ディリスと共に計画しています","Although it may be modest,
we are currently planning with Dirith
to improve the quality of support goods
so that we can provide better assistance.",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,74
0,,"これからもどうぞお力をお貸しくださいね
エランの自然も、覚者様を歓迎していることでしょう","Please continue to lend us your aid
in the future, Ser Arisen. 
The Grove itself surely welcomes you.",ui\00_message\npc\base\n4509.gmd,\npc\n4509.arc,n4509.arc,75
0,,"ふん、ラザネイルの言っていた
異国の覚者とは貴様のことか","Hmph, you the foreign Arisen Razanailt mentioned?",ui\00_message\npc\base\n4510.gmd,\npc\n4510.arc,n4510.arc,0
0,,"ラザネイルにどこまで聞いたかはしらんが
名乗っておこう、俺はアデルドナハ
この《武霊の庵》にて、精霊槍の研鑽に努めている","I don't know how much Razanailt told you, 
but I'll introduce myself. 
I am Adair Donnchadh. 
Here, at the Spirit Arts Hut, 
I hone my skills with the Spirit Lance.",ui\00_message\npc\base\n4510.gmd,\npc\n4510.arc,n4510.arc,1
0,,"――異国の者には精霊槍自体、馴染みが無いか
森羅万象の加護を得て己を奮い立たせ
そして、仲間を癒し導く槍術のことだ
その槍術を繰る者を《スピリットランサー》という","--The Spirit Lance itself
is unfamiliar to those from other lands.
It is a lancing art that inspires the soul
with the blessings of all things in the forest,
and heals and guides your companions.
Those who practice this art
are called ""Spirit Lancers.""",ui\00_message\npc\base\n4510.gmd,\npc\n4510.arc,n4510.arc,2
0,,"聞けば、貴様はこのフィンダムの地においても
大地と人々のために尽力しているそうだな
その精神は、確かに《スピリットランサー》に
ふさわしいと言えるだろう","I have heard that you are dedicating yourself 
to the land of Phindym and its people. 
Your spirit befits that of a ""Spirit Lancer.""",ui\00_message\npc\base\n4510.gmd,\npc\n4510.arc,n4510.arc,3
0,,"貴様に精霊槍を操る資質があるのならば
俺が弟子にしてやってもいい――
ただし、資質に欠ける者を鍛える趣味はない","If you've the aptitude to wield a Spirit Lance,
I may consider taking you as my disciple--
However, I have no interest in training
those who do not possess the right qualities.",ui\00_message\npc\base\n4510.gmd,\npc\n4510.arc,n4510.arc,4
0,,"弟子入りを望むのであれば
俺のいう試練を見事こなしてみせるのだな","If you wish to become my disciple,
then you must successfully complete my trials.",ui\00_message\npc\base\n4510.gmd,\npc\n4510.arc,n4510.arc,5
0,,"これは貴様だけでなく、弟子入りを希望する者
全員に伝えていることだ――悪く思うなよ","This task is not just for you, 
but for all who wish to apprentice.
Think not ill of it.",ui\00_message\npc\base\n4510.gmd,\npc\n4510.arc,n4510.arc,6
0,,"なるほど、最低限の素質はあるようだな
磨けば光る原石、といったところか","Well, it seems you have at least some talent.
A gem in the rough 
that shines when you polish it, I guess.",ui\00_message\npc\base\n4510.gmd,\npc\n4510.arc,n4510.arc,7
0,,"貴様を我が弟子として迎えよう――
森羅へ巡り満ちる霊力を取り込む術、そして
槍を振るうことで仲間を守る術を教え込んでやる","I shall take you as my apprentice
and teach you how to capture the spiritual power
that pervades the great forest 
and how to protect your allies with the lance.",ui\00_message\npc\base\n4510.gmd,\npc\n4510.arc,n4510.arc,8
0,,"いいか、よく聞くがいい
貴様はまだ奥深き《スピリットランサー》として
霊力をまとうための第一歩を踏み出したところだ","Listen closely, for I shall tell you this.
You, as a budding Spirit Lancer,
have just taken the first step
towards donning the power of spirits.",ui\00_message\npc\base\n4510.gmd,\npc\n4510.arc,n4510.arc,9
0,,"今後の修練によって、その槍は
なまくらにも鋭くもなろう
全ては貴様の鍛練次第ということだ","With further training, 
the spear will either dull or sharpen.
It all depends on your training.",ui\00_message\npc\base\n4510.gmd,\npc\n4510.arc,n4510.arc,10
0,,"気を抜いているようであれば
俺は何の稽古もつけん
――常に克己して鍛錬に励む様を見せてみろ","If you shirk your duty to practice,
I shall cease my instruction.
- Show me well that you constantly strive
for self-discipline and training.",ui\00_message\npc\base\n4510.gmd,\npc\n4510.arc,n4510.arc,11
0,,"誇り高き《スピリットランサー》として
より鍛錬に励むがいい――
今の貴様にとって何より大切なのは
まず精霊槍をしっかりと握り、何度も振るうことだ","As a proud ""Spirit Lancer,""
do not falter on your practice--
The most important thing for you right now 
is to grip the Spirit Lance firmly
and swing it with heart, again and again.",ui\00_message\npc\base\n4510.gmd,\npc\n4510.arc,n4510.arc,12
0,,"森羅を巡る霊力への感謝を忘れないこと
そして、精霊槍を己が体の一部として扱うための
土台となる体を作るのだ","Never forget to express gratitude
for the spiritual power that flows all around us. 
Build a foundation within your body
for wielding the Spirit Lance
as an extension of yourself.",ui\00_message\npc\base\n4510.gmd,\npc\n4510.arc,n4510.arc,13
0,,"目安としては――
ジョブレベルが１８になった頃か
それまでは余計なことは考えず
ひたすら鍛錬に励むように","As a guideline, when you reach job level 18, 
until then, don't think about anything else
and continue to practice the lance.",ui\00_message\npc\base\n4510.gmd,\npc\n4510.arc,n4510.arc,14
0,,"ほう、まともに精霊槍を握る程度のことは
できるようになったか――","Oh, have you become capable
of holding the Spirit Lance properly now?",ui\00_message\npc\base\n4510.gmd,\npc\n4510.arc,n4510.arc,15
0,,"その努力を認め、稽古をつけてやってもよいが
まずはラザネイルへの義理を通すのが先だ","I see well your efforts.
I am willing to offer you my expertise,
but first, it is important to uphold
your obligation to Razanailt.",ui\00_message\npc\base\n4510.gmd,\npc\n4510.arc,n4510.arc,16
0,,"最初にその素質を見抜き
目をかけていたのはラザネイルだろう
一言、彼女に報告を入れてくるのだな","It was likely Razanailt who first recognized
your potential and took an interest in you. 
Go and report back to her.",ui\00_message\npc\base\n4510.gmd,\npc\n4510.arc,n4510.arc,17
0,,スキル課題開放おめでとうな内容,Congratulations!,ui\00_message\npc\base\n4510.gmd,\npc\n4510.arc,n4510.arc,18
0,,"ふむ、良い鍛練を積んでいるようだな
その面構え――そろそろ新たな技を
身に付ける頃合いのようだ","Hmmm, 
seems like you've been getting a good workout.
That look--
it's about time you picked up some new tricks.",ui\00_message\npc\base\n4510.gmd,\npc\n4510.arc,n4510.arc,19
0,,"すぐに己がものとはならないだろうが
これまでと同じく鍛練に励めば
じきに貴様の腕に馴染もう","You may not become master them immediately,
but if you continue to train as you have before,
soon your skills will become second nature to you.",ui\00_message\npc\base\n4510.gmd,\npc\n4510.arc,n4510.arc,20
0,,"ふむ――異国の者がこれほどまでに
精霊槍を操るようになるとは――！","Hmmm - I didn't expect that a foreigner
would wield the Spirit Lance so well...!",ui\00_message\npc\base\n4510.gmd,\npc\n4510.arc,n4510.arc,21
0,,"貴様がまとう風格、立派な
《スピリットランサー》そのものだ
実に――見違えるものだな","Your noble demeanor, it truly embodies 
the grandeur of a distinguished Spirit Lancer. 
It is truly remarkable how you have transformed.",ui\00_message\npc\base\n4510.gmd,\npc\n4510.arc,n4510.arc,22
0,,"その力強く澄んだ瞳にこそ
より高度な技を伝授するにふさわしい
さらなる加護の力を掴み取るがいい","Your strong, clear eyes are a testament
to your potential to grasp
even more advanced techniques. 
Seize the opportunity to further enhance
your abilities and unlock even greater blessings.",ui\00_message\npc\base\n4510.gmd,\npc\n4510.arc,n4510.arc,23
0,,"――どうやら俺は、思っていた以上に
良き弟子を得たようだ
ラザネイルにも礼を言わねばならんな","――It seems that I have obtained a disciple
who greatly exceeds my initial expectations.
I must also express my gratitude to Razanailt.",ui\00_message\npc\base\n4510.gmd,\npc\n4510.arc,n4510.arc,24
0,,"戦士として腕を上げたいのなら実戦が一番であろう
戦いの場に流れるものを掴み取れ","If you want to improve as a soldier,
the best way would be actual combat.
Grasp what flows on the battlefield.",ui\00_message\npc\base\n4510.gmd,\npc\n4510.arc,n4510.arc,25
0,,"何事にも律動が存在するのだ
戦いの中にもそれは確かにある
機を逃さずそれらを己の技に取り込むことで
精霊の加護を得る――","Rhythm exists in all things.
Even in the midst of battle, it is ever-present.
By seizing the rhythm of battle
and incorporating it into your technique,
you can harness the blessings of the spirits.",ui\00_message\npc\base\n4510.gmd,\npc\n4510.arc,n4510.arc,26
0,,"大地、空気、水、あらゆる生物、それらの関係――
全てに注目し、敬意を払え
《スピリットランサー》とは
いわば生き方そのものなのだ","Observe the intricate interplay of 
earth, air, water, and all living beings. 
Approach these elements with reverence, 
for they embody the essence of life itself.
The Spirit Lancer is not merely a title; 
It is a way of life, 
a philosophy that guides action and decision.",ui\00_message\npc\base\n4510.gmd,\npc\n4510.arc,n4510.arc,27
0,,"外に出ては魔物を狩る
家に帰れば自己省察と理論の追及――
この一日の積み重ねで己を鍛え上げるのだ","Venturing outside to hunt monsters,
returning home for knowledge and introspection—
Through the accumulation of each day,
forge yourself to become stronger.",ui\00_message\npc\base\n4510.gmd,\npc\n4510.arc,n4510.arc,28
0,,この《武霊の庵》に何用か――,What do you seek in this hermitage?,ui\00_message\npc\base\n4510.gmd,\npc\n4510.arc,n4510.arc,29
0,,"真実を語る者たちよ
俺にできることがあればなんなりと","Those who speak the truth,
if there's anything I can do, just let me know.",ui\00_message\npc\base\n4510.gmd,\npc\n4510.arc,n4510.arc,30
0,,"この《侵食》を私なりに理解しようとしてるの
ふふふ、だからここにいるのよ","I'm trying to understand
this 《corruption》 in my own way.
Mmm, so here I am.",ui\00_message\npc\base\n4511.gmd,\npc\n4511.arc,n4511.arc,0
0,,"理解には観察が必要で
観察するにはより近い場所にいた方が
いいでしょう？","Understanding requires observation,
and it's better to be closer to observe, no?",ui\00_message\npc\base\n4511.gmd,\npc\n4511.arc,n4511.arc,1
0,,"昼は外に出て侵食された木や土を
採ってきて調べているわ","During the day, I go outside and collect
corrupted wood and soil to examine.",ui\00_message\npc\base\n4511.gmd,\npc\n4511.arc,n4511.arc,2
0,,"そして、夜は侵食魔の口から溢れる
呻き声を聞きながら眠るのよ","And sleep at night, listening to harrowing cries
that flood from the mouths of the infected.",ui\00_message\npc\base\n4511.gmd,\npc\n4511.arc,n4511.arc,3
0,,"あら、足元には気を付けて
本を蹴り飛ばさないようにね","Oh, watch your step,
don't kick the books.",ui\00_message\npc\base\n4511.gmd,\npc\n4511.arc,n4511.arc,4
0,,"え？　本がいっぱい落ちてる、ですって？
これは""落ちてる""んじゃなくて""置いてある""のよ","What?
Too many books on the floor, you say?
They're not haphazard, they've been placed there.",ui\00_message\npc\base\n4511.gmd,\npc\n4511.arc,n4511.arc,5
0,,"何なりと、覚者様
私にできることであれば
喜んでお手伝いいたします","Whatever it may be, Ser Arisen,
If there is something I can do,
I would be happy to assist you.",ui\00_message\npc\base\n4512.gmd,\npc\n4512.arc,n4512.arc,0
0,,"火垂れ山は火竜様がお休みになる場所
王族でなければ立ち入ることは叶いませんよ","Firefall Mountain is the place
where the Fire Dragon takes its rest.
Only members of the Royal Family
are allowed to enter.",ui\00_message\npc\base\n4512.gmd,\npc\n4512.arc,n4512.arc,1
0,,"ここからですね
アッカーシェランが再び羽ばたくため
どうかお力添えを","It begins here.
To help Acre Selund soar once more,
Please lend us your strength.",ui\00_message\npc\base\n4512.gmd,\npc\n4512.arc,n4512.arc,2
0,,"この場に戻ってこられたこと――
複雑な思いではありますが
何より、覚者様への感謝を","Returning to this place—
Though my feelings are complex,
above all, I am grateful for the Arisen.",ui\00_message\npc\base\n4512.gmd,\npc\n4512.arc,n4512.arc,3
0,,"クレス様のハイセプター、キルスティには
もうお会いになりましたか？","Have you already had the opportunity
to meet Queen Cress' High Scepter, Kirsty?",ui\00_message\npc\base\n4512.gmd,\npc\n4512.arc,n4512.arc,4
0,,"クレス様以外には
気まぐれで扱いづらい人ですが――
その腕は確かですよ","Save for Lady Cress,
he is whimsical and difficult at times,
but... his skills are undoubtedly impressive.",ui\00_message\npc\base\n4512.gmd,\npc\n4512.arc,n4512.arc,5
0,,"火竜様がお休みになられる火垂れ山に
魔物が巣食うなど、これまでならば
ありえないことです","For monsters to infest Firefall Mountain,
where the Flame Dragon rests--
It's unprecedented.",ui\00_message\npc\base\n4512.gmd,\npc\n4512.arc,n4512.arc,6
0,,"――私にも、そういった思い込みや
気の緩みがあったのでしょうね","- Perhaps I, too, had such misconceptions
and moments of carelessness.",ui\00_message\npc\base\n4512.gmd,\npc\n4512.arc,n4512.arc,7
0,,"ドワーフオークたちの鍛冶技術は相当なものです
人の目にはどれも無骨な武具に見えますが
あれらにしか作り出せない性能を備えているのだとか","The blacksmithing skills
of the Dwarf Orcs are quite impressive.
To the eyes of humans,
their armors all appear rough,
but they are said to possess performance
that can only be created by them.",ui\00_message\npc\base\n4512.gmd,\npc\n4512.arc,n4512.arc,8
0,,"火垂れ山は火竜様がお休みになられていた場所です
今や魔窟となってしまいましたが
門は固く閉ざされ、開門はわたし以外には不可能です","Firefall Mountain is the place
where the Lord Fire Dragon takes his rest.
Now, it has become a den of demons.
The gate is tightly sealed,
and only I am able to open it.",ui\00_message\npc\base\n4512.gmd,\npc\n4512.arc,n4512.arc,9
0,,"つまり、人が無暗に入り込むという
心配だけはありません","In other words, there is no need to worry
about people entering without cause.",ui\00_message\npc\base\n4512.gmd,\npc\n4512.arc,n4512.arc,10
0,,"ふがいないことですが――
あんなことになってしまった今
私にできることは逃げることだけでした","It is most regrettable, but...
Now that things have turned out like this,
All I could do was run away.",ui\00_message\npc\base\n4512.gmd,\npc\n4512.arc,n4512.arc,11
0,,"せめて、エリアマスターとして
覚者様をお支えできればよいのですが","At the very least, as an Area Master,
I hope I can support you, Ser Arisen.",ui\00_message\npc\base\n4512.gmd,\npc\n4512.arc,n4512.arc,12
0,,"覚者様、こちらを――
心許ない物資ですが
何かのお役に立つかもしれません","Ser Arisen, please take this...
It may not be the most reliable of supplies,
but it might be of some use to you.",ui\00_message\npc\base\n4512.gmd,\npc\n4512.arc,n4512.arc,13
0,,"今週の支給品をお渡しいたします
これらが、覚者様の旅路を
少しでも明るくできればよいのですが","I will hand over this week's supplies to you,
Ser Arisen.
I hope that these items can bring
a little brightness to your journey.",ui\00_message\npc\base\n4512.gmd,\npc\n4512.arc,n4512.arc,14
0,,"ああ、ちょうど支給品を準備していたところです
――これだけのものを手配できるようになりました
私としても嬉しいものです","Ah, I was just in the middle
of preparing the supplies.
- I am glad that I am able to arrange
such a large quantity of items
It brings me joy as well.",ui\00_message\npc\base\n4512.gmd,\npc\n4512.arc,n4512.arc,15
0,,"解放軍の戦士たちが、この辺りには
珍しい素材があるかもしれないと言っていました
覚者様も、それらを探して装備を強化されては
いかがでしょうか","The soldiers of the Liberation Army
said there may be rare materials around here.
Ser Arisen, how about seeking them out
and strengthening your equipment?",ui\00_message\npc\base\n4512.gmd,\npc\n4512.arc,n4512.arc,16
0,,"わたしの知る、採集に向いた洞窟も
ご案内しておきましょう","I will also show you some of the best caves
that I know of for collecting!",ui\00_message\npc\base\n4512.gmd,\npc\n4512.arc,n4512.arc,17
0,,"山頂にアンセスターオークが群れているとの
報せが入ってきました――
あれらは山に住む、非常に原始的なオークです","We have received a report that a group
of Ancestor Orcs has gathered at the mountaintop.
They are extremely primitive Orcs
that reside in the mountains.",ui\00_message\npc\base\n4512.gmd,\npc\n4512.arc,n4512.arc,18
0,,"知能こそドワーフオークに劣りますが
腕力では寧ろそれを軽々と上回る危険な魔物です
普段はそう大きな群れを作ることは無いのですが――
これも悪しき竜の影響でしょうか","While their intelligence may be inferior
to that of Dwarf Orcs, in terms of strength,
they are easily the more dangerous creature.
They don't usually form such large groups, but...
Could this also be due to the influence
of the Evil Dragon?",ui\00_message\npc\base\n4512.gmd,\npc\n4512.arc,n4512.arc,19
0,,"放っておいては、いずれ山から下りて
この辺りをも襲撃しに来ることでしょう
一刻も早く、群れを散らしてしまわねばなりません","If left alone, they will eventually come down
from the mountains to attack this area as well.
We must scatter the herd as soon as possible!",ui\00_message\npc\base\n4512.gmd,\npc\n4512.arc,n4512.arc,20
0,,"先日、オークどもを排除していただいたことで
オークを恐れていた商人たちが
この場へもやってくるようになりました
これまでよりも良い支援品をお渡しできそうです","The other day, thanks to the removal of the Orcs,
the merchants who were scared off
have started coming to this place as well.
It seems that we will be able to provide
better support goods than ever before.",ui\00_message\npc\base\n4512.gmd,\npc\n4512.arc,n4512.arc,21
0,,"今更どのような顔でこの門前に戻れば良いのか――
しかし、あの時は殺されずにいるだけで
精一杯でしたが、今は覚者様や解放軍
そして盗賊である彼らまでいる――心強いことです","What kind of face do I present at the gate now?
Back then, I barely survived. 
But now, there are the Arisen,
the Liberation Army, and even the bandits.
-- It's reassuring.",ui\00_message\npc\base\n4512.gmd,\npc\n4512.arc,n4512.arc,22
0,,"覚者様、門の先は魔窟です
魔物が跋扈し、道ゆく者の命の炎を消さんと
襲いかかってくることでしょう","Master Arisen,
beyond the gate lies a den of demons.
They roam freely, seeking to extinguish
the flames of life that burn within those
who dare to tread this path.",ui\00_message\npc\base\n4512.gmd,\npc\n4512.arc,n4512.arc,23
0,,"先へ進むことができる力を持つのは
覚者様たちだけということになります
無論、門より向こうには村も拠点もありません
心して向かってください","The power to move forward
lies only with the esteemed Arisen.
Beyond the gate,
there is nary a village nor stronghold.
Please proceed with caution.",ui\00_message\npc\base\n4512.gmd,\npc\n4512.arc,n4512.arc,24
0,,"覚者様、武具は強化されているでしょうか？
解放軍の戦士たちは、続々と新たな素材を
手に入れているそうです
一度、彼らと情報共有をしても良いかもしれません","Ser Arisen, have you strengthened your equipment?
It seems that the warriors of the Liberation Army
are obtaining new materials one after another.
It may be good to share information with them.",ui\00_message\npc\base\n4512.gmd,\npc\n4512.arc,n4512.arc,25
0,,"各地には、王家の命により封じられている扉があります
それらを私の名の元に全て解放いたしましょう
覚者様の切り開かれる先に
この国の未来があるのですから","In various places, there are doors sealed
by the command of the Royal Family.
Let us release them under my name.
For it is in the path opened by the Arisen
that the future of this country shall flourish.",ui\00_message\npc\base\n4512.gmd,\npc\n4512.arc,n4512.arc,26
0,,"わたしからも、優れた資源の在り処を
お伝えいたしましょう
危険度が高く、今まではお伝えするのをためらって
いましたが――覚者様ならば、ものともされない場です","Allow me to also inform you
of the whereabouts of valuable resources.
They are highly dangerous, and until now,
I hesitated to share this information.
But... in the presence of a wise Arisen,
it is a place that holds no fears.",ui\00_message\npc\base\n4512.gmd,\npc\n4512.arc,n4512.arc,27
0,,"アッカーシェランは炎の国
そのせいか、死して体を失ってなお
炎を纏って徘徊する""影""のようなものが
歩き回っていることもあります","Acre Selund, the Land of Flames.
Perhaps due to this, even in death,
there are beings that wander,
clad in flames, like ""shadows.""
They will be seen roaming about.",ui\00_message\npc\base\n4512.gmd,\npc\n4512.arc,n4512.arc,28
0,,"すでに覚者様もご覧になったかもしれません
例えば、空を飛ぶもの、地を駆けるもの――
それらの姿をした""炎""を","You may have already seen it, Arisen.
For example, those who fly in the sky,
and those who race on the ground—
""Flames"" that take on the form of such beings.",ui\00_message\npc\base\n4512.gmd,\npc\n4512.arc,n4512.arc,29
0,,"竜力の溜まりやすい場所には
それらが惹かれ、集まってくることも
あります","In places where Dragon Force accumulates,
they are attracted to it and gather together.
That's also a possibility.",ui\00_message\npc\base\n4512.gmd,\npc\n4512.arc,n4512.arc,30
0,,"ご注意ください
炎を纏った影とはいえ、甘く見ては
深手を負わされかねません","Please be careful.
Even though it may be a shadow clad in flames,
do not underestimate it,
as it could inflict serious injuries.",ui\00_message\npc\base\n4512.gmd,\npc\n4512.arc,n4512.arc,31
0,,"中はマグマの影響によりかなりの暑さですが
耐えきれぬほどではありません
覚者様ほどの方であればなおさらでしょう","It's quite hot inside due to the magma...
though not unbearable.
Especially to a person of your caliber, Ser!",ui\00_message\npc\base\n4512.gmd,\npc\n4512.arc,n4512.arc,32
0,,"しかし、過去この奥へと進まれた王族方の中には
熱くなってゆく貴金属が肌を焼くのを嫌い、
外しながら進んで行かれる方も珍しくなかったとか――","However, it is said that among the royalty
who ventured deep into this cave in the past,
more than a few undid their precious jewelry,
finding the increasing heat unbearable.",ui\00_message\npc\base\n4512.gmd,\npc\n4512.arc,n4512.arc,33
0,,"運が良ければ、そのようなアクセサリーを
目にされるかもしれません
捨てていかれた物ですから、お気に召せば
覚者様の物となさっても何の問題もありません","If luck is on your side,
you may catch sight of such accessories.
Since they were discarded,
there is no problem if you take a liking to them
and reclaim them as yours, Arisen.",ui\00_message\npc\base\n4512.gmd,\npc\n4512.arc,n4512.arc,34
0,,"覚者様は火垂れ山のさらに奥まで
進まれるのですね
――お話いたしましょう
奥に何が巣食っているか――","So, Ser Arisen intends to venture further
into the depths of Firefall Mountain.
I shall reveal to you the truth
that lies hidden within the mountain's heart,
the secrets it has long concealed from the world.",ui\00_message\npc\base\n4512.gmd,\npc\n4512.arc,n4512.arc,35
