#Index,Key,MsgJp,MsgEn,GmdPath,ArcPath,ArcName,ReadIndex
0,,身の証を立ててから出直してくるんだね,Come back after proving your worth.,ui\00_message\npc\base\n2513.gmd,\npc\n2513.arc,n2513.arc,7
0,,"この辺りの者は皆、子供の頃に聞かされる
たとえ話――その中に実は――","All the people around here are told a childhood
fable—a story that, unbeknownst to them, holds a
deeper truth.",ui\00_message\npc\base\n2753.gmd,\npc\n2753.arc,n2753.arc,3
0,,"いや、異なる竜に仕える方にお話しすることでも
ありませんな――","No, there's no need to talk to the one who serves
a different dragon. That's not it.",ui\00_message\npc\base\n2753.gmd,\npc\n2753.arc,n2753.arc,4
0,,"幼い頃に親に聞かされる昔話、たとえ話――
いつまでも記憶の奥底に眠り続け
決して忘れ去られることの無いそれら――
真実が眠るにふさわしいでしょう","The bedtime stories and allegories told to us by
our parents when we were young, they continue to
slumber deep in the depths of our memories.
Never to be forgotten, they are deserving of the
truths that lie within.
Until eternity.",ui\00_message\npc\base\n2753.gmd,\npc\n2753.arc,n2753.arc,5
0,,やぁ、調子はどうだい,"Hello, how are you doing?",ui\00_message\npc\base\n2754.gmd,\npc\n2754.arc,n2754.arc,0
0,,"グリンデュアにはよく行くよ
この辺りでは満足に資材を集められんからな","I often go to Glyndwr.
Around here, it's hard to gather materials
satisfactorily.",ui\00_message\npc\base\n2754.gmd,\npc\n2754.arc,n2754.arc,1
0,,"――ちょっと頭が固い奴は多いけど
それはうちも同じだな","-There are quite a few stubborn people, but
that's the same with us too.",ui\00_message\npc\base\n2754.gmd,\npc\n2754.arc,n2754.arc,2
0,,"俺やダレンが集めてきた資材は
ギルロイが管理してくれている
欲しい物があれば彼に言ってくれ","The materials that I and Darren have gathered are
being managed by Gilroy.
If you want something, please let him know.",ui\00_message\npc\base\n2754.gmd,\npc\n2754.arc,n2754.arc,3
0,,"――次に資材を集めに行く時に
欲しいものがあれば俺が取りまとめるんだが
アンタは自由に外に出られるもんな","- When we go to gather materials next time, if
there's anything you want, I'll handle it for you.
Are you able to go outside freely?",ui\00_message\npc\base\n2754.gmd,\npc\n2754.arc,n2754.arc,4
0,,"しかめっ面になっている者が多いだろう？
外の空気を吸ってみればいいのにな","There are probably many people with frowns,
aren't there?
They should try taking a breath of fresh air
outside.",ui\00_message\npc\base\n2754.gmd,\npc\n2754.arc,n2754.arc,5
0,,"よっ、調子どう？
外に行く準備するなら、手伝うよ","Hey, how are you? If you're preparing to go
outside, I'll help you get ready.",ui\00_message\npc\base\n2755.gmd,\npc\n2755.arc,n2755.arc,0
0,,"ライアムの仕事を手伝ってるんで
時々外の拠点に行くんだ
資材調達のついでにちょっと寄り道したりね","I'm assisting Lyam with his work, so sometimes I
go to other locations.
I might make a little detour while procuring
materials.",ui\00_message\npc\base\n2755.gmd,\npc\n2755.arc,n2755.arc,1
0,,"外のことを知るって気持ちいいもんだよ
気分転換になるし、何より楽しい","It feels great to know about the outside world.
It's refreshing and above all, enjoyable.",ui\00_message\npc\base\n2755.gmd,\npc\n2755.arc,n2755.arc,2
0,,"取引に行くのは主にグリンデュアだけど
ダナの方に行くこともあるんだ","The trade missions are mainly handled by Glyndwr,
but we also go to Dana's side sometimes.",ui\00_message\npc\base\n2755.gmd,\npc\n2755.arc,n2755.arc,3
0,,"ムキムキした人が多くて
なんていうか文化の違いを感じるよ","There are many muscular people here, and it feels
like there are cultural differences.",ui\00_message\npc\base\n2755.gmd,\npc\n2755.arc,n2755.arc,4
0,,ああ、レスタニアの覚者様でしたか――,"Ah, so you are the Ser Arisen of Lestania――",ui\00_message\npc\base\n2756.gmd,\npc\n2756.arc,n2756.arc,0
0,,"最近は侵食がフィンダム全体に
拡がっているそうですね
――ここに閉じこもるばかりでいいのかしら","It seems that the corruption is spreading
throughout Phindym. Is it okay to just stay holed
up here?",ui\00_message\npc\base\n2756.gmd,\npc\n2756.arc,n2756.arc,1
0,,"ここに閉じこもって、一体何を成しているのか
疑問に思うこともあるんです――
でも、塔を守ることも大切だし――","Sometimes, I wonder what we're accomplishing by
staying here, but protecting the tower is
important too.",ui\00_message\npc\base\n2756.gmd,\npc\n2756.arc,n2756.arc,2
0,,"この塔をお掃除して、きれいにして――
でも、外の大地はどんどん穢れて
いっているんでしょう？","You're cleaning and beautifying this tower, but I
wonder if the outside world is getting more
corrupted?",ui\00_message\npc\base\n2756.gmd,\npc\n2756.arc,n2756.arc,3
0,,"ラスニテ一帯で困りごとか？
この辺りのことなら俺が相談に乗ろう","Are you having trouble in the Rathnite Foothills?
If it's about this area, let me listen to your
concerns.",ui\00_message\npc\base\n2800.gmd,\npc\n2800.arc,n2800.arc,0
0,,"ん、誰だお前は？
見ない顔だ――
どこから来たのか明らかにしてもらおうか","Hmm, who are you? You're not someone I know.
Let's find out where you came from.",ui\00_message\npc\base\n2800.gmd,\npc\n2800.arc,n2800.arc,1
0,,"何だ、聞きたいことでもあるのか？
ラスニテ一帯について
俺のところに入ってきている情報なら
いくらでも話してやろう","What's wrong?
Do you have something you want to ask about the
Rathnite area?
If it's information that has come to me, I can
tell you as much as you want.",ui\00_message\npc\base\n2800.gmd,\npc\n2800.arc,n2800.arc,2
0,,"どうした？　様子を見に来てくれたのか？
せっかくだ、少し休んでいくといい","What's the matter? Did you come to check on me?
Since you're here, it would be nice to take a
little break.",ui\00_message\npc\base\n2800.gmd,\npc\n2800.arc,n2800.arc,3
0,,"それにしても、お前もなぜ
ラスニテ山麓に立ち寄ろうと思ったんだ？
これと言って珍しいものも無い場所だろう
力になってもらえるのはありがたいが――","But why did you also decide to stop by at the
Rathnite Foothills?
It's not a particularly unusual place.
While it's appreciated that you're willing to
help, it's quite unexpected for us.",ui\00_message\npc\base\n2800.gmd,\npc\n2800.arc,n2800.arc,4
0,,"この状況で、疲れ切った者に
さらに無理をしろとは――俺は言えん――
動ける人間で動かねばならん","To ask someone who's already exhausted in this
situation to push even further – I can't say that.
The ones who can move must move.",ui\00_message\npc\base\n2800.gmd,\npc\n2800.arc,n2800.arc,5
0,,"せっかくだ、休息は十分取っていってくれ
魔物の襲撃を受けでもすれば
即座に叩き起こすから安心しろ","Take your time and get plenty of rest.
If the monsters attack, I'll wake you up
immediately, so don't worry.",ui\00_message\npc\base\n2800.gmd,\npc\n2800.arc,n2800.arc,6
0,,"悪しき竜、武装をはじめたオークども――
もはや手遅れであることは変わらんが","Evil dragons, armed orcs – it's too late, but...",ui\00_message\npc\base\n2800.gmd,\npc\n2800.arc,n2800.arc,7
0,,"手慣らしができる場所ぐらいは教えてやろう
この村を出た川の向こう岸だ","I will tell you at least a place where you can
get some practice.
It's on the other side of the river, just outside
this village.",ui\00_message\npc\base\n2800.gmd,\npc\n2800.arc,n2800.arc,8
0,,"ああ、ここの設備は自由に使っていいが
外に出る時は注意しろよ","Ah, you are free to use the facilities here, but
please be careful when going outside.",ui\00_message\npc\base\n2800.gmd,\npc\n2800.arc,n2800.arc,9
0,,"――こんな状況だ
満足に支援品も出せんのだ
まぁ、無いよりはマシだろう","-This is the situation we're in.
We can't even provide support goods properly.
Well, I guess it's better than nothing.",ui\00_message\npc\base\n2800.gmd,\npc\n2800.arc,n2800.arc,10
0,,"そうだ、これを持っていけ
お前のお陰で、ここら辺でも
少しはマシな支援品が用意できるようになったぞ","Oh, right, take this with you.
Thanks to you, we've been able to prepare
slightly better supplies around here.",ui\00_message\npc\base\n2800.gmd,\npc\n2800.arc,n2800.arc,11
0,,"よく来てくれた！
お前に渡そうと思って取っておいた物だ
――これくらいの支援品は出せるくらい
状況は好転したということだ","Welcome! I've kept something to give to you.
It's support goods that I saved just for you!
I can provide this level of support now that the
conditions have improved.",ui\00_message\npc\base\n2800.gmd,\npc\n2800.arc,n2800.arc,12
0,,"お前らの存在が解放軍内で話題になっている――
一部の兵が再び魔軍に挑み始めたぐらいだ
悪いが力を貸してやってくれ","Your existence is being talked about within the
Liberation Army—
It's just that some soldiers have started
challenging the Demon Army again, that's all.
I'm sorry, but could you lend us your strength?",ui\00_message\npc\base\n2800.gmd,\npc\n2800.arc,n2800.arc,13
0,,"代わりといっちゃあ何だが――
いい素材が取れる場所を教えてやろう
廃村の近くだ、少しマシなもんを
身に付けるといい","Well, I suppose it's not a bad idea to have a
substitute... Let me tell you a place where you
can find good materials.
It's near an abandoned village, so you might find
something a little better to equip yourself with.",ui\00_message\npc\base\n2800.gmd,\npc\n2800.arc,n2800.arc,14
0,,"おう、たったいま厄介な知らせが入った
どうやら魔軍のヤツらが不穏な動きを
始めているようだ","Oh, just received some troublesome news.
It seems the Demon Army is starting to act
suspiciously.",ui\00_message\npc\base\n2800.gmd,\npc\n2800.arc,n2800.arc,15
0,,"早めに叩くか、まとめて叩くか
どう動くかはお前に任せる――
手が空いたら様子を見てきてくれ","Should I strike early or strike all at once?
I leave it up to you to decide how to move--
When you have some free time, please come and see
how things are going.",ui\00_message\npc\base\n2800.gmd,\npc\n2800.arc,n2800.arc,16
0,,"今日はいい知らせだ
支援できるもんが増やせそうだ
なに、感謝されるほどのことでもない","Today is good news.
It seems that there will be an increase in things
I can support.
Well, it's not something deserving of much
gratitude.",ui\00_message\npc\base\n2800.gmd,\npc\n2800.arc,n2800.arc,17
0,,"驚いたことに
魔軍と解放軍の支配地が変わりつつある――
これが覚者の力ってやつなのか？","Surprisingly, the territories controlled by the
Demon Army and the Liberation Army are changing...
Is this the power of the Arisen?",ui\00_message\npc\base\n2800.gmd,\npc\n2800.arc,n2800.arc,18
0,,"エリアの西側、ダクレイム砦の付近に
地下へと続く遺跡がある――
危険だが、行く価値のある場所だ","To the west of the area, near Dacreim Fortress,
there is a ruin that leads underground.
It's dangerous, but it's worth a visit.",ui\00_message\npc\base\n2800.gmd,\npc\n2800.arc,n2800.arc,19
0,,"おう、いいところに来てくれた――魔軍のヤツら
ロスギルの東でも、妙な動きをみせているようだ
頃合いを見てぶっ叩きに行ってくれ","Ah, you've come to a good place - those guys from
the Demon Army.
Even in the east of Rothgill, they seem to be
acting strangely.
When the time is right, please go and smack them,
hard.",ui\00_message\npc\base\n2800.gmd,\npc\n2800.arc,n2800.arc,20
0,,"王子が――本当に還られるとは――
異国の覚者よ
ネド王子を助けてくれたこと、伏して感謝する！","The prince... to think he would actually return.
Foreign Arisen, I bow in gratitude for saving
Prince Nedo!",ui\00_message\npc\base\n2800.gmd,\npc\n2800.arc,n2800.arc,21
0,,"魔軍戦車カトブレパス――
ダクレイム砦の獣の将――
お前の力があればこの国の状況は変わるかも知れん","Catoblepas, the War Tank of the Demon Army, and
the Beast Master of Dacreim Fortress.
With your power, the conditions in this country
could potentially change.",ui\00_message\npc\base\n2800.gmd,\npc\n2800.arc,n2800.arc,22
0,,"おう、来たか
盗賊団のアジトから北へ進んだところに
かなり古い地下水路があるのは知っているか","Hey, you finally made it.
Do you know about the pretty old underground
waterways located north of the thieves' hideout?",ui\00_message\npc\base\n2800.gmd,\npc\n2800.arc,n2800.arc,23
0,,"たちの悪い魔物どもの棲みかになってるが、
価値の高いものが採れることは間違いない
行くならしっかり準備してけよ","It's become the den of nasty monsters, but
there's no doubt valuable items can be found
there.
If you're going, make sure you're well-prepared.",ui\00_message\npc\base\n2800.gmd,\npc\n2800.arc,n2800.arc,24
0,,"ついにこの話をする時が来たか――
この国を踏み荒らし、我が同胞たちの
命を奪ったあの憎き戦車――","The time has finally come to talk about this. The
one who ravaged our country, the abominable tank
that took the lives of our fellow compatriots.",ui\00_message\npc\base\n2800.gmd,\npc\n2800.arc,n2800.arc,25
0,,"お前ならヤツを打ち倒せるかも知れん
心して聞いてくれ","Maybe you can defeat that creature...
Listen carefully, with all your heart.",ui\00_message\npc\base\n2800.gmd,\npc\n2800.arc,n2800.arc,26
0,,"たったあれだけの戦力で
あのカトブレパスを討伐してくるとは！
なんってやつだ、お前は――！","To think you would defeat Catoblepas with such a
small force!
Who are you, anyway?!",ui\00_message\npc\base\n2800.gmd,\npc\n2800.arc,n2800.arc,27
0,,"破滅までの時間をどう抗うか、って状況だった
この国に、お前は再び光を齎してくれた
ありがとう、覚者よ、いつでもお前を歓迎しよう！","It was a situation of how to resist the time
until destruction.
In this country, you have brought light once
again.
Thank you, Arisen. We will always welcome you!",ui\00_message\npc\base\n2800.gmd,\npc\n2800.arc,n2800.arc,28
0,,"なんだ、他のミッションへエントリー中のようだな
このミッションに出撃するというなら
今エントリーしているミッションを中止してくれ
でないと受け付けられんのだ","What, it seems like you're currently in the midst
of entering another mission.
If you're going to sortie on this mission, please
cancel the mission you're currently entering.
Otherwise, I won't be able to accept it.",ui\00_message\npc\base\n2800.gmd,\npc\n2800.arc,n2800.arc,29
0,,"休みたいのか？　ああ、いいとも！
<VAL PRICE_INN>だよ
すまないな、色々と苦しくてさ――","Do you want a break? Oh, that's fine with me!
<VAL PRICE_INN>, you know.
Sorry, I've been going through various
hardships...",ui\00_message\npc\base\n2801.gmd,\npc\n2801.arc,n2801.arc,0
0,,はい,OK,ui\00_message\npc\base\n2801.gmd,\npc\n2801.arc,n2801.arc,1
0,,いいえ,Cancel,ui\00_message\npc\base\n2801.gmd,\npc\n2801.arc,n2801.arc,2
0,,"皆疲れてるから
あまり長くは休んでもらえないが――
よかったら、少し休憩していくかい","Everyone is tired, so you can't rest for too
long, but if you'd like, take a short break.",ui\00_message\npc\base\n2801.gmd,\npc\n2801.arc,n2801.arc,3
0,,はい,OK,ui\00_message\npc\base\n2801.gmd,\npc\n2801.arc,n2801.arc,4
0,,いいえ,Cancel,ui\00_message\npc\base\n2801.gmd,\npc\n2801.arc,n2801.arc,5
0,,"あんたも大変みたいだな――
《弱化の治療》なら
<VAL PRICE_WEAK>だけど、いいかい","It seems like you're having a tough time too,
huh? If it's ""Treat Weakness,"" it will cost <VAL
PRICE_WEAK>. Is that alright?",ui\00_message\npc\base\n2801.gmd,\npc\n2801.arc,n2801.arc,6
0,,はい,OK,ui\00_message\npc\base\n2801.gmd,\npc\n2801.arc,n2801.arc,7
0,,いいえ,Cancel,ui\00_message\npc\base\n2801.gmd,\npc\n2801.arc,n2801.arc,8
0,,"弱化してないみたいだな
――つらい気持ちは分かるぜ
身体が重く沈んで、何にもしたくなくなる
そんな時は素直に休んだ方がいい","It seems like you haven't weakened, huh?
- I understand the pain you're feeling.
When your body feels heavy and you don't feel
like doing anything, it's better to honestly take
a rest.",ui\00_message\npc\base\n2801.gmd,\npc\n2801.arc,n2801.arc,9
0,,"調子はどうだ？
良くはなくても、悪くなきゃいいんだが","How are you feeling?
It doesn't have to be good, as long as it's not
bad.",ui\00_message\npc\base\n2801.gmd,\npc\n2801.arc,n2801.arc,10
0,,"皆辛いのはわかるけど
沈んでたって仕方ないからな","I understand that everyone is suffering, but
there's no point in just staying down.",ui\00_message\npc\base\n2801.gmd,\npc\n2801.arc,n2801.arc,11
0,,"ほら、気持ちの持ち方ってところも
絶対あるはずだから――
せっかく生きてるんだ
前を向くふりだけでもしないと","See, there should be a way to change your
perspective – you're still alive after all.
You have to at least pretend to look forward.",ui\00_message\npc\base\n2801.gmd,\npc\n2801.arc,n2801.arc,12
0,,"こうして命があること自体を喜ばないと――
そう、昨日してた心配は杞憂だったってね","To not rejoice in the very fact that we have
life... Yes, it turns out that the worry I had
yesterday was needless.",ui\00_message\npc\base\n2801.gmd,\npc\n2801.arc,n2801.arc,13
0,,"何か欲しいものがあるの？
残念だけど、あんまり品ぞろえは
よくないわよ","Is there something you want? Unfortunately, our
selection isn't very good.",ui\00_message\npc\base\n2802.gmd,\npc\n2802.arc,n2802.arc,0
0,,"この状況でアレコレ欲しがる人も
居ないとは思うけど
本当に、最低限の物資しか無くてね","I don't think there are people who would want
this and that in this situation, but really, we
only have the bare minimum supplies.",ui\00_message\npc\base\n2802.gmd,\npc\n2802.arc,n2802.arc,1
0,,"精一杯かき集めてきてコレなのよ
いつまで持つか――
でも、ある物でどうにかするしかないわよね","I have gathered everything I could, but this is
all we have.
I wonder how long it will last...
But we have no choice but to make do with what we
have.",ui\00_message\npc\base\n2802.gmd,\npc\n2802.arc,n2802.arc,2
0,,"あなたも、あんまり泣き言は言わないようにして
みんな我慢してるんだから","Please try not to complain too much.
Everyone is being patient, you know.",ui\00_message\npc\base\n2802.gmd,\npc\n2802.arc,n2802.arc,3
0,,"なんだよ
――用も無いのにこっち見るのやめろよ","What's the matter?
――Stop looking over here for no reason.",ui\00_message\npc\base\n2803.gmd,\npc\n2803.arc,n2803.arc,0
0,,"こんなところに潜んで
一体何になるっていうんだ――
ここでボサッとしてる奴らの気が知れねぇ","What's the point of lurking around in a place
like this?
I can't understand the mindset of these guys
loafing around here.",ui\00_message\npc\base\n2803.gmd,\npc\n2803.arc,n2803.arc,1
0,,"こうしてる間にもどこかの村が
オークに襲われてるんだぜ
――やりきれねぇよ","While we're here, some village somewhere is being
attacked by Orcs. I can't bear it anymore.",ui\00_message\npc\base\n2803.gmd,\npc\n2803.arc,n2803.arc,2
0,,"オレはこんなところにいたくないね
逃げるか戦うか、さっさと決めちまいたい
――ハァ","I don't want to be in a place like this.
I want to make a decision and either run away or
fight, quickly.
- Haah.",ui\00_message\npc\base\n2803.gmd,\npc\n2803.arc,n2803.arc,3
0,,"なんだ、あんた？
わざわざ話しかけるような用でもあるのか？","What is it, you?
Do you have a reason to talk to me?",ui\00_message\npc\base\n2804.gmd,\npc\n2804.arc,n2804.arc,0
0,,"ここまでめちゃくちゃになったら
もう何も信じられねぇ
信じたヤツから死んでくんだからよ","Once it becomes completely chaotic, I can't
believe in anything anymore.
Because death awaits those whom I believed in.",ui\00_message\npc\base\n2804.gmd,\npc\n2804.arc,n2804.arc,1
0,,"あんたも命が惜しけりゃ慎重にいくことだ
俺からはそれくらいしか言うことは無いな","If you value your life, you should proceed with
caution.
That's all I have to say.",ui\00_message\npc\base\n2804.gmd,\npc\n2804.arc,n2804.arc,2
0,,"俺なんか、もう命くらいしか
無くして惜しいものも無いからよ
――こればっかりはな","As for me, I don't really have anything left to
lose except my life – it's all I've got left.",ui\00_message\npc\base\n2804.gmd,\npc\n2804.arc,n2804.arc,3
0,,"俺に何度も話しかけてどうするつもりだ？
懐に入り込んで、なけなしの金でも
毟り取るつもりか？","What's the point of talking to me repeatedly?
Do you plan to get into my pocket and take even
the last bit of money I have?",ui\00_message\npc\base\n2804.gmd,\npc\n2804.arc,n2804.arc,4
0,,"ふん、まぁ――
ここなら――","Hmph, well...
If it's here...",ui\00_message\npc\base\n2804.gmd,\npc\n2804.arc,n2804.arc,5
0,,"――もう、いつこの人生が終わるかって
これ以上何にも奪われたくないって
そんなことしか考えてなかったんだが","I've been thinking only about when this life will
end, and how I don't want anything else to be
taken away from me.",ui\00_message\npc\base\n2804.gmd,\npc\n2804.arc,n2804.arc,6
0,,"こうして取り戻せたものもあるし
もう少し、生きる努力をしてみても
いいのかもな","There are things that can be regained like this,
so it might be worth trying a little harder to
live.
Yes.",ui\00_message\npc\base\n2804.gmd,\npc\n2804.arc,n2804.arc,7
0,,"いや、でも俺は信じねえぞ
期待すると後が辛い
何が起こっても
「覚悟はできてた」って思いてぇんだ","No, but I don't believe in it.
Expectations only lead to bitterness in the end.
No matter what happens, I want to think, ""I was
prepared for this.""",ui\00_message\npc\base\n2804.gmd,\npc\n2804.arc,n2804.arc,8
0,,"昔のこと思い出しても
良いことねぇな","Even when I remember the things from the past,
there's nothing good about it.",ui\00_message\npc\base\n2804.gmd,\npc\n2804.arc,n2804.arc,9
0,,"――あ、はい
何でしょう","- Ah, yes.
What is it?",ui\00_message\npc\base\n2805.gmd,\npc\n2805.arc,n2805.arc,0
0,,少し、疲れて――,A little tired...,ui\00_message\npc\base\n2805.gmd,\npc\n2805.arc,n2805.arc,1
0,,家族のことを想うと――,When I think about my family...,ui\00_message\npc\base\n2805.gmd,\npc\n2805.arc,n2805.arc,2
0,,どうしようも、なかったんです――,There was nothing I could do...,ui\00_message\npc\base\n2805.gmd,\npc\n2805.arc,n2805.arc,3
0,,"――ぐすっ
ああ、すみません","- Sniff
Oh, I'm sorry.",ui\00_message\npc\base\n2805.gmd,\npc\n2805.arc,n2805.arc,4
0,,家族のことが頭をよぎって――,Thoughts of my family crossed my mind...,ui\00_message\npc\base\n2805.gmd,\npc\n2805.arc,n2805.arc,5
0,,"――私も解放軍の一員なのですから
皆さんのために、何かするべきでしょうね","――Since I'm also a member of the Liberation Army,
I should do something for everyone's sake.",ui\00_message\npc\base\n2805.gmd,\npc\n2805.arc,n2805.arc,6
0,,"はぁ――
もう少しだけ、一人でいても良いでしょうか","Sigh――
Is it alright if I stay alone for a little longer?",ui\00_message\npc\base\n2805.gmd,\npc\n2805.arc,n2805.arc,7
0,,"ごめんなさい
話をするのが億劫で――","I'm sorry.
It's too much of a hassle to talk...",ui\00_message\npc\base\n2805.gmd,\npc\n2805.arc,n2805.arc,8
0,,"あ――
な、なんでしょう――","Ah...
W-what is it...",ui\00_message\npc\base\n2806.gmd,\npc\n2806.arc,n2806.arc,0
0,,"ここに匿ってもらえて、心底感謝しとります
もう、帰る家も無くなったものですから――","I am deeply grateful for being able to hide here.
I no longer have a home to return to...",ui\00_message\npc\base\n2806.gmd,\npc\n2806.arc,n2806.arc,1
0,,"家も、家畜も、今頃全部灰になっているでしょう
――大変な思いをして手に入れてきた財産でした","The house, the livestock, they must all be turned
to ashes by now.
It was a fortune that we obtained after going
through great hardships.",ui\00_message\npc\base\n2806.gmd,\npc\n2806.arc,n2806.arc,2
0,,"何よりも気がかりなのは
離ればなれになった妻のことでして――
ここに一緒にいられたら、それだけで
どんなに気が楽だったか","The most worrisome thing is the separation from
my wife – it would have been so much more
reassuring if we could have been together here.",ui\00_message\npc\base\n2806.gmd,\npc\n2806.arc,n2806.arc,3
0,,――何か？,—What is it?,ui\00_message\npc\base\n2807.gmd,\npc\n2807.arc,n2807.arc,0
0,,"ここにもきっとすぐにオークたちが来る――
こんな貧弱な拠点、一たまりも無いわ","The orcs will surely come here soon... This weak
base is worth nothing.",ui\00_message\npc\base\n2807.gmd,\npc\n2807.arc,n2807.arc,1
0,,"オークが攻めてきたら
こんなテントで寝起きしてる私たちなんて
真っ先に殺されるでしょうね
せめて小屋に入れてもらえないかしら――","If the Orcs were to attack, we, who are sleeping
in such a tent, would surely be killed first,
wouldn't we?
I wonder if they could at least let us into a
cabin...",ui\00_message\npc\base\n2807.gmd,\npc\n2807.arc,n2807.arc,2
0,,"もっとしっかりした拠点、どこかに無いかしら
良いところがあれば、そっちに移りたい――","I wonder if there's a more solid base somewhere.
If there's a good place, I'd like to move there...",ui\00_message\npc\base\n2807.gmd,\npc\n2807.arc,n2807.arc,3
0,,よう、元気してる？,"Hey, are you doing well?",ui\00_message\npc\base\n2850.gmd,\npc\n2850.arc,n2850.arc,0
0,,"休んでいくなら<VAL PRICE_INN>だ
見ての通り、ここって色んな店があるから
ちょっと騒がしいけど――耳栓も貸し出すからさ
それでもいいかい？","If you want to rest, it's <VAL PRICE_INN>.
As you can see, there are various shops here, so
it might get noisy, but we can provide earplugs if
you'd like.",ui\00_message\npc\base\n2850.gmd,\npc\n2850.arc,n2850.arc,1
0,,はい,OK,ui\00_message\npc\base\n2850.gmd,\npc\n2850.arc,n2850.arc,2
0,,いいえ,Cancel,ui\00_message\npc\base\n2850.gmd,\npc\n2850.arc,n2850.arc,3
0,,"ああ、休みたいのか
えーっと、ベッドは空いてるな――
サービスしとくぜ、好きに使ってってくれ","Ah, do you want to take a break?
Um, the bed is available...
I'll provide the service, so use it however you
like.",ui\00_message\npc\base\n2850.gmd,\npc\n2850.arc,n2850.arc,4
0,,はい,OK,ui\00_message\npc\base\n2850.gmd,\npc\n2850.arc,n2850.arc,5
0,,いいえ,Cancel,ui\00_message\npc\base\n2850.gmd,\npc\n2850.arc,n2850.arc,6
0,,"《弱化の治療》かい？
よしきた、気合入れて治療するよ
<VAL PRICE_WEAK>だけど、いいかな","""Treat Weakness,"" huh?
Alright, I'll put my fighting spirit into the
treatment.
It's <VAL PRICE_WEAK>, but is that okay?",ui\00_message\npc\base\n2850.gmd,\npc\n2850.arc,n2850.arc,7
0,,はい,OK,ui\00_message\npc\base\n2850.gmd,\npc\n2850.arc,n2850.arc,8
0,,いいえ,Cancel,ui\00_message\npc\base\n2850.gmd,\npc\n2850.arc,n2850.arc,9
0,,"んー、弱化してないけどな
ほら、気持ちの問題じゃないか？
ちょっとそこら辺で好みの子に
声かけてこれば気も晴れるよ、きっと","Well, you haven't weakened, you know. It's all
about the state of mind, isn't it?
Just try talking to someone you like around here,
and your spirits will lift for sure.",ui\00_message\npc\base\n2850.gmd,\npc\n2850.arc,n2850.arc,10
0,,"どっかに可愛い子いたら教えてくれよ
こんな時だからこそ、楽しみが必要さ！","If you find a cute girl somewhere, let me know.
Especially at times like this, we need something
to look forward to!",ui\00_message\npc\base\n2850.gmd,\npc\n2850.arc,n2850.arc,11
0,,"ちょっと微笑んでくれる可愛い子が
いるってだけで毎日頑張れるってもんだろ？　
ホント、それだけでいいんだよな～","Just having a cute girl who smiles at me makes me
able to do my best every day.
Really, that's all I need~",ui\00_message\npc\base\n2850.gmd,\npc\n2850.arc,n2850.arc,12
0,,"まぁ、どんなに可愛い子がいても
俺のフィアンセには適わないだろうけど――","Well, no matter how cute of a girl, she wouldn't
be suitable as my fiancee--",ui\00_message\npc\base\n2850.gmd,\npc\n2850.arc,n2850.arc,13
0,,"嫌がってたけど、村に残してきたんだよな
だって、こんなとこに連れてくるのも危ないだろ
あいつからは少しの危険だって
遠ざけておきたかったんだ","I know they didn't want to, but they left me
behind in the village.
Because it's dangerous to bring me to a place
like this, right?
I just wanted to keep a little distance from
them, even if it meant a small danger.",ui\00_message\npc\base\n2850.gmd,\npc\n2850.arc,n2850.arc,14
0,,"いらっしゃいませ
幅広く取り揃えてますよ","Welcome.
We have a wide variety of items.",ui\00_message\npc\base\n2851.gmd,\npc\n2851.arc,n2851.arc,0
0,,"いや、恐ろしいことになりましたね――
ティネス砦を奪還できたのは嬉しいことですが
ここもまたいつ魔軍に攻め込まれるか","No, it's become quite terrifying――
While it's good that we were able to retake Fort
Thines,
we never know when the Demon Army will attack
here again.",ui\00_message\npc\base\n2851.gmd,\npc\n2851.arc,n2851.arc,1
0,,"まぁ、私には昔からやってる
商売くらいしかできませんから
やれることをやるだけです","Well, since I've been doing business for as long
as I can remember, I can't do anything else but
that.
I'll just do what I can.",ui\00_message\npc\base\n2851.gmd,\npc\n2851.arc,n2851.arc,2
0,,"先祖代々、商いをやってきとります
こうしてやれることをやることが
今私らに一番大切なことじゃないですかね","Throughout generations, we have been engaged in
business.
Isn't it the most important thing for us now to
do what we can do?",ui\00_message\npc\base\n2851.gmd,\npc\n2851.arc,n2851.arc,3
0,,"あら、覚者様
新しい武具がご入用でしょうか","Oh, Ser Arisen.
Do you need new equipment?",ui\00_message\npc\base\n2852.gmd,\npc\n2852.arc,n2852.arc,0
0,,"ティネス砦を取り戻せたのも
覚者様のお力あってのことと聞いております
ありがとうございます","We've heard that Fort Thines was retaken, thanks
to the power of the Arisen. Thank you.",ui\00_message\npc\base\n2852.gmd,\npc\n2852.arc,n2852.arc,1
0,,"今まで良いニュースなんて一つもありませんでした
覚者様が来てくださってから、何だか
希望が見えてきたような気がします","Until now, there hasn't been a single piece of
good news.
But ever since the Arisen arrived, it feels like
we've glimpsed some hope.",ui\00_message\npc\base\n2852.gmd,\npc\n2852.arc,n2852.arc,2
0,,"色々取り揃えております
どうぞ見ていってくださいね","We have a variety of items available. Please take
a look.",ui\00_message\npc\base\n2852.gmd,\npc\n2852.arc,n2852.arc,3
0,,"あっ、ハイ！
同行者をお探しでしょうか、覚者様","Ah, yes! Are you looking for a companion, Ser
Arisen?",ui\00_message\npc\base\n2853.gmd,\npc\n2853.arc,n2853.arc,0
