"#Index","Key","MsgJp","MsgEn","GmdPath","ArcPath","ArcName","ReadIndex"
"0","q40000124_00_124","森に潜む危機","In the Forest","ui\00_message\quest_info\q40000124_00.gmd","\quest\q40000124.arc","q40000124.arc","0"
"0","q40200075_00_413","取扱いの無い品","We Don't Handle Those Goods","ui\00_message\quest_info\q40200075_00.gmd","\quest\q40200075.arc","q40200075.arc","0"
"1","q40200075_00_413","<LQIM>を<LQVA>個譲ってくれる人、いないかしら？
うちの店じゃ取り扱ってないのよ
お礼は用意してあるから、誰かよろしくね","Is there anyone who can give me 
<LQVA> <LQIM>? 
My store doesn’t carry them. 
I have a reward prepared, so please help out.","ui\00_message\quest_info\q40200075_00.gmd","\quest\q40200075.arc","q40200075.arc","1"
"0","q40200076_00_414","突然の入り用","A Sudden Need","ui\00_message\quest_info\q40200076_00.gmd","\quest\q40200076.arc","q40200076.arc","0"
"1","q40200076_00_414","<LQIM><LQVA>個
すまないが急いでいる
早めに都合できるなら買い取らせてくれ","I need <LQVA> <LQIM> urgently. 
If you can arrange it quickly, 
I’ll buy it from you.","ui\00_message\quest_info\q40200076_00.gmd","\quest\q40200076.arc","q40200076.arc","1"
"0","q40200077_00_415","遠出準備","Preparing for a Trip","ui\00_message\quest_info\q40200077_00.gmd","\quest\q40200077.arc","q40200077.arc","0"
"1","q40200077_00_415","万が一の遠出に備えて準備をしているんだが
<LQIM>の手持ちがこころもとなくてな
<LQVA>個ほど探しているのだ","I’m preparing for a potentially long journey, 
but my supply of <LQIM> is insufficient. 
I’m looking for about <LQVA>.","ui\00_message\quest_info\q40200077_00.gmd","\quest\q40200077.arc","q40200077.arc","1"
"0","q40200078_00_416","すぐに棚が空になってね","It Flew Off the Shelves","ui\00_message\quest_info\q40200078_00.gmd","\quest\q40200078.arc","q40200078.arc","0"
"1","q40200078_00_416","育ち盛りの子が多いと何かと消費が早くてね
<LQIM>を持ってたら<LQVA>個ほど分けてくれないかい？
お礼はするからさ！","With so many growing kids, 
things get used up quickly. 
If you have <LQIM>, 
could you share about <LQVA>? 
I’ll be sure to thank you!","ui\00_message\quest_info\q40200078_00.gmd","\quest\q40200078.arc","q40200078.arc","1"
"0","q40200079_00_417","魔物避けのお香","Demon-Warding Incense","ui\00_message\quest_info\q40200079_00.gmd","\quest\q40200079.arc","q40200079.arc","0"
"1","q40200079_00_417","<LQIM>を使って、魔物が嫌がる匂いのお香を作れないか試してるの
完成のために<LQVA>個くらいあるといいんだけど――
戦わなくても追い払えたら、わたしみたいな子供でも
魔物を気にせず散歩できるようになるでしょ！","I'm trying to make an incense with a smell that monsters dislike using <LQIM>. 
It would be great to have around <LQVA> pieces 
for completion―― 
If we could repel them without fighting, 
even children like me could walk around without 
worrying about monsters!","ui\00_message\quest_info\q40200079_00.gmd","\quest\q40200079.arc","q40200079.arc","1"
"0","q40200080_00_418","＜エリアオーダー＞ファーラナ補給","Area Order: Farana Resupply","ui\00_message\quest_info\q40200080_00.gmd","\quest\q40200080.arc","q40200080.arc","0"
"1","q40200080_00_418","ダナの村を預かるエリアマスターとして言うよ
みんな、<LQIM>が減ってきてるみたいじゃないか
いつ戦いに出ることになってもいいように<LQVA>個程度は常に持っておきたいもんだね
きっちり揃えて持ってこられたら、それなりに礼も弾むよ","As the Area Master of Dana Village, I'll say this:
It looks like we're running low on 
<LQIM>. 
We should always keep around <LQVA> pieces on 
hand in case we need to go to battle. 
If you can bring them in neatly, 
you'll be rewarded accordingly.","ui\00_message\quest_info\q40200080_00.gmd","\quest\q40200080.arc","q40200080.arc","1"
"0","q40200081_00_419","毎日の疲労度調査","Researching Each Day's Exhaustion","ui\00_message\quest_info\q40200081_00.gmd","\quest\q40200081.arc","q40200081.arc","0"
"1","q40200081_00_419","日々の戦いと、その疲れの関係を知りたいんだ
軽く<LQEM>を<LQVA>匹ほど討伐して
その後の体の調子を聞かせてもらえないかな？","I want to understand the relationship between daily 
battles and the resulting fatigue. 
Could you defeat about <LQVA> <LQEM> 
and let me know how your body feels afterward?","ui\00_message\quest_info\q40200081_00.gmd","\quest\q40200081.arc","q40200081.arc","1"
"0","q40200082_00_420","一人歩きの不安","Afraid to Walk Alone","ui\00_message\quest_info\q40200082_00.gmd","\quest\q40200082.arc","q40200082.arc","0"
"1","q40200082_00_420","外に出る時はいつも<LQEM>を警戒してるんです
この前も<LQVA>匹ほど見かけて――
いつも一緒にいて、守ってくれる人がいれば
安心なんですけどね","I always stay alert for <LQEM> 
when going outside. 
I saw about <LQVA> the other day―― 
If I had someone with me all the time to protect 
me, I'd feel more at ease.","ui\00_message\quest_info\q40200082_00.gmd","\quest\q40200082.arc","q40200082.arc","1"
"0","q40200083_00_421","騒ぐ野生の血","Blood of the Clamoring Beasts","ui\00_message\quest_info\q40200083_00.gmd","\quest\q40200083.arc","q40200083.arc","0"
"1","q40200083_00_421","<LQEM>が村のそばで騒ぐから
飼ってる動物が落ち着かないんだ
やっぱり野生の血が騒いじゃうのかな――
<LQVA>匹くらい、駆除をお願いできませんか？","The <LQEM> 
are making a racket near the village, 
making our animals restless. 
I wonder if it's the wild blood stirring them up――
Could you please eliminate around <LQVA> of them?","ui\00_message\quest_info\q40200083_00.gmd","\quest\q40200083.arc","q40200083.arc","1"
"0","q40200084_00_422","畑の実りを狙う輩","They're After the Crops","ui\00_message\quest_info\q40200084_00.gmd","\quest\q40200084.arc","q40200084.arc","0"
"1","q40200084_00_422","野菜を狙ってか、<LQEM>をよく見かけるようになっての――
畑が踏み荒らされないうちに<LQVA>匹ほど
こらしめておいてもらえんか","It seems <LQEM> 
have been frequenting the fields, 
possibly targeting the vegetables―― 
Please take care of around <LQVA> of them before 
the fields are trampled.","ui\00_message\quest_info\q40200084_00.gmd","\quest\q40200084.arc","q40200084.arc","1"
"0","q40200085_00_423","日頃の討伐努力","The Usual Subjugation Efforts","ui\00_message\quest_info\q40200085_00.gmd","\quest\q40200085.arc","q40200085.arc","0"
"1","q40200085_00_423","この辺りも昔と比べてずいぶん危険になったものだ
常日頃から危険な獣を少しずつ減らしていくことが大事だぞ
例えば、今日は<LQEM>を<LQVA>体減らしておく――とかだな","This area has become much more
dangerous compared to the past.
It’s important to gradually reduce
the dangerous beasts. For example,
today, reduce the <LQEM> by <LQVA>.","ui\00_message\quest_info\q40200085_00.gmd","\quest\q40200085.arc","q40200085.arc","1"
"0","q40200086_00_424","憎きハーブ泥棒","A Detestable Herb Thief","ui\00_message\quest_info\q40200086_00.gmd","\quest\q40200086.arc","q40200086.arc","0"
"1","q40200086_00_424","もう、信じられない！
干しておいたハーブが根こそぎ消えたんですよ
きっと<LQEM>が持っていったに決まってます
ハーブを摘んでいる時から<LQVA>匹くらい
ずっと周囲をうろついていましたから！","I can't believe it!
The herbs I dried are completely gone.
It must have been taken by the 
<LQEM>.
There were about <LQVA> of them
lurking around while I was picking herbs!","ui\00_message\quest_info\q40200086_00.gmd","\quest\q40200086.arc","q40200086.arc","1"
"0","q40200087_00_425","子供たちの安全確保","Ensure the Children's Safety","ui\00_message\quest_info\q40200087_00.gmd","\quest\q40200087.arc","q40200087.arc","0"
"1","q40200087_00_425","ここのところ<LQEM>が村の周りを徘徊しているだろう？
もしも子供たちが襲われたら大変だから
見かける度に駆除してるんだが、中々数が減らないんだ
よかったら<LQVA>匹分ほど協力してくれないかな","Recently, <LQEM> have been wandering 
around the village, right? It's crucial to keep 
an eye out for them, as it would be a disaster 
if the children were attacked. 
I've been exterminating them whenever I see them, 
but the numbers aren’t decreasing. 
Could you help by dealing with around 
<LQVA> of them?","ui\00_message\quest_info\q40200087_00.gmd","\quest\q40200087.arc","q40200087.arc","1"
"0","q40200088_00_426","よみがえる記憶","Reawakened Memories","ui\00_message\quest_info\q40200088_00.gmd","\quest\q40200088.arc","q40200088.arc","0"
"1","q40200088_00_426","ううっ、困ったなぁ
足りない資材を取りにいかなきゃいけないのに
外を<LQEM>がうろついてるなんて――
<LQVA>匹も相手にするなんて、とても考えられないよ――","Oh no, this is troubling! 
I need to go get some missing materials, 
but there are <LQEM> wandering outside―― 
I can’t even imagine dealing with <LQVA> of them――","ui\00_message\quest_info\q40200088_00.gmd","\quest\q40200088.arc","q40200088.arc","1"
"0","q40200089_00_427","みんなの無事を祈って","Prayer for Everyone's Safety","ui\00_message\quest_info\q40200089_00.gmd","\quest\q40200089.arc","q40200089.arc","0"
"1","q40200089_00_427","<LQEM>が辺りをうろついているらしいの
森に行く人たちが心配だわ――
何せ<LQVA>匹もいるらしいから、群れになったら大変よ","It seems there are <LQEM> 
wandering around the area. 
I'm worried about people going into the forest―― 
There are even <LQVA> of them, so if they form 
a group, it could be serious.","ui\00_message\quest_info\q40200089_00.gmd","\quest\q40200089.arc","q40200089.arc","1"
"0","q40200090_00_428","＜エリアオーダー＞モロー魔物征伐","Area Order: Morrow Demon Extermination","ui\00_message\quest_info\q40200090_00.gmd","\quest\q40200090.arc","q40200090.arc","0"
"1","q40200090_00_428","周辺に<LQEM>が出没する頻度が増え
エリアマスターとして看過できない状況になってきました
これを機に<LQVA>体の討伐を要請することとします
報酬については私が保証しましょう","The frequency of <LQEM> sightings 
has increased, and it's become a situation that I, 
as the Area Master, cannot overlook. 
I request the extermination of <LQVA> of them at 
this opportunity. I will ensure the reward.","ui\00_message\quest_info\q40200090_00.gmd","\quest\q40200090.arc","q40200090.arc","1"
"0","q40200091_00_429","在庫管理は万全に","Perfect Inventory Management","ui\00_message\quest_info\q40200091_00.gmd","\quest\q40200091.arc","q40200091.arc","0"
"1","q40200091_00_429","<LQIM>が不足気味だな――
今はまだ大丈夫だが、このまま不足状態が続けば
いつか手元から一つも無くなってしまうかもしれん
誰か<LQVA>個ほど分けてくれないか？","We're running low on <LQIM>―― 
It’s still okay for now, but if this shortage 
continues, we might run out completely. 
Could someone share around <LQVA> pieces?","ui\00_message\quest_info\q40200091_00.gmd","\quest\q40200091.arc","q40200091.arc","1"
"0","q40200092_00_430","多忙な見張り番","The Overworked Watchman","ui\00_message\quest_info\q40200092_00.gmd","\quest\q40200092.arc","q40200092.arc","0"
"1","q40200092_00_430","<LQIM>を<LQVA>つ譲ってくれる人はいないかな
本当は自分で採りに行ければいいんだけど
見張りをしていると中々手が空かなくてね","Is there anyone who can spare 
<LQVA> <LQIM>? 
I would go collect them myself if I could, 
but it's hard to find the time 
while on lookout duty.","ui\00_message\quest_info\q40200092_00.gmd","\quest\q40200092.arc","q40200092.arc","1"
"0","q40200093_00_431","見るのも嫌なヤツらの影","Shadows of That Damned Lot","ui\00_message\quest_info\q40200093_00.gmd","\quest\q40200093.arc","q40200093.arc","0"
"1","q40200093_00_431","<LQIM>が<LQVA>個いるんですけど
その、採りにいくのはちょっと――
侵食魔に遭遇したらと思うと億劫になってしまって――","I need <LQIM> 
but going to get them is a bit―― 
I feel reluctant at the thought of encountering 
corrupted demons――","ui\00_message\quest_info\q40200093_00.gmd","\quest\q40200093.arc","q40200093.arc","1"
"0","q40200094_00_432","虫寄らずの――？","Is It Bug Repellent?","ui\00_message\quest_info\q40200094_00.gmd","\quest\q40200094.arc","q40200094.arc","0"
"1","q40200094_00_432","<LQIM>を持っていると、虫に刺されないって本当かしら
本当なら、ハーブを摘みに行く時に使ってみたいものです
試しに<LQVA>個分けてくれる人はいません？","Is it true that carrying <LQIM> 
prevents insect bites? 
If so, I'd like to use it when picking herbs. 
Is there anyone who can spare 
<LQVA> pieces for a trial?","ui\00_message\quest_info\q40200094_00.gmd","\quest\q40200094.arc","q40200094.arc","1"
"0","q40200095_00_433","香油が切れる前に","Before the Balm Runs Out","ui\00_message\quest_info\q40200095_00.gmd","\quest\q40200095.arc","q40200095.arc","0"
"1","q40200095_00_433","髪に付ける香油を作るのに
<LQIM>が<LQVA>個必要なんだけど、誰か持ってないかしら
そろそろ香油が切れそうなの","I need <LQIM> 
to make fragrance oil for my hair. 
Does anyone have <LQVA> pieces? 
I’m about to run out.","ui\00_message\quest_info\q40200095_00.gmd","\quest\q40200095.arc","q40200095.arc","1"
"0","q40200096_00_434","秘密のペット","The Secret Pet","ui\00_message\quest_info\q40200096_00.gmd","\quest\q40200096.arc","q40200096.arc","0"
"1","q40200096_00_434","<LQIM>が<LQVA>個欲しいんです
何に使うかは、えっと、その、飼ってる動物に
エサとしてあげてみようかと思って――","I need <LQVA> of <LQIM>.
What for? Well, uh, I’m thinking of
using it as feed for my pets――","ui\00_message\quest_info\q40200096_00.gmd","\quest\q40200096.arc","q40200096.arc","1"
"0","q40200097_00_435","アナタにお願い","A Request for You","ui\00_message\quest_info\q40200097_00.gmd","\quest\q40200097.arc","q40200097.arc","0"
"1","q40200097_00_435","これを読んでるアナタにお願い
<LQIM>を<LQVA>個揃えてくれない？
私一人じゃ集めきれないのよ
お礼はちゃんとするから、ね？","I have a request for you,
whoever is reading this.
Could you gather <LQVA> <LQIM>?
I can't collect them all by myself.
I’ll make sure to reward you.","ui\00_message\quest_info\q40200097_00.gmd","\quest\q40200097.arc","q40200097.arc","1"
"0","q40200098_00_436","旅人の土産物","The Traveler's Souvenirs","ui\00_message\quest_info\q40200098_00.gmd","\quest\q40200098.arc","q40200098.arc","0"
"1","q40200098_00_436","<LQIM>が中々手に入らないの
前は森に入った人が持ち帰ってくれたんだけど
最近はそうもいかないみたいで――
誰か、余っていたら<LQVA>つくらい分けてもらえない？","It’s hard to get <LQIM>. 
People used to bring them back from the forest, 
but it seems they’re not doing so lately―― 
If anyone has extras, 
could you share around <LQVA> pieces?","ui\00_message\quest_info\q40200098_00.gmd","\quest\q40200098.arc","q40200098.arc","1"
"0","q40200099_00_437","畑にならないアレ","Not Fit for a Field","ui\00_message\quest_info\q40200099_00.gmd","\quest\q40200099.arc","q40200099.arc","0"
"1","q40200099_00_437","<LQIM>が要るんじゃが、中々手に入らなくての――
わしの畑で採れるものなら何とかなるが
そういうわけにもいかんじゃろ？
<LQVA>個ほど買い取らせてくれんかの","I need <LQIM>, but it’s hard to get―― 
I can manage with things grown in my field, 
but it doesn’t work out that way, does it? 
Could you sell me around <LQVA> pieces?","ui\00_message\quest_info\q40200099_00.gmd","\quest\q40200099.arc","q40200099.arc","1"
"0","q40200100_00_438","＜エリアオーダー＞モロー補給","Area Order: Morrow Resupply","ui\00_message\quest_info\q40200100_00.gmd","\quest\q40200100.arc","q40200100.arc","0"
"1","q40200100_00_438","族長ガラダよりモローのエリアマスターの任を預かる者として依頼します
モルフォールにて管理する<LQIM>の補給が滞っています
急ぎ、<LQVA>個の収集をお願いします
報酬については私が保証しましょう","As the one entrusted with the duties of
the Area Master of Morfaul by Chief Gearóid,
I request your assistance.
The supply of <LQIM> 
managed in Morfaul
is currently delayed.
Please urgently collect <LQVA> of them.
I will personally guarantee the reward.","ui\00_message\quest_info\q40200100_00.gmd","\quest\q40200100.arc","q40200100.arc","1"
"0","q40200101_00_439","ママの説得材料","The Material to Persuade Mama","ui\00_message\quest_info\q40200101_00.gmd","\quest\q40200101.arc","q40200101.arc","0"
"1","q40200101_00_439","いつも外に出ちゃダメって言われるのは
外には<LQEM>っていう魔物がいっぱいいるからなんでしょう？
じゃあ、誰かが<LQVA>匹倒してきてくれたら
ママも外に出ていいって言うんじゃないかしら","Mom always says not to go outside because there 
are many monsters like 
<LQEM> out there, right? 
So, if someone defeats around <LQVA> of them, 
wouldn’t Mom say it’s okay to go outside?","ui\00_message\quest_info\q40200101_00.gmd","\quest\q40200101.arc","q40200101.arc","1"
"0","q40200102_00_440","武器さえ持っていれば――","If Only I Had a Weapon","ui\00_message\quest_info\q40200102_00.gmd","\quest\q40200102.arc","q40200102.arc","0"
"1","q40200102_00_440","ちぇっ、さっき採掘に行った帰りに
<LQVA>匹の<LQEM>に威嚇されてさ――
採掘した鉱石で両手がふさがってる時に
喧嘩を売ってくるなんて、フェアじゃないよな","Ugh, on the way back from mining earlier, 
I was threatened by <LQVA> <LQEM>―― 
It’s unfair to pick a fight when 
my hands are full with the mined ore.","ui\00_message\quest_info\q40200102_00.gmd","\quest\q40200102.arc","q40200102.arc","1"
"0","q40200103_00_441","戦士の直感","A Soldier's Intuition","ui\00_message\quest_info\q40200103_00.gmd","\quest\q40200103.arc","q40200103.arc","0"
"1","q40200103_00_441","<LQEM>を見かけて後を追ったが逃げられてしまった
<LQVA>匹程度だが、誰かが襲われでもしたら大変だ
戦える者は見かけ次第、討伐してくれ","I chased after <LQEM> 
that I spotted, but they escaped. Although only around <LQVA>, it would be serious 
if someone got attacked. Those who can fight, 
please exterminate them as soon as you see them.","ui\00_message\quest_info\q40200103_00.gmd","\quest\q40200103.arc","q40200103.arc","1"
"0","q40200104_00_442","村の警戒は自分たちで","Watch Over the Village Yourselves","ui\00_message\quest_info\q40200104_00.gmd","\quest\q40200104.arc","q40200104.arc","0"
"1","q40200104_00_442","さっき村の外に出た時に<LQEM>を見かけたよ
<LQVA>匹くらいいたかな
ちょっと気を付けておいた方がいいかもな
村に入り込んでくるかもしれないぜ","I saw <LQEM> outside the village earlier. 
There were around <LQVA> of them. 
It might be good to be cautious. 
They might come into the village.","ui\00_message\quest_info\q40200104_00.gmd","\quest\q40200104.arc","q40200104.arc","1"
"0","q40200105_00_443","ハーブ採取の穴場","A Secret Place for Picking Herbs","ui\00_message\quest_info\q40200105_00.gmd","\quest\q40200105.arc","q40200105.arc","0"
"1","q40200105_00_443","良いハーブが採れる穴場に<LQEM>が現れて退かないんだ
このままじゃハーブを切らしちまうよ
あの<LQVA>匹をどうにかしとくれ","A hotspot for good herbs has been overrun by 
<LQEM> and they won’t move―― 
If this continues, I’ll run out of herbs. 
Please deal with those, <LQVA> of them.","ui\00_message\quest_info\q40200105_00.gmd","\quest\q40200105.arc","q40200105.arc","1"
"0","q40200106_00_444","何かの呪い？","Some Kind of Curse?","ui\00_message\quest_info\q40200106_00.gmd","\quest\q40200106.arc","q40200106.arc","0"
"1","q40200106_00_444","大変だ！　<LQEM>に追っかけられた！
まさか<LQVA>匹も一斉に出てくるなんて
これはきっと何かの呪いに違いない！","This is terrible! 
I was chased by <LQEM>! 
To think <LQVA> of them came out all at once. 
This must be some kind of curse!","ui\00_message\quest_info\q40200106_00.gmd","\quest\q40200106.arc","q40200106.arc","1"
"0","q40200107_00_445","軽い片付け事","A Small Matter to Settle","ui\00_message\quest_info\q40200107_00.gmd","\quest\q40200107.arc","q40200107.arc","0"
"1","q40200107_00_445","村の近くに<LQEM>が<LQVA>匹出現したそうだな
この程度なら、誰か手の空いた者が片付ければいいだろう","It seems <LQEM> 
have appeared near the village, 
around <LQVA> of them. 
This level of threat should be manageable for 
someone with some free time.","ui\00_message\quest_info\q40200107_00.gmd","\quest\q40200107.arc","q40200107.arc","1"
"0","q40200108_00_446","牛を襲ったのは","What Attacked the Cows","ui\00_message\quest_info\q40200108_00.gmd","\quest\q40200108.arc","q40200108.arc","0"
"1","q40200108_00_446","牛を放牧に出したんですけど、何頭か帰ってこないんです
いつも時間通りに帰ってくるのに――
昨日<LQVA>匹くらい<LQEM>を見かけたんだけど
まさかそいつらに襲われたんじゃ――","I let the cows out to graze, 
but some haven’t returned. 
They always come back on time―― 
I saw about <LQVA> <LQEM> yesterday. 
Could they have attacked them――","ui\00_message\quest_info\q40200108_00.gmd","\quest\q40200108.arc","q40200108.arc","1"
"0","q40200109_00_447","門は村の顔","The Gate Is the Face of the Village","ui\00_message\quest_info\q40200109_00.gmd","\quest\q40200109.arc","q40200109.arc","0"
"1","q40200109_00_447","はぁ――全く、頭が痛いわね
誰か<LQEM>の駆除を頼めない？
村の門に傷を付けられてね――
見せしめと思って<LQVA>匹ほど懲らしめてきて","Ugh―― It’s really giving me a headache. 
Could someone deal with <LQEM>? 
They damaged the village gate―― 
Please make an example by punishing <LQVA> of them.","ui\00_message\quest_info\q40200109_00.gmd","\quest\q40200109.arc","q40200109.arc","1"
"0","q40200110_00_448","＜エリアオーダー＞キンガル魔物征伐","Area Order: Kingal Demon Extermination","ui\00_message\quest_info\q40200110_00.gmd","\quest\q40200110.arc","q40200110.arc","0"
"1","q40200110_00_448","エリアマスターとして、このキアランより正式に依頼する
キンガル周辺に集結しつつある<LQEM>の一斉討伐のため
戦力を持つ者は<LQVA>匹の討伐に向かってくれ","As the Area Master, Ciarán, I formally request
the extermination of <LQEM> 
gathering around Kingal.
Those with combat capabilities should proceed
to eliminate <LQVA> of them.","ui\00_message\quest_info\q40200110_00.gmd","\quest\q40200110.arc","q40200110.arc","1"
"0","q40200111_00_449","遊んでみたいだけ","Just Want to Play","ui\00_message\quest_info\q40200111_00.gmd","\quest\q40200111.arc","q40200111.arc","0"
"1","q40200111_00_449","ねぇねぇ、<LQIM>が欲しいな
遊んでみたいだけだからちょっとでいいよ
えーっと、<LQVA>つくらい――","Hey, hey, I want <LQIM>. 
I only want to play with it,
so just a few will be fine.
Around <LQVA> should be enough――","ui\00_message\quest_info\q40200111_00.gmd","\quest\q40200111.arc","q40200111.arc","1"
"0","q40200112_00_450","釣り餌の代替品","A Substitute for Fishing Bait","ui\00_message\quest_info\q40200112_00.gmd","\quest\q40200112.arc","q40200112.arc","0"
"1","q40200112_00_450","釣りの餌を切らしてしまったようだ
新しく作るのに<LQIM>が要るから、余っていれば買い取ろう
<LQVA>つほどあれば、今日は十分だ","It looks like I’ve run out of fishing bait. 
I need <LQIM> to make new ones, 
so if anyone has extras, I’d like to buy them. 
<LQVA> pieces should be enough for today.","ui\00_message\quest_info\q40200112_00.gmd","\quest\q40200112.arc","q40200112.arc","1"
"0","q40200113_00_451","独自の火種レシピ","A Unique Firestarter Recipe","ui\00_message\quest_info\q40200113_00.gmd","\quest\q40200113.arc","q40200113.arc","0"
"1","q40200113_00_451","火種を作る時に<LQIM>を使うと、何となく火が
長持ちする気がして気に入ってるんだけど、今手元に無いんだよな
誰か<LQVA>つだけくれないか？
ほんの少しでいいんだよ","When making fire starters, using <LQIM> 
seems to make the fire last longer. 
I like it, but I'm out right now. 
Could someone spare <LQVA>? Just a little will do.","ui\00_message\quest_info\q40200113_00.gmd","\quest\q40200113.arc","q40200113.arc","1"
"0","q40200114_00_452","明日のミルクの素","Base for Tomorrow's Milk","ui\00_message\quest_info\q40200114_00.gmd","\quest\q40200114.arc","q40200114.arc","0"
"1","q40200114_00_452","<LQIM>を持っている人はいません？
あれを牛たちの餌に混ぜると
なぜだか乳の出がよくなるんですよ
<LQVA>個もあれば十分なんだけど――","Is anyone holding <LQIM>? 
Mixing it into the cows' feed somehow improves 
their milk production. <LQVA> would be enough.","ui\00_message\quest_info\q40200114_00.gmd","\quest\q40200114.arc","q40200114.arc","1"
"0","q40200115_00_453","みんな大好きミートパイ！","Everyone's Favorite Meat Pies!","ui\00_message\quest_info\q40200115_00.gmd","\quest\q40200115.arc","q40200115.arc","0"
"1","q40200115_00_453","明日は食べると力が湧いてくるミートパイを作ろうかね！
誰かさんが隠し味に使う<LQIM>を
<LQVA>つ用意してくれればの話だけど！
さぁ、一番に持ってきてくれるのは誰だい？","I'm thinking of making meat pies that will boost 
strength tomorrow! If someone could provide 
<LQIM> as a secret ingredient, 
<LQVA> pieces would be perfect! 
Who will be the first to bring it?","ui\00_message\quest_info\q40200115_00.gmd","\quest\q40200115.arc","q40200115.arc","1"
"0","q40200116_00_454","採取のためであっても","Even If It's For Harvesting","ui\00_message\quest_info\q40200116_00.gmd","\quest\q40200116.arc","q40200116.arc","0"
"1","q40200116_00_454","ううむ、どうにも<LQIM>が足りん
<LQVA>個採ってきてくれたら報酬は支払おう
ただし、遺跡の近くには近寄るなよ","I seem to be short on <LQIM>. 
If you could bring <LQVA> pieces, 
I'll reward you. 
However, avoid the ruins nearby.","ui\00_message\quest_info\q40200116_00.gmd","\quest\q40200116.arc","q40200116.arc","1"
"0","q40200117_00_455","グルメな家畜たち","The Gourmet Livestock","ui\00_message\quest_info\q40200117_00.gmd","\quest\q40200117.arc","q40200117.arc","0"
"1","q40200117_00_455","おばさんのぼやきを聞くに、最近家畜たちの餌の食い付きが悪いみたいだ
ずっと同じ餌をやってると、動物といえど飽きがくるんだよな
<LQIM>を<LQVA>個ほど使っていぶしてやれば
味を変えてやれるんだけど、俺は持ってなくてさ","According to complaints, 
the livestock's feed isn't appealing lately. 
Animals get bored of the same food. 
If we use <LQVA> <LQIM> to smoke it, 
changing the flavor, it might help, 
but I don't have any.","ui\00_message\quest_info\q40200117_00.gmd","\quest\q40200117.arc","q40200117.arc","1"
"0","q40200118_00_456","壁の補修材","Repair Materials for the Wall","ui\00_message\quest_info\q40200118_00.gmd","\quest\q40200118.arc","q40200118.arc","0"
"1","q40200118_00_456","誰か<LQIM><LQVA>個持ってない？
壁の補修にアレを使うと長持ちするって聞いたから
試してみたいのよ","Does anyone have <LQIM>?
I’ve heard that <LQVA> of it
helps walls last longer if used for repairs.
I’d like to test it out.","ui\00_message\quest_info\q40200118_00.gmd","\quest\q40200118.arc","q40200118.arc","1"
"0","q40200119_00_457","シェナのキッチン事情","The State of Shena's Kitchen","ui\00_message\quest_info\q40200119_00.gmd","\quest\q40200119.arc","q40200119.arc","0"
"1","q40200119_00_457","たくさんあったはずの<LQIM>が
いつの間にか底をつきかけてるじゃないか！
手が空いてる人がいたら、<LQVA>つくらい採取を頼めないかねぇ","I had plenty of <LQIM>, 
but it's almost gone! 
If anyone has free time, 
could you gather around <LQVA> pieces?","ui\00_message\quest_info\q40200119_00.gmd","\quest\q40200119.arc","q40200119.arc","1"
"0","q40200120_00_458","＜エリアオーダー＞キンガル補給","Area Order: Kingal Resupply","ui\00_message\quest_info\q40200120_00.gmd","\quest\q40200120.arc","q40200120.arc","0"
"1","q40200120_00_458","キンガル峡谷エリアマスターのキアランだ
昨今の事情を鑑み、いざという時のために<LQIM>を大量に備蓄しておくことにする
<LQVA>個集めた者には報酬を出そう","I'm Ciarán, the area master of Kingal Canyon. 
Given recent circumstances, we need to stockpile 
<LQIM> in large quantities. 
I will offer a reward to those who 
gather <LQVA> pieces.","ui\00_message\quest_info\q40200120_00.gmd","\quest\q40200120.arc","q40200120.arc","1"
"0","q40200121_00_459","強いヒトへ","To A Strong Person","ui\00_message\quest_info\q40200121_00.gmd","\quest\q40200121.arc","q40200121.arc","0"
"1","q40200121_00_459","ダレか、<LQEM>、<LQVA>匹倒してきて
強いヒトいたら、ちょっと安心できるダカラ――","Can someone defeat <LQVA> of those 
<LQEM> for me?
Knowing there's someone strong would give 
me some peace of mind.","ui\00_message\quest_info\q40200121_00.gmd","\quest\q40200121.arc","q40200121.arc","1"
"0","q40200122_00_460","やつらを怖がらせてやれ","Scare Them Off","ui\00_message\quest_info\q40200122_00.gmd","\quest\q40200122.arc","q40200122.arc","0"
"1","q40200122_00_460","<LQEM>を怖がらせるため
<LQVA>匹討伐する　任せた","Defeat <LQEM> to scare them off. 
Take down <LQVA>. 
It's up to you.","ui\00_message\quest_info\q40200122_00.gmd","\quest\q40200122.arc","q40200122.arc","1"
"0","q40200123_00_461","うろつく足音","Loitering Footsteps","ui\00_message\quest_info\q40200123_00.gmd","\quest\q40200123.arc","q40200123.arc","0"
"1","q40200123_00_461","オレ、耳いいだけど
<LQEM>の声キコエル！
洞窟の近く、<LQVA>匹ウロウロしてる","I have good ears, 
and I can hear <LQEM>! 
There are <LQVA> wandering near the cave.","ui\00_message\quest_info\q40200123_00.gmd","\quest\q40200123.arc","q40200123.arc","1"
"0","q40200124_00_462","怖いの、なくそう","No More Being Scared","ui\00_message\quest_info\q40200124_00.gmd","\quest\q40200124.arc","q40200124.arc","0"
