0,,"それでは宝珠の力を解放しよう
――心を静かに、目を閉じるがよい","Now let us release the power of the Orb
--Quiet your mind and close your eyes.",ui\00_message\npc\base\n0004.gmd,\npc\n0004.arc,n0004.arc,212,Joseph
0,,"そういえば最近あの子を見ないな
いつも元気な女の覚者だ","By the way, I haven't seen that girl recently.
She's always been an energetic Arisen.",ui\00_message\npc\base\n0008.gmd,\npc\n0008.arc,n0008.arc,22,Heinz
0,,"そう、イリス――
騎士団の中でも人気があるんだ","Yes, Iris is popular even among the knights.",ui\00_message\npc\base\n0008.gmd,\npc\n0008.arc,n0008.arc,23,Heinz
0,,"ここのところオークもおとなしいな
ずっとこうだといいのだが――","The orcs have been quiet as of late, too. I wish
it could be like this all the time—",ui\00_message\npc\base\n0008.gmd,\npc\n0008.arc,n0008.arc,24,Heinz
0,,"なんとか街を守り切ったが――
こんなに攻め込まれるとは前代未聞だ","Somehow we managed to protect the town, but it's
unheard of to be invaded like this.",ui\00_message\npc\base\n0008.gmd,\npc\n0008.arc,n0008.arc,25,Heinz
0,,"戦況は一進一退という認識は
間違いのようだな","The perception that the war is going back and
forth seems to be wrong.",ui\00_message\npc\base\n0008.gmd,\npc\n0008.arc,n0008.arc,26,Heinz
0,,"厳しい顔のレオを見たが――
何を始める気だ？","I saw Leo with a stern look on his face-- What
are you trying to start?",ui\00_message\npc\base\n0008.gmd,\npc\n0008.arc,n0008.arc,27,Heinz
0,,これは見逃せないと思ってね――,"I think this is something you can't miss, you
know...",ui\00_message\npc\base\n0008.gmd,\npc\n0008.arc,n0008.arc,28,Heinz
0,,"近頃、騎士団に参加したい――
騎士になりたいという者が増えている","Recently, more and more people want to join the
Order—want to become knights.",ui\00_message\npc\base\n0008.gmd,\npc\n0008.arc,n0008.arc,29,Heinz
0,,"頼もしいことのように思えるが
皆、危機を身近に感じているということでもある
いったい、これからどうなるんだろうな","It seems like a reliable thing to do, but it also
means that everyone is feeling the crisis close at
hand. I wonder what in the world is going to
happen now?",ui\00_message\npc\base\n0008.gmd,\npc\n0008.arc,n0008.arc,30,Heinz
0,,"ミシアル様がひさしぶりに大階段を下りたと
うわさになっているぞ","Rumor has it that Mysial has descended the grand
staircase for the first time in a long time.",ui\00_message\npc\base\n0008.gmd,\npc\n0008.arc,n0008.arc,31,Heinz
0,,"第二のアークにイリスが現れたってのは
本当なのか？
いったい何をしていたんだ？","Is it true that Iris appeared in the second Ark?
What on earth was she doing?",ui\00_message\npc\base\n0008.gmd,\npc\n0008.arc,n0008.arc,32,Heinz
0,,"アークの破壊部隊が編成されるはずだから
わたしは志願するつもりだ","Since the Ark's destruction squad is supposed to
be formed, I'm going to volunteer.",ui\00_message\npc\base\n0008.gmd,\npc\n0008.arc,n0008.arc,33,Heinz
0,,"うわさになっている覚者の討伐には
参加したくないからな","I don't want to participate in the rumored
subjugation of the Arisen.",ui\00_message\npc\base\n0008.gmd,\npc\n0008.arc,n0008.arc,34,Heinz
0,,"わたしたちを責めたければ責めるがいい
しかし、街にほとんど被害はなかった
それは騎士団の奮闘によるものだ","You are free to blame us.
However, there was little damage to the city,
thanks to the efforts of the Knight Order.",ui\00_message\npc\base\n0008.gmd,\npc\n0008.arc,n0008.arc,35,Heinz
0,,"巫女が連れ去られるのを黙って見ていた
わけではないんだ","I didn't just silently watch as the woman was
abducted.",ui\00_message\npc\base\n0008.gmd,\npc\n0008.arc,n0008.arc,36,Heinz
0,,"ミシアルが自ら闇に身を投げ――
誘拐犯たるイリスはレオが討伐した
そのレオは神殿に戻っていない――","Mysial threw herself into darkness— Iris, the
kidnapper, was defeated by Leo. But Leo has not
returned to the temple—",ui\00_message\npc\base\n0008.gmd,\npc\n0008.arc,n0008.arc,37,Heinz
0,,"ジョゼフとクラウスの意見は対立し――
白竜は相変わらずまどろみの中――","Joseph and Klaus have conflicting opinions - The
White Dragon remains in a deep slumber.",ui\00_message\npc\base\n0008.gmd,\npc\n0008.arc,n0008.arc,38,Heinz
0,,"なあ、おれたちはこのままでいいのか？
どこで何をすればいいんだ？","Hey, are we okay just like this? Where should we
go, and what should we do?",ui\00_message\npc\base\n0008.gmd,\npc\n0008.arc,n0008.arc,39,Heinz
0,,"騎士団長はレオが手を抜いたと主張している
ということは――","The leader of the knights claims that Leo slacked
off which means—",ui\00_message\npc\base\n0008.gmd,\npc\n0008.arc,n0008.arc,40,Heinz
0,,はて、どういうことだ？,"Well, what is this all about?",ui\00_message\npc\base\n0008.gmd,\npc\n0008.arc,n0008.arc,41,Heinz
0,,"レオとは戦いたくない
たとえ手加減されても俺は逃げる","I don't want to fight Leo. Even if he takes it
easy on me I'll run.",ui\00_message\npc\base\n0008.gmd,\npc\n0008.arc,n0008.arc,42,Heinz
0,,"その代わり、見かけた魔物は片っ端から
切り捨ててやる","Arisen, I will cut down every monster I see in my
way.",ui\00_message\npc\base\n0008.gmd,\npc\n0008.arc,n0008.arc,43,Heinz
0,,"最前線は譲ってやる
感謝するんだな","I'll give you the front line. You should be
thankful.",ui\00_message\npc\base\n0008.gmd,\npc\n0008.arc,n0008.arc,44,Heinz
0,,"これまで幾つもの戦いがあったが――
騎士団と覚者がこれほど協力し合って
事にあたったことはなかったんじゃないかな","There have been many battles so far, but the
Knights and the Arisen cooperating like this, I
don't think it has ever happened before.",ui\00_message\npc\base\n0008.gmd,\npc\n0008.arc,n0008.arc,45,Heinz
0,,"今この時、ここにいられることが
誇らしくてたまらないよ",I'm so proud to be here at this moment.,ui\00_message\npc\base\n0008.gmd,\npc\n0008.arc,n0008.arc,46,Heinz
0,,"ゲルト騎士団長と仲間たちを
よろしく頼んだぞ","I entrusted Gerd, the leader of the Knight Order,
and his comrades to you.",ui\00_message\npc\base\n0008.gmd,\npc\n0008.arc,n0008.arc,47,Heinz
0,,"正直言って、覚者の中にあんたがいるのは
助かるよ","To be honest, it's reassuring that you're one of
the Arisen.",ui\00_message\npc\base\n0008.gmd,\npc\n0008.arc,n0008.arc,48,Heinz
0,,"レオは嫌いじゃないけど、なんだか
やりにくくてさ","I don't dislike Leo, but somehow he's difficult
to work with.",ui\00_message\npc\base\n0008.gmd,\npc\n0008.arc,n0008.arc,49,Heinz
0,,最早、話すことなどない,There is nothing to say anymore.,ui\00_message\npc\base\n0009.gmd,\npc\n0009.arc,n0009.arc,0,Diamantes
0,,"相互理解など凡夫の夢――
愚かなことよ","Mutual understanding is an ordinary man's dream—
It's foolishness.",ui\00_message\npc\base\n0009.gmd,\npc\n0009.arc,n0009.arc,1,Diamantes
0,,"悔はない
いまは決意あるのみ","No regrets.
Now we just have to be determined.",ui\00_message\npc\base\n0009.gmd,\npc\n0009.arc,n0009.arc,2,Diamantes
0,,動き始めたものは、止められない,"Once something starts moving, it cannot be
stopped.",ui\00_message\npc\base\n0009.gmd,\npc\n0009.arc,n0009.arc,3,Diamantes
0,,これ以上、互いに何を得るというのだ,What more do we have to gain from each other?,ui\00_message\npc\base\n0009.gmd,\npc\n0009.arc,n0009.arc,4,Diamantes
0,,"覚者――
いびつな存在だ",Arisen - what a depressing existence.,ui\00_message\npc\base\n0009.gmd,\npc\n0009.arc,n0009.arc,5,Diamantes
0,,"錬金の術をもってしても時は戻せない
ならば――
過去を悔やむ時間など無駄だ","Even with the art of alchemy, time cannot be
reversed. If that is the case―― Regretting the
past is a waste of time.",ui\00_message\npc\base\n0009.gmd,\npc\n0009.arc,n0009.arc,6,Diamantes
0,,"戦うのであれば――
死を覚悟したまえ","If you fight--
be prepared to die.",ui\00_message\npc\base\n0009.gmd,\npc\n0009.arc,n0009.arc,7,Diamantes
0,,"ここを、全ての古きものの終の地としよう
そして新たに、世界を描き変えるのだ","Let this be the end of all that is old and let us
redraw the world anew!",ui\00_message\npc\base\n0009.gmd,\npc\n0009.arc,n0009.arc,8,Diamantes
0,,"同意など求めぬ
ただ受け入れたまえ、この浄化を","I don't ask for your consent. Just accept this
cleansing.",ui\00_message\npc\base\n0009.gmd,\npc\n0009.arc,n0009.arc,9,Diamantes
0,,ほう？　話したいというわけか,"Oh? So you want to talk, is that it?",ui\00_message\npc\base\n0009.gmd,\npc\n0009.arc,n0009.arc,10,Diamantes
0,,"おや――少々意外ではあるな
錬金を忌む世で育った君が
《アルケミスト》に興味を持つとはね","Well--it's somewhat surprising that you, who grew
up in a world that abhors alchemy, would be
interested in becoming an Alchemist.",ui\00_message\npc\base\n0010.gmd,\npc\n0010.arc,n0010.arc,0,Theodor
0,,"正直に言って、興味本位は困る
これからのわたしの立場もあるからね","To be honest, I'm troubled by curiosity for
curiosity's sake. Because it also involves my
future position, you know.",ui\00_message\npc\base\n0010.gmd,\npc\n0010.arc,n0010.arc,1,Theodor
0,,"加えて、思い違いをしてもらっては
やはり困るが――","In addition, if you could misunderstand, that
would still be troublesome...",ui\00_message\npc\base\n0010.gmd,\npc\n0010.arc,n0010.arc,2,Theodor
0,,"いやいや、すまない
どうも警戒が先に立ってしまってね","No, no, I'm sorry. I was just being cautious,
that's all.",ui\00_message\npc\base\n0010.gmd,\npc\n0010.arc,n0010.arc,3,Theodor
0,,"君なら問題ないだろう
課題さえ乗り越えてくれれば
喜んで指導させてもらうよ","If it's you, there should be no problem. As long
as you can overcome the challenges, I would be
happy to guide you.",ui\00_message\npc\base\n0010.gmd,\npc\n0010.arc,n0010.arc,4,Theodor
0,,"ほほう――課題を乗り越えたのか
君は白竜がかつて封じた錬金術を
覚者でありながら、学ぼうというんだね","Oh, I see—have you overcome the challenge? You,
as an Arisen, wish to learn the alchemy that the
White Dragon once sealed away.",ui\00_message\npc\base\n0010.gmd,\npc\n0010.arc,n0010.arc,5,Theodor
0,,"嬉しくもあり、危うくもあり――
だが君が選んだのなら
私はその選択を尊重するよ","With the same purpose, traveling with fellow
comrades and walking together. Well, isn't it
wonderful?",ui\00_message\npc\base\n0010.gmd,\npc\n0010.arc,n0010.arc,6,Theodor
0,,では、《アルケミスト》として共に歩もう,"Well then, let's walk together as 'Alchemists.'",ui\00_message\npc\base\n0010.gmd,\npc\n0010.arc,n0010.arc,7,Theodor
0,,"錬金術とはそもそも、人の論理を用い
人の為に導く学問
理との共存も、君ならできるかもしれないね","Alchemy is, in the first place, the study of
using human logic to guide people. You might be
able to coexist with reason, too.",ui\00_message\npc\base\n0010.gmd,\npc\n0010.arc,n0010.arc,8,Theodor
0,,"なかなかどうして、覚えが早いな、君は
もう中等レベルの錬金術は十分に
使いこなせているようだね","You're quite remarkable, your ability to learn
quickly. It seems like you're already proficient
in intermediate level alchemy.",ui\00_message\npc\base\n0010.gmd,\npc\n0010.arc,n0010.arc,9,Theodor
0,,"ならば、もう少し上級の技に手を出して
みてもいいかもしれない
こういう技だが、どうだい、やれそうかな？","In that case, you might consider delving into
more advanced techniques. How about this
technique? Do you think you can handle it?",ui\00_message\npc\base\n0010.gmd,\npc\n0010.arc,n0010.arc,10,Theodor
0,,"ううむ、末恐ろしいな、君は
この短期間でこれほどまでに成長するとは
わたし、ディアマンテスでさえ――
――いや、やめておこう","Hmm, it's quite frightening how much you've grown
in such a short period of time. Even I, Diamantes-
No, let's not go there.",ui\00_message\npc\base\n0010.gmd,\npc\n0010.arc,n0010.arc,11,Theodor
0,,"いいかね、錬金術は論理の結晶
自然なるものに、人為的に別の特性を
組み合わせ変化させる術だ","Listen, alchemy is the crystallization of logic.
It is the art of combining and transforming the
natural with artificial characteristics.",ui\00_message\npc\base\n0010.gmd,\npc\n0010.arc,n0010.arc,12,Theodor
0,,"君の意思、君が紡いだ論理こそが
技の要となる、それを常に思い出し
これからの技に向きあいなさい","Your will, the logic you weave is the key to
technique.
Always remember that and face the future of your
art.",ui\00_message\npc\base\n0010.gmd,\npc\n0010.arc,n0010.arc,13,Theodor
0,,"錬金術の中には、術の論理を戦いの技
として応用したものがある
自身の生命力を媒介に、物質を生成・変換し
組み変える技だ","Wow, you stink. You certainly smell the part,
Arisen, but it couldn't hurt to take a bath every
now and then.",ui\00_message\npc\base\n0010.gmd,\npc\n0010.arc,n0010.arc,14,Theodor
0,,"《アルケミスト》として君が錬金術を学ぶ
なら、そちらの分野がいいだろう","As an ""alchemist"", you should study alchemy.",ui\00_message\npc\base\n0010.gmd,\npc\n0010.arc,n0010.arc,15,Theodor
0,,"溶命炉の力を見たのなら知っているとおり
命のエネルギーは人も魔も惹きつける
――あれに比べればもちろん、規模こそ小さいがね","If you have seen the power of the Furnace, as you
know,
the energy of life attracts both humans and
demons.
Of course, compared to that, it is small in
scale, but you know.",ui\00_message\npc\base\n0010.gmd,\npc\n0010.arc,n0010.arc,16,Theodor
0,,"力の流れと理論を知り、意思によって自在に
操ることができれば、君が生成するエネルギーは
エリクシルと交わることで
敵を蝕む毒にも、友を守る薬にも変わるだろう","If you know the flow and theory of power, and can
manipulate it at will, the energy you generate
will intersect with the elixir and turn into a
poison that will weaken your enemies or a medicine
that will protect your friends.",ui\00_message\npc\base\n0010.gmd,\npc\n0010.arc,n0010.arc,17,Theodor
0,,"錬金術を扱う上で、もっとも大切なことは
やはり、錬成物質とエリクシルの変換だろう","When dealing with alchemy, the most important
thing remains the transformation of alchemized
substances and elixirs.",ui\00_message\npc\base\n0010.gmd,\npc\n0010.arc,n0010.arc,18,Theodor
0,,"エリクシルとは属性の性質そのもの
錬成物質はエリクシルと結合し発動
することで、様々な効果を帯びる","Elixirs are substances that combine with the
attributes themselves and activate, giving various
effects.",ui\00_message\npc\base\n0010.gmd,\npc\n0010.arc,n0010.arc,19,Theodor
0,,"どの戦いでどのエリクシルを用いるかが
戦いの結果にも大きく影響するのだ","The choice of which Elixirs to use in each battle
greatly affects the outcome of the fight.",ui\00_message\npc\base\n0010.gmd,\npc\n0010.arc,n0010.arc,20,Theodor
0,,"君は《アルケミスト》として学んでいるのだね
調子はどうだい？
術の仕組みが解ってくれば
おのずと慣れてくるだろう","You are studying as an Alchemist, right?
How are you doing?
Once you understand the mechanism of magic, You
will naturally get used to it.",ui\00_message\npc\base\n0010.gmd,\npc\n0010.arc,n0010.arc,21,Theodor
0,,"――そうだね、ジョブレベル１８と
いったところだろうか",--I'd say job level 18.,ui\00_message\npc\base\n0010.gmd,\npc\n0010.arc,n0010.arc,22,Theodor
0,,"それくらい基礎を修めたなら
次の段階に進んでもいいだろう","If you have mastered the basics to that extent,
you can proceed to the next stage.",ui\00_message\npc\base\n0010.gmd,\npc\n0010.arc,n0010.arc,23,Theodor
0,,"もっとも、その前に神殿で君の戦いぶりを
日頃見ているであろう者から
本当にアルケミストを続けるべきか
同意はもらっておいた方がいい","However, it would be wise to obtain the approval
of those who have been observing your battle
prowess at the temple before continuing as an
Alchemist.",ui\00_message\npc\base\n0010.gmd,\npc\n0010.arc,n0010.arc,24,Theodor
0,,"君がアルケミストとしてさらなるものを求め
君の戦いぶりを見ている者も許すのであれば――
その時はわたしが直接手ほどきをしよう","If you, as an Alchemist, seek something even
greater.
And if those who witness your battles are willing
to forgive—
Then, I shall personally guide you.",ui\00_message\npc\base\n0010.gmd,\npc\n0010.arc,n0010.arc,25,Theodor
0,,"ほほう――
君は白竜がかつて封じた錬金術を
覚者でありながら、究めようというんだね","Oh, I see— You, as an Arisen, wish to learn the
alchemy that the White Dragon once sealed away.",ui\00_message\npc\base\n0010.gmd,\npc\n0010.arc,n0010.arc,26,Theodor
0,,"嬉しくもあり、危うくもあり――
だが君が選んだのなら
私はその選択を尊重するよ","With happiness and uncertainty intermingled--
But if that's what you've chosen,
I will respect your decision.",ui\00_message\npc\base\n0010.gmd,\npc\n0010.arc,n0010.arc,27,Theodor
0,,"錬金術とはそもそも、人の論理を用い
人の為に導く学問
理との共存も、君ならできるかもしれないね","Alchemy is, in the first place, the study of
using human logic to guide people.
You might be able to coexist with reason, too.",ui\00_message\npc\base\n0010.gmd,\npc\n0010.arc,n0010.arc,28,Theodor
0,,"さて、これまで君が学んできたものを基礎とすると
これから私が教えるのは応用編だな
さらに深く論理を知り、属性と物質の
精――エリクシルの本質に迫る","Well, based on what you have learned so far, what
I will teach you next is the advanced edition.
Delve deeper into logic, the essence of attributes
and materials, the essence of Elixirs.",ui\00_message\npc\base\n0010.gmd,\npc\n0010.arc,n0010.arc,29,Theodor
0,,"その理解と転化、そして組み換えこそが
《アルケミスト》の理","And thus, understanding, transformation, and
recombination are the true essence of the
Alchemist's order.",ui\00_message\npc\base\n0010.gmd,\npc\n0010.arc,n0010.arc,30,Theodor
0,,"さぁ、さっそく課題を出そう
君がその一端に触れてくれることを願うよ","Now, let's promptly submit the assignment. I hope
you can lend a hand in that regard.",ui\00_message\npc\base\n0010.gmd,\npc\n0010.arc,n0010.arc,31,Theodor
0,,"ふむ、君のアルケミストとしての研鑽には
目を見張るものがある
十分応用を学べるレベルになっているようだね","Hmm, your dedication to studying as an Alchemist
is truly remarkable. It seems you have reached a
level where you can learn and apply skills
extensively.",ui\00_message\npc\base\n0010.gmd,\npc\n0010.arc,n0010.arc,32,Theodor
0,,"もしも、君が錬金の道の奥深くへと
歩みを進めようというならば
わたしが直接手ほどきしたいところだが――
そうするべきかどうか、判断が難しい","If you are willing to take a step deeper into the
path of alchemy, I would love to teach you
directly--
but it's hard to decide if I should.",ui\00_message\npc\base\n0010.gmd,\npc\n0010.arc,n0010.arc,33,Theodor
0,,"神殿で君の訓練や戦いぶりを見てきた者
が賛成するなら、わたしは構わないが","If those who have witnessed your training and
battles at the temple agree, I have no objections.",ui\00_message\npc\base\n0010.gmd,\npc\n0010.arc,n0010.arc,34,Theodor
0,,なるほど、覚者か――,"I see, an Arisen, huh?",ui\00_message\npc\base\n0010.gmd,\npc\n0010.arc,n0010.arc,35,Theodor
0,,予断を許さない状況のようだね,"It seems like a situation that doesn't allow for
any speculation.",ui\00_message\npc\base\n0010.gmd,\npc\n0010.arc,n0010.arc,36,Theodor
0,,"君のことは気になるが――
余計な詮索は止めにしておこう――互いにね","I'm curious about you--
but let's not pry too much into each other's
affairs--we're both here for each other.",ui\00_message\npc\base\n0010.gmd,\npc\n0010.arc,n0010.arc,37,Theodor
0,,"生きていればこんな体験ができる
ああ、やはり人生は素晴らしいね","If you are alive, you can have such experiences,
Ah, indeed life is wonderful.",ui\00_message\npc\base\n0010.gmd,\npc\n0010.arc,n0010.arc,38,Theodor
0,,過ぎたるは及ばざるがごとし、か,Excessive is as bad as useless.,ui\00_message\npc\base\n0010.gmd,\npc\n0010.arc,n0010.arc,39,Theodor
0,,"なぜ、こうなってしまったのか――
いつか明らかにしてみせよう
ああ、もちろん、楽しみで仕方がないよ","How did this happen--
I'll reveal it to you one day.
Oh, and of course, I'm looking forward to it!",ui\00_message\npc\base\n0010.gmd,\npc\n0010.arc,n0010.arc,40,Theodor
0,,"あの日――黄金竜と白竜の戦い以来
我々が過ごしてきたこの時間を――
わたしが解き明かしてみせよう","Since that day - the battle between the Golden
Dragon and hours.
This time we have spent, I will unravel it for
you.",ui\00_message\npc\base\n0010.gmd,\npc\n0010.arc,n0010.arc,41,Theodor
0,,"過ちは、誰にでもある
それを正す勇気こそ、尊いのだ","Everyone makes mistakes. It is the courage to
correct them that is precious.",ui\00_message\npc\base\n0010.gmd,\npc\n0010.arc,n0010.arc,42,Theodor
0,,"すべてを知りつくしたつもりでも
まだこうして予測不能な出来事が起こる
うれしくもあり――恐ろしくもあり――だね","Even if you think you know everything, unexpected
events can still happen. It's both exciting and
terrifying, isn't it?",ui\00_message\npc\base\n0010.gmd,\npc\n0010.arc,n0010.arc,43,Theodor
0,,ああ、クラウスの友達か、どうしたんだい？,"Ah, Klaus's friend, what's up?",ui\00_message\npc\base\n0010.gmd,\npc\n0010.arc,n0010.arc,44,Theodor
0,,"錬金術師が始めたことは
錬金術師が終わらせる","What the alchemist started, the alchemist will
finish.",ui\00_message\npc\base\n0010.gmd,\npc\n0010.arc,n0010.arc,45,Theodor
0,,それが我々の覚悟だ,That is our Arisen's resolve.,ui\00_message\npc\base\n0010.gmd,\npc\n0010.arc,n0010.arc,46,Theodor
0,,ディアマンテスは錬金術師の面汚し――,Diamantes is a disgrace to the alchemists.,ui\00_message\npc\base\n0010.gmd,\npc\n0010.arc,n0010.arc,47,Theodor
0,,"奴を倒せる日が来ようとは
ああ、堪え忍んだ甲斐があったというものだ","I never thought I'd see the day he'd be defeated.
Oh, it's been worth it.",ui\00_message\npc\base\n0010.gmd,\npc\n0010.arc,n0010.arc,48,Theodor
0,,"神殿の連中によろしく伝えてくれ
心の準備ができたら、わたしの方から
挨拶に行きたいと思う","Please convey my regards to the temple personnel.
Once I am mentally prepared, I would like to go
and greet them.",ui\00_message\npc\base\n0010.gmd,\npc\n0010.arc,n0010.arc,49,Theodor
0,,さあ、今は早く帰った方がいい,"Now, it's better to go home quickly.",ui\00_message\npc\base\n0010.gmd,\npc\n0010.arc,n0010.arc,50,Theodor
0,,"ああ、その話だな
いいだろう","Ah, that story, right? That's fine.",ui\00_message\npc\base\n0011.gmd,\npc\n0011.arc,n0011.arc,0,Vanessa
0,,"立場上、ひいきするわけにはいかないが
私が最も愛するジョブは当然《ファイター》だ","On principle, I cannot show favoritism, but my
most beloved job is, of course, ""Fighter.""",ui\00_message\npc\base\n0011.gmd,\npc\n0011.arc,n0011.arc,1,Vanessa
0,,"己が身を敵前にさらし、盾と剣を巧みに操り
それはまるで舞の如く――","Exposing oneself to the enemy and deftly wielding
shield and sword. It's like a dance—.",ui\00_message\npc\base\n0011.gmd,\npc\n0011.arc,n0011.arc,2,Vanessa
0,,"突破口を開いて敵陣深く入り込み
本陣をかく乱する――
ふふ、敵が驚き、呆ける顔を間近で見られるのは
《ファイター》だけだ！","Opening a breakthrough and infiltrating deep into
enemy territory
Disrupting their main force -
Hehe, being able to see the surprised and
bewildered faces up close
Is something only a Fighter can do!",ui\00_message\npc\base\n0011.gmd,\npc\n0011.arc,n0011.arc,3,Vanessa
0,,"おまえもなかなか腕を上げ、《ファイター》と
しての自覚を身に付けつつあるようだな","You have also been improving quite a bit and seem
to be gaining a sense of being a Fighter.",ui\00_message\npc\base\n0011.gmd,\npc\n0011.arc,n0011.arc,4,Vanessa
0,,"――よし、私から修練を課してやろう
そして今以上に技を磨き、一流の剣士となれ！","Alright, I will impose training upon you And
thus, polish your skills even more, become a
first-class swordsman!",ui\00_message\npc\base\n0011.gmd,\npc\n0011.arc,n0011.arc,5,Vanessa
0,,"よし、いいだろう
《ファイター》を名乗ることを許そう","Okay, fine. I'll allow you to call yourself a
Fighter.",ui\00_message\npc\base\n0011.gmd,\npc\n0011.arc,n0011.arc,6,Vanessa
0,,"まぁいい
新たな剣技を教えてやる","Well, never mind. I will teach you a new sword
technique.",ui\00_message\npc\base\n0011.gmd,\npc\n0011.arc,n0011.arc,7,Vanessa
0,,"今以上に強くなりたければ、修練を重ね
さらに技を会得するのだな","If you want to become stronger than you are now,
train harder and further hone your skills.",ui\00_message\npc\base\n0011.gmd,\npc\n0011.arc,n0011.arc,8,Vanessa
0,,"ほう――、かなり腕を上げたようだな
今のおまえなら、あの技も使い
こなせるだろう","Well, you've really improved your skills, haven't
you?
With your current ability, you should be able to
use that technique and master it.",ui\00_message\npc\base\n0011.gmd,\npc\n0011.arc,n0011.arc,9,Vanessa
0,,"剣の役割とは相手を斬ること
だが、それは道具としての役目であって
剣の本質ではない","The role of a sword is to slash the opponent.
However, that is only its function as a tool.
It is not the essence of a sword.",ui\00_message\npc\base\n0011.gmd,\npc\n0011.arc,n0011.arc,10,Vanessa
0,,"敵を削ぎ己を活かす
それこそが本質だ
勝敗、生死は全て、その結果
付いてくるものにすぎない","Reduce your enemy and make the most of yourself;
That's the essence.
Winning and losing, life and death, are all just
the result of what comes with it.",ui\00_message\npc\base\n0011.gmd,\npc\n0011.arc,n0011.arc,11,Vanessa
0,,それを心に留め、この技を修得するがいい,"Remember that in your heart, you should strive to
master this technique.",ui\00_message\npc\base\n0011.gmd,\npc\n0011.arc,n0011.arc,12,Vanessa
0,,"知っての通り《ファイター》の武器は剣と盾
そして己自身の肉体だ","As you know, the weapon of a Fighter is a sword
and a shield and their own body.",ui\00_message\npc\base\n0011.gmd,\npc\n0011.arc,n0011.arc,13,Vanessa
0,,"敵を討つ、それがファイターに課された最大の
役割だが、ただ攻撃をすればよいというわけではない
自身を守り、先陣に居続けることが仲間を救い
ひいては勝利につながるのだ","The greatest role imposed on a Fighter is to
defeat enemies, but it's not simply about
attacking. Protecting oneself and staying at the
forefront can save comrades and ultimately lead to
victory.",ui\00_message\npc\base\n0011.gmd,\npc\n0011.arc,n0011.arc,14,Vanessa
0,,"攻守どちらをおろそかにしても、一流のファイター
とは言えないというわけだ","Regardless of whether you neglect offense or
defense, it means that you cannot be called a
first-class Fighter.",ui\00_message\npc\base\n0011.gmd,\npc\n0011.arc,n0011.arc,15,Vanessa
0,,"敵と斬り結ぶ中、技術は後からでも付いてくる
ファイターとなるなら、まずは剣と盾が身体の一部と
思えるようになるまで振るい、感覚をなじませろ","With cutting with the enemy, the skill comes
later.
If you want to be a fighter, first swing your
sword and shield until you feel like they are part
of your body
and familiarize yourself with them.",ui\00_message\npc\base\n0011.gmd,\npc\n0011.arc,n0011.arc,16,Vanessa
0,,"それ以上のことは、おまえが一人前のファイターに
なった頃に教えてやる","I will teach you more when you become a
full-fledged Fighter.",ui\00_message\npc\base\n0011.gmd,\npc\n0011.arc,n0011.arc,17,Vanessa
0,,"盾は、身を守るだけのものではないぞ
使いようによっては敵の攻撃をいなし
反撃の足掛かりとすることもできる","The shield is not just for self-defense.
Depending on how it is used, it can block the
enemy's attacks and serve as a foothold for
counterattacks.",ui\00_message\npc\base\n0011.gmd,\npc\n0011.arc,n0011.arc,18,Vanessa
0,,"攻撃を受ける直前、敵の体重がかかる
わずかな瞬間を見定めろ","Just before receiving an attack, determine the
moment when the enemy's weight is applied.",ui\00_message\npc\base\n0011.gmd,\npc\n0011.arc,n0011.arc,19,Vanessa
0,,"そこを捉えれば反動はそっくり相手に
返り、態勢を崩すことができるだろう","If you seize that moment, the recoil will be
completely returned to the opponent
, and you will be able to disrupt their stance.",ui\00_message\npc\base\n0011.gmd,\npc\n0011.arc,n0011.arc,20,Vanessa
0,,"《クリティカルタイミング》――
ちまたではそんな呼び方をしているらしい
覚えておくことだ","《Critical Timing》――
It seems that is what they call it.
Remember that.",ui\00_message\npc\base\n0011.gmd,\npc\n0011.arc,n0011.arc,21,Vanessa
0,,"ほう――
私に稽古をつけてもらいたいのか？",Oh... Do you want me to teach you a lesson?,ui\00_message\npc\base\n0011.gmd,\npc\n0011.arc,n0011.arc,22,Vanessa
0,,"なら少なくとも《ファイター》となり
ジョブレベル１８以上の経験を
積むことだな","Then, let us send you to the past. Oh, Arisen of
the White Dragon, may fortune favor you.",ui\00_message\npc\base\n0011.gmd,\npc\n0011.arc,n0011.arc,23,Vanessa
0,,"その後、訓練官レンテンの許可が
出たなら考えてやろう
話はそれからだ","After that, I'll think about it if the Training
Officer Renton gives the green light. Then we'll
talk about it.",ui\00_message\npc\base\n0011.gmd,\npc\n0011.arc,n0011.arc,24,Vanessa
0,,"あぁ――
私に稽古をつけてもらいたいのか？
なるほど確かに相応の腕になったようだ","Oh—you want me to train you? Well, you certainly
look like you're up to snuff.",ui\00_message\npc\base\n0011.gmd,\npc\n0011.arc,n0011.arc,25,Vanessa
0,,"だが何事にも順序がある
まずは神殿の訓練官レンテンに
ジョブの基本を修めた報告くらいはしてこい","But there's an order to everything.
First, you should at least report to Lenten, the
temple trainer,
that you've mastered the basics of the job.",ui\00_message\npc\base\n0011.gmd,\npc\n0011.arc,n0011.arc,26,Vanessa
0,,"正式に教えを請いにきたならば
稽古に付き合ってやろう","If you have come to formally seek knowledge,
I shall accompany you in your training.",ui\00_message\npc\base\n0011.gmd,\npc\n0011.arc,n0011.arc,27,Vanessa
