"#Index","Key","MsgJp","MsgEn","GmdPath","ArcPath","ArcName","ReadIndex"
"2","q21017023_00_619","<NAME AREA>のエリアマスターは
覚者へ相談したい事があるらしい","The Area Master of <NAME AREA>
would like to seek counsel from the Arisen.","ui\00_message\quest_info\q21017023_00.gmd","\quest\q21017023.arc","q21017023.arc","2"
"3","q22018058_00_711","アッカーシェランの各地より
強力な魔軍の襲撃を受けているという
報せが入りました
覚者様であれば各地に迅速に駆けつけられます
どうか力をお貸しいただけないでしょうか","We’ve received reports of powerful
monster armies attacking
from various regions of Acre Selund.
As the Arisen, you can swiftly respond
to these threats in separated locations.
Could you lend us your strength?","ui\00_message\quest_info\q22018058_00.gmd","\quest\q22018058.arc","q22018058.arc","3"
"16","q22018058_00_804","依頼者に報告する","Report to the requester","ui\00_message\quest_info\q22018058_00.gmd","\quest\q22018058.arc","q22018058.arc","16"
"5","q22018058_00_1167","指定された場所へ魔物を探しに行く","Go to the designated location to search for enemy","ui\00_message\quest_info\q22018058_00.gmd","\quest\q22018058.arc","q22018058.arc","5"
"8","q22018058_00_1167","指定された場所へ魔物を探しに行く","Go to the designated location to search for enemy","ui\00_message\quest_info\q22018058_00.gmd","\quest\q22018058.arc","q22018058.arc","8"
"11","q22018058_00_1167","指定された場所へ魔物を探しに行く","Go to the designated location to search for enemy","ui\00_message\quest_info\q22018058_00.gmd","\quest\q22018058.arc","q22018058.arc","11"
"14","q22018058_00_1167","指定された場所へ魔物を探しに行く","Go to the designated location to search for enemy","ui\00_message\quest_info\q22018058_00.gmd","\quest\q22018058.arc","q22018058.arc","14"
"6","q22018058_00_1168","発見した魔物を討伐する","Defeat the found demons","ui\00_message\quest_info\q22018058_00.gmd","\quest\q22018058.arc","q22018058.arc","6"
"9","q22018058_00_1168","発見した魔物を討伐する","Defeat the found demons","ui\00_message\quest_info\q22018058_00.gmd","\quest\q22018058.arc","q22018058.arc","9"
"12","q22018058_00_1168","発見した魔物を討伐する","Defeat the found demons","ui\00_message\quest_info\q22018058_00.gmd","\quest\q22018058.arc","q22018058.arc","12"
"15","q22018058_00_1168","発見した魔物を討伐する","Defeat the found demons","ui\00_message\quest_info\q22018058_00.gmd","\quest\q22018058.arc","q22018058.arc","15"
"13","q22018058_00_1176","依頼者へ経緯を報告する","Report back to the requester","ui\00_message\quest_info\q22018058_00.gmd","\quest\q22018058.arc","q22018058.arc","13"
"4","q22018058_00_1334","ティネス砦で助けを求めている人に話を聞きに行く","Go talk to people who need help at Fort Thines","ui\00_message\quest_info\q22018058_00.gmd","\quest\q22018058.arc","q22018058.arc","4"
"7","q22018058_00_1335","展望城で助けを求めている人に話を聞きに行く","Go talk to people who need help at Lookout Castle","ui\00_message\quest_info\q22018058_00.gmd","\quest\q22018058.arc","q22018058.arc","7"
"10","q22018058_00_1336","メガド居住層で助けを求めている人に話を聞きに行く","Go talk to people who need help
at Megado Residential Level","ui\00_message\quest_info\q22018058_00.gmd","\quest\q22018058.arc","q22018058.arc","10"
"0","q22020000_00_713","激昂の突進","Furious Charge","ui\00_message\quest_info\q22020000_00.gmd","\quest\q22020000.arc","q22020000.arc","0"
"1","q22020000_00_713","遭遇した敵を討伐する","Defeat the encountered enemy","ui\00_message\quest_info\q22020000_00.gmd","\quest\q22020000.arc","q22020000.arc","1"
"2","q22020000_00_713","<NAME AREA>は
ここ数日異様な気配に満ちているらしい","<NAME AREA> seems to be filled
with an unusual atmosphere these past few days.","ui\00_message\quest_info\q22020000_00.gmd","\quest\q22020000.arc","q22020000.arc","2"
"3","q22020000_00_713","これを読んだ者に告ぐ、十分に注意しろ――
俺たちはいつものように討伐隊を組み装備を整え
いつもの場所へと向かった
しかしその日はいつもと違った
まさか、あんな恐ろしい目に合うとは","To whoever reads this, heed this warning—
We assembled our usual team
and equipped ourselves as we always do,
heading to the usual place.
But that day was unlike any other.
We never imagined we’d encounter such horror.","ui\00_message\quest_info\q22020000_00.gmd","\quest\q22020000.arc","q22020000.arc","3"
"4","q22020000_00_806","遭遇した敵を討伐する","Defeat the encountered enemy","ui\00_message\quest_info\q22020000_00.gmd","\quest\q22020000.arc","q22020000.arc","4"
"0","q22020001_00_714","激昂の邂逅","Furious Encounter","ui\00_message\quest_info\q22020001_00.gmd","\quest\q22020001.arc","q22020001.arc","0"
"1","q22020001_00_714","遭遇した敵を討伐する","Defeat the encountered enemy","ui\00_message\quest_info\q22020001_00.gmd","\quest\q22020001.arc","q22020001.arc","1"
"2","q22020001_00_714","ここ数日、<NAME AREA>の
治安が急激に悪化していると報告があった","In the past few days, there have been reports
of a rapid deterioration in the public safety
of <NAME AREA>.","ui\00_message\quest_info\q22020001_00.gmd","\quest\q22020001.arc","q22020001.arc","2"
"3","q22020001_00_714","これを読んだ者に告ぐ、十分に注意しろ――
俺たちはいつものように討伐隊を組み装備を整え
いつもの場所へと向かった
しかしその日はいつもと違った
まさか、あんな恐ろしい目に合うとは","To whoever reads this, heed this warning—
We assembled our usual team
and equipped ourselves as we always do,
heading to the usual place.
But that day was unlike any other.
We never imagined we’d encounter such horror.","ui\00_message\quest_info\q22020001_00.gmd","\quest\q22020001.arc","q22020001.arc","3"
"4","q22020001_00_806","遭遇した敵を討伐する","Defeat the encountered enemy","ui\00_message\quest_info\q22020001_00.gmd","\quest\q22020001.arc","q22020001.arc","4"
"0","q22020002_00_715","激昂の死闘","Furious Deathly Battle","ui\00_message\quest_info\q22020002_00.gmd","\quest\q22020002.arc","q22020002.arc","0"
"1","q22020002_00_715","遭遇した敵を討伐する","Defeat the encountered enemy","ui\00_message\quest_info\q22020002_00.gmd","\quest\q22020002.arc","q22020002.arc","1"
"2","q22020002_00_715","<NAME AREA>からの目撃情報を整理中
おそらく強力な魔物の関与が濃厚とされる","Currently organizing eyewitness reports
from <NAME AREA>.
It is highly likely that it's due
to powerful enemy involvement.","ui\00_message\quest_info\q22020002_00.gmd","\quest\q22020002.arc","q22020002.arc","2"
"3","q22020002_00_715","これを読んだ者に告ぐ、十分に注意しろ――
俺たちはいつものように討伐隊を組み装備を整え
いつもの場所へと向かった
しかしその日はいつもと違った
まさか、あんな恐ろしい目に合うとは","To whoever reads this, heed this warning—
We assembled our usual team
and equipped ourselves as we always do,
heading to the usual place.
But that day was unlike any other.
We never imagined we’d encounter such horror.","ui\00_message\quest_info\q22020002_00.gmd","\quest\q22020002.arc","q22020002.arc","3"
"4","q22020002_00_806","遭遇した敵を討伐する","Defeat the encountered enemy","ui\00_message\quest_info\q22020002_00.gmd","\quest\q22020002.arc","q22020002.arc","4"
"0","q22020003_00_716","激昂の激闘","Furious Fight","ui\00_message\quest_info\q22020003_00.gmd","\quest\q22020003.arc","q22020003.arc","0"
"1","q22020003_00_716","遭遇した敵を討伐する","Defeat the encountered enemy","ui\00_message\quest_info\q22020003_00.gmd","\quest\q22020003.arc","q22020003.arc","1"
"2","q22020003_00_716","いま<NAME AREA>に近づくなら
魔物の襲撃に備え万全を期した方がよさそうだ","If you're coming near 
<NAME AREA> at the moment, 
it's best to be fully prepared
for an enemy assault.","ui\00_message\quest_info\q22020003_00.gmd","\quest\q22020003.arc","q22020003.arc","2"
"3","q22020003_00_716","これを読んだ者に告ぐ、十分に注意しろ――
俺たちはいつものように討伐隊を組み装備を整え
いつもの場所へと向かった
しかしその日はいつもと違った
まさか、あんな恐ろしい目に合うとは","To whoever reads this, heed this warning—
We assembled our usual team
and equipped ourselves as we always do,
heading to the usual place.
But that day was unlike any other.
We never imagined we’d encounter such horror.","ui\00_message\quest_info\q22020003_00.gmd","\quest\q22020003.arc","q22020003.arc","3"
"4","q22020003_00_806","遭遇した敵を討伐する","Defeat the encountered enemy","ui\00_message\quest_info\q22020003_00.gmd","\quest\q22020003.arc","q22020003.arc","4"
"0","q22020004_00_717","激昂の処刑人","Furious Executioner","ui\00_message\quest_info\q22020004_00.gmd","\quest\q22020004.arc","q22020004.arc","0"
"1","q22020004_00_717","遭遇した敵を討伐する","Defeat the encountered enemy","ui\00_message\quest_info\q22020004_00.gmd","\quest\q22020004.arc","q22020004.arc","1"
"2","q22020004_00_717","<NAME AREA>付近で
不気味な物音が周辺に響いているらしい","There seems to be an eerie sound echoing around 
the vicinity of <NAME AREA>.","ui\00_message\quest_info\q22020004_00.gmd","\quest\q22020004.arc","q22020004.arc","2"
"3","q22020004_00_717","これを読んだ者に告ぐ、十分に注意しろ――
俺たちはいつものように討伐隊を組み装備を整え
いつもの場所へと向かった
しかしその日はいつもと違った
まさか、あんな恐ろしい目に合うとは","To whoever reads this, heed this warning—
We assembled our usual team
and equipped ourselves as we always do,
heading to the usual place.
But that day was unlike any other.
We never imagined we’d encounter such horror.","ui\00_message\quest_info\q22020004_00.gmd","\quest\q22020004.arc","q22020004.arc","3"
"4","q22020004_00_806","遭遇した敵を討伐する","Defeat the encountered enemy","ui\00_message\quest_info\q22020004_00.gmd","\quest\q22020004.arc","q22020004.arc","4"
"0","q22020005_00_718","激昂の黒煙","Furious Black Smoke","ui\00_message\quest_info\q22020005_00.gmd","\quest\q22020005.arc","q22020005.arc","0"
"1","q22020005_00_718","遭遇した敵を討伐する","Defeat the encountered enemy","ui\00_message\quest_info\q22020005_00.gmd","\quest\q22020005.arc","q22020005.arc","1"
"2","q22020005_00_718","先日から<NAME AREA>で
怪しい影がうごめくのを見たと言う噂が広まっている","Rumors have been spreading lately that shadows 
are moving suspiciously in <NAME AREA>.","ui\00_message\quest_info\q22020005_00.gmd","\quest\q22020005.arc","q22020005.arc","2"
"3","q22020005_00_718","これを読んだ者に告ぐ、十分に注意しろ――
俺たちはいつものように討伐隊を組み装備を整え
いつもの場所へと向かった
しかしその日はいつもと違った
まさか、あんな恐ろしい目に合うとは","To whoever reads this, heed this warning—
We assembled our usual team
and equipped ourselves as we always do,
heading to the usual place.
But that day was unlike any other.
We never imagined we’d encounter such horror.","ui\00_message\quest_info\q22020005_00.gmd","\quest\q22020005.arc","q22020005.arc","3"
"4","q22020005_00_806","遭遇した敵を討伐する","Defeat the encountered enemy","ui\00_message\quest_info\q22020005_00.gmd","\quest\q22020005.arc","q22020005.arc","4"
"0","q29300000_00_673","ダクレイム砦奪還戦","Dacreim Fortress Recapture Battle","ui\00_message\quest_info\q29300000_00.gmd","\quest\q29300000.arc","q29300000.arc","0"
"1","q29300000_00_673","【ウォーミッション】
占領されたダクレイム砦へ進攻し
悪しき竜軍の部隊長を討伐する","【War Mission】
Advance to the occupied Dacreim Fortress
and defeat the commanding officer
of the Evil Dragon army.","ui\00_message\quest_info\q29300000_00.gmd","\quest\q29300000.arc","q29300000.arc","1"
"2","q29300000_00_673","<NAME AREA>のダクレイム砦が
悪しき竜軍に占領されてしまったようだ","It seems that Dacreim Fortress
in <NAME AREA> 
has been occupied by the forces of the Evil Dragon.","ui\00_message\quest_info\q29300000_00.gmd","\quest\q29300000.arc","q29300000.arc","2"
"3","q29300000_00_673","<NAME AREA>にある《ダクレイム砦》が
敵の手中に落ちてしまった
現在、悪しき竜軍を退け再び奪還するため
少数精鋭となる討伐隊を募集中だ
砦内に潜む敵を一掃し、明日への希望の糧とするのだ","The Dacreim Fortress in <NAME AREA>
has fallen into enemy hands.
We are currently recruiting an elite team
to drive back the Evil Dragon's forces
and reclaim it for our people.
Clear the enemies lurking within the fortress
and fuel the hope for tomorrow.","ui\00_message\quest_info\q29300000_00.gmd","\quest\q29300000.arc","q29300000.arc","3"
"7","q29300000_00_1287","砦内へ進攻する","Advance into the fortress","ui\00_message\quest_info\q29300000_00.gmd","\quest\q29300000.arc","q29300000.arc","7"
"8","q29300000_00_1288","中央広場を占領する悪しき竜軍を討伐する","Defeat the Evil Dragon army
occupying the Central Square","ui\00_message\quest_info\q29300000_00.gmd","\quest\q29300000.arc","q29300000.arc","8"
"4","q29300000_00_1302","エリアへ進攻中の敵軍を討伐する","Defeat the enemy army in the attack area","ui\00_message\quest_info\q29300000_00.gmd","\quest\q29300000.arc","q29300000.arc","4"
"6","q29300000_00_1303","進行マーカーへ集合し、砦へ移動する","Gather at the progress marker and move to the fortress","ui\00_message\quest_info\q29300000_00.gmd","\quest\q29300000.arc","q29300000.arc","6"
"5","q29300000_00_1304","アシュトンへ報告する","Report to Ashton","ui\00_message\quest_info\q29300000_00.gmd","\quest\q29300000.arc","q29300000.arc","5"
"9","q29300000_00_1313","現れた獣の将をその場で討伐する","Eliminate the Beast Commander at the location.","ui\00_message\quest_info\q29300000_00.gmd","\quest\q29300000.arc","q29300000.arc","9"
"0","q29300001_00_674","ジフール砦攻略戦","Jifule Fortress Capture Battle","ui\00_message\quest_info\q29300001_00.gmd","\quest\q29300001.arc","q29300001.arc","0"
"1","q29300001_00_674","【ウォーミッション】
占領されたジフール砦へ進攻し
悪しき竜軍の部隊長を討伐する","【War Mission】
Advance towards the occupied Jifule Fortress
and eliminate the Commanding Officer
of the Evil Dragon army.","ui\00_message\quest_info\q29300001_00.gmd","\quest\q29300001.arc","q29300001.arc","1"
"2","q29300001_00_674","<NAME AREA>のジフール砦が
悪しき竜軍に占領されてしまったようだ","It seems that Jifule Fortress
in <NAME AREA> has been occupied
by the forces of the Evil Dragon.","ui\00_message\quest_info\q29300001_00.gmd","\quest\q29300001.arc","q29300001.arc","2"
"3","q29300001_00_674","<NAME AREA>にある《ジフール砦》が
敵の手中に落ちてしまった
現在、悪しき竜軍を退け再び奪還するため
少数精鋭となる討伐隊を募集中だ
砦内に潜む敵を一掃し、明日への希望の糧とするのだ","The Jifule Fortress in <NAME AREA>
has fallen into enemy hands.
We are recruiting an elite team to repel
the Evil Dragon forces and reclaim it.
Clear the enemies within the fortress
and serve as a beacon of hope for tomorrow.","ui\00_message\quest_info\q29300001_00.gmd","\quest\q29300001.arc","q29300001.arc","3"
"7","q29300001_00_1287","砦内へ進攻する","Advance into the fortress","ui\00_message\quest_info\q29300001_00.gmd","\quest\q29300001.arc","q29300001.arc","7"
"8","q29300001_00_1288","中央広場を占領する悪しき竜軍を討伐する","Defeat the Evil Dragon army
occupying the Central Square","ui\00_message\quest_info\q29300001_00.gmd","\quest\q29300001.arc","q29300001.arc","8"
"4","q29300001_00_1302","エリアへ進攻中の敵軍を討伐する","Defeat the enemy army in the attack area","ui\00_message\quest_info\q29300001_00.gmd","\quest\q29300001.arc","q29300001.arc","4"
"6","q29300001_00_1303","進行マーカーへ集合し、砦へ移動する","Gather at the progress marker and move to the fortress","ui\00_message\quest_info\q29300001_00.gmd","\quest\q29300001.arc","q29300001.arc","6"
"5","q29300001_00_1306","ウォルトへ報告する","Report to Walt","ui\00_message\quest_info\q29300001_00.gmd","\quest\q29300001.arc","q29300001.arc","5"
"9","q29300001_00_1314","現れた骸の将をその場で討伐する","Eliminate the Necro Master at the location","ui\00_message\quest_info\q29300001_00.gmd","\quest\q29300001.arc","q29300001.arc","9"
"0","q29300002_00_703","霧の森の死闘","The Deathly Battle of the Forest of Mist","ui\00_message\quest_info\q29300002_00.gmd","\quest\q29300002.arc","q29300002.arc","0"
"1","q29300002_00_703","【ウォーミッション】
占領された霧の森へ進攻し
悪しき竜軍の部隊長を討伐する","【War Mission】
Advance towards the occupied Forest of Mist
and defeat the Commanding Officer
of the Evil Dragon army.","ui\00_message\quest_info\q29300002_00.gmd","\quest\q29300002.arc","q29300002.arc","1"
"2","q29300002_00_703","<NAME AREA>の霧の森が
悪しき竜軍に占領されてしまったようだ","It seems that the Forest of Mist
in <NAME AREA> 
has been occupied by the forces of the Evil Dragon.","ui\00_message\quest_info\q29300002_00.gmd","\quest\q29300002.arc","q29300002.arc","2"
"3","q29300002_00_703","<NAME AREA>にある《霧の森》が
敵の手中に落ちてしまった
現在、悪しき竜軍を退け再び奪還するため
少数精鋭となる討伐隊を募集中だ
砦内に潜む敵を一掃し、明日への希望の糧とするのだ","The Forest of Mist in <NAME AREA>
has fallen into enemy hands.
We are recruiting an elite team to repel
the Evil Dragon forces and reclaim it.
Clear the enemies within the fortress
and serve as a beacon of hope for tomorrow.","ui\00_message\quest_info\q29300002_00.gmd","\quest\q29300002.arc","q29300002.arc","3"
"4","q29300002_00_1302","エリアへ進攻中の敵軍を討伐する","Defeat the enemy army in the attack area","ui\00_message\quest_info\q29300002_00.gmd","\quest\q29300002.arc","q29300002.arc","4"
"5","q29300002_00_1329","アッバスへ報告する","Report to Abbas","ui\00_message\quest_info\q29300002_00.gmd","\quest\q29300002.arc","q29300002.arc","5"
"6","q29300002_00_1330","進行マーカーへ集合し、霧の森へ移動する","Gather at the progress marker and move
to the Forest of Mist","ui\00_message\quest_info\q29300002_00.gmd","\quest\q29300002.arc","q29300002.arc","6"
"7","q29300002_00_1331","征圧エリア３を目指す","Proceed to conquest area 3","ui\00_message\quest_info\q29300002_00.gmd","\quest\q29300002.arc","q29300002.arc","7"
"8","q29300002_00_1332","敵を討伐する","Defeat the enemy","ui\00_message\quest_info\q29300002_00.gmd","\quest\q29300002.arc","q29300002.arc","8"
"9","q29300002_00_1333","現れた戦の将をその場で討伐する","Eliminate the War Master at the location","ui\00_message\quest_info\q29300002_00.gmd","\quest\q29300002.arc","q29300002.arc","9"
"0","q29300003_00_712","蘇りし絶望の炎","Resurrection of the Flame of Despair","ui\00_message\quest_info\q29300003_00.gmd","\quest\q29300003.arc","q29300003.arc","0"
"1","q29300003_00_712","【ウォーミッション】
現れた悪しき竜のいる《火垂れ山》へ進攻し
悪しき竜が呼び寄せる魔物を討伐する","【War Missions】
Advance towards Firefall Mountain
where the Evil Dragon has appeared
and defeat the summoned demons.","ui\00_message\quest_info\q29300003_00.gmd","\quest\q29300003.arc","q29300003.arc","1"
"2","q29300003_00_712","<NAME AREA>の火垂れ山に
悪しき竜が出現したようだ","An Evil Dragon has appeared in Firefall Mountain
of <NAME AREA>.","ui\00_message\quest_info\q29300003_00.gmd","\quest\q29300003.arc","q29300003.arc","2"
"3","q29300003_00_712","<NAME AREA>にある《火垂れ山》から
悪しき竜が呼び寄せる魔物が出現した
現在、魔軍を退け悪しき竜討滅を目指す
少数精鋭となる討伐隊を募集中だ
火垂れ山の奥地の《火竜のねぐら》へ潜入し
アッカー大陸を魔の手から奪還するのだ","Monsters summoned by the Evil Dragon
from Firefall Mountain in <NAME AREA>
have emerged. We are seeking an elite team
to drive back the dragon army and annihilate
the malevolent beast.
Infiltrate the Fire Dragon's Lair
within the depths of the Firefall Mountain
to rescue the continent of Acre from evil.","ui\00_message\quest_info\q29300003_00.gmd","\quest\q29300003.arc","q29300003.arc","3"
"8","q29300003_00_1327","進行マーカーへ集合し、目的地へ移動する","Assemble at the progress marker
and move to the destination","ui\00_message\quest_info\q29300003_00.gmd","\quest\q29300003.arc","q29300003.arc","8"
"4","q29300003_00_1337","<AREA 21>に現れた魔物を討伐する","Defeat the demons in <AREA 21>","ui\00_message\quest_info\q29300003_00.gmd","\quest\q29300003.arc","q29300003.arc","4"
"5","q29300003_00_1338","ザカリーに報告する","Report to Zachary","ui\00_message\quest_info\q29300003_00.gmd","\quest\q29300003.arc","q29300003.arc","5"
"6","q29300003_00_1339","＜悪しき竜のねぐら＞を目指す","Head for the Evil Dragon's Roost","ui\00_message\quest_info\q29300003_00.gmd","\quest\q29300003.arc","q29300003.arc","6"
"7","q29300003_00_1340","辺りの魔物を全滅させる","Eliminate all monsters in the area","ui\00_message\quest_info\q29300003_00.gmd","\quest\q29300003.arc","q29300003.arc","7"
"9","q29300003_00_1341","呼び寄せられた敵を全滅させる","Eliminate all summoned enemies","ui\00_message\quest_info\q29300003_00.gmd","\quest\q29300003.arc","q29300003.arc","9"
"10","q29300003_00_1342","現れた悪しき竜を討伐する","Defeat the Evil Dragon that has appeared","ui\00_message\quest_info\q29300003_00.gmd","\quest\q29300003.arc","q29300003.arc","10"
"11","q29300003_00_1343","力を取り戻した悪しき竜を討伐する","Defeat the Evil Dragon who has regained its power","ui\00_message\quest_info\q29300003_00.gmd","\quest\q29300003.arc","q29300003.arc","11"
"0","q29999989_00_311","クエスト検証用ID１","unused","ui\00_message\quest_info\q29999989_00.gmd","\quest\q29999989.arc","q29999989.arc","0"
"1","q29999989_00_311","【納品クエスト】
依頼者の願いを聞き入れ
指定された物資を集めてくる","【Delivery Quest】
Listen to the requester's wishes
and gather the specified supplies.","ui\00_message\quest_info\q29999989_00.gmd","\quest\q29999989.arc","q29999989.arc","1"
"2","q29999989_00_311","物資を必要としている人物が
<NAME AREA>から協力を求めている","A person in need of supplies is seeking assistance
in <NAME AREA>.","ui\00_message\quest_info\q29999989_00.gmd","\quest\q29999989.arc","q29999989.arc","2"
"3","q29999989_00_311","１２３４５６７８９０１２３４５６７８９０１２３４５６７
１２３４５６７８９０１２３４５６７８９０１２３４５６７
１２３４５６７８９０１２３４５６７８９０１２３４５６７
１２３４５６７８９０１２３４５６７８９０１２３４５６７
１２３４５６７８９０１２３４５６７８９０１２３４５６７","１２３４５６７８９０１２３４５６７８９０１２３４５６７
１２３４５６７８９０１２３４５６７８９０１２３４５６７
１２３４５６７８９０１２３４５６７８９０１２３４５６７
１２３４５６７８９０１２３４５６７８９０１２３４５６７
１２３４５６７８９０１２３４５６７８９０１２３４５６７","ui\00_message\quest_info\q29999989_00.gmd","\quest\q29999989.arc","q29999989.arc","3"
"4","q29999989_00_1179","＜<SQDI NAME>＞を＜<SQDI NUM>＞個、依頼先に届ける（残り:<SQDI DNUM>）","Deliver <SQDI NUM> <SQDI NAME> to the requester
(need: <SQDI DNUM>)","ui\00_message\quest_info\q29999989_00.gmd","\quest\q29999989.arc","q29999989.arc","4"
"0","q29999990_00_310","クエスト検証用ID２","unused","ui\00_message\quest_info\q29999990_00.gmd","\quest\q29999990.arc","q29999990.arc","0"
"1","q29999990_00_310","【死亡チェッククエスト】
依頼者の願いを聞き入れ
一度も復活することなく狂暴な敵を討伐する","【Mortality Check Quest】
Listen to the requester's wish.
Defeat the ferocious enemy
without reviving even once.","ui\00_message\quest_info\q29999990_00.gmd","\quest\q29999990.arc","q29999990.arc","1"
"2","q29999990_00_310","<NAME AREA>にいる何者かが、魔物との勝負で
腕試しをしているようだ","Someone in the <NAME AREA> 
appears to be testing their skills
in a battle against an enemy.","ui\00_message\quest_info\q29999990_00.gmd","\quest\q29999990.arc","q29999990.arc","2"
"3","q29999990_00_310","１２３４５６７８９０１２３４５６７８９０１２３４５６７
１２３４５６７８９０１２３４５６７８９０１２３４５６７
１２３４５６７８９０１２３４５６７８９０１２３４５６７
１２３４５６７８９０１２３４５６７８９０１２３４５６７
１２３４５６７８９０１２３４５６７８９０１２３４５６７","１２３４５６７８９０１２３４５６７８９０１２３４５６７
１２３４５６７８９０１２３４５６７８９０１２３４５６７
１２３４５６７８９０１２３４５６７８９０１２３４５６７
１２３４５６７８９０１２３４５６７８９０１２３４５６７
１２３４５６７８９０１２３４５６７８９０１２３４５６７","ui\00_message\quest_info\q29999990_00.gmd","\quest\q29999990.arc","q29999990.arc","3"
"4","q29999990_00_1174","指定された場所へ行き、狂暴な魔物を見つける","Go to the designated location
and find the rabid demon","ui\00_message\quest_info\q29999990_00.gmd","\quest\q29999990.arc","q29999990.arc","4"
"5","q29999990_00_1175","遭遇した魔物を討伐する","Defeat the encountered demons","ui\00_message\quest_info\q29999990_00.gmd","\quest\q29999990.arc","q29999990.arc","5"
"6","q29999990_00_1176","依頼者へ経緯を報告する","Report back to the requester","ui\00_message\quest_info\q29999990_00.gmd","\quest\q29999990.arc","q29999990.arc","6"
"7","q29999990_00_1178","依頼者からの報酬を得る","Collect the reward from the requester","ui\00_message\quest_info\q29999990_00.gmd","\quest\q29999990.arc","q29999990.arc","7"
"0","q29999991_00_305","須田テスト突発！","unused","ui\00_message\quest_info\q29999991_00.gmd","\quest\q29999991.arc","q29999991.arc","0"
"1","q29999991_00_305","遭遇した敵を討伐する","Defeat the encountered enemy","ui\00_message\quest_info\q29999991_00.gmd","\quest\q29999991.arc","q29999991.arc","1"
"2","q29999991_00_305","<NAME AREA>は
ここ数日異様な気配に満ちているらしい","<NAME AREA> seems to be filled
with an unusual atmosphere these past few days.","ui\00_message\quest_info\q29999991_00.gmd","\quest\q29999991.arc","q29999991.arc","2"
"3","q29999991_00_305","テスト目撃情報です","unused","ui\00_message\quest_info\q29999991_00.gmd","\quest\q29999991.arc","q29999991.arc","3"
"4","q29999991_00_806","遭遇した敵を討伐する","Defeat the encountered enemy","ui\00_message\quest_info\q29999991_00.gmd","\quest\q29999991.arc","q29999991.arc","4"
"0","q29999992_00_304","須田テスト用納品","unused","ui\00_message\quest_info\q29999992_00.gmd","\quest\q29999992.arc","q29999992.arc","0"
"1","q29999992_00_304","依頼者の願いを聞き入れ
指定の物品を集める","Listen to the client's request
and gather the desired items","ui\00_message\quest_info\q29999992_00.gmd","\quest\q29999992.arc","q29999992.arc","1"
"2","q29999992_00_304","<NAME AREA>近くで
途方に暮れた様子の者が見かけられた","There was a person in a bewildered state
near <NAME AREA>.","ui\00_message\quest_info\q29999992_00.gmd","\quest\q29999992.arc","q29999992.arc","2"
"3","q29999992_00_304","テスト目撃情報です","unused","ui\00_message\quest_info\q29999992_00.gmd","\quest\q29999992.arc","q29999992.arc","3"
"4","q29999992_00_1124","＜<SQDI NAME>＞を＜<SQDI NUM>＞個、依頼者に渡す（残り:<SQDI DNUM>）","Deliver <SQDI NUM> <SQDI NAME> to the requester (need: <SQDI DNUM>)","ui\00_message\quest_info\q29999992_00.gmd","\quest\q29999992.arc","q29999992.arc","4"
"0","q29999993_00_303","クエスト検証用ID５","unused","ui\00_message\quest_info\q29999993_00.gmd","\quest\q29999993.arc","q29999993.arc","0"
"1","q29999993_00_303","【危険区域クエスト】
ダンジョン内の危険区域へ繋がる扉の鍵を作り
凶悪な魔物を討伐する","【Dangerous Area Quest】
Make a key to the door leading to the Dangerous 
Area in the dungeon and defeat Brutal monsters.","ui\00_message\quest_info\q29999993_00.gmd","\quest\q29999993.arc","q29999993.arc","1"
"2","q29999993_00_303","<NAME AREA>のダンジョン内部は、特別な
鍵を持った者だけが入れる場所があるらしい","Within the <NAME AREA> dungeon, 
there is a place that only those who possess
a special key can enter.","ui\00_message\quest_info\q29999993_00.gmd","\quest\q29999993.arc","q29999993.arc","2"
"3","q29999993_00_303","１２３４５６７８９０１２３４５６７８９０１２３４５６７
１２３４５６７８９０１２３４５６７８９０１２３４５６７
１２３４５６７８９０１２３４５６７８９０１２３４５６７
１２３４５６７８９０１２３４５６７８９０１２３４５６７
１２３４５６７８９０１２３４５６７８９０１２３４５６７","１２３４５６７８９０１２３４５６７８９０１２３４５６７
１２３４５６７８９０１２３４５６７８９０１２３４５６７
１２３４５６７８９０１２３４５６７８９０１２３４５６７
１２３４５６７８９０１２３４５６７８９０１２３４５６７
１２３４５６７８９０１２３４５６７８９０１２３４５６７","ui\00_message\quest_info\q29999993_00.gmd","\quest\q29999993.arc","q29999993.arc","3"
"4","q29999993_00_1170","遭遇した凶悪な魔物を討伐する","Defeat the encountered fiendish demons","ui\00_message\quest_info\q29999993_00.gmd","\quest\q29999993.arc","q29999993.arc","4"
"0","q29999994_00_302","須田テスト用クエスト","unused","ui\00_message\quest_info\q29999994_00.gmd","\quest\q29999994.arc","q29999994.arc","0"
"1","q29999994_00_302","依頼者の願いを聞き入れ
対象の敵を討伐する","Listen to the client's request
and defeat the enemy.","ui\00_message\quest_info\q29999994_00.gmd","\quest\q29999994.arc","q29999994.arc","1"
"2","q29999994_00_302","<NAME AREA>には今
覚者の助けを欲する者がいるらしい","It seems that in <NAME AREA>, 
there are people seeking the Arisen's aid.","ui\00_message\quest_info\q29999994_00.gmd","\quest\q29999994.arc","q29999994.arc","2"
"3","q29999994_00_302","テスト目撃情報です","unused","ui\00_message\quest_info\q29999994_00.gmd","\quest\q29999994.arc","q29999994.arc","3"
