0,TUTORIAL_STEP_686,"カスタムメイド工房での<COL ffdc78>《武具のリミット解除》</COL>は
下記の２つを揃えることで
何度でも行うことができます

　①★４まで強化された武器や防具
　②素材やリムなどの必要な費用

また、付与される性能は
<COL ffdc78>リミット解除を試すたびに上書きされる</COL>ため
成功時に付与される性能例を
確認しながら行いましょう","In the <COL ffdc78> ""Limit Breaking Arms"" </COL> at the Custom-Made Workshop, you can perform it as many times as you want by obtaining the following two things:

① Weapons and armor enhanced up to ★4
② Required costs such as materials and Rift Crystals

Also, the <COL ffdc78>granted abilities are overwritten every time you attempt the Limit Break</COL>, so let's proceed while confirming examples of granted abilities upon success.",ui\00_message\tutorial_guide\steps\tutorial_guide_step384.gmd,\tguide\tutorial_guide_384.arc,tutorial_guide_384.arc,0
1,TUTORIAL_STEP_256,"また、矢の装填ゲージの水色と青の部分は装填の
<COL ffdc78>《ジャストタイミング》</COL>を示しています
そのタイミングで<PADM>【<ICON STG_TOUCH>ボタン】<KEYM>【<ICON KB_R>】</KEYM>を押すと<COL ffdc78>
《達人装填》</COL>となりスキが短縮、威力が上昇します

　青（Ｇｒｅａｔ！！）
　　　　スキ短縮、 弓射ちの初撃が３本に

　水色（Ｇｏｏｄ！）
　　　　スキ短縮","Furthermore, the light blue and blue parts of the arrow loading gauge indicate the timing for a ""Just Timing"". 
By pressing the [R] button at that timing, the ""Adept Reload"" will activate, reducing the cooldown time and increasing the power.

Blue (Great!!)
Cooldown reduction, the first arrow splits into 3

Light Blue (Good!)
Cooldown reduction",ui\00_message\tutorial_guide\steps\tutorial_guide_step75.gmd,\tguide\tutorial_guide_75.arc,tutorial_guide_75.arc,1
0,TUTORIAL_STEP_125,"シールドセージは、大盾で受けた敵の力を自身の
力に変えて最前線で仲間を守る、パーティーの
砦役です。属性魔法の使い手でもあります

＜基本操作＞
　【<KC WEAPON_SUB>】シールドロック（ガード）
　【<KC ATTACK1>】シールドブロウ（盾連撃）
　【<KC WEAPON_MAIN>】アトラクト（敵の注目を集める）
　※抜刀中は戦闘行動中とスキ以外はオートガード","The Shield Sage is the fortress of the party, protecting allies on the front lines by harnessing the power of the enemy's attacks with their greatshield. They are also skilled in using attribute magic.

<Basic Actions>
- [Shield Lock] (Guard) with <KC WEAPON_SUB>
- [Shield Blow] (Shield Onslaught) with <KC ATTACK1>
- [Attract] (Attract enemies) with <KC WEAPON_MAIN>
※While the sword is sheathed, they automatically guard against combat actions and non-skills.",ui\00_message\tutorial_guide\steps\tutorial_guide_step76.gmd,\tguide\tutorial_guide_76.arc,tutorial_guide_76.arc,0
0,TUTORIAL_STEP_126,"シーカーは、ダガ―による連撃やシーカーロープを
使った空中攻撃などトリッキーで手数豊富な
軽業の使い手です

＜基本操作＞
　【<KC ATTACK1>】連撃（ダガ―攻撃）
　【<KC ATTACK2>】百裂斬り（ダガ―高速攻撃）
　【<KC ROLLING>】転身（回避移動）","The Seeker is a skilled performer in the art of acrobatics, using a combination of dagger strikes and aerial attacks such as the Seeker Rope. 

<Basic Controls>
- Press <KC ATTACK1> for a rapid onslaught of dagger attacks.
- Use <KC ATTACK2> for the Scarlet Kisses technique, a high-speed dagger attack.
- Employ <KC ROLLING> to perform a forward roll for evasive maneuvers.",ui\00_message\tutorial_guide\steps\tutorial_guide_step77.gmd,\tguide\tutorial_guide_77.arc,tutorial_guide_77.arc,0
0,TUTORIAL_STEP_128,"ウォリアーは、鋼の肉体と重い両手武器で敵を
粉砕する闘士です。敵の攻撃に耐えるほど、
その破壊力は輝きを増します

＜基本操作／攻撃＞
　【<KC ATTACK1>】破斬（連続斬り）
　【<KC ATTACK2>】魔人斬り（長押しの溜め斬り）","The Warrior is a fighter who crushes enemies with their steel body and heavy two-handed weapon. The more they withstand enemy attacks, the more their destructive power increases.

<Basic Controls/Attacks>
- [KC ATTACK1]: Hack (Multiple slashes)
- [KC ATTACK2]: Savage Lash (Hold down to charge the slash)",ui\00_message\tutorial_guide\steps\tutorial_guide_step78.gmd,\tguide\tutorial_guide_78.arc,tutorial_guide_78.arc,0
0,TUTORIAL_STEP_129,"ソーサラーは、多彩で強力な攻撃魔法により
敵の弱点属性を突ける、火力と広範囲戦闘に
優れた術師です

＜基本操作＞
　【<KC ATTACK1>】マジックボール（魔法弾）
　【<KC ATTACK2>】マジックトラップ（設置魔法罠）","Sorcerers are skilled magicians with versatile and powerful attack magic. They excel in firepower and wide-range combat by exploiting the weaknesses in their enemies' attributes.

<Basic Controls>
　【Magick Bolts】<KC ATTACK1> 
　【Magick Trap】<KC ATTACK2>",ui\00_message\tutorial_guide\steps\tutorial_guide_step79.gmd,\tguide\tutorial_guide_79.arc,tutorial_guide_79.arc,0
0,TUTORIAL_STEP_6,"<COL ffdc78>《メインクエスト》</COL>は
覚者としてあなたが紡ぐ、この地レスタニアと
そこで生きる人々の物語を体験するクエストです","The <COL ffdc78>""Main Quest""</COL>
is an adventure where you, the Arisen,
will experience the story of this
land Lestania and the people living
here.",ui\00_message\tutorial_guide\steps\tutorial_guide_step8.gmd,\tguide\tutorial_guide_8.arc,tutorial_guide_8.arc,0
1,TUTORIAL_STEP_34,"進行中のクエスト詳細は、いつでも【<KC UI_GAME_MENU>】
ゲームメニュー《クエスト》の<COL ffdc78>《クエストログ》</COL>
で見ることができます

概要、現在の目的、成功報酬などを
知りたい場合はここで確認しましょう","The [<KC UI_GAME_MENU>] Game Menu
will show you details about
quests in progress under
""Quest"" in the <COL ffdc78>""Quest Log""</COL>.

If you want to see the quest
summary, current objective,
completion reward, etc, you
can view it here.",ui\00_message\tutorial_guide\steps\tutorial_guide_step8.gmd,\tguide\tutorial_guide_8.arc,tutorial_guide_8.arc,1
2,TUTORIAL_STEP_195,"<COL ffdc78>メインクエストで指定の魔物討伐が目的の
場合、対象敵はミニマップに赤の丸で示されます</COL>

また過去のクエスト経緯は
《謁見の間》にいる神官ジョゼフが
報告書形式で管理しています

これまでの出来事を振り返りたい場合は
彼を訪ねましょう","<COL ffdc78>When the Main Quest's objective
is to defeat monsters, the
target enemies will be marked
on the minimap with a red circle.</COL>

Also, a history of previous
quests is available from Priest
Joseph in the ""Audience Room"".

If you wish to look back on
previous exploits, give him
a visit.",ui\00_message\tutorial_guide\steps\tutorial_guide_step8.gmd,\tguide\tutorial_guide_8.arc,tutorial_guide_8.arc,2
0,TUTORIAL_STEP_127,"エレメントアーチャ―は、魔道弓と魔矢により
攻撃と味方支援両方を行い、さらには一度に
複数の相手を狙える神秘の狙撃手です

＜基本操作／攻撃＞
<PADM>　【<KC WEAPON_SUB>】闘波の構え（攻撃矢構え）<KEYM>　【<KC HOLD_BOW>】闘波の構え（攻撃矢構え）</KEYM>
<PADM>　【<KC WEAPON_SUB>】＋【右スティック】<KEYM>　【<KC HOLD_BOW>】＋【<ICON MOUSE>移動】</KEYM>
　　　　　　闘波の魔眼（複数敵ロックオン）
　構えながら【<KC SHOOT>】闘波の矢
　【<KC ATTACK1>】前蹴り","The Element Archer uses a magical bow and magic arrows to perform both attacks and support for allies.
 They are a mystic sniper who can target multiple opponents at once.

<Basic Controls/Attack>
<PADM> Press [<KC WEAPON_SUB>] for Seeker Stance (Attack Arrow Stance).
<KEYM>Hold [<KC HOLD_BOW>] for Seeker Stance (Attack Arrow Stance)</KEYM>
<PADM>Hold [<KC WEAPON_SUB>] + move right stick <KEYM>Hold [<KC HOLD_BOW>] + <ICON MOUSE>move using the mouse</KEYM>
Magick Eye: Seeker (Locks onto multiple enemies)
While in stance, press [<KC SHOOT>] to shoot Seeker Arrow.
Press [<KC ATTACK1>] for a Front Kick.",ui\00_message\tutorial_guide\steps\tutorial_guide_step80.gmd,\tguide\tutorial_guide_80.arc,tutorial_guide_80.arc,0
0,TUTORIAL_STEP_101,"キャラクターの外見や声を変えたい時は
神殿内<COL ffdc78>《美容院》</COL>のモーリスを訪れましょう

<COL ffdc78>外見の変更には《黄金石》が必要です</COL>
髪型やメイクのほか、顔のパーツ、体型など
自由に変更できます","When you want to change the appearance or voice of your character, visit Morris at the <COL ffdc78>Beauty Salon</COL> in the Temple.

<COL ffdc78>A Golden Gemstone is required for changing your appearance</COL>. 
In addition to hairstyles and makeup, you can freely change facial features, body shape, and more.",ui\00_message\tutorial_guide\steps\tutorial_guide_step81.gmd,\tguide\tutorial_guide_81.arc,tutorial_guide_81.arc,0
1,TUTORIAL_STEP_237,"また声や、ポーンの発言頻度、口調
についてもここで変更できます

こちらは何度でも自由に変更可能です

あなたやポーンの容姿、声などを
イメージチェンジしたい場合におすすめです","You can also change the voice, the frequency of Pawn's comments, and their tone here.

You are free to change it as many times as you like.

This is the place to go if you want to change the appearance, voice, or other aspects of yourself or Pawn!",ui\00_message\tutorial_guide\steps\tutorial_guide_step81.gmd,\tguide\tutorial_guide_81.arc,tutorial_guide_81.arc,1
2,TUTORIAL_STEP_690,"性別・名前の変更は同施設内にある
<COL ffdc78>《転生》</COL>から可能です

変更には《黄金石》が必要となります
性別だけでなく容姿や声なども同時に設定し
なりたい姿に生まれ変わることができます


※覚者の名前は変更する事ができません
　 ご注意ください","Gender and name changes are possible within the same facility, using <COL ffdc78>《Reincarnation》</COL>.

To make the changes, you will need a ""Golden Gemstone"". You can not only change your gender but also your appearance and voice, all at the same time, allowing you to be reborn as the person you want to become.

※ Please note that you cannot change the name of the Arisen.",ui\00_message\tutorial_guide\steps\tutorial_guide_step81.gmd,\tguide\tutorial_guide_81.arc,tutorial_guide_81.arc,2
0,TUTORIAL_STEP_102,"この世界の主要通貨は<COL ffdc78>《</COL><ICON G><COL ffdc78>：ゴールド》</COL>です
ゴールドを所持していれば、神殿や各地の村
などにある店でアイテム売買が可能です

　＜アイテム売買＞
店舗ＮＰＣの会話メニュー《ショップ》を選択
　　【<KC UI_START>】アイテム購入／売却の切替
　　【<KC UI_Y>】アイテム情報の切替
　　【<KC UI_X>】装備品試着の切替","The main currency in this world is<COL ffdc78>《</COL><ICON G><COL ffdc78>：Gold》</COL>
If you have gold, you can buy and sell items in stores in temples and villages


<Trading items>
Select ""Shop"" from the store NPC conversation menu
[<KC UI_START>] Toggle item buy/sell
[<KC UI_Y>] Toggle item info
[<KC UI_X>] Toggle equipment try-on",ui\00_message\tutorial_guide\steps\tutorial_guide_step86.gmd,\tguide\tutorial_guide_86.arc,tutorial_guide_86.arc,0
1,TUTORIAL_STEP_238,"また、他にも覚者にとって重要となる
以下２種の通貨があります

＜<ICON RIM>：リム＞
　　リム転移やポーン雇用に用いる異界の通貨

＜<ICON BO>：ブラッドオーブ＞
　　白竜に捧げ《竜力の継承》を受けることが
　　できるほか、貴重アイテムと物々交換できる","In addition, there are two types of currency that are important for Arisen.

<ICON RIM>: Rift Crystals
Used for Rift Teleports and hiring Pawns from other dimensions.

<ICON BO>: Blood Orbs
Can be used to receive the Dragon Force Augmentation from the White Dragon and traded for valuable items.",ui\00_message\tutorial_guide\steps\tutorial_guide_step86.gmd,\tguide\tutorial_guide_86.arc,tutorial_guide_86.arc,1
2,TUTORIAL_STEP_239,"それ以外にも特別な取引きに使える
特殊通貨が存在します

＜<COL ffdc78>黄金石</COL>＞
　　復活、パスポート・コース、トレジャーズロット
　　美容院など、さまざまな特典に利用できる

＜<COL ffdc78>シルバーチケット</COL>＞
　　トレジャーズロットなどに利用できる","In addition, there are special currencies that can be used for special transactions.

<<COL ffdc78>Golden Gemstone</COL>>
Revival, Passport Course, Treasure Lot
Can be used for various benefits such as beauty salons.

<<COL ffdc78>Silver Ticket</COL>>
Can be used for Treasure Lot and other purposes.",ui\00_message\tutorial_guide\steps\tutorial_guide_step86.gmd,\tguide\tutorial_guide_86.arc,tutorial_guide_86.arc,2
3,TUTORIAL_STEP_406,"ＮＰＣや取引アイテムにより
どの通貨がどれくらい必要となるかは
異なります

いつ誰と何を取引するか
計画的に利用しましょう","Depending on NPCs and the items you trade, which currency you will need and how much varies.",ui\00_message\tutorial_guide\steps\tutorial_guide_step86.gmd,\tguide\tutorial_guide_86.arc,tutorial_guide_86.arc,3
0,TUTORIAL_STEP_97,"【<KC UI_GAME_MENU>】ゲームメニュー《キャラクター》の
<COL ffdc78>《ステータス・装備》</COL>から
装備品の付け替えや詳細確認ができます

装備品は頭や腕、胴など部位ごとに装着でき、
あなたの強さや体力に大きく影響します

《武具屋》などのショップで購入できます","【<KC UI_GAME_MENU>】Game Menu《Character》

From <COL ffdc78>Status/Equipment</COL> in the Character menu,
you can switch equipment and check its details.

Equipment can be equipped on different body parts such as the head, arms, and torso,
and it greatly affects your strength and health.

You can purchase equipment at shops like the Equipment Shop.",ui\00_message\tutorial_guide\steps\tutorial_guide_step87.gmd,\tguide\tutorial_guide_87.arc,tutorial_guide_87.arc,0
1,TUTORIAL_STEP_235,"装備できる品はジョブやレベル、性別により
制限があります

<COL ffdc78>ジョブとレベルに見合った武器や防具を
身に付けることが重要です</COL>

各品のパラメータをよく確認し
万全の装備で冒険に出かけましょう","You are limited in the items you can equip based on your job, level, and gender.

<COL ffdc78>It is important to equip weapons and armor that match your job and level.</COL>

Make sure to carefully check the parameters of each item and go on an adventure with the best equipment.",ui\00_message\tutorial_guide\steps\tutorial_guide_step87.gmd,\tguide\tutorial_guide_87.arc,tutorial_guide_87.arc,1
0,TUTORIAL_STEP_115,"<COL ffdc78>《保管ボックス》</COL>は、入手したアイテムを
管理・保存しておく場所です

携帯できるアイテム数には限りがあるため、
大切なものやすぐに使わないアイテムは
こちらに保管するといいでしょう","<COL ffdc78>The ""Storage Box""</COL>is a place to manage and store the items you acquire.

The number of items you can carry is limited, so you may want to store important items or items you won't use immediately here,",ui\00_message\tutorial_guide\steps\tutorial_guide_step88.gmd,\tguide\tutorial_guide_88.arc,tutorial_guide_88.arc,0
1,TUTORIAL_STEP_243,"ボックス内では保管アイテムの出し入れ、
整理や売却が行えます

<COL ffdc78>またクエストクリアなど、各コンテンツで得た
報酬の受け取り場所にもなります</COL>","In the box, you can move items in and out of storage, organize them, and sell them.

<COL ffdc78>It is also where you receive rewards for completing quests and other content.</COL>",ui\00_message\tutorial_guide\steps\tutorial_guide_step88.gmd,\tguide\tutorial_guide_88.arc,tutorial_guide_88.arc,1
2,TUTORIAL_STEP_306,"また、<OPCS>の効果により
《保管ボックス》がさらに便利になります

<COL ffdc78>保管できるアイテム枠が拡張される上、
地方拠点で《拠点用保管ボックス》が
利用できるようになります</COL>","In addition, the effects of <OPCS> will make the Storage Box even more convenient. 

You will be able to expand the number of item slots that can be stored, and you will also be able to use <COL ffdc78>Camp Storage Boxes</COL> at local inns.",ui\00_message\tutorial_guide\steps\tutorial_guide_step88.gmd,\tguide\tutorial_guide_88.arc,tutorial_guide_88.arc,2
0,TUTORIAL_STEP_117,"神殿中央にそびえる石柱<COL ffdc78>《竜の礎（いしずえ）》</COL>は
瞬間移動<COL ffdc78>《リム転移》</COL>を行うためのものです

<COL ffdc78>《竜の礎》は神殿各区画のリムストーンと
通じており、《リムストーンへ転移》を使えば
施設への移動に便利です</COL>","In the center of the temple stands a pillar known as the <COL ffdc78>""Dragon's Keystone""</COL>. This pillar is used for <COL ffdc78>""Rift Teleportation""</COL>.

<COL ffdc78>The ""Dragon's Keystone"" is connected to the riftstones in each section of the temple, and by using ""Teleport to Riftstone"", it is convenient for moving within the facility.</COL>",ui\00_message\tutorial_guide\steps\tutorial_guide_step91.gmd,\tguide\tutorial_guide_91.arc,tutorial_guide_91.arc,0
1,TUTORIAL_STEP_244,"覚者はみな、冒険の旅先どこからでも
【<KC UI_GAME_MENU>】ゲームメニュー《ワールド》の
<COL ffdc78>《リム転移》</COL>により、竜の礎へ帰還できます

さらに、レスタニア各地には子器である
《拠点の礎》が存在し、一度訪れた場所へは
《リム》を支払うことで瞬時に移動できます","All the Arisen can return to the Dragon's Keystone from anywhere in their adventurous journey using the <COL ffdc78>Rift Teleport</COL> in the <KC UI_GAME_MENU>Game Menu of the World. 

Furthermore, in various locations in Lestania, there exist Portcrystals, which allow instant movement to previously visited places by paying Rift Crystals.",ui\00_message\tutorial_guide\steps\tutorial_guide_step91.gmd,\tguide\tutorial_guide_91.arc,tutorial_guide_91.arc,1
0,TUTORIAL_STEP_103,"<COL ffdc78>《宿屋》</COL>で休息すると、
傷ついた体を癒すことができます

体力やスタミナは最大値まで回復し
状態異常も解消します

宿屋はレスタニア各地の拠点で利用できます
旅先で場所を知っておくと安心です","When you rest at the <COL ffdc78>Inn</COL>, you can heal your wounded body. 

Your health and stamina will be restored to their maximum values, and any abnormal conditions will be cured. 

The Inn can be used as a base in various locations in Lestania, so it's reassuring to know its whereabouts when traveling.",ui\00_message\tutorial_guide\steps\tutorial_guide_step92.gmd,\tguide\tutorial_guide_92.arc,tutorial_guide_92.arc,0
1,TUTORIAL_STEP_240,"また、死亡状態になった後、
拠点から再出発した時におこる状態異常
<COL ffdc78>《弱化の治療》</COL>も可能です

この治療は初回以降、必要価格が大幅に上がりますが
価格は日ごとにリセットされます","Furthermore, there is a status abnormality that occurs when starting over from the base after entering a dead state; Treatment for <COL ffdc78>""weakened""</COL> state is also available at the Inns.

The cost for this treatment significantly increases after the first time, but the price will reset daily.",ui\00_message\tutorial_guide\steps\tutorial_guide_step92.gmd,\tguide\tutorial_guide_92.arc,tutorial_guide_92.arc,1
0,TUTORIAL_STEP_105,"<COL ffdc78>《バザー》</COL>は、プレイヤー同士でアイテムの
取引を行う場です

他の覚者が出品したアイテムを購入したり
不要なアイテムを出品することができます","The <COL ffdc78>Bazaar</COL> is a place for players to trade items with each other. 

You can buy items that other Arisen have listed for sale, or sell any unwanted items.",ui\00_message\tutorial_guide\steps\tutorial_guide_step93.gmd,\tguide\tutorial_guide_93.arc,tutorial_guide_93.arc,0
1,TUTORIAL_STEP_104,"バザーの出品情報はこまめに
チェックするのがおすすめです

思わぬ掘り出しものやレアアイテムが
入手できるかも知れません

なおバザーで扱えるアイテム個数、種類、
値段には制限があります","It is recommended to check the Bazaar listing frequently.

You may be able to find unexpected treasures or rare items.

Please note that there are limits on the number, variety, and price of items that can be handled in the Bazaar.",ui\00_message\tutorial_guide\steps\tutorial_guide_step93.gmd,\tguide\tutorial_guide_93.arc,tutorial_guide_93.arc,1
2,TUTORIAL_STEP_400,"さらに特定の<OPCS>の発動中は
<COL ffdc78>バザーの出品可能枠が大幅に増加し、
よりバザーの利用が便利になります</COL>","Furthermore, while the certain <OPCS> are active, <COL ffdc78>the Bazaar's available exhibition slots will significantly increase, making the use of the Bazaar more convenient.</COL>",ui\00_message\tutorial_guide\steps\tutorial_guide_step93.gmd,\tguide\tutorial_guide_93.arc,tutorial_guide_93.arc,2
0,TUTORIAL_STEP_60,"<COL 78f5ff>他覚者との《パーティープレイ》が解放されました！</COL>

他の覚者とパーティーを組むには
４通りの方法があります

あなた自身がパーティーリーダーとなって
他のプレイヤーに参加要請を出す場合と
ゲストとして他のパーティーに参加する場合
《クイックパーティー》を使う場合
そして《パーティー募集掲示板》を使う場合です","<COL 78f5ff>Party play with other Arisen has been unlocked!</COL>

There are four ways to team up with other Arisen:

1. You can become the party leader and send invitation requests to other players.
2. You can join other parties as a guest.
3. You can use the Quick Party feature.
4. You can use the Party Recruitment Board.",ui\00_message\tutorial_guide\steps\tutorial_guide_step97.gmd,\tguide\tutorial_guide_97.arc,tutorial_guide_97.arc,0
1,TUTORIAL_STEP_388,"<COL ffdc78>【自分がリーダーとなってパーティーを作る場合】</COL>

拠点にいる<COL ffdc78>《冒険仲介係》</COL>か
ゲームメニュー《パーティー》の<COL ffdc78>《パーティー管理》</COL>
から行います

《プレイヤー検索》で参加してほしいプレイヤーに
<COL ffdc78>《パーティー要請》</COL>を出してください

ジョブ、レベルなど細かい設定での検索も可能です","<COL ffdc78>If you wish to create a party as the leader:</COL>

Go to the <COL ffdc78>""Adventure Organizer""</COL> at the base, or access the <COL ffdc78>""Party Management""</COL> in the game menu.

Send a <COL ffdc78>""Party Request""</COL> to the players you want to join through ""Player Search"".
You can also search for players based on job, level, and other specific settings.",ui\00_message\tutorial_guide\steps\tutorial_guide_step97.gmd,\tguide\tutorial_guide_97.arc,tutorial_guide_97.arc,1
2,TUTORIAL_STEP_61,"また、下記の方法でもパーティーに誘えます

＜プレイヤーキャラクターに話しかける＞
　【<KC TOUCH>】で選択し会話メニューから誘う

＜チャットログから誘う＞
　チャットログを【<KC UI_RT>】で拡大後【<KC KEY_UP>／<KC KEY_DOWN>】で
　発言者名を選択して誘う","You can also invite people to your party in the following ways:

<Talk to a player character>
[<KC TOUCH>] and invite them from the conversation menu

<Invite from the chat log>
After expanding the chat log with [<KC UI_RT>], go to [<KC KEY_UP>/<KC KEY_DOWN>] and invite by selecting the speaker's name.",ui\00_message\tutorial_guide\steps\tutorial_guide_step97.gmd,\tguide\tutorial_guide_97.arc,tutorial_guide_97.arc,2
3,TUTORIAL_STEP_389,"<COL ffdc78>【誰かのパーティーに参加したい場合】</COL>

他のプレイヤーから<COL ffdc78>《パーティー要請》</COL>を
出してもらう必要があります

パーティー要請を受けると画面中央にアナウンスが
表示されるので、操作に従いパーティーに
参加しましょう","<COL ffdc78>If you want to join someone's party</COL>,

 you need to ask another player to send<COL ffdc78>a ""party request""</COL>.

When you receive a party request, an announcement will appear in the center of the screen. 
Follow the instructions and join the party!",ui\00_message\tutorial_guide\steps\tutorial_guide_step97.gmd,\tguide\tutorial_guide_97.arc,tutorial_guide_97.arc,3
4,TUTORIAL_STEP_416,"<COL ffdc78>【クイックパーティーを利用する場合】</COL>

ゲームメニュー<COL ffdc78>《クイックパーティー》</COL>の利用で
同じ目的のプレイヤーと簡単にパーティーを
組むことができます

遊びたいクエストやエリアを指定し、待つだけで
自動的にマッチングされるため、ぜひ活用ください","<COL ffdc78>【When using Quick Party】</COL>

By using the game menu and <COL ffdc78>Quick Party</COL>, you can easily form a party with players who have the same objective. 

Specify the quest or area you want to play and just wait. The matching process will be done automatically, so please make use of it.",ui\00_message\tutorial_guide\steps\tutorial_guide_step97.gmd,\tguide\tutorial_guide_97.arc,tutorial_guide_97.arc,4
5,TUTORIAL_STEP_190,"<COL ffdc78>【パーティー募集掲示板を利用する場合】</COL>

ゲームメニュー<COL ffdc78>《募集掲示板》</COL>から
《パーティー募集掲示板》を選択するとご利用頂けます

エントリーボードを使った機能で
カテゴリ別にパーティーを募集したり、
募集中のプレイヤーを検索することができます","<COL ffdc78>To use the ""Party Recruitment Board"", go to</COL>

Game Menu<COL ffdc78>《Recruitment Board》</COL>and select《Party Recruitment Board》

You can use the Entry Board function to recruit parties by category and search for players who are currently recruiting!",ui\00_message\tutorial_guide\steps\tutorial_guide_step97.gmd,\tguide\tutorial_guide_97.arc,tutorial_guide_97.arc,5
6,TUTORIAL_STEP_218,"パーティーリーダーが誰なのか
冒険時は必ず確認しましょう

<COL ffdc78>リーダーが不在の場合は冒険が進行できません</COL>

白竜神殿かリムストーンのある拠点施設内
に戻り、《パーティー管理》から
新しいリーダーを決めてください","Who is the party leader? 
Make sure to confirm during adventures.

<COL ffdc78>If the leader is absent, the adventure cannot proceed.</COL>

Return to the White Dragon Temple or the base facility with the Rift Crystal, and select a new leader from the ""Party Management"".",ui\00_message\tutorial_guide\steps\tutorial_guide_step97.gmd,\tguide\tutorial_guide_97.arc,tutorial_guide_97.arc,6
7,TUTORIAL_STEP_859,"特定のコンテンツでは
<COL ffdc78>推奨ドラゴンアビリティポイント</COL>が確認できます

また、ドラゴンアビリティを指定した検索や
マッチングも可能です","In specific content, you can confirm the <COL ffdc78>recommended Dragon Ability points</COL>.

Moreover, you can also search for and match Dragon Abilities.",ui\00_message\tutorial_guide\steps\tutorial_guide_step97.gmd,\tguide\tutorial_guide_97.arc,tutorial_guide_97.arc,7
0,BTL_CONTENT_RESET_REPORT,探索結果の報告,Report Search Results,ui\00_message\ui\BtlContentReset_res.gmd,\ui\BtlContentReset.arc,BtlContentReset.arc,0
1,BTL_CONTENT_RESET_RESET_PROGRESS,進行のリセット,Reset Progress,ui\00_message\ui\BtlContentReset_res.gmd,\ui\BtlContentReset.arc,BtlContentReset.arc,1
2,BTL_CONTENT_RESET_RESET_PROGRESS_REWARD,進行と報酬のリセット,Reset Rewards and Progress,ui\00_message\ui\BtlContentReset_res.gmd,\ui\BtlContentReset.arc,BtlContentReset.arc,2
3,BTL_CONTENT_RESET_CONF_GET_REWARD,"クリア報酬を受け取りますか？

報酬を受け取ると、
<COL ffdc78>進行のリセット</COL>をするまで再突入できなくなります
また、<COL ffdc78>進行と報酬のリセット</COL>をするまで
クリア報酬が発生しなくなります","Do you want to receive the clear rewards?

If you receive the rewards, you will not be able to re-enter until you <COL ffdc78>reset your progress</COL>.
Also, until you <COL ffdc78>reset your rewards and progress</COL>, clear rewards will not be available.",ui\00_message\ui\BtlContentReset_res.gmd,\ui\BtlContentReset.arc,BtlContentReset.arc,3
4,BTL_CONTENT_RESET_CONF_RESET_NO_COST,"<COL d7b450>進行のリセット</COL>を行いますか？
下記の項目がリセットされます

・覚者、ポーンのレベル
・チェックポイントなどの進行データ (※1)(※2)
・<COL d7b450>入手したすべてのアイテム</COL> (※3)

※1…<COL d7b450>一度でも冥府1をクリアしている場合</COL>
　　  進行と報酬のリセットをするまで
　　  <COL d7b450>ルートは変更できません</COL>
※2…<COL d7b450>宝箱などの報酬はリセットされません</COL>
　　  友人と最初から遊ぶ場合に活用します
※3…<COL d7b450><ITEM 21630></COL>や、<COL d7b450><ITEM 23364></COL>
　　  <COL d7b450><ITEM 21651></COL>等は大変貴重です。ご注意ください","Do you want to <COL d7b450>reset progress</COL>?
The following items will be reset:

・Arisen, Pawn levels.
・Progress data such as checkpoints. (※1)(※2)
・<COL d7b450>All acquired items.</COL> (※3)

※１…<COL d7b450>一度でも冥府1をクリアしている場合</COL>
　　  進行と報酬のリセットをするまで
　　  <COL d7b450>ルートは変更できません</COL>
※２…<COL d7b450>Rewards such as treasure chests
　　　are not reset.</COL> Useful for playing
　　　from beginning with friends.
※３…<COL d7b450><ITEM 21630></COL>, <COL d7b450><ITEM 23364></COL>,
　　　<COL d7b450><ITEM 21651></COL> are very valuable.
　　　Please be careful.",ui\00_message\ui\BtlContentReset_res.gmd,\ui\BtlContentReset.arc,BtlContentReset.arc,4
5,BTL_CONTENT_RESET_CONF_RESET,"<UNTN KT> %d<UNIT KT>を使用して
<COL d7b450>進行と報酬のリセット</COL>を行いますか？（残り%d<UNIT KT>）
下記の内容がリセットされます

・覚者、ポーンのレベル
・チェックポイントなどの進行データ (※1)
・<COL d7b450>進行中の宝箱や報酬データ</COL> (※2)
・<COL d7b450>入手したすべてのアイテム</COL> (※3)

※1…固定されているルートが<COL d7b450>変更可能になります</COL>
※2…<COL d7b450>黒呪の迷宮を再周回するために必ず必要です</COL>
※3…<COL d7b450><ITEM 21630></COL>や、<COL d7b450><ITEM 23364></COL>
　　  <COL d7b450><ITEM 21651></COL>等は大変貴重です。ご注意ください","Using <UNTN KT> <UNIT KT>%d.
Do you want to <COL d7b450>reset rewards
and progress</COL>? (<UNIT KT>%d remaining)
The following contents will be reset:

・Arisen, Pawn levels. (※1)
・Progress data such as checkpoints.
・<COL d7b450>In-progress treasure chests
　and reward data.</COL> (※2)
・<COL d7b450>All acquired items.</COL> (※3)

※１…固定されているルートが<COL d7b450>変更可能になります</COL>
※２…<COL d7b450>Always necessary to reclaim
　　　Bitterblack Maze.</COL>
※３…<COL d7b450><ITEM 21630></COL>, <COL d7b450><ITEM 23364></COL>
　　　<COL d7b450><ITEM 21651></COL> are very valuable.
　　　Please be careful.",ui\00_message\ui\BtlContentReset_res.gmd,\ui\BtlContentReset.arc,BtlContentReset.arc,5
