19,CUSTOM_SKILL_COMMAND_03_198,セットボタンで構え後、<KC SHOOT>で発射,"While holding the assigned button, <KC SHOOT> to
shoot.",ui\00_message\skill\custom_skill_command_03.gmd,\skill\custom_skill_data_03.arc,custom_skill_data_03.arc,19
13,CUSTOM_SKILL_INFO_08_142,"魔矢を放ち、接触した敵を引き裂く触手を発生させる
触手は攻撃対象を自ら追尾し、攻撃が連鎖する
連鎖回数は敵の大きさで変動。侵食核の破壊に有効
<COL ffdc78>LV UP毎に攻撃威力の上昇
LV.６で連鎖回数増加</COL>","Let loose a magickal arrow that tears apart the
enemy it contacts
with tentacles. The tentacles will seek out
additional enemies or
continue to attack current target depending on
its size.
Effective for destroying Infected Sprouts.
<COL ffdc78>LV UP: Increases damage of skill.
LV.6: Increases the target chain amount.</COL>",ui\00_message\skill\custom_skill_info_08.gmd,\skill\custom_skill_data_08.arc,custom_skill_data_08.arc,13
14,CUSTOM_SKILL_INFO_08_184,"【ＥＸ追加効果】
ダメージ量が増加
魔矢が刺さった敵の体力を継続して奪う","EX Additional Effects:
Increase damage.
Continuously cause damage at the point the arrow
landed.",ui\00_message\skill\custom_skill_info_08.gmd,\skill\custom_skill_data_08.arc,custom_skill_data_08.arc,14
15,CUSTOM_SKILL_INFO_08_185,"【ＥＸ追加効果】
魔矢が刺さった敵へ攻撃した際の
状態異常値を増加させる","EX Additional Effects:
Increase status effect accumulation when
attacking enemies hit by
this skill.",ui\00_message\skill\custom_skill_info_08.gmd,\skill\custom_skill_data_08.arc,custom_skill_data_08.arc,15
16,CUSTOM_SKILL_INFO_08_186,"【ＥＸ追加効果】
ダメージが追加
吹き飛ばし力が増加
魔矢の速度が上昇","EX Additional Effects:
Add damage to the skill.
Increase blow force.
Increase arrow's speed.",ui\00_message\skill\custom_skill_info_08.gmd,\skill\custom_skill_data_08.arc,custom_skill_data_08.arc,16
17,CUSTOM_SKILL_INFO_08_187,"【ＥＸ追加効果】
ダメージが追加
封印の状態異常を付与／気絶攻力が増加
魔矢の速度が上昇","EX Additional Effects:
Add damage to the skill.
Add Skill Stiffling status abnormality
and knockout power.
Increase arrow's speed.",ui\00_message\skill\custom_skill_info_08.gmd,\skill\custom_skill_data_08.arc,custom_skill_data_08.arc,17
18,CUSTOM_SKILL_INFO_08_201,"【ＥＸ追加効果】
HP回復量アップ
<COL ff7878>骸骨／腐死／呪詛／霊体系の敵へ
与えるダメージ量と攻撃ヒット数増加</COL>","EX Additional Effects:
Increase the amount of health recovered.
<COL ff7878>Increase damage and number of hits
against
Skeleton/Undead/Cursed/Spirit type enemies</COL>",ui\00_message\skill\custom_skill_info_08.gmd,\skill\custom_skill_data_08.arc,custom_skill_data_08.arc,18
19,CUSTOM_SKILL_INFO_08_202,"【ＥＸ追加効果】
治癒上限値を回復する
シークレットコア露出時間／触芽封印時間／
戦甲の修復停止時間が延長","EX Additional Effects:
Recover healable limit of affected allies.
Increase duration of Secret Core reveal, Infected
seal and
War-Ready Armor reveal.",ui\00_message\skill\custom_skill_info_08.gmd,\skill\custom_skill_data_08.arc,custom_skill_data_08.arc,19
20,CUSTOM_SKILL_INFO_08_203,"【EX追加効果】
闇属性のダメージが追加
溜め時間短縮
ターゲット数増加（５→７）","EX Additional Effects:
Add Dark-attribute damage.
Reduce charge time.
Increase the number of target locks (5→7).",ui\00_message\skill\custom_skill_info_08.gmd,\skill\custom_skill_data_08.arc,custom_skill_data_08.arc,20
21,CUSTOM_SKILL_INFO_08_204,"【EX追加効果】
最適距離の範囲が拡張
魔道弓に付与されている属性の
防御力を低下させる状態異常を付与","EX Additional Effects:
Extend the optimal range.
Add Elemental Resist Down accumulation that
matches your
weapon's element.",ui\00_message\skill\custom_skill_info_08.gmd,\skill\custom_skill_data_08.arc,custom_skill_data_08.arc,21
0,CUSTOM_SKILL_COMMAND_09_105,セットボタンを押す,Press the assigned button.,ui\00_message\skill\custom_skill_command_09.gmd,\skill\custom_skill_data_09.arc,custom_skill_data_09.arc,0
1,CUSTOM_SKILL_COMMAND_09_104,セットボタンを押す,Press the assigned button.,ui\00_message\skill\custom_skill_command_09.gmd,\skill\custom_skill_data_09.arc,custom_skill_data_09.arc,1
2,CUSTOM_SKILL_COMMAND_09_108,"<PADM>セットボタンを押し、左スティックを倒して５属性を選択<KEYM>セットボタンを押し、マウス移動で５属性を選択</KEYM>
再度セットボタンを押して属性決定","Press <PADM>the assigned button<KEYM>the assigned
button</KEYM>, then select from
<PADM>5<KEYM>5</KEYM>
elements using <PADM>the left stick<KEYM>mouse
movement</KEYM>.
Press <KC ATTACK1> or <KC ATTACK2> to confirm
element choice.",ui\00_message\skill\custom_skill_command_09.gmd,\skill\custom_skill_data_09.arc,custom_skill_data_09.arc,2
3,CUSTOM_SKILL_COMMAND_09_109,セットボタンを押す,Press the assigned button.,ui\00_message\skill\custom_skill_command_09.gmd,\skill\custom_skill_data_09.arc,custom_skill_data_09.arc,3
4,CUSTOM_SKILL_COMMAND_09_107,セットボタンを押す,Press the assigned button.,ui\00_message\skill\custom_skill_command_09.gmd,\skill\custom_skill_data_09.arc,custom_skill_data_09.arc,4
5,CUSTOM_SKILL_COMMAND_09_106,セットボタンを押す,Press the assigned button.,ui\00_message\skill\custom_skill_command_09.gmd,\skill\custom_skill_data_09.arc,custom_skill_data_09.arc,5
6,CUSTOM_SKILL_COMMAND_09_110,セットボタンを押す,Press the assigned button.,ui\00_message\skill\custom_skill_command_09.gmd,\skill\custom_skill_data_09.arc,custom_skill_data_09.arc,6
7,CUSTOM_SKILL_COMMAND_09_111,セットボタンを押す,Press the assigned button.,ui\00_message\skill\custom_skill_command_09.gmd,\skill\custom_skill_data_09.arc,custom_skill_data_09.arc,7
8,CUSTOM_SKILL_COMMAND_09_112,"セットボタンを押す
<COL ff7878>錬成値が最大の状態での発動で
戦甲へのカウンターに特化</COL>","Press the assigned button.
<COL ff7878>Effective against War-Ready enemies
if this skill is executed
on a full elixir stack.</COL>",ui\00_message\skill\custom_skill_command_09.gmd,\skill\custom_skill_data_09.arc,custom_skill_data_09.arc,8
9,CUSTOM_SKILL_COMMAND_09_113,セットボタンを押す,Press the assigned button.,ui\00_message\skill\custom_skill_command_09.gmd,\skill\custom_skill_data_09.arc,custom_skill_data_09.arc,9
10,CUSTOM_SKILL_COMMAND_09_114,セットボタンを押す,Press the assigned button.,ui\00_message\skill\custom_skill_command_09.gmd,\skill\custom_skill_data_09.arc,custom_skill_data_09.arc,10
11,CUSTOM_SKILL_COMMAND_09_115,"セットボタンを連続して押す
展開後、その場に留まることで展開時間を延長","Repeatedly press the assigned button.
After deployment, extend duration by
staying in place.",ui\00_message\skill\custom_skill_command_09.gmd,\skill\custom_skill_data_09.arc,custom_skill_data_09.arc,11
12,CUSTOM_SKILL_COMMAND_09_189,セットボタンを押す,Press the assigned button.,ui\00_message\skill\custom_skill_command_09.gmd,\skill\custom_skill_data_09.arc,custom_skill_data_09.arc,12
13,CUSTOM_SKILL_COMMAND_09_190,セットボタンを押す,Press the assigned button.,ui\00_message\skill\custom_skill_command_09.gmd,\skill\custom_skill_data_09.arc,custom_skill_data_09.arc,13
14,CUSTOM_SKILL_COMMAND_09_191,セットボタンを押す,Press the assigned button.,ui\00_message\skill\custom_skill_command_09.gmd,\skill\custom_skill_data_09.arc,custom_skill_data_09.arc,14
15,CUSTOM_SKILL_COMMAND_09_192,セットボタンを押す,Press the assigned button.,ui\00_message\skill\custom_skill_command_09.gmd,\skill\custom_skill_data_09.arc,custom_skill_data_09.arc,15
16,CUSTOM_SKILL_COMMAND_09_229,セットボタンを押す,Press the assigned button.,ui\00_message\skill\custom_skill_command_09.gmd,\skill\custom_skill_data_09.arc,custom_skill_data_09.arc,16
17,CUSTOM_SKILL_COMMAND_09_230,セットボタンを押す,Press the assigned button.,ui\00_message\skill\custom_skill_command_09.gmd,\skill\custom_skill_data_09.arc,custom_skill_data_09.arc,17
18,CUSTOM_SKILL_COMMAND_09_231,"<PADM>セットボタンを押し、左スティックを倒して５属性を選択<KEYM>セットボタンを押し、マウス移動で５属性を選択</KEYM>
再度セットボタンを押して属性決定","Press <PADM>the assigned button<KEYM>the assigned
button</KEYM>, then select from
<PADM>5<KEYM>5</KEYM>
elements using <PADM>the left stick<KEYM>mouse
movement</KEYM>.
Press <KC ATTACK1> or <KC ATTACK2> to confirm
element choice.",ui\00_message\skill\custom_skill_command_09.gmd,\skill\custom_skill_data_09.arc,custom_skill_data_09.arc,18
19,CUSTOM_SKILL_COMMAND_09_232,"<PADM>セットボタンを押し、左スティックを倒して５属性を選択<KEYM>セットボタンを押し、マウス移動で５属性を選択</KEYM>
再度セットボタンを押して属性決定","Press <PADM>the assigned button<KEYM>the assigned
button</KEYM>, then select from
<PADM>5<KEYM>5</KEYM>
elements using <PADM>the left stick<KEYM>mouse
movement</KEYM>.
Press <KC ATTACK1> or <KC ATTACK2> to confirm
element choice.",ui\00_message\skill\custom_skill_command_09.gmd,\skill\custom_skill_data_09.arc,custom_skill_data_09.arc,19
0,CUSTOM_SKILL_INFO_09_105,"拳を地面に突き立て、自身を囲むように
柱状の錬成物質を生成する。高所から行うことで
威力が上昇する。空中でも発動可能
<COL ffdc78>LV UP毎に錬成値の上昇
LV.６で錬成物質の生成回数増加（１→２）</COL>","Slam your fist into the ground and surround
yourself
with pillars of alchemical metal. When performed
from high altitudes, the power of the attack
rises.
Can be activated even while in the air.
<COL ffdc78>LV UP: Increases amount of stakes
planted upon contact.
LV.6: Increases the times the pillars raise
(1→2).</COL>",ui\00_message\skill\custom_skill_info_09.gmd,\skill\custom_skill_data_09.arc,custom_skill_data_09.arc,0
1,CUSTOM_SKILL_INFO_09_104,"掌を地面に添え、振り上げると同時に
地を這う錬成物質の波を放つ
<COL ffdc78>LV UP毎に錬成値の上昇
LV.６で錬成物質の本数増加（３→５）／
敵を転倒させる効果追加</COL>","Place your palm on the ground and upon raising it,
create waves of alchemical substances that spike
up along the ground.
<COL ffdc78>LV UP: Increases amount of stakes
planted upon contact.
LV.6: Increases number of waves (3→5) and adds the
ability to juggle enemies.</COL>",ui\00_message\skill\custom_skill_info_09.gmd,\skill\custom_skill_data_09.arc,custom_skill_data_09.arc,1
2,CUSTOM_SKILL_INFO_09_108,"炎、氷、雷の主要３属性を纏った
錬成式を地面から生成し空中に配置する
<COL ffdc78>LV UP毎に錬成式の継続時間が延長
LV.６で聖・闇の２属性追加</COL>","Create an elemental orb that bestows one of the
three main attributes of fire, ice, or lightning,
from the ground and place it in the air.
<COL ffdc78>LV UP: Increases duration of the
skill.
LV.6: Unlocks the final two elements, Holy and
Darkness.</COL>",ui\00_message\skill\custom_skill_info_09.gmd,\skill\custom_skill_data_09.arc,custom_skill_data_09.arc,2
3,CUSTOM_SKILL_INFO_09_109,"乗った者を高所へ跳ね上げる効果を持つ
錬成式を地面に配置する
<COL ffdc78>LV UP毎に錬成式の継続時間が延長
LV.６で空中にも設置可能になり、
空中に配置された場合は横方向に跳躍可能</COL>","Place an alchemical trampoline on the ground
that launches those who jump on it to high
altitudes.
<COL ffdc78>LV UP: Increases duration of the
skill.
LV.6: Allows placement in the air. When placed
mid-air, you can be launched horizontally.</COL>",ui\00_message\skill\custom_skill_info_09.gmd,\skill\custom_skill_data_09.arc,custom_skill_data_09.arc,3
4,CUSTOM_SKILL_INFO_09_107,"風を纏った錬成物質を生成し配置する
後退後に風の錬成球を叩くと、風圧が発生する
<COL ffdc78>LV UP毎に錬成球の継続時間が延長
LV.６で叩いた時に発生する風圧範囲が拡張</COL>","Create a ball of wind-wrapped alchemical
substances.
Wind pressure is generated when striking the ball
after placement.
<COL ffdc78>LV UP: Increases duration of the
skill.
LV.6: Increases range of wind pressure generated
when struck.</COL>",ui\00_message\skill\custom_skill_info_09.gmd,\skill\custom_skill_data_09.arc,custom_skill_data_09.arc,4
5,CUSTOM_SKILL_INFO_09_106,"素早く敵との間合いを詰め、錬成杭を打ち込む
杭を叩くと錬成値が増加する
<COL ffdc78>LV UP毎に杭の継続時間が延長
LV.６で移動距離が延長／始動後に範囲攻撃追加
杭を叩いた時の錬成値が上昇</COL>","Drive alchemical piles into enemies, and quickly
draw
their aggression. If a pile is struck, the amount
of
stakes on it will increase.
<COL ffdc78>LV UP: Increases duration of the
skill.
LV.6: Increases chase range of skill, and amount
of
alchemical stakes gained upon striking the
pile.</COL>",ui\00_message\skill\custom_skill_info_09.gmd,\skill\custom_skill_data_09.arc,custom_skill_data_09.arc,5
6,CUSTOM_SKILL_INFO_09_110,"錬成物質で罠を生成する。この罠に敵が
近付くと自動的に棘が放出され、対象を貫く
<COL ffdc78>LV UP毎に錬成罠の起動回数増加
LV.６で棘の本数が増加（１→３）</COL>","Generate a trap from an alchemical substance.
When enemies approach the trap, pillars spike out
from it and penetrate them.
<COL ffdc78>LV UP: Increases number of trap
activations.
LV.6: Increases the number of pillar spikes
(1→3).</COL>",ui\00_message\skill\custom_skill_info_09.gmd,\skill\custom_skill_data_09.arc,custom_skill_data_09.arc,6
7,CUSTOM_SKILL_INFO_09_111,"自身の体を金で覆い、敵の攻撃を遮断する
さらに攻撃した敵に対し黄金化の異常値を与える
空中でも発動可能
<COL ffdc78>LV UP毎に黄金化の異常値上昇
LV.６でダウン、拘束中を除きいつでも発動可能</COL>","Coat yourself in gold and deflect enemy attacks.
Enemies
that attack will build up the ""Gilded"" status
abnormality.
Can be activated even while in the air.
<COL ffdc78>LV UP: Increases rate of Gilding
build-up.
LV.6: Can activate the skill at anytime except
when grabbed.</COL>",ui\00_message\skill\custom_skill_info_09.gmd,\skill\custom_skill_data_09.arc,custom_skill_data_09.arc,7
8,CUSTOM_SKILL_INFO_09_112,"敵を直接攻撃し、攻撃対象に付着している錬成物質を
解放して大爆発を起こす。しがみつき状態から発動可
<COL ffdc78>LV UP毎に攻撃威力の上昇
LV.６でヒット数増加／爆発に周囲の敵を巻き込む</COL>","Directly strike the enemy and detonate alchemical
stake on
target, creating a large explosion. Can be used
when climbing.
<COL ffdc78>LV UP: Increases damage of skill.
LV.6: Increases number of hits and the surrounding
enemies are affected by the explosion.</COL>",ui\00_message\skill\custom_skill_info_09.gmd,\skill\custom_skill_data_09.arc,custom_skill_data_09.arc,8
9,CUSTOM_SKILL_INFO_09_113,"垂直に跳び上がり、空中に錬成物質で生成した罠を
配置する。その後、後方に素早く身を引く
<COL ffdc78>LV UP毎に罠の攻撃回数上昇
LV.６で空中でも発動可能</COL>","Jump up and form a trap from an alchemical
substance
in the air. When deployed, quickly launch
backwards.
<COL ffdc78>LV UP: Increases number of trap
activations.
LV.6: Allows activation while mid-air.</COL>",ui\00_message\skill\custom_skill_info_09.gmd,\skill\custom_skill_data_09.arc,custom_skill_data_09.arc,9
10,CUSTOM_SKILL_INFO_09_114,"放射状に錬成物質の粒を発射する
近距離で複数ヒットすると敵を弾き飛ばす
空中でも発動可能
<COL ffdc78>LV UP毎に攻撃性能上昇
LV.６で攻撃範囲拡大／ヒット数増加（３→５）</COL>","Shoot alchemical substances radially toward you.
If you are close to the enemies, all substances
will hit.
Can be activated in mid-air.
<COL ffdc78>LV UP: Increases damage.
LV.6: Increases range and the number of
substances (3→5).</COL>",ui\00_message\skill\custom_skill_info_09.gmd,\skill\custom_skill_data_09.arc,custom_skill_data_09.arc,10
11,CUSTOM_SKILL_INFO_09_115,"味方へのダメージを無効化し、敵へエリクシルの
状態異常を付与する支援エリアを生成する
タイミングよくボタンを押すと展開時間が延長する
<COL ffdc78>LV UP毎に状態異常値上昇
LV.６で最大入力回数が増加し、展開時間が延長</COL>","Generate an area that nullifies damage for all
allies inside.
Enemies within the area are affected by your
chosen Elixir.
The duration is greatly increased with correct
timing.
<COL ffdc78>LV UP: Increases debilitation rate.
LV.6: Number of inputs increased, extending the
duration.</COL>",ui\00_message\skill\custom_skill_info_09.gmd,\skill\custom_skill_data_09.arc,custom_skill_data_09.arc,11
12,CUSTOM_SKILL_INFO_09_189,"【ＥＸ追加効果】
ダメージ量が増加
打ち込まれた錬成杭の錬成値が徐々に増加する
しがみついた状態で発動可能","EX Additional Effects:
Increase damage.
The stake struck by this skill slowly builds up
automatically.
Can be used when climbing.",ui\00_message\skill\custom_skill_info_09.gmd,\skill\custom_skill_data_09.arc,custom_skill_data_09.arc,12
13,CUSTOM_SKILL_INFO_09_190,"【ＥＸ追加効果】
錬成杭を打ち込んだ敵へ放った
エリクシル／アルケム・バーストの
状態異常値が上昇","EX Additional Effects:
Increase status effect accumulation when
detonating the
stake struck by this skill using
Elixir/Alchemical Burst.",ui\00_message\skill\custom_skill_info_09.gmd,\skill\custom_skill_data_09.arc,custom_skill_data_09.arc,13
14,CUSTOM_SKILL_INFO_09_191,"【ＥＸ追加効果】
ダメージ量が増加
黄金化の状態異常を付与
<COL ff7878>人間／竜族／錬金系の敵に与えるダメージ量が増加</COL>","EX Additional Effects:
Increase damage.
Add Gilded status abnormality.
<COL ff7878>Further increase damage against
Human/Dragonkin/Alchemized enemies.</COL>",ui\00_message\skill\custom_skill_info_09.gmd,\skill\custom_skill_data_09.arc,custom_skill_data_09.arc,14
15,CUSTOM_SKILL_INFO_09_192,"【ＥＸ追加効果】
発動中は物理防御力と魔法防御力が増加しつつ
攻撃を受けても体勢を崩されにくくなる
敵に与える錬成値と吹き飛ばし力が増加
のけぞり、吹き飛び中でも発動可能","EX Additional Effects:
Increase physical and magick defense during
execution.
Increase endurance during execution.
Increase the amount of alchemical substance and
blow force.
Possible to use when being knocked back.",ui\00_message\skill\custom_skill_info_09.gmd,\skill\custom_skill_data_09.arc,custom_skill_data_09.arc,15
16,CUSTOM_SKILL_INFO_09_229,"【ＥＸ追加効果】
錬成物質が強化されダメージ量と錬成値が増加
強化される錬成物質の数は一定確率で変化するが
カウンテラ・アウルム発動時は全ての錬成物質が強化される","EX Additional Effects:
May employ strengthened alchemical substances
that deal
more damage and has faster alchemical buildup.
Normal alchemical substance has a chance to be
strengthened.
If used in conjunction with Counterra Aurum, all
substances
are strengthened.",ui\00_message\skill\custom_skill_info_09.gmd,\skill\custom_skill_data_09.arc,custom_skill_data_09.arc,16
17,CUSTOM_SKILL_INFO_09_230,"【ＥＸ追加効果】
錬成物質の生成数と生成速度が増加し
攻撃距離が延長される
物防低下／魔防低下の状態異常を付与","EX Additional Effects:
Increase the number of alchemical waves created
and
generation speed.
Increase attack distance.
Inflict Physic/Magick Defense Down effects.",ui\00_message\skill\custom_skill_info_09.gmd,\skill\custom_skill_data_09.arc,custom_skill_data_09.arc,17
18,CUSTOM_SKILL_INFO_09_231,"【ＥＸ追加効果】
エンチャントの効果を受けると
自身のみエンチャント属性の状態異常蓄積値が
大幅に増加","EX Additional Effects:
When you receive the enchant from this skill,
elemental
debilitation is greatly increased only on
yourself.",ui\00_message\skill\custom_skill_info_09.gmd,\skill\custom_skill_data_09.arc,custom_skill_data_09.arc,18
19,CUSTOM_SKILL_INFO_09_232,"【ＥＸ追加効果】
設置時のみ広範囲にエンチャント効果を付与","EX Additional Effects:
Grant enchantment to surrounding allies when you
place the
orb.",ui\00_message\skill\custom_skill_info_09.gmd,\skill\custom_skill_data_09.arc,custom_skill_data_09.arc,19
0,CUSTOM_SKILL_COMMAND_10_143,"セットボタンを押す
LV.６で再度セットボタンを押すと派生斬り
アタックブーストで強化可能","Press the assigned button.
At LV.6, press the assigned button again to
invert slash direction.
Further enhanced with Attack Boost.",ui\00_message\skill\custom_skill_command_10.gmd,\skill\custom_skill_data_10.arc,custom_skill_data_10.arc,0
1,CUSTOM_SKILL_COMMAND_10_144,"セットボタンを押す
アタックブーストで強化可能","Press the assigned button.
Further enhanced with Attack Boost.",ui\00_message\skill\custom_skill_command_10.gmd,\skill\custom_skill_data_10.arc,custom_skill_data_10.arc,1
2,CUSTOM_SKILL_COMMAND_10_146,"セットボタンを押す
アタックブーストで強化可能","Press the assigned button.
Further enhanced with Attack Boost.",ui\00_message\skill\custom_skill_command_10.gmd,\skill\custom_skill_data_10.arc,custom_skill_data_10.arc,2
3,CUSTOM_SKILL_COMMAND_10_149,"セットボタンを押す
ヒールブーストで強化可能","Press the assigned button.
Further enhanced with Heal Boost.",ui\00_message\skill\custom_skill_command_10.gmd,\skill\custom_skill_data_10.arc,custom_skill_data_10.arc,3
4,CUSTOM_SKILL_COMMAND_10_145,"セットボタンを連続して押す
アタックブーストで強化可能","Repeatedly press the assigned button.
Further enhanced with Attack Boost.",ui\00_message\skill\custom_skill_command_10.gmd,\skill\custom_skill_data_10.arc,custom_skill_data_10.arc,4
5,CUSTOM_SKILL_COMMAND_10_147,"セットボタンを押す
発現後、再度セットボタンを押すと起爆
アタックブーストで強化可能","Press the assigned button.
After conjuring, press the assigned button
again to detonate.
Further enhanced with Attack Boost.",ui\00_message\skill\custom_skill_command_10.gmd,\skill\custom_skill_data_10.arc,custom_skill_data_10.arc,5
6,CUSTOM_SKILL_COMMAND_10_150,"セットボタンを押す
展開後、その場に留まることで展開時間を延長
ヒールブーストで強化可能","Press the assigned button.
After deployment, extend duration by
staying in place.
Further enhanced with Heal Boost.",ui\00_message\skill\custom_skill_command_10.gmd,\skill\custom_skill_data_10.arc,custom_skill_data_10.arc,6
7,CUSTOM_SKILL_COMMAND_10_148,"セットボタンを押す
発現後、再度セットボタンを押すと攻撃
アタックブーストで強化可能 
<COL ff7878>バリアの霊力最大時の発動で戦甲へのカウンターに特化</COL>","Press the assigned button.
After forming the barrier, press the assigned
button
to release energy. Further enhanced with Attack
Boost.
<COL ff7878>Effective against War-Ready enemies
if this skill is executed
at maximum spiritual accumulation.</COL>",ui\00_message\skill\custom_skill_command_10.gmd,\skill\custom_skill_data_10.arc,custom_skill_data_10.arc,7
8,CUSTOM_SKILL_COMMAND_10_153,"セットボタンを押す
アタックブーストで強化可能","Press the assigned button.
Further enhanced with Attack Boost.",ui\00_message\skill\custom_skill_command_10.gmd,\skill\custom_skill_data_10.arc,custom_skill_data_10.arc,8
9,CUSTOM_SKILL_COMMAND_10_188,"セットボタンを押す
ヒールブーストで強化可能","Press the assigned button.
Further enhanced with Heal Boost.",ui\00_message\skill\custom_skill_command_10.gmd,\skill\custom_skill_data_10.arc,custom_skill_data_10.arc,9
10,CUSTOM_SKILL_COMMAND_10_195,"セットボタンを押す
ヒールブーストで強化可能","Press the assigned button.
Further enhanced with Heal Boost.",ui\00_message\skill\custom_skill_command_10.gmd,\skill\custom_skill_data_10.arc,custom_skill_data_10.arc,10
11,CUSTOM_SKILL_COMMAND_10_196,"セットボタンを押す
ヒールブーストで強化可能","Press the assigned button.
Further enhanced with Heal Boost.",ui\00_message\skill\custom_skill_command_10.gmd,\skill\custom_skill_data_10.arc,custom_skill_data_10.arc,11
12,CUSTOM_SKILL_COMMAND_10_193,"セットボタンを押す
再度セットボタンを押すと派生斬り
アタックブーストで強化可能","Press the assigned button.
Press the assigned button again to invert slash
direction.
Further enhanced with Attack Boost.",ui\00_message\skill\custom_skill_command_10.gmd,\skill\custom_skill_data_10.arc,custom_skill_data_10.arc,12
13,CUSTOM_SKILL_COMMAND_10_194,"セットボタンを押す
再度セットボタンを押すと派生斬り
アタックブーストで強化可能","Press the assigned button.
Press the assigned button again to invert slash
direction.
Further enhanced with Attack Boost.",ui\00_message\skill\custom_skill_command_10.gmd,\skill\custom_skill_data_10.arc,custom_skill_data_10.arc,13
14,CUSTOM_SKILL_COMMAND_10_233,"セットボタンを押す
アタックブーストで強化可能","Press the assigned button.
Further enhanced with Attack Boost.",ui\00_message\skill\custom_skill_command_10.gmd,\skill\custom_skill_data_10.arc,custom_skill_data_10.arc,14
15,CUSTOM_SKILL_COMMAND_10_234,"セットボタンを押す
アタックブーストで強化可能","Press the assigned button.
Further enhanced with Attack Boost.",ui\00_message\skill\custom_skill_command_10.gmd,\skill\custom_skill_data_10.arc,custom_skill_data_10.arc,15
16,CUSTOM_SKILL_COMMAND_10_235,"セットボタンを押す
展開後、その場に留まることで展開時間を延長
ヒールブーストで強化可能","Press the assigned button.
After deployment, extend duration by
staying in place.
Further enhanced with Heal Boost.",ui\00_message\skill\custom_skill_command_10.gmd,\skill\custom_skill_data_10.arc,custom_skill_data_10.arc,16
17,CUSTOM_SKILL_COMMAND_10_236,"セットボタンを押す
展開後、その場に留まることで展開時間を延長
ヒールブーストで強化可能","Press the assigned button.
After deployment, extend duration by
staying in place.
Further enhanced with Heal Boost.",ui\00_message\skill\custom_skill_command_10.gmd,\skill\custom_skill_data_10.arc,custom_skill_data_10.arc,17
0,CUSTOM_SKILL_INFO_10_143,"斬り上げながら敵を打ち上げる
<COL ffdc78>LV UP毎に攻撃威力の上昇
LV.６でボタンの追加入力により派生斬りが発動</COL>","Launch enemies upward with a slash.
<COL ffdc78>LV UP: Increases damage of skill.
LV.6: Invert direction of slash with an additional
button press.</COL>",ui\00_message\skill\custom_skill_info_10.gmd,\skill\custom_skill_data_10.arc,custom_skill_data_10.arc,0
1,CUSTOM_SKILL_INFO_10_144,"槍を振り払い、周囲を巻き込みながら攻撃する
空中発動可能
<COL ffdc78>LV UP毎に攻撃威力の上昇
LV.６でのけぞり、吹き飛び中でも発動可能</COL>","Swing the lance around, and attack
the surrounding area. Can be used in mid-air.
<COL ffdc78>LV UP: Increases damage of skill.
LV.6: Can be used while taking damage, and even
while
being knocked off an enemy.</COL>",ui\00_message\skill\custom_skill_info_10.gmd,\skill\custom_skill_data_10.arc,custom_skill_data_10.arc,1
2,CUSTOM_SKILL_INFO_10_146,"力を溜めて離れた敵を攻撃する
初段がヒットすることで連続ヒットする追撃が発生
<COL ffdc78>LV UP毎に攻撃威力の上昇
LV.６で溜め段階拡張（１→２）</COL>","Gather energy and thrust forward,
releasing a blast of energy. The first strike
always
chases an enemy.
<COL ffdc78>LV UP: Increases damage of the skill.
LV.6:Increases number of hits (1→2).</COL>",ui\00_message\skill\custom_skill_info_10.gmd,\skill\custom_skill_data_10.arc,custom_skill_data_10.arc,2
3,CUSTOM_SKILL_INFO_10_149,"体力回復と防御力上昇効果の霊力エリアを展開する
エリアに接触した味方へ一定時間効果を付与
<COL ffdc78>LV UP毎に効果時間延長
LV.６で展開エリアの設置時間延長</COL>","Form a pool of spiritual energy that
recovers health and grants allies whom walk into
it
a Defense boost for a period of time.
<COL ffdc78>LV UP: Increases duration of effect.
LV.6: Increases duration of pool.</COL>",ui\00_message\skill\custom_skill_info_10.gmd,\skill\custom_skill_data_10.arc,custom_skill_data_10.arc,3
4,CUSTOM_SKILL_INFO_10_145,"前方に連続して攻撃を繰り出す
攻撃回数によって最後の一撃の威力が変化する
<COL ffdc78>LV UP毎に攻撃威力の上昇
LV.６で最大攻撃回数増加</COL>","Spin the lance all-around, continuously slashing
forward. The last blow's power changes according
to the number of
attacks made.
<COL ffdc78>LV UP: Increases damage of skill.
LV.6: Increases maximum number of attacks.</COL>",ui\00_message\skill\custom_skill_info_10.gmd,\skill\custom_skill_data_10.arc,custom_skill_data_10.arc,4
5,CUSTOM_SKILL_INFO_10_147,"攻撃すると衝撃波が発生する霊球を発現する
霊球は攻撃を受けることで霊力が溜まり
起爆することも可能／起爆は空中発動可能
<COL ffdc78>LV UP毎に攻撃威力の上昇
LV.６で霊力最大の起爆ヒット数増加／溜まる霊力増加</COL> ","Form a spirit orb that generates shockwaves when
attacked.
The orb gathers spiritual energy when attacked.
It can also
be detonated both on the ground and mid-air
manually.
<COL ffdc78>LV UP: Increases damage of skill.
LV.6: Increases maximum hits of the detonation
and amount of
spirit energy gained.</COL>",ui\00_message\skill\custom_skill_info_10.gmd,\skill\custom_skill_data_10.arc,custom_skill_data_10.arc,5
