0,,"あー、見つかっちゃったか
隠れてるつもりだったんだけどなぁ","Ah, it seems I've been found out. I thought I was
hiding well.",ui\00_message\npc\base\n2861.gmd,\npc\n2861.arc,n2861.arc,0,Enf
0,,いいえ,Cancel,ui\00_message\npc\base\n3053.gmd,\npc\n3053.arc,n3053.arc,3,Shekel
0,,"辛い時はお互い様、ですもんね
どうぞ、奥にベッドがありますから
疲れがとれるまで休んでいってくださいね！","When times are tough, it's only fair to help each
other, right?
Please, there's a bed over there. Take a rest
until you're refreshed, okay!",ui\00_message\npc\base\n3053.gmd,\npc\n3053.arc,n3053.arc,4,Shekel
0,,はい,OK,ui\00_message\npc\base\n3053.gmd,\npc\n3053.arc,n3053.arc,5,Shekel
0,,いいえ,Cancel,ui\00_message\npc\base\n3053.gmd,\npc\n3053.arc,n3053.arc,6,Shekel
0,,"《弱化の治療》ですね
<VAL PRICE_WEAK>です
しっかり治療しますから、安心してください！","""Treat Weakness,"" is it?
It's <VAL PRICE_WEAK>.
Rest assured, I will provide thorough treatment!",ui\00_message\npc\base\n3053.gmd,\npc\n3053.arc,n3053.arc,7,Shekel
0,,はい,OK,ui\00_message\npc\base\n3053.gmd,\npc\n3053.arc,n3053.arc,8,Shekel
0,,いいえ,Cancel,ui\00_message\npc\base\n3053.gmd,\npc\n3053.arc,n3053.arc,9,Shekel
0,,"うーん、わたしが見たところ
《弱化》はしてないみたいです
ここに来るまでに治ったのかしら――","Hmm, from what I've seen, it doesn't seem like
you've been weakened.
I wonder if you healed before coming here...",ui\00_message\npc\base\n3053.gmd,\npc\n3053.arc,n3053.arc,10,Shekel
0,,"あ、わたしばっかり座りながらでごめんなさい
ここに来るまでに足を痛めてしまって
立っていられないんです","Ah, I'm sorry for sitting here by myself. I
injured my leg before coming here, so I can't
stand.",ui\00_message\npc\base\n3053.gmd,\npc\n3053.arc,n3053.arc,11,Shekel
0,,"村が――鎧を付けた大きな魔物に
襲われたんです
気付いたら家族ともはぐれて――","The village was attacked by a large monster
wearing armor.
Before I knew it, I got separated from my family.",ui\00_message\npc\base\n3053.gmd,\npc\n3053.arc,n3053.arc,12,Shekel
0,,"でも、逃げてくる途中で
ナヤジークさんに会えたんです
足を痛めたわたしに肩を貸してくださって
それで今、ここにいられています","However, on the way while I was fleeing, I
encountered Lord Nayajiku.
He kindly lent me his shoulder as I had injured
my leg.
Thanks to that, I am able to be here now.",ui\00_message\npc\base\n3053.gmd,\npc\n3053.arc,n3053.arc,13,Shekel
0,,"父の真似事から始めたんですけど
医療の勉強をしていてよかったです
こうして皆さんのお役に立てますから","I started by imitating my father, but I'm glad I
studied medicine.
Because I can help all of you this way.",ui\00_message\npc\base\n3053.gmd,\npc\n3053.arc,n3053.arc,14,Shekel
0,,"よう
要る物があるなら見ていけよ","If you have something you need, go ahead and take
a look.",ui\00_message\npc\base\n3054.gmd,\npc\n3054.arc,n3054.arc,0,Khalil
0,,"俺もだけど、商人ってのは強いぜ
こんな状況になっても、まだ生きてるコネがある
そこから物やら情報を仕入れられるんだからな","Not just me, but merchants are strong too.
Even in a situation like this, they still have
connections to keep them alive.
They can gather goods and information from there.",ui\00_message\npc\base\n3054.gmd,\npc\n3054.arc,n3054.arc,1,Khalil
0,,"ちっと展望城に用があってな
今はまだ様子見だが――","I have something to do at Lookout Castle.
Right now, I'm just observing the situation
though...",ui\00_message\npc\base\n3054.gmd,\npc\n3054.arc,n3054.arc,2,Khalil
0,,"この一軒家が拠点として機能してるのは
ナヤジークのお陰だな
裏手では野菜まで作ってるんだぜ","This single house is functioning as a base,
thanks to Nayajiku.
They even grow vegetables in the backyard.",ui\00_message\npc\base\n3054.gmd,\npc\n3054.arc,n3054.arc,3,Khalil
0,,"ああ、どうも
旅の仲間をお探しでしょうか？","Ah, I see.
Are you looking for travel companions?",ui\00_message\npc\base\n3055.gmd,\npc\n3055.arc,n3055.arc,0,Artin
0,,"仲間といえば――
私は牛をたくさん飼ってましてね
仲間みたいなもんでしたよ、ええ","Speaking of companions...
I used to have a lot of oxen, you know.
They were like my companions, yes.",ui\00_message\npc\base\n3055.gmd,\npc\n3055.arc,n3055.arc,1,Artin
0,,"ここでの生活に不満はありませんが
村に残してきた牛たちが気がかりです
連れて逃げられたら良かったのですが","I have no complaints about life here, but I am
worried about the cows I left behind in the
village.
It would have been good if I could have brought
them with me.",ui\00_message\npc\base\n3055.gmd,\npc\n3055.arc,n3055.arc,2,Artin
0,,"ナヤジークさんの案で
近くの高台の上に畑を作ってるんです
あんな風に、家畜小屋も作れたらなぁ――","With Nayajiku's suggestion, we are creating a
field on a nearby high hill.
It would be nice if we could also build livestock
sheds like that...",ui\00_message\npc\base\n3055.gmd,\npc\n3055.arc,n3055.arc,3,Artin
0,,えっと、何か？,"Um, is there something you need?",ui\00_message\npc\base\n3056.gmd,\npc\n3056.arc,n3056.arc,0,Dennis
0,,――はい,"Yes, what is it?",ui\00_message\npc\base\n3056.gmd,\npc\n3056.arc,n3056.arc,1,Dennis
0,,"あっ、覚者さん
どうしたの？","Oh, Arisen, what's wrong?",ui\00_message\npc\base\n3056.gmd,\npc\n3056.arc,n3056.arc,2,Dennis
0,,"早くお父さんとお母さんが
迎えに来てくれないかなって――
妹にも会いたい――怖いよ――","I wish my father and mother would come pick me up
quickly...
I want to see my sister too... I'm scared...",ui\00_message\npc\base\n3056.gmd,\npc\n3056.arc,n3056.arc,3,Dennis
0,,"ぼくがここにいるって、どうしたら
家族に伝わるんだろう？
ぼくも、家族がどこにいるかわからないのに――","How can I make my presence known to my family?
Even though I don't know where my family is...",ui\00_message\npc\base\n3056.gmd,\npc\n3056.arc,n3056.arc,4,Dennis
0,,"どこに行ったらいいのか
何にもわからなくて――
どうしよう――","Where should I go?
I don't know anything...
What should I do...",ui\00_message\npc\base\n3056.gmd,\npc\n3056.arc,n3056.arc,5,Dennis
0,,"ナヤジークさんがね
人が多いところに来た方が、お父さんや
お母さんが見つかりやすいかもって
ここに連れてきてくれたんだ","Nayajiku told me that if we come to a place with
many people, it might be easier to find my father
or mother.
That's why they brought me here.",ui\00_message\npc\base\n3056.gmd,\npc\n3056.arc,n3056.arc,6,Dennis
0,,"ここにいれば、きっといつか
お父さんたちのことを知ってる人に会えるよね！
だって、これだけたくさんの人がいるんだもん","If I stay here, I'm sure I'll eventually meet
someone who knows about Dad.
After all, there are so many people here.",ui\00_message\npc\base\n3056.gmd,\npc\n3056.arc,n3056.arc,7,Dennis
0,,"ここに来てから、ちょっと気分が良いよ
アデムと遊ぶのも楽しいしね！","Since coming here, I've been feeling a little
better.
It's fun playing with Adem, too!",ui\00_message\npc\base\n3056.gmd,\npc\n3056.arc,n3056.arc,8,Dennis
0,,"迷子になった時は変に動くよりも
迎えを待ちなさいって、お父さんが言ってたんだ","When you get lost, instead of wandering
aimlessly, my father used to say, ""Wait for
someone to come and find you.""",ui\00_message\npc\base\n3056.gmd,\npc\n3056.arc,n3056.arc,9,Dennis
0,,"俺は村の警備があって
ここを離れられないが――話だけなら","I am responsible for guarding the village, so I
cannot leave here... but if it's just talking,
then I can.",ui\00_message\npc\base\n3057.gmd,\npc\n3057.arc,n3057.arc,0,Berg
0,,"ちょっと場所は辺鄙だが
一見平和そうな村に見えるだろう
――最初はただの空き屋だったなんて
俺も信じられない","The location is a bit remote, but at first
glance, it may seem like a peaceful village.
I can't believe that it was just an abandoned
house.",ui\00_message\npc\base\n3057.gmd,\npc\n3057.arc,n3057.arc,1,Berg
0,,"疲れてるなら、小屋の中で
休んでいくといい
ここまで来るのも大変だったろう","If you're tired, it's a good idea to rest inside
the hut.
It must have been tough to come all the way here.",ui\00_message\npc\base\n3057.gmd,\npc\n3057.arc,n3057.arc,2,Berg
0,,"そこにいるデニスって子なんだが――
すすまみれでトボトボ歩いてるのを
俺が保護してきたんだ","There's this kid named Dennis over there---
I found him walking slowly, covered in soot, and
brought him under my protection.",ui\00_message\npc\base\n3057.gmd,\npc\n3057.arc,n3057.arc,3,Berg
0,,"家族とはぐれたのが堪えたらしくて
どうにも元気が出ないみたいだ
まだ子供なのに、可哀想にな――","It seems like they are feeling down because they
have been separated from their family, and they
can't seem to muster up any energy. Even though
they are still a child, it's quite pitiful.",ui\00_message\npc\base\n3057.gmd,\npc\n3057.arc,n3057.arc,4,Berg
0,,"ああ、デニスって子は
ナヤジークさんが展望城に連れてったよ
そっちの方が家族も見つかりやすいだろうからってね","Ah, that child Dennis, Nayajiku took him to
Lookout Castle.
They said it would be easier to find a family
there.",ui\00_message\npc\base\n3057.gmd,\npc\n3057.arc,n3057.arc,5,Berg
0,,"家族、無事に見つかるといいんだが――
あの子も期待してたみたいだからな","I hope the family is found safe and sound.
That child seemed to have high expectations too,
so...",ui\00_message\npc\base\n3057.gmd,\npc\n3057.arc,n3057.arc,6,Berg
0,,なになに？　私に何か用？,"What is it, what is it? Do you have something you
need from me?",ui\00_message\npc\base\n3058.gmd,\npc\n3058.arc,n3058.arc,0,Sheelah
0,,"この村、すごいよねぇ
色んなところから逃げてきた人たちが
それぞれに働いてこんなにうまく回ってるんだって","This village, isn't it amazing?
People who have escaped from various places are
all working and it's running so smoothly.",ui\00_message\npc\base\n3058.gmd,\npc\n3058.arc,n3058.arc,1,Sheelah
0,,"ナヤジークさんって
昔は大女優だったらしいよ～
確かに、今もそんな感じだよね","Nayajiku, I heard she used to be a famous actress
back in the day.
Honestly, she still has that kind of presence
even now.",ui\00_message\npc\base\n3058.gmd,\npc\n3058.arc,n3058.arc,2,Sheelah
0,,"私も弓の腕はなかなかなんだよ
ま、今はまだそれを見せつける時
じゃないかな～なんて","My skill with a bow is not bad either, you know?
Well, now is probably not the time to show it off.
Or so I think～",ui\00_message\npc\base\n3058.gmd,\npc\n3058.arc,n3058.arc,3,Sheelah
0,,"え？　どうしてこんなところにって――
いやあ、ここら辺なんか怪しいな～って
勘なんだけどね、勘！","Huh? Why am I in a place like this...?
Well, I have a feeling that this area is a bit
suspicious, you know～ Just using my intuition,
that's all!",ui\00_message\npc\base\n3058.gmd,\npc\n3058.arc,n3058.arc,4,Sheelah
0,,"それで、今日はどんな感じにする？
戦技を変えるんでしょ？","So, how are we going to approach it today?
Are we going to change our tactics?",ui\00_message\npc\base\n3100.gmd,\npc\n3100.arc,n3100.arc,0,Mertem
0,,"展望城も取り返せたことだし
これからグイグイいけそうな気がしてるんだ
――君がいるからかな？","Now that we've reclaimed Lookout Castle, I feel
like we can go full steam ahead from here....
Is it because you're here?",ui\00_message\npc\base\n3100.gmd,\npc\n3100.arc,n3100.arc,1,Mertem
0,,"まだ立ち直れない人もいれば
慎重な人もいるけど、あたしはちょっとでも
希望を見つけて喜んでいきたいよ","There are still some people who haven't been able
to recover,
and there are also cautious individuals, but as
for me,
I want to find even a glimmer of hope and embrace
it joyfully.",ui\00_message\npc\base\n3100.gmd,\npc\n3100.arc,n3100.arc,2,Mertem
0,,"状況に応じて戦技を付け替えてるのね
感心感心！　それってとっても重要だよね","It seems like you're changing your combat
techniques depending on the situation. I'm really
impressed!
That's extremely important, isn't it?",ui\00_message\npc\base\n3100.gmd,\npc\n3100.arc,n3100.arc,3,Mertem
0,,"あら、覚者様じゃない
今日はどうしました？","Oh, it's not the Arisen, is it? What can I do for
you today?",ui\00_message\npc\base\n3101.gmd,\npc\n3101.arc,n3101.arc,0,Thea
0,,"ぐっすり眠ると、心も体も癒されますものね
適切な休養って大切なんですよ
ああ、お代は<VAL PRICE_INN>です
休んでいかれるでしょう？","When you sleep soundly, both your heart and body
are healed, you know.
Proper rest is really important. Ah, the cost is
<VAL PRICE_INN>.
Will you be taking a rest?",ui\00_message\npc\base\n3101.gmd,\npc\n3101.arc,n3101.arc,1,Thea
0,,はい,OK,ui\00_message\npc\base\n3101.gmd,\npc\n3101.arc,n3101.arc,2,Thea
0,,いいえ,No,ui\00_message\npc\base\n3101.gmd,\npc\n3101.arc,n3101.arc,3,Thea
0,,"そうですね――今はベッドにも空きがあるし
自由に眠っていってもらって大丈夫です
こういう日があってもいいじゃないですか","I see...
Well, we have plenty of beds available right now,
so feel free to sleep as long as you need.
It's okay to have days like this, you know.",ui\00_message\npc\base\n3101.gmd,\npc\n3101.arc,n3101.arc,4,Thea
