0,3,"Maybe I should take a short rest. Since no one is
lending a hand.",\npc\n0591.arc,n0591.arc,ui\00_message\npc\base\n0591.gmd,"少し休もうかしら
誰も手を貸してくれないんだもの",
0,2,"So, do you have what you need?",\npc\n1200.arc,n1200.arc,ui\00_message\npc\base\n1200.gmd,どうだい、必要なものはあるかい？,
0,3,"Hey, take a look at
I deal with all kinds of materials.",\npc\n1200.arc,n1200.arc,ui\00_message\npc\base\n1200.gmd,"やぁ、見てってくれ
各種素材を扱ってるよ",
0,0,"It's a problem when it's a stall on a rainy day.
The products get wet and the ground is cold.",\npc\n1201.arc,n1201.arc,ui\00_message\npc\base\n1201.gmd,"雨の日は露店だと困るんだよね
商品は濡れちゃうし、地面も冷たいし",
0,1,Damp enemies are more likely to appear outside,\npc\n1201.arc,n1201.arc,ui\00_message\npc\base\n1201.gmd,外もじめじめした魔物が出やすいのよ,
0,2,"We're so close to the temple here.
I'm sure the memorandum will just stop by.
I'm still relieved.",\npc\n1201.arc,n1201.arc,ui\00_message\npc\base\n1201.gmd,"ここは神殿に近いからねぇ
覚者さんが立ち寄ってくれるだけ
まだ安心だよ",
0,3,"We have the ocean here.
We're the best when it comes to seafood.",\npc\n1201.arc,n1201.arc,ui\00_message\npc\base\n1201.gmd,"ここは海があるからね
海の幸ならうちが一番さ",
0,4,"Why don't you go to the cliffs, the beach, the
lighthouse, just for a
moment and see what it's all about?",\npc\n1201.arc,n1201.arc,ui\00_message\npc\base\n1201.gmd,"崖際に海岸に灯台に、ちょっくら
足を延ばしてみたらどうだい？",
0,5,"Hello
, we have various collection tools and daily
necessities available",\npc\n1201.arc,n1201.arc,ui\00_message\npc\base\n1201.gmd,"こんにちは
採取道具に日用品まで、いろいろ揃えてるよ",
0,0,"Why don't you take a break?
It's
<VAL PRICE_INN>per night, including a fish dinner!",\npc\n1202.arc,n1202.arc,ui\00_message\npc\base\n1202.gmd,"休憩していってはどうですか？
魚料理もついて、一泊
<VAL PRICE_INN>ですよ！",
0,1,Yes,\npc\n1202.arc,n1202.arc,ui\00_message\npc\base\n1202.gmd,はい,
0,2,No,\npc\n1202.arc,n1202.arc,ui\00_message\npc\base\n1202.gmd,いいえ,
0,3,"Oh, are you tired?
Your room is always ready for you!
Well, feel free to take a break!",\npc\n1202.arc,n1202.arc,ui\00_message\npc\base\n1202.gmd,"おお、お疲れですか？
あなたのお部屋は常に準備してますとも！
さ～、どうぞ休憩はご自由に",
0,4,Yes,\npc\n1202.arc,n1202.arc,ui\00_message\npc\base\n1202.gmd,はい,
0,5,No,\npc\n1202.arc,n1202.arc,ui\00_message\npc\base\n1202.gmd,いいえ,
0,6,"Oh, Lord
, is it 《treat weakness》? In that case, please
give me around
<VAL PRICE_WEAK>as payment",\npc\n1202.arc,n1202.arc,ui\00_message\npc\base\n1202.gmd,"おや覚者さま、《弱化の治療》ですか
では代金として
<VAL PRICE_WEAK>ほど、お願いします",
0,7,Yes,\npc\n1202.arc,n1202.arc,ui\00_message\npc\base\n1202.gmd,はい,
0,8,No,\npc\n1202.arc,n1202.arc,ui\00_message\npc\base\n1202.gmd,いいえ,
0,9,"Well, well, well, well... The Arisen looks well.
I'm not ""weakened"" by it!",\npc\n1202.arc,n1202.arc,ui\00_message\npc\base\n1202.gmd,"おやおや、覚者さまはお元気そうです
《弱化》にはかかっていませんよ！",
0,10,"This village, Rotes, has great fish!
Wine is also brought in from Tel
Please take your time and stay with us!",\npc\n1202.arc,n1202.arc,ui\00_message\npc\base\n1202.gmd,"この村ローテスは魚が旨い！
ワインもテルから取り寄せてます
ささ、ゆっくりと滞在していってくださいよ",
0,11,"Dear Arisen, as an adventurer's inn, I can set
you up in one piece.
Can I help you?",\npc\n1202.arc,n1202.arc,ui\00_message\npc\base\n1202.gmd,"覚者さま、冒険者の宿として
一通りの準備はできますよ
ご用はありませんかな？",
0,12,"The issues raised in the village are posted on
the 《Quest Board》 at
We would be grateful for your help!",\npc\n1202.arc,n1202.arc,ui\00_message\npc\base\n1202.gmd,"村で上がった問題は《クエストボード》に
貼っております
ぜひ、お力をお貸し頂けるとありがたい！",
0,13,Welcome to the Sea Dragon's Inn!,\npc\n1202.arc,n1202.arc,ui\00_message\npc\base\n1202.gmd,ようこそ、海竜亭へ！,
0,0,"In Bria, there is another beach called
《青爪浜》 to the south of the front beach.",\npc\n1203.arc,n1203.arc,ui\00_message\npc\base\n1203.gmd,"ブリアには、表の浜辺の南側にも
《青爪浜》って浜辺があるんだよ",
0,1,"There used to be a village there called Leflor.
They say that overnight there was no one there.",\npc\n1203.arc,n1203.arc,ui\00_message\npc\base\n1203.gmd,"そこには昔、《ルフロー》っていう村があったんだが
一夜にして誰も居なくなったそうなんだ",
0,2,"I don't know what happened, but it's a scary
story.",\npc\n1203.arc,n1203.arc,ui\00_message\npc\base\n1203.gmd,何があったか知らんが、おっかない話だよ,
0,3,"Rarely does something unexpected
wash up on the beach.
Walk it every day and you might find something
interesting!",\npc\n1203.arc,n1203.arc,ui\00_message\npc\base\n1203.gmd,"海岸にはまれに思わぬものが
漂着することがある
毎日歩きゃ、面白い物が見つかるかもしれんぜ",
0,4,"If you see long shadows on the beach, be careful.
The most terrifying sea dragons
can wander in and out of sight.",\npc\n1203.arc,n1203.arc,ui\00_message\npc\base\n1203.gmd,"浜辺で長い影を見たら注意しろよ
とんでもなく恐ろしい海竜が
ふらっと姿を現すこともあるからな",
0,5,"You know that lighthouse on the bluff along the
coast?
The old lighthouse keeper there used to be a
famous
priest-knight.",\npc\n1203.arc,n1203.arc,ui\00_message\npc\base\n1203.gmd,"海岸沿いの断崖に灯台があるだろ？
そこの灯台守の爺さんは、昔名うての
神官騎士だったって話だ",
0,6,"Oh, hello.",\npc\n1203.arc,n1203.arc,ui\00_message\npc\base\n1203.gmd,ああ、こんにちは,
0,0,"I picked up a beautiful shell once
I can find them sometimes when I'm walking along
the beach.",\npc\n1204.arc,n1204.arc,ui\00_message\npc\base\n1204.gmd,"前に綺麗な貝を拾ったの
海岸を歩いてたらたまに見つけられるのよ",
0,1,"If you have time, why don't you go to the beach?
It's a nice change of pace.",\npc\n1204.arc,n1204.arc,ui\00_message\npc\base\n1204.gmd,"時間があるなら浜辺にいってみたら？
いい気分転換になるわよ",
0,2,My hair gets sticky when I'm outside.,\npc\n1204.arc,n1204.arc,ui\00_message\npc\base\n1204.gmd,外にいたら髪がべたべたになっちゃう,
0,3,"How are you?
Take your time.",\npc\n1204.arc,n1204.arc,ui\00_message\npc\base\n1204.gmd,"ご機嫌いかが？
ゆっくりしていってよね",
0,0,"Ah, Ser Arisen!
By the way, I have good news.",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,"あっ、覚者さん！
そういえば良いニュースがあるんだ",
0,1,"I heard that the sub-crystal in Bria is now
available at
all of them!",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,"ブリアにある《辺境の礎》ってやつが
全部使えるようになったらしいよ！",
0,2,"I'm not quite sure how I'm supposed to use that
thing, but whatever.
Even the Keystones that the Arisen has never
touched before,he can use all of the ones in this
briar.",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,"俺はアレの使い方、いまいちわかってないんだけど
何でも、覚者さんが今までに触ったことのない礎も
このブリア内にある分は全部使えるんだってさ",
0,3,"The people at Temple arranged it because Arisen
often come to Bria.
They said he can go to places that have been hard
to get to in an instant.",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,"覚者さんがよくブリアに来るからって
神殿の人たちが手配してくれたんだ
今まで行きにくかった場所にも
一瞬で行けるんだってね",
0,4,"Keep up the good work with Bria
and Rotes, which is now easier to explore!",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,"探索しやすくなったブリアを
そしてローテスを、これからもよろしく！",
0,5,"Oh yeah, I've got a request for you, Arisen.
You know that old well near Grandpa Rudolfo's
house.
Some people say they saw something shiny at the
back of it.",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,"そうそう、覚者さんにお願いしたいことがあってさ
ルドルフォ爺さんの家の近くに古い井戸があるだろ
その奥に光るものを見たって人がいるんだ",
0,6,"Maybe, just maybe
there is a treasure at the bottom of the well..!
Treasure can be found in such a humble place
",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,"もしかして、もしかしたらだよ
井戸の底にお宝が眠ってたりしたら――！
お宝って意外とああいう地味なところに
ありそうだしさ！",
0,7,"So, I'd like you to come take a look inside if
you'd like.
Give me a shout before you go.
The blue light at the bottom of the well, it's
curious, isn't it?",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,"ってわけで、よかったら中を見てきて欲しいんだ
行く前には一声かけてくれ
井戸底に沈む青い光、気になるじゃないか",
0,8,"Arisen, I had you take a look at it the other day;
It's an ""old well under a lighthouse"",
You see the sealed door at the back?",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,"覚者さん、この前も見てきてもらった
《灯台下の古井戸》なんだけどさ
奥に封鎖された扉があっただろ？",
0,9,"That's supposed to be a door that leads to an old
ruin
but by the time I became Area Master
it was already sealed up
and no one knows what's going on in the back.",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,"あれは古い遺跡に繋がる扉らしいんだけど
俺がエリアマスターになった時には
既に封鎖されててね
奥がどうなってるかは誰も知らないんだ",
0,10,"But I didn't want to keep the blockade up
forever, so
I took the plunge and unblocked it,
since I've had a lot of Arisen people stop by now.",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,"でも、ずっと封鎖したままっていうのもなんだし
今は覚者さんもよく寄ってくれるから
思い切って封鎖を解いてみたんだ",
0,11,"The ocean is a man's romance, but
there's something tantalizing about a site that's
been sealed off, too
isn't there?",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,"海は男のロマンだけど
封鎖されていた遺跡っていうのも
何というかくすぐられるものがあるだろ？",
0,12,"Arisen, let's talk in secret for a moment...",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,覚者さん、ちょっと内密に話が――,
0,13,"No, no, I'm not talking about the kind of
story that needs to be hidden.
The Moltova Ruins, which we broke the blockade on
the other day--
I'm going to go out there, and it seems--",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,"い、いや、隠さなきゃいけないような
話じゃないんだけどさ
この前封鎖を解いた《モルトバ遺跡》――
出る、らしくって――",
0,14,"What's coming out, of course, is that thing!
A dragon!　A water dragon.",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,"何が出るって、そりゃもちろんアレだよ！
竜だよ！　水竜ってやつさ",
0,15,"I thought because the Arisen is here I've broken
the blockade, but
I don't want the dragon inside to get out of
control.",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,"覚者さんが居るからと思って
封鎖は解いたけど
中の竜に暴れられるのは困るんだ",
0,16,"Could you go see if there's any sign of them
coming outside
I'd appreciate it if you'd give me a shout before
you leave.",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,"外に出てくる気配が無いか見てきてもらえないかな
出発前に声かけてくれると助かるよ",
0,17,"Arisen, thank you so much for coming to Breya
I really appreciate it
Thank you always!",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,"覚者さんがブリアに寄ってくれるようになって
本当に助かってるんだ
いつもありがとう！",
0,18,"I also want to be of help to you, Arisen
I'll do my best to give you even better things
than before",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,"俺も少しは覚者さんの力になりたいからさ
今まで以上に良いものを渡せるように頑張るよ",
0,19,"Now it's thanks to you, Arisen, that there is
Breya!
I'll rely on you from now on too!",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,"今や覚者さんあってのブリアだからさ！
今後ともよろしく頼むよ！",
0,20,"Arisen, please check the ""quest board""!
If you can help, it will be a great help to Rotes
too",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,"覚者さん、《クエストボード》見てくれよ！
手伝ってもらえたらローテスも大助かりさ",
0,21,"Have you already been to Moltova Lighthouse on
the cape?",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,岬のモルトバ灯台へはもう行ったか？,
0,22,"If you see old Rudolfo, tell him I said
hello.",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,"ルドルフォの爺さんに会ったら
よろしく伝えといてくれ",
0,23,"The romance of the sea is the size of it!
The occasional drifting ship is the best!",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,"海のロマンはやっぱでっかさだろ！
たまに来る漂流船なんか最高さ！",
0,24,"But I wonder where it's coming from.
It doesn't look like it's the Temple's Western
blasting ship.",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,"でも、どっから来るんだろうな
神殿の洋撃船でもなさそうだが",
0,25,"-You know, I was really glad when you came to
Rotes.",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,"――もう、何ていうかさ
あんたがローテスに来てくれて
本当に良かったよ",
0,26,"No one has ever been so
kind to me before, not the Knights or the Temple,
and
I'll help you as much as I can, too.",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,"今まで騎士団も神殿も、ここまで
親身になってくれた人はいなかったしな
俺も、できる限りあんたの力になるよ",
0,27,"Hi, I'd like to introduce myself again.
I'm O'Neill, the
area master for this part of the Brier Coast.",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,"こんにちは、あらためて自己紹介ね
俺はこの一帯、ブリア海岸の
エリアマスターをやってるオニールだ",
0,28,"Have you seen our boastful ocean and sandy
beaches?
It makes you feel a little more relaxed
but it's a lot more dangerous than it looks!",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,"自慢の海と砂浜は見てくれたかい？
ちょっとばかりのんびりした気分に
なってしまうけど、見た目よりずっと危険だよ",
0,29,"I know it's probably the influence of the ocean,
but be careful, the demons aren't the same as
Heidel or
Misriu.",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,"海の影響だろうけど魔物もハイデルや
ミスリウとは違うから気をつけてくれ",
0,30,"The other thing - the problem at hand is
the pirate-like ruffians, the Briar Treasure
Robbers.
That's the biggest problem we have right now.",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,"あとは――目下の問題と言えば
海賊まがいのならず者《ブリア宝奪団》だな
今はそれが一番の悩みの種だね",
0,31,"Well, if there's something you don't understand,
please ask me
for now",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,"まあ、わからないことがあったら
とりあえず聞いてくれよ",
0,32,"Wow, you're truly an Arisen!
I'm sorry for relying on you so much
From now on, please take care of me as well",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,"いやー、さすが覚者さん！
何かと任せちゃって申し訳ない
これからもよろしくな",
0,33,"Hey, thank you
Please help me with my work again",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,"やぁ、ありがとう
また仕事手伝ってくれよな",
0,34,I'll give you support items if you come,\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,来てくれたら支援品をあげるからさ！,
0,35,"Hey, thank you
Please help me with my work again",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,"やぁ、ありがとう
また仕事、手伝ってくれよな",
0,36,"Oh, Arisen, listen to me:
There's a ""Hidden Beach"" right behind the village.",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,"あ、覚者さん聞いてくれよ
村のすぐ裏にある《隠れ浜》なんだけどさ",
0,37,"Especially lately, there seems to be a lot of bad
guys
going in and out of there every now and then.
I wonder if they're from the Briar Treasure Troop.",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,"特に最近、そこにガラの悪そうなのが
ちょいちょい出入りしてるみたいなんだよ
例の《ブリア宝奪団》の奴らかなぁ",
0,38,"Anyway, if you see something suspicious, please
take care of it.",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,とにかく、怪しいのがいたら何とかしてくれよ,
0,39,"Oh, yeah!
I had something for you.",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,"お、そうだ！
あんたに渡すものがあったんだ",
0,40,"Look, I've got some pretty good stuff today.
Take it!",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,"見てくれ、今日は結構良い物があってさ
持ってってくれよ！",
0,41,"Arisen, there's an abandoned house little ways
down the coast.
Did you know there's an underground warehouse
there?",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,"覚者さん、海岸を少し行ったところに
廃墟があるんだけどさ
そこに地下倉庫があるのを知ってるか？",
0,42,"The villagers all call that place
the ""Seaside Cellar"".
It was sealed off because of the danger though.",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,"村のみんなが《海辺の地下室》って
呼んでる場所だよ
危ないから封鎖してたんだけど",
0,43,"I heard voices coming from within.
It seems that someone is inside.
I wanted to look in, but I didn't have the
courage--",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,"その中から、話し声が聞こえてさ
どうも誰かが入り込んでるみたいなんだ
中を見ようと思ったけど勇気が無くて――",
0,44,"If you're passing by, take a look.
It may be the ""Breya Treasure Bandits"" this time.",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,"もし通りかかったら見てみてくれよ
今度こそ《ブリア宝奪団》かもしれないな",
0,45,"Thank you for showing up.
Oh yes, please use this.
It may be of some help.",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,"顔出してくれてありがとうな
そうだ、これ使ってくれよ
何かの足しにはなるだろ",
0,46,"Arisen, a little advice for you.
Do you know where the harpies are nesting?
You know, the birdbath rock.",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,"覚者さん、ちょっと相談乗ってくれよ
ハーピーの営巣地、知ってるか？
ほら、《鳥寄せ岩》",
0,47,"There, the parent harpies with their eggs
started swarming
and they are called ""Martell Harpies"" and they
are more ferocious than the normal
harpies.",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,"あそこに、卵を抱えた親ハーピーが
群がるようになってさ
《マーテル・ハーピー》って言って、普通の
ハーピーより凶暴なんだよ",
0,48,"If this keeps up, it's going to be hard to get
old Rudolfo to
deliver the goods.
When you get around to it, can you ask him to
exterminate them for you?",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,"このままだとルドルフォの爺さんに
配達にいくのも大変だ
手が空いたらでいいから、退治頼めないかい？",
0,49,"You've come to the right place.
Here, take this, it's a leftover.",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,"丁度いいとこにきたな
これ、余りものだけど持ってってくれ",
0,50,"Lord, you're amazing!
I'm sorry to keep asking you for things",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,"いやー、さすが覚者さん！
何かと任せちゃって申し訳ない",
0,51,"I'll do my best to get you better items, so
please continue to take care of me
",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,"もっと良い物渡せるように頑張るからさ
これからもよろしくな",
0,52,"Ah, you're in a good place, Arisen!",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,ああ、覚者さん良い所に！,
0,53,"Have you ever been to the southern shore, Blue
Claw Beach?
",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,"南の浜辺――《青爪浜》には行った事が
あるかい？",
0,54,"On the way there, we came across the remains of a
camp
and before we knew it, a hobgoblin had settled
there.
It's a big guy.
He's big, and if he comes towards the village,
it's going to be a big problem!",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,"そこへ行く途中のキャンプ跡に
いつの間にかホブゴブリンが居付いちゃった
ようなんだ
体格も大きいし、村の方に来たら大変だ！",
0,55,"If you see him, please exterminate him.
I've contacted the Knights of Columbus, but they
haven't gotten back to me
.",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,"もし見かけたら退治してくれよ
騎士団にも連絡したんだけど、なかなか
返事が来なくてさ",
0,56,"Hey, Arisen! I have big news!",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,そうだ覚者さん、ビッグニュースだよ！,
0,57,"I found the treasure
and I think I know where it might be!",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,"例の財宝なんだけど
ありそうな場所が分かったんだ！",
0,58,"As it turns out, it's
the 《Tidal Caverns Cave》 near LeFlore--",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,"結論から言うと、それは
ルフロー近くにある《潮騒洞窟》――",
0,59,"Hey, you're interested, right?
Would you like to come and look for it?",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,"なぁ、興味あるよな？
探しにってみないかい？",
0,60,"It was sealed for a long time,
but I've opened it for you now.
Let me know if you decide to go and
I'll tell you more about the treasure.",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,"ずっと封鎖されてたんだけど
今は入れるようにしておいたから
行くってなったら俺に話しかけてくれよ
財宝について詳しく話すからさ",
0,61,"Ah, Arisen--
There's something I'd like to,
ah, speak with you about--",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,"か、覚者さん――
ちょっと聞いてほしいことが
あ、あるんだけどさ――",
0,62,"--What?
No, I'm not particularly scared of anything--
I mean, I'm not scared at all!",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,"――え！？
いや、俺は特になにも――
っていうか全然怖がってないけど！",
0,63,"Anyway, listen,
see, I told you before
that there's an abandoned village on the southern
beach, right?",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,"とにかく聞いてくれよ
ほら、南の浜辺に廃村があるって話は
前にしただろ？",
0,64,"There's a long-defunct village called Leflor.
Have you ever been there?",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,"ルフローっていうだいぶ前に滅んだ村さ
行ったことはあるかい？",
0,65,"The only thing that's clear is that it was
destroyed overnight.
Was it a big wave or did the demons get it?
The real story is a mystery.
We still don't know what happened to the
treasure, either.",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,"一夜で滅んだことだけははっきりしてるけど
大波が来たのか、魔物にやられたのか
本当のところは謎なんだ
財宝の件もまだ分からないんだけどさ",
0,66,"So, near that Leflor, a traveler who stopped by
the inn yesterday
said he saw a figure wandering
around, muttering something--.",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,"で、そのルフロー付近で、何か呟きながら
彷徨う人影を見たって
昨日宿に寄った旅人が言ってたんだよ――",
0,67,"-Is this, perhaps, a ghost...?
Hey, Arisen, I'm sure you're curious too, right?
So, come on. Please go and check it out.",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,"――これって、もしかして幽霊――？
ほら覚者さんも気になるだろ？
だからさ、ほら。確かめてきてくれよ",
0,68,"-You know, I was really glad when you came to
Rotes.",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,"――もう、何ていうかさ
あんたがローテスに来てくれて
本当に良かったよ",
0,69,"No Knighthood or Temple has ever been so
accommodating, and
I'll support you as much as I can, too.",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,"今まで騎士団も神殿も、ここまで
親身になってくれた人はいなかったし
俺も、できる限りあんたを支援するよ",
0,70,"From now on, count on me!",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,これからも、よろしくな！,
0,71,"Oh my God, Arisen!
A very powerful Cyclops has appeared on the Blue
Claw Beach.",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,"大変だ、覚者さん！
《青爪浜》にすごく強そうなサイクロプスが
現れたらしいんだ",
0,72,"Maybe that's the demon that destroyed LeFlore
in one night!",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,"もしかしたら、そいつがルフローを
一夜で壊滅させた魔物なのかなぁ！？",
0,73,"If such a thing
were to come to Rotes--",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,"もしそんなのがローテスへ来るような
ことがあったら――",
0,74,"Please, I know it's a lot to ask, but the only
person I can think of who can do something about
it is the Arisen!
I can't think of anything else.
You've got to fight that guy off somehow!",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,"頼むよ、大変だとは思うけど
なんとかできるとしたら、覚者さんくらいしか
思いつかないんだ
そいつをどうにか撃退してくれよ！",
0,75,"Yo!　If you're in the vicinity of the Brier Coast,
, ask me anything you want.",\npc\n1205.arc,n1205.arc,ui\00_message\npc\base\n1205.gmd,"よう！　ブリア海岸近辺の事なら
何でも聞いてくれ",
0,0,"Oh, yeah!
If you're going towards the lighthouse, you
should be careful near the ""Birdcage Rock""
",\npc\n1206.arc,n1206.arc,ui\00_message\npc\base\n1206.gmd,"そ、そうだ！
灯台の方にいくなら、《鳥寄せ岩》の
近くは気を付けたほうがいいよ",
0,1,"I've heard that sometimes the crazed parent
harpies build nests
and attack passersby
.",\npc\n1206.arc,n1206.arc,ui\00_message\npc\base\n1206.gmd,"気が立った親ハーピーが巣を作ってて
通りかかった人が襲われることも
あるらしいんだ",
0,2,"I'm worried!
What if a monster comes from the sea?",\npc\n1206.arc,n1206.arc,ui\00_message\npc\base\n1206.gmd,"し、心配だ！
海から化け物がきたらどうしよう！　",
0,3,"Ummm, I think I hear something
roaring from the beach out back--",\npc\n1206.arc,n1206.arc,ui\00_message\npc\base\n1206.gmd,"ううーん、裏の浜辺から何かの
唸り声が聞こえる気がする――",
0,4,"If the view is good, the enemy will find it
likely, and if it's bad, something will be lurking
which, what to do!",\npc\n1206.arc,n1206.arc,ui\00_message\npc\base\n1206.gmd,"見晴らしが良くても敵に見つかり
そうだし、悪くても何か潜んでそうだ
ど、どうしたら！",
0,5,"Ah, ah, do you need something from me?",\npc\n1206.arc,n1206.arc,ui\00_message\npc\base\n1206.gmd,あ、ああ、僕に何か用？,
0,0,"I wonder what fish we're having for dinner
tonight.",\npc\n1207.arc,n1207.arc,ui\00_message\npc\base\n1207.gmd,今日の晩ご飯のお魚なにかな,
0,1,"I love walking by the sea!
The water feels so good",\npc\n1207.arc,n1207.arc,ui\00_message\npc\base\n1207.gmd,"海沿い歩くの大好き！
水が気持ちいいよね",
0,2,"Do you know? The lighthouse on top of the cliff
has been there for a long time",\npc\n1207.arc,n1207.arc,ui\00_message\npc\base\n1207.gmd,"知ってる？　崖の上の灯台
かなり昔からあるんだって",
0,3,Hello!,\npc\n1207.arc,n1207.arc,ui\00_message\npc\base\n1207.gmd,こんにちは！,
0,0,"Oh, are you an adventurer?
If you don't mind, could you go inside and tell
Anise
the news from outside?",\npc\n1208.arc,n1208.arc,ui\00_message\npc\base\n1208.gmd,"あら、冒険者の方？
もし良ければなのですが、奥にいるアニスに
外の話を聞かせてやってくれません？",
0,1,"Ennis--
my boy is crippled
and I feel sorry for him.",\npc\n1208.arc,n1208.arc,ui\00_message\npc\base\n1208.gmd,"アニス――
私の子は足が不自由で
可哀そうな想いをさせてしまっているんです",
0,2,"Adventurers, I know you guys travel a lot
",\npc\n1208.arc,n1208.arc,ui\00_message\npc\base\n1208.gmd,"冒険者さん、あなた方は色々な所へ
旅されているんでしょうね",
0,3,"Oh, hello
Thanks for coming all the way out here!",\npc\n1208.arc,n1208.arc,ui\00_message\npc\base\n1208.gmd,"あら、こんにちは
わざわざ来て下さってありがとう",
