#Index,Key,MsgJp,MsgEn,GmdPath,ArcPath,ArcName,ReadIndex,,
0,,"くそっ！　まずは負傷者を保護して船に戻る！
神殿には情報が集まっているはずだ","Damn it!
First, we must protect the wounded
and get back to the ship!
The temple should have the information we need.",ui\00_message\event\st0572\ev015.gmd,\event\st0572\st0572ev015.arc,st0572ev015.arc,1,,
0,,くっ（闇に包まれ元の場所に戻されたリアクション）,"Hngh. (reaction to being enveloped in darkness
and returned to the original location)",ui\00_message\event\st3111\ev010.gmd,\event\st3111\st3111ev010.arc,st3111ev010.arc,1,,
0,,ここは――元の場所,We're back... To where we began.,ui\00_message\event\st3111\ev010.gmd,\event\st3111\st3111ev010.arc,st3111ev010.arc,2,,
0,,"俺が水竜とその後継者たる王を倒したのは
知っているな？","You know that I defeated the Water Dragon
and its successor, the king, right?",ui\00_message\event\st3111\ev010.gmd,\event\st3111\st3111ev010.arc,st3111ev010.arc,3,,
0,,その竜の目で見たはずだ,The eyes of the dragon must've seen it.,ui\00_message\event\st3111\ev010.gmd,\event\st3111\st3111ev010.arc,st3111ev010.arc,4,,
0,,水竜の竜力は俺がもらった,"The Dragon Force of the Water Dragon
was bestowed upon me.",ui\00_message\event\st3111\ev010.gmd,\event\st3111\st3111ev010.arc,st3111ev010.arc,5,,
0,,俺と共に来い――それが最善の選択だ,Come with me--it's for the best.,ui\00_message\event\st3111\ev010.gmd,\event\st3111\st3111ev010.arc,st3111ev010.arc,6,,
0,,レオ、堕ちたな、てめえ,"Leo, how you've fallen!",ui\00_message\event\st3111\ev010.gmd,\event\st3111\st3111ev010.arc,st3111ev010.arc,7,,
0,,行けよ,Just go.,ui\00_message\event\st3111\ev010.gmd,\event\st3111\st3111ev010.arc,st3111ev010.arc,8,,
0,,行くならひとりで行けよ――,"If you're going, go alone...",ui\00_message\event\st3111\ev010.gmd,\event\st3111\st3111ev010.arc,st3111ev010.arc,9,,
0,,統率――,Leader...,ui\00_message\event\st3111\ev010.gmd,\event\st3111\st3111ev010.arc,st3111ev010.arc,10,,
0,,エリオット、もう諦めよう,"Elliot, let's give up already.",ui\00_message\event\st3111\ev010.gmd,\event\st3111\st3111ev010.arc,st3111ev010.arc,11,,
0,,この人は――もう闇の中に堕ちちゃったんだよ,"This guy...
He's already fallen into the darkness.",ui\00_message\event\st3111\ev010.gmd,\event\st3111\st3111ev010.arc,st3111ev010.arc,12,,
0,,我らの闇は美しく、力強い,"The beauty and strength of our darkness
are simply undeniable.",ui\00_message\event\st3111\ev010.gmd,\event\st3111\st3111ev010.arc,st3111ev010.arc,13,,
0,,"この男は、その闇の住人だ
黒竜とともに歩む、理の破壊者","This man is a resident of darkness,
A destroyer of order, walking alongside the Black
Dragon.",ui\00_message\event\st3111\ev010.gmd,\event\st3111\st3111ev010.arc,st3111ev010.arc,14,,
0,,そういうことだ,That's how it is.,ui\00_message\event\st3111\ev010.gmd,\event\st3111\st3111ev010.arc,st3111ev010.arc,15,,
0,,理――,Order--,ui\00_message\event\st3111\ev010.gmd,\event\st3111\st3111ev010.arc,st3111ev010.arc,16,,
0,,ひしめき合い、折り重なるいくつもの理,A multitude of orders intertwine and overlap.,ui\00_message\event\st3111\ev010.gmd,\event\st3111\st3111ev010.arc,st3111ev010.arc,17,,
0,,俺の理、竜の理、おまえたちの理,"My Order, the Dragon's Order, Your Order.",ui\00_message\event\st3111\ev010.gmd,\event\st3111\st3111ev010.arc,st3111ev010.arc,18,,
0,,悲劇の原因はすべてこの理だと思わないか？,"Don't you see this principle
as the reason behind all tragedies?",ui\00_message\event\st3111\ev010.gmd,\event\st3111\st3111ev010.arc,st3111ev010.arc,19,,
0,,壊してしまうのも一興かと思ってな,I thought it might be fun to break it.,ui\00_message\event\st3111\ev010.gmd,\event\st3111\st3111ev010.arc,st3111ev010.arc,20,,
0,,だまれ裏切り者,"Shut up, you traitor!",ui\00_message\event\st3111\ev010.gmd,\event\st3111\st3111ev010.arc,st3111ev010.arc,21,,
0,,"――水竜はもうこの世にはいない
その力は俺の中にある","The Water Dragon no longer exists in this world.
Its power resides within me.",ui\00_message\event\st3111\ev010.gmd,\event\st3111\st3111ev010.arc,st3111ev010.arc,22,,
0,,世界には、精霊竜、火竜、白竜がいる,"In this world, there are Spirit Dragons,
Fire Dragons, and White Dragons.",ui\00_message\event\st3111\ev010.gmd,\event\st3111\st3111ev010.arc,st3111ev010.arc,23,,
0,,他の竜の力は、どうなるだろうな,"I wonder what will happen to the power
of the other dragons.",ui\00_message\event\st3111\ev010.gmd,\event\st3111\st3111ev010.arc,st3111ev010.arc,24,,
0,,他の竜はどうだろうなって――,I wonder about the other dragons...,ui\00_message\event\st3111\ev010.gmd,\event\st3111\st3111ev010.arc,st3111ev010.arc,25,,
0,,私たちがっ、隊長が集めるに決まっているでしょ！,"Of course we'll gather them, Captain!",ui\00_message\event\st3111\ev010.gmd,\event\st3111\st3111ev010.arc,st3111ev010.arc,26,,
0,,――！？,...!?,ui\00_message\event\st3111\ev010.gmd,\event\st3111\st3111ev010.arc,st3111ev010.arc,27,,
0,,どうするかは、おまえ達次第だ,It's up to you guys to decide what to do.,ui\00_message\event\st3111\ev010.gmd,\event\st3111\st3111ev010.arc,st3111ev010.arc,28,,
0,,待っているぞ,We'll await your decision.,ui\00_message\event\st3111\ev010.gmd,\event\st3111\st3111ev010.arc,st3111ev010.arc,29,,
0,,"ささいな抵抗を重ねたとて
滅びの運命からは逃れられぬ","No matter how much petty resistance you put up,
one cannot escape
the ultimate fate of destruction.",ui\00_message\event\st3212\ev000.gmd,\event\st3212\st3212ev000.arc,st3212ev000.arc,0,,
0,,"王子よ
おまえの持つ竜の力を差し出せ！","Prince, surrender the power
of the dragon you possess!",ui\00_message\event\st3212\ev000.gmd,\event\st3212\st3212ev000.arc,st3212ev000.arc,1,,
0,,"さすればおまえの王国も
我らが闇へと迎えてやろう","Then, we will welcome your kingdom
to our darkness.",ui\00_message\event\st3212\ev000.gmd,\event\st3212\st3212ev000.arc,st3212ev000.arc,2,,
0,,"僕の内に流れる火竜の力――
この力は闇の力と戦うためにあります","The power of the Fire Dragon
that flows within me...
This power exists to fight
against the power of darkness.",ui\00_message\event\st3212\ev000.gmd,\event\st3212\st3212ev000.arc,st3212ev000.arc,3,,
0,,本当は僕も戦いたい――,"The truth is, I want to fight, too...!",ui\00_message\event\st3212\ev000.gmd,\event\st3212\st3212ev000.arc,st3212ev000.arc,4,,
0,,けれど、僕では闇の力にはかなわないだろう,But I would be no match for the power of darkness.,ui\00_message\event\st3212\ev000.gmd,\event\st3212\st3212ev000.arc,st3212ev000.arc,5,,
0,,だから、この世界で最も信頼できる人に託します,"So, I entrust it to the person
I trust the most in this world.",ui\00_message\event\st3212\ev000.gmd,\event\st3212\st3212ev000.arc,st3212ev000.arc,6,,
0,,隊長さん――火竜の力、受け取ってください,"Captain...
Please take the power of the fire dragon.",ui\00_message\event\st3212\ev000.gmd,\event\st3212\st3212ev000.arc,st3212ev000.arc,7,,
0,,んっ―（竜力を主人公へ譲渡する際のリアクション）,"Nh... (Reaction when transferring the Dragon
Force)",ui\00_message\event\st3212\ev000.gmd,\event\st3212\st3212ev000.arc,st3212ev000.arc,8,,
0,,ネド王子の竜力がっ,Prince Nedo's Dragon Force...,ui\00_message\event\st3212\ev000.gmd,\event\st3212\st3212ev000.arc,st3212ev000.arc,9,,
0,,隊長の中にっ,Flowing within the Captain...,ui\00_message\event\st3212\ev000.gmd,\event\st3212\st3212ev000.arc,st3212ev000.arc,10,,
0,,入りやがった！,It went in!,ui\00_message\event\st3212\ev000.gmd,\event\st3212\st3212ev000.arc,st3212ev000.arc,11,,
0,,白竜の覚者――忌々しい存在よ,"The White Dragon's Arisen...
A vexing presence.",ui\00_message\event\st3212\ev000.gmd,\event\st3212\st3212ev000.arc,st3212ev000.arc,12,,
0,,"レスタニアの数多の覚者のひとりに過ぎぬと
看過してきたが","I have overlooked the fact that you are merely
one of the many Arisen in Lestania.",ui\00_message\event\st3212\ev000.gmd,\event\st3212\st3212ev000.arc,st3212ev000.arc,13,,
0,,塵のような存在といえど、覚者は覚者か,"Even though they may be like dust,
the Arisen are still Arisen.",ui\00_message\event\st3212\ev000.gmd,\event\st3212\st3212ev000.arc,st3212ev000.arc,14,,
0,,さあ、我が闇の世界へ来てみよ,"Now, come and step into my world of darkness.",ui\00_message\event\st3212\ev000.gmd,\event\st3212\st3212ev000.arc,st3212ev000.arc,15,,
0,,"貴様を倒し
数多の覚者とともに根絶やしにしてくれよう","You will fall before me and I will eradicate you
along with countless other Arisen.",ui\00_message\event\st3212\ev000.gmd,\event\st3212\st3212ev000.arc,st3212ev000.arc,16,,
0,,気配が――,There's a presence...,ui\00_message\event\st3212\ev000.gmd,\event\st3212\st3212ev000.arc,st3212ev000.arc,17,,
0,,消えたね,It's gone.,ui\00_message\event\st3212\ev000.gmd,\event\st3212\st3212ev000.arc,st3212ev000.arc,18,,
0,,望み通りこっちから行ってやろうぜ,"Alright, if that's what you want,
I'll go that way.",ui\00_message\event\st3212\ev000.gmd,\event\st3212\st3212ev000.arc,st3212ev000.arc,19,,
0,,次は逃がさねえぞ,"Next time, I won't let you get away.",ui\00_message\event\st3212\ev000.gmd,\event\st3212\st3212ev000.arc,st3212ev000.arc,20,,
0,,"決戦は近いということですね
ええ、望むところです！","It seems the decisive battle is imminent.
Yes, that's exactly what I desire!",ui\00_message\event\st3212\ev000.gmd,\event\st3212\st3212ev000.arc,st3212ev000.arc,21,,
0,,隊長！　見て！,Captain! Look!,ui\00_message\event\st3300\ev000.gmd,\event\st3300\st3300ev000.arc,st3300ev000.arc,0,,
0,,ええ、間違いありません！,"Yes, there is no mistake!",ui\00_message\event\st3300\ev000.gmd,\event\st3300\st3300ev000.arc,st3300ev000.arc,1,,
0,,奴だ！　奴がいるぞ！,It's him! He's here!,ui\00_message\event\st3300\ev000.gmd,\event\st3300\st3300ev000.arc,st3300ev000.arc,2,,
0,,機は熟した――さあ決着の時だ,"The opportunity has arrived...!
It's time to settle this once and for all.",ui\00_message\event\st3300\ev000.gmd,\event\st3300\st3300ev000.arc,st3300ev000.arc,3,,
0,,だが、この闇の世界では、おまえたちに勝機など無い,"Yet in this realm of darkness,
there is no hope of victory for you.",ui\00_message\event\st3300\ev000.gmd,\event\st3300\st3300ev000.arc,st3300ev000.arc,4,,
0,,"ウッ！　グッ――
（倒れる際のリアクション）","Ugh! Guh――
(Reaction when falling)",ui\00_message\event\st3300\ev005.gmd,\event\st3300\st3300ev005.arc,st3300ev005.arc,0,,
0,,"コハッ――ハッ――
（倒れている際のリアクション、呼吸）","Cough... Huff...
(Breathing laboriously)",ui\00_message\event\st3300\ev005.gmd,\event\st3300\st3300ev005.arc,st3300ev005.arc,1,,
0,,わたしは――闇の中では倒れぬ,I... will not fall in the darkness.,ui\00_message\event\st3300\ev005.gmd,\event\st3300\st3300ev005.arc,st3300ev005.arc,2,,
0,,"ウゥゥ――ハッ！！
（剣を構える際の気合、リアクション）","Ughh! Hah!!
(Gathering strength while preparing the sword,
reaction)",ui\00_message\event\st3300\ev005.gmd,\event\st3300\st3300ev005.arc,st3300ev005.arc,3,,
0,,こっちだって――まだまだ！,Bring it on... I'm not done yet!,ui\00_message\event\st3300\ev005.gmd,\event\st3300\st3300ev005.arc,st3300ev005.arc,4,,
0,,おまえら、行けそうか,Do you think you can handle it?,ui\00_message\event\st3300\ev005.gmd,\event\st3300\st3300ev005.arc,st3300ev005.arc,5,,
0,,俺は――！？,And me!?,ui\00_message\event\st3300\ev005.gmd,\event\st3300\st3300ev005.arc,st3300ev005.arc,6,,
0,,なんだろう――身体が重くて――,I wonder... why does my body feel so heavy...,ui\00_message\event\st3300\ev005.gmd,\event\st3300\st3300ev005.arc,st3300ev005.arc,7,,
0,,闇が身体に入り込む――,Darkness is entering the body...,ui\00_message\event\st3300\ev005.gmd,\event\st3300\st3300ev005.arc,st3300ev005.arc,8,,
0,,はぁぁぁぁぁっ！（リアクションボイス）,Haaaaah! (Reaction voice),ui\00_message\event\st3300\ev005.gmd,\event\st3300\st3300ev005.arc,st3300ev005.arc,9,,
0,,うっ（リアクションボイス）,Ugh! (Reaction voice),ui\00_message\event\st3300\ev005.gmd,\event\st3300\st3300ev005.arc,st3300ev005.arc,10,,
0,,くっ（リアクションボイス）,Ngh! (Reaction voice),ui\00_message\event\st3300\ev005.gmd,\event\st3300\st3300ev005.arc,st3300ev005.arc,11,,
0,,ああっ（リアクションボイス）,Ahh! (Reaction voice),ui\00_message\event\st3300\ev005.gmd,\event\st3300\st3300ev005.arc,st3300ev005.arc,12,,
0,,隊長！,Captain!,ui\00_message\event\st3300\ev005.gmd,\event\st3300\st3300ev005.arc,st3300ev005.arc,13,,
0,,え？,Huh?,ui\00_message\event\st3300\ev005.gmd,\event\st3300\st3300ev005.arc,st3300ev005.arc,14,,
0,,なんだあれは――,What the hell was that--,ui\00_message\event\st3300\ev005.gmd,\event\st3300\st3300ev005.arc,st3300ev005.arc,15,,
0,,セシリーの竜力！,Cecily's Dragon Force!,ui\00_message\event\st3300\ev005.gmd,\event\st3300\st3300ev005.arc,st3300ev005.arc,16,,
0,,ネド王子の竜力も！,Prince Nedo's Dragon Force too!,ui\00_message\event\st3300\ev005.gmd,\event\st3300\st3300ev005.arc,st3300ev005.arc,17,,
0,,ぐおおおおおっ！,Goooahhh!,ui\00_message\event\st3300\ev005.gmd,\event\st3300\st3300ev005.arc,st3300ev005.arc,18,,
0,,おぶっ！！！,Oof!!!,ui\00_message\event\st3300\ev005.gmd,\event\st3300\st3300ev005.arc,st3300ev005.arc,19,,
0,,なぜだ――わたしは倒れん――,Why... I won't fall...,ui\00_message\event\st3300\ev005.gmd,\event\st3300\st3300ev005.arc,st3300ev005.arc,20,,
0,,必ず、理を――,We must uphold order—,ui\00_message\event\st3300\ev005.gmd,\event\st3300\st3300ev005.arc,st3300ev005.arc,21,,
0,,（苦鳴）ぼはああああああっ！！！,(Pained yell) Goaaaaaaaah!!!,ui\00_message\event\st3300\ev005.gmd,\event\st3300\st3300ev005.arc,st3300ev005.arc,22,,
0,,崩して――見せ――よう――,Let it crumble—show—them—,ui\00_message\event\st3300\ev005.gmd,\event\st3300\st3300ev005.arc,st3300ev005.arc,23,,
0,,やった！,Got it!,ui\00_message\event\st3300\ev005.gmd,\event\st3300\st3300ev005.arc,st3300ev005.arc,24,,
0,,それでいい,That's fine.,ui\00_message\event\st3300\ev005.gmd,\event\st3300\st3300ev005.arc,st3300ev005.arc,25,,
0,,レオ！,Leo!,ui\00_message\event\st3300\ev005.gmd,\event\st3300\st3300ev005.arc,st3300ev005.arc,26,,
0,,レオ統率！,"Lead the way, Leo!",ui\00_message\event\st3300\ev005.gmd,\event\st3300\st3300ev005.arc,st3300ev005.arc,27,,
0,,まもなく黒竜のための門が開く,The gate for the Black Dragon will soon be open.,ui\00_message\event\st3300\ev005.gmd,\event\st3300\st3300ev005.arc,st3300ev005.arc,28,,
0,,何を言ってるんですか！？,What are you talking about?!,ui\00_message\event\st3300\ev005.gmd,\event\st3300\st3300ev005.arc,st3300ev005.arc,29,,
0,,いよいよ現れるぞ,They're going to show up at last.,ui\00_message\event\st3300\ev005.gmd,\event\st3300\st3300ev005.arc,st3300ev005.arc,30,,
0,,待ちやがれ！,Wait for it!,ui\00_message\event\st3300\ev005.gmd,\event\st3300\st3300ev005.arc,st3300ev005.arc,31,,
0,,んっ、,"Hmm,",ui\00_message\event\st3300\ev005.gmd,\event\st3300\st3300ev005.arc,st3300ev005.arc,32,,
0,,ほう――,Oh—,ui\00_message\event\st3400\ev000.gmd,\event\st3400\st3400ev000.arc,st3400ev000.arc,0,,
0,,"真なる覚者ではなく
レスタニアの理からこぼれ落ちた覚者がくるとは","Not a true Arisen, but a fallen Arisen
who strayed from the order of Lestania.",ui\00_message\event\st3400\ev000.gmd,\event\st3400\st3400ev000.arc,st3400ev000.arc,1,,
0,,"一考すらしなかったが歓迎しよう
か弱き覚者よ","I didn't even consider it,
but I shall welcome you, feeble Arisen.",ui\00_message\event\st3400\ev000.gmd,\event\st3400\st3400ev000.arc,st3400ev000.arc,2,,
0,,これは実に幸先がいい,This is indeed a very auspicious start.,ui\00_message\event\st3400\ev000.gmd,\event\st3400\st3400ev000.arc,st3400ev000.arc,3,,
0,,"竜に選ばれしひとりの覚者が力を継ぐことを
理とすれば――","If we consider the inheriting of power
by the one chosen by the dragon...",ui\00_message\event\st3400\ev000.gmd,\event\st3400\st3400ev000.arc,st3400ev000.arc,4,,
0,,今おまえがここにいることは理の破壊,Your presence here is the destruction of order.,ui\00_message\event\st3400\ev000.gmd,\event\st3400\st3400ev000.arc,st3400ev000.arc,5,,
0,,いいぞ――理など、必ず！　必ず破壊してみせる,"I will destroy it for sure...
The order, without fail!",ui\00_message\event\st3400\ev000.gmd,\event\st3400\st3400ev000.arc,st3400ev000.arc,6,,
0,,"さあ、ごくろうだった
おまえを倒し、竜の世を破壊する","Well, it's been a pleasure.
Defeating you,
I will destroy the world of dragons.",ui\00_message\event\st3400\ev000.gmd,\event\st3400\st3400ev000.arc,st3400ev000.arc,7,,
0,,その力を寄こせ！,Surrender your power!,ui\00_message\event\st3400\ev000.gmd,\event\st3400\st3400ev000.arc,st3400ev000.arc,8,,
0,,ボオオオオオッッ――！（咆哮、威嚇行為）,Raaaaah! (Intimidating roaring),ui\00_message\event\st3400\ev000.gmd,\event\st3400\st3400ev000.arc,st3400ev000.arc,9,,
0,,アガッ――アアッ――（倒れこむ際のリアクション）,Agah--ah-ah-ah-- (Reaction as they fall down),ui\00_message\event\st3400\ev005.gmd,\event\st3400\st3400ev005.arc,st3400ev005.arc,0,,
0,,どうして、おまえに負ける！?,Why am I losing to you!?,ui\00_message\event\st3400\ev005.gmd,\event\st3400\st3400ev005.arc,st3400ev005.arc,1,,
0,,"わたしはあの方と共に戦った――
選ばれし者の果て！　","I fought alongside that person――
The fate of the chosen ones!",ui\00_message\event\st3400\ev005.gmd,\event\st3400\st3400ev005.arc,st3400ev005.arc,2,,
0,,それを継ぎし者ぞ！,I am the one who shall inherit it!,ui\00_message\event\st3400\ev005.gmd,\event\st3400\st3400ev005.arc,st3400ev005.arc,3,,
0,,理には勝てないということか――戦徒ミシアルよ,"So, you can't overcome order... Myrmidon Mysial.",ui\00_message\event\st3400\ev005.gmd,\event\st3400\st3400ev005.arc,st3400ev005.arc,4,,
0,,黒竜よ,"Black Dragon, arise.",ui\00_message\event\st3400\ev005.gmd,\event\st3400\st3400ev005.arc,st3400ev005.arc,5,,
0,,あなたは白竜、次いで精霊竜、火竜、水竜と――,"You are the White Dragon, then the Spirit Dragon,
Fire Dragon, Water Dragon, and...",ui\00_message\event\st3400\ev005.gmd,\event\st3400\st3400ev005.arc,st3400ev005.arc,6,,
0,,この世界の竜を傷つけ、倒し、理の破壊を望みました,"I wished to wound and defeat
the dragons of this world,
and bring about the destruction of order.",ui\00_message\event\st3400\ev005.gmd,\event\st3400\st3400ev005.arc,st3400ev005.arc,7,,
0,,あなたが壊した竜が甦ることはありません,"The dragon you have destroyed
will never be revived.",ui\00_message\event\st3400\ev005.gmd,\event\st3400\st3400ev005.arc,st3400ev005.arc,8,,
0,,"けれど、その中でも覚者は生まれ
世界をあなたの脅威から救ったのです","However, even among them,
the Arisen were born and saved the world
from your threats!",ui\00_message\event\st3400\ev005.gmd,\event\st3400\st3400ev005.arc,st3400ev005.arc,9,,
0,,"人も、竜も、覚者も
この世界を脅かすものに屈することはありません","Neither humans, nor dragons, nor the Arisen
shall succumb to anything
that threatens this world.",ui\00_message\event\st3400\ev005.gmd,\event\st3400\st3400ev005.arc,st3400ev005.arc,10,,
0,,"あなたが蒔いた崩壊を食い止め
時には受け止め――","They halted the collapse you caused,
sometimes even bearing the burden...",ui\00_message\event\st3400\ev005.gmd,\event\st3400\st3400ev005.arc,st3400ev005.arc,11,,
0,,"竜と世界を守り続けた数多の覚者の力に――
あなたは討たれたのです！","It was the strength of the countless Arisen
who tirelessly defended the dragons and the world
that led to your defeat!",ui\00_message\event\st3400\ev005.gmd,\event\st3400\st3400ev005.arc,st3400ev005.arc,12,,
0,,クアアアアアッ！！,Kuaaaaaah!!,ui\00_message\event\st3400\ev005.gmd,\event\st3400\st3400ev005.arc,st3400ev005.arc,13,,
0,,"わたしは理を守るために
この世界に遣わされました",I was sent to this world to protect reason.,ui\00_message\event\st3400\ev005.gmd,\event\st3400\st3400ev005.arc,st3400ev005.arc,14,,
0,,世界をすべる界王のポーン,Pawn of the world-sliding king.,ui\00_message\event\st3400\ev005.gmd,\event\st3400\st3400ev005.arc,st3400ev005.arc,15,,
0,,すべての覚者に仕える者,Servant to all Arisen.,ui\00_message\event\st3400\ev005.gmd,\event\st3400\st3400ev005.arc,st3400ev005.arc,16,,
0,,"さあ、お戻りなさい
あなたが生きるべき世界へ","Now, come back.
To the world where you belong.",ui\00_message\event\st3400\ev005.gmd,\event\st3400\st3400ev005.arc,st3400ev005.arc,17,,
0,,そして、自分たちの力で、理を紡ぎ続けてください,"And, please continue to weave the threads
of order with your own power.",ui\00_message\event\st3400\ev005.gmd,\event\st3400\st3400ev005.arc,st3400ev005.arc,18,,
0,,ありがとう――あなたが覚者でよかった,Thank you――I'm glad you are an Arisen.,ui\00_message\event\st3400\ev005.gmd,\event\st3400\st3400ev005.arc,st3400ev005.arc,19,,
0,,"理からこぼれ落ちた、か弱き覚者よ――
戯れに力を集め、わたしの元へたどり着いたか","Oh, feeble Arisen, who hath fallen
from the path of order――
Have you gathered your strength in jest
to reach my presence?",ui\00_message\event\st3400\ev010.gmd,\event\st3400\st3400ev010.arc,st3400ev010.arc,0,,
0,,"もう充分だろう、ここがおまえの終焉の地だ
竜の世を破壊する我が血肉となるがいい！！","Enough already.
This is where your demise shall be,
becoming the flesh and blood
that destroys the dragon's world!!",ui\00_message\event\st3400\ev010.gmd,\event\st3400\st3400ev010.arc,st3400ev010.arc,1,,
0,,"覚者など――竜の下僕――
わたしの真の力が――どれだけものか","Arisen, nothing but servants of dragons...
How vast is my true power?",ui\00_message\event\st3400\ev015.gmd,\event\st3400\st3400ev015.arc,st3400ev015.arc,0,,
0,,"おまえたちの全てを否定し――
破滅を持って――世界に――知らしめてやろう――","I will reject everything about you, bringing ruin.
I will make the world understand.",ui\00_message\event\st3400\ev015.gmd,\event\st3400\st3400ev015.arc,st3400ev015.arc,1,,
0,,"久しぶりですね――
ついに終わりのその時が――近づいて来ました","It's been a while, hasn't it?
The end times are finally approaching.",ui\00_message\event\st3411\ev000.gmd,\event\st3411\st3411ev000.arc,st3411ev000.arc,0,,
0,,この奥でうごめくのは――黒竜です,"The one writhing in the depths here...
Is the Black Dragon.",ui\00_message\event\st3411\ev000.gmd,\event\st3411\st3411ev000.arc,st3411ev000.arc,1,,
0,,"黒竜はこの闇を通ってレスタニアに現れ――
世界を滅ぼすでしょう","The Black Dragon will appear in Lestania
through this darkness...
And will bring about the destruction of the world.",ui\00_message\event\st3411\ev000.gmd,\event\st3411\st3411ev000.arc,st3411ev000.arc,2,,
0,,滅ぼすん――ですか？,Are you going to destroy it...?,ui\00_message\event\st3411\ev000.gmd,\event\st3411\st3411ev000.arc,st3411ev000.arc,3,,
0,,そんな顔をしないで,Don't give me that look.,ui\00_message\event\st3411\ev000.gmd,\event\st3411\st3411ev000.arc,st3411ev000.arc,4,,
0,,"あなたたちには生きのびるための道が
残されています",There remains a way for you to survive.,ui\00_message\event\st3411\ev000.gmd,\event\st3411\st3411ev000.arc,st3411ev000.arc,5,,
0,,黒竜を倒すのです,Slaying the Black Dragon.,ui\00_message\event\st3411\ev000.gmd,\event\st3411\st3411ev000.arc,st3411ev000.arc,6,,
0,,"簡単なことではないでしょう
でも、それだけが――","It won't be easy, but it's the only...",ui\00_message\event\st3411\ev000.gmd,\event\st3411\st3411ev000.arc,st3411ev000.arc,7,,
0,,来ます！,Here they come!,ui\00_message\event\st3411\ev000.gmd,\event\st3411\st3411ev000.arc,st3411ev000.arc,8,,
0,,黒竜はこの先だ――さあ、行こうか,"The Black Dragon lies ahead.
Now, let's go.",ui\00_message\event\st3500\ev000.gmd,\event\st3500\st3500ev000.arc,st3500ev000.arc,0,,
0,,それ、どういう気持ちで言ってます？,How do you feel when you say that?,ui\00_message\event\st3500\ev000.gmd,\event\st3500\st3500ev000.arc,st3500ev000.arc,1,,
0,,軽く言えば――昔に戻れるかと思ってな,"In simple terms,
didn't expect to go back to the past.",ui\00_message\event\st3500\ev000.gmd,\event\st3500\st3500ev000.arc,st3500ev000.arc,2,,
0,,まあ、本気で言ったわけじゃない,"Well, I didn't say it seriously.",ui\00_message\event\st3500\ev000.gmd,\event\st3500\st3500ev000.arc,st3500ev000.arc,3,,
0,,"昔のてめえには本気しかなかったぜ
えらい変わり様だ","In the past, you were always serious.
What a remarkable change.",ui\00_message\event\st3500\ev000.gmd,\event\st3500\st3500ev000.arc,st3500ev000.arc,4,,
0,,最後なんでしょ？　本心を聞かせてよ,"This is the end, isn't it?
Tell me your true feelings.",ui\00_message\event\st3500\ev000.gmd,\event\st3500\st3500ev000.arc,st3500ev000.arc,5,,
0,,"覚者が大勢いるのは不自然
竜が何体もいるのは不自然――","It is unnatural for there to be so many Arisen.
It is unnatural for there to be multiple dragons.",ui\00_message\event\st3500\ev000.gmd,\event\st3500\st3500ev000.arc,st3500ev000.arc,6,,
0,,あ？　おまえだって同じだろうがよ,"Huh? You're just the same, aren't you.",ui\00_message\event\st3500\ev000.gmd,\event\st3500\st3500ev000.arc,st3500ev000.arc,7,,
0,,いや――俺は俺自身さ,"No, I'm...
I'm just me.",ui\00_message\event\st3500\ev000.gmd,\event\st3500\st3500ev000.arc,st3500ev000.arc,8,,
0,,俺はこの目で世界を見た,I have seen the world with my own eyes.,ui\00_message\event\st3500\ev000.gmd,\event\st3500\st3500ev000.arc,st3500ev000.arc,9,,
0,,"俺の心で感じ、俺の頭で考えたことに
忠実に生きている","I'm living true to what I feel in my heart
and think in my mind.",ui\00_message\event\st3500\ev000.gmd,\event\st3500\st3500ev000.arc,st3500ev000.arc,10,,
0,,世界は変わるべきで――,The world should change...,ui\00_message\event\st3500\ev000.gmd,\event\st3500\st3500ev000.arc,st3500ev000.arc,11,,
0,,力は、一番強い奴がまとめて持つべきだ,Power should be held by the strongest individual.,ui\00_message\event\st3500\ev000.gmd,\event\st3500\st3500ev000.arc,st3500ev000.arc,12,,
0,,な？　話は単純だ,Right? It's simple.,ui\00_message\event\st3500\ev000.gmd,\event\st3500\st3500ev000.arc,st3500ev000.arc,13,,
0,,さあ、やろうか,Let's do it.,ui\00_message\event\st3500\ev000.gmd,\event\st3500\st3500ev000.arc,st3500ev000.arc,14,,
0,,くっ――ふっ（ふらつきのリアクション）,Kuh... Huh... (Reaction to dizziness),ui\00_message\event\st3500\ev005.gmd,\event\st3500\st3500ev005.arc,st3500ev005.arc,0,,
0,,おまえが弱かったらどうしようかと思っていた,"I was worried about what would happen
if you were weak.",ui\00_message\event\st3500\ev005.gmd,\event\st3500\st3500ev005.arc,st3500ev005.arc,1,,
0,,水竜の王からの伝言だ,This is a message from the Water Dragon King.,ui\00_message\event\st3500\ev005.gmd,\event\st3500\st3500ev005.arc,st3500ev005.arc,2,,
0,,“我が竜力を、黒竜を倒す覚者に託す”――とな,"""I entrust my Dragon Force to the Arisen
who will defeat the Black Dragon.""",ui\00_message\event\st3500\ev005.gmd,\event\st3500\st3500ev005.arc,st3500ev005.arc,3,,
0,,んっ――（水竜の王の竜力を譲る際のリアクション）,"Ngh... (Reaction to receiving the power of the
Water Dragon King)",ui\00_message\event\st3500\ev005.gmd,\event\st3500\st3500ev005.arc,st3500ev005.arc,4,,
