0,,"少し休もうかしら
誰も手を貸してくれないんだもの","Maybe I should take a short rest. Since no one is
lending a hand.",ui\00_message\npc\base\n0591.gmd,\npc\n0591.arc,n0591.arc,3
0,,"ダウ渓谷は美しい土地です
どうかジンゲンのため、あなたさまのお力を
お貸し下さい","The Dow Valley is a beautiful place
Please help us help you
for the sake of Gingen!",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,18
0,,"谷山の上には、チェスターという青年が
一人で暮らしています","On top of the valley mountain, a young man named
Chester lives alone
",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,19
0,,"相当の変わり者ですが、軽業の技術で
右に出る者はいません","Quite a strange one, but you'll find
no one more skilled in acrobatics!",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,20
0,,"あなたが渓谷を愛する方であれば
あの者と気が合う事でしょう","If you love canyons,
you two should get along well.",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,21
0,,"滝の水音に薄い雲、豊かな緑
魔物の脅威さえなければ、ここは実に
穏やかな村なのですが","The sound of waterfalls, sparse clouds, and lush
greenery.
Were it not for the threat of the monsters,
this would be a truly peaceful village.",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,22
0,,"ようこそいらっしゃいました
お伝えすべきことがあるのです","Welcome!
There is something I must tell you.",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,23
0,,"このダウ渓谷に置かれた《辺境の礎》が
全てあなたさまのために解放されました","The ""Sub Portcrystals"" placed in this Dowe Valley
have all been released for you!",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,24
0,,"この辺りでのあなたさまの格別の働きを
神殿が評価しての配慮とのことです","I'm told that this is a consideration in
recognition of your exceptional work in this area
by the Temple.",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,25
0,,"どうぞ、これを機会に
この美しいダウ渓谷の自然を
すみずみまでご覧ください","Please take this opportunity to visit
and
to see every detail of this beautiful Dow Valley
nature!",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,26
0,,"ああ、覚者様！
どうかお力をお貸しください――
ジンゲンの村の危機なのです","Oh, Lord Sentient!
Please help us--
It is a crisis in the village of Jingen!",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,27
0,,"実は、少し前から外で遊んでいた子供が
行方不明になる事件が相次ぎました","In fact, there has been a spate of missing
children
who have been playing outside for a little while
now!",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,28
0,,"たまりかねた親たち、年かさの兄弟たち
さらには居合わせた旅の方までが
何人も連れ立って捜索へと旅立ったのですが
ついに一人も戻らず――","Unable to bear it, the parents and older siblings
and even some travelers who were there
set off to search with a number of others, but
finally none of them returned...",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,29
0,,"そして先日、カタコンベ近くで
何体もの石像が発見されました
生生しい、何かから逃げ惑うような姿勢のものが――","Then, the other day, near Kataconve
Numerous stone statues were discovered
Lifelike figures, as if fleeing from something.",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,30
0,,"あれは捜索に出た者たちが
石にされたものではないでしょうか――
この村に大きな脅威が迫っているのではと
気が気ではありません","Could it be that those who went on the search
were turned into stone?
I can't help but feel that a great threat is
looming over this village
.",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,31
0,,"覚者さま
あの辺りに危険な魔物が潜んでいないか
一度調査していただけないでしょうか
何卒ご一考のほどを――","Dear Arisen,
Could you please investigate once to see if there
are any dangerous demons lurking in that area.
Please give it some thought--",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,32
0,,覚者様、実は――,"Ser Arisen, actually--",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,33
0,,"以前、ガーゴイルの群れを討伐してくださった
場所の近くに《見捨てられた井戸》が発見されました","An ""Abandoned Well"" has been discovered near the
location where you previously took down a herd of
gargoyles!",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,34
0,,"まるで中から逃げ出そうとしているような姿勢の
石像も一緒に見つかったのです","They also found a
stone statue with it, in a posture as if it were
trying to escape from inside!",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,35
0,,"もしかすると、あの辺りの石像はガーゴイルではなく
井戸の中にいる何か恐ろしい魔物から
逃げようとしていたのかも知れません","Maybe the stone statues in that area were not
gargoyles
but were trying to escape
from some horrible demon in the well!",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,36
0,,"この村の危機は
まだ去っていないのでは――","The crisis in this village may not have
gone away yet--",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,37
0,,覚者様、度重なる依頼をお許しください――,"Arisen, please forgive the repeated requests.",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,38
0,,"実は、《見捨てられた井戸》に近づいた者が
井戸から人の声のような物音が
聞こえた、と申すのです","As a matter of fact, someone who approached the
Abandoned Well
claimed to have heard what sounded like human
voices
coming from the well.",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,39
0,,"もちろん魔物の声である可能性も大いにありますが
このままでは我々も諦めがつきません
どうか、井戸の奥を確かめてきては
いただけないでしょうか","Of course, it could very well be the voice of a
demon.
We are not giving up at this point.
Please, go check the depths of the well.
",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,40
0,,"引き受けてくださるならば、
あらためて詳しくご説明いたします","If you accept, please contact us at
and we'll explain it to you in more detail.",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,41
0,,"あなたこそまさに
白竜様が我々に遣わして下さった恵みです","You are truly
the blessing that the White Dragon has sent to us!",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,42
0,,"あなたさまからの数々お心遣いによって
この村は幾度となく救われております
感謝してもしきれません","Your kindness has saved our village many times
and we can never thank you enough
",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,43
0,,"まだまだ至りませんが
現時点で集めうる限りの支給品をご用意いたします
ジンゲンの民は、これからもあなたさまと共に","We're not quite there yet, but
will provide you with as many supplies as we can
gather at this time.
The people of Jingen will continue to be with you.",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,44
0,,このあたりはすでにごらん頂けましたか？,Have you already seen this area?,ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,45
0,,"ドリード城の城下として栄えたのは
はるか昔――","It flourished as the seat of Dorid Castle
a long time ago--",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,46
0,,"オークどもの台頭で今や住む者も
ごくわずか――","With the rise of the orcs, there are now very few
people who live in
",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,47
0,,"よって、このジンゲンとその周辺は
見捨てられても仕方のない地区です","Therefore, this Gingen and the surrounding area
is a district that should be
abandoned!",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,48
0,,"しかしながら、突き放すような厳しさ――
そして険しさ故の美が入り混じる風景に心ひかれ
訪ね来る人々も少なくありません","However, many people come to visit
because they are attracted by the landscape that
combines the harshness of the place -
- and the beauty of its ruggedness.",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,49
0,,"そんな人々に便宜を提供することで
白竜様のお役に立とうと
我々はここに暮らし、精進しております","We live here and devote ourselves to
helping the Hakuryu-sama by providing convenience
to such people.
",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,50
0,,"わたくしはジンゲンの長――
ダウ渓谷のエリアマスター、ヘイデンと申します
どうぞお見知りおきを","I am the head of Gingen--
I am Hayden, Area Master of the Dow Valley
Please get to know me.",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,51
0,,"村の依頼を引き受けて下さり
ありがとうございます",Thank you for accepting the village's request.,ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,52
0,,"今後は、覚者様を物資面にて
支援させていただきます","We will continue to support the Arisen with
supplies.",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,53
0,,"――覚者様にお知らせすべき
ことがあるのです","- There is something I should inform the esteemed
Arisen about.",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,54
0,,"村から降りた川べり、《白砂河原》で
このところ、凶暴で大きなラージサルファーの
目撃が相次いでおりまして","On the riverbank down from the village, the White
Sand River,
there have been a number of sightings of large,
ferocious large sulphurs
in recent days.",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,55
0,,"《タイガーテール・サルファー》と呼び
警戒をしておりました","I was on guard against a ""Sulfur Tiger-Tail"".",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,56
0,,"もし河原へ下りる時は、
十分注意なさることです","If you go down to the riverbank,
be very careful!",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,57
0,,"――地下墓地、《カタコンベ》
ドリード城近くにある地下墓地は旧時代
罪人を葬る場所であったと言われています","It is said that the underground catacombs near
Dreed Castle were a burial place for sinners in
ancient times.",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,58
0,,"白竜様のお力が弱まり
近年妙に瘴気が溜まりやすくなって
しまっている様子――","The power of the White Dragon Master has weakened
and the strange miasma that has been accumulating
in recent years seems to have become--",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,59
0,,"そこで、危険ではありますが
一度入り口を開放することにいたしました","So we have decided to open the entrance once
although it is dangerous!",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,60
0,,"もし、探索をされるのでしたらどうぞ
積極的に私から勧めはいたしませんが","If you'd like to explore, please go to
I'm not going to actively encourage you to do so.",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,61
0,,"ダウの西に、《ドリード監視塔》という
小塔があるのはご存知ですか","Did you know that there is a
small tower west of Dow called the ""Dorid
Watchtower""?",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,62
0,,"一昔前までは、現役の騎士団詰め所でも
あった場所なのですが
今やスノーハーピーが縄張りとする危険地帯","一昔前までは、現役の騎士団詰め所でも
あった場所なのですが
今やスノーハーピーが縄張りとする危険地帯",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,63
0,,"この調子で増えられれば
いずれジンゲンにも彼女らが飛来するのは
明白です","この調子で増えられれば
いずれジンゲンにも彼女らが飛来するのは
明白です",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,64
0,,"どうか、群れの中核をなす
《スノーグーラー・ハーピー》を討伐して
くださいませんか","どうか、群れの中核をなす
《スノーグーラー・ハーピー》を討伐して
くださいませんか",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,65
0,,"あなた様が村に滞在されるようになって
民の表情も明るくなった気がいたします","あなた様が村に滞在されるようになって
民の表情も明るくなった気がいたします",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,66
0,,"大した支援品ではありませんが
改善の努力をしますので
今後もよろしくお願いいたします","It's not a great support item, but
we will try to improve it.
Thank you for your continued support!",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,67
0,,"覚者様は、いまや相当にダウ渓谷を
よく知る方――
以前お話したとおり、ある人物を紹介
したいのです","The Arisen now knows the Dowe Valley quite well--
As I told you before, I would like to introduce
someone to you.",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,68
0,,"その者の名はチェスター
神殿では伝えられていない職
《シーカー》の技術に長けた若者です","His name is Chester
a position not handed down in the Temple
a young man skilled in the art of the Seeker.",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,69
0,,"ダガ―を駆使する素早い身ごなしと
ロープを用いた跳躍術","Quick gestures using daggers and
leaping techniques with ropes",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,70
0,,"その特性から、暗殺者や盗賊といった
ならず者が好む技術ではありますが
あなたであれば善く使うことができるはず","Because of its characteristics, it is a technique
favored by
ruffians such as assassins and thieves, but
you can use it for good!",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,71
0,,"《シーカー》としてさらに腕を磨かれる時が来れば
《渓谷の一軒家》に居る青年、チェスターを
お訪ねください
きっと彼が力となってくれるでしょう","When the time comes for you to further hone your
skills as a Seeker, please visit Chester, the
young man in the ""House in the Valley"".
I'm sure he will be able to help you.",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,72
0,,"覚者様についてはすでに話を通しておきました
住居の場所については、《スポット情報》で
確認されるとよいでしょう","I've already talked to you about the Arisen.
You may want to check 《Spot Information》
for the location of the Arisen's residence.",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,73
0,,"そろそろ切り出そうと思っていたことが
ありまして――",There's something I've been meaning to bring up--,ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,74
0,,"あなたは相当の実力をお持ちです
それは、このダウを守るためではなく
より多くの人々のため活かされるべき――","You have considerable skills.
They should be put to use not only to protect
Dowe,
but for the good of as many as possible.",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,75
0,,"グリッテン砦の北、オークが占領する
バートランドの調査にこそ、覚者様の力が
必要であると思うようになったのです","I have come to believe that it is precisely to
investigate the orc-occupied
Bertland, north of Fort Gritten, that we need the
help of the Arisen!",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,76
0,,"もちろん、これは私の手前勝手
関所のノーメルに話を通し、バートランドへの
路を開けるよう伝えておきました
オーク侵入の危険と引き換えですが","Of course, this is my own selfish
I spoke to Nommel at the customs house and told
him to open a
path to Bertrand
in exchange for the risk of an orc invasion.",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,77
0,,"《バートランド東関所》、そして
《グリッテン砦の西側通路》どちらからでも
バートランドへ行く事ができるでしょう","From either the ""Betland East Side"" or ""The West
Passage of Fort Gritten"",
you can get to Betland from either of them.",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,78
0,,"先に行かれるかどうかは、お任せします
どうぞよき判断を","I'll leave it up to you to decide if you want to
go ahead.
Please make a good decision.",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,79
0,,"――恐れ入りますが覚者様
あなたにぜひお願いしたいことがあるのです","――I'm sorry, Ser Arisen, there's something I
would like to ask of you.",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,80
0,,"渓谷にある大きな自然洞
《風鳴り洞窟》のことはご存知でしょうか？","Have you heard about the large natural cave in
the canyon
《Wind Sounding Cave》?",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,81
0,,"あそこはかつて、ある恐ろしい魔物の
住処でもあったのです
このジンゲンの民の多くが犠牲になりました","There, it was once the
lair of a terrifying
monster, in which many of Jingen's people fell
victim to.",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,82
0,,"撃退され姿を消していたのですが
かの魔物が再来したかもしれぬとの
報せがあり、事実であれば一大事","It was repulsed and disappeared, but
there are reports that the monster may have
returned
and if true, that would be a big deal!",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,83
0,,"申し訳ありませんが覚者様
その真偽を確かめてはいただけないでしょうか
正式に依頼いたしますので――","I apologize, Arisen
would you be able to confirm its authenticity?
We will make a formal request for it ――",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,84
0,,"あなたさまがジンゲンに掛けて下さる
お心遣いの数々――
感謝してもしきれません","I can't thank you enough for all the
kindnesses that you hang on Jingen--
",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,85
0,,"あなたこそまさに
白竜様が我々に遣わして下さった恵みです","You are truly
the blessing that the White Dragon has sent to us!",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,86
0,,"比べられるものではありませんが
我々にできる精一杯の礼を用意しました
ジンゲンの民は、これからもあなたと共に","Although it cannot be compared
We have prepared our utmost gratitude that we can
offer
The people of Jingen will continue to stand with
you.",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,87
0,,"おお、覚者様
《滅びの渦》の調査にいらしたのですか？","Oh, Arisen-sama
, Did you come to investigate the 'Vortex of
Destruction'?",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,88
0,,"数少ないジンゲンの民ですが
意外にも、あの空を恐れて
逃げだすものはおりませんでした","Even though there are only a few Seekers left in
Jingen
, surprisingly, none of them were afraid of the
sky and fled
",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,89
0,,"元より、このジンゲンを離れられぬ
愛着のある者が残っていたのでしょう","From the beginning, it seems that there were some
who couldn't leave Jingen due to their attachment
",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,90
0,,"諦めた方が良いのやもしれません
しかし、此度もあなたさまならば
お救いくださるのではと
思わずにいられないのです","It may be better to give up
but again I can't help but think that you
can save us
",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,91
0,,あなたさまこそ、竜が遣わされた恵み,You are the blessing sent by the dragon,ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,92
0,,"どのような結果になろうとも
あなたを信じるという選択を
後悔はいたしません","Whatever the outcome,
I will not regret
my choice to believe in you!",ui\00_message\npc\base\n1508.gmd,\npc\n1508.arc,n1508.arc,93
0,,"ボルドで採れたいい品が揃ってるよ
見てっておくれよ！
安くしとくからさ！","We've got some good stuff from the Bordo
Take a look!
I'll give you a discount!",ui\00_message\npc\base\n1600.gmd,\npc\n1600.arc,n1600.arc,0
0,,"ねぇねぇ、知ってるかい？
キノザ鉱泉には泉質が違う３つの温泉があるんだよ
入っていきなよ、お肌スベスベになるよ！","Hey, hey, did you know?
Kinoza Kosen has three hot springs with different
qualities.
Go ahead and take a bath, your skin will be
smooth and smooth!",ui\00_message\npc\base\n1600.gmd,\npc\n1600.arc,n1600.arc,1
0,,"《ボルド大坑道》ってのが、山の中腹にあるのさ
巨人だかが出るってんで閉鎖されちまったが
それでも鉱石掘りにいく連中は今も多いんだよ","There's a place called the Volden Large Tunnels,
located halfway up the mountain.
It was closed down because giants were appearing,
but there are still many people who go there to
mine ores.",ui\00_message\npc\base\n1600.gmd,\npc\n1600.arc,n1600.arc,2
0,,"いらっしゃい！
ボルドの名産品だよ！","Welcome!
It's a Bordo specialty!",ui\00_message\npc\base\n1600.gmd,\npc\n1600.arc,n1600.arc,3
0,,"良い武器には良い鉱石が要る
当たり前のことだがな！","Good weapons need good ore.
It's obvious!",ui\00_message\npc\base\n1601.gmd,\npc\n1601.arc,n1601.arc,0
0,,材料への妥協は出来への妥協だ,"Compromising on ingredients means compromising on
the outcome.",ui\00_message\npc\base\n1601.gmd,\npc\n1601.arc,n1601.arc,1
0,,"お前が一流の戦士を目指すなら
武器も一流を目指せ","If you aim to be a top-notch warrior,
aim for top-notch weapons.",ui\00_message\npc\base\n1601.gmd,\npc\n1601.arc,n1601.arc,2
0,,"だが、肝心なのは身分相応ってやつだ
それを忘れるなよ","But what's important is to know your place.
Don't forget that.",ui\00_message\npc\base\n1601.gmd,\npc\n1601.arc,n1601.arc,3
0,,"命を賭けて武器を打ち、命を賭けた勇士が
それを振るう","Putting your life at stake to wield your weapon,
you, the brave warrior.",ui\00_message\npc\base\n1601.gmd,\npc\n1601.arc,n1601.arc,4
0,,――フフ、これ以上のやり甲斐があろうか！,"Hahaha, can there be anything more worthwhile
than this!",ui\00_message\npc\base\n1601.gmd,\npc\n1601.arc,n1601.arc,5
0,,"ああ、鍛冶の依頼か？
話を聞こう","Oh, you're asking for a blacksmith?
Let's talk about it.",ui\00_message\npc\base\n1601.gmd,\npc\n1601.arc,n1601.arc,6
0,,"覚者さん、キノザは白竜神殿ほどじゃ
ないにしろ賑やかだろ？","Arisen, Kinoza is not as busy as the White Dragon
Temple, but it's still busy, right?",ui\00_message\npc\base\n1602.gmd,\npc\n1602.arc,n1602.arc,0
0,,"そういうとこにゃ、商売のチャンスも
多いってことさ","There are a lot of business opportunities
in that kind of place.",ui\00_message\npc\base\n1602.gmd,\npc\n1602.arc,n1602.arc,1
0,,"鉱山へ行くにも森方面へ行くにも
なんせ道具は多い方がいい！","Whether you are going to the mine or to the forest
the more tools you have, the better!",ui\00_message\npc\base\n1602.gmd,\npc\n1602.arc,n1602.arc,2
0,,"切らしてるなら補充していきな
じゃんじゃん買ってってくれ","If you're out, go to
and buy a bunch of stuff.",ui\00_message\npc\base\n1602.gmd,\npc\n1602.arc,n1602.arc,3
0,,"大浴場のロイは、たまーに奇妙な品を
仕入れてくるんだが
一体ありゃ、どっから手に入れてるんだろなぁ","Roy from the big bathhouse sometimes gets some
strange
items
I wonder where the heck he gets them from",ui\00_message\npc\base\n1602.gmd,\npc\n1602.arc,n1602.arc,4
0,,よお、らっしゃい！,Welcome!,ui\00_message\npc\base\n1602.gmd,\npc\n1602.arc,n1602.arc,5
0,,"あ、泊ってく？　だったら
<VAL PRICE_INN>よ
もちろん酒場も自由に使ってね","Oh, are you staying over? In that case, it's <VAL
PRICE_INN>. Feel free to use the Tavern as well.",ui\00_message\npc\base\n1603.gmd,\npc\n1603.arc,n1603.arc,0
0,,はい,Yes,ui\00_message\npc\base\n1603.gmd,\npc\n1603.arc,n1603.arc,1
0,,いいえ,No,ui\00_message\npc\base\n1603.gmd,\npc\n1603.arc,n1603.arc,2
0,,"温泉浸かってゆっくりしてさ
酒のんで楽しく休んでいくといいわよ！
山掘りも冒険者も、うちは大歓迎よ！","Soak in the hot springs, relax,
have a drink and have a good rest!
Mountain diggers and adventurers are welcome at
our place!",ui\00_message\npc\base\n1603.gmd,\npc\n1603.arc,n1603.arc,3
0,,"自慢の料理も食べていってね！
キノザは料理にも温泉を使ってるんだから
たっぷり元気つけてもらわなきゃ！","Please try their signature dishes too!
Kinoza uses hot springs in their cooking as well.
You need to get plenty of energy!",ui\00_message\npc\base\n1603.gmd,\npc\n1603.arc,n1603.arc,4
0,,"大坑道へ行くなら十分気をつけてよ
鉱石目当ての人がよく行くって言っても
全員無事だったわけじゃないからね","If you're going to the big tunnels, be very
careful.
Even though people often go there for the ore,
not all of them were safe.",ui\00_message\npc\base\n1603.gmd,\npc\n1603.arc,n1603.arc,5
0,,"あ、《弱化の治療》？　だったら
<VAL PRICE_WEAK>よ
大変な目にあったみたいね","Ah, ""Treat Weakness""? In that case, the price is
<VAL PRICE_WEAK>.
You seem to have had a tough time.",ui\00_message\npc\base\n1603.gmd,\npc\n1603.arc,n1603.arc,6
0,,はい,Yes,ui\00_message\npc\base\n1603.gmd,\npc\n1603.arc,n1603.arc,7
0,,いいえ,No,ui\00_message\npc\base\n1603.gmd,\npc\n1603.arc,n1603.arc,8
0,,"ん～、だけどあなた《弱化》じゃないわよ
ただの疲れすぎじゃないかしら","Hmmm, but you're not ""weakened""
I think you're just too tired.",ui\00_message\npc\base\n1603.gmd,\npc\n1603.arc,n1603.arc,9
0,,"はーい、キノザ組合宿へようこそ！
ゆっくりしていってね","Yes, welcome to the Kinoza Association Inn!
Please make yourself at home.",ui\00_message\npc\base\n1603.gmd,\npc\n1603.arc,n1603.arc,10
0,,"あら、休んでく？　じゃあゆっくりしてってよ
宿代はタダよ、あなただけ特別なんだから！
その代わり冒険話を聞かせてね","Oh, you want to take a break?　Then take your time.
The accommodation is free, you're the only one
who's special!
Tell us about your adventures in return!",ui\00_message\npc\base\n1603.gmd,\npc\n1603.arc,n1603.arc,11
0,,はい,Yes,ui\00_message\npc\base\n1603.gmd,\npc\n1603.arc,n1603.arc,12
0,,いいえ,No,ui\00_message\npc\base\n1603.gmd,\npc\n1603.arc,n1603.arc,13
0,,"この辺りって、毒沼やら油田やらいろいろあるでしょ
入っちゃって相当大変な目に合う人も多いのよ","There are all kinds of poisonous swamps and oil
fields around here.
Many people get into a lot of trouble if they get
in.",ui\00_message\npc\base\n1603.gmd,\npc\n1603.arc,n1603.arc,14
0,,"応急処置ができるよう
しっかりと準備してったほうがいいわよ","You'd better make sure you're prepared for first
aid at
",ui\00_message\npc\base\n1603.gmd,\npc\n1603.arc,n1603.arc,15
0,,"気を付けてても
魔物にぶっとばされて毒まみれ――
とかしょっちゅうなんだから","Even if you're careful,
you can still get hit by demons and covered in
poison--
",ui\00_message\npc\base\n1603.gmd,\npc\n1603.arc,n1603.arc,16
0,,"いやぁ～～！！
それにしても大活躍ですなぁ！","Oh no!
That's still a great success!",ui\00_message\npc\base\n1604.gmd,\npc\n1604.arc,n1604.arc,0
0,,"覚者様様、お陰様でキノザも
穴ぐらの面々も大助かりですよ！","Thanks to you, Arisen, Kinoza and the hole in the
ground have been a great help to us!",ui\00_message\npc\base\n1604.gmd,\npc\n1604.arc,n1604.arc,1
0,,"お礼はしっかりさせてもらいますんで
今後ともよしなに！","I will give you a proper
thanks, so please continue to be kind!",ui\00_message\npc\base\n1604.gmd,\npc\n1604.arc,n1604.arc,2
0,,"私はロイ
この鉱泉の管理とボルド地区のエリアマスターを
兼務してましてね","I am Roy
and I am in charge of managing this hot spring
and the
Borudo area master",ui\00_message\npc\base\n1604.gmd,\npc\n1604.arc,n1604.arc,3
0,,"覚者さん方には毎度ごひいき
ありがとうございます！","Thank you very much for your continued favor to
the Arisen
!",ui\00_message\npc\base\n1604.gmd,\npc\n1604.arc,n1604.arc,4
0,,"キノザに立ち寄った際は、
ゆっくりと温泉で羽を休めて頂いて
問題解決の方、ぜひよろしくお願いしますよ！","When you stop by Kinoza,
please take the time to relax and rest your wings
in the hot springs and
please be the one to solve the problem!",ui\00_message\npc\base\n1604.gmd,\npc\n1604.arc,n1604.arc,5
0,,"――この辺りは鉱石の一大産地
なんですが、かつての活気も坑道に出る
巨人族のせいでずいぶん落ちたものです","This area used to be a major mining region, but
the energy of the past has diminished due to the
appearance of Giants in the mines.",ui\00_message\npc\base\n1604.gmd,\npc\n1604.arc,n1604.arc,6
0,,"白竜様がお元気な時分は、それはもう
採掘も往来も盛んだったそうですがね","When Hakuryu-sama was in good health, I heard that
mining and traffic were very active.",ui\00_message\npc\base\n1604.gmd,\npc\n1604.arc,n1604.arc,7
0,,"ともあれ、レスタニアを代表する保養地
キノザの活気は巡り巡って必ずや
白竜様、神殿の皆様にとってよきお力に
なりますとも！！","Anyway, the vibrancy of Kinoza, the leading
recreational area of Restania
, will surely be a great help to
the White Dragon and the Temple
!",ui\00_message\npc\base\n1604.gmd,\npc\n1604.arc,n1604.arc,8
0,,"レオ統率やイリスさん、ヴァネッサさんにも
よろしくお伝え下さい","Please send my best wishes to Leo leadership,
Iris and Vanessa at
",ui\00_message\npc\base\n1604.gmd,\npc\n1604.arc,n1604.arc,9
0,,"それにしても、毎度毎度
あれこれ対処頂いて！","But still, every time I go to
, you deal with this and that!",ui\00_message\npc\base\n1604.gmd,\npc\n1604.arc,n1604.arc,10
0,,"お手数お掛けしてる分、それなりに
応えなきゃあ、風呂番がすたるってもんです","If we don't
respond in a reasonable manner to the trouble
you're taking, we'll all be disappointed.",ui\00_message\npc\base\n1604.gmd,\npc\n1604.arc,n1604.arc,11
0,,"いやぁ、何かと手伝ってもらってすみませんね！
助かりますよ","Well, I'm sorry for all the help you've been
giving me!
I appreciate it.",ui\00_message\npc\base\n1604.gmd,\npc\n1604.arc,n1604.arc,12
