0,,"おっと、商品をみたいかい？
申し訳ない、今は準備しきれて
いないものも多くてね","Oh, do you want to see the goods? I'm sorry,
there are many things that haven't been fully
prepared yet.",ui\00_message\npc\base\n0509.gmd,\npc\n0509.arc,n0509.arc,2,Peddler
0,,"狭いところだけど、旅人さん用の寝床もあるの
お代として<VAL PRICE_INN>もらうけど
いいかしら？","It's a small place, but there is a sleeping space
for travelers as well. I will take <VAL PRICE_INN>
as payment, is that okay with you?",ui\00_message\npc\base\n0559.gmd,\npc\n0559.arc,n0559.arc,4,Dirith
0,,はい,Yes,ui\00_message\npc\base\n0559.gmd,\npc\n0559.arc,n0559.arc,5,Dirith
0,,いいえ,No,ui\00_message\npc\base\n0559.gmd,\npc\n0559.arc,n0559.arc,6,Dirith
0,,"旅人さん用の寝床も
毎日ちゃんと整えてるのよ
泊まっていくの？","We also have a sleeping area for travelers and we
set it up properly every day.
Are you staying the night?",ui\00_message\npc\base\n0559.gmd,\npc\n0559.arc,n0559.arc,7,Dirith
0,,はい,Yes,ui\00_message\npc\base\n0559.gmd,\npc\n0559.arc,n0559.arc,8,Dirith
0,,いいえ,No,ui\00_message\npc\base\n0559.gmd,\npc\n0559.arc,n0559.arc,9,Dirith
0,,"《弱化の治療》、ね！
ミューセルお姉様に教えてもらったから
ちゃんとできるはず――！
お代は<VAL PRICE_WEAK>よ、どうする？","""Treat Weakness,"" right? I learned it from Miss
Mucel, so I should be able to do it properly!
It'll cost you <VAL PRICE_WEAK>. What do you say?",ui\00_message\npc\base\n0559.gmd,\npc\n0559.arc,n0559.arc,10,Dirith
0,,はい,Yes,ui\00_message\npc\base\n0559.gmd,\npc\n0559.arc,n0559.arc,11,Dirith
0,,いいえ,No,ui\00_message\npc\base\n0559.gmd,\npc\n0559.arc,n0559.arc,12,Dirith
0,,"うーん？
弱化してないみたいだけど――
気分が優れないなら
少し休んでいくのはどうかしら","Huh? It seems you're not weakened, but if you're
not feeling well, maybe taking a little rest would
be a good idea.",ui\00_message\npc\base\n0559.gmd,\npc\n0559.arc,n0559.arc,13,Dirith
0,,"レスタニアの覚者か
どうかしたか？","Is it the Arisen of Lestania? Is there something
wrong?",ui\00_message\npc\base\n0560.gmd,\npc\n0560.arc,n0560.arc,0,Corentin
0,,"レスタニアには覚者がたくさんいるって？
――レスタニアの竜は、覚者を一人に
選びきれなかったのか？","Are there many Arisen in Lestania? - The dragon
of Lestania couldn't choose just one Arisen?",ui\00_message\npc\base\n0560.gmd,\npc\n0560.arc,n0560.arc,1,Corentin
0,,"俺は覚者ではないが、
精霊竜とフィンダムを守るための
鍛練は欠かしたことがない","I may not be an Arisen, but I've never neglected
my training to protect the Spirit Dragon and
Phindym.",ui\00_message\npc\base\n0560.gmd,\npc\n0560.arc,n0560.arc,2,Corentin
0,,"覚者こそは竜に選ばれし者だが、
選ばれなくたって竜を敬う気持ちに
変わりはないからな","Arisen are the ones chosen by the dragons, But
even if you're not chosen, the feeling of
respecting the dragons does not change, you know.",ui\00_message\npc\base\n0560.gmd,\npc\n0560.arc,n0560.arc,3,Corentin
0,,"何だ？　俺が珍しいのか？
ここではお前たちの方がよっぽど珍しいが――","What is it? I'm unusual? You're much rarer here
than I am, but...",ui\00_message\npc\base\n0560.gmd,\npc\n0560.arc,n0560.arc,4,Corentin
0,,よぉ！　何か用かね？,Yo!　What can I do for you?,ui\00_message\npc\base\n0561.gmd,\npc\n0561.arc,n0561.arc,0,Sullivan
0,,"フィンダムの飯はどうだ？
口に合うといいんだがな","How's the food in Phindym? I hope it suits your
taste.",ui\00_message\npc\base\n0561.gmd,\npc\n0561.arc,n0561.arc,1,Sullivan
0,,腹減ったな――,I'm hungry――,ui\00_message\npc\base\n0561.gmd,\npc\n0561.arc,n0561.arc,2,Sullivan
0,,"ダナ村ってところがあってな、
そこらへんで採れる野菜は味が濃くてウマイ！
なんというか、力強い味だ","There is a place called Dana Village. The
vegetables that grow around there have a rich and
delicious taste! It's kind of like a strong and
powerful flavor.",ui\00_message\npc\base\n0561.gmd,\npc\n0561.arc,n0561.arc,3,Sullivan
0,,"腹いっぱい食ってこそ、
この筋肉も仕事する気になってくれるってもんよ","Only if you eat a full meal will these muscles be
willing to work!",ui\00_message\npc\base\n0561.gmd,\npc\n0561.arc,n0561.arc,4,Sullivan
0,,レスタニアの覚者か――,Ser Arisen of Lestania—,ui\00_message\npc\base\n0562.gmd,\npc\n0562.arc,n0562.arc,0,Glenis
0,,"何か用か？
手合せしたいというなら、手加減はしない","Do you have any business? If you want to play, I
won't go easy.",ui\00_message\npc\base\n0562.gmd,\npc\n0562.arc,n0562.arc,1,Glenis
0,,"魔物にできた腫れ物のような、
寄生植物のような――
あの気持ちが悪いものを見たか？","Did you see that grotesque, tumor-like thing? It
looks like a parasitic plant, resembling an enemy?",ui\00_message\npc\base\n0562.gmd,\npc\n0562.arc,n0562.arc,2,Glenis
0,,"どうやら、ああなると正気を失ってしまうようだ
気を付けたいものだな","Apparently, you lose your mind when you get like
that. I'd watch out for that.",ui\00_message\npc\base\n0562.gmd,\npc\n0562.arc,n0562.arc,3,Glenis
0,,"魔物を異形化させるアレ――
実は、我々もアレを発症する可能性があるらしい
あんな惨い姿にはなりたくないな――","That thing that deforms demons—Actually, I heard
that we can develop it too. I don't want to look
that miserable—",ui\00_message\npc\base\n0562.gmd,\npc\n0562.arc,n0562.arc,4,Glenis
0,,あら、レスタニアの方ね？,"Oh, you're from Lestania, aren't you?",ui\00_message\npc\base\n0563.gmd,\npc\n0563.arc,n0563.arc,0,Ifa
0,,"実は、侵食魔のあの腫れ物のようなアレ――
プリーストの祈りによって治らないか
試してみたことがあるのよ","Actually, I have tried to see if the swelling,
like a tumor caused by corruption, can be healed
by the prayers of a Priest. No luck there though.",ui\00_message\npc\base\n0563.gmd,\npc\n0563.arc,n0563.arc,1,Ifa
0,,まぁ、治らなかったわね,"Well, it just didn't heal.",ui\00_message\npc\base\n0563.gmd,\npc\n0563.arc,n0563.arc,2,Ifa
0,,"侵食魔にばかり目をとられがちだけど
植物や土の状態もひどいものよ","White Dragon, please get well!",ui\00_message\npc\base\n0563.gmd,\npc\n0563.arc,n0563.arc,3,Ifa
0,,"侵食魔が噴き出しているあの""胞子""――
あまり吸い込まないようにした方がいいわ","Those ""spores"" of the corrupting demon are
erupting— It's better not to inhale them too much.",ui\00_message\npc\base\n0563.gmd,\npc\n0563.arc,n0563.arc,4,Ifa
0,,"――レスタニアの覚者ですね
船に乗りたいのですか？","You're an Arisen of Lestania. Do you want to
board the ship?",ui\00_message\npc\base\n0564.gmd,\npc\n0564.arc,n0564.arc,0,Treasa
0,,"モルは少し変わったところがあるでしょう？
人の話をあまり聞いていないように見えたり
なぜかいつもお腹を空かせていたり――","Moles are a little different, aren't they? It
seems like they don't listen to people's stories
much and they're always hungry for some reason—",ui\00_message\npc\base\n0564.gmd,\npc\n0564.arc,n0564.arc,1,Treasa
0,,"良い子なんですけどね
あれで中々しっかりしているんですよ","They're a good kid, though. They're quite
reliable with that.",ui\00_message\npc\base\n0564.gmd,\npc\n0564.arc,n0564.arc,2,Treasa
0,,"――なんですか
あまりジロジロ見ても
いいことはないですよ",— What is it? Staring too much won't do any good.,ui\00_message\npc\base\n0564.gmd,\npc\n0564.arc,n0564.arc,3,Treasa
0,,"川のそばだから、この辺りはひんやりするでしょう
涼むにはぴったりなんです","Because it's by the river, this area will be
cool, won't it? It's perfect for cooling off.",ui\00_message\npc\base\n0564.gmd,\npc\n0564.arc,n0564.arc,4,Treasa
0,,"あっ、覚者さま！？
自分にご用でしょうか？","Ah, Ser Arisen! Do you have any business with me?",ui\00_message\npc\base\n0565.gmd,\npc\n0565.arc,n0565.arc,0,Liberation Army Soldier
0,,"本日はお日柄もよく――
って、何を言っているんだ、俺は","The sun is shining today—What am I saying, I'm
not...",ui\00_message\npc\base\n0565.gmd,\npc\n0565.arc,n0565.arc,1,Liberation Army Soldier
0,,"い、いえいえ！
ちょっと緊張してしまいまして！","No, no, no! I was a little nervous!",ui\00_message\npc\base\n0565.gmd,\npc\n0565.arc,n0565.arc,2,Liberation Army Soldier
0,,すみません、何をお話すれば良いのやら――,"I'm sorry, I don't know what to tell you--",ui\00_message\npc\base\n0565.gmd,\npc\n0565.arc,n0565.arc,3,Liberation Army Soldier
0,,ん？　ああ、覚者さまじゃないですか,"Hm? Oh, it's the Arisen.",ui\00_message\npc\base\n0566.gmd,\npc\n0566.arc,n0566.arc,0,Liberation Army Soldier
0,,"アッカーシェランに力を貸してくださり
ありがとうございます","Thank you for lending your strength to Acre
Selund.",ui\00_message\npc\base\n0566.gmd,\npc\n0566.arc,n0566.arc,1,Liberation Army Soldier
0,,"この先平和になったらでいいんです
いつか、レスタニアのことを教えてください","Just when there's peace down the road. Someday,
please tell us about Lestania.",ui\00_message\npc\base\n0566.gmd,\npc\n0566.arc,n0566.arc,2,Liberation Army Soldier
0,,――そろそろ動く頃でしょうか,I wonder if it's time to start moving soon.,ui\00_message\npc\base\n0566.gmd,\npc\n0566.arc,n0566.arc,3,Liberation Army Soldier
0,,やあ、元気かい？,"Hey, how are you doing?",ui\00_message\npc\base\n0567.gmd,\npc\n0567.arc,n0567.arc,0,Liberation Army Soldier
0,,"堅苦しいことは嫌いでね
なんでこの任務に呼ばれたんだろう","I don't like to do anything too formal. I don't
know why I was called for this assignment.",ui\00_message\npc\base\n0567.gmd,\npc\n0567.arc,n0567.arc,1,Liberation Army Soldier
0,,そろそろ一息つきたいもんだ,I'd like to take a break soon.,ui\00_message\npc\base\n0567.gmd,\npc\n0567.arc,n0567.arc,2,Liberation Army Soldier
0,,"覚者さんも疲れたら
ちょっと休みなよ","When you're tired, Master Arisen; Take a little
break.",ui\00_message\npc\base\n0567.gmd,\npc\n0567.arc,n0567.arc,3,Liberation Army Soldier
0,,よう、どうした？,"Hey, what's up?",ui\00_message\npc\base\n0576.gmd,\npc\n0576.arc,n0576.arc,0,Cyril
0,,"自分から盗賊に話しかけて
アンタにマズいことは無いのか？","Talk to the bandit yourself. Is there anything
wrong with you?",ui\00_message\npc\base\n0576.gmd,\npc\n0576.arc,n0576.arc,1,Cyril
0,,"覚者サマってのは
意外と気取らないもんなんだな",Master Arisen is surprisingly unpretentious,ui\00_message\npc\base\n0576.gmd,\npc\n0576.arc,n0576.arc,2,Cyril
0,,"さすがにこの状況だ
アッカーシェランが無くなっちゃ
困るからな","This is indeed the situation.
If we lose Acre Selund, we're in trouble.",ui\00_message\npc\base\n0576.gmd,\npc\n0576.arc,n0576.arc,3,Cyril
0,,悪くいいたくはないが――,"I don't mean to be rude, but...",ui\00_message\npc\base\n0576.gmd,\npc\n0576.arc,n0576.arc,4,Cyril
0,,"王子は結局のところ
甘やかされて育ったお坊ちゃま――
そんなところかね","In the end, the prince was raised as a spoiled
brat-- I suppose that's how it goes.",ui\00_message\npc\base\n0576.gmd,\npc\n0576.arc,n0576.arc,5,Cyril
0,,"今まで多くの者たちがその行方を追っていたが
――サマラの指輪はおまえを選んだ","Many have pursued its whereabouts, but the Ring
of Samara has chosen you.",ui\00_message\npc\base\n0576.gmd,\npc\n0576.arc,n0576.arc,6,Cyril
0,,"俺たちがおまえに協力することになったのも
何かの力が働いてのことかもしれんな","The fact that we are cooperating with you may
also be the result of some higher power at work.",ui\00_message\npc\base\n0576.gmd,\npc\n0576.arc,n0576.arc,7,Cyril
0,,ああ、何かあったのか？,"Ah, something happened?",ui\00_message\npc\base\n0577.gmd,\npc\n0577.arc,n0577.arc,0,Pieri
0,,盗賊ってのはどこにでもいるからな,Thieves are everywhere.,ui\00_message\npc\base\n0577.gmd,\npc\n0577.arc,n0577.arc,1,Pieri
0,,"俺はさ――別に何でもよかったんだよな
生きるために畑耕すのも
盗みに入るのもおんなじだったんだ","I was--I didn't really care about anything else.
I was just as likely to plow a field to survive as
I was to steal from it.",ui\00_message\npc\base\n0577.gmd,\npc\n0577.arc,n0577.arc,2,Pieri
0,,"アンタも覚者が嫌ンなって
行き場が無くなったら盗賊団に来なよ","If you don't like being an Arisen and have
nowhere else to go, come join the bandits.",ui\00_message\npc\base\n0577.gmd,\npc\n0577.arc,n0577.arc,3,Pieri
0,,ふん――,Hmph――,ui\00_message\npc\base\n0578.gmd,\npc\n0578.arc,n0578.arc,0,Marten
0,,"あまり気安く話しかけるな
俺たちは盗賊だ、あんたらとは違う","Don't talk to me so casually. We are bandits,
different from you all.",ui\00_message\npc\base\n0578.gmd,\npc\n0578.arc,n0578.arc,1,Marten
0,,どうしてこんなことになったんだかな,I wonder how things ended up like this.,ui\00_message\npc\base\n0578.gmd,\npc\n0578.arc,n0578.arc,2,Marten
0,,――楽しくお喋りしてやる気はない,I'm not in the mood to chat happily.,ui\00_message\npc\base\n0578.gmd,\npc\n0578.arc,n0578.arc,3,Marten
0,,"うん？
あ、俺？　俺に話しかけてんのか？","Huh?
Oh, me? Are you talking to me?",ui\00_message\npc\base\n0579.gmd,\npc\n0579.arc,n0579.arc,0,Berce
0,,"話してやれることなんか
特に無いんだよな――",There is nothing in particular that I can do -,ui\00_message\npc\base\n0579.gmd,\npc\n0579.arc,n0579.arc,1,Berce
0,,"やめろ、何かを期待して
何度も話しかけるのは","Stop it. Repeatedly talking to me with
expectations...",ui\00_message\npc\base\n0579.gmd,\npc\n0579.arc,n0579.arc,2,Berce
0,,"む――
頭領に、よそものと
あんまり馴れ合うなって言われてるからよ","I'm not--
my chieftain told me not to get too friendly with
strangers.",ui\00_message\npc\base\n0579.gmd,\npc\n0579.arc,n0579.arc,3,Berce
0,,"いやぁ――勘弁してくれ
俺、ユーモアってやつが無くてよ
あんたを笑かしてやれたらよかったんだがなぁ","No... Please spare me.
I lack a sense of humor, you know.
I wish I could have made you laugh.",ui\00_message\npc\base\n0579.gmd,\npc\n0579.arc,n0579.arc,4,Berce
0,,"あっ、いらっしゃい！
何か食べていってよ！","Oh, come on in! Please have something to eat!",ui\00_message\npc\base\n0580.gmd,\npc\n0580.arc,n0580.arc,0,Carrie
0,,"みんなのために食料――
なんとかしないと――","For the sake of everyone, we need to do something
about the food situation ――",ui\00_message\npc\base\n0580.gmd,\npc\n0580.arc,n0580.arc,1,Carrie
0,,なんだかおなか空いてきちゃった,I'm kind of hungry.,ui\00_message\npc\base\n0580.gmd,\npc\n0580.arc,n0580.arc,2,Carrie
0,,"あ――
でも勢いだけの拾い食いは危険だからね～","Ah-- But it's dangerous to just pick up and eat
with such alacrity～!",ui\00_message\npc\base\n0580.gmd,\npc\n0580.arc,n0580.arc,3,Carrie
0,,"瓦礫だらけでホコリっぽいし
できたら空気、入れ替えたいけど――","There's rubble everywhere and it's dusty. I'd
like to change the air if I could, but--",ui\00_message\npc\base\n0580.gmd,\npc\n0580.arc,n0580.arc,4,Carrie
0,,"よく考えたらこの部屋――
窓ないよね？","When I think about it, this room—doesn't have a
window, does it?",ui\00_message\npc\base\n0580.gmd,\npc\n0580.arc,n0580.arc,5,Carrie
0,,"ここで一人火を眺めてると
色々と思い出しちゃうな――","Here, as I gaze at the fire alone, Various
memories come rushing back...",ui\00_message\npc\base\n0580.gmd,\npc\n0580.arc,n0580.arc,6,Carrie
0,,"なんかさ――
火ってすごいよね","You know... fire is amazing, isn't it?",ui\00_message\npc\base\n0580.gmd,\npc\n0580.arc,n0580.arc,7,Carrie
0,,"おいしいごはん作ってくれることもあれば――
大事なもの何もかも奪ってくことだってあるし","They can cook you a delicious meal, or they can--
take away everything that's important to you.",ui\00_message\npc\base\n0580.gmd,\npc\n0580.arc,n0580.arc,8,Carrie
0,,ははは！,Hahaha!,ui\00_message\npc\base\n0580.gmd,\npc\n0580.arc,n0580.arc,9,Carrie
0,,ちょっと！,Hey!,ui\00_message\npc\base\n0580.gmd,\npc\n0580.arc,n0580.arc,10,Carrie
0,,えぇ！？,Eh!?,ui\00_message\npc\base\n0580.gmd,\npc\n0580.arc,n0580.arc,11,Carrie
0,,うーん,Hmm...,ui\00_message\npc\base\n0580.gmd,\npc\n0580.arc,n0580.arc,12,Carrie
0,,うーん,Hmm...,ui\00_message\npc\base\n0580.gmd,\npc\n0580.arc,n0580.arc,13,Carrie
0,,ダメ、もうホントに無理,"No, it's really impossible now.",ui\00_message\npc\base\n0580.gmd,\npc\n0580.arc,n0580.arc,14,Carrie
0,,♪～,♪〜,ui\00_message\npc\base\n0580.gmd,\npc\n0580.arc,n0580.arc,15,Carrie
0,,よし！,Alright!,ui\00_message\npc\base\n0580.gmd,\npc\n0580.arc,n0580.arc,16,Carrie
0,,ねぇ！,Hey!,ui\00_message\npc\base\n0580.gmd,\npc\n0580.arc,n0580.arc,17,Carrie
0,,ねぇ！,Hey!,ui\00_message\npc\base\n0580.gmd,\npc\n0580.arc,n0580.arc,18,Carrie
0,,ハァイ,Yes,ui\00_message\npc\base\n0580.gmd,\npc\n0580.arc,n0580.arc,19,Carrie
0,,そっか――,I see...,ui\00_message\npc\base\n0580.gmd,\npc\n0580.arc,n0580.arc,20,Carrie
0,,何か無いかなぁ？,Is there anything?,ui\00_message\npc\base\n0580.gmd,\npc\n0580.arc,n0580.arc,21,Carrie
0,,こうなったら――！,If it becomes like this—!,ui\00_message\npc\base\n0580.gmd,\npc\n0580.arc,n0580.arc,22,Carrie
0,,これは食べられそうだね！,This looks edible!,ui\00_message\npc\base\n0580.gmd,\npc\n0580.arc,n0580.arc,23,Carrie
0,,ふぅー,Phew,ui\00_message\npc\base\n0580.gmd,\npc\n0580.arc,n0580.arc,24,Carrie
0,,待ってよー！,Wait a minute!,ui\00_message\npc\base\n0580.gmd,\npc\n0580.arc,n0580.arc,25,Carrie
0,,待ってよー！,Wait a minute!,ui\00_message\npc\base\n0580.gmd,\npc\n0580.arc,n0580.arc,26,Carrie
0,,こっち来ないでってば！,Don't come over here!,ui\00_message\npc\base\n0580.gmd,\npc\n0580.arc,n0580.arc,27,Carrie
0,,あっち行きなさいよ！,Go away!,ui\00_message\npc\base\n0580.gmd,\npc\n0580.arc,n0580.arc,28,Carrie
0,,アタシ、おいしくないって！,I'm not delicious!,ui\00_message\npc\base\n0580.gmd,\npc\n0580.arc,n0580.arc,29,Carrie
0,,今日は何する？,What are you doing today?,ui\00_message\npc\base\n0580.gmd,\npc\n0580.arc,n0580.arc,30,Carrie
0,,今日は何する？,What are you doing today?,ui\00_message\npc\base\n0580.gmd,\npc\n0580.arc,n0580.arc,31,Carrie
0,,どうしようか,What should I do?,ui\00_message\npc\base\n0580.gmd,\npc\n0580.arc,n0580.arc,32,Carrie
0,,どうしようか,What should I do?,ui\00_message\npc\base\n0580.gmd,\npc\n0580.arc,n0580.arc,33,Carrie
0,,お願い――,Please...,ui\00_message\npc\base\n0580.gmd,\npc\n0580.arc,n0580.arc,34,Carrie
0,,"今日できることは全部やれたみたい
また明日も来てくれると嬉しいな！","I was able to do everything I could do today. I
would be happy if you could come again tomorrow!",ui\00_message\npc\base\n0580.gmd,\npc\n0580.arc,n0580.arc,35,Carrie
0,,"ローナやブラッド――
それに砦の兵隊さんまで
大食堂の修復手伝ってくれてるんだよ！","Lorna and Brad, and even the soldiers in the
fort, are helping with the restoration work!",ui\00_message\npc\base\n0580.gmd,\npc\n0580.arc,n0580.arc,36,Carrie
0,,"なんか""チーム""って感じだよね？","It feels like a 'team,' you know?",ui\00_message\npc\base\n0580.gmd,\npc\n0580.arc,n0580.arc,37,Carrie
0,,もちろん、あなたも！,"And you, of course!",ui\00_message\npc\base\n0580.gmd,\npc\n0580.arc,n0580.arc,38,Carrie
0,,"あ！
なんか名前付けたいなー",Ah! I want to name it.,ui\00_message\npc\base\n0580.gmd,\npc\n0580.arc,n0580.arc,39,Carrie
0,,"ね！
何がいい？",Hey! What would you like?,ui\00_message\npc\base\n0580.gmd,\npc\n0580.arc,n0580.arc,40,Carrie
0,,"瓦礫はまだ残ってるけどさ
食料庫が復活しただけで
力が湧いてくるんだぁ","The debris is still there, but the pantry is back
up and running. It gives me strength!",ui\00_message\npc\base\n0580.gmd,\npc\n0580.arc,n0580.arc,41,Carrie
0,,"ローナにね
最初にどこを直すか聞かれたから
でっかい声で――","Lorna, huh.
When asked where to fix it first,
I shouted loudly――",ui\00_message\npc\base\n0580.gmd,\npc\n0580.arc,n0580.arc,42,Carrie
0,,"「食料庫！　食料庫がいい！！」
――って叫んじゃった","""Food storage! Food storage is good!"" - I shouted.",ui\00_message\npc\base\n0580.gmd,\npc\n0580.arc,n0580.arc,43,Carrie
0,,"大食堂って壁に囲まれてるから
食料守るのには向いてるんだけど――","The big dining hall is surrounded by walls, so it
is suitable for protecting food, but...",ui\00_message\npc\base\n0580.gmd,\npc\n0580.arc,n0580.arc,44,Carrie
0,,"お料理焦がしちゃったときとか
部屋中煙だらけになって
鼻の奥までコゲ臭くなるんだよね","When the cooking gets burned,
and the room becomes filled with smoke,
it even smells burnt inside the nose.",ui\00_message\npc\base\n0580.gmd,\npc\n0580.arc,n0580.arc,45,Carrie
0,,"バレないように
壁にこっそり穴あけちゃおうかな？","Shall we discreetly make a hole in the wall so
that we won't get caught?",ui\00_message\npc\base\n0580.gmd,\npc\n0580.arc,n0580.arc,46,Carrie
0,,"ペコ、ずっとここにいることにしたみたい
まぁ――初めて食堂に来た人は
ちょっとびっくりしてるけどね","Peco seems to have decided to stay here forever.
Well, people who come to the Dining Hall for the
first time might be a little surprised, though.",ui\00_message\npc\base\n0580.gmd,\npc\n0580.arc,n0580.arc,47,Carrie
0,,"あの子ってばゴブリンなのに
妙に気が弱かったりするからさ
アタシとしても、ここで元気にしてるの
見られる方が気が楽だよ","She's a goblin, but she's strangely timid. As for
me, it's easier for me to see her here doing well.",ui\00_message\npc\base\n0580.gmd,\npc\n0580.arc,n0580.arc,48,Carrie
0,,"復旧してから色んな人が来てくれるんだ
おかげで忙しくって、賑やかで
毎日やることだらけだよ","Since we've been back up and running, we've had
all kinds of people coming in. It's kept us busy
and buzzing. There's so much to do every day!",ui\00_message\npc\base\n0580.gmd,\npc\n0580.arc,n0580.arc,49,Carrie
0,,"ヘザーとアイダンも盛り上げてくれるし――
ペコも居ついちゃって、何だか自分なりに
仕事みたいなことしてるしね","Heather and Aidan are also uplifting―― Peco has
settled in too, and in a way, is doing something
like work",ui\00_message\npc\base\n0580.gmd,\npc\n0580.arc,n0580.arc,50,Carrie
0,,"――さぁ、もっともっと頑張って
戦士のみんなに力付けてもらわないと！
ここからラスニテを――
ううん、アッカーシェランを元気にしていきたいんだ","Alright, we need to push ourselves even harder,
We have to get support from all the soldiers! From
here on, let's restore Rath-- No, I want to bring
back the vitality of all of Acre Selund!",ui\00_message\npc\base\n0580.gmd,\npc\n0580.arc,n0580.arc,51,Carrie
0,,"大食堂、もうすっかり元通りだよ！　
――ううん、元の大食堂よりも良い感じかも
何ていったって皆で作り上げた食堂だからね！","The Dining Hall is back to normal now! No, it might
even be better than before. After all, we all
built this Dining Hall together!",ui\00_message\npc\base\n0580.gmd,\npc\n0580.arc,n0580.arc,52,Carrie
0,,"あなたにもいっぱい協力してもらったよね
お陰で、ここまでやってこれたこと
とっても感謝してる！　本当にありがとう！","You've helped me a lot.
Thanks to you, I've made it this far.
I'm very grateful!　Thank you so much!",ui\00_message\npc\base\n0580.gmd,\npc\n0580.arc,n0580.arc,53,Carrie
0,,"あなたは何が好き？
思い出の味とか、あるでしょ？","What do you like?
Do you have a taste for memories?",ui\00_message\npc\base\n0580.gmd,\npc\n0580.arc,n0580.arc,54,Carrie
0,,ウ、ウガ？,"U, uga?",ui\00_message\npc\base\n0581.gmd,\npc\n0581.arc,n0581.arc,0,Peco
0,,"食ベモノ、集めタ！
キャリーうれしい？","Food and collectibles! Carrie, are you happy?",ui\00_message\npc\base\n0581.gmd,\npc\n0581.arc,n0581.arc,1,Peco
0,,ココにいる、楽しイ！,It's fun being here!,ui\00_message\npc\base\n0581.gmd,\npc\n0581.arc,n0581.arc,2,Peco
0,,"誰モ、イジメナイ――
ペコ――悪いコト、シナイ","Whoever is in the armor, if they show up in front
of me, I'm just going to fight!",ui\00_message\npc\base\n0581.gmd,\npc\n0581.arc,n0581.arc,3,Peco
0,,"次の作戦は――こっちでいくか
いやいや、逆にあっちの方が――","The next strategy is...shall we go this way...
No, the other way around is better...",ui\00_message\npc\base\n0582.gmd,\npc\n0582.arc,n0582.arc,0,Sonel
0,,"ボクは、よく独り言を言ってるらしいんだけど
みんなが言うほどの実感がなくってね","I often seem to be talking to myself, but I don't
really feel it as much as everyone says.",ui\00_message\npc\base\n0582.gmd,\npc\n0582.arc,n0582.arc,1,Sonel
0,,"普段から、まわりに誰かいるかとかは
特に気にしてはいないけど
ボクにとっては自然なことさ","I usually don't pay much attention to whether
someone is around me or not. It's just natural for
me.",ui\00_message\npc\base\n0582.gmd,\npc\n0582.arc,n0582.arc,2,Sonel
0,,――これは、独り言じゃないよね？,"This isn't just talking to myself, right?",ui\00_message\npc\base\n0582.gmd,\npc\n0582.arc,n0582.arc,3,Sonel
0,,"展望城に自分の部屋はないのかって？
ああ、それなら以前
一度作ってもらったことがあってね","Lookout Castle, isn't there a room for me there?
Ah, well, it's because I had one made before.",ui\00_message\npc\base\n0582.gmd,\npc\n0582.arc,n0582.arc,4,Sonel
0,,"でも、城内って広くて複雑でさ
部屋に戻るたびに迷うのに飽きてしまって
気が付いたら場所を忘れてたんだよ","But the castle is so big and complicated. I got
tired of getting lost every time I went back to my
room and realized I'd forgotten where I was.",ui\00_message\npc\base\n0582.gmd,\npc\n0582.arc,n0582.arc,5,Sonel
0,,"今覚えてる場所は――
城の入り口と、王宮層と
あとはシチューのある食堂だけさ！","The only places I remember now are—the castle
entrance, the royal layer, and the Dining Hall with
the stew!",ui\00_message\npc\base\n0582.gmd,\npc\n0582.arc,n0582.arc,6,Sonel
0,,"ボクは、作戦というものは""生き物""だと思ってる",I think that a strategy is like a living creature.,ui\00_message\npc\base\n0582.gmd,\npc\n0582.arc,n0582.arc,7,Sonel
0,,"いくら事前に完璧に計画したつもりでも
その場の状況でいくらだって変わるし
思い通りに行く方が珍しいくらいさ","No matter how perfectly you plan it in advance,
it can change at any moment, and it's rare that
things go the way you want them to.",ui\00_message\npc\base\n0582.gmd,\npc\n0582.arc,n0582.arc,8,Sonel
0,,"まぁ、そこが面白いところなんだけどね
何でも思った通りになるなんて
つまんないだろ？","Well, that's the interesting part about it, you
know? It's boring for everything to just go as you
think.",ui\00_message\npc\base\n0582.gmd,\npc\n0582.arc,n0582.arc,9,Sonel
0,,準備はいいかい？それじゃ行こう,Are you ready? Let's go.,ui\00_message\npc\base\n0582.gmd,\npc\n0582.arc,n0582.arc,10,Sonel
0,,準備はいいかい？　それじゃ行こう,Are you ready? Let's go.,ui\00_message\npc\base\n0582.gmd,\npc\n0582.arc,n0582.arc,11,Sonel
0,,きっと、何かあるはずさ,There's got to be something.,ui\00_message\npc\base\n0582.gmd,\npc\n0582.arc,n0582.arc,12,Sonel
0,,きっと、何かあるはずさ,There's got to be something.,ui\00_message\npc\base\n0582.gmd,\npc\n0582.arc,n0582.arc,13,Sonel
0,,ふんふん、なるほどね,Hmmm... I see.,ui\00_message\npc\base\n0582.gmd,\npc\n0582.arc,n0582.arc,14,Sonel
0,,いや、待てよ？,"No, wait, could you?",ui\00_message\npc\base\n0582.gmd,\npc\n0582.arc,n0582.arc,15,Sonel
0,,いや、待てよ？,"No, wait, could you?",ui\00_message\npc\base\n0582.gmd,\npc\n0582.arc,n0582.arc,16,Sonel
0,,"そうか！　そういうことか！
やはり僕は、天才だね！","Ah, I see! So that's how it is! As I thought, I
am a genius!",ui\00_message\npc\base\n0582.gmd,\npc\n0582.arc,n0582.arc,17,Sonel
