"0","","閉じられていた壁が無くなった！","閉じられていた壁が無くなった！","ui\00_message\examine_message\quest\quest_examine_q29999999.gmd","\quest\q29999999.arc","q29999999.arc","2"
"0","0","白翼覚者隊・納品依頼　ザンドラ東部","White Wings: Delivery (Eastern Zandora)","ui\00_message\quest_info\q40000199_00.gmd","\quest\q40000199.arc","q40000199.arc","0"
"1","eqenhance_title_sub","ゾマ滞在中の覚者様に、神殿より通達です
任地にて入手可能な<LQIM>、<LQVA>個を神殿まで納品願います
現在神殿でも備蓄が少なくなっているため、よろしくお願いします","ゾマ滞在中の覚者様に、神殿より通達です
任地にて入手可能な<LQIM>、<LQVA>個を神殿まで納品願います
現在神殿でも備蓄が少なくなっているため、よろしくお願いします","ui\00_message\quest_info\q40000199_00.gmd","\quest\q40000199.arc","q40000199.arc","1"
"0","0","＜エリアオーダー＞ザンドラ東部補給","Area Order: Eastern Zandora Resupply","ui\00_message\quest_info\q40000200_00.gmd","\quest\q40000200.arc","q40000200.arc","0"
"1","eqenhance_title_sub","ねぇ、エリアマスターとして依頼させてもらうわ
ゾマは遺跡を利用した町だから、補修にも手がかかってね
そのために<LQIM>が<LQVA>個必要なんだけど、なかなか工面できないの
どうかしら、お礼はもちろん保証するわ","ねぇ、エリアマスターとして依頼させてもらうわ
ゾマは遺跡を利用した町だから、補修にも手がかかってね
そのために<LQIM>が<LQVA>個必要なんだけど、なかなか工面できないの
どうかしら、お礼はもちろん保証するわ","ui\00_message\quest_info\q40000200_00.gmd","\quest\q40000200.arc","q40000200.arc","1"
"0","0","退治しておくメモ","A Note on Extermination","ui\00_message\quest_info\q40000201_00.gmd","\quest\q40000201.arc","q40000201.arc","0"
"1","eqenhance_title_sub","<LQEM>増えすぎ、<LQVA>匹倒す
この間家の近くにも出た","<LQEM>増えすぎ、<LQVA>匹倒す
この間家の近くにも出た","ui\00_message\quest_info\q40000201_00.gmd","\quest\q40000201.arc","q40000201.arc","1"
"0","0","狩っておく獲物メモ","A Note on Protection","ui\00_message\quest_info\q40000202_00.gmd","\quest\q40000202.arc","q40000202.arc","0"
"1","eqenhance_title_sub","<LQEM>狩る。次の獲物
<LQVA>匹。なるべく皮を傷つけないようにする","<LQEM>狩る。次の獲物
<LQVA>匹。なるべく皮を傷つけないようにする","ui\00_message\quest_info\q40000202_00.gmd","\quest\q40000202.arc","q40000202.arc","1"
"0","0","狙う獲物メモ","A Note on Treasure","ui\00_message\quest_info\q40000203_00.gmd","\quest\q40000203.arc","q40000203.arc","0"
"1","eqenhance_title_sub","<LQEM>、<LQVA>匹いるのを見た
珍しい。次に見たら倒せるよう準備しておく","<LQEM>、<LQVA>匹いるのを見た
珍しい。次に見たら倒せるよう準備しておく","ui\00_message\quest_info\q40000203_00.gmd","\quest\q40000203.arc","q40000203.arc","1"
"0","0","力試しをしてみないかな","A Trial","ui\00_message\quest_info\q40000204_00.gmd","\quest\q40000204.arc","q40000204.arc","0"
"1","eqenhance_title_sub","やあ、君。もし腕に覚えがあるなら、この辺りに現れるという<LQEM>と対峙してみるといい
君がどれほどの腕なのか、その戦いで解るだろう
<LQVA>体見事倒せたならば、報酬を送ろうではないか","やあ、君。もし腕に覚えがあるなら、この辺りに現れるという<LQEM>と対峙してみるといい
君がどれほどの腕なのか、その戦いで解るだろう
<LQVA>体見事倒せたならば、報酬を送ろうではないか","ui\00_message\quest_info\q40000204_00.gmd","\quest\q40000204.arc","q40000204.arc","1"
"0","0","我々の狩猟場","Hunting Grounds","ui\00_message\quest_info\q40000205_00.gmd","\quest\q40000205.arc","q40000205.arc","0"
"1","eqenhance_title_sub","この辺りを狩猟場にしている者だ
もし<LQEM>を<LQVA>匹倒したなら、我々に一報をくれ
狩り場を荒らす連中を駆除してくれた者には、一応礼をしたいのでな","この辺りを狩猟場にしている者だ
もし<LQEM>を<LQVA>匹倒したなら、我々に一報をくれ
狩り場を荒らす連中を駆除してくれた者には、一応礼をしたいのでな","ui\00_message\quest_info\q40000205_00.gmd","\quest\q40000205.arc","q40000205.arc","1"
"0","0","ミスリウ深部の生態調査依頼","Mysree Grove Wildlife Survey","ui\00_message\quest_info\q40000206_00.gmd","\quest\q40000206.arc","q40000206.arc","0"
"1","eqenhance_title_sub","ミスリウ深部には<LQEM>というものが生息しているのだが、私はその調査をしていてね
<LQVA>体ほどその対象と戦い、どういった反応、行動、習性があったか教えて欲しいのだ","ミスリウ深部には<LQEM>というものが生息しているのだが、私はその調査をしていてね
<LQVA>体ほどその対象と戦い、どういった反応、行動、習性があったか教えて欲しいのだ","ui\00_message\quest_info\q40000206_00.gmd","\quest\q40000206.arc","q40000206.arc","1"
"0","0","復讐してくれよぉ！","Seeking Vengeance!","ui\00_message\quest_info\q40000207_00.gmd","\quest\q40000207.arc","q40000207.arc","0"
"1","eqenhance_title_sub","前にここを通りかかった時、<LQEM>ってのに突然襲われたんだ！　どうなったって？
持ってた商品をぶちまけて池ポチャだよ、台無しだ！
悔しいから<LQVA>匹くらいやっつけてやってよ、相棒！！","前にここを通りかかった時、<LQEM>ってのに突然襲われたんだ！　どうなったって？
持ってた商品をぶちまけて池ポチャだよ、台無しだ！
悔しいから<LQVA>匹くらいやっつけてやってよ、相棒！！","ui\00_message\quest_info\q40000207_00.gmd","\quest\q40000207.arc","q40000207.arc","1"
"0","0","白翼覚者隊・協力要請　ミスリウ森林深部","White Wings: Cooperation (Mysree Grove)","ui\00_message\quest_info\q40000208_00.gmd","\quest\q40000208.arc","q40000208.arc","0"
"1","eqenhance_title_sub","ミスリウ森林深部に探索中の覚者様に、神殿より通達です
近年任地にて<LQEM>が増えつつあるとの報告が上がっております。可能であれば任務の合間で構いませんので、<LQVA>体ほどの討伐にご協力をお願いします","ミスリウ森林深部に探索中の覚者様に、神殿より通達です
近年任地にて<LQEM>が増えつつあるとの報告が上がっております。可能であれば任務の合間で構いませんので、<LQVA>体ほどの討伐にご協力をお願いします","ui\00_message\quest_info\q40000208_00.gmd","\quest\q40000208.arc","q40000208.arc","1"
"0","0","白翼覚者隊・討伐任務　ミスリウ森林深部","White Wings: Elimination (Mysree Grove)","ui\00_message\quest_info\q40000209_00.gmd","\quest\q40000209.arc","q40000209.arc","0"
"1","eqenhance_title_sub","ミスリウ森林深部に探索中の覚者様に、神殿より通達です
任地にて<LQEM>を確認した場合、地域安全維持のため各自<LQVA>体以上の討伐を願いします","ミスリウ森林深部に探索中の覚者様に、神殿より通達です
任地にて<LQEM>を確認した場合、地域安全維持のため各自<LQVA>体以上の討伐を願いします","ui\00_message\quest_info\q40000209_00.gmd","\quest\q40000209.arc","q40000209.arc","1"
"0","0","＜エリアオーダー＞ミスリウ深部魔物征伐","Area Order: Mysree Grove Demon Extermination","ui\00_message\quest_info\q40000210_00.gmd","\quest\q40000210.arc","q40000210.arc","0"
"1","eqenhance_title_sub","この森におられる覚者様に、エリアマスターとしての依頼です
近頃この森は、<LQEM>により荒らされることがしばしば――
浅き森への侵出を防ぐため、<LQVA>体の討伐にてご協力をお願いしたいのです","この森におられる覚者様に、エリアマスターとしての依頼です
近頃この森は、<LQEM>により荒らされることがしばしば――
浅き森への侵出を防ぐため、<LQVA>体の討伐にてご協力をお願いしたいのです","ui\00_message\quest_info\q40000210_00.gmd","\quest\q40000210.arc","q40000210.arc","1"
"0","0","探訪者へ","From a Reporter","ui\00_message\quest_info\q40000211_00.gmd","\quest\q40000211.arc","q40000211.arc","0"
"1","eqenhance_title_sub","もし依頼を見る方がいれば、お願いがあるの
この深き森で採れる<LQIM>という品を<LQVA>つ、納品して頂きたいの
魔法薬の調合には欠かせないものでね
よろしくお願いするわ――ふふふ","もし依頼を見る方がいれば、お願いがあるの
この深き森で採れる<LQIM>という品を<LQVA>つ、納品して頂きたいの
魔法薬の調合には欠かせないものでね
よろしくお願いするわ――ふふふ","ui\00_message\quest_info\q40000211_00.gmd","\quest\q40000211.arc","q40000211.arc","1"
"0","0","手に入れておく物メモ","A Note on Goods","ui\00_message\quest_info\q40000212_00.gmd","\quest\q40000212.arc","q40000212.arc","0"
"1","eqenhance_title_sub","<LQIM>、<LQVA>こ手に入れる
忘れんようにしておく","<LQIM>、<LQVA>こ手に入れる
忘れんようにしておく","ui\00_message\quest_info\q40000212_00.gmd","\quest\q40000212.arc","q40000212.arc","1"
"0","0","必要な物メモ","A Note on Necessities","ui\00_message\quest_info\q40000213_00.gmd","\quest\q40000213.arc","q40000213.arc","0"
"1","eqenhance_title_sub","<LQIM>、<LQVA>こは必要
なるべく早く手に入れる","<LQIM>、<LQVA>こは必要
なるべく早く手に入れる","ui\00_message\quest_info\q40000213_00.gmd","\quest\q40000213.arc","q40000213.arc","1"
"0","0","見つけておく物メモ","A Note to Search","ui\00_message\quest_info\q40000214_00.gmd","\quest\q40000214.arc","q40000214.arc","0"
"1","eqenhance_title_sub","<LQIM>、<LQVA>こ
探しておく
見つけたらクリスティーヌに送る","<LQIM>、<LQVA>こ
探しておく
見つけたらクリスティーヌに送る","ui\00_message\quest_info\q40000214_00.gmd","\quest\q40000214.arc","q40000214.arc","1"
"0","0","モノ好き仲間へ","For a Friend","ui\00_message\quest_info\q40000215_00.gmd","\quest\q40000215.arc","q40000215.arc","0"
"1","eqenhance_title_sub","よう！　こんな辺境までくるお前さんに頼みごとだ
もしこの辺りで<LQIM>ってアイテムを見つけたら、<LQVA>個俺に送ってくれないか？
きっちりそれ相応の礼はするさ","よう！　こんな辺境までくるお前さんに頼みごとだ
もしこの辺りで<LQIM>ってアイテムを見つけたら、<LQVA>個俺に送ってくれないか？
きっちりそれ相応の礼はするさ","ui\00_message\quest_info\q40000215_00.gmd","\quest\q40000215.arc","q40000215.arc","1"
"0","0","美食家の食材探し","An Epicurean Meal","ui\00_message\quest_info\q40000216_00.gmd","\quest\q40000216.arc","q40000216.arc","0"
"1","eqenhance_title_sub","ミスリウ森林深くには、あまり世間で流通していない食材が数多く眠っておる！
今私が欲しているのは<LQIM>だ。こいつを<LQVA>個煮詰めると、独特の旨みが染み出すのだ！
ささ、急いで手に入れてくれ。報酬は十分出すぞ","ミスリウ森林深くには、あまり世間で流通していない食材が数多く眠っておる！
今私が欲しているのは<LQIM>だ。こいつを<LQVA>個煮詰めると、独特の旨みが染み出すのだ！
ささ、急いで手に入れてくれ。報酬は十分出すぞ","ui\00_message\quest_info\q40000216_00.gmd","\quest\q40000216.arc","q40000216.arc","1"
"0","0","ミスリウ深部名産品の入手依頼","Mysree Grove Materials Request","ui\00_message\quest_info\q40000217_00.gmd","\quest\q40000217.arc","q40000217.arc","0"
"1","eqenhance_title_sub","行商をやってる者だが、ミスリウ森林深部ではなかなか良質の<LQIM>が採れるのだ
他方からも問い合わせが多くて品薄になっている
<LQVA>個ほど納品してくれれば、相応の対価を支払おう","行商をやってる者だが、ミスリウ森林深部ではなかなか良質の<LQIM>が採れるのだ
他方からも問い合わせが多くて品薄になっている
<LQVA>個ほど納品してくれれば、相応の対価を支払おう","ui\00_message\quest_info\q40000217_00.gmd","\quest\q40000217.arc","q40000217.arc","1"
"0","0","白翼覚者隊・収集依頼　ミスリウ森林深部","White Wings: Collection (Mysree Grove)","ui\00_message\quest_info\q40000218_00.gmd","\quest\q40000218.arc","q40000218.arc","0"
"1","eqenhance_title_sub","ミスリウ深部に探索中の覚者様に、神殿より通達です
対応可能であれば、任地にて<LQIM>、<LQVA>個を神殿まで納品願います
他の任務がある場合、そちらを優先してください","ミスリウ深部に探索中の覚者様に、神殿より通達です
対応可能であれば、任地にて<LQIM>、<LQVA>個を神殿まで納品願います
他の任務がある場合、そちらを優先してください","ui\00_message\quest_info\q40000218_00.gmd","\quest\q40000218.arc","q40000218.arc","1"
"0","0","白翼覚者隊・納品依頼　ミスリウ森林深部","White Wings: Delivery (Mysree Grove)","ui\00_message\quest_info\q40000219_00.gmd","\quest\q40000219.arc","q40000219.arc","0"
"1","eqenhance_title_sub","ミスリウ深部に探索中の覚者様に、神殿より通達です
任地にて入手可能な<LQIM>、<LQVA>個を神殿まで納品願います
現在神殿でも備蓄が少なくなっているため、よろしくお願いします","ミスリウ深部に探索中の覚者様に、神殿より通達です
任地にて入手可能な<LQIM>、<LQVA>個を神殿まで納品願います
現在神殿でも備蓄が少なくなっているため、よろしくお願いします","ui\00_message\quest_info\q40000219_00.gmd","\quest\q40000219.arc","q40000219.arc","1"
"0","0","＜エリアオーダー＞ミスリウ深部補給","Area Order: Mysree Grove Resupply","ui\00_message\quest_info\q40000220_00.gmd","\quest\q40000220.arc","q40000220.arc","0"
"1","eqenhance_title_sub","標の祠を預かる者として、覚者さまへのお願いです
この地域で入手できる<LQIM>を、<LQVA>個この祠へ納めてはいただけないでしょうか
人の少なき地ゆえ、一人でままならぬこともあり――どうかよろしくお願いします","標の祠を預かる者として、覚者さまへのお願いです
この地域で入手できる<LQIM>を、<LQVA>個この祠へ納めてはいただけないでしょうか
人の少なき地ゆえ、一人でままならぬこともあり――どうかよろしくお願いします","ui\00_message\quest_info\q40000220_00.gmd","\quest\q40000220.arc","q40000220.arc","1"
"0","0","若き覚者の標に","Mark of the Newly Arisen","ui\00_message\quest_info\q40000221_00.gmd","\quest\q40000221.arc","q40000221.arc","0"
"1","eqenhance_title_sub","ここへは、我々ポーンと未契約の覚者が訪れることもある
彼らにとって<LQEM>の存在は大きな障害となろう
近場を彷徨う<LQVA>体の排除を頼みたい
もっとも、それしき己で払えねば資格はないかもしれぬ","ここへは、我々ポーンと未契約の覚者が訪れることもある
彼らにとって<LQEM>の存在は大きな障害となろう
近場を彷徨う<LQVA>体の排除を頼みたい
もっとも、それしき己で払えねば資格はないかもしれぬ","ui\00_message\quest_info\q40000221_00.gmd","\quest\q40000221.arc","q40000221.arc","1"
"0","0","駆除が追いつきません","Outtaken","ui\00_message\quest_info\q40000222_00.gmd","\quest\q40000222.arc","q40000222.arc","0"
"1","eqenhance_title_sub","ミスリウには多くの<LQEM>が住んでおり、郷に入り込もうとすることもしばしば
定期的に駆除しているものの、追いつきません。覚者様がお立ち寄りの際は、<LQVA>体ほど駆除に協力頂けると幸いです","ミスリウには多くの<LQEM>が住んでおり、郷に入り込もうとすることもしばしば
定期的に駆除しているものの、追いつきません。覚者様がお立ち寄りの際は、<LQVA>体ほど駆除に協力頂けると幸いです","ui\00_message\quest_info\q40000222_00.gmd","\quest\q40000222.arc","q40000222.arc","1"
"0","0","ミスリウ危険ガイド","An Unfortunate Guide","ui\00_message\quest_info\q40000223_00.gmd","\quest\q40000223.arc","q40000223.arc","0"
"1","eqenhance_title_sub","ミスリウ森林の危険生物情報です
<LQEM>が<LQVA>体確認され、リンウッドとポーン郷に影響を及ぼす可能性があります
遭遇の場合、ただちに撃退願います
受諾された方には謝礼を用意しております","ミスリウ森林の危険生物情報です
<LQEM>が<LQVA>体確認され、リンウッドとポーン郷に影響を及ぼす可能性があります
遭遇の場合、ただちに撃退願います
受諾された方には謝礼を用意しております","ui\00_message\quest_info\q40000223_00.gmd","\quest\q40000223.arc","q40000223.arc","1"
"0","0","ああ、もうまたかよ！！","That's Enough!","ui\00_message\quest_info\q40000224_00.gmd","\quest\q40000224.arc","q40000224.arc","0"
"1","eqenhance_title_sub","またポーンを異界の狭間に送ってしまったぁ――！
それもこれも、<LQVA>匹の<LQEM>のせいだ！！
弱化になったところを狙うとは、卑劣な奴らめ！
誰か仕返ししといてくれよ！　くそ！！","またポーンを異界の狭間に送ってしまったぁ――！
それもこれも、<LQVA>匹の<LQEM>のせいだ！！
弱化になったところを狙うとは、卑劣な奴らめ！
誰か仕返ししといてくれよ！　くそ！！","ui\00_message\quest_info\q40000224_00.gmd","\quest\q40000224.arc","q40000224.arc","1"
"0","0","退治依頼","Extermination","ui\00_message\quest_info\q40000225_00.gmd","\quest\q40000225.arc","q40000225.arc","0"
"1","eqenhance_title_sub","<LQEM>、<LQVA>体、要退治
怪我人多数","<LQEM>、<LQVA>体、要退治
怪我人多数","ui\00_message\quest_info\q40000225_00.gmd","\quest\q40000225.arc","q40000225.arc","1"
"0","0","共闘依頼","Forces United","ui\00_message\quest_info\q40000226_00.gmd","\quest\q40000226.arc","q40000226.arc","0"
"1","eqenhance_title_sub","我が主は内気ゆえ、直接の対面をあまり望まぬ
そこで、私は考えた。この報せ板にて共に<LQEM>と戦う覚者を募ってはどうかと
他の覚者よ、討伐予定数の半分にあたる<LQVA>体を退治してはもらえないか。報酬も折半で、記載通り支払う","我が主は内気ゆえ、直接の対面をあまり望まぬ
そこで、私は考えた。この報せ板にて共に<LQEM>と戦う覚者を募ってはどうかと
他の覚者よ、討伐予定数の半分にあたる<LQVA>体を退治してはもらえないか。報酬も折半で、記載通り支払う","ui\00_message\quest_info\q40000226_00.gmd","\quest\q40000226.arc","q40000226.arc","1"
"0","0","血を纏う者","Clad in Blood","ui\00_message\quest_info\q40000227_00.gmd","\quest\q40000227.arc","q40000227.arc","0"
"1","eqenhance_title_sub","残念な事に、癒しの術では新しく作られる傷を減らすことはできません
勇ましき者よ、森を荒らし傷と血を振りまく<LQEM>、<LQVA>体に沈黙を与えてください
命を奪うこともまた、他の命を活かす道理ゆえ――","残念な事に、癒しの術では新しく作られる傷を減らすことはできません
勇ましき者よ、森を荒らし傷と血を振りまく<LQEM>、<LQVA>体に沈黙を与えてください
命を奪うこともまた、他の命を活かす道理ゆえ――","ui\00_message\quest_info\q40000227_00.gmd","\quest\q40000227.arc","q40000227.arc","1"
"0","0","白翼覚者隊・協力要請　ミスリウ森林","White Wings: Cooperation (Mysree Forest)","ui\00_message\quest_info\q40000228_00.gmd","\quest\q40000228.arc","q40000228.arc","0"
"1","eqenhance_title_sub","ミスリウ森林滞在中の覚者様に、神殿より通達です
近年任地にて<LQEM>が増えつつあるとの報告が上がっております。可能であれば任務の合間で構いませんので、<LQVA>体ほどの討伐にご協力をお願いします","ミスリウ森林滞在中の覚者様に、神殿より通達です
近年任地にて<LQEM>が増えつつあるとの報告が上がっております。可能であれば任務の合間で構いませんので、<LQVA>体ほどの討伐にご協力をお願いします","ui\00_message\quest_info\q40000228_00.gmd","\quest\q40000228.arc","q40000228.arc","1"
"0","0","白翼覚者隊・討伐任務　ミスリウ森林","White Wings: Elimination (Mysree Forest)","ui\00_message\quest_info\q40000229_00.gmd","\quest\q40000229.arc","q40000229.arc","0"
"1","eqenhance_title_sub","ミスリウ森林滞在中の覚者様に、神殿より通達です
任地にて<LQEM>を確認した場合、地域安全維持のため各自<LQVA>体以上の討伐を願いします","ミスリウ森林滞在中の覚者様に、神殿より通達です
任地にて<LQEM>を確認した場合、地域安全維持のため各自<LQVA>体以上の討伐を願いします","ui\00_message\quest_info\q40000229_00.gmd","\quest\q40000229.arc","q40000229.arc","1"
"0","0","＜エリアオーダー＞ポーン郷近郊魔物征伐","Area Order: Pawn Cathedral Outskirts Demon Extermination","ui\00_message\quest_info\q40000230_00.gmd","\quest\q40000230.arc","q40000230.arc","0"
"1","eqenhance_title_sub","ポーンの民を代表し、訪れる覚者への依頼がある
付近で<LQEM>が確認され、新しき覚者、未熟なポーンへの障害となっているとか
どうか<LQVA>体の討伐にて、導きの一助となってもらいたい","ポーンの民を代表し、訪れる覚者への依頼がある
付近で<LQEM>が確認され、新しき覚者、未熟なポーンへの障害となっているとか
どうか<LQVA>体の討伐にて、導きの一助となってもらいたい","ui\00_message\quest_info\q40000230_00.gmd","\quest\q40000230.arc","q40000230.arc","1"
"0","0","クラフトお悩み相談","Crafting Woes","ui\00_message\quest_info\q40000231_00.gmd","\quest\q40000231.arc","q40000231.arc","0"
"1","eqenhance_title_sub","どうにもウチのポーン、不器用なのか思うような高品質武器がなかなか作れなくってなぁ。素材が足りない足りない
ってことで、<LQIM>を<LQVA>個調達してくれないか？
ううむ、成長のさせ方が良くなかったのかなぁ　","どうにもウチのポーン、不器用なのか思うような高品質武器がなかなか作れなくってなぁ。素材が足りない足りない
ってことで、<LQIM>を<LQVA>個調達してくれないか？
ううむ、成長のさせ方が良くなかったのかなぁ　","ui\00_message\quest_info\q40000231_00.gmd","\quest\q40000231.arc","q40000231.arc","1"
"0","0","効率的アイテム収集","An Item Search","ui\00_message\quest_info\q40000232_00.gmd","\quest\q40000232.arc","q40000232.arc","0"
"1","eqenhance_title_sub","主の為に必要な物を必要数用意する
それがいかなことか考えた結果、この報せ板を利用することにした。我が主のため、<LQIM>を<LQVA>個納品願いたい。報酬の支払いは記載の通り","主の為に必要な物を必要数用意する
それがいかなことか考えた結果、この報せ板を利用することにした。我が主のため、<LQIM>を<LQVA>個納品願いたい。報酬の支払いは記載の通り","ui\00_message\quest_info\q40000232_00.gmd","\quest\q40000232.arc","q40000232.arc","1"
"0","0","修練の材具","For a Practice","ui\00_message\quest_info\q40000233_00.gmd","\quest\q40000233.arc","q40000233.arc","0"
"1","eqenhance_title_sub","クラフトをしていない時であっても、どう製作し鍛えるか私は素材から常々ヒントを得ています
もし<LQIM>が<LQVA>個あれば何か手応えを感じられる気がするのです
我々の製作は全て覚者様の為。何卒","クラフトをしていない時であっても、どう製作し鍛えるか私は素材から常々ヒントを得ています
もし<LQIM>が<LQVA>個あれば何か手応えを感じられる気がするのです
我々の製作は全て覚者様の為。何卒","ui\00_message\quest_info\q40000233_00.gmd","\quest\q40000233.arc","q40000233.arc","1"
"0","0","有用なる恵み","A Convenient Blessing","ui\00_message\quest_info\q40000234_00.gmd","\quest\q40000234.arc","q40000234.arc","0"
"1","eqenhance_title_sub","ポーン郷では、覚者様への補給物資を常に準備しています
備品の材料とするため、手の空いている方は<LQIM>、<LQVA>個を調達お願いします
森へ出ればそれほど苦もなく見つけられることでしょう","ポーン郷では、覚者様への補給物資を常に準備しています
備品の材料とするため、手の空いている方は<LQIM>、<LQVA>個を調達お願いします
森へ出ればそれほど苦もなく見つけられることでしょう","ui\00_message\quest_info\q40000234_00.gmd","\quest\q40000234.arc","q40000234.arc","1"
"0","0","物資不足","Low on Supplies","ui\00_message\quest_info\q40000235_00.gmd","\quest\q40000235.arc","q40000235.arc","0"
"1","eqenhance_title_sub","現在品薄状態
<LQIM>、<LQVA>個、手配必要","現在品薄状態
<LQIM>、<LQVA>個、手配必要","ui\00_message\quest_info\q40000235_00.gmd","\quest\q40000235.arc","q40000235.arc","1"
"0","0","癒しの助けを","Healing Assistance","ui\00_message\quest_info\q40000236_00.gmd","\quest\q40000236.arc","q40000236.arc","0"
"1","eqenhance_title_sub","――癒しの術は魔力のみにあらず
深く傷ついた者を真に癒すには、自然より賜った精命の結晶――つまり、薬によってのみなし得る時もあるのです
心ある方よ、そのために必要な<LQIM>を<LQVA>個届けてはいただけないでしょうか","――癒しの術は魔力のみにあらず
深く傷ついた者を真に癒すには、自然より賜った精命の結晶――つまり、薬によってのみなし得る時もあるのです
心ある方よ、そのために必要な<LQIM>を<LQVA>個届けてはいただけないでしょうか","ui\00_message\quest_info\q40000236_00.gmd","\quest\q40000236.arc","q40000236.arc","1"
"0","0","ミスリウ名産品の入手依頼","Mysree Materials Request","ui\00_message\quest_info\q40000237_00.gmd","\quest\q40000237.arc","q40000237.arc","0"
"1","eqenhance_title_sub","行商をやってる者だが、ミスリウ森林ではなかなか良質の<LQIM>が採れるのだ
他方からも問い合わせが多くて品薄になっている
<LQVA>個ほど納品してくれれば、相応の対価を支払おう","行商をやってる者だが、ミスリウ森林ではなかなか良質の<LQIM>が採れるのだ
他方からも問い合わせが多くて品薄になっている
<LQVA>個ほど納品してくれれば、相応の対価を支払おう","ui\00_message\quest_info\q40000237_00.gmd","\quest\q40000237.arc","q40000237.arc","1"
"0","0","白翼覚者隊・収集依頼　ミスリウ森林","White Wings: Collection (Mysree Forest)","ui\00_message\quest_info\q40000238_00.gmd","\quest\q40000238.arc","q40000238.arc","0"
"1","eqenhance_title_sub","ポーン郷滞在中の覚者様に、神殿より通達です
対応可能であれば、任地にて<LQIM>、<LQVA>個を神殿まで納品願います
他の任務がある場合、そちらを優先してください","ポーン郷滞在中の覚者様に、神殿より通達です
対応可能であれば、任地にて<LQIM>、<LQVA>個を神殿まで納品願います
他の任務がある場合、そちらを優先してください","ui\00_message\quest_info\q40000238_00.gmd","\quest\q40000238.arc","q40000238.arc","1"
"0","0","白翼覚者隊・納品依頼　ミスリウ森林","White Wings: Delivery (Mysree Forest)","ui\00_message\quest_info\q40000239_00.gmd","\quest\q40000239.arc","q40000239.arc","0"
"1","eqenhance_title_sub","ポーン郷滞在中の覚者様に、神殿より通達です
任地にて入手可能な<LQIM>、<LQVA>個を神殿まで納品願います
現在神殿でも備蓄が少なくなっているため、よろしくお願いします","ポーン郷滞在中の覚者様に、神殿より通達です
任地にて入手可能な<LQIM>、<LQVA>個を神殿まで納品願います
現在神殿でも備蓄が少なくなっているため、よろしくお願いします","ui\00_message\quest_info\q40000239_00.gmd","\quest\q40000239.arc","q40000239.arc","1"
"0","0","＜エリアオーダー＞ポーン郷補給","Area Order: Pawn Cathedral Resupply","ui\00_message\quest_info\q40000240_00.gmd","\quest\q40000240.arc","q40000240.arc","0"
"1","eqenhance_title_sub","里長として、訪れる覚者への頼みがある
この聖堂を維持・運営するための物資、<LQIM>を<LQVA>個、どうか納めてもらいたいのだ
ポーン郷は常に覚者とともにあらねばならぬ場所――
どうか協力を","里長として、訪れる覚者への頼みがある
この聖堂を維持・運営するための物資、<LQIM>を<LQVA>個、どうか納めてもらいたいのだ
ポーン郷は常に覚者とともにあらねばならぬ場所――
どうか協力を","ui\00_message\quest_info\q40000240_00.gmd","\quest\q40000240.arc","q40000240.arc","1"
"0","0","すぐそこにいる敵","Imminent Threat","ui\00_message\quest_info\q40000241_00.gmd","\quest\q40000241.arc","q40000241.arc","0"
"1","eqenhance_title_sub","<LQEM>は危険です
この間も<LQVA>体が区画のすぐ傍まで来たのです
遠ざけねば、いずれ関知されてしまうでしょう
そうなれば、この地はそれこそ彼らのものに――","<LQEM>は危険です
この間も<LQVA>体が区画のすぐ傍まで来たのです
遠ざけねば、いずれ関知されてしまうでしょう
そうなれば、この地はそれこそ彼らのものに――","ui\00_message\quest_info\q40000241_00.gmd","\quest\q40000241.arc","q40000241.arc","1"
"0","0","錬魔注意報告","錬魔注意報告","ui\00_message\quest_info\q40000242_00.gmd","\quest\q40000242.arc","q40000242.arc","0"
"1","eqenhance_title_sub","あちら方のメルガンや錬魔が騒がしいな
特に<LQEM>は注意したほうが良さそうだ
<LQVA>体は消しておかねば、資源探しの障害になるぞ","あちら方のメルガンや錬魔が騒がしいな
特に<LQEM>は注意したほうが良さそうだ
<LQVA>体は消しておかねば、資源探しの障害になるぞ","ui\00_message\quest_info\q40000242_00.gmd","\quest\q40000242.arc","q40000242.arc","1"
"0","0","哀れな傀儡","A Pitiful Puppet","ui\00_message\quest_info\q40000243_00.gmd","\quest\q40000243.arc","q40000243.arc","0"
"1","eqenhance_title_sub","兵として久しくただ動き回る<LQEM>を見ておりますと、我々の術が生んだものではありますがどうにも哀れです
どうか彼らの<LQVA>体に静かな時を与えてやってはくれないでしょうか","兵として久しくただ動き回る<LQEM>を見ておりますと、我々の術が生んだものではありますがどうにも哀れです
どうか彼らの<LQVA>体に静かな時を与えてやってはくれないでしょうか","ui\00_message\quest_info\q40000243_00.gmd","\quest\q40000243.arc","q40000243.arc","1"
"0","0","ノイズの原因","The Source of the Noise","ui\00_message\quest_info\q40000244_00.gmd","\quest\q40000244.arc","q40000244.arc","0"
