"1","q40200160_00_498","この塔、そして我々の存続のために資材の備蓄には注意しておきたいところ
最近は<LQIM>が残り少なくなっているとギルロイから聞いています
手が空いている者で協力し、一気に<LQVA>つ集めてしまいましょう","この塔、そして我々の存続のために資材の備蓄には注意しておきたいところ
最近は<LQIM>が残り少なくなっているとギルロイから聞いています
手が空いている者で協力し、一気に<LQVA>つ集めてしまいましょう","ui\00_message\quest_info\q40200160_00.gmd","\quest\q40200160.arc","q40200160.arc","1"
"0","0","地下墓場の誘い","The Call of the Catacombs","ui\00_message\quest_info\q50000001_00.gmd","\quest\q50000001.arc","q50000001.arc","0"
"1","eqenhance_title_sub","竜の翼たる歴戦の覚者たちよ
白竜の導きに従い、竜王の指輪を探し求め
亡者が住まう地へ向かえ","竜の翼たる歴戦の覚者たちよ
白竜の導きに従い、竜王の指輪を探し求め
亡者が住まう地へ向かえ","ui\00_message\quest_info\q50000001_00.gmd","\quest\q50000001.arc","q50000001.arc","1"
"2","eqrecycle_title","制限時間内にダンジョンの奥に潜む敵を討伐する","Defeat the enemy lurking inside the dungeon within the time limit","ui\00_message\quest_info\q50000001_00.gmd","\quest\q50000001.arc","q50000001.arc","2"
"3","eqrecycle_title_sub","扉を守る魔物を討伐する","Defeat the demons guarding the door","ui\00_message\quest_info\q50000001_00.gmd","\quest\q50000001.arc","q50000001.arc","3"
"4","eqenhance_weapon","発見したダンジョンの主を討伐する","Defeat the found dungeon master","ui\00_message\quest_info\q50000001_00.gmd","\quest\q50000001.arc","q50000001.arc","4"
"0","0","敵によって閉ざされていた道が開けた","敵によって閉ざされていた道が開けた","ui\00_message\examine_message\quest\quest_examine_q50000001.gmd","\quest\q50000001.arc","q50000001.arc","0"
"0","0","輸送番の気配がする――","輸送番の気配がする――","ui\00_message\examine_message\quest\quest_examine_q50000001.gmd","\quest\q50000001.arc","q50000001.arc","1"
"0","0","輸送番が出現した！","輸送番が出現した！","ui\00_message\examine_message\quest\quest_examine_q50000001.gmd","\quest\q50000001.arc","q50000001.arc","2"
"0","0","古き力に魅かれし者","Drawn to Ancient Power","ui\00_message\quest_info\q50000002_00.gmd","\quest\q50000002.arc","q50000002.arc","0"
"1","eqenhance_title_sub","竜の翼たる歴戦の覚者たちよ
古き祭祀場にて、指輪に吸い寄せられし
魔の集う気配がある
己が力を尽くし、新たな試練を打ち破れ","竜の翼たる歴戦の覚者たちよ
古き祭祀場にて、指輪に吸い寄せられし
魔の集う気配がある
己が力を尽くし、新たな試練を打ち破れ","ui\00_message\quest_info\q50000002_00.gmd","\quest\q50000002.arc","q50000002.arc","1"
"2","eqrecycle_title","制限時間内に現れる敵を全滅する","制限時間内に現れる敵を全滅する","ui\00_message\quest_info\q50000002_00.gmd","\quest\q50000002.arc","q50000002.arc","2"
"3","eqrecycle_title_sub","最後の敵を討伐する","Defeat the final enemy","ui\00_message\quest_info\q50000002_00.gmd","\quest\q50000002.arc","q50000002.arc","3"
"0","0","古都の賜物","The Ancient City's Legacy","ui\00_message\quest_info\q50000003_00.gmd","\quest\q50000003.arc","q50000003.arc","0"
"1","eqenhance_title_sub","竜の翼たる歴戦の覚者たちよ
戦鬼どもの残党が、指輪と霊材を求め
エルフの遺跡を占拠した
奴らの手に霊材が渡る前に、これを一掃せよ","竜の翼たる歴戦の覚者たちよ
戦鬼どもの残党が、指輪と霊材を求め
エルフの遺跡を占拠した
奴らの手に霊材が渡る前に、これを一掃せよ","ui\00_message\quest_info\q50000003_00.gmd","\quest\q50000003.arc","q50000003.arc","1"
"2","eqrecycle_title","制限時間内にモゴックを探し討伐する","制限時間内にモゴックを探し討伐する","ui\00_message\quest_info\q50000003_00.gmd","\quest\q50000003.arc","q50000003.arc","2"
"3","eqrecycle_title_sub","第１守備隊を討伐する","Defeat the 1st Garrison","ui\00_message\quest_info\q50000003_00.gmd","\quest\q50000003.arc","q50000003.arc","3"
"4","eqenhance_weapon","第２守備隊を討伐する","Defeat the 2nd Garrison","ui\00_message\quest_info\q50000003_00.gmd","\quest\q50000003.arc","q50000003.arc","4"
"5","eqenhance_armor","第３守備隊を討伐する","Defeat the 3rd Garrison","ui\00_message\quest_info\q50000003_00.gmd","\quest\q50000003.arc","q50000003.arc","5"
"6","eqenhance_pack_set_00","第４守備隊を討伐する","Defeat the 4th Garrison","ui\00_message\quest_info\q50000003_00.gmd","\quest\q50000003.arc","q50000003.arc","6"
"7","eqenhance_pack_set_01","第５守備隊を討伐する","Defeat the 5th Garrison","ui\00_message\quest_info\q50000003_00.gmd","\quest\q50000003.arc","q50000003.arc","7"
"8","eqenhance_pack_set_02","第６守備隊を討伐する","Defeat the 6th Garrison","ui\00_message\quest_info\q50000003_00.gmd","\quest\q50000003.arc","q50000003.arc","8"
"9","eqenhance_start_evolution","発見したモゴックを倒す","Defeat the found Mogok","ui\00_message\quest_info\q50000003_00.gmd","\quest\q50000003.arc","q50000003.arc","9"
"0","0","ほう――小憎らしい人間顔め！
いきなり腹が立ったわ！","ほう――小憎らしい人間顔め！
いきなり腹が立ったわ！","ui\00_message\quest\q50000003.gmd","\quest\q50000003.arc","q50000003.arc","0"
"0","0","指輪の力に惹かれてきたか――
そう――おれもよ！","指輪の力に惹かれてきたか――
そう――おれもよ！","ui\00_message\quest\q50000003.gmd","\quest\q50000003.arc","q50000003.arc","1"
"0","0","邪魔はさせん！
ここで殺してやるぞ！","邪魔はさせん！
ここで殺してやるぞ！","ui\00_message\quest\q50000003.gmd","\quest\q50000003.arc","q50000003.arc","2"
"0","0","貴様らなぞに――この俺が――","貴様らなぞに――この俺が――","ui\00_message\quest\q50000003.gmd","\quest\q50000003.arc","q50000003.arc","3"
"0","0","口惜しいぞ――","口惜しいぞ――","ui\00_message\quest\q50000003.gmd","\quest\q50000003.arc","q50000003.arc","4"
"0","0","新たな守備隊が配備された！","新たな守備隊が配備された！","ui\00_message\examine_message\quest\quest_examine_q50000003.gmd","\quest\q50000003.arc","q50000003.arc","0"
"0","0","宝石喰らいの餌が各所に出現した","宝石喰らいの餌が各所に出現した","ui\00_message\examine_message\quest\quest_examine_q50000003.gmd","\quest\q50000003.arc","q50000003.arc","1"
"0","0","モゴック本隊が出現した！","モゴック本隊が出現した！","ui\00_message\examine_message\quest\quest_examine_q50000003.gmd","\quest\q50000003.arc","q50000003.arc","2"
"0","0","輝く扉","The Shining Gate","ui\00_message\quest_info\q50000004_00.gmd","\quest\q50000004.arc","q50000004.arc","0"
"1","eqenhance_title_sub","竜の翼たる歴戦の覚者たちよ
指輪を求め、空に浮かぶ王宮に向かい
真なる黄金郷への道を探し出せ","竜の翼たる歴戦の覚者たちよ
指輪を求め、空に浮かぶ王宮に向かい
真なる黄金郷への道を探し出せ","ui\00_message\quest_info\q50000004_00.gmd","\quest\q50000004.arc","q50000004.arc","1"
"2","eqrecycle_title","制限時間内に討伐対象の敵を全て倒す","制限時間内に討伐対象の敵を全て倒す","ui\00_message\quest_info\q50000004_00.gmd","\quest\q50000004.arc","q50000004.arc","2"
"3","eqrecycle_title_sub","幻影牙竜を討伐する","Defeat the Phantom Tusk Dragon","ui\00_message\quest_info\q50000004_00.gmd","\quest\q50000004.arc","q50000004.arc","3"
"4","eqenhance_weapon","幻影魔竜を討伐する","Defeat the Phantom Devil Dragon","ui\00_message\quest_info\q50000004_00.gmd","\quest\q50000004.arc","q50000004.arc","4"
"5","eqenhance_armor","扉の守護者を討伐する","Defeat the guardians at the door","ui\00_message\quest_info\q50000004_00.gmd","\quest\q50000004.arc","q50000004.arc","5"
"6","eqenhance_pack_set_00","王宮への扉に集う","王宮への扉に集う","ui\00_message\quest_info\q50000004_00.gmd","\quest\q50000004.arc","q50000004.arc","6"
"7","eqenhance_pack_set_01","制限時間内に最奥の強敵を倒す","Defeat the formidable enemy in the innermost within the time limit","ui\00_message\quest_info\q50000004_00.gmd","\quest\q50000004.arc","q50000004.arc","7"
"8","eqenhance_pack_set_02","ズールを倒す","Defeat Zuhl","ui\00_message\quest_info\q50000004_00.gmd","\quest\q50000004.arc","q50000004.arc","8"
"9","eqenhance_start_evolution","黄金郷へ向かう","Head to the Golden township","ui\00_message\quest_info\q50000004_00.gmd","\quest\q50000004.arc","q50000004.arc","9"
"10","eqenhance_success_example","黄金竜ゴルゴランを討伐する","Defeat the Golden Dragon Golgorran","ui\00_message\quest_info\q50000004_00.gmd","\quest\q50000004.arc","q50000004.arc","10"
"0","0","おお？　オマイら、命が惜しくないのか？","おお？　オマイら、命が惜しくないのか？","ui\00_message\quest\q50000004.gmd","\quest\q50000004.arc","q50000004.arc","0"
"0","0","モゴックのやつヘマしやがったか――","モゴックのやつヘマしやがったか――","ui\00_message\quest\q50000004.gmd","\quest\q50000004.arc","q50000004.arc","1"
"0","0","ふん――オークはオークか","ふん――オークはオークか","ui\00_message\quest\q50000004.gmd","\quest\q50000004.arc","q50000004.arc","2"
"0","0","お？　ここで何してる――ってか？","お？　ここで何してる――ってか？","ui\00_message\quest\q50000004.gmd","\quest\q50000004.arc","q50000004.arc","3"
"0","0","そりゃきっとオマイと同じだ！","そりゃきっとオマイと同じだ！","ui\00_message\quest\q50000004.gmd","\quest\q50000004.arc","q50000004.arc","4"
"0","0","煩わしい――覚者どもが――","煩わしい――覚者どもが――","ui\00_message\quest\q50000004.gmd","\quest\q50000004.arc","q50000004.arc","5"
"0","0","だがゲートはもうコジ開けた","だがゲートはもうコジ開けた","ui\00_message\quest\q50000004.gmd","\quest\q50000004.arc","q50000004.arc","6"
"0","0","とびきりの混沌を世界に落としてやる！","とびきりの混沌を世界に落としてやる！","ui\00_message\quest\q50000004.gmd","\quest\q50000004.arc","q50000004.arc","7"
"0","0","がはははっ！","がはははっ！","ui\00_message\quest\q50000004.gmd","\quest\q50000004.arc","q50000004.arc","8"
"0","0","地下墓場の誘い","The Call of the Catacombs","ui\00_message\quest_info\q50101000_00.gmd","\quest\q50101000.arc","q50101000.arc","0"
"1","eqenhance_title_sub","竜の翼たる歴戦の覚者たちよ
白竜の導きに従い、竜王の指輪を探し求め
亡者が住まう地へ向かえ","竜の翼たる歴戦の覚者たちよ
白竜の導きに従い、竜王の指輪を探し求め
亡者が住まう地へ向かえ","ui\00_message\quest_info\q50101000_00.gmd","\quest\q50101000.arc","q50101000.arc","1"
"2","eqrecycle_title","制限時間内にダンジョンの奥に潜む敵を討伐する","Defeat the enemy lurking inside the dungeon within the time limit","ui\00_message\quest_info\q50101000_00.gmd","\quest\q50101000.arc","q50101000.arc","2"
"3","eqrecycle_title_sub","扉を守る魔物を討伐する","Defeat the demons guarding the door","ui\00_message\quest_info\q50101000_00.gmd","\quest\q50101000.arc","q50101000.arc","3"
"4","eqenhance_weapon","発見したダンジョンの主を討伐する","Defeat the found dungeon master","ui\00_message\quest_info\q50101000_00.gmd","\quest\q50101000.arc","q50101000.arc","4"
"0","0","閉ざされていた道が開けた","A path that was closed is now open.","ui\00_message\examine_message\quest\quest_examine_q50101000.gmd","\quest\q50101000.arc","q50101000.arc","0"
"0","0","《輸送番》の気配がする―　護衛隊を討伐して誘い出せ","《輸送番》の気配がする―　護衛隊を討伐して誘い出せ","ui\00_message\examine_message\quest\quest_examine_q50101000.gmd","\quest\q50101000.arc","q50101000.arc","1"
"0","0","《輸送番》が出現！討伐でアイテムドロップ","《輸送番》が出現！討伐でアイテムドロップ","ui\00_message\examine_message\quest\quest_examine_q50101000.gmd","\quest\q50101000.arc","q50101000.arc","2"
"0","0","シークレットボーナス！　残り時間《3分》追加！","シークレットボーナス！　残り時間《3分》追加！","ui\00_message\examine_message\quest\quest_examine_q50101000.gmd","\quest\q50101000.arc","q50101000.arc","3"
"0","0","目標達成！　アイテムを回収しよう","目標達成！　アイテムを回収しよう","ui\00_message\examine_message\quest\quest_examine_q50101000.gmd","\quest\q50101000.arc","q50101000.arc","4"
"0","0","地下墓場の誘い","The Call of the Catacombs","ui\00_message\quest_info\q50101010_00.gmd","\quest\q50101010.arc","q50101010.arc","0"
"1","eqenhance_title_sub","竜の翼たる歴戦の覚者たちよ
白竜の導きに従い、竜王の指輪を探し求め
亡者が住まう地へ向かえ","竜の翼たる歴戦の覚者たちよ
白竜の導きに従い、竜王の指輪を探し求め
亡者が住まう地へ向かえ","ui\00_message\quest_info\q50101010_00.gmd","\quest\q50101010.arc","q50101010.arc","1"
"2","eqrecycle_title","制限時間内にダンジョンの奥に潜む敵を討伐する","Defeat the enemy lurking inside the dungeon within the time limit","ui\00_message\quest_info\q50101010_00.gmd","\quest\q50101010.arc","q50101010.arc","2"
"3","eqrecycle_title_sub","扉を守る魔物を討伐する","Defeat the demons guarding the door","ui\00_message\quest_info\q50101010_00.gmd","\quest\q50101010.arc","q50101010.arc","3"
"4","eqenhance_weapon","発見したダンジョンの主を討伐する","Defeat the found dungeon master","ui\00_message\quest_info\q50101010_00.gmd","\quest\q50101010.arc","q50101010.arc","4"
"0","0","閉ざされていた道が開けた","A path that was closed is now open.","ui\00_message\examine_message\quest\quest_examine_q50101010.gmd","\quest\q50101010.arc","q50101010.arc","0"
"0","0","《輸送番》の気配がする― 護衛隊を討伐して誘い出せ","《輸送番》の気配がする― 護衛隊を討伐して誘い出せ","ui\00_message\examine_message\quest\quest_examine_q50101010.gmd","\quest\q50101010.arc","q50101010.arc","1"
"0","0","《輸送番》が出現！討伐でアイテムドロップ","《輸送番》が出現！討伐でアイテムドロップ","ui\00_message\examine_message\quest\quest_examine_q50101010.gmd","\quest\q50101010.arc","q50101010.arc","2"
"0","0","シークレットボーナス！　残り時間《3分》追加！","シークレットボーナス！　残り時間《3分》追加！","ui\00_message\examine_message\quest\quest_examine_q50101010.gmd","\quest\q50101010.arc","q50101010.arc","3"
"0","0","目標達成！　アイテムを回収しよう","目標達成！　アイテムを回収しよう","ui\00_message\examine_message\quest\quest_examine_q50101010.gmd","\quest\q50101010.arc","q50101010.arc","4"
"0","0","地下墓場の誘い","The Call of the Catacombs","ui\00_message\quest_info\q50101020_00.gmd","\quest\q50101020.arc","q50101020.arc","0"
"1","eqenhance_title_sub","竜の翼たる歴戦の覚者たちよ
竜力渦巻く地へ向かい
巣くう亡者たちを駆逐せよ","竜の翼たる歴戦の覚者たちよ
竜力渦巻く地へ向かい
巣くう亡者たちを駆逐せよ","ui\00_message\quest_info\q50101020_00.gmd","\quest\q50101020.arc","q50101020.arc","1"
"2","eqrecycle_title","制限時間内にダンジョンの奥に潜む敵を討伐する","Defeat the enemy lurking inside the dungeon within the time limit","ui\00_message\quest_info\q50101020_00.gmd","\quest\q50101020.arc","q50101020.arc","2"
"3","eqrecycle_title_sub","扉を守る魔物を討伐する","Defeat the demons guarding the door","ui\00_message\quest_info\q50101020_00.gmd","\quest\q50101020.arc","q50101020.arc","3"
"4","eqenhance_weapon","亡者の主を討伐する","Defeat the Lord of the Dead","ui\00_message\quest_info\q50101020_00.gmd","\quest\q50101020.arc","q50101020.arc","4"
"0","0","閉ざされていた道が開けた","A path that was closed is now open.","ui\00_message\examine_message\quest\quest_examine_q50101020.gmd","\quest\q50101020.arc","q50101020.arc","0"
"0","0","《輸送番》の気配がする― 護衛隊を討伐して誘い出せ","《輸送番》の気配がする― 護衛隊を討伐して誘い出せ","ui\00_message\examine_message\quest\quest_examine_q50101020.gmd","\quest\q50101020.arc","q50101020.arc","1"
"0","0","《輸送番》が出現！討伐でアイテムドロップ","《輸送番》が出現！討伐でアイテムドロップ","ui\00_message\examine_message\quest\quest_examine_q50101020.gmd","\quest\q50101020.arc","q50101020.arc","2"
"0","0","シークレットボーナス！　残り時間《3分》追加！","シークレットボーナス！　残り時間《3分》追加！","ui\00_message\examine_message\quest\quest_examine_q50101020.gmd","\quest\q50101020.arc","q50101020.arc","3"
"0","0","目標達成！　アイテムを回収しよう","目標達成！　アイテムを回収しよう","ui\00_message\examine_message\quest\quest_examine_q50101020.gmd","\quest\q50101020.arc","q50101020.arc","4"
"0","0","魔界村コラボ 特別ミッション","Ghosts 'n Goblins Collaboration: Special Mission","ui\00_message\quest_info\q50101021_00.gmd","\quest\q50101021.arc","q50101021.arc","0"
"1","eqenhance_title_sub","ようこそいらっしゃい・・・・・
３つの門をくぐり抜け、悪魔を倒さなければならない","ようこそいらっしゃい・・・・・
３つの門をくぐり抜け、悪魔を倒さなければならない","ui\00_message\quest_info\q50101021_00.gmd","\quest\q50101021.arc","q50101021.arc","1"
"2","eqrecycle_title","１つ目の門を塞ぐ魔物を倒す","Defeat the demons blocking the 1st gate","ui\00_message\quest_info\q50101021_00.gmd","\quest\q50101021.arc","q50101021.arc","2"
"3","eqrecycle_title_sub","先へ進む","先へ進む","ui\00_message\quest_info\q50101021_00.gmd","\quest\q50101021.arc","q50101021.arc","3"
"4","eqenhance_weapon","２つ目の門を塞ぐ魔物を倒す","Defeat the demons blocking the 2nd gate","ui\00_message\quest_info\q50101021_00.gmd","\quest\q50101021.arc","q50101021.arc","4"
"5","eqenhance_armor","先へ進む","先へ進む","ui\00_message\quest_info\q50101021_00.gmd","\quest\q50101021.arc","q50101021.arc","5"
"6","eqenhance_pack_set_00","３つ目の門を塞ぐ魔物を倒す","Defeat the demons blocking the 3rd gate","ui\00_message\quest_info\q50101021_00.gmd","\quest\q50101021.arc","q50101021.arc","6"
"7","eqenhance_pack_set_01","先へ進む","先へ進む","ui\00_message\quest_info\q50101021_00.gmd","\quest\q50101021.arc","q50101021.arc","7"
"8","eqenhance_pack_set_02","悪魔を倒す","Defeat the fiend","ui\00_message\quest_info\q50101021_00.gmd","\quest\q50101021.arc","q50101021.arc","8"
"9","eqenhance_start_evolution","魔界村コラボの武器・防具を装備して
ミッションをクリアーすると報酬が増加します","魔界村コラボの武器・防具を装備して
ミッションをクリアーすると報酬が増加します","ui\00_message\quest_info\q50101021_00.gmd","\quest\q50101021.arc","q50101021.arc","9"
"0","0","古き力に魅かれし者","Drawn to Ancient Power","ui\00_message\quest_info\q50102000_00.gmd","\quest\q50102000.arc","q50102000.arc","0"
"1","eqenhance_title_sub","竜の翼たる歴戦の覚者たちよ
古き祭祀場にて、指輪に吸い寄せられし
魔の集う気配がある
己が力を尽くし、新たな試練を打ち破れ","竜の翼たる歴戦の覚者たちよ
古き祭祀場にて、指輪に吸い寄せられし
魔の集う気配がある
己が力を尽くし、新たな試練を打ち破れ","ui\00_message\quest_info\q50102000_00.gmd","\quest\q50102000.arc","q50102000.arc","1"
"2","eqrecycle_title","制限時間内に現れる敵を全滅する","制限時間内に現れる敵を全滅する","ui\00_message\quest_info\q50102000_00.gmd","\quest\q50102000.arc","q50102000.arc","2"
"3","eqrecycle_title_sub","最後の敵を討伐する","Defeat the final enemy","ui\00_message\quest_info\q50102000_00.gmd","\quest\q50102000.arc","q50102000.arc","3"
"0","0","古き力に魅かれし者","Drawn to Ancient Power","ui\00_message\quest_info\q50102010_00.gmd","\quest\q50102010.arc","q50102010.arc","0"
"1","eqenhance_title_sub","竜の翼たる歴戦の覚者たちよ
古き祭祀場にて、指輪に吸い寄せられし
魔の集う気配がある
己が力を尽くし、新たな試練を打ち破れ","竜の翼たる歴戦の覚者たちよ
古き祭祀場にて、指輪に吸い寄せられし
魔の集う気配がある
己が力を尽くし、新たな試練を打ち破れ","ui\00_message\quest_info\q50102010_00.gmd","\quest\q50102010.arc","q50102010.arc","1"
"2","eqrecycle_title","制限時間内に現れる敵を全滅する","制限時間内に現れる敵を全滅する","ui\00_message\quest_info\q50102010_00.gmd","\quest\q50102010.arc","q50102010.arc","2"
"3","eqrecycle_title_sub","最後の敵を討伐する","Defeat the final enemy","ui\00_message\quest_info\q50102010_00.gmd","\quest\q50102010.arc","q50102010.arc","3"
"0","0","古き力に魅かれし者","Drawn to Ancient Power","ui\00_message\quest_info\q50102020_00.gmd","\quest\q50102020.arc","q50102020.arc","0"
"1","eqenhance_title_sub","竜の翼たる歴戦の覚者たちよ
古き祭祀場にて、指輪に吸い寄せられし
魔の集う気配がある
己が力を尽くし、新たな試練を打ち破れ","竜の翼たる歴戦の覚者たちよ
古き祭祀場にて、指輪に吸い寄せられし
魔の集う気配がある
己が力を尽くし、新たな試練を打ち破れ","ui\00_message\quest_info\q50102020_00.gmd","\quest\q50102020.arc","q50102020.arc","1"
"2","eqrecycle_title","制限時間内に現れる敵を全滅する","制限時間内に現れる敵を全滅する","ui\00_message\quest_info\q50102020_00.gmd","\quest\q50102020.arc","q50102020.arc","2"
"3","eqrecycle_title_sub","最後の敵を討伐する","Defeat the final enemy","ui\00_message\quest_info\q50102020_00.gmd","\quest\q50102020.arc","q50102020.arc","3"
"0","0","古都の賜物","The Ancient City's Legacy","ui\00_message\quest_info\q50103000_00.gmd","\quest\q50103000.arc","q50103000.arc","0"
"1","eqenhance_title_sub","","","ui\00_message\quest_info\q50103000_00.gmd","\quest\q50103000.arc","q50103000.arc","1"
"0","0","新たな守備隊が配備された！","新たな守備隊が配備された！","ui\00_message\examine_message\quest\quest_examine_q50103000.gmd","\quest\q50103000.arc","q50103000.arc","0"
"0","0","モゴック本隊が出現した！","モゴック本隊が出現した！","ui\00_message\examine_message\quest\quest_examine_q50103000.gmd","\quest\q50103000.arc","q50103000.arc","1"
"0","0","どこかに強力な魔物が乱入したようだ―","どこかに強力な魔物が乱入したようだ―","ui\00_message\examine_message\quest\quest_examine_q50103000.gmd","\quest\q50103000.arc","q50103000.arc","2"
"0","0","宝石喰らいのエサが各地に出現した―","宝石喰らいのエサが各地に出現した―","ui\00_message\examine_message\quest\quest_examine_q50103000.gmd","\quest\q50103000.arc","q50103000.arc","3"
"0","0","乱入者を発見！討伐でアイテムドロップ","乱入者を発見！討伐でアイテムドロップ","ui\00_message\examine_message\quest\quest_examine_q50103000.gmd","\quest\q50103000.arc","q50103000.arc","4"
"0","0","目標達成！　アイテムを回収しよう","目標達成！　アイテムを回収しよう","ui\00_message\examine_message\quest\quest_examine_q50103000.gmd","\quest\q50103000.arc","q50103000.arc","5"
"0","0","シークレットボーナス！　残り時間《3分》追加！","シークレットボーナス！　残り時間《3分》追加！","ui\00_message\examine_message\quest\quest_examine_q50103000.gmd","\quest\q50103000.arc","q50103000.arc","6"
"0","0","古都の賜物","The Ancient City's Legacy","ui\00_message\quest_info\q50103010_00.gmd","\quest\q50103010.arc","q50103010.arc","0"
"1","eqenhance_title_sub","","","ui\00_message\quest_info\q50103010_00.gmd","\quest\q50103010.arc","q50103010.arc","1"
"0","0","新たな守備隊が配備された！","新たな守備隊が配備された！","ui\00_message\examine_message\quest\quest_examine_q50103010.gmd","\quest\q50103010.arc","q50103010.arc","0"
"0","0","モゴック本隊が出現した！","モゴック本隊が出現した！","ui\00_message\examine_message\quest\quest_examine_q50103010.gmd","\quest\q50103010.arc","q50103010.arc","1"
"0","0","どこかに強力な魔物が乱入したようだ―","どこかに強力な魔物が乱入したようだ―","ui\00_message\examine_message\quest\quest_examine_q50103010.gmd","\quest\q50103010.arc","q50103010.arc","2"
"0","0","宝石喰らいのエサが各地に出現した―","宝石喰らいのエサが各地に出現した―","ui\00_message\examine_message\quest\quest_examine_q50103010.gmd","\quest\q50103010.arc","q50103010.arc","3"
"0","0","乱入者を発見！討伐でアイテムドロップ","乱入者を発見！討伐でアイテムドロップ","ui\00_message\examine_message\quest\quest_examine_q50103010.gmd","\quest\q50103010.arc","q50103010.arc","4"
"0","0","目標達成！　アイテムを回収しよう","目標達成！　アイテムを回収しよう","ui\00_message\examine_message\quest\quest_examine_q50103010.gmd","\quest\q50103010.arc","q50103010.arc","5"
"0","0","シークレットボーナス！　残り時間《3分》追加！","シークレットボーナス！　残り時間《3分》追加！","ui\00_message\examine_message\quest\quest_examine_q50103010.gmd","\quest\q50103010.arc","q50103010.arc","6"
"0","0","古都の賜物","The Ancient City's Legacy","ui\00_message\quest_info\q50103020_00.gmd","\quest\q50103020.arc","q50103020.arc","0"
"1","eqenhance_title_sub","竜の翼たる歴戦の覚者たちよ
戦鬼どもの残党が、竜力に満ちた
エルフの遺跡を占拠した
一刻も早く、奴らを一掃せよ","竜の翼たる歴戦の覚者たちよ
戦鬼どもの残党が、竜力に満ちた
エルフの遺跡を占拠した
一刻も早く、奴らを一掃せよ","ui\00_message\quest_info\q50103020_00.gmd","\quest\q50103020.arc","q50103020.arc","1"
"2","eqrecycle_title","制限時間内にモゴックを探し討伐する","制限時間内にモゴックを探し討伐する","ui\00_message\quest_info\q50103020_00.gmd","\quest\q50103020.arc","q50103020.arc","2"
"3","eqrecycle_title_sub","第１守備隊を討伐する","Defeat the 1st Garrison","ui\00_message\quest_info\q50103020_00.gmd","\quest\q50103020.arc","q50103020.arc","3"
"4","eqenhance_weapon","第２守備隊を討伐する","Defeat the 2nd Garrison","ui\00_message\quest_info\q50103020_00.gmd","\quest\q50103020.arc","q50103020.arc","4"
"5","eqenhance_armor","第３守備隊を討伐する","Defeat the 3rd Garrison","ui\00_message\quest_info\q50103020_00.gmd","\quest\q50103020.arc","q50103020.arc","5"
"6","eqenhance_pack_set_00","第４守備隊を討伐する","Defeat the 4th Garrison","ui\00_message\quest_info\q50103020_00.gmd","\quest\q50103020.arc","q50103020.arc","6"
"7","eqenhance_pack_set_01","第５守備隊を討伐する","Defeat the 5th Garrison","ui\00_message\quest_info\q50103020_00.gmd","\quest\q50103020.arc","q50103020.arc","7"
"8","eqenhance_pack_set_02","第６守備隊を討伐する","Defeat the 6th Garrison","ui\00_message\quest_info\q50103020_00.gmd","\quest\q50103020.arc","q50103020.arc","8"
"9","eqenhance_start_evolution","発見したモゴック集団を倒す","Defeat the found Mogok group","ui\00_message\quest_info\q50103020_00.gmd","\quest\q50103020.arc","q50103020.arc","9"
"10","eqenhance_success_example","最奥の魔物を討伐する","Defeat the demons at the innermost","ui\00_message\quest_info\q50103020_00.gmd","\quest\q50103020.arc","q50103020.arc","10"
"0","0","ほう――小憎らしい人間顔め！
いきなり腹が立ったわ！","ほう――小憎らしい人間顔め！
いきなり腹が立ったわ！","ui\00_message\quest\q50103020.gmd","\quest\q50103020.arc","q50103020.arc","0"
"0","0","指輪の力に惹かれてきたか――
そう――おれもよ！","指輪の力に惹かれてきたか――
そう――おれもよ！","ui\00_message\quest\q50103020.gmd","\quest\q50103020.arc","q50103020.arc","1"
"0","0","指輪の力に惹かれてきたか――
そう――おれもよ！","指輪の力に惹かれてきたか――
そう――おれもよ！","ui\00_message\quest\q50103020.gmd","\quest\q50103020.arc","q50103020.arc","2"
"0","0","邪魔はさせん！
ここで殺してやるぞ！","邪魔はさせん！
ここで殺してやるぞ！","ui\00_message\quest\q50103020.gmd","\quest\q50103020.arc","q50103020.arc","3"
"0","0","貴様らなぞに――この俺が――","貴様らなぞに――この俺が――","ui\00_message\quest\q50103020.gmd","\quest\q50103020.arc","q50103020.arc","4"
"0","0","口惜しいぞ――","口惜しいぞ――","ui\00_message\quest\q50103020.gmd","\quest\q50103020.arc","q50103020.arc","5"
"0","0","新たな守備隊が配備された！","新たな守備隊が配備された！","ui\00_message\examine_message\quest\quest_examine_q50103020.gmd","\quest\q50103020.arc","q50103020.arc","0"
"0","0","モゴック本隊が出現した！","モゴック本隊が出現した！","ui\00_message\examine_message\quest\quest_examine_q50103020.gmd","\quest\q50103020.arc","q50103020.arc","1"
"0","0","どこかに強力な魔物が乱入したようだ―","どこかに強力な魔物が乱入したようだ―","ui\00_message\examine_message\quest\quest_examine_q50103020.gmd","\quest\q50103020.arc","q50103020.arc","2"
"0","0","宝石喰らいのエサが各地に出現した―","宝石喰らいのエサが各地に出現した―","ui\00_message\examine_message\quest\quest_examine_q50103020.gmd","\quest\q50103020.arc","q50103020.arc","3"
"0","0","乱入者を発見！討伐でアイテムドロップ","乱入者を発見！討伐でアイテムドロップ","ui\00_message\examine_message\quest\quest_examine_q50103020.gmd","\quest\q50103020.arc","q50103020.arc","4"
