"0","","お、お前、助ケタ――？
感謝スル――
ファーガル、動けない――置いてイケ","消えた足音に気付く時","ui\00_message\quest\q21015012.gmd","\quest\q21015012.arc","q21015012.arc","21"
"0","","あぁ、初めに言ったことは忘れてちょうだい
うちの兄が口うるさくってね
ここでもモルフォールでも、危険なのは
変わりないじゃない","あぁ、初めに言ったことは忘れてちょうだい
うちの兄が口うるさくってね
ここでもモルフォールでも、危険なのは
変わりないじゃない","ui\00_message\quest\q21016011.gmd","\quest\q21016011.arc","q21016011.arc","7"
"0","","兄ってね、澄ました顔してるけど
本当は尋常じゃないくらいの心配性なのよ
いつも、私のやることなすことに口を出すの","兄ってね、澄ました顔してるけど
本当は尋常じゃないくらいの心配性なのよ
いつも、私のやることなすことに口を出すの","ui\00_message\quest\q21016011.gmd","\quest\q21016011.arc","q21016011.arc","8"
"0","","あら――本当にやってくれたの
どういう経緯であのグリフィンが侵されたのか――
これでやっと、調べに現地へ行けるわ","あら――本当にやってくれたの
どういう経緯であのグリフィンが侵されたのか――
これでやっと、調べに現地へ行けるわ","ui\00_message\quest\q21016011.gmd","\quest\q21016011.arc","q21016011.arc","9"
"0","","私は《侵食》をこの手で“捉える”まで帰れないわ
そのために、あの結束の強いモルフォールから
出たんだもの――
いつか兄さんに、理解してもらえるといいのだけど","私は《侵食》をこの手で“捉える”まで帰れないわ
そのために、あの結束の強いモルフォールから
出たんだもの――
いつか兄さんに、理解してもらえるといいのだけど","ui\00_message\quest\q21016011.gmd","\quest\q21016011.arc","q21016011.arc","10"
"0","q21016011_00_583","理解への茨道","理解への茨道","ui\00_message\quest_info\q21016011_00.gmd","\quest\q21016011.arc","q21016011.arc","0"
"1","q21016011_00_583","【敵群討伐クエスト】
依頼者から話を聞き
敵の群れを討伐する","【敵群討伐クエスト】
依頼者から話を聞き
敵の群れを討伐する","ui\00_message\quest_info\q21016011_00.gmd","\quest\q21016011.arc","q21016011.arc","1"
"2","q21016011_00_583","<NAME AREA>からの報告によると
魔物の勢力が一時的に増し、危険な状況にあるという","<NAME AREA>からの報告によると
魔物の勢力が一時的に増し、危険な状況にあるという","ui\00_message\quest_info\q21016011_00.gmd","\quest\q21016011.arc","q21016011.arc","2"
"3","q21016011_00_583","一人でモロー樹林に住んでいる彼女――
一体何を考えているんだろう？
周りは侵食魔だらけだと言うのに、
無謀というか勇敢というか――
誰か、彼女の様子を見に行ってあげてくれ","一人でモロー樹林に住んでいる彼女――
一体何を考えているんだろう？
周りは侵食魔だらけだと言うのに、
無謀というか勇敢というか――
誰か、彼女の様子を見に行ってあげてくれ","ui\00_message\quest_info\q21016011_00.gmd","\quest\q21016011.arc","q21016011.arc","3"
"4","q21016011_00_1222","指定された場所で魔物の群れを探す(残り３)","指定された場所で魔物の群れを探す(残り３)","ui\00_message\quest_info\q21016011_00.gmd","\quest\q21016011.arc","q21016011.arc","4"
"5","q21016011_00_1225","遭遇した魔物群を討伐する","遭遇した魔物群を討伐する","ui\00_message\quest_info\q21016011_00.gmd","\quest\q21016011.arc","q21016011.arc","5"
"6","q21016011_00_1223","残る魔物の群れを探す(残り２)","残る魔物の群れを探す(残り２)","ui\00_message\quest_info\q21016011_00.gmd","\quest\q21016011.arc","q21016011.arc","6"
"7","q21016011_00_1225","遭遇した魔物群を討伐する","遭遇した魔物群を討伐する","ui\00_message\quest_info\q21016011_00.gmd","\quest\q21016011.arc","q21016011.arc","7"
"8","q21016011_00_1224","残る魔物の群れを探す(残り１)","残る魔物の群れを探す(残り１)","ui\00_message\quest_info\q21016011_00.gmd","\quest\q21016011.arc","q21016011.arc","8"
"9","q21016011_00_1225","遭遇した魔物群を討伐する","遭遇した魔物群を討伐する","ui\00_message\quest_info\q21016011_00.gmd","\quest\q21016011.arc","q21016011.arc","9"
"10","q21016011_00_1169","依頼者に報告する","依頼者に報告する","ui\00_message\quest_info\q21016011_00.gmd","\quest\q21016011.arc","q21016011.arc","10"
"0","","おや――その格好、よその覚者さんですか
あなたもハーブを採りにいらしたのですかな？
実は、ここにはあまり来たことがなくてね
迷っていたので、他の人に会えて安心しました","おや――その格好、よその覚者さんですか
あなたもハーブを採りにいらしたのですかな？
実は、ここにはあまり来たことがなくてね
迷っていたので、他の人に会えて安心しました","ui\00_message\quest\q21016012.gmd","\quest\q21016012.arc","q21016012.arc","0"
"0","","昔は、戦士として腕を鳴らしたものですが――
さすがにこの歳になると体力も落ちて
立っているだけでもやっとです","昔は、戦士として腕を鳴らしたものですが――
さすがにこの歳になると体力も落ちて
立っているだけでもやっとです","ui\00_message\quest\q21016012.gmd","\quest\q21016012.arc","q21016012.arc","1"
"0","","覚者さん、申し訳ないのですが
少し、お手を貸していただけますかね？
さっきからこちらを虎視眈々と狙っている
魔物がいるようでしてね――","覚者さん、申し訳ないのですが
少し、お手を貸していただけますかね？
さっきからこちらを虎視眈々と狙っている
魔物がいるようでしてね――","ui\00_message\quest\q21016012.gmd","\quest\q21016012.arc","q21016012.arc","2"
"0","","覚者さんの足手まといには
ならないようにしますから
出来るだけ早く――片付けてしまいましょう","覚者さんの足手まといには
ならないようにしますから
出来るだけ早く――片付けてしまいましょう","ui\00_message\quest\q21016012.gmd","\quest\q21016012.arc","q21016012.arc","3"
"0","","あらまぁ、イナタイヤは見つかったんですね
良かった――あなたに頼んで、正解でした
あの人、いつもぼんやりしてるくせに
無茶するから！","あらまぁ、イナタイヤは見つかったんですね
良かった――あなたに頼んで、正解でした
あの人、いつもぼんやりしてるくせに
無茶するから！","ui\00_message\quest\q21016012.gmd","\quest\q21016012.arc","q21016012.arc","4"
"0","","――え？　生き生きしていたって？
あら、そうなんですか――
何か、これからの趣味でも見つけたのかしら
ふふふ、帰って来るのが楽しみですね","――え？　生き生きしていたって？
あら、そうなんですか――
何か、これからの趣味でも見つけたのかしら
ふふふ、帰って来るのが楽しみですね","ui\00_message\quest\q21016012.gmd","\quest\q21016012.arc","q21016012.arc","5"
"0","","まぁ――無理しすぎて動けなくなるなんて！
とはいえ、無事で安心しました
あの人も、ずっと若いつもりでいるんですから
心配するこっちの身にもなってほしいですね","まぁ――無理しすぎて動けなくなるなんて！
とはいえ、無事で安心しました
あの人も、ずっと若いつもりでいるんですから
心配するこっちの身にもなってほしいですね","ui\00_message\quest\q21016012.gmd","\quest\q21016012.arc","q21016012.arc","6"
"0","","――戻ってきたら、最高のハーブを使って
美味しい料理で労ってあげようかしら
たっぷり、年寄り扱いしてあげないとね","――戻ってきたら、最高のハーブを使って
美味しい料理で労ってあげようかしら
たっぷり、年寄り扱いしてあげないとね","ui\00_message\quest\q21016012.gmd","\quest\q21016012.arc","q21016012.arc","7"
"0","","あぁ、この間の覚者さん！
森の侵食魔の件は、本当に立派でしたねぇ
あなたの良い噂はもう村中に広まってますよ！","あぁ、この間の覚者さん！
森の侵食魔の件は、本当に立派でしたねぇ
あなたの良い噂はもう村中に広まってますよ！","ui\00_message\quest\q21016012.gmd","\quest\q21016012.arc","q21016012.arc","8"
"0","","だけどねぇ――
《<STG 817>》を調査する人で
このモローも賑やかになったでしょう？","だけどねぇ――
《<STG 817>》を調査する人で
このモローも賑やかになったでしょう？","ui\00_message\quest\q21016012.gmd","\quest\q21016012.arc","q21016012.arc","9"
"0","","それで、「みんないるから大丈夫！」なんて
気が大きくなったのか、《<STG 817>》まで
ハーブを採りに行ってしまったお友達が
帰って来ないのが気になっているんですよ","それで、「みんないるから大丈夫！」なんて
気が大きくなったのか、《<STG 817>》まで
ハーブを採りに行ってしまったお友達が
帰って来ないのが気になっているんですよ","ui\00_message\quest\q21016012.gmd","\quest\q21016012.arc","q21016012.arc","10"
"0","","ねぇ覚者さん、あなた
様子を見に行ってきてくれません？
イナタイヤっていう人なんですけど――
あなたが行ってくれれば安心ですよ！","ねぇ覚者さん、あなた
様子を見に行ってきてくれません？
イナタイヤっていう人なんですけど――
あなたが行ってくれれば安心ですよ！","ui\00_message\quest\q21016012.gmd","\quest\q21016012.arc","q21016012.arc","11"
"0","","もしあの人を見つけたら、できるだけ
早く安全を確保してあげてね
その代わり――もし無事に帰って来られたら
とっておきのお礼を用意してますからね！","もしあの人を見つけたら、できるだけ
早く安全を確保してあげてね
その代わり――もし無事に帰って来られたら
とっておきのお礼を用意してますからね！","ui\00_message\quest\q21016012.gmd","\quest\q21016012.arc","q21016012.arc","12"
"0","","《<STG 817>》へ行ったイナタイヤの
様子を見て来てくれません？","《<STG 817>》へ行ったイナタイヤの
様子を見て来てくれません？","ui\00_message\quest\q21016012.gmd","\quest\q21016012.arc","q21016012.arc","13"
"0","","ハーブを採りに行くだけって言ったって
老人ひとりで大丈夫かしら――
でもあなたが行ってくれるならもう安心ですね
お願いしますよ！","ハーブを採りに行くだけって言ったって
老人ひとりで大丈夫かしら――
でもあなたが行ってくれるならもう安心ですね
お願いしますよ！","ui\00_message\quest\q21016012.gmd","\quest\q21016012.arc","q21016012.arc","14"
"0","","おお、助けてくださって感謝致します――
ゾルタがあなたを？
おやおや、それなら彼女にも感謝しないと","おお、助けてくださって感謝致します――
ゾルタがあなたを？
おやおや、それなら彼女にも感謝しないと","ui\00_message\quest\q21016012.gmd","\quest\q21016012.arc","q21016012.arc","15"
"0","","いやはや、現役だったのは随分と前なのに
身体はまだ覚えていたようで
自然と、動いてしまいましたよ！
あなたを見ていたら昔を思い出しました――","いやはや、現役だったのは随分と前なのに
身体はまだ覚えていたようで
自然と、動いてしまいましたよ！
あなたを見ていたら昔を思い出しました――","ui\00_message\quest\q21016012.gmd","\quest\q21016012.arc","q21016012.arc","16"
"0","","おっと、忘れていました――ハーブでしたな
すぐに集めたら戻りますので、お先にどうぞ
――ゾルタによろしくお伝えください","おっと、忘れていました――ハーブでしたな
すぐに集めたら戻りますので、お先にどうぞ
――ゾルタによろしくお伝えください","ui\00_message\quest\q21016012.gmd","\quest\q21016012.arc","q21016012.arc","17"
"0","","ゴホ、ゴホ――おお
助けてくださったのですかな――ありがたい
おかげで九死に一生を得ました","ゴホ、ゴホ――おお
助けてくださったのですかな――ありがたい
おかげで九死に一生を得ました","ui\00_message\quest\q21016012.gmd","\quest\q21016012.arc","q21016012.arc","18"
"0","","戦士として鳴らしていたのも今は昔――
途中で動けなくなってしまうとは
寄る年波には勝てませんな
ゴホ、ゴホ――","戦士として鳴らしていたのも今は昔――
途中で動けなくなってしまうとは
寄る年波には勝てませんな
ゴホ、ゴホ――","ui\00_message\quest\q21016012.gmd","\quest\q21016012.arc","q21016012.arc","19"
"0","","申し訳ないが、息が整うまで
ここで休ませてもらってもよろしいかな","申し訳ないが、息が整うまで
ここで休ませてもらってもよろしいかな","ui\00_message\quest\q21016012.gmd","\quest\q21016012.arc","q21016012.arc","20"
"0","","久しぶりに腕が鳴りますわい！","久しぶりに腕が鳴りますわい！","ui\00_message\quest\q21016012.gmd","\quest\q21016012.arc","q21016012.arc","21"
"0","","うう――
身体の節々が痛んできました","うう――
身体の節々が痛んできました","ui\00_message\quest\q21016012.gmd","\quest\q21016012.arc","q21016012.arc","22"
"0","","アイタタタ、腰が――
年寄りはここまでのようです","アイタタタ、腰が――
年寄りはここまでのようです","ui\00_message\quest\q21016012.gmd","\quest\q21016012.arc","q21016012.arc","23"
"0","q21016012_00_584","老兵の大暴れ","老兵の大暴れ","ui\00_message\quest_info\q21016012_00.gmd","\quest\q21016012.arc","q21016012.arc","0"
"1","q21016012_00_584","【迅速救助クエスト】
依頼者が求める人物を捜索し
迅速に救助する","【迅速救助クエスト】
依頼者が求める人物を捜索し
迅速に救助する","ui\00_message\quest_info\q21016012_00.gmd","\quest\q21016012.arc","q21016012.arc","1"
"2","q21016012_00_584","何者かからの、迅速な救援を求める声が
<NAME AREA>から届いているようだ","何者かからの、迅速な救援を求める声が
<NAME AREA>から届いているようだ","ui\00_message\quest_info\q21016012_00.gmd","\quest\q21016012.arc","q21016012.arc","2"
"3","q21016012_00_584","ダナほどではないけれど、この村も
それなりに戦士は多いでな
未だ侵食魔に抗えているのは、それが理由よ
だけども、老いて引退してしまった戦士は
みな、平和に慣れてしまうのじゃ――","ダナほどではないけれど、この村も
それなりに戦士は多いでな
未だ侵食魔に抗えているのは、それが理由よ
だけども、老いて引退してしまった戦士は
みな、平和に慣れてしまうのじゃ――","ui\00_message\quest_info\q21016012_00.gmd","\quest\q21016012.arc","q21016012.arc","3"
"4","q21016012_00_1226","依頼者の求める人物を捜索する","依頼者の求める人物を捜索する","ui\00_message\quest_info\q21016012_00.gmd","\quest\q21016012.arc","q21016012.arc","4"
"5","q21016012_00_1227","魔物を迅速に討伐し捜索対象を救助する","魔物を迅速に討伐し捜索対象を救助する","ui\00_message\quest_info\q21016012_00.gmd","\quest\q21016012.arc","q21016012.arc","5"
"6","q21016012_00_1228","捜索対象の安否を確認する","捜索対象の安否を確認する","ui\00_message\quest_info\q21016012_00.gmd","\quest\q21016012.arc","q21016012.arc","6"
"7","q21016012_00_1169","依頼者に報告する","依頼者に報告する","ui\00_message\quest_info\q21016012_00.gmd","\quest\q21016012.arc","q21016012.arc","7"
"0","","救出対象が怪我を負ってしまったようだ――","救出対象が怪我を負ってしまったようだ――","ui\00_message\examine_message\quest\quest_examine_q21016012.gmd","\quest\q21016012.arc","q21016012.arc","0"
"0","","救出対象が魔物に襲われている――急ぎ鎮圧しなければ！","救出対象が魔物に襲われている――急ぎ鎮圧しなければ！","ui\00_message\examine_message\quest\quest_examine_q21016012.gmd","\quest\q21016012.arc","q21016012.arc","1"
"0","","やぁ、どこかで会ったかい？
君もレスタニアから来たんだろう？
それなら、どこかで会ったかもしれないね","やぁ、どこかで会ったかい？
君もレスタニアから来たんだろう？
それなら、どこかで会ったかもしれないね","ui\00_message\quest\q21016013.gmd","\quest\q21016013.arc","q21016013.arc","0"
"0","","ところで、こんなところで一体何を？
私といえば――この侵食とやらを調べ回っているんだ
新たな大陸の話を聞いて、じっとしていられなくてね
色々と手を回して何とかフィンダムまで来たんだ","ところで、こんなところで一体何を？
私といえば――この侵食とやらを調べ回っているんだ
新たな大陸の話を聞いて、じっとしていられなくてね
色々と手を回して何とかフィンダムまで来たんだ","ui\00_message\quest\q21016013.gmd","\quest\q21016013.arc","q21016013.arc","1"
"0","","だけど、この粉っぽい空気は肌に合わないね――
かなり疲れてしまったよ
今魔物に襲われたら、あんまり戦えなさそうだ","だけど、この粉っぽい空気は肌に合わないね――
かなり疲れてしまったよ
今魔物に襲われたら、あんまり戦えなさそうだ","ui\00_message\quest\q21016013.gmd","\quest\q21016013.arc","q21016013.arc","2"
"0","","――うわぁ！　魔物だ！
き、君――悪いけど手伝ってくれるかい？
私もやれるだけやってみるが――
ダメになるまえに、片付けたいものだよね","――うわぁ！　魔物だ！
き、君――悪いけど手伝ってくれるかい？
私もやれるだけやってみるが――
ダメになるまえに、片付けたいものだよね","ui\00_message\quest\q21016013.gmd","\quest\q21016013.arc","q21016013.arc","3"
"0","","覚者さん、どうだった！？
あぁ――よかった、助かったんだ！
やっぱりあの見た目でも、戦士だったんだね","覚者さん、どうだった！？
あぁ――よかった、助かったんだ！
やっぱりあの見た目でも、戦士だったんだね","ui\00_message\quest\q21016013.gmd","\quest\q21016013.arc","q21016013.arc","4"
"0","","もし怪我でもされたら
僕のせいみたいなものだからね――
心配で、ずっと考えていたのさ","もし怪我でもされたら
僕のせいみたいなものだからね――
心配で、ずっと考えていたのさ","ui\00_message\quest\q21016013.gmd","\quest\q21016013.arc","q21016013.arc","5"
"0","","――なんて、偽善みたいに聞こえるかな
それでもいいさ
モルフォールでみんな穏やかに過ごせるのなら――
それが僕の、一番の望みだよ","――なんて、偽善みたいに聞こえるかな
それでもいいさ
モルフォールでみんな穏やかに過ごせるのなら――
それが僕の、一番の望みだよ","ui\00_message\quest\q21016013.gmd","\quest\q21016013.arc","q21016013.arc","6"
"0","","怪我をしていても、命は助かったのか
良かった――それだけでも
行ってもらった甲斐があるよ
本当にありがとう","怪我をしていても、命は助かったのか
良かった――それだけでも
行ってもらった甲斐があるよ
本当にありがとう","ui\00_message\quest\q21016013.gmd","\quest\q21016013.arc","q21016013.arc","7"
"0","","せっかくモルフォールに来てくれたのに
そんな目に遭うなんて――
――僕のせいだな","せっかくモルフォールに来てくれたのに
そんな目に遭うなんて――
――僕のせいだな","ui\00_message\quest\q21016013.gmd","\quest\q21016013.arc","q21016013.arc","8"
"0","","彼が帰ってきたら、お見舞いに行かないと――
覚者さん、本当にありがとう
君がいなきゃ、それすらできなかったからね","彼が帰ってきたら、お見舞いに行かないと――
覚者さん、本当にありがとう
君がいなきゃ、それすらできなかったからね","ui\00_message\quest\q21016013.gmd","\quest\q21016013.arc","q21016013.arc","9"
"0","","やぁ、覚者さん
サリヴァンを助けてくれて、本当に感謝してるよ
そう簡単には死んだりしなさそうな人だけど
万が一ってことがあると悲しいからね","やぁ、覚者さん
サリヴァンを助けてくれて、本当に感謝してるよ
そう簡単には死んだりしなさそうな人だけど
万が一ってことがあると悲しいからね","ui\00_message\quest\q21016013.gmd","\quest\q21016013.arc","q21016013.arc","10"
"0","","ところで、覚者さんの大陸には
やっぱりいろいろな人がいるんだね
さっきなんて、長くて動き辛そうな衣を纏った人が
剣も持たずにフラフラと森へ入っていったよ","ところで、覚者さんの大陸には
やっぱりいろいろな人がいるんだね
さっきなんて、長くて動き辛そうな衣を纏った人が
剣も持たずにフラフラと森へ入っていったよ","ui\00_message\quest\q21016013.gmd","\quest\q21016013.arc","q21016013.arc","11"
"0","","きっと、ああいう人に限ってものすごい力を
持っているんだろうね
いやぁ、感心するよ
――え？　その人が向かった先かい？","きっと、ああいう人に限ってものすごい力を
持っているんだろうね
いやぁ、感心するよ
――え？　その人が向かった先かい？","ui\00_message\quest\q21016013.gmd","\quest\q21016013.arc","q21016013.arc","12"
"0","","《<STG 951>》の方だけど――
もしかして、止めてあげるべきだったかな
――これは困ったことになったぞ
取り返しがつかなくなる前に助けないと","《<STG 951>》の方だけど――
もしかして、止めてあげるべきだったかな
――これは困ったことになったぞ
取り返しがつかなくなる前に助けないと","ui\00_message\quest\q21016013.gmd","\quest\q21016013.arc","q21016013.arc","13"
"0","","僕はこれから外出の護衛に行く約束があって――
なんとか彼が倒れる前に、急いで
助け出してあげてくれないかな
申し訳ないんだけど、頼めるかい？","僕はこれから外出の護衛に行く約束があって――
なんとか彼が倒れる前に、急いで
助け出してあげてくれないかな
申し訳ないんだけど、頼めるかい？","ui\00_message\quest\q21016013.gmd","\quest\q21016013.arc","q21016013.arc","14"
"0","","《<STG 951>》の方へ行った人は
無事だったのかい？","《<STG 951>》の方へ行った人は
無事だったのかい？","ui\00_message\quest\q21016013.gmd","\quest\q21016013.arc","q21016013.arc","15"
"0","","いや、急かせてすまない
一度心配になるとずっと気になっちゃうからね
彼が無事であることを祈るよ","いや、急かせてすまない
一度心配になるとずっと気になっちゃうからね
彼が無事であることを祈るよ","ui\00_message\quest\q21016013.gmd","\quest\q21016013.arc","q21016013.arc","16"
"0","","ふぅ――杖を揮うのは久しぶりだったけど
意外と何とかなるものだね
君、手伝ってくれて助かったよ！","ふぅ――杖を揮うのは久しぶりだったけど
意外と何とかなるものだね
君、手伝ってくれて助かったよ！","ui\00_message\quest\q21016013.gmd","\quest\q21016013.arc","q21016013.arc","17"
"0","","それにしても――酷い有様だね
モルフォールの人たちには良くしてもらったんだ
彼らの故郷がこんな悲惨な状況だなんて――
胸が痛むよ","それにしても――酷い有様だね
モルフォールの人たちには良くしてもらったんだ
彼らの故郷がこんな悲惨な状況だなんて――
胸が痛むよ","ui\00_message\quest\q21016013.gmd","\quest\q21016013.arc","q21016013.arc","18"
"0","","君、モルフォールの人に言われて
来てくれたんだろう？
侵食について何か分かれば
彼らの役にも立てるんだがな――","君、モルフォールの人に言われて
来てくれたんだろう？
侵食について何か分かれば
彼らの役にも立てるんだがな――","ui\00_message\quest\q21016013.gmd","\quest\q21016013.arc","q21016013.arc","19"
"0","","私はもう少しだけサンプルを採取していくよ
大丈夫、魔物が来たら逃げるくらいの元気はある
先に帰っててくれ","私はもう少しだけサンプルを採取していくよ
大丈夫、魔物が来たら逃げるくらいの元気はある
先に帰っててくれ","ui\00_message\quest\q21016013.gmd","\quest\q21016013.arc","q21016013.arc","20"
"0","","う、うぅ
君が――全て倒してくれたんだね？
あ、ありがとう――","う、うぅ
君が――全て倒してくれたんだね？
あ、ありがとう――","ui\00_message\quest\q21016013.gmd","\quest\q21016013.arc","q21016013.arc","21"
"0","","やっぱり、かなり腕が鈍っていたみたいだよ
調べ事ばかりしていたからかな――","やっぱり、かなり腕が鈍っていたみたいだよ
調べ事ばかりしていたからかな――","ui\00_message\quest\q21016013.gmd","\quest\q21016013.arc","q21016013.arc","22"
"0","","研究対象として“侵食”はすごく魅力的だったし
モルフォールの人々の力にもなりたかったけど
僕は、もう少し――
自分の身の丈を見直すべきかもしれないな","研究対象として“侵食”はすごく魅力的だったし
モルフォールの人々の力にもなりたかったけど
僕は、もう少し――
自分の身の丈を見直すべきかもしれないな","ui\00_message\quest\q21016013.gmd","\quest\q21016013.arc","q21016013.arc","23"
"0","","君、すまないが――
ここでもう少し頭を冷やしていきたいんだ
――一人にしてほしいってことさ","君、すまないが――
ここでもう少し頭を冷やしていきたいんだ
――一人にしてほしいってことさ","ui\00_message\quest\q21016013.gmd","\quest\q21016013.arc","q21016013.arc","24"
"0","","職業柄、体力には自信無くてね――
早く終わらせてしまおう","職業柄、体力には自信無くてね――
早く終わらせてしまおう","ui\00_message\quest\q21016013.gmd","\quest\q21016013.arc","q21016013.arc","25"
"0","","うう――だめだ
呂律が回らなくなってきた","うう――だめだ
呂律が回らなくなってきた","ui\00_message\quest\q21016013.gmd","\quest\q21016013.arc","q21016013.arc","26"
"0","","すまない――少し鈍り過ぎたようだ
あとは頼んだよ――","すまない――少し鈍り過ぎたようだ
あとは頼んだよ――","ui\00_message\quest\q21016013.gmd","\quest\q21016013.arc","q21016013.arc","27"
"0","q21016013_00_585","鈍腕の好学者","鈍腕の好学者","ui\00_message\quest_info\q21016013_00.gmd","\quest\q21016013.arc","q21016013.arc","0"
"1","q21016013_00_585","【迅速救助クエスト】
依頼者が求める人物を捜索し
迅速に救助する","【迅速救助クエスト】
依頼者が求める人物を捜索し
迅速に救助する","ui\00_message\quest_info\q21016013_00.gmd","\quest\q21016013.arc","q21016013.arc","1"
"2","q21016013_00_585","何者かからの、迅速な救援を求める声が
<NAME AREA>から届いているようだ","何者かからの、迅速な救援を求める声が
<NAME AREA>から届いているようだ","ui\00_message\quest_info\q21016013_00.gmd","\quest\q21016013.arc","q21016013.arc","2"
"3","q21016013_00_585","この地へ来る覚者はみな腕自慢かと思いきや、
女子供や学者崩れみたいなモンもおるじゃないか！
そんなことで本当にフィンダムを救えるのかのう？
全く――ワシらの脚だけは引っ張ってくれるなよ","この地へ来る覚者はみな腕自慢かと思いきや、
女子供や学者崩れみたいなモンもおるじゃないか！
そんなことで本当にフィンダムを救えるのかのう？
全く――ワシらの脚だけは引っ張ってくれるなよ","ui\00_message\quest_info\q21016013_00.gmd","\quest\q21016013.arc","q21016013.arc","3"
"4","q21016013_00_1226","依頼者の求める人物を捜索する","依頼者の求める人物を捜索する","ui\00_message\quest_info\q21016013_00.gmd","\quest\q21016013.arc","q21016013.arc","4"
"5","q21016013_00_1227","魔物を迅速に討伐し捜索対象を救助する","魔物を迅速に討伐し捜索対象を救助する","ui\00_message\quest_info\q21016013_00.gmd","\quest\q21016013.arc","q21016013.arc","5"
"6","q21016013_00_1228","捜索対象の安否を確認する","捜索対象の安否を確認する","ui\00_message\quest_info\q21016013_00.gmd","\quest\q21016013.arc","q21016013.arc","6"
"7","q21016013_00_1169","依頼者に報告する","依頼者に報告する","ui\00_message\quest_info\q21016013_00.gmd","\quest\q21016013.arc","q21016013.arc","7"
"0","","救出対象が怪我を負ってしまったようだ――","救出対象が怪我を負ってしまったようだ――","ui\00_message\examine_message\quest\quest_examine_q21016013.gmd","\quest\q21016013.arc","q21016013.arc","0"
"0","","救出対象が魔物に襲われている――急ぎ鎮圧しなければ！","救出対象が魔物に襲われている――急ぎ鎮圧しなければ！","ui\00_message\examine_message\quest\quest_examine_q21016013.gmd","\quest\q21016013.arc","q21016013.arc","1"
"0","q21016014_00_586","侵魔の強襲","侵魔の強襲","ui\00_message\quest_info\q21016014_00.gmd","\quest\q21016014.arc","q21016014.arc","0"
"1","q21016014_00_586","【討伐クエスト】
エリアに出現した怪しい魔物を探し
問題の原因となる敵を討伐する","【討伐クエスト】
エリアに出現した怪しい魔物を探し
問題の原因となる敵を討伐する","ui\00_message\quest_info\q21016014_00.gmd","\quest\q21016014.arc","q21016014.arc","1"
"2","q21016014_00_586","<NAME AREA>には今、怪しい気配のする
魔物たちが出現しているらしい","<NAME AREA>には今、怪しい気配のする
魔物たちが出現しているらしい","ui\00_message\quest_info\q21016014_00.gmd","\quest\q21016014.arc","q21016014.arc","2"
"3","q21016014_00_586","人も侵食されるって話は、聞いたかい？
なんでも、侵食された人はフラフラと
モローの奥地へ消えていくそうだよ
あの奥に一体何があるのか――
案外、侵食魔軍団を結成していたりして","人も侵食されるって話は、聞いたかい？
なんでも、侵食された人はフラフラと
モローの奥地へ消えていくそうだよ
あの奥に一体何があるのか――
案外、侵食魔軍団を結成していたりして","ui\00_message\quest_info\q21016014_00.gmd","\quest\q21016014.arc","q21016014.arc","3"
"4","q21016014_00_1171","遭遇した魔物を討伐する","遭遇した魔物を討伐する","ui\00_message\quest_info\q21016014_00.gmd","\quest\q21016014.arc","q21016014.arc","4"
"5","q21016014_00_1229","新たに現れた魔物を即時討伐して危機を回避","新たに現れた魔物を即時討伐して危機を回避","ui\00_message\quest_info\q21016014_00.gmd","\quest\q21016014.arc","q21016014.arc","5"
"6","q21016014_00_1173","残る魔物を討伐する","残る魔物を討伐する","ui\00_message\quest_info\q21016014_00.gmd","\quest\q21016014.arc","q21016014.arc","6"
"0","","胞子の広がりを阻止――
クリア時のボーナス報酬が追加！","胞子の広がりを阻止――
クリア時のボーナス報酬が追加！","ui\00_message\examine_message\quest\quest_examine_q21016014.gmd","\quest\q21016014.arc","q21016014.arc","0"
"0","","汚染植物が出現――！","汚染植物が出現――！","ui\00_message\examine_message\quest\quest_examine_q21016014.gmd","\quest\q21016014.arc","q21016014.arc","1"
"0","","胞子が集まり始めている――","胞子が集まり始めている――","ui\00_message\examine_message\quest\quest_examine_q21016014.gmd","\quest\q21016014.arc","q21016014.arc","2"
"0","q21016015_00_587","賢者の眠る地","賢者の眠る地","ui\00_message\quest_info\q21016015_00.gmd","\quest\q21016015.arc","q21016015.arc","0"
"1","q21016015_00_587","【死亡チェッククエスト】
依頼者の願いを聞き入れ
一度も復活することなく狂暴な敵を討伐する","【死亡チェッククエスト】
依頼者の願いを聞き入れ
一度も復活することなく狂暴な敵を討伐する","ui\00_message\quest_info\q21016015_00.gmd","\quest\q21016015.arc","q21016015.arc","1"
"2","q21016015_00_587","<NAME AREA>にいる何者かが、魔物との勝負で
腕試しをしているようだ","<NAME AREA>にいる何者かが、魔物との勝負で
腕試しをしているようだ","ui\00_message\quest_info\q21016015_00.gmd","\quest\q21016015.arc","q21016015.arc","2"
"3","q21016015_00_587","私の思い出の場所――
侵食魔がよく現れて汚染されそうになってるみたい
かなりの数が出没してるようなので
もういけなくならないかが心配です","私の思い出の場所――
侵食魔がよく現れて汚染されそうになってるみたい
かなりの数が出没してるようなので
もういけなくならないかが心配です","ui\00_message\quest_info\q21016015_00.gmd","\quest\q21016015.arc","q21016015.arc","3"
"4","q21016015_00_1174","指定された場所へ行き、狂暴な魔物を見つける","指定された場所へ行き、狂暴な魔物を見つける","ui\00_message\quest_info\q21016015_00.gmd","\quest\q21016015.arc","q21016015.arc","4"
