"id","old","new"
"2519","火垂れ山に巣食う炎獣","Firefall Mountain Haunting Flame Beast"
"2520","古代の亡霊","Ancient Ghost"
"2521","古代の亡者","Ancient Undead"
"2522","行く手を阻む","Obstructing"
"2523","行く手を阻む","Obstructing"
"2524","行く手を阻む","Obstructing"
"2525","悪しき竜","The Evil Dragon"
"2526","",""
"2527","",""
"2528","離宮を徘徊する","Detached Palace Roaming"
"2529","",""
"2530","",""
"2531","",""
"2532","",""
"2533","",""
"2534","",""
"2535","",""
"2536","",""
"2537","",""
"2538","",""
"2539","",""
"2540","",""
"2541","",""
"2542","",""
"2543","",""
"2544","",""
"2545","",""
"2546","",""
"2547","",""
"2548","",""
"2549","",""
"2550","",""
"2551","",""
"2552","",""
"2553","",""
"2554","",""
"2555","",""
"2556","百人長の亡霊","Centurion's Spirit"
"2557","初代王の亡霊","The Ghost of the First King"
"2558","",""
"2559","",""
"2561","離宮の番人","Detached Palace Guard"
"2562","・エクストラ","(Extra)"
"2563","・エクストラ","(Extra)"
"2564","魔炎の竜晶","Dragon Crystal of Flame"
"2565","魔岩の竜晶","Dragon Crystal of Earth"
"2566","魔風の竜晶","Dragon Crystal of Wind"
"2567","魔領進攻軍特殊兵","Invasion Force First Class Soldier"
"2568","",""
"2569","騎士団の仇敵","The Knights' Bitter Enemy"
"2570","騎士団の仇敵","The Knights' Bitter Enemy"
"2571","騎士団の仇敵","The Knights' Bitter Enemy"
"2572","",""
"2573","",""
"2574","",""
"2575","",""
"2576","総大将・鬼神","Demon General"
"2577","",""
"2578","",""
"2579","",""
"2580","",""
"2581","",""
"2582","偉大なる錬金術師","The Great Alchemist"
"2583","",""
"2584","",""
"2586","",""
"2587","",""
"2588","",""
"2589","",""
"2590","",""
"2591","火焔の竜晶","Flame Dragon Crystal"
"2592","火焔の竜晶","Flame Dragon Crystal"
"2593","火焔の竜晶","Flame Dragon Crystal"
"2594","火焔の竜晶","Flame Dragon Crystal"
"2596","ミュータント・","Mutant"
"2598","",""
"2599","ミュータント・","Mutant"
"2600","大輪の","Large-flowered"
"2601","",""
"2602","グレート・","Great"
"2603","",""
"2606","リトル・","Little"
"2607","ヒュージ・","Huge"
"2608","",""
"2609","",""
"2610","ロイグの元家畜","Loeg's Former Tamed"
"2612","黒き戦士の家畜","Black Warrior's Tamed"
"2613","黒き戦士","Black Warrior"
"2614","",""
"2615","",""
"2616","",""
"2617","",""
"2618","",""
"2619","甘い香りのする","Sweet scent of"
"2620","甘党の","Sweet Tooth"
"2621","若木の","Sapling"
"2622","怒りの親玉エント","Angry Ent Chieftain"
"2623","至って普通の","Extremely Ordinary"
"2624","ズールの亡霊","Ghost of Zuhl"
"2625","",""
"2626","",""
"2627","",""
"2628","",""
"2629","",""
"2630","",""
"2631","",""
"2632","",""
"2633","悪しき竜に仕える","Evil Dragon Servant"
"2634","悪しき竜に仕える","Evil Dragon Servant"
"2635","",""
"2636","",""
"2637","",""
"2638","",""
"2639","",""
"2640","",""
"2641","火焔の竜晶","Flame Dragon Crystal"
"2642","火焔の竜晶","Flame Dragon Crystal"
"2643","火焔の竜晶","Flame Dragon Crystal"
"2644","火焔の竜晶","Flame Dragon Crystal"
"2645","",""
"2646","",""
"2647","魔炎の竜晶","Dragon Crystal of Flame"
"2648","魔岩の竜晶","Dragon Crystal of Earth"
"2649","魔風の竜晶","Dragon Crystal of Wind"
"2650","",""
"2651","",""
"2652","魔炎の竜晶","Dragon Crystal of Flame"
"2653","魔岩の竜晶","Dragon Crystal of Earth"
"2654","魔風の竜晶","Dragon Crystal of Wind"
"2655","",""
"2656","",""
"2657","脚の速い","Fleet-footed"
"2658","",""
"2659","黄泉がえりし泉の守護者","Guardian of the Underworld Spring"
"2660","黄泉がえりし戦の将の子飼い","The Reincarnated Warlord's Pet"
"2661","黄泉がえりし古の扉の番兵","Guardian of the Ancient Gate of the Underworld"
"2662","黄泉がえりし古代の亡霊","Ancient Spirit of the Underworld"
"2663","冥府の徘徊魔","Prowler of the Underworld"
"2664","冥府の拷問者","Torturer of the Underworld"
"2665","冥府の徘徊魔","Prowler of the Underworld"
"2666","饗宴の主","Lord of the Feast"
"2667","冥府の徘徊魔","Prowler of the Underworld"
"2668","冥府の拷問者","Torturer of the Underworld"
"2669","冥府の徘徊魔","Prowler of the Underworld"
"2670","死滅都市の悪魔","Devil in a Dead City"
"2671","冥府の徘徊魔","Prowler of the Underworld"
"2672","冥府の拷問者","Torturer of the Underworld"
"2673","冥府の徘徊魔","Prowler of the Underworld"
"2674","忌まわしき首領","Accursed Lord"
"2675","冥府の徘徊魔","Prowler of the Underworld"
"2676","冥府の拷問者","Torturer of the Underworld"
"2677","冥府の徘徊魔","Prowler of the Underworld"
"2678","堕ちたる者","The Fallen"
"2679","封印から目覚めし指輪の守護者","Guardian of the Ring"
"2680","",""
"2681","",""
"2682","",""
"2683","",""
"2684","",""
"2685","",""
"2690","",""
"2691","",""
"2692","",""
"2711","",""
"2712","",""
"2713","",""
"2714","",""
"2715","",""
"2716","",""
"2717","",""
"2718","行く手を阻む","Obstructing"
"2744","",""
"2745","",""
"2746","",""
"2747","危険な（仮）","Dangerous (temporary)"
"2748","とっても危険な（仮）","Very dangerous (temporary)"
"2749","突然変異（仮）","Mutation (tentative)"
"2750","",""
"2751","",""
"2752","蝕まれた","Corrupted"
"2753","蝕まれた","Corrupted"
"2754","蝕まれた","Corrupted"
"2755","",""
"2756","",""
"2757","蝕まれた","Corrupted"
"2758","蝕まれた","Corrupted"
"2759","蝕まれた","Corrupted"
"2760","",""
"2761","蝕まれた","Corrupted"
"2762","蝕まれた","Corrupted"
"2763","蝕まれた","Corrupted"
"2764","",""
"2765","蝕まれた","Corrupted"
"2766","蝕まれた","Corrupted"
"2767","蝕まれた","Corrupted"
"2768","",""
"2769","蝕まれた","Corrupted"
"2770","蝕まれた","Corrupted"
"2771","蝕まれた","Corrupted"
"2772","",""
"2773","蝕まれた","Corrupted"
"2774","蝕まれた","Corrupted"
"2775","蝕まれた","Corrupted"
"2779","",""
"2780","",""
"2781","",""
"2783","",""
"2784","",""
"2785","",""
"2786","",""
"2787","",""
"2788","",""
"2789","",""
"2790","",""
"2791","",""
"2792","",""
"2793","",""
"2794","魔軍戦車・","Demon Army Tanks"
"2795","",""
"2796","",""
"2797","",""
"2798","",""
"2799","",""
"2800","",""
"2801","",""
"2802","古精霊竜の守獣","Old Spirit Dragon Guard Beast"
"2803","",""
"2804","いにしえの邪眼・","Ancient Evil Eye"
"2805","",""
"2806","",""
"2807","",""
"2808","",""
"2809","",""
"2810","",""
"2811","",""
"2812","",""
"2813","",""
"2814","",""
"2815","",""
"2816","",""
"2817","不完全な","Defective"
"2818","",""
"2819","力に呑まれし王者・","The Ruler Overwhelmed by Power"
"2820","",""
"2821","古代の亡霊","Ancient Ghost"
"2822","",""
"2823","",""
"2824","",""
"2825","",""
"2826","",""
"2827","",""
"2828","",""
"2829","賢竜・","Sage Dragon ・"
"2830","白竜黒騎士","White Dragon Black Knight"
"2831","対の幻影・天","Duality Illusion: Heaven"
"2832","対の幻影・地","Duality Illusion: Earth"
"2833","闇に呑まれ硬化した","Hardened by Darkness"
"2837","闇に呑まれ強暴化した","Ravaged by Darkness"
"2838","闇に呑まれ硬化した","Hardened by Darkness"
"2839","闇に呑まれ強暴化した","Ravaged by Darkness"
"2843","闇に呑まれ硬化した","Hardened by Darkness"
"2844","闇に呑まれ強暴化した","Ravaged by Darkness"
"2848","闇に呑まれ硬化した","Hardened by Darkness"
"2849","闇に呑まれ強暴化した","Ravaged by Darkness"
"2852","闇に呑まれ硬化した","Hardened by Darkness"
"2853","闇に呑まれ強暴化した","Ravaged by Darkness"
"2856","弱化した賢竜・","Weakened Sage Dragon・"
"2857","はぐれ","Stray"
"2858","弱化した","Weakened"
"2859","弱化した","Weakened"
"2860","弱化した","Weakened"
"2861","黒剣を護る","Protecting the Black Sword"
"2862","黒剣を護る","Protecting the Black Sword"
"2863","死を約束するもの","One That Promises Death"
"2864","冥府の番人","Netherworld Guardian"
"2865","",""
"2866","蝕まれた","Corrupted"
"2867","蝕まれた","Corrupted"
"2868","蝕まれた","Corrupted"
"2869","",""
"2870","",""
"2871","蝕まれた","Corrupted"
"2872","蝕まれた","Corrupted"
"2873","蝕まれた","Corrupted"
"2874","",""
"2875","蝕まれた","Corrupted"
"2876","蝕まれた","Corrupted"
"2877","蝕まれた","Corrupted"
"2878","",""
"2879","蝕まれた","Corrupted"
"2880","蝕まれた","Corrupted"
"2881","蝕まれた","Corrupted"
"2882","",""
"2883","蝕まれた","Corrupted"
"2884","蝕まれた","Corrupted"
"2885","蝕まれた","Corrupted"
"2886","",""
"2887","蝕まれた","Corrupted"
"2888","蝕まれた","Corrupted"
"2889","蝕まれた","Corrupted"
"2890","闇に呑まれ硬化した","Hardened by Darkness"
"2894","闇に呑まれ強暴化した","Ravaged by Darkness"
"2895","闇に呑まれ硬化した","Hardened by Darkness"
"2896","闇に呑まれ強暴化した","Ravaged by Darkness"
"2900","闇に呑まれ硬化した","Hardened by Darkness"
"2901","闇に呑まれ強暴化した","Ravaged by Darkness"
"2905","闇に呑まれ硬化した","Hardened by Darkness"
"2906","闇に呑まれ強暴化した","Ravaged by Darkness"
"2909","闇に呑まれ硬化した","Hardened by Darkness"
"2910","闇に呑まれ強暴化した","Ravaged by Darkness"
"2913","",""
"2914","蝕まれた","Corrupted"
"2915","蝕まれた","Corrupted"
"2916","蝕まれた","Corrupted"
"2917","",""
"2918","",""
"2919","蝕まれた","Corrupted"
"2920","蝕まれた","Corrupted"
"2921","蝕まれた","Corrupted"
"2922","",""
"2923","蝕まれた","Corrupted"
"2924","蝕まれた","Corrupted"
"2925","蝕まれた","Corrupted"
"2926","",""
"2927","蝕まれた","Corrupted"
"2928","蝕まれた","Corrupted"
"2929","蝕まれた","Corrupted"
"2930","",""
"2931","蝕まれた","Corrupted"
"2932","蝕まれた","Corrupted"
"2933","蝕まれた","Corrupted"
"2934","",""
"2935","蝕まれた","Corrupted"
"2936","蝕まれた","Corrupted"
"2937","蝕まれた","Corrupted"
"2938","闇に呑まれ硬化した","Hardened by Darkness"
"2942","闇に呑まれ強暴化した","Ravaged by Darkness"
"2943","闇に呑まれ硬化した","Hardened by Darkness"
"2944","闇に呑まれ強暴化した","Ravaged by Darkness"
"2948","闇に呑まれ硬化した","Hardened by Darkness"
"2949","闇に呑まれ強暴化した","Ravaged by Darkness"
"2953","闇に呑まれ硬化した","Hardened by Darkness"
"2954","闇に呑まれ強暴化した","Ravaged by Darkness"
"2957","闇に呑まれ硬化した","Hardened by Darkness"
"2958","闇に呑まれ強暴化した","Ravaged by Darkness"
"2961","",""
"2962","蝕まれた","Corrupted"
"2963","蝕まれた","Corrupted"
"2964","蝕まれた","Corrupted"
"2965","",""
"2966","",""
"2967","蝕まれた","Corrupted"
"2968","蝕まれた","Corrupted"
"2969","蝕まれた","Corrupted"
"2970","",""
"2971","蝕まれた","Corrupted"
"2972","蝕まれた","Corrupted"
"2973","蝕まれた","Corrupted"
"2974","",""
"2975","蝕まれた","Corrupted"
"2976","蝕まれた","Corrupted"
"2977","蝕まれた","Corrupted"
"2978","",""
"2979","蝕まれた","Corrupted"
"2980","蝕まれた","Corrupted"
"2981","蝕まれた","Corrupted"
"2982","",""
"2983","蝕まれた","Corrupted"
"2984","蝕まれた","Corrupted"
"2985","蝕まれた","Corrupted"
"2986","闇に呑まれ硬化した","Hardened by Darkness"
"2990","闇に呑まれ強暴化した","Ravaged by Darkness"
"2991","闇に呑まれ硬化した","Hardened by Darkness"
"2992","闇に呑まれ強暴化した","Ravaged by Darkness"
"2996","闇に呑まれ硬化した","Hardened by Darkness"
"2997","闇に呑まれ強暴化した","Ravaged by Darkness"
"3001","闇に呑まれ硬化した","Hardened by Darkness"
"3002","闇に呑まれ強暴化した","Ravaged by Darkness"
"3005","闇に呑まれ硬化した","Hardened by Darkness"
"3006","闇に呑まれ強暴化した","Ravaged by Darkness"
"3017","黒剣を護る","Protecting the Black Sword"
"3018","",""
"3019","黒剣を護る","Protecting the Black Sword"
"3020","",""
"3021","黒剣を護る","Protecting the Black Sword"
"3022","",""
"3023","闇の渦に巣食う","Nestled in the Vortex of Darkness"
"3024","MQ(仮）","MQ (temporary)"
"3025","黒剣を護る","Protecting the Black Sword"
"3026","",""
"3027","黒剣を護る","Protecting the Black Sword"
"3028","",""
"3029","黒剣を護る","Protecting the Black Sword"
"3030","",""
"3031","闇の渦に巣食う","Nestled in the Vortex of Darkness"
"3032","MQ(仮）","MQ (temporary)"
"3033","黒剣を護る","Protecting the Black Sword"
"3034","",""
"3035","黒剣を護る","Protecting the Black Sword"
"3036","",""
"3037","黒剣を護る","Protecting the Black Sword"
"3038","",""
"3039","闇の渦に巣食う","Nestled in the Vortex of Darkness"
"3040","MQ(仮）","MQ (temporary)"
"3041","黒剣を護る","Protecting the Black Sword"
"3042","",""
"3043","黒剣を護る","Protecting the Black Sword"
"3044","",""
"3045","闇の渦に巣食う","Nestled in the Vortex of Darkness"
"3046","レオ","Leo"
"3047","黒竜","Black Dragon"
"3048","堕ちたる者","The Fallen"
"3049","満開メガトンマンドラゴラ","Full Bloom Megaton Mandragora"
"3050","満開メガトンハバネロ","Full Bloom Megaton Habanero"
"3051","アトロポス・クイーンビー","Atropos, Queen Bee"
"3052","炎の傀儡ギガン・マキナ","Flame Puppet Gigant Machina"
"3053","氷の傀儡フロスト・マキナ","Ice Puppet Frost Machina"
"3054","マリオネットマスターウィッチ","Marionette Master Witch"
"3055","暴食フットバイター","Gluttonous Foot-Biter"
"3056","暴食フットバイター？","Gluttonous Foot-Biter?"
"3057","虹の輝きリトルビフレスト","Rainbow Glitter Little Bifrost"
"3058","変異型狂侵グリフィン","Mutated Severely Infected Griffin"
"3059","ヒュージフリージングスライム","Huge Freezing Slime"
"3060","谷の賢者ノーム・エント","谷の賢者ノーム Ent"
"3061","未完の魔眼パイモンルビーアイ","Incomplete Magic Eye: Ruby-Eye Paimon"
"3062","ヒュージディープスライム","Huge Deep Slime"
"3063","目覚めた石像ヘルガーゴイル","Awakened Stone Statue: Hell Gargoyle"
"3064","スモールリザード","Small Lizard"
"3065","狼王ダイアウルフ","Wolf King Direwolf"
"3066","300年永らえたマッドマン","300-year-old Mudman"
"3067","ムーンライズ・シャドーキメラ","Moonrise Shadow Chimera"
"3068","大罪・嫉妬のデスナイト","Sin of Envy Death Knight"
"3069","マウンテン・サイクロプス","Mountain Cyclops"
"3070","夜の訪れリトルブラックグリフィン","The arrival of night, Little Black Griffin"
"3071","太古の処刑人","The Ancient Executioner"
"3072","霧をさまようリトルミストウィルム","Little Mist Wyrm Wandering through the Mist"
"3073","【ネームドハント】ワイルドボア","[Named Hunt] Wild Boar"
"3074","古代の巨兵ジオゴーレム","Ancient Giant Soldier Geo Golem"
"3075","潜入部隊キャプテンアンセスター","Ancestral Infiltration Unit Captain"
"3076","サンライズ・ブレイズキメラ","Sunrise Blaze Chimera"
"3077","未完の魔眼パイモンラピスアイ","Incomplete Magic Eye: Lapis-Eye Paimon"
"3078","300年永らえたスラッジマン","300-year-old Sludgeman"
"3079","魔法暗殺部隊","Magic Assassination Unit"
"3080","さまよう小さき魂","Wandering Little Soul"
"3081","灼熱ラージサラマンダー","Scorching-hot Giant Pyre Saurian"
"3082","奇襲のエキスパートリーダー","Ambush Expert Leader"
"3083","同志の集いロールスパインバック","Gathering of Comrades, Roll Spineback"
"3084","大罪・憤怒のエリミネーター・スレイ","Mortal Sin of Wrath, Eliminator Slayer"
"3085","ヒュージパイロスライム","Huge Pyro Slime"
"3086","八眼の怪物アラクネー","Eight-Eyed Monster Arachne"
"3087","欲望喰らいのエンシェントマンイーター","Ancient Maneater of Desire"
"3088","レッドズール・ザ・デビル","Red Zuhl the Devil"
"3089","さまよう","Wandering"
"3090","さまよう","Wandering"
"3139","",""
"3140","",""
"3141","",""
"3142","",""
"3143","",""
"3144","",""
"3145","",""
"3146","",""
"3147","",""
"3148","行く手を阻む","Obstructing"
"3149","行く手を阻む","Obstructing"
"3151","",""
"3152","潜入部隊アンセスターオーク","Infiltration Team Ancestor Orc"
"3153","奇襲のエキスパートトルーパー","Ambush Expert Trooper"
"3154","堕ちたる者","The Fallen"
"3156","魔法暗殺部隊の目眩まし","Dazzle of the Magic Assassination Unit"
"3157","蝕まれた","Corrupted"
"3158","蝕まれた","Corrupted"
"3159","蝕まれた","Corrupted"
"3160","蝕まれた","Corrupted"
"3161","蝕まれた","Corrupted"
"3162","蝕まれた","Corrupted"
"3163","蝕まれた","Corrupted"
"3164","蝕まれた","Corrupted"
"3167","",""
"3168","闇に呑まれ硬化した","Hardened by Darkness"
"3169","闇に呑まれ硬化した","Hardened by Darkness"
"3170","闇に呑まれ硬化した","Hardened by Darkness"
"3171","闇に呑まれ硬化した","Hardened by Darkness"
"3172","闇に呑まれ強暴化した","Ravaged by Darkness"
"3173","闇に呑まれ硬化した","Hardened by Darkness"
"3174","闇に呑まれ強暴化した","Ravaged by Darkness"
"3175","闇に呑まれ強暴化した","Ravaged by Darkness"
"3176","闇に呑まれ強暴化した","Ravaged by Darkness"
"3177","闇に呑まれ強暴化した","Ravaged by Darkness"
"3178","闇に呑まれ強暴化した","Ravaged by Darkness"
"3179","闇に呑まれ強暴化した","Ravaged by Darkness"
"3180","",""
"3181","",""
"3182","",""
"3183","蝕まれた","Corrupted"
"3184","",""
"3185","蝕まれた","Corrupted"
"3186","",""
"3187","",""
"3188","",""
"3189","",""
"3190","",""
"3191","",""
"3192","",""
"3193","漲る力を秘めた","Overflowing Force"
"3194","黒騎士の戦徒","The Black Knight's Myrmidon"
"3195","白竜黒騎士の影","Shadow of the White Dragon Black Knight"
"3196","白竜","The White Dragon"
"3197","白竜の覚者・レオ","Arisen of the White Dragon, Leo"
"3198","",""
"3199","異界の","of the Other World"
"3200","激昂","enraged"
"3203","激昂","enraged"
"3204","激昂","enraged"
"3205","激昂","enraged"
"3206","激昂","enraged"
"3207","激昂スパインバック","Severely Infected Spineback"
"3208","激昂","enraged"
"3209","激昂","enraged"
"3210","激昂","enraged"
"3211","異界の","of the Other World"
"3212","激昂","enraged"
"3213","",""
"3214","",""
"3215","",""
"3216","",""
"3217","",""
"3218","",""
"3219","",""
"3220","",""
"3221","",""
"3231","",""
"3232","",""
"3233","",""
"3234","",""
"3235","",""
"3236","",""
"3237","",""
"3238","",""
"3239","",""
"3240","",""
"3241","",""
"3242","",""
"3243","",""
"3244","",""
"3245","",""
"3246","",""
"3247","",""
"3250","・エクストラ","(Extra)"
