2,q60200004_00_3139,<STG 202>に向かい<NPC 1026>から詳細を確認する,"Head to <STG 202> and confirm details
from <NPC 1026>",ui\00_message\quest_info\q60200004_00.gmd,\quest\q60200004.arc,q60200004.arc,2,Renton
3,q60200108_00_2014,第一試練の場所へ向かう,Head to the location of the first test,ui\00_message\quest_info\q60200108_00.gmd,\quest\q60200108.arc,q60200108.arc,3,Ivan
4,q60200108_00_2015,第一試練の敵を倒す,Defeat the enemy at the first test,ui\00_message\quest_info\q60200108_00.gmd,\quest\q60200108.arc,q60200108.arc,4,Ivan
5,q60200108_00_2016,第二試練の場所へ向かう,Head to the location of the second test,ui\00_message\quest_info\q60200108_00.gmd,\quest\q60200108.arc,q60200108.arc,5,Ivan
6,q60200108_00_2017,第二試練の敵を倒す,Defeat the enemy at the second test,ui\00_message\quest_info\q60200108_00.gmd,\quest\q60200108.arc,q60200108.arc,6,Ivan
0,q60200109_00_94,戦技の継承　ハンター求道試練2,Skill Augmentation: Hunter Trial II,ui\00_message\quest_info\q60200109_00.gmd,\quest\q60200109.arc,q60200109.arc,0,Ivan
1,q60200109_00_94,"ハンターの新たな戦術を学ぶため
マスターの試練に挑む","To learn new Hunter tactics,
challenge the trial of the Job Master",ui\00_message\quest_info\q60200109_00.gmd,\quest\q60200109.arc,q60200109.arc,1,Ivan
2,q60200109_00_1838,＜旧地下実験所＞に向かう,"Head to ""Old Underground Laboratory""",ui\00_message\quest_info\q60200109_00.gmd,\quest\q60200109.arc,q60200109.arc,2,Ivan
7,q60200109_00_1839,最終試練の場所へ向かう,Head to the location of the final test,ui\00_message\quest_info\q60200109_00.gmd,\quest\q60200109.arc,q60200109.arc,7,Ivan
8,q60200109_00_1840,最終試練の敵を倒す,Defeat the enemy at the final test,ui\00_message\quest_info\q60200109_00.gmd,\quest\q60200109.arc,q60200109.arc,8,Ivan
9,q60200109_00_1841,マスターの拠点で教示を受ける,Receive teachings at the home of the master,ui\00_message\quest_info\q60200109_00.gmd,\quest\q60200109.arc,q60200109.arc,9,Ivan
3,q60200109_00_2018,第一試練の場所へ向かう,Head to the location of the first test,ui\00_message\quest_info\q60200109_00.gmd,\quest\q60200109.arc,q60200109.arc,3,Ivan
4,q60200109_00_2019,第一試練の敵を倒す,Defeat the enemy at the first test,ui\00_message\quest_info\q60200109_00.gmd,\quest\q60200109.arc,q60200109.arc,4,Ivan
5,q60200109_00_2020,第二試練の場所へ向かう,Head to the location of the second test,ui\00_message\quest_info\q60200109_00.gmd,\quest\q60200109.arc,q60200109.arc,5,Ivan
6,q60200109_00_2021,第二試練の敵を倒す,Defeat the enemy at the second test,ui\00_message\quest_info\q60200109_00.gmd,\quest\q60200109.arc,q60200109.arc,6,Ivan
0,q60200110_00_152,戦技の継承　ハンター求道試練３,Skill Augmentation: Hunter Trial III,ui\00_message\quest_info\q60200110_00.gmd,\quest\q60200110.arc,q60200110.arc,0,Ivan
1,q60200110_00_152,"ハンターの新たな戦術を学ぶため
マスターの試練に挑む","To learn new Hunter tactics,
challenge the trial of the Job Master",ui\00_message\quest_info\q60200110_00.gmd,\quest\q60200110.arc,q60200110.arc,1,Ivan
9,q60200110_00_2186,マスターの拠点で教示を受ける,Receive teachings at the home of the master,ui\00_message\quest_info\q60200110_00.gmd,\quest\q60200110.arc,q60200110.arc,9,Ivan
2,q60200110_00_2187,＜<STG 850>＞に向かう,"Head to ""<STG 850>""",ui\00_message\quest_info\q60200110_00.gmd,\quest\q60200110.arc,q60200110.arc,2,Ivan
3,q60200110_00_2188,第一試練の場所へ向かう,Head to the location of the first test,ui\00_message\quest_info\q60200110_00.gmd,\quest\q60200110.arc,q60200110.arc,3,Ivan
4,q60200110_00_2189,第一試練の敵を倒す,Defeat the enemy at the first test,ui\00_message\quest_info\q60200110_00.gmd,\quest\q60200110.arc,q60200110.arc,4,Ivan
5,q60200110_00_2190,第二試練の場所へ向かう,Head to the location of the second test,ui\00_message\quest_info\q60200110_00.gmd,\quest\q60200110.arc,q60200110.arc,5,Ivan
6,q60200110_00_2191,第二試練の敵を倒す,Defeat the enemy at the second test,ui\00_message\quest_info\q60200110_00.gmd,\quest\q60200110.arc,q60200110.arc,6,Ivan
7,q60200110_00_2192,最終試練の場所へ向かう,Head to the location of the final test,ui\00_message\quest_info\q60200110_00.gmd,\quest\q60200110.arc,q60200110.arc,7,Ivan
8,q60200110_00_2193,最終試練の敵を倒す,Defeat the enemy at the final test,ui\00_message\quest_info\q60200110_00.gmd,\quest\q60200110.arc,q60200110.arc,8,Ivan
0,q60200111_00_165,戦技の継承　ハンター求道試練４,Skill Augmentation: Hunter Trial IV,ui\00_message\quest_info\q60200111_00.gmd,\quest\q60200111.arc,q60200111.arc,0,Ivan
1,q60200111_00_165,"ハンターの新たな戦術を学ぶため
マスターの試練に挑む","To learn new Hunter tactics,
challenge the trial of the Job Master",ui\00_message\quest_info\q60200111_00.gmd,\quest\q60200111.arc,q60200111.arc,1,Ivan
9,q60200111_00_2282,マスターの拠点で教示を受ける,Receive teachings at the home of the master,ui\00_message\quest_info\q60200111_00.gmd,\quest\q60200111.arc,q60200111.arc,9,Ivan
2,q60200111_00_2283,＜<STG 804>＞に向かう,"Head to ""<STG 804>""",ui\00_message\quest_info\q60200111_00.gmd,\quest\q60200111.arc,q60200111.arc,2,Ivan
3,q60200111_00_2284,第一試練の場所へ向かう,Head to the location of the first test,ui\00_message\quest_info\q60200111_00.gmd,\quest\q60200111.arc,q60200111.arc,3,Ivan
4,q60200111_00_2285,第一試練の敵を倒す,Defeat the enemy at the first test,ui\00_message\quest_info\q60200111_00.gmd,\quest\q60200111.arc,q60200111.arc,4,Ivan
5,q60200111_00_2286,第二試練の場所へ向かう,Head to the location of the second test,ui\00_message\quest_info\q60200111_00.gmd,\quest\q60200111.arc,q60200111.arc,5,Ivan
6,q60200111_00_2287,第二試練の敵を倒す,Defeat the enemy at the second test,ui\00_message\quest_info\q60200111_00.gmd,\quest\q60200111.arc,q60200111.arc,6,Ivan
7,q60200111_00_2288,最終試練の場所へ向かう,Head to the location of the final test,ui\00_message\quest_info\q60200111_00.gmd,\quest\q60200111.arc,q60200111.arc,7,Ivan
8,q60200111_00_2289,最終試練の敵を倒す,Defeat the enemy at the final test,ui\00_message\quest_info\q60200111_00.gmd,\quest\q60200111.arc,q60200111.arc,8,Ivan
0,q60200112_00_95,戦技の継承　シールドセージ求道試練１,Skill Augmentation: Shield Sage Trial I,ui\00_message\quest_info\q60200112_00.gmd,\quest\q60200112.arc,q60200112.arc,0,Rudolfo
1,q60200112_00_95,"シールドセージの新たな戦術を学ぶため
マスターの試練に挑む","To learn new Shield Sage tactics,
challenge the trial of the Job Master",ui\00_message\quest_info\q60200112_00.gmd,\quest\q60200112.arc,q60200112.arc,1,Rudolfo
2,q60200112_00_1842,＜バートランド墓地＞に向かう,"Head to ""Betland Cemetery""",ui\00_message\quest_info\q60200112_00.gmd,\quest\q60200112.arc,q60200112.arc,2,Rudolfo
7,q60200112_00_1843,最終試練の場所へ向かう,Head to the location of the final test,ui\00_message\quest_info\q60200112_00.gmd,\quest\q60200112.arc,q60200112.arc,7,Rudolfo
8,q60200112_00_1844,最終試練の敵を倒す,Defeat the enemy at the final test,ui\00_message\quest_info\q60200112_00.gmd,\quest\q60200112.arc,q60200112.arc,8,Rudolfo
9,q60200112_00_1845,マスターの拠点で教示を受ける,Receive teachings at the home of the master,ui\00_message\quest_info\q60200112_00.gmd,\quest\q60200112.arc,q60200112.arc,9,Rudolfo
3,q60200112_00_2022,第一試練の場所へ向かう,Head to the location of the first test,ui\00_message\quest_info\q60200112_00.gmd,\quest\q60200112.arc,q60200112.arc,3,Rudolfo
4,q60200112_00_2023,第一試練の敵を倒す,Defeat the enemy at the first test,ui\00_message\quest_info\q60200112_00.gmd,\quest\q60200112.arc,q60200112.arc,4,Rudolfo
5,q60200112_00_2024,第二試練の場所へ向かう,Head to the location of the second test,ui\00_message\quest_info\q60200112_00.gmd,\quest\q60200112.arc,q60200112.arc,5,Rudolfo
6,q60200112_00_2025,第二試練の敵を倒す,Defeat the enemy at the second test,ui\00_message\quest_info\q60200112_00.gmd,\quest\q60200112.arc,q60200112.arc,6,Rudolfo
0,q60200113_00_96,戦技の継承　シールドセージ求道試練2,Skill Augmentation: Shield Sage Trial II,ui\00_message\quest_info\q60200113_00.gmd,\quest\q60200113.arc,q60200113.arc,0,Rudolfo
1,q60200113_00_96,"シールドセージの新たな戦術を学ぶため
マスターの試練に挑む","To learn new Shield Sage tactics,
challenge the trial of the Job Master",ui\00_message\quest_info\q60200113_00.gmd,\quest\q60200113.arc,q60200113.arc,1,Rudolfo
2,q60200113_00_1846,＜戦鬼の影穴＞に向かう,"Head to ""War Demons' Hideout""",ui\00_message\quest_info\q60200113_00.gmd,\quest\q60200113.arc,q60200113.arc,2,Rudolfo
7,q60200113_00_1847,最終試練の場所へ向かう,Head to the location of the final test,ui\00_message\quest_info\q60200113_00.gmd,\quest\q60200113.arc,q60200113.arc,7,Rudolfo
8,q60200113_00_1848,最終試練の敵を倒す,Defeat the enemy at the final test,ui\00_message\quest_info\q60200113_00.gmd,\quest\q60200113.arc,q60200113.arc,8,Rudolfo
9,q60200113_00_1849,マスターの拠点で教示を受ける,Receive teachings at the home of the master,ui\00_message\quest_info\q60200113_00.gmd,\quest\q60200113.arc,q60200113.arc,9,Rudolfo
3,q60200113_00_2026,第一試練の場所へ向かう,Head to the location of the first test,ui\00_message\quest_info\q60200113_00.gmd,\quest\q60200113.arc,q60200113.arc,3,Rudolfo
4,q60200113_00_2027,第一試練の敵を倒す,Defeat the enemy at the first test,ui\00_message\quest_info\q60200113_00.gmd,\quest\q60200113.arc,q60200113.arc,4,Rudolfo
5,q60200113_00_2028,第二試練の場所へ向かう,Head to the location of the second test,ui\00_message\quest_info\q60200113_00.gmd,\quest\q60200113.arc,q60200113.arc,5,Rudolfo
6,q60200113_00_2029,第二試練の敵を倒す,Defeat the enemy at the second test,ui\00_message\quest_info\q60200113_00.gmd,\quest\q60200113.arc,q60200113.arc,6,Rudolfo
0,q60200114_00_153,戦技の継承　シールドセージ求道試練３,Skill Augmentation: Shield Sage Trial III,ui\00_message\quest_info\q60200114_00.gmd,\quest\q60200114.arc,q60200114.arc,0,Rudolfo
1,q60200114_00_153,"シールドセージの新たな戦術を学ぶため
マスターの試練に挑む","To learn new Shield Sage tactics,
challenge the trial of the Job Master",ui\00_message\quest_info\q60200114_00.gmd,\quest\q60200114.arc,q60200114.arc,1,Rudolfo
9,q60200114_00_2194,マスターの拠点で教示を受ける,Receive teachings at the home of the master,ui\00_message\quest_info\q60200114_00.gmd,\quest\q60200114.arc,q60200114.arc,9,Rudolfo
2,q60200114_00_2195,＜<STG 824>＞に向かう,"Head to ""<STG 824>""",ui\00_message\quest_info\q60200114_00.gmd,\quest\q60200114.arc,q60200114.arc,2,Rudolfo
3,q60200114_00_2196,第一試練の場所へ向かう,Head to the location of the first test,ui\00_message\quest_info\q60200114_00.gmd,\quest\q60200114.arc,q60200114.arc,3,Rudolfo
4,q60200114_00_2197,第一試練の敵を倒す,Defeat the enemy at the first test,ui\00_message\quest_info\q60200114_00.gmd,\quest\q60200114.arc,q60200114.arc,4,Rudolfo
5,q60200114_00_2198,第二試練の場所へ向かう,Head to the location of the second test,ui\00_message\quest_info\q60200114_00.gmd,\quest\q60200114.arc,q60200114.arc,5,Rudolfo
6,q60200114_00_2199,第二試練の敵を倒す,Defeat the enemy at the second test,ui\00_message\quest_info\q60200114_00.gmd,\quest\q60200114.arc,q60200114.arc,6,Rudolfo
7,q60200114_00_2200,最終試練の場所へ向かう,Head to the location of the final test,ui\00_message\quest_info\q60200114_00.gmd,\quest\q60200114.arc,q60200114.arc,7,Rudolfo
8,q60200114_00_2201,最終試練の敵を倒す,Defeat the enemy at the final test,ui\00_message\quest_info\q60200114_00.gmd,\quest\q60200114.arc,q60200114.arc,8,Rudolfo
0,q60200115_00_166,戦技の継承　シールドセージ求道試練４,Skill Augmentation: Shield Sage Trial IV,ui\00_message\quest_info\q60200115_00.gmd,\quest\q60200115.arc,q60200115.arc,0,Rudolfo
1,q60200115_00_166,"シールドセージの新たな戦術を学ぶため
マスターの試練に挑む","To learn new Shield Sage tactics,
challenge the trial of the Job Master",ui\00_message\quest_info\q60200115_00.gmd,\quest\q60200115.arc,q60200115.arc,1,Rudolfo
9,q60200115_00_2290,マスターの拠点で教示を受ける,Receive teachings at the home of the master,ui\00_message\quest_info\q60200115_00.gmd,\quest\q60200115.arc,q60200115.arc,9,Rudolfo
8,q60200115_00_2291,最終試練の敵を倒す,Defeat the enemy at the final test,ui\00_message\quest_info\q60200115_00.gmd,\quest\q60200115.arc,q60200115.arc,8,Rudolfo
2,q60200115_00_2292,＜<STG 802>＞に向かう,"Head to ""<STG 802>""",ui\00_message\quest_info\q60200115_00.gmd,\quest\q60200115.arc,q60200115.arc,2,Rudolfo
3,q60200115_00_2293,第一試練の場所へ向かう,Head to the location of the first test,ui\00_message\quest_info\q60200115_00.gmd,\quest\q60200115.arc,q60200115.arc,3,Rudolfo
4,q60200115_00_2294,第一試練の敵を倒す,Defeat the enemy at the first test,ui\00_message\quest_info\q60200115_00.gmd,\quest\q60200115.arc,q60200115.arc,4,Rudolfo
5,q60200115_00_2295,第二試練の場所へ向かう,Head to the location of the second test,ui\00_message\quest_info\q60200115_00.gmd,\quest\q60200115.arc,q60200115.arc,5,Rudolfo
6,q60200115_00_2296,第二試練の敵を倒す,Defeat the enemy at the second test,ui\00_message\quest_info\q60200115_00.gmd,\quest\q60200115.arc,q60200115.arc,6,Rudolfo
7,q60200115_00_2297,最終試練の場所へ向かう,Head to the location of the final test,ui\00_message\quest_info\q60200115_00.gmd,\quest\q60200115.arc,q60200115.arc,7,Rudolfo
0,q60200116_00_97,戦技の継承　シーカー求道試練１,Skill Augmentation: Seeker Trial I,ui\00_message\quest_info\q60200116_00.gmd,\quest\q60200116.arc,q60200116.arc,0,Chester
1,q60200116_00_97,"シーカーの新たな戦術を学ぶため
マスターの試練に挑む","To learn new Seeker tactics,
challenge the trial of the Job Master",ui\00_message\quest_info\q60200116_00.gmd,\quest\q60200116.arc,q60200116.arc,1,Chester
2,q60200116_00_1850,＜断崖の坑道＞に向かう,"Head to ""Cliff-Side Tunnel""",ui\00_message\quest_info\q60200116_00.gmd,\quest\q60200116.arc,q60200116.arc,2,Chester
7,q60200116_00_1851,最終試練の場所へ向かう,Head to the location of the final test,ui\00_message\quest_info\q60200116_00.gmd,\quest\q60200116.arc,q60200116.arc,7,Chester
8,q60200116_00_1852,最終試練の敵を倒す,Defeat the enemy at the final test,ui\00_message\quest_info\q60200116_00.gmd,\quest\q60200116.arc,q60200116.arc,8,Chester
9,q60200116_00_1853,マスターの拠点で教示を受ける,Receive teachings at the home of the master,ui\00_message\quest_info\q60200116_00.gmd,\quest\q60200116.arc,q60200116.arc,9,Chester
3,q60200116_00_2030,第一試練の場所へ向かう,Head to the location of the first test,ui\00_message\quest_info\q60200116_00.gmd,\quest\q60200116.arc,q60200116.arc,3,Chester
4,q60200116_00_2031,第一試練の敵を倒す,Defeat the enemy at the first test,ui\00_message\quest_info\q60200116_00.gmd,\quest\q60200116.arc,q60200116.arc,4,Chester
5,q60200116_00_2032,第二試練の場所へ向かう,Head to the location of the second test,ui\00_message\quest_info\q60200116_00.gmd,\quest\q60200116.arc,q60200116.arc,5,Chester
6,q60200116_00_2033,第二試練の敵を倒す,Defeat the enemy at the second test,ui\00_message\quest_info\q60200116_00.gmd,\quest\q60200116.arc,q60200116.arc,6,Chester
0,q60200117_00_98,戦技の継承　シーカー求道試練2,Skill Augmentation: Seeker Trial II,ui\00_message\quest_info\q60200117_00.gmd,\quest\q60200117.arc,q60200117.arc,0,Chester
1,q60200117_00_98,"シーカーの新たな戦術を学ぶため
マスターの試練に挑む","To learn new Seeker tactics,
challenge the trial of the Job Master",ui\00_message\quest_info\q60200117_00.gmd,\quest\q60200117.arc,q60200117.arc,1,Chester
2,q60200117_00_1854,＜森民の地下道＞に向かう,"Head to ""Forest People's Tunnel""",ui\00_message\quest_info\q60200117_00.gmd,\quest\q60200117.arc,q60200117.arc,2,Chester
7,q60200117_00_1855,最終試練の場所へ向かう,Head to the location of the final test,ui\00_message\quest_info\q60200117_00.gmd,\quest\q60200117.arc,q60200117.arc,7,Chester
8,q60200117_00_1856,最終試練の敵を倒す,Defeat the enemy at the final test,ui\00_message\quest_info\q60200117_00.gmd,\quest\q60200117.arc,q60200117.arc,8,Chester
9,q60200117_00_1857,マスターの拠点で教示を受ける,Receive teachings at the home of the master,ui\00_message\quest_info\q60200117_00.gmd,\quest\q60200117.arc,q60200117.arc,9,Chester
3,q60200117_00_2034,第一試練の場所へ向かう,Head to the location of the first test,ui\00_message\quest_info\q60200117_00.gmd,\quest\q60200117.arc,q60200117.arc,3,Chester
4,q60200117_00_2035,第一試練の敵を倒す,Defeat the enemy at the first test,ui\00_message\quest_info\q60200117_00.gmd,\quest\q60200117.arc,q60200117.arc,4,Chester
5,q60200117_00_2036,第二試練の場所へ向かう,Head to the location of the second test,ui\00_message\quest_info\q60200117_00.gmd,\quest\q60200117.arc,q60200117.arc,5,Chester
6,q60200117_00_2037,第二試練の敵を倒す,Defeat the enemy at the second test,ui\00_message\quest_info\q60200117_00.gmd,\quest\q60200117.arc,q60200117.arc,6,Chester
0,q60200118_00_154,戦技の継承　シーカー求道試練３,Skill Augmentation: Seeker Trial III,ui\00_message\quest_info\q60200118_00.gmd,\quest\q60200118.arc,q60200118.arc,0,Chester
1,q60200118_00_154,"シーカーの新たな戦術を学ぶため
マスターの試練に挑む","To learn new Seeker tactics,
challenge the trial of the Job Master",ui\00_message\quest_info\q60200118_00.gmd,\quest\q60200118.arc,q60200118.arc,1,Chester
9,q60200118_00_2202,マスターの拠点で教示を受ける,Receive teachings at the home of the master,ui\00_message\quest_info\q60200118_00.gmd,\quest\q60200118.arc,q60200118.arc,9,Chester
2,q60200118_00_2203,＜<STG 841>＞に向かう,"Head to ""<STG 841>""",ui\00_message\quest_info\q60200118_00.gmd,\quest\q60200118.arc,q60200118.arc,2,Chester
3,q60200118_00_2204,第一試練の場所へ向かう,Head to the location of the first test,ui\00_message\quest_info\q60200118_00.gmd,\quest\q60200118.arc,q60200118.arc,3,Chester
4,q60200118_00_2205,第一試練の敵を倒す,Defeat the enemy at the first test,ui\00_message\quest_info\q60200118_00.gmd,\quest\q60200118.arc,q60200118.arc,4,Chester
5,q60200118_00_2206,第二試練の場所へ向かう,Head to the location of the second test,ui\00_message\quest_info\q60200118_00.gmd,\quest\q60200118.arc,q60200118.arc,5,Chester
6,q60200118_00_2207,第二試練の敵を倒す,Defeat the enemy at the second test,ui\00_message\quest_info\q60200118_00.gmd,\quest\q60200118.arc,q60200118.arc,6,Chester
7,q60200118_00_2208,最終試練の場所へ向かう,Head to the location of the final test,ui\00_message\quest_info\q60200118_00.gmd,\quest\q60200118.arc,q60200118.arc,7,Chester
8,q60200118_00_2209,最終試練の敵を倒す,Defeat the enemy at the final test,ui\00_message\quest_info\q60200118_00.gmd,\quest\q60200118.arc,q60200118.arc,8,Chester
0,q60200119_00_167,戦技の継承　シーカー求道試練４,Skill Augmentation: Seeker Trial IV,ui\00_message\quest_info\q60200119_00.gmd,\quest\q60200119.arc,q60200119.arc,0,Chester
1,q60200119_00_167,"シーカーの新たな戦術を学ぶため
マスターの試練に挑む","To learn new Seeker tactics,
challenge the trial of the Job Master",ui\00_message\quest_info\q60200119_00.gmd,\quest\q60200119.arc,q60200119.arc,1,Chester
9,q60200119_00_2298,マスターの拠点で教示を受ける,Receive teachings at the home of the master,ui\00_message\quest_info\q60200119_00.gmd,\quest\q60200119.arc,q60200119.arc,9,Chester
2,q60200119_00_2299,＜<STG 807>＞に向かう,"Head to ""<STG 807>""",ui\00_message\quest_info\q60200119_00.gmd,\quest\q60200119.arc,q60200119.arc,2,Chester
3,q60200119_00_2300,第一試練の場所へ向かう,Head to the location of the first test,ui\00_message\quest_info\q60200119_00.gmd,\quest\q60200119.arc,q60200119.arc,3,Chester
4,q60200119_00_2301,第一試練の敵を倒す,Defeat the enemy at the first test,ui\00_message\quest_info\q60200119_00.gmd,\quest\q60200119.arc,q60200119.arc,4,Chester
5,q60200119_00_2302,第二試練の場所へ向かう,Head to the location of the second test,ui\00_message\quest_info\q60200119_00.gmd,\quest\q60200119.arc,q60200119.arc,5,Chester
6,q60200119_00_2303,第二試練の敵を倒す,Defeat the enemy at the second test,ui\00_message\quest_info\q60200119_00.gmd,\quest\q60200119.arc,q60200119.arc,6,Chester
7,q60200119_00_2304,最終試練の場所へ向かう,Head to the location of the final test,ui\00_message\quest_info\q60200119_00.gmd,\quest\q60200119.arc,q60200119.arc,7,Chester
8,q60200119_00_2305,最終試練の敵を倒す,Defeat the enemy at the final test,ui\00_message\quest_info\q60200119_00.gmd,\quest\q60200119.arc,q60200119.arc,8,Chester
0,q60200120_00_99,戦技の継承　ソーサラー求道試練１,Skill Augmentation: Sorcerer Trial I,ui\00_message\quest_info\q60200120_00.gmd,\quest\q60200120.arc,q60200120.arc,0,Emerada
1,q60200120_00_99,"ソーサラーの新たな戦術を学ぶため
マスターの試練に挑む","To learn new Sorcerer tactics,
challenge the trial of the Job Master",ui\00_message\quest_info\q60200120_00.gmd,\quest\q60200120.arc,q60200120.arc,1,Emerada
2,q60200120_00_1858,＜燐光虫の洞窟＞に向かう,"Head to ""Glowworm Cave""",ui\00_message\quest_info\q60200120_00.gmd,\quest\q60200120.arc,q60200120.arc,2,Emerada
7,q60200120_00_1859,最終試練の場所へ向かう,Head to the location of the final test,ui\00_message\quest_info\q60200120_00.gmd,\quest\q60200120.arc,q60200120.arc,7,Emerada
8,q60200120_00_1860,最終試練の敵を倒す,Defeat the enemy at the final test,ui\00_message\quest_info\q60200120_00.gmd,\quest\q60200120.arc,q60200120.arc,8,Emerada
9,q60200120_00_1861,マスターの拠点で教示を受ける,Receive teachings at the home of the master,ui\00_message\quest_info\q60200120_00.gmd,\quest\q60200120.arc,q60200120.arc,9,Emerada
3,q60200120_00_2038,第一試練の場所へ向かう,Head to the location of the first test,ui\00_message\quest_info\q60200120_00.gmd,\quest\q60200120.arc,q60200120.arc,3,Emerada
4,q60200120_00_2039,第一試練の敵を倒す,Defeat the enemy at the first test,ui\00_message\quest_info\q60200120_00.gmd,\quest\q60200120.arc,q60200120.arc,4,Emerada
5,q60200120_00_2040,第二試練の場所へ向かう,Head to the location of the second test,ui\00_message\quest_info\q60200120_00.gmd,\quest\q60200120.arc,q60200120.arc,5,Emerada
6,q60200120_00_2041,第二試練の敵を倒す,Defeat the enemy at the second test,ui\00_message\quest_info\q60200120_00.gmd,\quest\q60200120.arc,q60200120.arc,6,Emerada
0,q60200121_00_100,戦技の継承　ソーサラー求道試練2,Skill Augmentation: Sorcerer Trial II,ui\00_message\quest_info\q60200121_00.gmd,\quest\q60200121.arc,q60200121.arc,0,Emerada
1,q60200121_00_100,"ソーサラーの新たな戦術を学ぶため
マスターの試練に挑む","To learn new Sorcerer tactics,
challenge the trial of the Job Master",ui\00_message\quest_info\q60200121_00.gmd,\quest\q60200121.arc,q60200121.arc,1,Emerada
2,q60200121_00_1862,＜斜陽のテラス＞に向かう,"Head to ""Sunset Terrace""",ui\00_message\quest_info\q60200121_00.gmd,\quest\q60200121.arc,q60200121.arc,2,Emerada
7,q60200121_00_1863,最終試練の場所へ向かう,Head to the location of the final test,ui\00_message\quest_info\q60200121_00.gmd,\quest\q60200121.arc,q60200121.arc,7,Emerada
8,q60200121_00_1864,最終試練の敵を倒す,Defeat the enemy at the final test,ui\00_message\quest_info\q60200121_00.gmd,\quest\q60200121.arc,q60200121.arc,8,Emerada
9,q60200121_00_1865,マスターの拠点で教示を受ける,Receive teachings at the home of the master,ui\00_message\quest_info\q60200121_00.gmd,\quest\q60200121.arc,q60200121.arc,9,Emerada
3,q60200121_00_2042,第一試練の場所へ向かう,Head to the location of the first test,ui\00_message\quest_info\q60200121_00.gmd,\quest\q60200121.arc,q60200121.arc,3,Emerada
4,q60200121_00_2043,第一試練の敵を倒す,Defeat the enemy at the first test,ui\00_message\quest_info\q60200121_00.gmd,\quest\q60200121.arc,q60200121.arc,4,Emerada
5,q60200121_00_2044,第二試練の場所へ向かう,Head to the location of the second test,ui\00_message\quest_info\q60200121_00.gmd,\quest\q60200121.arc,q60200121.arc,5,Emerada
6,q60200121_00_2045,第二試練の敵を倒す,Defeat the enemy at the second test,ui\00_message\quest_info\q60200121_00.gmd,\quest\q60200121.arc,q60200121.arc,6,Emerada
0,q60200122_00_155,戦技の継承　ソーサラー求道試練３,Skill Augmentation: Sorcerer Trial III,ui\00_message\quest_info\q60200122_00.gmd,\quest\q60200122.arc,q60200122.arc,0,Emerada
1,q60200122_00_155,"ソーサラーの新たな戦術を学ぶため
マスターの試練に挑む","To learn new Sorcerer tactics,
challenge the trial of the Job Master",ui\00_message\quest_info\q60200122_00.gmd,\quest\q60200122.arc,q60200122.arc,1,Emerada
9,q60200122_00_2210,マスターの拠点で教示を受ける,Receive teachings at the home of the master,ui\00_message\quest_info\q60200122_00.gmd,\quest\q60200122.arc,q60200122.arc,9,Emerada
2,q60200122_00_2211,＜<STG 870>＞に向かう,"Head to ""<STG 870>""",ui\00_message\quest_info\q60200122_00.gmd,\quest\q60200122.arc,q60200122.arc,2,Emerada
3,q60200122_00_2212,第一試練の場所へ向かう,Head to the location of the first test,ui\00_message\quest_info\q60200122_00.gmd,\quest\q60200122.arc,q60200122.arc,3,Emerada
4,q60200122_00_2213,第一試練の敵を倒す,Defeat the enemy at the first test,ui\00_message\quest_info\q60200122_00.gmd,\quest\q60200122.arc,q60200122.arc,4,Emerada
5,q60200122_00_2214,第二試練の場所へ向かう,Head to the location of the second test,ui\00_message\quest_info\q60200122_00.gmd,\quest\q60200122.arc,q60200122.arc,5,Emerada
6,q60200122_00_2215,第二試練の敵を倒す,Defeat the enemy at the second test,ui\00_message\quest_info\q60200122_00.gmd,\quest\q60200122.arc,q60200122.arc,6,Emerada
7,q60200122_00_2216,最終試練の場所へ向かう,Head to the location of the final test,ui\00_message\quest_info\q60200122_00.gmd,\quest\q60200122.arc,q60200122.arc,7,Emerada
8,q60200122_00_2217,最終試練の敵を倒す,Defeat the enemy at the final test,ui\00_message\quest_info\q60200122_00.gmd,\quest\q60200122.arc,q60200122.arc,8,Emerada
0,q60200123_00_168,戦技の継承　ソーサラー求道試練４,Skill Augmentation: Sorcerer Trial IV,ui\00_message\quest_info\q60200123_00.gmd,\quest\q60200123.arc,q60200123.arc,0,Emerada
1,q60200123_00_168,"ソーサラーの新たな戦術を学ぶため
マスターの試練に挑む","To learn new Sorcerer tactics,
challenge the trial of the Job Master",ui\00_message\quest_info\q60200123_00.gmd,\quest\q60200123.arc,q60200123.arc,1,Emerada
9,q60200123_00_2306,マスターの拠点で教示を受ける,Receive teachings at the home of the master,ui\00_message\quest_info\q60200123_00.gmd,\quest\q60200123.arc,q60200123.arc,9,Emerada
2,q60200123_00_2307,＜<STG 842>＞に向かう,"Head to ""<STG 842>""",ui\00_message\quest_info\q60200123_00.gmd,\quest\q60200123.arc,q60200123.arc,2,Emerada
3,q60200123_00_2308,第一試練の場所へ向かう,Head to the location of the first test,ui\00_message\quest_info\q60200123_00.gmd,\quest\q60200123.arc,q60200123.arc,3,Emerada
4,q60200123_00_2309,第一試練の敵を倒す,Defeat the enemy at the first test,ui\00_message\quest_info\q60200123_00.gmd,\quest\q60200123.arc,q60200123.arc,4,Emerada
5,q60200123_00_2310,第二試練の場所へ向かう,Head to the location of the second test,ui\00_message\quest_info\q60200123_00.gmd,\quest\q60200123.arc,q60200123.arc,5,Emerada
