0,,"不思議な力で封鎖されている
英霊の協力<COL ffdc78>《大開拓》</COL>が必要そうだ――","It is sealed with a mysterious power.
The cooperation of the heroic spirit 
<COL ffdc78>《Great Frontier Development》</COL> 
seems necessary.",ui\00_message\examine_message\stage\stage_examine_st1150.gmd,\stage\st1150\st1150.arc,st1150.arc,0,
0,HISTORY_STEP_102,"　フィンダムに到着した覚者たちは、早速拠点を定め
活動を開始した
　かの大地と命を育んでいるのは""芯なる樹""を中心
とする竜力の浄化と循環の構造だ。その機能が失われ
大陸全体に汚れた竜力が巡るようになってしまったら
しい
　原因がわかっているのであれば、解法も自ずと見え
てくるはずだ
　フィンダムにはわたしが最も信頼する覚者とその盟
友たちを派遣した。あの者たちなら、期待以上の成果
を持ち帰ってくれるだろう","The Arisen who arrived at Phindym
immediately established a base
and began their activities.

The core of the land, nurturing life itself,
is the structure of purifying and circulating
Dragon Force centered around the ""Core Tree"".
It seems that this function has been lost,
causing polluted Dragon Force
to circulate throughout the entire continent.

If we understand the cause,
the solution should become clear.
I have dispatched the Arisen I trust the most
to Phindym, along with their allies.
I believe they will bring back results
beyond our expectations.",ui\00_message\history\001\q00020150.gmd,\ui\history\history_data_001.arc,history_data_001.arc,0,
0,HISTORY_STEP_103,"　フィンダムの竜が覚者たちを襲ったらしい。襲われ
たのがこちらの覚者だけならわからないでもないが、
セシリーも一緒に標的にされたそうだ
　いったいどういうことだろうか。レスタニア帰りの
セシリーが、まさにそのことが理由で後継者としての
資格を失ってしまったとすれば、我々にとって愉快な
話ではない
　しかし、予断は禁物だ。覚者たちの続報を持つこと
にして、竜の攻撃ではぐれてしまったというガルドリ
ンとロイグの無事を祈りたい","It seems that a dragon from Phindym
attacked the Arisen.
If it had only attacked the Arisen here,
it might not be completely incomprehensible,
but it seems that Cecily was also targeted.

What on earth could this mean?
If Cecily, who had just returned from Lestania,
lost her qualifications as the successor
for that very reason, it doesn't bode well for us.

However, we must not jump to conclusions.
Let us hope for the safety of Gurdolin and Loeg,
who were separated from the Arisen
due to the dragon's attack
and await further reports on the Arisen.",ui\00_message\history\001\q00020160.gmd,\ui\history\history_data_001.arc,history_data_001.arc,0,
0,HISTORY_STEP_104,"　覚者たちはついに異郷フィンダムの住民たちとの交
流を始めたようだ。ガルドリンは無事に合流し、ロイ
グの捜索は現地の住民たちに引き継がれることとなっ
た
　案の定という言い方は不遜ではあるが、レスタニア
が巻きこまれたこの変事の原因は、やはり""芯なる
樹""が侵食されたことにあるようだ
　せめてもの救いは、問題解決のためにセシリーの父
ガラダが動きだしていることだ。もちろん我々が協力
を惜しむ道理はない","The Arisen have finally begun to interact
with the residents of the foreign Phindym.
Gurdolin has safely joined them,
and the search for Loeg
will be taken over by the local residents.

As expected, the cause of this incident
that involved Lestania
is the corruption of the ""Core Tree.""
The only consolation is that Cecily's father,
Gearóid, is taking action to resolve the problem.
Of course, there is no reason for us to hesitate
in offering our cooperation.",ui\00_message\history\001\q00020170.gmd,\ui\history\history_data_001.arc,history_data_001.arc,0,
0,HISTORY_STEP_105,"　フィンダムの状況は深刻だ。芯なる樹が侵食され、
次いで、樹を浄化しようとした竜までもが侵食されて
しまった。竜がセシリーを襲ったのは、悲しいかな、
侵食で正気を失ってしまったことが原因らしい
　竜力を巡らせる樹――、浄化する竜の両方が侵食さ
れたことで、フィンダムを巡る竜力は毒になり果て
た。毒を体内に取り入れた動物は魔物化し、魔物ども
は侵食魔となった
　なんとも壮絶な話だ。元来、フィンダムの人々は、
耐え難い苦難でさえ運命として受け入れることを潔し
とする人々らしい。しかし、今回ばかりは、立ち向か
うことにしたそうだ。その活動の中心にいるのがセシ
リーの父親であるガラダだ
　彼らの戦いは、故郷を救うためであると同時に、自
分たちの生き方を変えようとする闘争でもある","The situation in Phindym is dire.
Their dragon was corrupted
from attempting to cleanse the core of the tree.
It seems the dragon attacked Cecily
as it was senseless due to the corruption.
This affliction has turned the Dragon Force
surrounding Phindym into poison.
Animals ingesting the poison turned into monsters,
known as the Infected.
It is a truly tragic story.

The people of Phindym have always been known
to accept even unbearable hardships as their fate.
However, this time they have decided
to confront the situation.
At the center of their efforts
is Cecily's father, Gearóid.
Their fight is not only to save their homeland
but also a chance to change their way of life.",ui\00_message\history\001\q00020180.gmd,\ui\history\history_data_001.arc,history_data_001.arc,0,
0,HISTORY_STEP_106," フィンダムの芯なる樹の回復には、原始の雫と呼ば
れる大変に貴重な物質が必要であることが判明し、勇
敢なるガラダと有志たちが入手したのだが、何者かに
襲われて奪取されるという事件が発生した
　襲撃でガラダは重傷を負い、同行の三名は命を落と
したと聞く。傷から見て、彼らを襲ったのは魔物らし
いが、はて、原始の雫を持ち去ったのもその魔物だろ
うか
　ガラダの回復が待たれる","It turned out that a very precious substance
called a Primeval Drop
was needed to restore the core tree.
Brave Gearóid and a group of volunteers
managed to acquire it,
but an incident occurred where they were attacked
by an unknown assailant and the drops were taken.
I heard that Gearóid was seriously injured
in the attack, and three others who were with him
lost their lives.

Judging by their wounds,
it seems that they were attacked by enemies,
but I wonder if those enemies
were the ones who took the Primeval Drops.
We are all waiting for Gearóid's recovery.",ui\00_message\history\001\q00020190.gmd,\ui\history\history_data_001.arc,history_data_001.arc,0,
0,HISTORY_STEP_107,"　意識を取り戻したガラダが語ったところによると、
原始の雫を奪ったのは、あのロイグと、ロイグが使役
する魔物だったとのこと
　行動を予想し、その結果、目的地で再会できたもの
の、半ば覚悟していたとおり話し合いで解決というわ
けにはいかず、戦闘と相成った
　自分の親の病気と、死を見て見ぬふりでやり過ごし
たフィンダムの風潮と、人々を恨んだロイグのその憎
しみを黒騎士に利用されたというのがおおよその経緯
らしい
　ともあれ、原始の雫はセシリーたちの手に戻った。
事変の終結まであと少し――そろそろ期待してもいい
だろう","According to Gearóid, who regained consciousness,
it was Loeg and the enemies he commanded
who stole the Primeval Drops.
Despite predicting their actions
and hoping for a peaceful resolution
upon reaching their destination,
it ended up escalating into a battle.

The approximate background
was that Loegs' resentment
towards the people of Phindym,
who ignored his parent's illness and death,
was exploited by the Black Knight.
In any case, the Primeval Drops
have been returned to Cecily and her companions.

With just a little more time
until the end of the incident,
it may be safe to start hoping.",ui\00_message\history\001\q00020200.gmd,\ui\history\history_data_001.arc,history_data_001.arc,0,
0,HISTORY_STEP_108,"　いつもは立ち入りが禁じられている精霊の地への門
が、フィンダムの各族長合意の下、開かれた
　精霊の地を越え、芯なる樹の内部を進み、その中心
部の芯脈と呼ばれる組織を原始の雫で浄化してやれ
ば、フィンダムの苦難は終わるはずなのだ
　しかし、封印されていた葉脈周辺にまで侵食魔が入
り込んでおり、まずはその掃討を先に行うことになっ
たとのこと
　ここに至り、無理は禁物、たとえ遠回りでも確実な
道を歩むべし","The gate to the sacred land of spirits,
which is usually forbidden to enter,
has been opened under the agreement
of the tribe leaders in Phindym.
If we cross the land of spirits,
advance through the core of the central tree,
and purify the tissue called the ""Core Vein""
with Primeval Drops,
Phindym's hardships should come to an end.

However, the corrupting infection
has penetrated to the surroundings
of the sealed veins,
so first we must carry out its eradication.
At this point, it remains crucial
to proceed with caution
and take the most reliable path,
even if it means making a detour.",ui\00_message\history\001\q00020210.gmd,\ui\history\history_data_001.arc,history_data_001.arc,0,
0,HISTORY_STEP_109,"　""芯なる樹""の患部周辺に入り込んだ魔物どもの掃
討はひと段落し、ガラダと娘による浄化が始まった。
どれほどの時間がかかるものか想像もつかないが、白
竜の覚者たちはこの間に連戦の疲れを癒やしてもらい
たい
　さて、気になるのは時折聞こえるという竜らしき咆
哮、そしてロイグの行方だ","The demons that had penetrated the area
around the ""Core Tree""
have been temporarily suppressed,
and the purification process by Gearóid
and his daughter has begun.

It's hard to imagine how much time it will take,
but the White Dragon Arisen
would like to use this time to recover
from many consecutive battles.

Now, what is of interest
is the occasional dragon-like roar
that can be heard,
and the whereabouts of Loeg.",ui\00_message\history\001\q00020220.gmd,\ui\history\history_data_001.arc,history_data_001.arc,0,
0,HISTORY_STEP_110,"　葉脈の侵食は想定を遥かに超えて進んでおり、用意
していた原始の雫では足りないことが判明。原始の雫
の入手が難しいことから、万事休すと思われたが、状
況に対処する精神を手に入れたセシリーたちは、さら
なる原始の雫の入手に故郷の未来を賭けることにした
　関係者が努力、尽力した結果、原始の雫は集まった
が、またロイグが現れた。実際に戦ったものの話によ
ると、ロイグは黒騎士に意識を乗っ取られた状態で、
まるで捨て駒のように使われたそうだ
　思えば哀れな男だ。せめてわたしだけでも、彼の心
情に寄り添ってやろうと思う
　さて、こうして""芯なる樹""の治療は開始されたわ
けだが、精霊竜の治療は、悲しいかな、間に合わなか
ったようだ。これにより覚者たちは重い責務を背負う
ことになった。こればかりは代わってやることもでき
ないし、ねぎらいの言葉も空々しく聞こえることだろ
う","The corruption has spread far
and it is clear the amount of curative
was not sufficient.

Due to the difficulty in obtaining more,
it seemed like all hope was lost.
However, Cecily and her determined companions
press on for its reacquisition, suceeding well.

However, Loeg reappeared.
Loeg was being puppeted by the Black Knight,
used like a disposable pawn.
He is truly pitiful, I vow to at least empathize.

And so, the treatment of the ""Core Tree"" begins.
Unfortunately, the Spirit Dragon,
to our great sorrow, was not cured in time.
This places a heavy burden on the Arisen.
There is no way to substitute
or ease this responsibility,
and words of encouragement
fail to reach their heart.",ui\00_message\history\001\q00020230.gmd,\ui\history\history_data_001.arc,history_data_001.arc,0,
0,HISTORY_STEP_111,"　精霊竜は覚者を指名した時点で、自らの命は捨てた
はずだ。また、覚者となったセシリーも竜を倒した先
にある自らの未来を知っていただろう。そして我々も
知っていたはずだ
　しかし、知っていること、想像することと実際に目
の当たりにすることはまったく次元の異なる話だ
　セシリーが竜となったことは本来は喜ばしいことだ
それなのに、我々の胸にある湿った塊はなんだろう。
セシリーの太陽のような笑顔を思い出していれば、渇
いて消えるのだろうか","When the Spirit Dragon chose the Arisen,
it was expected to forfeit their life.
Cecily, who became an Arisen,
must have known her own future
after defeating the dragon.

And we should have known it too.

However, knowing something
and witnessing it in truth
are completely different things.

Cecily becoming a dragon
should have been a joyful occasion.
And yet, what is this heart anyway at our core?
If we try to recall Cecily's sun-like smile,
will it dry up and disappear?",ui\00_message\history\001\q00020240.gmd,\ui\history\history_data_001.arc,history_data_001.arc,0,
0,HISTORY_STEP_112,"　回復した""芯なる樹""と、新しい竜のおかげで、フ
ィンダムを巡る竜力は清々しいものになった。しかし
死にかけていた大地がすぐに回復するわけではない。
完全な復興には長い長い時間がかかると考えられてい
る
　さて、レスタニアとフィンダムの未来にも、長い長
い時間が存在することになる。その時間を、我々はど
のように過ごすべきなのだろうか
　同じ時間を生きる、異なる竜の大陸は深く交わるべ
きなのだろうか、それとも距離をおくべきなのだろう
か。この件に関しては、歴史は何も教えてくれない。
何しろ、前例がないのだから","With the restored ""Core Tree""
and the help of the new dragon,
the Dragon Force in the earth has been refreshed.
However, the battered land
does not immediately recover.
It is believed that it will take a long, long time
for a complete recovery.

Now, that will also be a long, long time
in the future of Lestania and Phindym.
How should we spend that time?
Should the different dragon continents
endeavor to deeply intertwine
or does it benefit well to keep distance?

History does not teach us
anything about this matter.
After all, there has been no precedent.",ui\00_message\history\001\q00020250.gmd,\ui\history\history_data_001.arc,history_data_001.arc,0,
0,HISTORY_STEP_116,"　未だ記憶に新しいフィンダムの竜を巡る事件同様ま
ず、空に異変が起こった。突如降り出したのは雨なら
ぬ、紅蓮の火球だった。炎が大地を焼き、民衆は逃げ
惑った
　次に、神殿が襲われた。巨大な目玉が中空に浮か
び、声が殿中に響いた。そして目玉は白竜を愚弄した
のだ。我が脚はすくみ、舌は渇いて悲鳴を上げること
もできなかった
　最初に動き始めたのはやはり覚者たちであった。さ
すがと言わねばなるまい。しかし声は意に介さず、４
名の精鋭覚者たちを連れて姿を消した
　レスタニアは平穏を取り戻したが、行方の知れない
覚者たちの安否は不明のままに無為な夜が過ぎ去って
いった
　やがて彼らは戻り、無事を喜んだのだが、もたらさ
れた報告には驚きと不安を禁じえない。覚者たちは住
民たちがアッカーシェランと呼ぶ大陸に連れ込まれて
いたのだ
　アッカーシェランは戦と絶望に覆われた世界で人々
は""悪しき竜""との戦いに明け暮れているらしい。公
式の記録に残すには覚者たちの話のさらなる吟味が必
要だ。段を改めて記すこととする","A strange phenomenon occurred in the sky.
Crimson fireballs fell from the sky.
The flames engulfed the land, causing chaos.
Next, the Temple was attacked.
A massive eyeball floated in the sky,
its voice echoing through our halls.
This eye mocked the White Dragon.
I was paralyzed with fear.

The Arisen stood against it,
and it vanished along with four elite Arisen.

We found peace again, but while they were missing,
we spent countless nights filled with worry.
Finally, they returned safely, and we rejoiced!
However, their report brought shock and woe.

They were taken to a continent called Acre Selund,
a realm consumed by war and despair, 
in constant conflict with the ""Evil Dragon.""",ui\00_message\history\001\q00030010.gmd,\ui\history\history_data_001.arc,history_data_001.arc,0,
0,HISTORY_STEP_117,"　アッカーシェランに渡った覚者たちが無事に帰還す
ることができたのは、ひとりの覚者の勇敢な行動のお
かげだ。彼は仲間たちを帰すために自らが人質になる
ことを望んだのだ
　その覚者の名はエリオット。ここに記し、その献身
を讃えよう。もちろん、我々は彼を見捨てるようなこ
とはしない。今現在、エリオットは仲間と行動をとも
にしている
　さて、アッカーシェランの状況である。かの地は、
元々は、火竜の大陸であった。そこに""黒い竜""が現
れ、火竜を襲った。民たちの祈りは届かず、火竜は敗
れ、代わりに""悪しき竜""がその地位を取って代わっ
た
　""悪しき竜""はアッカーシェランのオークどもを配
下に収めると、人間たちの領分を侵し始めた。人間た
ちも応戦したが竜とオークは強く敗走を重ねるだけ。
戦意を失った者たちは軍を離れ、今は解放軍を名乗る
一派が絶望的な戦いを続けているとのことだ
　さて、我々が選ぶべき道は。今はまだ、道が何本あ
るのかさえもわからない","Thanks to Elliot, our Arisen returned safely.
He was willing to take himself hostage
in order to bring his companions home.
We hereby commend him for his dedication.

Regarding the state of Acre Selund.
Originally a continent of Fire Dragons,
a Black Dragon attacked
and overthrew the Fire dragon,
now ruled by an Evil Dragon.

The Evil Dragon
took control of the Orcs of Acre Selund
and began to invade human territory.
The humans responded in kind.
They fought back, but their foes were strong
and continued to lose footing.
Those who lost the will to fight left the army,
now a faction calling itself the Liberation Army
is continuing the desperate fight.

Now, what path should we choose?",ui\00_message\history\001\q00030020.gmd,\ui\history\history_data_001.arc,history_data_001.arc,0,
0,HISTORY_STEP_118,"　覚者たちは解放軍を率いるメイロワ将軍なる人物と
親交を結んだ
　齢７０を越える老戦士だが、性格は闊達にして、武
人としての品格も持ち合わせているようだ。若い戦士
たちが合議で物事を決めているものと思っていたが、
やはり軍隊には芯になる者が必要だ。話を聞く限り、
メイロワ将軍は、任に相応しい人物のように思える
　さて、もうひとつ特筆すべき報せがあった。かの地
を治めていたアッカー王家の末裔である１２歳のネド
王子が戦禍を逃れ、どこかで生きているらしい
　火竜は代々王家の者が継承することで生を繋ぐのが
習わしとのことだ。となれば、王子は本来、次代の火
竜となるべき存在
　メイロワ将軍はネド王子を解放軍に迎えることが消
えつつあるアッカーシェランの民たちの希望になると
信じているようだ
　もちろんわたしも信じたいが、不安もある。ネド王
子は果たして覚者なのであろうか。先代の火竜はネド
王子を覚者にしたのであろうか","General Meirova, leads the Liberation Army.
An old soldier with an air of a capable warrior.
I had expected younger fighters
to decide everything through conference,
but a military force needs someone at the head.
From hearsay, Meirova is fit for the job.

Additionally, Prince Nedo,
a descendant the Acre Royal Family,
fled the war but lives on somewhere.
If it is true that the Royal Family
passes down the role of Fire Dragon,
then the Prince is fated to become one.
General Meirova believes
adding the Prince to the Liberation Army
will rekindle the dwindling hope in the people.
Naturally, I want to believe, but I remain unsure.
Did the Fire Dragon afore
truly make Prince Nedo an Arisen?",ui\00_message\history\001\q00030030.gmd,\ui\history\history_data_001.arc,history_data_001.arc,0,
0,HISTORY_STEP_119,"　ネド王子とはまだ出会えていない。しかし、行方探
しへの重要な糸口が見つかったらしい。どれほど素晴
らしい手がかりなのか知る由もないがメイロワ将軍は
喜んでいると聞く
　また、解放軍はオークたちに奪われていた砦を奪回
する作戦を展開し、その作戦の中で、我らが覚者たち
が絶大なる活躍を見せたとのことだ
　この結果にメイロワ将軍はいたく感動した様子で覚
者たちを褒め称えたとのこと。我が事のように誇らし
い
　依然として王子の行方は不明だが、今のところは良
い流れに乗っているように思われる","We still have not been able to rendezvous
with Prince Nedo.
However we did find an important clue
to his whereabouts.
I have no idea how helpful it could be,
though I heard that General Meirova was pleased.

The Liberation Army succeeded in retaking
a stronghold once stolen by the Orcs.
Our Arisen helped immensely with the effort.
General Meirova was deeply moved by the result,
and showered the Arisen with praise and glory.
He is as proud of them as I am.

The prince's whereabouts remain unknown,
but steadly, the situation is improving.",ui\00_message\history\001\q00030040.gmd,\ui\history\history_data_001.arc,history_data_001.arc,0,
0,HISTORY_STEP_120,"　得られるまでは常に答えを求めねばならない疑問が
ある。""なぜ悪しき竜は覚者たちを呼んだのか""もし
こちらの覚者たちが行かなければアッカーシェランは
今頃は、完全に悪しき竜の軍門にくだっていたことは
想像に難くない
　事実、覚者たちが状況を知らされていなかったアッ
カーシェランの王都は陥落したとのこと。こうなって
くると悪しき竜の意図はまったくもって不明になる
　王子の現状についても記しておこう。ネド王子は有
名な盗賊と行動をともにしているらしくその行方を知
るためには、盗賊どもとの交渉が必要とのこと。当然
だが、王家側と盗賊の間には遺恨と確執があり、こと
はそう簡単ではないようだ
　また、解放軍増強のためにイェルハルドなる人物の
協力を求めたが、王子の不在を理由に断られたと聞く
　メイロワ将軍、盗賊ども、イェルハルドなる領主も
目先ではなく、もっと先の未来を見据えるべきであ
る。もっともこれは、言うは易く行うは難しの最たる
ものだ","It begs to question,
why did the Evil Dragon take our Arisen?
If they had not gone,
Acre Selund would be fully subjugated.

The intention of the Evil Dragon is not clear
when it comes to the Prince.

Prince Nedo has allied himself with some bandits,
and to know their whereabouts,
he needs to negotiate with them.
Naturally, but there are long-standing conflicts
between the Royal Family and the bandits,
so things are not so easy.

Also, I heard they sought the cooperation
of a man named Yerhard
to reinforce the liberation army,
but it was refused due to the Prince's absence.
",ui\00_message\history\001\q00030050.gmd,\ui\history\history_data_001.arc,history_data_001.arc,0,
