0,,"覚者さんじゃないですか！
城内の散策ですか？","You are an Arisen, aren't you?
Enjoying a stroll around the castle?",ui\00_message\npc\base\n3119.gmd,\npc\n3119.arc,n3119.arc,0,Tanel
0,,"この前は「国が滅ぶ」だったのに
今度は「世界が滅ぶ」って言われても――","Last time it was ""the country is dying"" and now
they're saying ""the world is dying""...",ui\00_message\npc\base\n3262.gmd,\npc\n3262.arc,n3262.arc,6,Sago
0,,"はぁ、こんなことなら
故郷でひっそりと畑でも耕していればよかった","Haah... if only I had quietly cultivated a field
in my hometown instead.",ui\00_message\npc\base\n3262.gmd,\npc\n3262.arc,n3262.arc,7,Sago
0,,どうした、何か気になることでもあるのか？,What's wrong? Something bothering you?,ui\00_message\npc\base\n3263.gmd,\npc\n3263.arc,n3263.arc,0,Fred
0,,"メガドが戻ったとはいえ
外は魔物だらけ、王宮層も壊滅状態だ
気が抜けないな","Even though Megado has returned to us, the
outside is filled with enemies, and even the Royal
Palace is in a state of devastation.
I can't let my guard down.",ui\00_message\npc\base\n3263.gmd,\npc\n3263.arc,n3263.arc,1,Fred
0,,"――メガドの観光案内でもしてほしいのか？
すまんが、手が空くまで待ってくれ","...You want me to show you the sights of Megado?
Sorry, you'll have to wait until I'm available.",ui\00_message\npc\base\n3263.gmd,\npc\n3263.arc,n3263.arc,2,Fred
0,,"そういえば、盗賊がウロウロしているんだ
持ち物には気を付けた方がいい","Come to think of it, there are bandits hanging
about.
Take stock of what you bring with you.",ui\00_message\npc\base\n3263.gmd,\npc\n3263.arc,n3263.arc,3,Fred
0,,こんなことになるとは――,I never thought it would come to this...,ui\00_message\npc\base\n3263.gmd,\npc\n3263.arc,n3263.arc,4,Fred
0,,"悪しき竜の次は、空の渦か
すまない、あんたにメガドの案内を
する暇も無かったな","First an evil dragon, now a vortex in the sky.
Sorry, I don't have time to give you a tour of
Megado.",ui\00_message\npc\base\n3263.gmd,\npc\n3263.arc,n3263.arc,5,Fred
0,,"住民の混乱が起こらないように――
これを第一に行動すべし、とのお達しだ","The directive is clear: the first priority is to
prevent panic amongst the residents.",ui\00_message\npc\base\n3263.gmd,\npc\n3263.arc,n3263.arc,6,Fred
0,,"自分が兵士であることは承知の上だが
何とか此度も生き残りたい――
圧倒的な力を前にすると、そう思ってしまう","I know that I'm a soldier, but I still wish to
live...
When faced with such overwhelming power, I cannot
help this.",ui\00_message\npc\base\n3263.gmd,\npc\n3263.arc,n3263.arc,7,Fred
0,,"まずは一杯いかが？
料理も手軽につまめるものから
しっかり食べられるものまで！","How about a drink first?
We offer a wide variety of dishes, from easy
snacks to well-prepared meals!",ui\00_message\npc\base\n3264.gmd,\npc\n3264.arc,n3264.arc,0,Karen
0,,"今って、ちょっとした屋台や
食堂なんかも無いから
お腹が減った人は皆ここに来るわね
お陰で顔が広くなったわ","Nowadays, there aren't even small food stalls or
cafés around.
Anyone hungry comes here to me.
Thanks to that, I've gained quite the notoriety.",ui\00_message\npc\base\n3264.gmd,\npc\n3264.arc,n3264.arc,1,Karen
0,,"うちで扱ってるお酒は
強めのものが多いから
飲みすぎには気を付けてね","I serve many a strong brew, so be careful not to
drink too much!",ui\00_message\npc\base\n3264.gmd,\npc\n3264.arc,n3264.arc,2,Karen
0,,"私のおすすめは《特選キノコディップ》ね
手軽に食べられて、つまみにもなるの","I recommend the 《Special Mushroom Dip》
It's easy to eat and makes a great snack!",ui\00_message\npc\base\n3264.gmd,\npc\n3264.arc,n3264.arc,3,Karen
0,,"あら――今、それどころじゃ――
ううん、こんな時だからこそ
食べて力を付けてもらわないとね","Oh... Right now, that's not the...
No, it's precisely because of times like these
that we need to eat well and gain strength.",ui\00_message\npc\base\n3264.gmd,\npc\n3264.arc,n3264.arc,4,Karen
0,,"みんなとっても怖がってるわ
空にあんなものがあったんじゃ
どこかへ逃げるってわけにもいかないもの","Everyone is really scared.
Having something like that in the sky...
We can't just run away somewhere.",ui\00_message\npc\base\n3264.gmd,\npc\n3264.arc,n3264.arc,5,Karen
0,,"不安なのか、常連さんたちもピリピリしてて
ちょっとしたことで口げんかになることもあるの
おかげで仲裁が上手くなっちゃったわ","They seem anxious, but the regulars are all on
edge these days.
They argue over the smallest things.
Because of that, I've gotten pretty good at
mediating disputes.",ui\00_message\npc\base\n3264.gmd,\npc\n3264.arc,n3264.arc,6,Karen
0,,"もしも口げんかから
殺し合いになんてなったらと思うと――
それはそれで、手が震えるほど恐ろしいわ","If a simple argument were to escalate into a
deadly fight...
I can't help but tremble at the thought...
'Twould be dreadful.",ui\00_message\npc\base\n3264.gmd,\npc\n3264.arc,n3264.arc,7,Karen
0,,"ここに顔を出してくれてありがとう
なんだかほっとしちゃった
あなたがいるんだもの、まだ大丈夫よね","Thank you for showing up, somehow it put my mind
at ease.
With you here, everything will be alright, won't
it?",ui\00_message\npc\base\n3264.gmd,\npc\n3264.arc,n3264.arc,8,Karen
0,,"覚者様――
さて、どういったお話で？","Ser Arisen—
Well, what's the story?",ui\00_message\npc\base\n3265.gmd,\npc\n3265.arc,n3265.arc,0,Linus
0,,"メガドの傷はまだ癒えてはおりませんな
――どこかに膿でも溜まっているかもしれません","The wounds of Megado have not yet healed...
There may still be bile springing up somewhere.",ui\00_message\npc\base\n3265.gmd,\npc\n3265.arc,n3265.arc,1,Linus
0,,"生き残った若者たちが
怨みの感情だけで命を散らすようなことの
ないように――そのためにこの老いぼれが
いるのやもと思っております","I believe that this old fool is here is trying to
prevent the surviving youngsters from giving up
their lives due to feelings of resentment alone...",ui\00_message\npc\base\n3265.gmd,\npc\n3265.arc,n3265.arc,2,Linus
0,,"メガドは大きな街です
ここで暮らしてきたわし自身
この街を知り尽くしてはおりません","Megado is a large place.
Despite living here myself, I don't know this
city inside out.",ui\00_message\npc\base\n3265.gmd,\npc\n3265.arc,n3265.arc,3,Linus
0,,"おお、覚者様――
滅びの渦が、メガドにも――","O, Arisen...
The Vortex of Stagnation has reached even
Megado...",ui\00_message\npc\base\n3265.gmd,\npc\n3265.arc,n3265.arc,4,Linus
0,,"この老いぼれの身など、どうでもいいのです
ただ若者たちが心配で――
あの渦に狂わされないと良いのですが","I don't care what happens to this old body.
I just worry about the young people—
I hope that vortex doesn't drive them crazy.",ui\00_message\npc\base\n3265.gmd,\npc\n3265.arc,n3265.arc,5,Linus
0,,"覚者様、お忙しいことは承知の上で申し上げます
どうか、どうか、街の者にお声掛けください
それだけでいくらかは落ち着くでしょうから
今、滅びの渦を恐れぬ者はおりません――","Ser Arisen, I understand that you're busy, but
please, please, reach out to the people of the
city.
Just that would bring some peace of mind.
Right now, there's no one who isn't afraid of the
Vortex of Stagnation...",ui\00_message\npc\base\n3265.gmd,\npc\n3265.arc,n3265.arc,6,Linus
0,,"禍々しい空です
街では、渦に大陸ごと飲み込まれるのだとか
渦から強大な魔物が現れるのだとか
そういった噂が流れております","The sky looks ominous.
There are rumors in the city about the continent
being swallowed by the vortex, and that powerful
monsters are emerging from it.",ui\00_message\npc\base\n3265.gmd,\npc\n3265.arc,n3265.arc,7,Linus
0,,"実際のところは、どうなのでしょう
覚者様ならば何かご存じなのでは――","In fact, I'm sure the Arisen would know something
about it...",ui\00_message\npc\base\n3265.gmd,\npc\n3265.arc,n3265.arc,8,Linus
0,,"あっ、覚者さま
こんなところでどうしたんですか？","Ah, Arisen.
What brings you to this place?",ui\00_message\npc\base\n3266.gmd,\npc\n3266.arc,n3266.arc,0,Toyugaru
0,,"覚者さまには助けていただきましたから！
僕も何かしたくてメガドに来たんです","Due to your aid, Arisen, I have come to Megado
because I wanted to help too!",ui\00_message\npc\base\n3266.gmd,\npc\n3266.arc,n3266.arc,1,Toyugaru
0,,"解放軍に入ってもいいかなと思ったんですけど
やっぱりああいうのって向いてなくて――","I thought about joining the Liberation Army, but
I realized that it's just not suited for me...",ui\00_message\npc\base\n3266.gmd,\npc\n3266.arc,n3266.arc,2,Toyugaru
0,,"――この街、意外と子供が多いですよね
親はいるのかな","—There are a lot of children in this town,
aren't there?
I wonder if they have parents.",ui\00_message\npc\base\n3266.gmd,\npc\n3266.arc,n3266.arc,3,Toyugaru
0,,"覚者さま！
あの空の渦、消えますよね？！","Ser Arisen!
That vortex in the sky, it will disappear, won't
it?",ui\00_message\npc\base\n3266.gmd,\npc\n3266.arc,n3266.arc,4,Toyugaru
0,,"どっ、どうしよう
今から故郷に帰っても間に合うと思いますか？
最後に親の顔を見ておきたいんですが――","Oh no, what should I do?
Do you think I can make it back to my hometown in
time?
I really want to see my parents' faces one last
time...",ui\00_message\npc\base\n3266.gmd,\npc\n3266.arc,n3266.arc,5,Toyugaru
0,,"覚者さまみたいになりたくて
それでメガドに来たんです
何もできないまま終わりたくない！","I wanted to be like the Arisen.
That's why I came to Megado.
I don't want to end up doing nothing!",ui\00_message\npc\base\n3266.gmd,\npc\n3266.arc,n3266.arc,6,Toyugaru
0,,僕、何をしたらいいですか！？,What should I do?!,ui\00_message\npc\base\n3266.gmd,\npc\n3266.arc,n3266.arc,7,Toyugaru
0,,――ん？　あんた、覚者さまか,"Oh? Are you an Arisen, perhaps?",ui\00_message\npc\base\n3267.gmd,\npc\n3267.arc,n3267.arc,0,Percy
0,,"俺は田舎の出だが
もう十年はメガドで暮らしている――","I'm from the country, but I've been living in
Megado for a decade now...",ui\00_message\npc\base\n3267.gmd,\npc\n3267.arc,n3267.arc,1,Percy
0,,"俺の築いたもの全てがメガドにあるんだ
メガドを諦めるつもりはない
どんな状況になろうとな","Everything I have built is here.
I have no intention of giving up on Megado, no
matter what the conditions may be.",ui\00_message\npc\base\n3267.gmd,\npc\n3267.arc,n3267.arc,2,Percy
0,,"――顔色が悪い？
気にしないでくれ","... I look pale?
Don't worry about it.",ui\00_message\npc\base\n3267.gmd,\npc\n3267.arc,n3267.arc,3,Percy
0,,"溜息を吐いて初めて、自分が
疲れ果てていることに気付いたよ","It wasn't until I let out a sigh that I realized
I was completely exhausted!",ui\00_message\npc\base\n3267.gmd,\npc\n3267.arc,n3267.arc,4,Percy
0,,失礼、少し考え事を――,"Excuse me, I was lost in thought for a moment...",ui\00_message\npc\base\n3268.gmd,\npc\n3268.arc,n3268.arc,0,Barry
0,,"逃げられなかった者たちは
一体どうなったのか――",What happened to those who couldn't escape...,ui\00_message\npc\base\n3268.gmd,\npc\n3268.arc,n3268.arc,1,Barry
0,,"考えたくはありませんが
我々は向かい合わねばならないのです","I hate to think about it, but we have to face it.",ui\00_message\npc\base\n3268.gmd,\npc\n3268.arc,n3268.arc,2,Barry
0,,"前を向いて進むために
敢えて振り返らなくては――","To look forward, we must dare to look back...",ui\00_message\npc\base\n3268.gmd,\npc\n3268.arc,n3268.arc,3,Barry
0,,今できることを、やろうと思います,I'm going to do what I can right now.,ui\00_message\npc\base\n3268.gmd,\npc\n3268.arc,n3268.arc,4,Barry
0,,"あ、覚者さん
こんにちは――","Oh, hello, Arisen...",ui\00_message\npc\base\n3269.gmd,\npc\n3269.arc,n3269.arc,0,Esen
0,,"盗賊のお兄さんがメガドに
連れてきてくれたんです
あたしの村は焼けちゃったから","My bandit brother brought me to Megado because my
village was burnt down.",ui\00_message\npc\base\n3269.gmd,\npc\n3269.arc,n3269.arc,1,Esen
0,,雑貨屋さんなら、店番で雇ってくれないかなぁ,"I wonder if a general store would hire me as a
shopkeeper.",ui\00_message\npc\base\n3269.gmd,\npc\n3269.arc,n3269.arc,2,Esen
0,,"これからどうするのか、なんて聞かないで
ううん――覚者さんがパパやママの代わりを
してくれるなんて思ってないから、大丈夫","Don't ask what I'm going to do from now on.
No, I don't expect you, Arisen, to replace my
parents.
It's okay.",ui\00_message\npc\base\n3269.gmd,\npc\n3269.arc,n3269.arc,3,Esen
0,,"ハ～イ、ステキな覚者さん
もっと輝いてみない？
気分転換にもいいわよぉ","Hey there, lovely Arisen.
How about I help you shine even brighter?
It's good to keep it fresh, you know.",ui\00_message\npc\base\n3270.gmd,\npc\n3270.arc,n3270.arc,0,Selin
0,,"人のお洒落をお手伝いするのって
とってもワクワクするの",Helping others refashion is always so exciting!,ui\00_message\npc\base\n3270.gmd,\npc\n3270.arc,n3270.arc,1,Selin
0,,"だって、あたしの技術で""人""が変わるのよ
ふふっ、スリルあるでしょぉ？
――わからない？","After all, my techniques change people.
Hehe, isn't that thrilling?
—You feel me?",ui\00_message\npc\base\n3270.gmd,\npc\n3270.arc,n3270.arc,2,Selin
0,,"今の気分やお気に入りの装備に合わせて
メイクや髪型を変えてみない？
お洒落はトータルバランスが大事なのよぉ","Why don't you try changing your makeup and
hairstyle to match your current mood and favorite
equipment?
In fashion, overall balance is important, you
know.",ui\00_message\npc\base\n3270.gmd,\npc\n3270.arc,n3270.arc,3,Selin
0,,"似合わないスタイルがあるって――諦めてない？
ちょっと調整するだけで
似合うようになるんだからぁ！","Have you given up on a style that doesn't suit
you?
Just a little adjustment is all it takes to make
it look good!",ui\00_message\npc\base\n3270.gmd,\npc\n3270.arc,n3270.arc,4,Selin
0,,"""諦め""はお洒落ゴコロの敗北よ
""挑戦""こそお洒落の真髄ってねぇ","""Giving up"" is the defeat of stylish spirit,
while ""taking on challenges"" is the very essence
of style, you know.",ui\00_message\npc\base\n3270.gmd,\npc\n3270.arc,n3270.arc,5,Selin
0,,"うんうん、もっとイイ感じにしちゃいましょ！
スタイリングは<COL b92828><UNTN GS></COL> <VAL PRICE_PARLOR_GP>よ
声やポーンの喋り方なんかはオマケするから
気軽に変えてみてねぇ","Yeah, yeah, let's make it better!
The styling is <COL b92828><UNTN GS></COL> <VAL PRICE_PARLOR_GP>.
I'll do the voice and Pawn speech as a freebie.
Feel free to change it!",ui\00_message\npc\base\n3270.gmd,\npc\n3270.arc,n3270.arc,6,Selin
0,,"うんうん、もっとイイ感じにしちゃいましょ！
スタイリングは<COL b92828><UNTN GS></COL> <VAL PRICE_PARLOR_GP>よ
今なら特別に<COL b92828><UNTN TK></COL> <VAL PRICE_PARLOR_TK>でも大丈夫！
声やポーンの喋り方なんかはオマケするから
気軽に変えてみてねぇ","Alright, alright! For styling, you can pay with
<COL b92828><UNTN GS></COL> <VAL PRICE_PARLOR_GP>.
And for a limited time only, you can also get it 
for <COL b92828><UNTN TK></COL> <VAL PRICE_PARLOR_TK>!
We'll even throw in voice and Pawn dialogue
changes as a bonus, so feel free to customize to
your heart's content!",ui\00_message\npc\base\n3270.gmd,\npc\n3270.arc,n3270.arc,7,Selin
0,,"えっ、どこどこ？
――ねぇ、あなたポーンと契約してないんじゃない？
ポーンって確か、リムストーンを集めて
契約の儀式しないといけないのよぉ","Huh, where now?
Hey, you haven't contracted a pawn, have you?
I think you have to gather Riftstones and perform
a ritual to contract a pawn.",ui\00_message\npc\base\n3270.gmd,\npc\n3270.arc,n3270.arc,8,Selin
0,,"ポーンと契約したら、いつかその子のことも
あたしにスタイリングさせてねぇ","If you sign a contract with a pawn, you should
let me style them someday, ok?",ui\00_message\npc\base\n3270.gmd,\npc\n3270.arc,n3270.arc,9,Selin
0,,"わかるわ！　いいわよねぇ、燃えるわよねぇ
<COL b92828><UNTN GS></COL> <VAL PRICE_REBORN_GP>ポッキリで
とびきりステキになるようにお手伝いしちゃう！","Alright! It's great, isn't it?
It's so exciting!
Let me help you become absolutely fabulous, it's
only <COL b92828><UNTN GS></COL><VAL PRICE_REBORN_GP>!",ui\00_message\npc\base\n3270.gmd,\npc\n3270.arc,n3270.arc,10,Selin
0,,"わかるわ！　いいわよねぇ、燃えるわよねぇ
いつもは<COL b92828><UNTN GS></COL> <VAL PRICE_REBORN_GP>もらってるんだけど
今だけ特別に<COL b92828><UNTN TK></COL> <VAL PRICE_REBORN_TK>でも大丈夫よ
とびきりステキになるようにお手伝いしちゃう！","Alright! Great, right? It's burning up in here!
I usually take <COL b92828><UNTN GS></COL> <VAL PRICE_REBORN_GP>,
but for now, it's also okay to use <COL b92828><UNTN TK></COL> <VAL PRICE_REBORN_TK> as a special offer.
I'll help you become absolutely fabulous!",ui\00_message\npc\base\n3270.gmd,\npc\n3270.arc,n3270.arc,11,Selin
0,,"あはは、<COL b92828>男性か女性専用のアイテム</COL>を装備したままだと
転生したところで合う服が無くなっちゃう！
専用品ははずしてから来てねぇ","Haha, if you leave your <COL b92828>male or
female</COL> exclusive items equipped, they won't
fit when you reincarnate!
Take off the exclusive items before you come!",ui\00_message\npc\base\n3270.gmd,\npc\n3270.arc,n3270.arc,12,Selin
0,,"大変よね、わかるわぁ
こんな時こそ気合入れなきゃ、でしょぉ？","It's tough, I know.
It's times like this when you have to keep your
spirits up, right?",ui\00_message\npc\base\n3270.gmd,\npc\n3270.arc,n3270.arc,13,Selin
0,,"まかせて！
いつも以上に気合が入るように
ばっちりコーディネートしちゃうんだから","Leave it to me!
I'll give it my all, more than ever before, and
coordinate everything perfectly.",ui\00_message\npc\base\n3270.gmd,\npc\n3270.arc,n3270.arc,14,Selin
0,,"ポーンのメイクや髪型なんかも
変えていかない？
気合の入ったポーンを連れていれば
力が湧いてくるかもしれないわよぉ","Why don't you change your pawn's makeup and hair?
Having a pawn with some spunk might give you a
boost!",ui\00_message\npc\base\n3270.gmd,\npc\n3270.arc,n3270.arc,15,Selin
0,,"いついかなる時でも、おしゃれは必要よぉ
""その時々に合わせたおしゃれ""ってやつ！","No matter when, fashion is always necessary, you
know!
It's all about dressing for the occasion!",ui\00_message\npc\base\n3270.gmd,\npc\n3270.arc,n3270.arc,16,Selin
0,,"ああ、珍しい物を持ってるね
鑑定交換してみないかい？","Ah, you have something rare.
Would you like to exchange appraisal items?",ui\00_message\npc\base\n3271.gmd,\npc\n3271.arc,n3271.arc,0,Timur
0,,"珍しいものを欲しがる貴族は多いんだよ
役に立たないものでもやたらと集めたがったりね
おかしな人たちだろ","There are a lot of aristocrats who want rare
things, even if they're not useful.
They're funny people, aren't they?",ui\00_message\npc\base\n3271.gmd,\npc\n3271.arc,n3271.arc,1,Timur
0,,"若い頃に貴族の屋敷で世話になってたんだ
お陰で見る目だけは養われたよ","I was raised in a nobleman's mansion when I was
young, and it gave me a good eye for this line of
work.",ui\00_message\npc\base\n3271.gmd,\npc\n3271.arc,n3271.arc,2,Timur
0,,"鑑定の結果が君の気に入るものに
なるかはわからないけど――
でも、価値のわからないまま
持ち続けるよりはいいと思うな","I don't know if the result of the appraisal will
be to your liking, but...
I think it's better than holding onto something
without knowing its value.",ui\00_message\npc\base\n3271.gmd,\npc\n3271.arc,n3271.arc,3,Timur
0,,"――""滅びの渦""か
ああ、ごめん
いつもの鑑定交換かな？","""Vortex of Stagnation,"" huh?
Ah, sorry. Is this our usual appraisal exchange?",ui\00_message\npc\base\n3271.gmd,\npc\n3271.arc,n3271.arc,4,Timur
0,,"すべてが滅びてしまうって言われてるね
本当かな――確かに、あの空は不気味だけど","I've heard it said that everything will perish.
I wonder if it's true... Certainly, 'tis a woeful
sky.",ui\00_message\npc\base\n3271.gmd,\npc\n3271.arc,n3271.arc,5,Timur
0,,"この際、滅びた方がいいものも
あるかもしれないよね","In these circumstances, perhaps there are some
things that are better off destroyed.",ui\00_message\npc\base\n3271.gmd,\npc\n3271.arc,n3271.arc,6,Timur
0,,"真価を発揮させないまま
諸共に消え失せてしまうなんて
もったいないと思わないかい","'Twould be a shame to let them all disappear
without realizing their full potential.",ui\00_message\npc\base\n3271.gmd,\npc\n3271.arc,n3271.arc,7,Timur
0,,"白き竜の覚者よ
あなたとあなたの竜のため、祈りましょう","Arisen of the White Dragon, let us pray, for you
and the dragon.",ui\00_message\npc\base\n3272.gmd,\npc\n3272.arc,n3272.arc,0,Scylla
0,,"白き竜――
とても長い間生きている竜のよう","The White Dragon—
it seems to have lived for a very long time.",ui\00_message\npc\base\n3272.gmd,\npc\n3272.arc,n3272.arc,1,Scylla
0,,"アッカーシェランの竜とは
生まれ方が異なるのですね","The Dragon of Acre Selund seems to have a
different origin.",ui\00_message\npc\base\n3272.gmd,\npc\n3272.arc,n3272.arc,2,Scylla
0,,"《復活力》の加護は
1度に3回分授けられます
大切になさってください","The Divine Protection of ""Revival Power"" can be
bestowed 3 times at once.
Cherish it well.",ui\00_message\npc\base\n3272.gmd,\npc\n3272.arc,n3272.arc,3,Scylla
0,,"かすかに――白き竜以外の竜力も感じます
どうしてでしょう、不思議な方ですね","Faintly... I can feel Dragon Force, not just from
the White Dragon.
Why could that be? You're quite mysterious.",ui\00_message\npc\base\n3272.gmd,\npc\n3272.arc,n3272.arc,4,Scylla
0,,"竜よ、覚者を加護する竜よ
三たびの苦難に見舞われようと
立ち上がる力をこの者に――","O dragon, bestow your divine protection upon the
Arisen.
Even if they are struck by adversity thrice,
Grant them the strength to stand once more—",ui\00_message\npc\base\n3272.gmd,\npc\n3272.arc,n3272.arc,5,Scylla
0,,"今のあなたには、さらなる
《復活力》の加護は不要でしょう
ご武運を――","You have no need of more ""Revival Power"" at this
point.
Good fortune to you.",ui\00_message\npc\base\n3272.gmd,\npc\n3272.arc,n3272.arc,6,Scylla
0,,"今この時に新たな復活力を授かるということは
残っている復活力を捨てることになります
それでも良いのですね？","Accepting the grace of ""Revival Power"" at this
moment will mean discarding any remaining charges
you have.
Are you sure you want to proceed?",ui\00_message\npc\base\n3272.gmd,\npc\n3272.arc,n3272.arc,7,Scylla
0,,はい,Yes,ui\00_message\npc\base\n3272.gmd,\npc\n3272.arc,n3272.arc,8,Scylla
0,,いいえ,No,ui\00_message\npc\base\n3272.gmd,\npc\n3272.arc,n3272.arc,9,Scylla
0,,"白き竜の覚者よ
残念ですが、すでに本日の《復活力》の加護を
受け取っておいでですね","O Arisen of the White Dragon.
Unfortunately, it seems that you have already
received today's Divine Protection of ""Revival
Power"".",ui\00_message\npc\base\n3272.gmd,\npc\n3272.arc,n3272.arc,10,Scylla
0,,"では、今日も大いなる竜のご加護が
あらんことを――","May the great Divine Protection of the Dragon be
with us today as well...",ui\00_message\npc\base\n3272.gmd,\npc\n3272.arc,n3272.arc,11,Scylla
0,,"覚者様、こちらが本日分の
任証スタンプと支給品でございます
どうぞお受け取りください","Ser Arisen, here are today's stamps and supplies.
Please accept them.",ui\00_message\npc\base\n3272.gmd,\npc\n3272.arc,n3272.arc,12,Scylla
0,,"ええ、覚者様は本日分の
任証スタンプと支給品を
すでにお持ちのご様子――
ご武運を","Yes, it appears that you, Ser Arisen, already
have today's stamp and supplies in your
possession.
May the fortunes of war be with you.",ui\00_message\npc\base\n3272.gmd,\npc\n3272.arc,n3272.arc,13,Scylla
0,,"おめでとうございます！
覚者様の日頃のご活躍に対し
特別な任証スタンプと支給品が届いております","Congratulations and thank you for your daily
support!
You have received a special stamp and supplies
for your continued service.",ui\00_message\npc\base\n3272.gmd,\npc\n3272.arc,n3272.arc,14,Scylla
0,,"さぁ、どうぞお受け取りください
覚者様の旅路にさらなる竜の祝福があらんことを","Now, please take it.
May there be further blessings of the dragon on
the journey of the esteemed Arisen.",ui\00_message\npc\base\n3272.gmd,\npc\n3272.arc,n3272.arc,15,Scylla
0,,"今、アッカーシェランを守護する竜はおりません
白き竜の覚者よ、この地の者は
あなたを頼るほかないのです","There is no longer any dragon protecting Acre
Selund.
Arisen of the White Dragon, the people of this
land have naught else to turn but you.",ui\00_message\npc\base\n3272.gmd,\npc\n3272.arc,n3272.arc,16,Scylla
0,,"私にできることは祈ることのみ
絶え間なくあなたの勝利を――
理の勝利を祈りましょう","The only thing I can do is pray.
Unceasingly, I pray for your victory—
I pray for the victory of order.",ui\00_message\npc\base\n3272.gmd,\npc\n3272.arc,n3272.arc,17,Scylla
0,,"大いなる加護が
あなたにあらんことを",May the great Divine Protection be with you.,ui\00_message\npc\base\n3272.gmd,\npc\n3272.arc,n3272.arc,18,Scylla
0,,"どんな武器をお望みで？
色々と取り揃えてはおりますから
いくつか手に取ってみてください","What kind of weapon you looking for?
We have a wide selection, feel free to heft them.",ui\00_message\npc\base\n3273.gmd,\npc\n3273.arc,n3273.arc,0,Ilmaz
0,,"地方の拠点からも、メガドを護るためと
兵士が派遣されてきているんです
おかげで早々に店を立て直すことができましたが――","Even from our regional bases, soldiers have been
sent to protect Megado.
Thanks to them, we were able to get the store
back up and running as soon as possible, but...",ui\00_message\npc\base\n3273.gmd,\npc\n3273.arc,n3273.arc,1,Ilmaz
0,,"良品を扱っているつもりですが
覚者さまほどの方に
気に入っていただける品があるかどうか","I believe I handle quality products, but I wonder
if there are items that would please even a person
of your caliber, Ser Arisen.",ui\00_message\npc\base\n3273.gmd,\npc\n3273.arc,n3273.arc,2,Ilmaz
0,,"メガドは――どうです？
異国からいらした覚者さまから見て――","Megado, how do you like it?
From the perspective of a wise visitor from a
foreign land...",ui\00_message\npc\base\n3273.gmd,\npc\n3273.arc,n3273.arc,3,Ilmaz
0,,"覚者さま！
あの渦は――アッカーシェランは
どうなってしまうのでしょう","Ser Arisen!
That vortex - what will happen to Acre Selund?",ui\00_message\npc\base\n3273.gmd,\npc\n3273.arc,n3273.arc,4,Ilmaz
0,,"メガドがかつてのようなにぎわいを
取り戻す日を、心待ちにしていたんです","I've been looking forward to the day when Megado
will return to the bustling atmosphere it once
had!",ui\00_message\npc\base\n3273.gmd,\npc\n3273.arc,n3273.arc,5,Ilmaz
0,,"こんなことになるなんて――
言葉がありません","I can't believe it has come to this... I have no
words.",ui\00_message\npc\base\n3273.gmd,\npc\n3273.arc,n3273.arc,6,Ilmaz
0,,"店を開けてはいるものの
空のことばかりが気になります","Although the shop is open, I can't help but be
preoccupied with the sky.",ui\00_message\npc\base\n3273.gmd,\npc\n3273.arc,n3273.arc,7,Ilmaz
0,,"ん？　なんだなんだ
武具をもっと強くすることに
興味があるのか？","Huh? What's this about?
Are you interested in making your equipment
stronger?",ui\00_message\npc\base\n3274.gmd,\npc\n3274.arc,n3274.arc,0,Suleiman
0,,"ふっふっふ！
人間の鍛冶屋として
「ポーンのクラフト技術が最高」と
言われているのがしゃくでな","Heh heh heh!
As a human blacksmith, it chafes me to hear that
'Pawn craftsmanship is the best.'",ui\00_message\npc\base\n3274.gmd,\npc\n3274.arc,n3274.arc,1,Suleiman
0,,"ポーンにできないことをやってやろうと
あらゆる鍛冶の知識を漁ってきたんだわい","I've been scouring every bit of blacksmithing
knowledge I could find to do what pawns can't.",ui\00_message\npc\base\n3274.gmd,\npc\n3274.arc,n3274.arc,2,Suleiman
0,,"ドワーフオークは鍛冶に長けとるでな
もちろん奴らの技術も研究したぞ
――だが《戦甲》については予想外だったなぁ","Dwarf Orcs sure have a knack for blacksmithing,
ya know.
Of course, I've also studied their techniques.
But I must say, their ""Battle Armor"" was quite
unexpected.",ui\00_message\npc\base\n3274.gmd,\npc\n3274.arc,n3274.arc,3,Suleiman
0,,"あんたにも
""思い入れがあって捨てられない武具""
ってやつがあるだろう
そういう武具にもう一度陽の目を見せてやらんか？","There must be equipment that you've grown
attached to and cannot simply discard, right?
Wouldn't you like to give such equipment another
chance to see the light of day?",ui\00_message\npc\base\n3274.gmd,\npc\n3274.arc,n3274.arc,4,Suleiman
0,,"ほうほう、なかなかの武具だ
こいつを土台にするんだな！","Ah, this is quite a formidable piece of
equipment. We'll use this as our foundation!",ui\00_message\npc\base\n3274.gmd,\npc\n3274.arc,n3274.arc,5,Suleiman
0,,"慌てるな、慌てるな――
まずは手の届く範囲、目に見える範囲から
そう、武具の強化だわい","Don't panic, don't panic—
First, start with what's within reach, what you
can see.
Yes, it's about strengthening your equipment.",ui\00_message\npc\base\n3274.gmd,\npc\n3274.arc,n3274.arc,6,Suleiman
0,,"大地の竜力は吸い上げられ
恐ろしい魔物が現れているそうだな
太刀打ちできる武具を鍛えねばなるまい","The Dragon Force is being siphoned from the land,
and fearsome creatures are emerging.
We must forge weapons capable of standing against
them.",ui\00_message\npc\base\n3274.gmd,\npc\n3274.arc,n3274.arc,7,Suleiman
