0,q40200005_00_305,物資運搬路の安全確保,Securing Transport Routes,ui\00_message\quest_info\q40200005_00.gmd,\quest\q40200005.arc,q40200005.arc,0,
0,q40200102_00_440,武器さえ持っていれば――,If Only I Had a Weapon,ui\00_message\quest_info\q40200102_00.gmd,\quest\q40200102.arc,q40200102.arc,0,
1,q40200102_00_440,"ちぇっ、さっき採掘に行った帰りに
<LQVA>匹の<LQEM>に威嚇されてさ――
採掘した鉱石で両手がふさがってる時に
喧嘩を売ってくるなんて、フェアじゃないよな","Ugh, on the way back from mining earlier, 
I was threatened by <LQVA> <LQEM>―― 
It's unfair to pick a fight when 
my hands are full with the mined ore.",ui\00_message\quest_info\q40200102_00.gmd,\quest\q40200102.arc,q40200102.arc,1,
0,q40200103_00_441,戦士の直感,A Soldier's Intuition,ui\00_message\quest_info\q40200103_00.gmd,\quest\q40200103.arc,q40200103.arc,0,
1,q40200103_00_441,"<LQEM>を見かけて後を追ったが逃げられてしまった
<LQVA>匹程度だが、誰かが襲われでもしたら大変だ
戦える者は見かけ次第、討伐してくれ","I chased after <LQEM> 
that I spotted, but they escaped. Although only around <LQVA>, it would be serious 
if someone got attacked. Those who can fight, 
please exterminate them as soon as you see them.",ui\00_message\quest_info\q40200103_00.gmd,\quest\q40200103.arc,q40200103.arc,1,
0,q40200104_00_442,村の警戒は自分たちで,Watch Over the Village Yourselves,ui\00_message\quest_info\q40200104_00.gmd,\quest\q40200104.arc,q40200104.arc,0,
1,q40200104_00_442,"さっき村の外に出た時に<LQEM>を見かけたよ
<LQVA>匹くらいいたかな
ちょっと気を付けておいた方がいいかもな
村に入り込んでくるかもしれないぜ","I saw <LQEM> outside the village earlier. 
There were around <LQVA> of them. 
It might be good to be cautious. 
They might come into the village.",ui\00_message\quest_info\q40200104_00.gmd,\quest\q40200104.arc,q40200104.arc,1,
0,q40200105_00_443,ハーブ採取の穴場,A Secret Place for Picking Herbs,ui\00_message\quest_info\q40200105_00.gmd,\quest\q40200105.arc,q40200105.arc,0,
1,q40200105_00_443,"良いハーブが採れる穴場に<LQEM>が現れて退かないんだ
このままじゃハーブを切らしちまうよ
あの<LQVA>匹をどうにかしとくれ","A hotspot for good herbs has been overrun by 
<LQEM> and they won't move―― 
If this continues, I'll run out of herbs. 
Please deal with those, <LQVA> of them.",ui\00_message\quest_info\q40200105_00.gmd,\quest\q40200105.arc,q40200105.arc,1,
0,q40200106_00_444,何かの呪い？,Some Kind of Curse?,ui\00_message\quest_info\q40200106_00.gmd,\quest\q40200106.arc,q40200106.arc,0,
1,q40200106_00_444,"大変だ！　<LQEM>に追っかけられた！
まさか<LQVA>匹も一斉に出てくるなんて
これはきっと何かの呪いに違いない！","This is terrible! 
I was chased by <LQEM>! 
To think <LQVA> of them came out all at once. 
This must be some kind of curse!",ui\00_message\quest_info\q40200106_00.gmd,\quest\q40200106.arc,q40200106.arc,1,
0,q40200107_00_445,軽い片付け事,A Small Matter to Settle,ui\00_message\quest_info\q40200107_00.gmd,\quest\q40200107.arc,q40200107.arc,0,
1,q40200107_00_445,"村の近くに<LQEM>が<LQVA>匹出現したそうだな
この程度なら、誰か手の空いた者が片付ければいいだろう","It seems <LQEM> 
have appeared near the village, 
around <LQVA> of them. 
This level of threat should be manageable for 
someone with some free time.",ui\00_message\quest_info\q40200107_00.gmd,\quest\q40200107.arc,q40200107.arc,1,
0,q40200108_00_446,牛を襲ったのは,What Attacked the Cows,ui\00_message\quest_info\q40200108_00.gmd,\quest\q40200108.arc,q40200108.arc,0,
1,q40200108_00_446,"牛を放牧に出したんですけど、何頭か帰ってこないんです
いつも時間通りに帰ってくるのに――
昨日<LQVA>匹くらい<LQEM>を見かけたんだけど
まさかそいつらに襲われたんじゃ――","I let the cows out to graze, 
but some haven't returned. 
They always come back on time―― 
I saw about <LQVA> <LQEM> yesterday. 
Could they have attacked them――",ui\00_message\quest_info\q40200108_00.gmd,\quest\q40200108.arc,q40200108.arc,1,
0,q40200109_00_447,門は村の顔,The Gate Is the Face of the Village,ui\00_message\quest_info\q40200109_00.gmd,\quest\q40200109.arc,q40200109.arc,0,
1,q40200109_00_447,"はぁ――全く、頭が痛いわね
誰か<LQEM>の駆除を頼めない？
村の門に傷を付けられてね――
見せしめと思って<LQVA>匹ほど懲らしめてきて","Ugh―― It's really giving me a headache. 
Could someone deal with <LQEM>? 
They damaged the village gate―― 
Please make an example by punishing <LQVA> of them.",ui\00_message\quest_info\q40200109_00.gmd,\quest\q40200109.arc,q40200109.arc,1,
0,q40200110_00_448,＜エリアオーダー＞キンガル魔物征伐,Area Order: Kingal Demon Extermination,ui\00_message\quest_info\q40200110_00.gmd,\quest\q40200110.arc,q40200110.arc,0,
1,q40200110_00_448,"エリアマスターとして、このキアランより正式に依頼する
キンガル周辺に集結しつつある<LQEM>の一斉討伐のため
戦力を持つ者は<LQVA>匹の討伐に向かってくれ","As the Area Master, Ciarán, I formally request
the extermination of <LQEM> 
gathering around Kingal.
Those with combat capabilities should proceed
to eliminate <LQVA> of them.",ui\00_message\quest_info\q40200110_00.gmd,\quest\q40200110.arc,q40200110.arc,1,
0,q40200111_00_449,遊んでみたいだけ,Just Want to Play,ui\00_message\quest_info\q40200111_00.gmd,\quest\q40200111.arc,q40200111.arc,0,
1,q40200111_00_449,"ねぇねぇ、<LQIM>が欲しいな
遊んでみたいだけだからちょっとでいいよ
えーっと、<LQVA>つくらい――","Hey, hey, I want <LQIM>. 
I only want to play with it,
so just a few will be fine.
Around <LQVA> should be enough――",ui\00_message\quest_info\q40200111_00.gmd,\quest\q40200111.arc,q40200111.arc,1,
0,q40200112_00_450,釣り餌の代替品,A Substitute for Fishing Bait,ui\00_message\quest_info\q40200112_00.gmd,\quest\q40200112.arc,q40200112.arc,0,
1,q40200112_00_450,"釣りの餌を切らしてしまったようだ
新しく作るのに<LQIM>が要るから、余っていれば買い取ろう
<LQVA>つほどあれば、今日は十分だ","It looks like I've run out of fishing bait. 
I need <LQIM> to make new ones, 
so if anyone has extras, I'd like to buy them. 
<LQVA> pieces should be enough for today.",ui\00_message\quest_info\q40200112_00.gmd,\quest\q40200112.arc,q40200112.arc,1,
0,q40200113_00_451,独自の火種レシピ,A Unique Firestarter Recipe,ui\00_message\quest_info\q40200113_00.gmd,\quest\q40200113.arc,q40200113.arc,0,
1,q40200113_00_451,"火種を作る時に<LQIM>を使うと、何となく火が
長持ちする気がして気に入ってるんだけど、今手元に無いんだよな
誰か<LQVA>つだけくれないか？
ほんの少しでいいんだよ","When making fire starters, using <LQIM> 
seems to make the fire last longer. 
I like it, but I'm out right now. 
Could someone spare <LQVA>? Just a little will do.",ui\00_message\quest_info\q40200113_00.gmd,\quest\q40200113.arc,q40200113.arc,1,
0,q40200114_00_452,明日のミルクの素,Base for Tomorrow's Milk,ui\00_message\quest_info\q40200114_00.gmd,\quest\q40200114.arc,q40200114.arc,0,
1,q40200114_00_452,"<LQIM>を持っている人はいません？
あれを牛たちの餌に混ぜると
なぜだか乳の出がよくなるんですよ
<LQVA>個もあれば十分なんだけど――","Is anyone holding <LQIM>? 
Mixing it into the cows' feed somehow improves 
their milk production. <LQVA> would be enough.",ui\00_message\quest_info\q40200114_00.gmd,\quest\q40200114.arc,q40200114.arc,1,
0,q40200115_00_453,みんな大好きミートパイ！,Everyone's Favorite Meat Pies!,ui\00_message\quest_info\q40200115_00.gmd,\quest\q40200115.arc,q40200115.arc,0,
1,q40200115_00_453,"明日は食べると力が湧いてくるミートパイを作ろうかね！
誰かさんが隠し味に使う<LQIM>を
<LQVA>つ用意してくれればの話だけど！
さぁ、一番に持ってきてくれるのは誰だい？","I'm thinking of making meat pies that will boost 
strength tomorrow! If someone could provide 
<LQIM> as a secret ingredient, 
<LQVA> pieces would be perfect! 
Who will be the first to bring it?",ui\00_message\quest_info\q40200115_00.gmd,\quest\q40200115.arc,q40200115.arc,1,
0,q40200116_00_454,採取のためであっても,Even If It's For Harvesting,ui\00_message\quest_info\q40200116_00.gmd,\quest\q40200116.arc,q40200116.arc,0,
1,q40200116_00_454,"ううむ、どうにも<LQIM>が足りん
<LQVA>個採ってきてくれたら報酬は支払おう
ただし、遺跡の近くには近寄るなよ","I seem to be short on <LQIM>. 
If you could bring <LQVA> pieces, 
I'll reward you. 
However, avoid the ruins nearby.",ui\00_message\quest_info\q40200116_00.gmd,\quest\q40200116.arc,q40200116.arc,1,
0,q40200117_00_455,グルメな家畜たち,The Gourmet Livestock,ui\00_message\quest_info\q40200117_00.gmd,\quest\q40200117.arc,q40200117.arc,0,
1,q40200117_00_455,"おばさんのぼやきを聞くに、最近家畜たちの餌の食い付きが悪いみたいだ
ずっと同じ餌をやってると、動物といえど飽きがくるんだよな
<LQIM>を<LQVA>個ほど使っていぶしてやれば
味を変えてやれるんだけど、俺は持ってなくてさ","According to complaints, 
the livestock's feed isn't appealing lately. 
Animals get bored of the same food. 
If we use <LQVA> <LQIM> to smoke it, 
changing the flavor, it might help, 
but I don't have any.",ui\00_message\quest_info\q40200117_00.gmd,\quest\q40200117.arc,q40200117.arc,1,
0,q40200118_00_456,壁の補修材,Repair Materials for the Wall,ui\00_message\quest_info\q40200118_00.gmd,\quest\q40200118.arc,q40200118.arc,0,
1,q40200118_00_456,"誰か<LQIM><LQVA>個持ってない？
壁の補修にアレを使うと長持ちするって聞いたから
試してみたいのよ","Does anyone have <LQIM>?
I've heard that <LQVA> of it
helps walls last longer if used for repairs.
I'd like to test it out.",ui\00_message\quest_info\q40200118_00.gmd,\quest\q40200118.arc,q40200118.arc,1,
0,q40200119_00_457,シェナのキッチン事情,The State of Shena's Kitchen,ui\00_message\quest_info\q40200119_00.gmd,\quest\q40200119.arc,q40200119.arc,0,
1,q40200119_00_457,"たくさんあったはずの<LQIM>が
いつの間にか底をつきかけてるじゃないか！
手が空いてる人がいたら、<LQVA>つくらい採取を頼めないかねぇ","I had plenty of <LQIM>, 
but it's almost gone! 
If anyone has free time, 
could you gather around <LQVA> pieces?",ui\00_message\quest_info\q40200119_00.gmd,\quest\q40200119.arc,q40200119.arc,1,
0,q40200120_00_458,＜エリアオーダー＞キンガル補給,Area Order: Kingal Resupply,ui\00_message\quest_info\q40200120_00.gmd,\quest\q40200120.arc,q40200120.arc,0,
1,q40200120_00_458,"キンガル峡谷エリアマスターのキアランだ
昨今の事情を鑑み、いざという時のために<LQIM>を大量に備蓄しておくことにする
<LQVA>個集めた者には報酬を出そう","I'm Ciarán, the area master of Kingal Canyon. 
Given recent circumstances, we need to stockpile 
<LQIM> in large quantities. 
I will offer a reward to those who 
gather <LQVA> pieces.",ui\00_message\quest_info\q40200120_00.gmd,\quest\q40200120.arc,q40200120.arc,1,
0,q40200121_00_459,強いヒトへ,To A Strong Person,ui\00_message\quest_info\q40200121_00.gmd,\quest\q40200121.arc,q40200121.arc,0,
1,q40200121_00_459,"ダレか、<LQEM>、<LQVA>匹倒してきて
強いヒトいたら、ちょっと安心できるダカラ――","Can someone defeat <LQVA> of those 
<LQEM> for me?
Knowing there's someone strong would give 
me some peace of mind.",ui\00_message\quest_info\q40200121_00.gmd,\quest\q40200121.arc,q40200121.arc,1,
0,q40200122_00_460,やつらを怖がらせてやれ,Scare Them Off,ui\00_message\quest_info\q40200122_00.gmd,\quest\q40200122.arc,q40200122.arc,0,
1,q40200122_00_460,"<LQEM>を怖がらせるため
<LQVA>匹討伐する　任せた","Defeat <LQEM> to scare them off. 
Take down <LQVA>. 
It's up to you.",ui\00_message\quest_info\q40200122_00.gmd,\quest\q40200122.arc,q40200122.arc,1,
0,q40200123_00_461,うろつく足音,Loitering Footsteps,ui\00_message\quest_info\q40200123_00.gmd,\quest\q40200123.arc,q40200123.arc,0,
1,q40200123_00_461,"オレ、耳いいだけど
<LQEM>の声キコエル！
洞窟の近く、<LQVA>匹ウロウロしてる","I have good ears, 
and I can hear <LQEM>! 
There are <LQVA> wandering near the cave.",ui\00_message\quest_info\q40200123_00.gmd,\quest\q40200123.arc,q40200123.arc,1,
0,q40200124_00_462,怖いの、なくそう,No More Being Scared,ui\00_message\quest_info\q40200124_00.gmd,\quest\q40200124.arc,q40200124.arc,0,
1,q40200124_00_462,"ミンナ、ちょっとずつ<LQEM>やっつけたら
いつかいなくなるじゃナイ？
ネ、お願い！　<LQVA>匹やっつけて！","If everyone takes down a few 
<LQEM> little by little, 
they'll eventually disappear, right? 
Please, take down <LQVA>!",ui\00_message\quest_info\q40200124_00.gmd,\quest\q40200124.arc,q40200124.arc,1,
0,q40200125_00_463,怖くて眠れナイ,So Scary I Can't Sleep,ui\00_message\quest_info\q40200125_00.gmd,\quest\q40200125.arc,q40200125.arc,0,
1,q40200125_00_463,"外、怖い<LQEM>いるデショ？
ココが襲われたら――すごく怖い――
ダカラ、<LQVA>匹やっつけてきてほしい――","I'm scared to sleep because of the 
<LQEM> outside. 
If they attack here, it will be really scary. 
Please defeat <LQVA>!",ui\00_message\quest_info\q40200125_00.gmd,\quest\q40200125.arc,q40200125.arc,1,
0,q40200126_00_464,きっとまた来る魔物,Those Monsters Will Be Back,ui\00_message\quest_info\q40200126_00.gmd,\quest\q40200126.arc,q40200126.arc,0,
1,q40200126_00_464,"出入り口に<LQEM>近付いてた
追い払ったが、きっとまた来る
<LQVA>匹くらい、いた","There were <LQEM> 
near the entrance. 
I drove them off, but they'll likely return. 
There were about <LQVA>.",ui\00_message\quest_info\q40200126_00.gmd,\quest\q40200126.arc,q40200126.arc,1,
0,q40200127_00_465,この稀有なる集落,This Rare Settlement,ui\00_message\quest_info\q40200127_00.gmd,\quest\q40200127.arc,q40200127.arc,0,
1,q40200127_00_465,"少し外を歩いてみたら<LQEM>を
<LQVA>匹も見かけて、すぐに帰ってきましたわい
この集落を守るために討伐が必要でしょうな","I went outside a little and saw <LQEM>,
 around <LQVA>. 
I came back quickly.
 We need to defeat them to protect this place.",ui\00_message\quest_info\q40200127_00.gmd,\quest\q40200127.arc,q40200127.arc,1,
0,q40200128_00_466,ちゃんと支払う,I'll Pay Up,ui\00_message\quest_info\q40200128_00.gmd,\quest\q40200128.arc,q40200128.arc,0,
1,q40200128_00_466,"資材集めに行く道に<LQEM><LQVA>匹いた！
これじゃシゴトにならない
やっつけてくれたらゴールド払う
はやくやっつけて、はやく","I'll properly reward anyone who clears out 
<LQEM> 
blocking my way to gather materials. 
I encountered <LQVA> on my path. 
Hurry and take care of them!",ui\00_message\quest_info\q40200128_00.gmd,\quest\q40200128.arc,q40200128.arc,1,
0,q40200129_00_467,ギョロギョロ覗いてた,Gazing with Goggling Eyes,ui\00_message\quest_info\q40200129_00.gmd,\quest\q40200129.arc,q40200129.arc,0,
1,q40200129_00_467,"<LQEM>がココを覗きこんでた
すごく危険ダ
もしも入ってこられたら、困ることなる
なんとかしないと――","<LQEM> was peeking around here. 
It's very dangerous. 
If they come inside, it will be a problem. 
We need to handle this.",ui\00_message\quest_info\q40200129_00.gmd,\quest\q40200129.arc,q40200129.arc,1,
0,q40200130_00_468,＜エリアオーダー＞マヌン魔物征伐,Area Order: Manun Demon Extermination,ui\00_message\quest_info\q40200130_00.gmd,\quest\q40200130.arc,q40200130.arc,0,
1,q40200130_00_468,"通路まで<LQEM>、入ってきてた
すごく危ない
<LQVA>匹、辺りから駆除する！
この拠点守らないといけない！","<LQEM> even entered the corridor. 
It's very dangerous. 
We need to eliminate <LQVA> of them around here! 
We have to protect this base!",ui\00_message\quest_info\q40200130_00.gmd,\quest\q40200130.arc,q40200130.arc,1,
0,q40200131_00_469,ダリンのお願い,Darrin's Request,ui\00_message\quest_info\q40200131_00.gmd,\quest\q40200131.arc,q40200131.arc,0,
1,q40200131_00_469,"<LQIM>集めてるダケド、アト<LQVA>つだけ
中々見つからないヨォ
困ってる、ダレかダリンのお願い聞いて！","I'm just collecting <LQIM>, 
but I only need <LQVA> more. 
It's hard to find. Please help me out!",ui\00_message\quest_info\q40200131_00.gmd,\quest\q40200131.arc,q40200131.arc,1,
0,q40200132_00_470,見張り番は忙しい,The Guard is Busy,ui\00_message\quest_info\q40200132_00.gmd,\quest\q40200132.arc,q40200132.arc,0,
1,q40200132_00_470,"ダリンが集めろ言うから<LQIM>集めてたが
オレ見張りに忙しい
代わりに<LQVA>個集めてくれ","I was told to gather <LQIM> by Darrin, 
but I'm busy with guard duty. 
Could someone collect <LQVA> pieces instead?",ui\00_message\quest_info\q40200132_00.gmd,\quest\q40200132.arc,q40200132.arc,1,
0,q40200133_00_471,ハフの秘密の畑,Hough's Secret Field,ui\00_message\quest_info\q40200133_00.gmd,\quest\q40200133.arc,q40200133.arc,0,
1,q40200133_00_471,"畑の手入れに使う<LQIM><LQVA>個欲しいヨ
お礼ちゃんとする
お礼用意して待ってる――","I need <LQIM> for the farm maintenance. 
I'll properly reward anyone who helps. 
I'm preparing a reward and waiting.",ui\00_message\quest_info\q40200133_00.gmd,\quest\q40200133.arc,q40200133.arc,1,
0,q40200134_00_472,寄る年波には,For Oncoming Age,ui\00_message\quest_info\q40200134_00.gmd,\quest\q40200134.arc,q40200134.arc,0,
1,q40200134_00_472,"年を取るとすぐに疲れが来まして――
<LQIM>を<LQVA>個集めるのにも苦労するのです
譲ってもらえるなら譲ってもらいたいものですな","As I age, I get tired quickly. 
Collecting <LQIM> is difficult now. 
I would appreciate it if someone could spare some.",ui\00_message\quest_info\q40200134_00.gmd,\quest\q40200134.arc,q40200134.arc,1,
0,q40200135_00_473,集落を守る罠作り,A Trap to Protect the Village,ui\00_message\quest_info\q40200135_00.gmd,\quest\q40200135.arc,q40200135.arc,0,
1,q40200135_00_473,"魔物来ないように、罠作りたい
<LQIM>が<LQVA>個いるから今集めてる
ゴールドと交換してやる","I want to make traps to keep monsters away, 
and I need <LQIM> for that. 
I'm in need of <LQVA> pieces and 
will trade gold for it.",ui\00_message\quest_info\q40200135_00.gmd,\quest\q40200135.arc,q40200135.arc,1,
0,q40200136_00_474,ヴォーラのいじわる,Vora's Mean Trick,ui\00_message\quest_info\q40200136_00.gmd,\quest\q40200136.arc,q40200136.arc,0,
1,q40200136_00_474,"<LQIM><LQVA>コ欲しいのに
ヴォーラが集めてクレナイ！
前にオレ、カネ払わなかったって！
今度は払うから、ダレかゆずってクレ","I need <LQVA> of <LQIM>, 
but Vora won't gather them!
They say I didn't pay last time! 
I'll pay this time,
so can someone please give me some?",ui\00_message\quest_info\q40200136_00.gmd,\quest\q40200136.arc,q40200136.arc,1,
0,q40200137_00_475,最近のお気に入り,Recent Favorites,ui\00_message\quest_info\q40200137_00.gmd,\quest\q40200137.arc,q40200137.arc,0,
1,q40200137_00_475,"<LQIM>が<LQVA>つあれば
ちょっとウレシイ、ちょっとお礼ある","Having <LQVA> of <LQIM> 
would make me happy,
and I'd give you a small token of thanks.",ui\00_message\quest_info\q40200137_00.gmd,\quest\q40200137.arc,q40200137.arc,1,
0,q40200138_00_476,独自の修理材,Unique Repair Materials,ui\00_message\quest_info\q40200138_00.gmd,\quest\q40200138.arc,q40200138.arc,0,
1,q40200138_00_476,"寝床の手入れ、<LQIM><LQVA>個いる
持ってるの買おう","I need <LQVA> of <LQIM> to fix up my bed.
I'll buy them if you've got any.",ui\00_message\quest_info\q40200138_00.gmd,\quest\q40200138.arc,q40200138.arc,1,
0,q40200139_00_477,ここにあった袋は？,Where Did That Bag Go?,ui\00_message\quest_info\q40200139_00.gmd,\quest\q40200139.arc,q40200139.arc,0,
1,q40200139_00_477,"エェーッ、<LQIM>が足りない！　ナンデ？
入れてた袋ごと、無い
誰が持っていった知らないケド、とにかく<LQVA>個足りない","What? We're short on <LQIM>! Why?
The whole bag's missing!
I don't know who took it, 
but we're short by <LQVA>!",ui\00_message\quest_info\q40200139_00.gmd,\quest\q40200139.arc,q40200139.arc,1,
0,q40200140_00_478,＜エリアオーダー＞マヌン補給,Area Order: Manun Resupply,ui\00_message\quest_info\q40200140_00.gmd,\quest\q40200140.arc,q40200140.arc,0,
1,q40200140_00_478,"<LQIM>が<LQVA>個ほどもあれば
しばらくはこの集落も楽になります――
これほどの量となると、中々手に入りにくいのですが
どうにかお願いできないでしょうか","If we had <LQVA> of <LQIM>, 
this village would be more 
comfortable for a while. 
Such a large quantity is hard to come by, 
but could you somehow manage it?",ui\00_message\quest_info\q40200140_00.gmd,\quest\q40200140.arc,q40200140.arc,1,
0,q40200141_00_479,今の話を聞かせて,Tell Me What You Said Just Now,ui\00_message\quest_info\q40200141_00.gmd,\quest\q40200141.arc,q40200141.arc,0,
1,q40200141_00_479,"塔の外はどんどん侵食が進んでいっていると聞きます
その脅威はどの程度なのですか？
以前よく見かけた<LQEM>がまだいるのなら
<LQVA>体ほど討伐して、お話を聞かせてもらえないでしょうか――","They say the area outside the tower 
is being corrupted fast.
How severe is the threat?
If the <LQEM> we often saw is still there,
could you slay around <LQVA> and share your findings?",ui\00_message\quest_info\q40200141_00.gmd,\quest\q40200141.arc,q40200141.arc,1,
0,q40200142_00_480,塔にまで響く騒ぎ声,A Clamor That Reaches the Tower,ui\00_message\quest_info\q40200142_00.gmd,\quest\q40200142.arc,q40200142.arc,0,
1,q40200142_00_480,"外で騒ぐ<LQEM>の声が、この塔の中にまで響きます
<LQVA>匹ほど黙らせてきてください","The voices of <LQEM> 
making noise outside are echoing inside the tower. 
Please silence about <LQVA> of them.",ui\00_message\quest_info\q40200142_00.gmd,\quest\q40200142.arc,q40200142.arc,1,
0,q40200143_00_481,収穫量減少の訳,Reason for the Reduced Harvest,ui\00_message\quest_info\q40200143_00.gmd,\quest\q40200143.arc,q40200143.arc,0,
1,q40200143_00_481,"ここのところ木の実が手に入りにくいのは
<LQEM>が荒らしているせいなんじゃないか？
<LQVA>体くらい懲らしめれば、もう少し手に入りやすくなるように思う","Could the lack of fruit around here lately
be due to <LQEM> causing damage?
If we take down around <LQVA>, it might become
a bit easier to collect.",ui\00_message\quest_info\q40200143_00.gmd,\quest\q40200143.arc,q40200143.arc,1,
0,q40200144_00_482,壊された籠,A Broken Basket,ui\00_message\quest_info\q40200144_00.gmd,\quest\q40200144.arc,q40200144.arc,0,
1,q40200144_00_482,"集めた資材を持ちかえる途中で
<LQEM>に籠を壊されてしまって――
また集め直しかと思うと少し気が重いよ
<LQVA>匹くらいいたかな――みんなも気を付けてな","While carrying the gathered materials back,
<LQEM> broke my basket――
The thought of gathering everything again is a bit
disheartening. There were about <LQVA> of them――
everyone, be careful.",ui\00_message\quest_info\q40200144_00.gmd,\quest\q40200144.arc,q40200144.arc,1,
0,q40200145_00_483,若者の身を案じて,Worried for the Young Ones,ui\00_message\quest_info\q40200145_00.gmd,\quest\q40200145.arc,q40200145.arc,0,
1,q40200145_00_483,"若い子たちは時々物資を集めに外へ出るでしょう？
もしもそこを魔物に襲われたらと思うと不憫です
<LQEM>がいたら<LQVA>体討伐して
彼らの道を少しでも安全なものにしていただけませんか","The young ones sometimes go out to 
collect supplies, right? I worry about them being 
attacked by monsters. If there are 
<LQEM>, could you defeat <LQVA> of 
them to make their path a bit safer?",ui\00_message\quest_info\q40200145_00.gmd,\quest\q40200145.arc,q40200145.arc,1,
0,q40200146_00_484,さざめく塔内,Commotion in the Tower,ui\00_message\quest_info\q40200146_00.gmd,\quest\q40200146.arc,q40200146.arc,0,
1,q40200146_00_484,"みんなが中々外に出たがらないのは
やっぱり魔物が怖いっていうのも大きいのかな？
この前も塔の前で<LQVA>匹の<LQEM>が騒いでたらしいもんな――","The reason everyone is reluctant to go outside 
might be due to the fear of monsters. 
The other day, <LQVA> <LQEM> 
were making a fuss in front of the tower.",ui\00_message\quest_info\q40200146_00.gmd,\quest\q40200146.arc,q40200146.arc,1,
0,q40200147_00_485,せめてもの安全確保,Ensuring Safety if Nothing Else,ui\00_message\quest_info\q40200147_00.gmd,\quest\q40200147.arc,q40200147.arc,0,
1,q40200147_00_485,"外に出た時に<LQEM>に襲われたんだ
俺はなんとかなるけど、ダレンはまだ若いから
咄嗟の時に身を守れるか心配だ
誰か<LQVA>匹討伐してきてくれないか？","I was attacked by <LQEM> 
when I went outside. I can manage, 
but Daren is still young, and I'm worried if he 
can protect himself in an emergency. 
Could someone defeat <LQVA> of them?",ui\00_message\quest_info\q40200147_00.gmd,\quest\q40200147.arc,q40200147.arc,1,
0,q40200148_00_486,長老の独り言,An Elder's Monologue,ui\00_message\quest_info\q40200148_00.gmd,\quest\q40200148.arc,q40200148.arc,0,
1,q40200148_00_486,"例えば塔に近づく<LQEM><LQVA>匹を討伐すること――
このような地道な活動も、いつかのためと言えような","Take, for instance, eliminating 
<LQVA> <LQEM> 
near the tower――
Such small actions could prove vital one day.",ui\00_message\quest_info\q40200148_00.gmd,\quest\q40200148.arc,q40200148.arc,1,
0,q40200149_00_487,塔攻略の打ち合わせ？,A Briefing to Capture the Tower?,ui\00_message\quest_info\q40200149_00.gmd,\quest\q40200149.arc,q40200149.arc,0,
1,q40200149_00_487,"この前、バルコニーから外を眺めてたら
なんと<LQVA>匹の<LQEM>が塔の周りをウロウロしてたの！
きっと中に入り込もうとしてるのよ
この塔、一体どうなっちゃうのかしら～","The other day, while looking out from the balcony,
I saw <LQVA> <LQEM> 
wandering around the tower!
They must be trying to get inside.
What will happen to this tower, I wonder...",ui\00_message\quest_info\q40200149_00.gmd,\quest\q40200149.arc,q40200149.arc,1,
0,q40200150_00_488,＜エリアオーダー＞イヴァノスの塔近郊魔物征伐,"Area Order: Tower of Ivanos Outskirts Demon
Extermination",ui\00_message\quest_info\q40200150_00.gmd,\quest\q40200150.arc,q40200150.arc,0,
1,q40200150_00_488,"次期族長としてあえて言いましょう
みな承知の通り、塔を守るのは我々にとって最も重要なこと
不穏な動きを見せる魔物には我々の存在を思い知らせてやらなければ――
<LQEM>を<LQVA>匹始末するのです","As the next chieftain, let me be clear.
As you all know, 
defending the tower is of utmost importance to us.
We must remind any creatures with 
sinister movements of our presence.
Take down <LQVA> <LQEM>.",ui\00_message\quest_info\q40200150_00.gmd,\quest\q40200150.arc,q40200150.arc,1,
0,q40200151_00_489,遠路持ち帰った資材,Materials Brought Back from Afar,ui\00_message\quest_info\q40200151_00.gmd,\quest\q40200151.arc,q40200151.arc,0,
1,q40200151_00_489,"誰か、<LQIM>が<LQVA>つほど落ちてるのを見なかったかい？
せっかく採ってきたっていうのに落としたみたいで――
また採りに行くのは、少し億劫だなぁ","Did anyone see <LQIM> scattered around, 
about <LQVA> of them? 
It seems I dropped what I had collected ― 
It's a bit of a hassle to go collect more.",ui\00_message\quest_info\q40200151_00.gmd,\quest\q40200151.arc,q40200151.arc,1,
0,q40200152_00_490,後回しの伝言,A Message Postponed,ui\00_message\quest_info\q40200152_00.gmd,\quest\q40200152.arc,q40200152.arc,0,
1,q40200152_00_490,"若い者たちが集めてくる資材には偏りがあってなぁ
<LQIM>が近頃とんと手に入らんのです
<LQVA>つほど都合してくれと伝言して、もう何日経ったものやら","The supplies gathered by the 
younger folk are uneven.
<LQIM> 
has become quite hard to come by recently.
I've been waiting days after 
requesting <LQVA> of them.",ui\00_message\quest_info\q40200152_00.gmd,\quest\q40200152.arc,q40200152.arc,1,
0,q40200153_00_491,いたずら者の提案,A Trickster's Proposal,ui\00_message\quest_info\q40200153_00.gmd,\quest\q40200153.arc,q40200153.arc,0,
1,q40200153_00_491,"ふふふ、最近面白いこともあまり無いでしょ～？
<LQIM>を使ってみんなを驚かせる仕掛けを作りたいのよ
そうねぇ――<LQVA>個もあれば十分！","Hehe, there's been little excitement lately, right? 
I want to make a contraption to surprise everyone, 
using <LQIM>. 
Hmm ― <LQVA> would be enough!",ui\00_message\quest_info\q40200153_00.gmd,\quest\q40200153.arc,q40200153.arc,1,
0,q40200154_00_492,調達時の携行品,Carrying One's Provisions,ui\00_message\quest_info\q40200154_00.gmd,\quest\q40200154.arc,q40200154.arc,0,
