#Index,Key,MsgJp,MsgEn,GmdPath,ArcPath,ArcName,ReadIndex,,
0,,"覚者よ
新たな力を受け入れる器となったか――
我が元へ来るがいい","覚者よ
新たな力を受け入れる器となったか――
我が元へ来るがいい",ui\00_message\quest\q60200001.gmd,\quest\q60200001.arc,q60200001.arc,5
0,,"今、酒場でイベントが行われているようだな
――全くくだらん、魔物の脅威が
過ぎ去ったわけではないのに","今、酒場でイベントが行われているようだな
――全くくだらん、魔物の脅威が
過ぎ去ったわけではないのに",ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,84
0,,"俺は“愛”よりも“剣”を
信頼している","俺は“愛”よりも“剣”を
信頼している",ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,85
0,,"意中の相手に贈り物をする催し物が
行われていることは知っている――","意中の相手に贈り物をする催し物が
行われていることは知っている――",ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,86
0,,"あれに参加する気はないが
もし贈り物をするなら
――そうだな、日頃の感謝を示すために
ゲルト騎士団長にお渡ししようか","あれに参加する気はないが
もし贈り物をするなら
――そうだな、日頃の感謝を示すために
ゲルト騎士団長にお渡ししようか",ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,87
0,,"酒場の祭りのことか？
それなら知っている","酒場の祭りのことか？
それなら知っている",ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,88
0,,"渡すなら、メイリーフかな
――なぜかって？
覚者じゃないからだ","渡すなら、メイリーフかな
――なぜかって？
覚者じゃないからだ",ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,89
0,,"酒場のイベントで
チョコレートを渡すんだってな","酒場のイベントで
チョコレートを渡すんだってな",ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,90
0,,"チョコレートの材料に使われる
≪癒しの薬≫は、うちで買えるぜ","チョコレートの材料に使われる
≪癒しの薬≫は、うちで買えるぜ",ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,91
0,,"意中の相手に贈り物をするお祭りで
誰に贈るか――","意中の相手に贈り物をするお祭りで
誰に贈るか――",ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,92
0,,勿論、ファビオ様に,勿論、ファビオ様に,ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,93
0,,"酒場では何やら素敵なイベントが
行われているようだね
フフ、ボクにプレゼントしてくれてもいいんだよ？","酒場では何やら素敵なイベントが
行われているようだね
フフ、ボクにプレゼントしてくれてもいいんだよ？",ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,94
0,,"渡すとなると、どうだろう
――リズかな？
あの小悪魔めいた顔立ちをより惹き立てることが
できるのは、このボク以外にありえないからね！","渡すとなると、どうだろう
――リズかな？
あの小悪魔めいた顔立ちをより惹き立てることが
できるのは、このボク以外にありえないからね！",ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,95
0,,"今回酒場で行われるイベントのことは
ご存じですか？
お菓子を作って贈るそうですね","今回酒場で行われるイベントのことは
ご存じですか？
お菓子を作って贈るそうですね",ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,96
0,,"また新たなレシピが増えて楽しみですね！
自分の作ったものを食べてもらえるなんて
とても嬉しいことだと思いませんか？","また新たなレシピが増えて楽しみですね！
自分の作ったものを食べてもらえるなんて
とても嬉しいことだと思いませんか？",ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,97
0,,"酒場のイベントですか？
知っていますよ！","酒場のイベントですか？
知っていますよ！",ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,98
0,,"もしお渡しするなら白竜様、ですかね！
菓子を召し上がるのかはわかりませんが――","もしお渡しするなら白竜様、ですかね！
菓子を召し上がるのかはわかりませんが――",ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,99
0,,"酒場のイベント？
ああ、知ってるよ――","酒場のイベント？
ああ、知ってるよ――",ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,100
0,,"なぜ騎士団からは一人もあの場に
選ばれていないんだ――","なぜ騎士団からは一人もあの場に
選ばれていないんだ――",ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,101
0,,"覚者さん
酒場でやっているイベント、知ってるかい？","覚者さん
酒場でやっているイベント、知ってるかい？",ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,102
0,,"誰に渡すかって？
俺なら、全員に渡して顔を売るね
商人にとっちゃ、顔が広いのが大切だからな","誰に渡すかって？
俺なら、全員に渡して顔を売るね
商人にとっちゃ、顔が広いのが大切だからな",ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,103
0,,"酒場のイベントに
メイリーフがお呼ばれしているようですね","酒場のイベントに
メイリーフがお呼ばれしているようですね",ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,104
0,,"メイリーフの世話役として
あとで私も伺おうかと思っています","メイリーフの世話役として
あとで私も伺おうかと思っています",ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,105
0,,"ハッピーバレンタイン！
今酒場でやっているイベントの挨拶だ","ハッピーバレンタイン！
今酒場でやっているイベントの挨拶だ",ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,106
0,,"プレゼントを誰に渡すかだって？
リズもいいけど、メイリーフも
捨てがたいよなぁ――","プレゼントを誰に渡すかだって？
リズもいいけど、メイリーフも
捨てがたいよなぁ――",ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,107
0,,"酒場のイベントですか
知っていますよ","酒場のイベントですか
知っていますよ",ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,108
0,,"よく買い物に来られるエリオットさんに
渡したいとは思うのですが
中々勇気が要りますね――","よく買い物に来られるエリオットさんに
渡したいとは思うのですが
中々勇気が要りますね――",ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,109
0,,"覚者さん、酒場の例のイベントのこと
ご存じですかい？","覚者さん、酒場の例のイベントのこと
ご存じですかい？",ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,110
0,,"誰に渡すかは易々と口にできませんなぁ
へっへへ――","誰に渡すかは易々と口にできませんなぁ
へっへへ――",ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,111
0,,"酒場のイベントに参加したいのだが
見張りをしなければいけないため
持ち場を離れることが出来ない","酒場のイベントに参加したいのだが
見張りをしなければいけないため
持ち場を離れることが出来ない",ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,112
0,,"渡したい相手か？
あの愛くるしい顔立ちから想像できない
古風さを持ち合わせているメイリーフだ
もうなんというか、応援したくなる","渡したい相手か？
あの愛くるしい顔立ちから想像できない
古風さを持ち合わせているメイリーフだ
もうなんというか、応援したくなる",ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,113
0,,"酒場で何やら素敵なイベントが
行われているようですね","酒場で何やら素敵なイベントが
行われているようですね",ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,114
0,,"私はクラウス様にお渡ししたいのです
以前、お世話になったことがあり――
――この件は、内密でお願いします","私はクラウス様にお渡ししたいのです
以前、お世話になったことがあり――
――この件は、内密でお願いします",ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,115
0,,"覚者さま、酒場のイベント
ご存知ですか？","覚者さま、酒場のイベント
ご存知ですか？",ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,116
0,,"贈り物をするなら
私はガルドリンさまにお渡しします！
あの男気溢れる雰囲気に憧れているのです","贈り物をするなら
私はガルドリンさまにお渡しします！
あの男気溢れる雰囲気に憧れているのです",ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,117
0,,"覚者さま
酒場のイベントには
もう参加されましたか？","覚者さま
酒場のイベントには
もう参加されましたか？",ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,118
0,,"言葉や身振り手振り以外でも
気持ちを伝えられる機会があるのは
素敵なことですね","言葉や身振り手振り以外でも
気持ちを伝えられる機会があるのは
素敵なことですね",ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,119
0,,"酒場のイベントのことは
ご存じでしょうか？","酒場のイベントのことは
ご存じでしょうか？",ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,120
0,,"皆、どなたに贈り物をしようか
考えているようですよ","皆、どなたに贈り物をしようか
考えているようですよ",ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,121
0,,"酒場のイベントには参加しているか？
世界には色んな文化があるから
触れておくのはいいことだろう","酒場のイベントには参加しているか？
世界には色んな文化があるから
触れておくのはいいことだろう",ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,122
0,,"俺が誰に渡すか、だと？
――逆に聞かせてくれ
お前の目から見て、俺は誰に渡しそうに見える？","俺が誰に渡すか、だと？
――逆に聞かせてくれ
お前の目から見て、俺は誰に渡しそうに見える？",ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,123
0,,"酒場で素敵なお祭りが行われていますね
私も参加しようと思っています","酒場で素敵なお祭りが行われていますね
私も参加しようと思っています",ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,124
0,,"贈る相手ですか？　クラウス様です
よくお店を覗いてくださいますし――
何より、少しミステリアスなところが素敵です","贈る相手ですか？　クラウス様です
よくお店を覗いてくださいますし――
何より、少しミステリアスなところが素敵です",ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,125
0,,"よう！　バレンタインは楽しんでもらえたかな？
君の一押しのお相手は、1位になれたかな？　ん？
さて、今回来たのはモチロン！
――新しいお祭りを広めるためだッ！","よう！　バレンタインは楽しんでもらえたかな？
君の一押しのお相手は、1位になれたかな？　ん？
さて、今回来たのはモチロン！
――新しいお祭りを広めるためだッ！",ui\00_message\quest\q60200028.gmd,\quest\q60200028.arc,q60200028.arc,0
0,,"ホワイトデーといってね、バレンタインで
チョコレートをもらった人が、くれた相手に
お返しをするというこれまた愛のお祭りだ","ホワイトデーといってね、バレンタインで
チョコレートをもらった人が、くれた相手に
お返しをするというこれまた愛のお祭りだ",ui\00_message\quest\q60200028.gmd,\quest\q60200028.arc,q60200028.arc,1
0,,"後ろの5人も君へのお返しに張り切ってるぞ
うんうん、幸せ者だな！　はっはっは！
詳しいことはバレンタインで1番チョコレートを
貰えた人から直接聞くといい！","後ろの5人も君へのお返しに張り切ってるぞ
うんうん、幸せ者だな！　はっはっは！
詳しいことはバレンタインで1番チョコレートを
貰えた人から直接聞くといい！",ui\00_message\quest\q60200028.gmd,\quest\q60200028.arc,q60200028.arc,2
0,,"おう、この前は結構な数の
チョコレートをもらっちまったからな
次は俺たちがお前に
“お返し”とやらをする番なんだと","おう、この前は結構な数の
チョコレートをもらっちまったからな
次は俺たちがお前に
“お返し”とやらをする番なんだと",ui\00_message\quest\q60200028.gmd,\quest\q60200028.arc,q60200028.arc,3
0,,"面倒だが――
ま、もらったものは仕方ねぇ
今、それぞれがどんな“お返し”をするか
考えてる最中だからよ、またあとで来い","面倒だが――
ま、もらったものは仕方ねぇ
今、それぞれがどんな“お返し”をするか
考えてる最中だからよ、またあとで来い",ui\00_message\quest\q60200028.gmd,\quest\q60200028.arc,q60200028.arc,4
0,,"隊長！　先日はたくさんのチョコレート
本当にどうもありがとうございます
今回はそのお礼に、僕たちが隊長への
お返しをしようと思ってます","隊長！　先日はたくさんのチョコレート
本当にどうもありがとうございます
今回はそのお礼に、僕たちが隊長への
お返しをしようと思ってます",ui\00_message\quest\q60200028.gmd,\quest\q60200028.arc,q60200028.arc,5
0,,"3組に分かれてお返しをするので
楽しみにしていてくださいね
では、ちょっと準備があるので――
また後でもう一回来てください","3組に分かれてお返しをするので
楽しみにしていてくださいね
では、ちょっと準備があるので――
また後でもう一回来てください",ui\00_message\quest\q60200028.gmd,\quest\q60200028.arc,q60200028.arc,6
0,,"あ、隊長！　この前はチョコレートありがとうね
食べ過ぎてちょっと太っちゃったかも！
それでね、アンジェロから
ホワイトデーっていうお祭りの話を聞いたの","あ、隊長！　この前はチョコレートありがとうね
食べ過ぎてちょっと太っちゃったかも！
それでね、アンジェロから
ホワイトデーっていうお祭りの話を聞いたの",ui\00_message\quest\q60200028.gmd,\quest\q60200028.arc,q60200028.arc,7
0,,"今度は私たちがみんなで
隊長に喜んで貰えそうなお返しを考えてるよ！
今、相談中だから後でまた来てね！","今度は私たちがみんなで
隊長に喜んで貰えそうなお返しを考えてるよ！
今、相談中だから後でまた来てね！",ui\00_message\quest\q60200028.gmd,\quest\q60200028.arc,q60200028.arc,8
0,,"覚者さん、こんにちは
この間はたくさんのチョコレートをありがとう！
今日はそのお返しに、私たちが
覚者さんをおもてなしするからね","覚者さん、こんにちは
この間はたくさんのチョコレートをありがとう！
今日はそのお返しに、私たちが
覚者さんをおもてなしするからね",ui\00_message\quest\q60200028.gmd,\quest\q60200028.arc,q60200028.arc,9
0,,"お返し、みんなで何をしようか考えてるの
今はまだナイショだから――
もう少ししたら、また来てみて
うんと考えるから、楽しみにしてていいよ","お返し、みんなで何をしようか考えてるの
今はまだナイショだから――
もう少ししたら、また来てみて
うんと考えるから、楽しみにしてていいよ",ui\00_message\quest\q60200028.gmd,\quest\q60200028.arc,q60200028.arc,10
0,,"やあ、この前はチョコレートをありがとう
すごく美味しかったよ
それで、今回はその“お返し”をするそうなんだ","やあ、この前はチョコレートをありがとう
すごく美味しかったよ
それで、今回はその“お返し”をするそうなんだ",ui\00_message\quest\q60200028.gmd,\quest\q60200028.arc,q60200028.arc,11
0,,"どんな“お返し”かはまだナイショ
3組に分かれて考えるんだけど
僕だけ１人あまっちゃったんだよね","どんな“お返し”かはまだナイショ
3組に分かれて考えるんだけど
僕だけ１人あまっちゃったんだよね",ui\00_message\quest\q60200028.gmd,\quest\q60200028.arc,q60200028.arc,12
0,,"それはまぁいいとして
もう少しでアイデアがまとまるから
また後で来てよ","それはまぁいいとして
もう少しでアイデアがまとまるから
また後で来てよ",ui\00_message\quest\q60200028.gmd,\quest\q60200028.arc,q60200028.arc,13
0,,"隊長、私とメイリーフからのお返しはスイーツだよ！
やっぱ贈り物といえばスイーツだよね
それでね、いま神殿の女子たちに
ものすごーく人気のスイーツ屋があるの！","隊長、私とメイリーフからのお返しはスイーツだよ！
やっぱ贈り物といえばスイーツだよね
それでね、いま神殿の女子たちに
ものすごーく人気のスイーツ屋があるの！",ui\00_message\quest\q60200029.gmd,\quest\q60200029.arc,q60200029.arc,0
0,,"なんとそれを、隊長にだけ教えてあげる
普段はナイショのお店なんだからね
詳しくはメイリーフから聞いてみて！","なんとそれを、隊長にだけ教えてあげる
普段はナイショのお店なんだからね
詳しくはメイリーフから聞いてみて！",ui\00_message\quest\q60200029.gmd,\quest\q60200029.arc,q60200029.arc,1
0,,"スイーツ屋さんの詳しい話は
メイリーフから聞いてみてね","スイーツ屋さんの詳しい話は
メイリーフから聞いてみてね",ui\00_message\quest\q60200029.gmd,\quest\q60200029.arc,q60200029.arc,2
0,,"覚者さん、私とリズとで
とても素敵なお返しを思いついたんだ
きっと喜んでもらえると思うの！","覚者さん、私とリズとで
とても素敵なお返しを思いついたんだ
きっと喜んでもらえると思うの！",ui\00_message\quest\q60200029.gmd,\quest\q60200029.arc,q60200029.arc,3
0,,"覚者さん、秘密のスイーツ屋さんはね
普段は違うお店をやっている
“隠れスイーツ屋さん”なの","覚者さん、秘密のスイーツ屋さんはね
普段は違うお店をやっている
“隠れスイーツ屋さん”なの",ui\00_message\quest\q60200029.gmd,\quest\q60200029.arc,q60200029.arc,4
0,,"リンウッドで素材屋さんをしている
《ミランダさん》――彼女の前で
「森の妖精マカロン」って言うの","リンウッドで素材屋さんをしている
《ミランダさん》――彼女の前で
「森の妖精マカロン」って言うの",ui\00_message\quest\q60200029.gmd,\quest\q60200029.arc,q60200029.arc,5
0,,"それがナイショの合言葉
＜say＞で合言葉を言えば
特別で美味しいスイーツをくれるはず！","それがナイショの合言葉
＜say＞で合言葉を言えば
特別で美味しいスイーツをくれるはず！",ui\00_message\quest\q60200029.gmd,\quest\q60200029.arc,q60200029.arc,6
0,,"覚者さん、《リンウッド》にいる《ミランダさん》
彼女の前で＜say＞で合言葉を言うんだよ
「森の妖精マカロン」――忘れないでね","覚者さん、《リンウッド》にいる《ミランダさん》
彼女の前で＜say＞で合言葉を言うんだよ
「森の妖精マカロン」――忘れないでね",ui\00_message\quest\q60200029.gmd,\quest\q60200029.arc,q60200029.arc,7
0,,"最近はやりの“副業”ていうの？
あれがなかなか好調なのよね
いっそのことそっちを本職にしちゃおうかしら","最近はやりの“副業”ていうの？
あれがなかなか好調なのよね
いっそのことそっちを本職にしちゃおうかしら",ui\00_message\quest\q60200029.gmd,\quest\q60200029.arc,q60200029.arc,8
0,,"その合言葉を知っているということは
私の秘密のスイーツを買いに来たのね
あぁ、でもごめんなさい
今日はもう残り１つだけしかないの","その合言葉を知っているということは
私の秘密のスイーツを買いに来たのね
あぁ、でもごめんなさい
今日はもう残り１つだけしかないの",ui\00_message\quest\q60200029.gmd,\quest\q60200029.arc,q60200029.arc,9
0,,"最近流行りのお祭りのせいかしらね
普段よりもよく売れるの
最後の１つだから特別にサービスするわ
またたくさん用意しておくから是非買いに来てね","最近流行りのお祭りのせいかしらね
普段よりもよく売れるの
最後の１つだから特別にサービスするわ
またたくさん用意しておくから是非買いに来てね",ui\00_message\quest\q60200029.gmd,\quest\q60200029.arc,q60200029.arc,10
0,,"どう？　森の妖精マカロンは美味しかった？
え、味見する分しかなかったの？
そっかー、すぐに売り切れちゃうんだよねー","どう？　森の妖精マカロンは美味しかった？
え、味見する分しかなかったの？
そっかー、すぐに売り切れちゃうんだよねー",ui\00_message\quest\q60200029.gmd,\quest\q60200029.arc,q60200029.arc,11
0,,"ナイショの割にはとっても人気なんだもん
私もなかなか買えないの！
今度たくさん入荷した時は
一緒に買いにいこうね！","ナイショの割にはとっても人気なんだもん
私もなかなか買えないの！
今度たくさん入荷した時は
一緒に買いにいこうね！",ui\00_message\quest\q60200029.gmd,\quest\q60200029.arc,q60200029.arc,12
0,,"森の妖精マカロン、品切れだったのね
でも、味見はできたみたいでよかった！
どう？　とっても美味しかったでしょ？
うふふ――喜んでもらえたなら、嬉しいな","森の妖精マカロン、品切れだったのね
でも、味見はできたみたいでよかった！
どう？　とっても美味しかったでしょ？
うふふ――喜んでもらえたなら、嬉しいな",ui\00_message\quest\q60200029.gmd,\quest\q60200029.arc,q60200029.arc,13
0,,"さあ、隊長！　俺とガルドリンからのお返しは
綺麗なお花に囲まれる“癒し”です！
隊長ならきっと、美しいものに囲まれる風情を
わかってくれるかと思いまして！","さあ、隊長！　俺とガルドリンからのお返しは
綺麗なお花に囲まれる“癒し”です！
隊長ならきっと、美しいものに囲まれる風情を
わかってくれるかと思いまして！",ui\00_message\quest\q60200030.gmd,\quest\q60200030.arc,q60200030.arc,0
0,,"でも、ガルドリンは風情がどうとか
全然わかってくれない人じゃないですか
二人で協力して探すのには苦労しましたよ","でも、ガルドリンは風情がどうとか
全然わかってくれない人じゃないですか
二人で協力して探すのには苦労しましたよ",ui\00_message\quest\q60200030.gmd,\quest\q60200030.arc,q60200030.arc,1
0,,"というわけで、詳しくは
ガルドリンから聞いてみてください
俺一人で準備したみたいになっちゃうと
悪いですからね","というわけで、詳しくは
ガルドリンから聞いてみてください
俺一人で準備したみたいになっちゃうと
悪いですからね",ui\00_message\quest\q60200030.gmd,\quest\q60200030.arc,q60200030.arc,2
0,,"俺たちのお返し、隊長に
気に入ってもらえるといいんですが――
詳しいことは横のガルドリンから聞いてください","俺たちのお返し、隊長に
気に入ってもらえるといいんですが――
詳しいことは横のガルドリンから聞いてください",ui\00_message\quest\q60200030.gmd,\quest\q60200030.arc,q60200030.arc,3
0,,"よう、次は俺たちの番だな
ちゃんと“お返し”を用意してやったぜ","よう、次は俺たちの番だな
ちゃんと“お返し”を用意してやったぜ",ui\00_message\quest\q60200030.gmd,\quest\q60200030.arc,q60200030.arc,4
0,,"エリオットの奴が勝手に色々と
話を進めやがったが、俺だってちゃんと
下見に行ったんだぞ","エリオットの奴が勝手に色々と
話を進めやがったが、俺だってちゃんと
下見に行ったんだぞ",ui\00_message\quest\q60200030.gmd,\quest\q60200030.arc,q60200030.arc,5
0,,"神殿の花屋から聞いたんだが
ローテスでは“潮風を養分に咲く特別な花”
ってのが毎年この時期に咲くらしい","神殿の花屋から聞いたんだが
ローテスでは“潮風を養分に咲く特別な花”
ってのが毎年この時期に咲くらしい",ui\00_message\quest\q60200030.gmd,\quest\q60200030.arc,q60200030.arc,6
0,,"咲いている期間は短いが
えらく綺麗な上に、その香りには
気分を良くする効果もあるとかないとか","咲いている期間は短いが
えらく綺麗な上に、その香りには
気分を良くする効果もあるとかないとか",ui\00_message\quest\q60200030.gmd,\quest\q60200030.arc,q60200030.arc,7
0,,"お前が気に入るかはわからんが
せっかく教えてやったんだから直接見に行って
ついでに「記念撮影」でもしてこいよ","お前が気に入るかはわからんが
せっかく教えてやったんだから直接見に行って
ついでに「記念撮影」でもしてこいよ",ui\00_message\quest\q60200030.gmd,\quest\q60200030.arc,q60200030.arc,8
0,,"いいか、ローテスの近くに生えている花だぞ
今の時期にしか咲かないらしいから
さっさと見に行って来るんだな","いいか、ローテスの近くに生えている花だぞ
今の時期にしか咲かないらしいから
さっさと見に行って来るんだな",ui\00_message\quest\q60200030.gmd,\quest\q60200030.arc,q60200030.arc,9
0,,"ちゃんと現地で「記念写真」も撮ってこいよ
チッ、俺は花なんざ興味ねぇけど
エリオットがどうしてもって言うからよ","ちゃんと現地で「記念写真」も撮ってこいよ
チッ、俺は花なんざ興味ねぇけど
エリオットがどうしてもって言うからよ",ui\00_message\quest\q60200030.gmd,\quest\q60200030.arc,q60200030.arc,10
0,,"どうでしたか？　とっても綺麗だったでしょ！
潮風に吹かれながらも強く美しく咲く！
そう、まるで隊長のようだと思うんです！","どうでしたか？　とっても綺麗だったでしょ！
潮風に吹かれながらも強く美しく咲く！
そう、まるで隊長のようだと思うんです！",ui\00_message\quest\q60200030.gmd,\quest\q60200030.arc,q60200030.arc,11
0,,"今年はもうシーズンが終わっちゃいますけど
来年は一緒に見に行きましょう
その頃には状況も落ち着いてるといいですね","今年はもうシーズンが終わっちゃいますけど
来年は一緒に見に行きましょう
その頃には状況も落ち着いてるといいですね",ui\00_message\quest\q60200030.gmd,\quest\q60200030.arc,q60200030.arc,12
0,,"ちゃんと見てきたか？
写真も撮ったんだろうな
ふん、お前が喜んだならそれで良いんだよ","ちゃんと見てきたか？
写真も撮ったんだろうな
ふん、お前が喜んだならそれで良いんだよ",ui\00_message\quest\q60200030.gmd,\quest\q60200030.arc,q60200030.arc,13
0,,"これでチョコレートの借りは
ちゃんと返したからな","これでチョコレートの借りは
ちゃんと返したからな",ui\00_message\quest\q60200030.gmd,\quest\q60200030.arc,q60200030.arc,14
0,,"あ、いよいよ僕の番だね
いやぁ僕は他の4人みたいな情報には疎いから
ちょっとファビオに相談をしてみたんだ","あ、いよいよ僕の番だね
いやぁ僕は他の4人みたいな情報には疎いから
ちょっとファビオに相談をしてみたんだ",ui\00_message\quest\q60200031.gmd,\quest\q60200031.arc,q60200031.arc,0
0,,"そしたら、「サプライズこそが大事だ！」
って教えてくれてね
だから“ある場所にあるモノ”を置いてきたんだ","そしたら、「サプライズこそが大事だ！」
って教えてくれてね
だから“ある場所にあるモノ”を置いてきたんだ",ui\00_message\quest\q60200031.gmd,\quest\q60200031.arc,q60200031.arc,1
0,,"あぁ、もちろん中身は見てからのお楽しみ
地図に場所をメモするから直接行ってきてよ","あぁ、もちろん中身は見てからのお楽しみ
地図に場所をメモするから直接行ってきてよ",ui\00_message\quest\q60200031.gmd,\quest\q60200031.arc,q60200031.arc,2
0,,"“ある場所に置いてきたもの”を見てきてよ
場所は地図に書き込んでおいたから
中身は見てからのお楽しみ","“ある場所に置いてきたもの”を見てきてよ
場所は地図に書き込んでおいたから
中身は見てからのお楽しみ",ui\00_message\quest\q60200031.gmd,\quest\q60200031.arc,q60200031.arc,3
0,,"どうだい！　ビックリしただろう！
あれ、すごく珍しくて普段なかなか見れない
種類のスライムなんだよ
いやー捕まえるの苦労したんだ！","どうだい！　ビックリしただろう！
あれ、すごく珍しくて普段なかなか見れない
種類のスライムなんだよ
いやー捕まえるの苦労したんだ！",ui\00_message\quest\q60200031.gmd,\quest\q60200031.arc,q60200031.arc,4
0,,"あ、その顔は驚いてくれたって感じだね
あはは――頑張ったかいがあったよ
めったにお目にかかれない魔物、ロマンだよねぇ","あ、その顔は驚いてくれたって感じだね
あはは――頑張ったかいがあったよ
めったにお目にかかれない魔物、ロマンだよねぇ",ui\00_message\quest\q60200031.gmd,\quest\q60200031.arc,q60200031.arc,5
0,,"え？　形に残るモノをよこせって？
大丈夫、それはそれで用意してあるからさ","え？　形に残るモノをよこせって？
大丈夫、それはそれで用意してあるからさ",ui\00_message\quest\q60200031.gmd,\quest\q60200031.arc,q60200031.arc,6
0,,"さぁて、どうだったかね――みんなの気持ちは！
いや、みなまで言わずとも良いんだ！
さぞや嬉しいことだろう、わかるとも","さぁて、どうだったかね――みんなの気持ちは！
いや、みなまで言わずとも良いんだ！
さぞや嬉しいことだろう、わかるとも",ui\00_message\quest\q60200031.gmd,\quest\q60200031.arc,q60200031.arc,7
0,,"また素敵なお祭りを紹介するから
その時を楽しみに、日々の戦いを
頑張ってくれい！","また素敵なお祭りを紹介するから
その時を楽しみに、日々の戦いを
頑張ってくれい！",ui\00_message\quest\q60200031.gmd,\quest\q60200031.arc,q60200031.arc,8
0,,"青い空、白い波、眩しい太陽
そして小麦色の肌に映える輝く水着！
今年も海開きの季節到来だな","青い空、白い波、眩しい太陽
そして小麦色の肌に映える輝く水着！
今年も海開きの季節到来だな",ui\00_message\quest\q60200033.gmd,\quest\q60200033.arc,q60200033.arc,0
0,,"おっと、その前に
まさかビーチに暑苦しい甲冑を着ていくなんて
無粋なことをするつもりじゃないだろうな？","おっと、その前に
まさかビーチに暑苦しい甲冑を着ていくなんて
無粋なことをするつもりじゃないだろうな？",ui\00_message\quest\q60200033.gmd,\quest\q60200033.arc,q60200033.arc,1
0,,"まずは水着に着替えて海開きの準備だ
君のお気に入りの一枚を身に着けたら
僕に見せてくれよな","まずは水着に着替えて海開きの準備だ
君のお気に入りの一枚を身に着けたら
僕に見せてくれよな",ui\00_message\quest\q60200033.gmd,\quest\q60200033.arc,q60200033.arc,2
0,,"まずは水着に着替えて海開きの準備だ
君のお気に入りの一枚を身に着けたら
僕にお披露目しに来てくれよ","まずは水着に着替えて海開きの準備だ
君のお気に入りの一枚を身に着けたら
僕にお披露目しに来てくれよ",ui\00_message\quest\q60200033.gmd,\quest\q60200033.arc,q60200033.arc,3
0,,"うん、なかなか良い水着じゃない
これで準備はバッチリ
さっそくビーチにくりだそうぜ！","うん、なかなか良い水着じゃない
これで準備はバッチリ
さっそくビーチにくりだそうぜ！",ui\00_message\quest\q60200033.gmd,\quest\q60200033.arc,q60200033.arc,4
0,,"え、海はどこだって？
はっはっは、そう慌てない
君が望めば海はいつだって目の前にある","え、海はどこだって？
はっはっは、そう慌てない
君が望めば海はいつだって目の前にある",ui\00_message\quest\q60200033.gmd,\quest\q60200033.arc,q60200033.arc,5
