0,,"――《<SPOT 914>》の近くには
《<SPOT 959>》という
人の住まう塔がある","Near <SPOT 914>, there is a tower inhabited by people called <SPOT 959>.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,75
0,,"過去の文献をあたることで手がかりが
つかめるかと、文献が多数残されている小塔への
門を開けることにした","By accessing past records, we hope to find clues. So, I decided to open the gate to the small tower, where numerous documents have been preserved.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,69
0,,"過去を守ることで存続してきた村なのだ
そう簡単に全てを変えられるわけではない――
だが、過去に囚われ前進を拒む姿勢は
俺が正してゆこう","The village has survived by preserving the past. It's not easy to change everything so easily, but I'll correct the stance that resists progress due to attachment to the past.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,38
0,,"遺跡には近寄るなよ
村の者にはよく言い聞かせてある
異国の覚者とて例外ではない",Don't approach the ruins. I've made it clear to the villagers. Even foreign Arisen are not exceptions.,ui\00_message\npc\base\n2704.gmd,\npc\n2704.arc,n2704.arc,1
0,,"遺跡に近づく者あらば災いが起こる――
そう言い伝えられているのだ",Trouble is said to befall those who approach the ruins. This is a well-established belief.,ui\00_message\npc\base\n2704.gmd,\npc\n2704.arc,n2704.arc,3
0,,"長くこの国と共にあった歴史ある城ですから
城自体も、また王家の手に戻ったことを
喜んでいることでしょう！","Since the castle has had a long history with this nation, it will surely rejoice to be back in the hands of the royal family!",ui\00_message\npc\base\n3050.gmd,\npc\n3050.arc,n3050.arc,33
0,,"魔物の討伐を引き受けてもらえるなら
俺にその件を話しかけてくれ
詳しく説明しよう","If you can take on the task of subduing monsters, please approach me about that matter. I'll explain it in detail.",ui\00_message\npc\base\n2700.gmd,\npc\n2700.arc,n2700.arc,79
0,,"魔軍の手に落ちたと知った時は
心の一部まで失ったような思いを
したものですが――","When I learned that it had fallen into the hands of the magical army, I felt as though I had lost a part of my heart.",ui\00_message\npc\base\n3050.gmd,\npc\n3050.arc,n3050.arc,11
0,,"魔軍戦車カトブレパス――
ダクレイム砦の獣の将――
お前の力があればこの国の状況は変わるかも知れん","The Magic Legion's war machine, Catoblepas, the Beast Commander of Dacleim Fortress. With your power, the situation in this country may change.",ui\00_message\npc\base\n2800.gmd,\npc\n2800.arc,n2800.arc,22
0,,"黒い鎧の騎士のことでお話しできるのは
その容姿と強さだけです
何しろ混乱していたので――","I can only speak about the Black-armored Knight in terms of their appearance and strength. After all, I was quite confused at the time.",ui\00_message\npc\base\n3051.gmd,\npc\n3051.arc,n3051.arc,0
0,,"黒い騎士を見かけたら
すぐにお知らせしますからね","If you happen to see the Black Knight, please inform me immediately.",ui\00_message\npc\base\n3051.gmd,\npc\n3051.arc,n3051.arc,1
0,,,,ui\00_message\npc\base\n2706.gmd,\npc\n2706.arc,n2706.arc,7
0,,,,ui\00_message\npc\base\n2859.gmd,\npc\n2859.arc,n2859.arc,1
