127,uGUI_Credits_9853,SEIKA KORI,SEIKA KORI,ui\00_message\ui\uGUI_Credits.gmd,\stage\st0151\st0151.arc,st0151.arc,127
291,uGUI_Credits_10017,MASAYUKI HAYAKAWA,MASAYUKI HAYAKAWA,ui\00_message\ui\uGUI_Credits.gmd,\stage\st0151\st0151.arc,st0151.arc,291
292,uGUI_Credits_10018,ARATA UMEMURA,ARATA UMEMURA,ui\00_message\ui\uGUI_Credits.gmd,\ui\uGUICredit.arc,uGUICredit.arc,292
292,uGUI_Credits_10018,ARATA UMEMURA,ARATA UMEMURA,ui\00_message\ui\uGUI_Credits.gmd,\stage\st0151\st0151.arc,st0151.arc,292
293,uGUI_Credits_10019,DAI HASEGAWA,DAI HASEGAWA,ui\00_message\ui\uGUI_Credits.gmd,\ui\uGUICredit.arc,uGUICredit.arc,293
293,uGUI_Credits_10019,DAI HASEGAWA,DAI HASEGAWA,ui\00_message\ui\uGUI_Credits.gmd,\stage\st0151\st0151.arc,st0151.arc,293
294,uGUI_Credits_10020,MAIKO OKAWA,MAIKO OKAWA,ui\00_message\ui\uGUI_Credits.gmd,\ui\uGUICredit.arc,uGUICredit.arc,294
294,uGUI_Credits_10020,MAIKO OKAWA,MAIKO OKAWA,ui\00_message\ui\uGUI_Credits.gmd,\stage\st0151\st0151.arc,st0151.arc,294
295,uGUI_Credits_10021,REIKO KITA,REIKO KITA,ui\00_message\ui\uGUI_Credits.gmd,\ui\uGUICredit.arc,uGUICredit.arc,295
295,uGUI_Credits_10021,REIKO KITA,REIKO KITA,ui\00_message\ui\uGUI_Credits.gmd,\stage\st0151\st0151.arc,st0151.arc,295
296,uGUI_Credits_10022,ATSUSHI TOBITA,ATSUSHI TOBITA,ui\00_message\ui\uGUI_Credits.gmd,\ui\uGUICredit.arc,uGUICredit.arc,296
296,uGUI_Credits_10022,ATSUSHI TOBITA,ATSUSHI TOBITA,ui\00_message\ui\uGUI_Credits.gmd,\stage\st0151\st0151.arc,st0151.arc,296
297,uGUI_Credits_10023,MEGUMI SHIMURA,MEGUMI SHIMURA,ui\00_message\ui\uGUI_Credits.gmd,\ui\uGUICredit.arc,uGUICredit.arc,297
297,uGUI_Credits_10023,MEGUMI SHIMURA,MEGUMI SHIMURA,ui\00_message\ui\uGUI_Credits.gmd,\stage\st0151\st0151.arc,st0151.arc,297
298,uGUI_Credits_10024,HARUKA YAMADA,HARUKA YAMADA,ui\00_message\ui\uGUI_Credits.gmd,\ui\uGUICredit.arc,uGUICredit.arc,298
298,uGUI_Credits_10024,HARUKA YAMADA,HARUKA YAMADA,ui\00_message\ui\uGUI_Credits.gmd,\stage\st0151\st0151.arc,st0151.arc,298
299,uGUI_Credits_10025,JUNICHI ICHIKURA,JUNICHI ICHIKURA,ui\00_message\ui\uGUI_Credits.gmd,\ui\uGUICredit.arc,uGUICredit.arc,299
299,uGUI_Credits_10025,JUNICHI ICHIKURA,JUNICHI ICHIKURA,ui\00_message\ui\uGUI_Credits.gmd,\stage\st0151\st0151.arc,st0151.arc,299
300,uGUI_Credits_10026,YUSUKE TSUCHIYA,YUSUKE TSUCHIYA,ui\00_message\ui\uGUI_Credits.gmd,\ui\uGUICredit.arc,uGUICredit.arc,300
300,uGUI_Credits_10026,YUSUKE TSUCHIYA,YUSUKE TSUCHIYA,ui\00_message\ui\uGUI_Credits.gmd,\stage\st0151\st0151.arc,st0151.arc,300
301,uGUI_Credits_10027,SATOSHI KOBAYASHI,SATOSHI KOBAYASHI,ui\00_message\ui\uGUI_Credits.gmd,\ui\uGUICredit.arc,uGUICredit.arc,301
301,uGUI_Credits_10027,SATOSHI KOBAYASHI,SATOSHI KOBAYASHI,ui\00_message\ui\uGUI_Credits.gmd,\stage\st0151\st0151.arc,st0151.arc,301
302,uGUI_Credits_10028,YUKO TAGATA,YUKO TAGATA,ui\00_message\ui\uGUI_Credits.gmd,\ui\uGUICredit.arc,uGUICredit.arc,302
302,uGUI_Credits_10028,YUKO TAGATA,YUKO TAGATA,ui\00_message\ui\uGUI_Credits.gmd,\stage\st0151\st0151.arc,st0151.arc,302
303,uGUI_Credits_10029,TAKAKO ITO,TAKAKO ITO,ui\00_message\ui\uGUI_Credits.gmd,\ui\uGUICredit.arc,uGUICredit.arc,303
303,uGUI_Credits_10029,TAKAKO ITO,TAKAKO ITO,ui\00_message\ui\uGUI_Credits.gmd,\stage\st0151\st0151.arc,st0151.arc,303
304,uGUI_Credits_10030,SHINJIRO YASHIKI,SHINJIRO YASHIKI,ui\00_message\ui\uGUI_Credits.gmd,\ui\uGUICredit.arc,uGUICredit.arc,304
304,uGUI_Credits_10030,SHINJIRO YASHIKI,SHINJIRO YASHIKI,ui\00_message\ui\uGUI_Credits.gmd,\stage\st0151\st0151.arc,st0151.arc,304
305,uGUI_Credits_10031,GEN OTSUKA,GEN OTSUKA,ui\00_message\ui\uGUI_Credits.gmd,\ui\uGUICredit.arc,uGUICredit.arc,305
305,uGUI_Credits_10031,GEN OTSUKA,GEN OTSUKA,ui\00_message\ui\uGUI_Credits.gmd,\stage\st0151\st0151.arc,st0151.arc,305
306,uGUI_Credits_10032,YUKI NAKADA,YUKI NAKADA,ui\00_message\ui\uGUI_Credits.gmd,\ui\uGUICredit.arc,uGUICredit.arc,306
306,uGUI_Credits_10032,YUKI NAKADA,YUKI NAKADA,ui\00_message\ui\uGUI_Credits.gmd,\stage\st0151\st0151.arc,st0151.arc,306
307,uGUI_Credits_10033,NOBUHITO SHINODA,NOBUHITO SHINODA,ui\00_message\ui\uGUI_Credits.gmd,\ui\uGUICredit.arc,uGUICredit.arc,307
307,uGUI_Credits_10033,NOBUHITO SHINODA,NOBUHITO SHINODA,ui\00_message\ui\uGUI_Credits.gmd,\stage\st0151\st0151.arc,st0151.arc,307
308,uGUI_Credits_10034,AIKO SHIMOZAKI,AIKO SHIMOZAKI,ui\00_message\ui\uGUI_Credits.gmd,\ui\uGUICredit.arc,uGUICredit.arc,308
308,uGUI_Credits_10034,AIKO SHIMOZAKI,AIKO SHIMOZAKI,ui\00_message\ui\uGUI_Credits.gmd,\stage\st0151\st0151.arc,st0151.arc,308
309,uGUI_Credits_10035,TETSUTO TAKIZAWA,TETSUTO TAKIZAWA,ui\00_message\ui\uGUI_Credits.gmd,\ui\uGUICredit.arc,uGUICredit.arc,309
309,uGUI_Credits_10035,TETSUTO TAKIZAWA,TETSUTO TAKIZAWA,ui\00_message\ui\uGUI_Credits.gmd,\stage\st0151\st0151.arc,st0151.arc,309
310,uGUI_Credits_10036,TAKAHIKO UMEZAKI,TAKAHIKO UMEZAKI,ui\00_message\ui\uGUI_Credits.gmd,\ui\uGUICredit.arc,uGUICredit.arc,310
310,uGUI_Credits_10036,TAKAHIKO UMEZAKI,TAKAHIKO UMEZAKI,ui\00_message\ui\uGUI_Credits.gmd,\stage\st0151\st0151.arc,st0151.arc,310
311,uGUI_Credits_10037,YUKISUKE MAKI,YUKISUKE MAKI,ui\00_message\ui\uGUI_Credits.gmd,\ui\uGUICredit.arc,uGUICredit.arc,311
311,uGUI_Credits_10037,YUKISUKE MAKI,YUKISUKE MAKI,ui\00_message\ui\uGUI_Credits.gmd,\stage\st0151\st0151.arc,st0151.arc,311
312,uGUI_Credits_10038,KIIKO TAKAGI,KIIKO TAKAGI,ui\00_message\ui\uGUI_Credits.gmd,\ui\uGUICredit.arc,uGUICredit.arc,312
312,uGUI_Credits_10038,KIIKO TAKAGI,KIIKO TAKAGI,ui\00_message\ui\uGUI_Credits.gmd,\stage\st0151\st0151.arc,st0151.arc,312
313,uGUI_Credits_10039,HIROSHI TAMURA,HIROSHI TAMURA,ui\00_message\ui\uGUI_Credits.gmd,\ui\uGUICredit.arc,uGUICredit.arc,313
313,uGUI_Credits_10039,HIROSHI TAMURA,HIROSHI TAMURA,ui\00_message\ui\uGUI_Credits.gmd,\stage\st0151\st0151.arc,st0151.arc,313
314,uGUI_Credits_10040,Service infrastructure Engineers,Service infrastructure Engineers,ui\00_message\ui\uGUI_Credits.gmd,\ui\uGUICredit.arc,uGUICredit.arc,314
314,uGUI_Credits_10040,Service infrastructure Engineers,Service infrastructure Engineers,ui\00_message\ui\uGUI_Credits.gmd,\stage\st0151\st0151.arc,st0151.arc,314
315,uGUI_Credits_10041,MEGUMU MEGURO,MEGUMU MEGURO,ui\00_message\ui\uGUI_Credits.gmd,\ui\uGUICredit.arc,uGUICredit.arc,315
315,uGUI_Credits_10041,MEGUMU MEGURO,MEGUMU MEGURO,ui\00_message\ui\uGUI_Credits.gmd,\stage\st0151\st0151.arc,st0151.arc,315
316,uGUI_Credits_10042,SATOSHI HIRAYAMA,SATOSHI HIRAYAMA,ui\00_message\ui\uGUI_Credits.gmd,\ui\uGUICredit.arc,uGUICredit.arc,316
316,uGUI_Credits_10042,SATOSHI HIRAYAMA,SATOSHI HIRAYAMA,ui\00_message\ui\uGUI_Credits.gmd,\stage\st0151\st0151.arc,st0151.arc,316
317,uGUI_Credits_10043,SUNGTAE RIM,SUNGTAE RIM,ui\00_message\ui\uGUI_Credits.gmd,\ui\uGUICredit.arc,uGUICredit.arc,317
317,uGUI_Credits_10043,SUNGTAE RIM,SUNGTAE RIM,ui\00_message\ui\uGUI_Credits.gmd,\stage\st0151\st0151.arc,st0151.arc,317
318,uGUI_Credits_10044,HANAKI HIROKAZU,HANAKI HIROKAZU,ui\00_message\ui\uGUI_Credits.gmd,\ui\uGUICredit.arc,uGUICredit.arc,318
318,uGUI_Credits_10044,HANAKI HIROKAZU,HANAKI HIROKAZU,ui\00_message\ui\uGUI_Credits.gmd,\stage\st0151\st0151.arc,st0151.arc,318
319,uGUI_Credits_10045,TAKESHI KOSHIZUKA,TAKESHI KOSHIZUKA,ui\00_message\ui\uGUI_Credits.gmd,\ui\uGUICredit.arc,uGUICredit.arc,319
319,uGUI_Credits_10045,TAKESHI KOSHIZUKA,TAKESHI KOSHIZUKA,ui\00_message\ui\uGUI_Credits.gmd,\stage\st0151\st0151.arc,st0151.arc,319
320,uGUI_Credits_10046,YUICHI CHIAKI,YUICHI CHIAKI,ui\00_message\ui\uGUI_Credits.gmd,\ui\uGUICredit.arc,uGUICredit.arc,320
320,uGUI_Credits_10046,YUICHI CHIAKI,YUICHI CHIAKI,ui\00_message\ui\uGUI_Credits.gmd,\stage\st0151\st0151.arc,st0151.arc,320
321,uGUI_Credits_10047,HITOMI MASANORI,HITOMI MASANORI,ui\00_message\ui\uGUI_Credits.gmd,\ui\uGUICredit.arc,uGUICredit.arc,321
321,uGUI_Credits_10047,HITOMI MASANORI,HITOMI MASANORI,ui\00_message\ui\uGUI_Credits.gmd,\stage\st0151\st0151.arc,st0151.arc,321
322,uGUI_Credits_10048,YUYA ONIZUKA,YUYA ONIZUKA,ui\00_message\ui\uGUI_Credits.gmd,\ui\uGUICredit.arc,uGUICredit.arc,322
322,uGUI_Credits_10048,YUYA ONIZUKA,YUYA ONIZUKA,ui\00_message\ui\uGUI_Credits.gmd,\stage\st0151\st0151.arc,st0151.arc,322
323,uGUI_Credits_10049,MIHO NIHEI,MIHO NIHEI,ui\00_message\ui\uGUI_Credits.gmd,\ui\uGUICredit.arc,uGUICredit.arc,323
323,uGUI_Credits_10049,MIHO NIHEI,MIHO NIHEI,ui\00_message\ui\uGUI_Credits.gmd,\stage\st0151\st0151.arc,st0151.arc,323
324,uGUI_Credits_10050,Event Planners,Event Planners,ui\00_message\ui\uGUI_Credits.gmd,\ui\uGUICredit.arc,uGUICredit.arc,324
324,uGUI_Credits_10050,Event Planners,Event Planners,ui\00_message\ui\uGUI_Credits.gmd,\stage\st0151\st0151.arc,st0151.arc,324
325,uGUI_Credits_10051,SHUNSUKE SHINODA,SHUNSUKE SHINODA,ui\00_message\ui\uGUI_Credits.gmd,\ui\uGUICredit.arc,uGUICredit.arc,325
325,uGUI_Credits_10051,SHUNSUKE SHINODA,SHUNSUKE SHINODA,ui\00_message\ui\uGUI_Credits.gmd,\stage\st0151\st0151.arc,st0151.arc,325
326,uGUI_Credits_10052,HIROAKI NUMAGUCHI,HIROAKI NUMAGUCHI,ui\00_message\ui\uGUI_Credits.gmd,\ui\uGUICredit.arc,uGUICredit.arc,326
326,uGUI_Credits_10052,HIROAKI NUMAGUCHI,HIROAKI NUMAGUCHI,ui\00_message\ui\uGUI_Credits.gmd,\stage\st0151\st0151.arc,st0151.arc,326
327,uGUI_Credits_10053,SATORU SAKAI,SATORU SAKAI,ui\00_message\ui\uGUI_Credits.gmd,\ui\uGUICredit.arc,uGUICredit.arc,327
327,uGUI_Credits_10053,SATORU SAKAI,SATORU SAKAI,ui\00_message\ui\uGUI_Credits.gmd,\stage\st0151\st0151.arc,st0151.arc,327
328,uGUI_Credits_10054,KENTA NISHIMURA,KENTA NISHIMURA,ui\00_message\ui\uGUI_Credits.gmd,\ui\uGUICredit.arc,uGUICredit.arc,328
328,uGUI_Credits_10054,KENTA NISHIMURA,KENTA NISHIMURA,ui\00_message\ui\uGUI_Credits.gmd,\stage\st0151\st0151.arc,st0151.arc,328
329,uGUI_Credits_10055,NAOKI MATSUDA,NAOKI MATSUDA,ui\00_message\ui\uGUI_Credits.gmd,\ui\uGUICredit.arc,uGUICredit.arc,329
329,uGUI_Credits_10055,NAOKI MATSUDA,NAOKI MATSUDA,ui\00_message\ui\uGUI_Credits.gmd,\stage\st0151\st0151.arc,st0151.arc,329
330,uGUI_Credits_10056,Publicity,Publicity,ui\00_message\ui\uGUI_Credits.gmd,\ui\uGUICredit.arc,uGUICredit.arc,330
330,uGUI_Credits_10056,Publicity,Publicity,ui\00_message\ui\uGUI_Credits.gmd,\stage\st0151\st0151.arc,st0151.arc,330
331,uGUI_Credits_10057,ASAKO TOYODA,ASAKO TOYODA,ui\00_message\ui\uGUI_Credits.gmd,\ui\uGUICredit.arc,uGUICredit.arc,331
331,uGUI_Credits_10057,ASAKO TOYODA,ASAKO TOYODA,ui\00_message\ui\uGUI_Credits.gmd,\stage\st0151\st0151.arc,st0151.arc,331
332,uGUI_Credits_10058,TAKASHI YAMANAKA,TAKASHI YAMANAKA,ui\00_message\ui\uGUI_Credits.gmd,\ui\uGUICredit.arc,uGUICredit.arc,332
332,uGUI_Credits_10058,TAKASHI YAMANAKA,TAKASHI YAMANAKA,ui\00_message\ui\uGUI_Credits.gmd,\stage\st0151\st0151.arc,st0151.arc,332
333,uGUI_Credits_10059,Promotion,Promotion,ui\00_message\ui\uGUI_Credits.gmd,\ui\uGUICredit.arc,uGUICredit.arc,333
333,uGUI_Credits_10059,Promotion,Promotion,ui\00_message\ui\uGUI_Credits.gmd,\stage\st0151\st0151.arc,st0151.arc,333
334,uGUI_Credits_10060,KAZUO CHOUYA,KAZUO CHOUYA,ui\00_message\ui\uGUI_Credits.gmd,\ui\uGUICredit.arc,uGUICredit.arc,334
334,uGUI_Credits_10060,KAZUO CHOUYA,KAZUO CHOUYA,ui\00_message\ui\uGUI_Credits.gmd,\stage\st0151\st0151.arc,st0151.arc,334
335,uGUI_Credits_10061,SATOSHI TANAKA,SATOSHI TANAKA,ui\00_message\ui\uGUI_Credits.gmd,\ui\uGUICredit.arc,uGUICredit.arc,335
335,uGUI_Credits_10061,SATOSHI TANAKA,SATOSHI TANAKA,ui\00_message\ui\uGUI_Credits.gmd,\stage\st0151\st0151.arc,st0151.arc,335
336,uGUI_Credits_10062,YUKA YAMASHITA,YUKA YAMASHITA,ui\00_message\ui\uGUI_Credits.gmd,\ui\uGUICredit.arc,uGUICredit.arc,336
336,uGUI_Credits_10062,YUKA YAMASHITA,YUKA YAMASHITA,ui\00_message\ui\uGUI_Credits.gmd,\stage\st0151\st0151.arc,st0151.arc,336
337,uGUI_Credits_10063,Assistant Producers,Assistant Producers,ui\00_message\ui\uGUI_Credits.gmd,\ui\uGUICredit.arc,uGUICredit.arc,337
337,uGUI_Credits_10063,Assistant Producers,Assistant Producers,ui\00_message\ui\uGUI_Credits.gmd,\stage\st0151\st0151.arc,st0151.arc,337
338,uGUI_Credits_10064,AKIHISA KITAMURA,AKIHISA KITAMURA,ui\00_message\ui\uGUI_Credits.gmd,\ui\uGUICredit.arc,uGUICredit.arc,338
338,uGUI_Credits_10064,AKIHISA KITAMURA,AKIHISA KITAMURA,ui\00_message\ui\uGUI_Credits.gmd,\stage\st0151\st0151.arc,st0151.arc,338
339,uGUI_Credits_10065,TAKESHI KANEYASU,TAKESHI KANEYASU,ui\00_message\ui\uGUI_Credits.gmd,\ui\uGUICredit.arc,uGUICredit.arc,339
339,uGUI_Credits_10065,TAKESHI KANEYASU,TAKESHI KANEYASU,ui\00_message\ui\uGUI_Credits.gmd,\stage\st0151\st0151.arc,st0151.arc,339
340,uGUI_Credits_10066,AKIHIRO TAIRA,AKIHIRO TAIRA,ui\00_message\ui\uGUI_Credits.gmd,\ui\uGUICredit.arc,uGUICredit.arc,340
340,uGUI_Credits_10066,AKIHIRO TAIRA,AKIHIRO TAIRA,ui\00_message\ui\uGUI_Credits.gmd,\stage\st0151\st0151.arc,st0151.arc,340
341,uGUI_Credits_10067,Director,Director,ui\00_message\ui\uGUI_Credits.gmd,\ui\uGUICredit.arc,uGUICredit.arc,341
341,uGUI_Credits_10067,Director,Director,ui\00_message\ui\uGUI_Credits.gmd,\stage\st0151\st0151.arc,st0151.arc,341
342,uGUI_Credits_10068,YUICHI TAKEUCHI,YUICHI TAKEUCHI,ui\00_message\ui\uGUI_Credits.gmd,\ui\uGUICredit.arc,uGUICredit.arc,342
342,uGUI_Credits_10068,YUICHI TAKEUCHI,YUICHI TAKEUCHI,ui\00_message\ui\uGUI_Credits.gmd,\stage\st0151\st0151.arc,st0151.arc,342
343,uGUI_Credits_10069,Sound Design by Soundelux Design Music Group,Sound Design by Soundelux Design Music Group,ui\00_message\ui\uGUI_Credits.gmd,\ui\uGUICredit.arc,uGUICredit.arc,343
343,uGUI_Credits_10069,Sound Design by Soundelux Design Music Group,Sound Design by Soundelux Design Music Group,ui\00_message\ui\uGUI_Credits.gmd,\stage\st0151\st0151.arc,st0151.arc,343
344,uGUI_Credits_10070,Font Design by Fontworks Inc.,Font Design by Fontworks Inc.,ui\00_message\ui\uGUI_Credits.gmd,\ui\uGUICredit.arc,uGUICredit.arc,344
344,uGUI_Credits_10070,Font Design by Fontworks Inc.,Font Design by Fontworks Inc.,ui\00_message\ui\uGUI_Credits.gmd,\stage\st0151\st0151.arc,st0151.arc,344
345,uGUI_Credits_10071,Artbeats Digital Film Library,Artbeats Digital Film Library,ui\00_message\ui\uGUI_Credits.gmd,\ui\uGUICredit.arc,uGUICredit.arc,345
345,uGUI_Credits_10071,Artbeats Digital Film Library,Artbeats Digital Film Library,ui\00_message\ui\uGUI_Credits.gmd,\stage\st0151\st0151.arc,st0151.arc,345
346,uGUI_Credits_10072,Getty Images,Getty Images,ui\00_message\ui\uGUI_Credits.gmd,\ui\uGUICredit.arc,uGUICredit.arc,346
346,uGUI_Credits_10072,Getty Images,Getty Images,ui\00_message\ui\uGUI_Credits.gmd,\stage\st0151\st0151.arc,st0151.arc,346
347,uGUI_Credits_10073,@ Executive @,@ Executive @,ui\00_message\ui\uGUI_Credits.gmd,\ui\uGUICredit.arc,uGUICredit.arc,347
347,uGUI_Credits_10073,@ Executive @,@ Executive @,ui\00_message\ui\uGUI_Credits.gmd,\stage\st0151\st0151.arc,st0151.arc,347
348,uGUI_Credits_10074,TERUKI MIYASHITA,TERUKI MIYASHITA,ui\00_message\ui\uGUI_Credits.gmd,\ui\uGUICredit.arc,uGUICredit.arc,348
348,uGUI_Credits_10074,TERUKI MIYASHITA,TERUKI MIYASHITA,ui\00_message\ui\uGUI_Credits.gmd,\stage\st0151\st0151.arc,st0151.arc,348
349,uGUI_Credits_10075,@ Executive Producer @,@ Executive Producer @,ui\00_message\ui\uGUI_Credits.gmd,\ui\uGUICredit.arc,uGUICredit.arc,349
349,uGUI_Credits_10075,@ Executive Producer @,@ Executive Producer @,ui\00_message\ui\uGUI_Credits.gmd,\stage\st0151\st0151.arc,st0151.arc,349
350,uGUI_Credits_10076,HIROYUKI KOBAYASHI,HIROYUKI KOBAYASHI,ui\00_message\ui\uGUI_Credits.gmd,\ui\uGUICredit.arc,uGUICredit.arc,350
350,uGUI_Credits_10076,HIROYUKI KOBAYASHI,HIROYUKI KOBAYASHI,ui\00_message\ui\uGUI_Credits.gmd,\stage\st0151\st0151.arc,st0151.arc,350
351,uGUI_Credits_10077,@ Producer @,@ Producer @,ui\00_message\ui\uGUI_Credits.gmd,\ui\uGUICredit.arc,uGUICredit.arc,351
351,uGUI_Credits_10077,@ Producer @,@ Producer @,ui\00_message\ui\uGUI_Credits.gmd,\stage\st0151\st0151.arc,st0151.arc,351
352,uGUI_Credits_10078,MINAE MATSUKAWA,MINAE MATSUKAWA,ui\00_message\ui\uGUI_Credits.gmd,\ui\uGUICredit.arc,uGUICredit.arc,352
352,uGUI_Credits_10078,MINAE MATSUKAWA,MINAE MATSUKAWA,ui\00_message\ui\uGUI_Credits.gmd,\stage\st0151\st0151.arc,st0151.arc,352
353,uGUI_Credits_10079,@ Director @,@ Director @,ui\00_message\ui\uGUI_Credits.gmd,\ui\uGUICredit.arc,uGUICredit.arc,353
353,uGUI_Credits_10079,@ Director @,@ Director @,ui\00_message\ui\uGUI_Credits.gmd,\stage\st0151\st0151.arc,st0151.arc,353
354,uGUI_Credits_10080,KENT KINOSHITA,KENT KINOSHITA,ui\00_message\ui\uGUI_Credits.gmd,\ui\uGUICredit.arc,uGUICredit.arc,354
354,uGUI_Credits_10080,KENT KINOSHITA,KENT KINOSHITA,ui\00_message\ui\uGUI_Credits.gmd,\stage\st0151\st0151.arc,st0151.arc,354
4,game_time_format,レスタニア（ＧＴ）　%02d:%02d,Lestania (GT) %02d:%02d,ui\00_message\ui\weather_forecast.gmd,\MyRoom.arc,MyRoom.arc,4
5,local_time_format,ローカル　（ＬＴ）　%02d:%02d,Local (LT) %02d:%02d,ui\00_message\ui\weather_forecast.gmd,\MyRoom.arc,MyRoom.arc,5
2,weather_cloudy,<COL acdfcf>＜曇り＞</COL>,<COL acdfcf>Cloudy</COL>,ui\00_message\ui\weather_forecast.gmd,\MyRoom.arc,MyRoom.arc,2
1,weather_fine,<COL fff300>＜晴れ＞</COL>,<COL fff300>Fine</COL>,ui\00_message\ui\weather_forecast.gmd,\MyRoom.arc,MyRoom.arc,1
0,weather_forecast_title,<COL ffdc78>≪今後６時間ごとの天気≫</COL>,<COL ffdc78>6-Hourly Weather Forecast</COL>,ui\00_message\ui\weather_forecast.gmd,\MyRoom.arc,MyRoom.arc,0
3,weather_rainy,<COL 8ff4ff>＜雨＞</COL>,<COL 8ff4ff>Rainy</COL>,ui\00_message\ui\weather_forecast.gmd,\MyRoom.arc,MyRoom.arc,3
0,,<COL B6FF01>《蘇生》覚者さまの命、私がお救いします！</COL>,"<COL B6FF01>《Resurrection》 I will save your life,
o Arisen!</COL>",ui\00_message\pw\pwtlk01.gmd,\game_common.arc,game_common.arc,122
0,,<COL B6FF01>《集中》集中すれば、もっと早く――！</COL>,"<COL B6FF01>《Concentration》If you focus, you'll
be able to do it faster —!</COL>",ui\00_message\pw\pwtlk02.gmd,\game_common.arc,game_common.arc,115
0,,"以前はうらやましいと思ったけど
最近は――ああ、僕も歳を取ったのかな","I used to think it was enviable. But lately—ah, I
guess I've also gotten older.",ui\00_message\npc\base\n0003.gmd,\npc\n0003.arc,n0003.arc,143
0,,"ふー、いいお湯！
のぼせないようにしないとねぇ","Whew, nice hot water!
I'll have to try not to get bloated!",ui\00_message\npc\base\n1611.gmd,\npc\n1611.arc,n1611.arc,0
0,,"レスタニアハーブの爽やかな香り
大好きなのよね","The refreshing scent of Lestania Herb,
I simply love it.",ui\00_message\npc\base\n1611.gmd,\npc\n1611.arc,n1611.arc,1
0,,"普段使いにはここで十分よ
たまにはもっといいお湯に行きたいけどね","For everyday use, here is more than enough. But occasionally, I would like to go to a place with even better hot water.",ui\00_message\npc\base\n1611.gmd,\npc\n1611.arc,n1611.arc,2
0,,あら、こんにちは,"Oh, hello.",ui\00_message\npc\base\n1611.gmd,\npc\n1611.arc,n1611.arc,3
0,,"ああ、たまらんたまらん
こうぐぐっと！
湯上りのいっぱいは格別だよ","Oh, it's irresistible, irresistible.
Let's indulge!
The feeling after a bath is truly exceptional.",ui\00_message\npc\base\n1612.gmd,\npc\n1612.arc,n1612.arc,0
0,,山歩き後のひとっ風呂は最高だよ、うむ,"A hot bath after hiking in the mountains is the best, mmm.",ui\00_message\npc\base\n1612.gmd,\npc\n1612.arc,n1612.arc,1
0,,"これがあるからキノザは離れられん
毎日何時間でも飽きんよ","This is why I can't leave Kinoza.
I could spend hours there every day and never get tired of it.",ui\00_message\npc\base\n1612.gmd,\npc\n1612.arc,n1612.arc,2
0,,はー、良い湯だったぞぉ,"Ah, it was a good hot bath.",ui\00_message\npc\base\n1612.gmd,\npc\n1612.arc,n1612.arc,3
0,,"ここのお風呂、お気に入りなの
お肌にも良くて、ほら、髪も柔らかくなるの","The bath here is my favorite. It's good for the skin, and look, it makes the hair soft too.",ui\00_message\npc\base\n1613.gmd,\npc\n1613.arc,n1613.arc,0
0,,"滝の音を聞きながらこうしてると
嫌な事も忘れられるわ","Listening to the sound of the waterfall, I can forget about unpleasant things.",ui\00_message\npc\base\n1613.gmd,\npc\n1613.arc,n1613.arc,1
0,,森の泉みたいで綺麗よね、ここ,"It's beautiful like a forest's spring, isn't it?",ui\00_message\npc\base\n1613.gmd,\npc\n1613.arc,n1613.arc,2
0,,うふふ、ご機嫌いかが？,How are you doing today?,ui\00_message\npc\base\n1613.gmd,\npc\n1613.arc,n1613.arc,3
0,,"キノザ鉱泉はもともと、騎士団が戦いの傷を
癒す湯治場だったと聞く",I heard that Kinoza Mineral Springs was originally a healing hot spring for knights to heal their battle wounds.,ui\00_message\npc\base\n1614.gmd,\npc\n1614.arc,n1614.arc,0
0,,"それを一般に開放し、今のような浴場に仕立てた
のがロイの祖父さんだって話だ",It is said that Roy's grandfather was the one who opened it to the public and turned it into a bathhouse like the one we have now.,ui\00_message\npc\base\n1614.gmd,\npc\n1614.arc,n1614.arc,1
0,,"でもま、改装して３つの温泉に分けたのは
ロイのヤツだけどな
あいつは商才があるよ","But well, it was Roy who divided it into three separate hot springs during the renovations. He's got a knack for business.",ui\00_message\npc\base\n1614.gmd,\npc\n1614.arc,n1614.arc,2
0,,"キノザ名物、お互いしっかり楽しんで
いこうじゃないか
ああ、しかし良い湯だ！","Let's both enjoy Kinoza's specialty.
What wonderful hot springs!",ui\00_message\npc\base\n1614.gmd,\npc\n1614.arc,n1614.arc,3
0,,"この湯の効果は精力増進！
むふふ、まあその元気をどう使うかは
人それぞれだけどな","The effects of this hot spring will enhance energy! Well, how you use that energy is up to each individual.",ui\00_message\npc\base\n1614.gmd,\npc\n1614.arc,n1614.arc,4
0,,よお、話でもどうだ？,"Hey, how are you doing? Want to have a chat?",ui\00_message\npc\base\n1614.gmd,\npc\n1614.arc,n1614.arc,5
0,,"殿方も、お嬢様も
ごゆっくりおくつろぎくださいませ","Both Lord and Lady, please make yourselves comfortable and relax.",ui\00_message\npc\base\n1615.gmd,\npc\n1615.arc,n1615.arc,0
0,,"こちらは森の活力をイメージした
浴場、《活力の泉》でございますの
森と滝を模した、自然と憩いの空間ですわ","This is the Bathhouse, ""Spring of Vitality,"" which embodies the energy of the forest. 
It is a space that recreates the forest and waterfall, offering a natural and relaxing environment.",ui\00_message\npc\base\n1615.gmd,\npc\n1615.arc,n1615.arc,1
0,,"温泉のお湯は、直接浴びるだけでなく
調合材料としても重宝されておりますのよ","Not only is hot spring water useful for bathing, but it is also highly regarded as an ingredient for mixing.",ui\00_message\npc\base\n1615.gmd,\npc\n1615.arc,n1615.arc,2
