0,,"“メルゴダの深淵”まで
ズールの命を持って来いって",Bring the life of Zuhl to the Mergoda Abyss.,ui\00_message\event\st0201\ev075.gmd,\event\st0201\st0201ev075.arc,st0201ev075.arc,12
0,,"逃げた方向から察するに――
やつら、きっと“根城”にしてる
遺跡に行ったに違いありませんぜ","Judging from the direction they fled―
they must have gone to the ruins
that serve as their hideout.",ui\00_message\quest\q10300500.gmd,\quest\q10300500.arc,q10300500.arc,25
0,,"さっそく<NPC 4773>に
“幻の食材”の正体を伝えてあげなくっちゃ","I have to tell <NPC 4773> the truth
about the Phantom Ingredient right away.",ui\00_message\quest\q10300500.gmd,\quest\q10300500.arc,q10300500.arc,27
0,,"ゴブリンたちの中にいた
“一匹だけどんくさいの”って
もしかして――","The single slowpoke in the pack—
Don’t tell me…",ui\00_message\quest\q10300500.gmd,\quest\q10300500.arc,q10300500.arc,29
0,,"え？　ええ――
確かに見ましたぜ、“どんくさいゴブリン”","Huh? Yeah—
I definitely saw that ""slow-witted goblin.""",ui\00_message\quest\q10300500.gmd,\quest\q10300500.arc,q10300500.arc,35
0,,"幸い、逃げ遅れたそいつのおかげで
向かった場所が“遺跡”だと分かりやしたから
今となっては、ある意味感謝してますがね","Fortunately, one straggler showed us
they'd gone to the ruins.
In hindsight, I'm almost thankful.",ui\00_message\quest\q10300500.gmd,\quest\q10300500.arc,q10300500.arc,37
0,,"食料も全部取り返してもらったうえに
“幻の食材”の正体まで――","Not only did we get all the food back,
but we even uncovered the truth 
about the ""phantom ingredient""—",ui\00_message\quest\q10300500.gmd,\quest\q10300500.arc,q10300500.arc,48
0,,"食料も無事に取り戻したし！
“幻の食材”の正体も分かったし！
ペコも自由になれたし！","We’ve safely recovered the food! 
The true identity of the “phantom ingredient” 
has been revealed, and Peco is free now!",ui\00_message\quest\q10300500.gmd,\quest\q10300500.arc,q10300500.arc,53
0,,"檻をぶち破って暴れ回る“幻の食材”に――
盗賊から食料を盗むゴブリンたち","From breaking out of their cage and rampaging, 
the ""Phantom Ingredient"", and goblins 
stealing food from bandits.",ui\00_message\quest\q10300500.gmd,\quest\q10300500.arc,q10300500.arc,57
0,,"聞いていない――おかしいですね
“<NPC 3050>さんに＜５＞個納品する”
いつもお伝えしているはずなんですが",,ui\00_message\quest\q22018027.gmd,\quest\q22018027.arc,q22018027.arc,46
0,," “各地で、魔軍による一斉侵攻を確認
　至急各地に向かい、解放軍を援護してください”",,ui\00_message\quest\q22018031.gmd,\quest\q22018031.arc,q22018031.arc,10
0,,"ですが――アッカ―シェランには、古くから
こういう諺がありましてな
“オオカミは、霧深い森で狩りをする”",,ui\00_message\quest\q22018032.gmd,\quest\q22018032.arc,q22018032.arc,1
0,,"“最後まで残る者は、凍え死ぬ”
アッカ―シェランの古い諺です",,ui\00_message\quest\q22018032.gmd,\quest\q22018032.arc,q22018032.arc,4
0,,"ただし俺のモットーは
“生存こそが勝利への最善手”だ
負けようが逃げようが
生きてさえいれば最後には勝利を掴める",,ui\00_message\quest\q22018037.gmd,\quest\q22018037.arc,q22018037.arc,5
0,,"その時に頼まれたんだよ
“南の石塔に向かったはずの母に
　自分は無事に逃げ延びたから安心してくれ”
って伝えてくれってな",,ui\00_message\quest\q22018040.gmd,\quest\q22018040.arc,q22018040.arc,2
0,,"お集まりいただけたようですね
それでは、“興味深い光景”の詳細について
簡単にご説明いたします",,ui\00_message\quest\q22018046.gmd,\quest\q22018046.arc,q22018046.arc,7
0,,"何度やめるように説得しても
“まだ自分自身に納得がいっていない”
などと繰り返すばかりで言うことを聞かん",,ui\00_message\quest\q22018048.gmd,\quest\q22018048.arc,q22018048.arc,3
0,,"“王都に向けてオーク軍の進攻が一斉に開始
　覚者様も至急各地の防衛へと向かわれたし”",,ui\00_message\quest\q22018049.gmd,\quest\q22018049.arc,q22018049.arc,17
0,,"一つ、俺の依頼を聞く気はないか？
最近、目撃情報がたえない
“炎をまとった影”についてだ",,ui\00_message\quest\q22018051.gmd,\quest\q22018051.arc,q22018051.arc,0
0,,"よければ、原因を探してくれないか？
恐らくだが――
ああいったヤツらを引き連れてる
“親分”みたいな魔物がいるハズだ",,ui\00_message\quest\q22018051.gmd,\quest\q22018051.arc,q22018051.arc,3
0,,"それじゃあ、“依頼の礼”を
渡さないとな",,ui\00_message\quest\q22018052.gmd,\quest\q22018052.arc,q22018052.arc,10
0,,"言うまでもないかもしれないけど
挑むのは一人だ
ポーンや仲間の手助けはなしな","It may go without saying, but you
must challenge it alone. 
No help from Pawns or companions",ui\00_message\quest\q60000008.gmd,\quest\q60000008.arc,q60000008.arc,20
0,,"受ける準備ができたら《修練の祠》に
向かってくれよ
神殿を出て左手の崖沿いに進み
崖上にある祠の中に騎士団員がいるからさ","When ready, head to the
Training Chapel. Exit the
temple, follow the left
cliffside - a knight awaits
inside the cliff-top shrine.",ui\00_message\quest\q60000008.gmd,\quest\q60000008.arc,q60000008.arc,21
0,,"今回の試練、うまくいったか？
ソーサラーなんてすごいよなぁ！
訓練案内してる俺も、実は全然知らないんだけど","Did the trial go well?
Sorcerers are amazing, right?
I'm guiding your training,
but honestly, I don't know much!",ui\00_message\quest\q60000008.gmd,\quest\q60000008.arc,q60000008.arc,22
0,,"また転職したら、いつでも来いよ
実戦前にまずは訓練だぜ","If you switch jobs again, drop by whenever. 
Training comes before actual battle.",ui\00_message\quest\q60000008.gmd,\quest\q60000008.arc,q60000008.arc,23
0,,"覚者とは試練に臆することなく立ち向かい
その使命を全うする者のことだ",An Arisen faces trials without fear and fulfills their duty,ui\00_message\quest\q60000008.gmd,\quest\q60000008.arc,q60000008.arc,24
0,,"与えられた試練を全てこなせた者のみ
《魔攻の証》を得ることができる","Only those who complete all trials
may obtain the 《Sorcerer's Mark.》",ui\00_message\quest\q60000008.gmd,\quest\q60000008.arc,q60000008.arc,25
0,,"各試練のやり方について
わからなければ、今までに得た知識を
確認しながら臨むがいい","If unsure about any trial, review the knowledge you've gained so far",ui\00_message\quest\q60000008.gmd,\quest\q60000008.arc,q60000008.arc,26
0,,"技や動きの参考のため
一人、共闘の兵をつけておこう
課題をこなす中で戦技を身に刻め！","For reference, I'll assign a Pawn to fight alongside you. Master combat skills during the trial!",ui\00_message\quest\q60000008.gmd,\quest\q60000008.arc,q60000008.arc,27
0,,"与えられた試練を全てこなせた者のみ
《魔攻の証》を得ることができる","Only those who complete all trials
may obtain the 《Sorcerer's Mark.》",ui\00_message\quest\q60000008.gmd,\quest\q60000008.arc,q60000008.arc,28
0,,"各試練のやり方について
わからなければ今までの得た知識を
確認しながら臨むがいい","If unsure about any trial, review the knowledge you've gained so far",ui\00_message\quest\q60000008.gmd,\quest\q60000008.arc,q60000008.arc,29
0,,"また立ちはだかる魔物が
課題中にすべていなくなったら
再度出直してくるがいい","If all fiends in the trial vanish, return and try again later",ui\00_message\quest\q60000008.gmd,\quest\q60000008.arc,q60000008.arc,30
0,,"さあ、《修練の祠》へ行くんだ
案内人は神殿を出て左手を進めば
崖の上の祠内にいるよ","Now go to the Training Chapel.
Your guide is up the cliff -
leave the temple and head left.",ui\00_message\quest\q60000008.gmd,\quest\q60000008.arc,q60000008.arc,31
0,,"《魔攻の証》、よくぞ得た！
ジョブについての理解も、さらに深まったようだな
神殿に戻りレンテンに報告するがいい、覚者よ！","You've obtained the Sorcerer's Mark's Mark! 
Your understanding
of the job has deepened.
Return to the temple and
report to Renton, Arisen!",ui\00_message\quest\q60000008.gmd,\quest\q60000008.arc,q60000008.arc,32
0,,"よぉ！　珍しい戦術試練を始めたよ
エレメントアーチャーの基礎戦術についてさ","Yo! I've started exclusive trial
on basic tactics for Element Archers.",ui\00_message\quest\q60000009.gmd,\quest\q60000009.arc,q60000009.arc,0
0,,"まだあまり知られてないジョブだからこそ
訓練し甲斐もあるだろ？
もちろん今回も一人で挑戦しなきゃならない","Being a lesser-known job
makes training worthwhile,
right? Of course, you'll
face this trial alone again.",ui\00_message\quest\q60000009.gmd,\quest\q60000009.arc,q60000009.arc,1
0,,"《修練の祠》の場所はわかるよな？
神殿を出て左手、崖沿いさ
その中にいる案内人の騎士団員と話すんだ","You know where the 
《Training Chapel》 is, right?
Leave the temple and head left, 
along the cliff.
Speak with the Knight's Order member inside.",ui\00_message\quest\q60000009.gmd,\quest\q60000009.arc,q60000009.arc,2
0,,"今回の試練、うまくいったんだってな！
いやぁほんと色々なジョブやってるみたいで
尊敬するよホント","Heard your trial went great!
You're sampling every job out there.
Gotta admire that.",ui\00_message\quest\q60000009.gmd,\quest\q60000009.arc,q60000009.arc,3
0,,"また転職したら、いつでも来いよな
なんだかんだで基本は大事だぜ！","Come back anytime you change jobs.
Fundamentals matter more than you'd think!",ui\00_message\quest\q60000009.gmd,\quest\q60000009.arc,q60000009.arc,4
0,,<COL ff7575><PADM><KCT WEAPON_SUB><KEYM><KCT HOLD_BOW></KEYM></COL>で闘波の構えよ！,Use <COL ff7575><PADM><KCT WEAPON_SUB><KEYM><KCT HOLD_BOW></KEYM></COL> for Seeker Stance!,ui\00_message\quest\q60000009.gmd,\quest\q60000009.arc,q60000009.arc,5
0,,構えたまま<COL ff7575><PADM>右スティック<KEYM>マウス移動</KEYM></COL>で闘波の魔眼！複数の敵を狙って！,"Hold and use <COL ff7575><PADM>right stick<KEYM>mouse</KEYM></COL>
for Magick Eye: Seeker. 
Target multiple foes!",ui\00_message\quest\q60000009.gmd,\quest\q60000009.arc,q60000009.arc,6
0,,闘波の魔眼で敵を捉えたら、<COL ff7575><KCT SHOOT></COL>で闘波の矢を撃って！,"Once you've locked the enemy with 
Magick Eye: Seeker, fire a Seeker Arrow with 
<COL ff7575><KCT SHOOT></COL>!",ui\00_message\quest\q60000009.gmd,\quest\q60000009.arc,q60000009.arc,7
0,,闘波の魔眼で最適距離から敵を捉えて。集中力の高まりが早くなる距離があるはずよ,"Use Magick Eye: Seeker to lock
onto enemies from optimal range.
There's a sweet spot where
Concentration builds fastest.",ui\00_message\quest\q60000009.gmd,\quest\q60000009.arc,q60000009.arc,8
0,,その距離から敵を３秒以上補足し、攻撃するのよ！,"From that distance, track the enemy for three
seconds or more and attack!",ui\00_message\quest\q60000009.gmd,\quest\q60000009.arc,q60000009.arc,9
0,,闘波の魔眼で敵を捉え続け、集中力を最大まで高めるの。矢の威力が最大まで高まるわ！,"Keep the enemy in sight with Magick Eye: Seeker 
and maximize your Concentration. 
Your arrows power will reach its peak!",ui\00_message\quest\q60000009.gmd,\quest\q60000009.arc,q60000009.arc,10
0,,<COL ff7575><PADM><KCT WEAPON_MAIN><KEYM>初期設定の場合、<KCT HOLD_BOW>で構え、マウスホイール後</KEYM></COL>で助真の構えよ！,"<COL ff7575><PADM><KCT WEAPON_MAIN><KEYM>With default settings, hold <KCT HOLD_BOW> and use Mouse Wheel</KEYM></COL> to ready the bow!",ui\00_message\quest\q60000009.gmd,\quest\q60000009.arc,q60000009.arc,11
0,,構えたまま<COL ff7575><PADM>右スティック<KEYM>マウス移動</KEYM></COL>で助真の魔眼！複数の味方を捉えられるわ,"Hold and use <COL ff7575><PADM>Right Stick<KEYM>mouse</KEYM></COL>
for Magick Eye: True Aid. 
You can target multiple allies.",ui\00_message\quest\q60000009.gmd,\quest\q60000009.arc,q60000009.arc,12
0,,助真の魔眼で味方を捉えたら、<COL ff7575><KCT SHOOT></COL>で助真の矢を撃ち、回復よ！,"Once you've locked an ally with 
Magick Eye: True Aid, fire a True Aid Arrow with 
<COL ff7575><KCT SHOOT></COL> to heal them!",ui\00_message\quest\q60000009.gmd,\quest\q60000009.arc,q60000009.arc,13
0,,<COL ff7575><KCT CHANGE_ARROW></COL>で癒しの装よ。自分の体力を回復して！,"Use <COL ff7575><KCT CHANGE_ARROW></COL> for Healing Shroud.
Restore your strength!",ui\00_message\quest\q60000009.gmd,\quest\q60000009.arc,q60000009.arc,14
0,,<COL ff7575><KCT ATTACK1></COL>で前蹴りよ！敵を蹴って距離をとって！,"Use <COL ff7575><KCT ATTACK1></COL> for Front Kick!
Create distance by kicking foes!",ui\00_message\quest\q60000009.gmd,\quest\q60000009.arc,q60000009.arc,15
0,,よし、では祠の奥へ向かい大型敵と対峙よ！大型敵の<COL ff7575>＜怒り状態＞</COL>に注意して！,"Alright! Head deeper into
the shrine and face the
large enemy! Beware its
<COL ff7575>enraged state</COL>!",ui\00_message\quest\q60000009.gmd,\quest\q60000009.arc,q60000009.arc,16
0,,そして<COL ff7575><KCT TOUCH></COL>でヤツにしがみついて！,Now use <COL ff7575><KCT TOUCH></COL> to climb onto it!,ui\00_message\quest\q60000009.gmd,\quest\q60000009.arc,q60000009.arc,17
0,,その状態で<COL ff7575><KCT ATTACK1></COL>で奮わせ直魔矢よ！,"While clinging, use <COL ff7575><KCT ATTACK1></COL>
for Invigorating Magick Arrow!",ui\00_message\quest\q60000009.gmd,\quest\q60000009.arc,q60000009.arc,18
0,,怒り状態の敵を、助真の構えで捉えて！見るだけでシークレットコアを暴きだせるわ！,"Target an enemy in the enraged state with the 
True Aid Stance! 
Just looking at it exposes the Secret Core!",ui\00_message\quest\q60000009.gmd,\quest\q60000009.arc,q60000009.arc,19
0,,では大型敵の<COL ff7575>＜怒り状態＞</COL>に注意してヤツを仕留めるの！,"Be wary of the large enemy's <COL ff7575>enraged state</COL>
and take it out!",ui\00_message\quest\q60000009.gmd,\quest\q60000009.arc,q60000009.arc,20
0,,シークレットコアを攻撃したり、揺さぶり、疲れさせてチャンスを作って！,"Attack the Secret Core, shake them,
or wear them down for openings!",ui\00_message\quest\q60000009.gmd,\quest\q60000009.arc,q60000009.arc,21
0,,試練完了ね！奥にある＜魔弓の証＞を受け取り、神殿のレンテンに報告してね,"Trial complete! 
Take the <Element Archer's Mark> in the back
and report to Renton at the temple.",ui\00_message\quest\q60000009.gmd,\quest\q60000009.arc,q60000009.arc,22
0,,"おめでとうございます
これにて戦術試練は完了ですね！","Congratulations. 
The tactics trial
is now complete!",ui\00_message\quest\q60000009.gmd,\quest\q60000009.arc,q60000009.arc,23
0,,"今覚えたエレメントアーチャ―の戦い方を
振り返りたい時は、《チュートリアルガイド》の
《ジョブの操作と役割》からエレメントアーチャ―の
戦法や戦術的役割を確認してください","To review the Element Archer's combat style
you just learned, check 《Tutorial》→
《Job Roles》for tactics and duties.",ui\00_message\quest\q60000009.gmd,\quest\q60000009.arc,q60000009.arc,24
0,,"エレメントアーチャーは、ヒーラーとアタッカー
二つの面をもつ特異なジョブです
立ち回り方は、私にとっても研究課題です","The Elemental Archer is
a unique job blending both
healer and attacker roles.
Even I'm still researching
optimal strategies.",ui\00_message\quest\q60000009.gmd,\quest\q60000009.arc,q60000009.arc,25
0,,"覚者とは試練に臆することなく立ち向かい
その使命を全うする者のことだ",An Arisen faces trials without fear and fulfills their duty,ui\00_message\quest\q60000009.gmd,\quest\q60000009.arc,q60000009.arc,26
0,,"与えられた試練を全てこなせた者のみ
《魔弓の証》を得ることができる","Only those who complete all trials
may obtain the 《Element Archer's Mark.》",ui\00_message\quest\q60000009.gmd,\quest\q60000009.arc,q60000009.arc,27
0,,"各試練のやり方について
わからなければ、今までに得た知識を
確認しながら臨むがいい","If unsure about any trial, review the knowledge you've gained so far",ui\00_message\quest\q60000009.gmd,\quest\q60000009.arc,q60000009.arc,28
0,,"技や動きの参考のため
一人、共闘の仲間に来てもらってる
課題をこなす中で戦技を身に刻め！","To study techniques and forms,
I brought a comrade for joint
training. Engrave these combat
arts into your body through
practice!",ui\00_message\quest\q60000009.gmd,\quest\q60000009.arc,q60000009.arc,29
0,,"与えられた試練を全てこなせた者のみ
《魔弓の証》を得ることができる","Only those who complete all trials
may obtain the 《Element Archer's Mark.》",ui\00_message\quest\q60000009.gmd,\quest\q60000009.arc,q60000009.arc,30
0,,"各試練のやり方について
わからなければ今までの得た知識を
確認しながら臨むがいい","If unsure about any trial, review the knowledge you've gained so far",ui\00_message\quest\q60000009.gmd,\quest\q60000009.arc,q60000009.arc,31
0,,"また立ちはだかる魔物が
課題中にすべていなくなったら
再度出直してくるがいい","If all fiends in the trial vanish, return and try again later",ui\00_message\quest\q60000009.gmd,\quest\q60000009.arc,q60000009.arc,32
0,,"さあ、《修練の祠》へ行くんだ
案内人は神殿を出て左手を進めば、崖の上さ","Now, go to the Training Chapel.
The guide is on your left as you 
exit the temple, at the top of the cliff.",ui\00_message\quest\q60000009.gmd,\quest\q60000009.arc,q60000009.arc,33
0,,"《魔弓の証》、よくぞ得た！
ジョブについての理解も、さらに深まったようだな
神殿に戻りレンテンに報告するがいい、覚者よ！","You've obtained the Element Archer's Mark! 
Your understanding
of the job has deepened.
Return to the temple and
report to Renton, Arisen!",ui\00_message\quest\q60000009.gmd,\quest\q60000009.arc,q60000009.arc,34
0,,<COL ff7575><KCT ATTACK1></COL>の破斬で敵を攻撃するんだ！,<COL ff7575><KCT ATTACK1></COL> attacks the enemy with Hack!,ui\00_message\quest\q60000010.gmd,\quest\q60000010.arc,q60000010.arc,0
0,,ジャンプ中に<COL ff7575><KCT ATTACK1></COL>で空破斬だ。敵を頭上から攻撃するんだ！,"Press <COL ff7575><KCT ATTACK1></COL> mid-jump for Aerial Hack. 
Strike enemies from above!",ui\00_message\quest\q60000010.gmd,\quest\q60000010.arc,q60000010.arc,1
0,,敵をダウンさせやすいので追撃に効果的だぞ！,"It easily downs enemies, 
making it great for follow-ups!",ui\00_message\quest\q60000010.gmd,\quest\q60000010.arc,q60000010.arc,2
0,,<COL ff7575><KCT ATTACK2></COL>で魔人斬りだ！渾身の一撃を叩きこめ！,"Use <COL ff7575><KCT ATTACK2></COL> for Arc of Might! 
Deliver a mighty blow!",ui\00_message\quest\q60000010.gmd,\quest\q60000010.arc,q60000010.arc,3
0,,空破斬で敵をダウンさせた状態で行うと当てやすいぞ！,"It's easier to hit when you do it while 
the enemy is downed from an Aerial Hack!",ui\00_message\quest\q60000010.gmd,\quest\q60000010.arc,q60000010.arc,4
0,,今度は、魔人斬りをジャストタイミングで叩き込め！ゲージが満ち光る瞬間が、最も破壊力が高まるその時だ！,"Now, time Savage Lash perfectly! 
The gauge glows brightest at peak power!",ui\00_message\quest\q60000010.gmd,\quest\q60000010.arc,q60000010.arc,5
0,,<COL ff7575><KCT AVOID></COL>で耐魔の身構えだ！,Press <COL ff7575><KCT AVOID></COL> for Brace!,ui\00_message\quest\q60000010.gmd,\quest\q60000010.arc,q60000010.arc,6
0,,敵からのダメージを最小限にしつつ、効果的にリベンジゲージを溜めれるぞ！,"Keep enemy damage to a minimum while 
efficiently building up the Revenge gauge!",ui\00_message\quest\q60000010.gmd,\quest\q60000010.arc,q60000010.arc,7
0,,リベンジゲージは左上の体力ゲージ下にあるから蓄積量を確認しろ！,"The Revenge Gauge is in the upper left corner, 
below the health bar, 
so check the amount you've accumulated!",ui\00_message\quest\q60000010.gmd,\quest\q60000010.arc,q60000010.arc,8
0,,リベンジゲージを溜めた後、魔人斬りをもう一度敵に叩き込め！ゲージを消費するが威力が格段に上がるぞ！,"After filling the Revenge gauge, 
unleash Savage Lash again! 
It consumes gauge, but boosts power!",ui\00_message\quest\q60000010.gmd,\quest\q60000010.arc,q60000010.arc,9
0,,よし、では祠の奥へ向かい大型敵と対峙だ！大型敵の<COL ff7575>＜怒り状態＞</COL>に注意しろ！,"Alright, head deeper into the chapel to face a Large enemy! Watch for its <COL ff7575>＜Anger state＞</COL>!",ui\00_message\quest\q60000010.gmd,\quest\q60000010.arc,q60000010.arc,10
0,,そして<COL ff7575><KCT TOUCH></COL>でヤツにしがみつけ！,Now use <COL ff7575><KCT TOUCH></COL> to climb onto it!,ui\00_message\quest\q60000010.gmd,\quest\q60000010.arc,q60000010.arc,11
0,,その状態で<COL ff7575><KCT ATTACK1></COL>で魔倒斬りだ！,"While clinging, use <COL ff7575><KCT ATTACK1></COL>
to perform an Inverse Slash!",ui\00_message\quest\q60000010.gmd,\quest\q60000010.arc,q60000010.arc,12
0,,では大型敵の<COL ff7575>＜怒り状態＞</COL>に注意してヤツを仕留めるんだ！,Now watch the Large enemy's <COL ff7575>＜Anger state＞</COL> and take it down!,ui\00_message\quest\q60000010.gmd,\quest\q60000010.arc,q60000010.arc,13
0,,揺さぶり、疲れさせてチャンスを作るんだぞ！,"Shake it, wear it down, and create an opening!",ui\00_message\quest\q60000010.gmd,\quest\q60000010.arc,q60000010.arc,14
0,,試練完了、よくやったな！奥にある＜剛剣の証＞を受け取り、神殿のレンテンに報告するがいい,"Trial complete, well done! 
Take the <Warrior's Mark> in the back 
and report to Renton at the temple",ui\00_message\quest\q60000010.gmd,\quest\q60000010.arc,q60000010.arc,15
0,,"おめでとう、覚者よ
これにて戦術試練は完了だ！","Congratulations, Arisen.
The tactical trial is now complete!",ui\00_message\quest\q60000010.gmd,\quest\q60000010.arc,q60000010.arc,16
0,,"今覚えたウォリアーの戦い方を
振り返りたい時は、《チュートリアルガイド》の
《ジョブの操作と役割》からウォリアーの戦法や
戦術的役割を確認するんだ","To review the Warrior's combat style
you just learned, check 《Tutorial》→
《Job Roles》for tactics and duties.",ui\00_message\quest\q60000010.gmd,\quest\q60000010.arc,q60000010.arc,17
0,,"ウォリアーの技は己を削り、敵を砕くものだという
くれぐれも無理はしすぎるなよ","Warrior skills grind down both
yourself and enemies.
Don't overdo it, understand?",ui\00_message\quest\q60000010.gmd,\quest\q60000010.arc,q60000010.arc,18
0,,よぉよぉ、また来たな！！,"Hey hey, you're back!!",ui\00_message\quest\q60000010.gmd,\quest\q60000010.arc,q60000010.arc,19
0,,"ウォリアーとはなにか――
この挑戦はその答えを導くものかも知れない！
なんてな！","The warrior's essence -
this trial might uncover it!
...Maybe!",ui\00_message\quest\q60000010.gmd,\quest\q60000010.arc,q60000010.arc,20
0,,"試練は決まりとして
今回も一人で挑んでもらうことになる","As a rule, trials must be faced alone.
This time will be no exception.",ui\00_message\quest\q60000010.gmd,\quest\q60000010.arc,q60000010.arc,21
0,,"準備ができたら神殿を出て、左手の崖を伝って行け
場所はまた《修練の祠》さ
まず祠内の案内人、騎士団員と話すんだぞ","Once prepared, exit the temple
and take the left cliff path.
It's the Training Chapel once again.
Begin by talking to the
knight within.",ui\00_message\quest\q60000010.gmd,\quest\q60000010.arc,q60000010.arc,22
0,,"今回の試練、うまくいったんだって？
やっぱりさすがだなぁ！
ウォリアーか、俺もいつかはやってみたいな","Trial went well? You're
as skilled as ever! Makes
me wanna try the warrior life!",ui\00_message\quest\q60000010.gmd,\quest\q60000010.arc,q60000010.arc,23
0,,"また転職したら、いつでも来いよ
っていうかそのうち俺にも、あんた流
戦いのコツとか教えてくれよな","If you change jobs again, come any time.
Actually, teach me your fighting tips
one of these days, will you?",ui\00_message\quest\q60000010.gmd,\quest\q60000010.arc,q60000010.arc,24
0,,"覚者とは試練に臆することなく立ち向かい
その使命を全うする者のことだ",An Arisen faces trials without fear and fulfills their duty,ui\00_message\quest\q60000010.gmd,\quest\q60000010.arc,q60000010.arc,25
0,,"与えられた試練を全てこなせた者のみ
《剛剣の証》を得ることができる","Only those who finish every
given trial can receive
the 《Warrior's Mark.》",ui\00_message\quest\q60000010.gmd,\quest\q60000010.arc,q60000010.arc,26
0,,"各試練のやり方について
わからなければ、今までに得た知識を
確認しながら臨むがいい","If unsure about any trial, review the knowledge you've gained so far",ui\00_message\quest\q60000010.gmd,\quest\q60000010.arc,q60000010.arc,27
0,,"技や動きの参考のため
一人、共闘の兵をつけておこう
課題をこなす中で戦技を身に刻め！","For reference, I'll assign a Pawn to fight alongside you. Master combat skills during the trial!",ui\00_message\quest\q60000010.gmd,\quest\q60000010.arc,q60000010.arc,28
0,,"与えられた試練を全てこなせた者のみ
《剛剣の証》を得ることができる","Only those who finish every
given trial can receive
the 《Warrior's Mark.》",ui\00_message\quest\q60000010.gmd,\quest\q60000010.arc,q60000010.arc,29
0,,"各試練のやり方について
わからなければ今までの得た知識を
確認しながら臨むがいい","If unsure about any trial, review the knowledge you've gained so far",ui\00_message\quest\q60000010.gmd,\quest\q60000010.arc,q60000010.arc,30
0,,"また立ちはだかる魔物が
課題中にすべていなくなったら
再度出直してくるがいい","If all fiends in the trial vanish, return and try again later",ui\00_message\quest\q60000010.gmd,\quest\q60000010.arc,q60000010.arc,31
0,,"さあ、《修練の祠》へ行くんだ
案内人は神殿を出て左手を進めば、崖の上さ","Now, go to the Training Chapel.
The guide is on your left as you 
exit the temple, at the top of the cliff.",ui\00_message\quest\q60000010.gmd,\quest\q60000010.arc,q60000010.arc,32
0,,"《剛剣の証》、よくぞ得た！
ジョブについての理解も、さらに深まったようだな
神殿に戻りレンテンに報告するがいい、覚者よ！","You've obtained the Warrior's Mark! 
Your understanding of the job has deepened.
Return to the temple and
report to Renton, Arisen!",ui\00_message\quest\q60000010.gmd,\quest\q60000010.arc,q60000010.arc,33
0,,<COL ff7575><KCT ATTACK1></COL>でアルケムだ！錬成物質を付着させた敵は、お前への敵意が上がるぞ！,"<COL ff7575><KCT ATTACK1></COL> is Alchemy! 
Foes imbued with alchemical compounds 
will prioritize you as prey!",ui\00_message\quest\q60000011.gmd,\quest\q60000011.arc,q60000011.arc,0
0,,錬成物質のついていない敵を狙うがいい！,"Focus fire on enemies
without alchemical compounds!",ui\00_message\quest\q60000011.gmd,\quest\q60000011.arc,q60000011.arc,1
0,,<COL ff7575><KCT ATTACK2></COL>でクラスターだ！,<COL ff7575><KCT ATTACK2></COL> is Cluster!,ui\00_message\quest\q60000011.gmd,\quest\q60000011.arc,q60000011.arc,2
0,,錬成物質のついていない敵を狙うがいい！,"Focus fire on enemies
without alchemical compounds!",ui\00_message\quest\q60000011.gmd,\quest\q60000011.arc,q60000011.arc,3
0,,錬成物質は錬金術の攻撃媒体にもなる。覚えておくんだ,"Alchemical compounds can also serve
as an offensive medium. Remember this well.",ui\00_message\quest\q60000011.gmd,\quest\q60000011.arc,q60000011.arc,4
0,,アルケムやクラスターで攻撃するほど、錬成物質は多く付着する！それに応じて敵の注意の強さや、解放時の攻撃力が上がるのだ！,"The more you attack with Alchemy or Cluster, 
the more alchemical compounds attach! 
This increases the enemy's aggression level 
and the power of the Release attack!",ui\00_message\quest\q60000011.gmd,\quest\q60000011.arc,q60000011.arc,5
0,,敵が攻撃する瞬間に<COL ff7575><KCT AVOID></COL>でアルケム・フーガだ！,"Now's the time for Alchemical Fuga! 
Dodge with <COL ff7575><KCT AVOID></COL> when the
enemy attacks!",ui\00_message\quest\q60000011.gmd,\quest\q60000011.arc,q60000011.arc,6
0,,敵の攻撃を回避しつつ、錬成物質を放て！,"Dodge enemy attacks while 
unleashing alchemical compounds!",ui\00_message\quest\q60000011.gmd,\quest\q60000011.arc,q60000011.arc,7
0,,アルケムやクラスターで攻撃し、２体以上の敵へ新たに錬成物質を付着させるのだ！,"Attack with Alchemy or Cluster to attach 
alchemical compounds to two or more enemies!",ui\00_message\quest\q60000011.gmd,\quest\q60000011.arc,q60000011.arc,8
0,,敵に付着した錬成物質は放置してると消えるから注意だ,"Applied alchemical compounds
dissipate over time. Act fast!",ui\00_message\quest\q60000011.gmd,\quest\q60000011.arc,q60000011.arc,9
0,,<COL ff7575><KCT SKILL_NORMAL1></COL>でエリクシル！,<COL ff7575><KCT SKILL_NORMAL1></COL> is Elixir!,ui\00_message\quest\q60000011.gmd,\quest\q60000011.arc,q60000011.arc,10
