0,TUTORIAL_STEP_686,"カスタムメイド工房での<COL ffdc78>《武具のリミット解除》</COL>は
下記の２つを揃えることで
何度でも行うことができます

　①★４まで強化された武器や防具
　②素材やリムなどの必要な費用

また、付与される性能は
<COL ffdc78>リミット解除を試すたびに上書きされる</COL>ため
成功時に付与される性能例を
確認しながら行いましょう",,ui\00_message\tutorial_guide\steps\tutorial_guide_step384.gmd,\tguide\tutorial_guide_384.arc,tutorial_guide_384.arc,0
6,syslog_error_tell,<NAME TARGET>にメッセージが送れませんでした,Could not send message to <NAME TARGET>.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,6
7,syslog_error_clan,クランに加入していません,You are not a member of that clan.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,7
8,syslog_error_entryb,エントリーボードに登録していません,You are not registered at the entry board.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,8
9,syslog_error_party_member_0,パーティーメンバーがいません,You have no party members.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,9
10,syslog_friend_request,<NAME TARGET>にフレンド申請をしました,You sent <NAME TARGET> a friend request.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10
11,syslog_friend_requested,<NAME TARGET>からフレンド申請されました,<NAME TARGET> has sent you a friend request.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11
12,syslog_friend_ok,<NAME TARGET>とフレンドになりました,<NAME TARGET> is now your friend.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12
13,syslog_friend_cancel_by_decline,<NAME TARGET>のフレンド申請を断りました,The friend request from <NAME TARGET> was declined.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13
14,syslog_party_request,<NAME TARGET>にパーティー要請しました,Sent <NAME TARGET> a party request.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14
15,syslog_party_requested,<NAME TARGET>にパーティー要請されました,<NAME TARGET> has sent you a party request.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15
16,syslog_party_decline,<NAME TARGET>のパーティー要請を拒否しました,You declined the party request from <NAME TARGET>.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,16
17,syslog_party_declined,<NAME TARGET>へのパーティー要請がキャンセルされました,<NAME TARGET> has declined your party request.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,17
18,syslog_party_takeback,<NAME TARGET>からのパーティー要請が取り消されました,The party request from <NAME TARGET> has been canceled.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,18
19,syslog_party_join_me,<NAME TARGET>のパーティーに加わりました,You joined <NAME TARGET>'s party.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19
20,syslog_party_join_someone,<NAME TARGET>がパーティーに加わりました,<NAME TARGET> has joined the party.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,20
21,syslog_party_join_pawn,<NAME PAWN>がパーティーに加わりました,<NAME PAWN> has joined the party.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,21
22,syslog_party_leave_me,パーティーから抜けました,You have left the party.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,22
23,syslog_party_leave_someone,<NAME TARGET>がパーティーから抜けました,<NAME TARGET> has left the party.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,23
24,syslog_party_leave_pawn,<NAME PAWN>がパーティーから抜けました,<NAME PAWN> has left the party.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,24
25,syslog_status_down_me,<NAME PLAYER>が行動不能になりました,<NAME PLAYER> has been incapacitated.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,25
26,syslog_status_down_someone,<NAME TARGET>が行動不能になりました,<NAME TARGET> has been incapacitated.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,26
27,syslog_status_down_pawn,<NAME PAWN>が行動不能になりました,<NAME PAWN> has been incapacitated.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,27
28,syslog_status_die_me,<NAME PLAYER>が死亡状態になりました,<NAME PLAYER> has died.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,28
29,syslog_status_die_someone,<NAME TARGET>が死亡状態になりました,<NAME TARGET> has died.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,29
30,syslog_status_die_pawn,<NAME PAWN>が死亡状態になりました,<NAME PAWN> has died.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,30
31,syslog_status_resurrection_me,<NAME PLAYER>が復活しました,<NAME PLAYER> has been resurrected.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,31
32,syslog_status_resurrection_someone,<NAME TARGET>が復活しました,<NAME TARGET> has been resurrected.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,32
33,syslog_status_resurrection_pawn,<NAME PAWN>が復活しました,<NAME PAWN> has been resurrected.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,33
34,syslog_favorite_login,<NAME TARGET>がログインしました,<NAME TARGET> has logged in.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,34
35,syslog_pawn_rescue_start,<NAME PAWN>を救出してください,Please rescue <NAME PAWN>.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,35
36,syslog_pawn_rescue_faild,<NAME PAWN>の救出に失敗しました,<NAME PAWN> rescue failed.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,36
37,syslog_pawn_rescue_success,<NAME PAWN>の救出に成功しました。奥に進みポーンを解放しましょう,"<NAME PAWN> was successfully rescued.
Proceed to the end to finish the mission.",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,37
38,syslog_pawn_rescue_resurrection,<NAME PAWN>が復活して待機状態に戻り、再呼び出し可能になりました,"<NAME PAWN> has been rescued
and returned to standby state.",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,38
39,syslog_quest_accept_solo,<NAME QUEST>を受注しました,<NAME QUEST> has been accepted.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,39
40,syslog_quest_accept_party,<NAME TARGET>が<NAME QUEST>を受注しました,<NAME TARGET> has accepted <NAME QUEST>.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,40
41,syslog_quest_discover_solo,<NAME QUEST>を発見しました,<NAME QUEST> has been discovered.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,41
42,syslog_quest_discover_party,<NAME TARGET>が<NAME QUEST>を発見しました,<NAME TARGET> has discovered <NAME QUEST>.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,42
43,syslog_quest_clear,<NAME QUEST>をクリアしました,<NAME QUEST> has been completed.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,43
44,syslog_quest_assist,<NAME QUEST>のクリアをアシストしました,<NAME QUEST> has been completed with your assistance.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,44
45,syslog_quest_happen,<NAME QUEST>に異常事態が発生しました,<NAME QUEST> has updated.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,45
46,syslog_quest_dog_solo,<NAME ITEM>×<VAL>を納品しました,<NAME ITEM> x<VAL> delivered.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,46
47,syslog_quest_dog_party,<NAME TARGET>が<NAME ITEM>×<VAL>を納品しました,<NAME TARGET> delivered <NAME ITEM> x<VAL>.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,47
48,syslog_quest_dog_clear,<NAME ITEM>の納品が完了しました,<NAME ITEM> delivery completed.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,48
49,syslog_quest_order_wait,パーティーリーダーが<NAME QUEST>を受注待ちです,Wait for the party leader to accept <NAME QUEST>.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,49
50,syslog_quest_order,＜<NAME QUEST>＞が受注待ちになりました,"""<NAME QUEST>"" is awaiting acceptance.",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,50
51,syslog_quest_discontinue,進行不可能になったクエストがあります,This quest is not able to progress.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,51
52,syslog_reward_box_limit_notion,"報酬ボックスの報酬件数が残り少なくなっています
古い報酬を失う可能性があります","The reward box is running low on space.
There is a possibility of losing old rewards.",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,52
53,syslog_quest_update,<NAME QUEST>：≪小目的用テキスト≫,<NAME QUEST>：≪小目的用テキスト≫〈syslog_quest_update〉,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,53
54,syslog_quest_dialog,<NAME QUEST>：≪汎用アナウンス用テキスト≫,<NAME QUEST>：≪汎用アナウンス用テキスト≫〈syslog_quest_dialog〉,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,54
55,syslog_quest_partyquest_set,<NAME QUEST>がパーティークエストに設定されました,<NAME QUEST> was set as a party quest.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,55
56,syslog_quest_partyquest_unset,<NAME QUEST>がパーティークエストから外されました,<NAME QUEST> was removed from the party's quests.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,56
57,syslog_quest_ready_start,<NAME TARGET>がイベント準備・パーティー招集を行いました,<NAME TARGET>がイベント準備・パーティー招集を行いました〈syslog_quest_ready_start〉,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,57
58,syslog_quest_ready_ready,<NAME TARGET>が進行準備完了になりました,<NAME TARGET>が進行準備完了になりました〈syslog_quest_ready_ready〉,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,58
59,syslog_quest_meinquest_enable,<NAME QUEST>が受注可能になりました,<NAME QUEST>が受注可能になりました〈syslog_quest_meinquest_enable〉,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,59
60,syslog_quest_stopedquest_enable,進行不能が解除されたクエストがあります,進行不能が解除されたクエストがあります〈syslog_quest_stopedquest_enable〉,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,60
61,syslog_quest_cancel,<NAME QUEST>を破棄しました,<NAME QUEST> has been canceled.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,61
62,syslog_quest_accept_max,クエスト受注数が最大になりました,"Your quest log has reached the
maximum and you cannot accept more.",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,62
63,syslog_areamaster_ap_get,"<NAME AREA>のエリアポイント
<VAL AP>を獲得しました","Area points for <NAME AREA>:
Gained <VAL AP>.",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,63
64,syslog_areamaster_rankup_ready,"<NAME AREA>のエリアランクアップが
可能になりました","Area rank up is now available
for <NAME AREA>.",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,64
65,syslog_areamaster_spot_open,<NAME SPOT>が解放されました,<NAME SPOT> unlocked.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,65
66,syslog_jobmaster_job_get,新ジョブ「<NAME JOB>」への転職が可能になりました,"Job ""<NAME JOB>"" has been unlocked.",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,66
67,syslog_jobmaster_skill_get,「<NAME SKILL> <VAL LV>」へのレベルアップが可能になりました,"""<NAME SKILL> <VAL LV>"" can now be learned.",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,67
68,syslog_jobmaster_order_clear,"ジョブ修練ログ「<VAL>」の課題を達成しました
ジョブマスターに報告するか、ジョブ修練ログを開いてください","Job Training Log challenge ""<VAL>"" achieved.
Report to the Job Master or open
the Job Training Log.",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,68
69,syslog_entryboard_creat,<NAME QUEST>のエントリーボードを作成しました,<NAME QUEST> entry board has been created.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,69
70,syslog_entryboard_entry,<NAME QUEST>にエントリーしました,<NAME QUEST> has been applied for entry.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,70
71,syslog_entryboard_cancel,<NAME QUEST>のエントリーを取り消しました,<NAME QUEST> entry has been canceled.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,71
72,syslog_content_start,<NAME QUEST>を開始しました,<NAME QUEST> has begun.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,72
73,syslog_content_update,<NAME QUEST>：≪小目的テキスト≫,<NAME QUEST>：≪小目的テキスト≫〈syslog_content_update〉,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,73
74,syslog_content_enemy_engage,<EMNM n>が乱入しました,<EMNM n>が乱入しました〈syslog_content_enemy_engage〉,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,74
75,syslog_content_convoy_hp_half,<NAME TARGET>のHPが50％をきりました,<NAME TARGET>のHPが50％をきりました〈syslog_content_convoy_hp_half〉,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,75
76,syslog_content_convoy_hp_little,<NAME TARGET>のHPが瀕死状態です,<NAME TARGET>のHPが瀕死状態です〈syslog_content_convoy_hp_little〉,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,76
77,syslog_content_convoy_hp_zero,<NAME TARGET>が倒れました,<NAME TARGET>が倒れました〈syslog_content_convoy_hp_zero〉,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,77
78,syslog_content_pawn_rescure_success,<NAME TARGET>(共闘ポーン名)の援護に成功しました,<NAME TARGET>(共闘ポーン名)の援護に成功しました〈syslog_content_pawn_rescure_success〉,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,78
79,syslog_content_pawn_add_reward,セカンドポーンの恩恵により<NAME QUEST>に報酬が追加されました,セカンドポーンの恩恵により<NAME QUEST>に報酬が追加されました〈syslog_content_pawn_add_reward〉,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,79
80,syslog_content_pawn_get_pawn,セカンドポーンが仲間に加わりました,セカンドポーンが仲間に加わりました〈syslog_content_pawn_get_pawn〉,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,80
81,syslog_content_boss_beat,<EMNM n>を退けました,<EMNM n>を退けました〈syslog_content_boss_beat〉,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,81
82,syslog_content_boss_defeat,<EMNM n>を討伐しました,<EMNM n>を討伐しました〈syslog_content_boss_defeat〉,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,82
83,syslog_content_end_by_clear,<NAME QUEST>をクリアにより終了します,<NAME QUEST> has been cleared.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,83
84,syslog_content_end_by_escape,<NAME QUEST>を離脱により終了します,<NAME QUEST> ended by leaving.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,84
85,syslog_content_end_by_friends_down,<NAME QUEST>を<NAME TARGET>が倒れたため、終了します,<NAME QUEST>を<NAME TARGET>が倒れたため、終了します〈syslog_content_end_by_friends_down〉,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,85
86,syslog_content_end_by_timeup,<NAME QUEST>をタイムアップにより終了します,<NAME QUEST> ended due to the time limit.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,86
87,syslog_content_anounce_prepare,<NAME QUEST>が準備期間中です,<NAME QUEST>が準備期間中です〈syslog_content_anounce_prepare〉,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,87
88,syslog_content_anounce_hold,<NAME QUEST>が開催期間中です,<NAME QUEST>が開催期間中です〈syslog_content_anounce_hold〉,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,88
89,syslog_content_anounce_calcurate,<NAME QUEST>が集計期間中です,<NAME QUEST>が集計期間中です〈syslog_content_anounce_calcurate〉,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,89
90,syslog_content_anounce_reward,<NAME QUEST>が報酬受取期間中です,<NAME QUEST> has a reward available to claim.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,90
91,syslog_content_reward_get_boarder,<NAME QUEST>の累計スコア報酬が保管ボックスに入りました,<NAME QUEST> total score reward has been placed into the storage box.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,91
92,syslog_content_reward_get_ranked,<NAME QUEST>のランキング報酬が保管ボックスに入りました,<NAME QUEST> ranking reward has been placed into the storage box.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,92
93,syslog_pawnrestore_start,<NAME PAWN>を救出せよ,<NAME PAWN> rescue started.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,93
94,syslog_pawnrestore_success,<NAME PAWN>の救出に成功しました,<NAME PAWN> rescue suceeded.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,94
95,syslog_pawnrestore_failure,<NAME PAWN>の救出に失敗しました,<NAME PAWN> rescue failed.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,95
96,syslog_pawnrestore_restore,<NAME PAWN>が復活しました,<NAME PAWN> has been resurrected.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,96
97,syslog_craft_consume_item,<NAME ITEM>を<VAL>個、消費しました,<NAME ITEM> x<VAL> consumed.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,97
98,syslog_craft_consume_gold,<VAL GOLD>を消費しました,<VAL GOLD> spent.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,98
99,syslog_craft_start,<NAME PAWN>が<NAME ITEM>の生産を開始しました,<NAME PAWN> has begun crafting <NAME ITEM>.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,99
100,syslog_craft_recieve,<NAME ITEM>を受け取りました,<NAME ITEM> has been received from crafting.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,100
101,syslog_craft_exp_get,<NAME PAWN>がクラフト経験値<VAL XP>を取得しました,<NAME PAWN> has gained <VAL XP> for crafting.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,101
102,syslog_craft_sophistcate,<NAME ITEM>がグレードアップしました,<NAME ITEM> has been enhanced.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,102
103,syslog_craft_crest_break,クレストを破壊しました,The crest has been broken.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,103
104,syslog_craft_levelup,<NAME PAWN>のクラフトレベルが<VAL>になりました,<NAME PAWN> has reached craft level <VAL>.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,104
105,syslog_craft_complete,クラフトが完成しました,Crafting has completed.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,105
106,syslog_om_door_open_by_key,<NAME TARGET>は鍵を使って扉を開けた,<NAME TARGET> has opened the door using a key.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,106
107,syslog_om_door_open_by_enemy,閉ざされていた道が開けた,A path that was closed is now open.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,107
108,syslog_om_door_open_by_gimmik,仕掛けにより扉が開いた,The door has been opened by the gimmick.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,108
109,syslog_om_rock_remove,岩壁が爆破された,Rock wall has been blown open.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,109
110,syslog_om_rock_fall,鍾乳石が落下した！,Stalactite has fallen!,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,110
111,syslog_om_trap,天井の罠が発動した！,Ceiling trap has been activated!,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,111
112,syslog_om_warp,<NAME TARGET>はリム転移した,<NAME TARGET> has teleported through the rift.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,112
113,syslog_om_crank,<NAME TARGET>はレバーを動かした,<NAME TARGET> has moved the lever.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,113
114,syslog_om_gimmik,仕掛けが作動した,Gimmick has been activated.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,114
115,syslog_om_waterfall,滝の流れが止まった,The waterfall's flow has stopped.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,115
116,syslog_om_treasure_trap,宝箱のトラップが発動した！,The treasure chest's trap has been triggered!,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,116
117,syslog_om_treasure_untrap,<NAME TARGET>は宝箱のトラップを解除した,<NAME TARGET> has released the treasure chest's trap.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,117
118,syslog_achieve_open,<NAME ACHIEVE>を解放しました,<NAME ACHIEVE> is now available.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,118
119,syslog_achieve_unlock,アチーブメント報酬を獲得しました！,Obtained an achievement reward!,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,119
120,syslog_tutorial_open,<NAME TUTORIAL>がチュートリアルガイドに追加されました,<NAME TUTORIAL> has been added to the tutorial guide.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,120
121,syslog_map_freemarker_on,マップにフリーマーカーを記入しました,Place the free marker on the map.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,121
122,syslog_map_freemarker_off,マップのフリーマーカーを消去しました,You erased the free marker from the map.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,122
123,syslog_map_freemarker_described,<NAME TARGET>がマップにフリーマーカーを記入しました,<NAME TARGET> has placed a free marker on the map.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,123
124,syslog_map_freemarker_removed,<NAME TARGET>がマップのフリーマーカーを消去しました,<NAME TARGET> has erased the free marker from the map.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,124
125,syslog_levelup_job_me,<NAME PLAYER>が<VAL LV>になりました,<NAME PLAYER> has reached <VAL LV>.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,125
126,syslog_levelup_job_someone,<NAME TARGET>が<VAL LV>になりました,<NAME TARGET> has reached <VAL LV>.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,126
127,syslog_levelup_job_pawn,<NAME PAWN>が<VAL LV>になりました,<NAME PAWN> has reached <VAL LV>.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,127
128,syslog_money_get,<VAL G>を入手しました,<VAL G> obtained.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,128
129,syslog_rim_get,<VAL R>を入手しました,<VAL R> obtained.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,129
130,syslog_bo_get,<VAL BO>を入手しました,<VAL BO> obtained.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,130
131,syslog_bless_get,復活力 が回復しました,Revival power recovered.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,131
132,syslog_item_consume,<NAME ITEM>を<VAL>個、使用しました,<NAME ITEM> x<VAL> used.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,132
133,syslog_item_get,<NAME ITEM>を<VAL>個、獲得しました,<NAME ITEM> x<VAL> obtained.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,133
134,syslog_bazaar_put,バザーに<NAME ITEM>を出品しました,<NAME ITEM> has been exhibited in the bazaar.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,134
135,syslog_bazaar_reput,バザーに<NAME ITEM>を再出品しました,<NAME ITEM> has been re-exhibited in the bazaar.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,135
136,syslog_bazaar_cancel,バザーに出品中の<NAME ITEM>を取り消しました,<NAME ITEM> has been withdrawn from the bazaar.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,136
137,syslog_bazaar_sell,バザーに出品中の<NAME ITEM>が取引成立しました,<NAME ITEM> has sold on the bazaar.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,137
138,syslog_item_lost,<NAME ITEM>を<VAL>個、失いました,<NAME ITEM> x<VAL> was lost.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,138
139,syslog_item_fortify,<NAME ITEM>を強化しました,<NAME ITEM> has been enhanced.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,139
140,syslog_item_sold,<NAME ITEM>を<VAL>個、売却しました,<NAME ITEM> x<VAL> was sold.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,140
141,system_chat_renzoku,同一のテキストは連続して発言できません,Please wait a moment before speaking again.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,141
142,syslog_item_error,アイテムの処理に失敗しました,Item failed to process.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,142
143,syslog_chatmacro_error,そのコマンドは実行できません,Command failed to execute.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,143
144,syslog_clan_create,クランを作成しました,The clan has been created.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,144
145,syslog_clan_invite,<NAME TARGET>からクランへの招待があります,<NAME TARGET> has been invited to the clan.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,145
