"0","","さて、次はいよいよ
第二防衛区画の攻略を始めるとしよう！","さて、次はいよいよ
第二防衛区画の攻略を始めるとしよう！","ui\00_message\quest\q10310601.gmd","\quest\q10310601.arc","q10310601.arc","87"
"0","","だから、昼は<NPC 681>の元で
《潜入調査》をしてもらいたい
危険な任務だが、受けてくれるか？","だから、昼は<NPC 681>の元で
《潜入調査》をしてもらいたい
危険な任務だが、受けてくれるか？","ui\00_message\quest\q10320200.gmd","\quest\q10320200.arc","q10320200.arc","3"
"0","","よし、《潜入調査》を引き受けてくれるか
感謝する","よし、《潜入調査》を引き受けてくれるか
感謝する","ui\00_message\quest\q10320200.gmd","\quest\q10320200.arc","q10320200.arc","4"
"0","","衆人環視の中で、いきなり戦闘を
仕掛けてくることはないと思うが――
備えておくに越したことはないだろう","衆人環視の中で、いきなり戦闘を
仕掛けてくることはないと思うが――
備えておくに越したことはないだろう","ui\00_message\quest\q10320200.gmd","\quest\q10320200.arc","q10320200.arc","5"
"0","","準備ができたら、声をかけてくれ","準備ができたら、声をかけてくれ","ui\00_message\quest\q10320200.gmd","\quest\q10320200.arc","q10320200.arc","6"
"0","","さて、それでは――
昼の《潜入調査》を開始するか？","さて、それでは――
昼の《潜入調査》を開始するか？","ui\00_message\quest\q10320200.gmd","\quest\q10320200.arc","q10320200.arc","7"
"0","","はい","Yes","ui\00_message\quest\q10320200.gmd","\quest\q10320200.arc","q10320200.arc","8"
"0","","いいえ","No","ui\00_message\quest\q10320200.gmd","\quest\q10320200.arc","q10320200.arc","9"
"0","","よし、分かった
ならば<STG 473>までの近道を教えよう
それから、これは大事なことだが――","よし、分かった
ならば<STG 473>までの近道を教えよう
それから、これは大事なことだが――","ui\00_message\quest\q10320200.gmd","\quest\q10320200.arc","q10320200.arc","10"
"0","","この任務中に<COL ff2600>《リム転移》を行うと
任務領域範囲外へ出たことになり、任務は失敗する </COL>
目立つ行動は避ける必要があるんだ――
気を付けてくれ ","この任務中に<COL ff2600>《リム転移》を行うと
任務領域範囲外へ出たことになり、任務は失敗する </COL>
目立つ行動は避ける必要があるんだ――
気を付けてくれ ","ui\00_message\quest\q10320200.gmd","\quest\q10320200.arc","q10320200.arc","11"
"0","","だが、<COL ff2600>任務を中断したいときは例外だ
覚者の力を使って、自力で帰ってきてくれ
</COL>俺には導いてやることができないからな","だが、<COL ff2600>任務を中断したいときは例外だ
覚者の力を使って、自力で帰ってきてくれ
</COL>俺には導いてやることができないからな","ui\00_message\quest\q10320200.gmd","\quest\q10320200.arc","q10320200.arc","12"
"0","","ヤツはにこやかな顔をして
何を仕掛けてくるか分からん
準備は念入りにな","ヤツはにこやかな顔をして
何を仕掛けてくるか分からん
準備は念入りにな","ui\00_message\quest\q10320200.gmd","\quest\q10320200.arc","q10320200.arc","13"
"0","","おお、覚者どの！
ご無事でしたか――いやはや、さすが
心配するまでもなかったですな","おお、覚者どの！
ご無事でしたか――いやはや、さすが
心配するまでもなかったですな","ui\00_message\quest\q10320200.gmd","\quest\q10320200.arc","q10320200.arc","14"
"0","","まだこの辺りにオークの残党が残っていたようで
どうも、我が侯爵家を盾に取り
メガドの再支配を目論んでいたようでした","まだこの辺りにオークの残党が残っていたようで
どうも、我が侯爵家を盾に取り
メガドの再支配を目論んでいたようでした","ui\00_message\quest\q10320200.gmd","\quest\q10320200.arc","q10320200.arc","15"
"0","","まさか覚者殿をお招きした時にこのような
大変な事態が起きてしまうとは、許されざる失態
――大変に申し訳ない
許して欲しいとは申せません","まさか覚者殿をお招きした時にこのような
大変な事態が起きてしまうとは、許されざる失態
――大変に申し訳ない
許して欲しいとは申せません","ui\00_message\quest\q10320200.gmd","\quest\q10320200.arc","q10320200.arc","16"
"0","","お詫びをさせていただきたいところなのですが
実は――昨晩の襲撃の影響で
何人もの使用人に暇を願い出られたうえ
家財の被害も大きくてんやわんやなのです","お詫びをさせていただきたいところなのですが
実は――昨晩の襲撃の影響で
何人もの使用人に暇を願い出られたうえ
家財の被害も大きくてんやわんやなのです","ui\00_message\quest\q10320200.gmd","\quest\q10320200.arc","q10320200.arc","17"
"0","","民を治めなければならぬ立場の者が
我が屋敷1つ治められぬとは――
いやはや、不甲斐ないばかりです","民を治めなければならぬ立場の者が
我が屋敷1つ治められぬとは――
いやはや、不甲斐ないばかりです","ui\00_message\quest\q10320200.gmd","\quest\q10320200.arc","q10320200.arc","18"
"0","","助力を申し出る","Offer assistance","ui\00_message\quest\q10320200.gmd","\quest\q10320200.arc","q10320200.arc","19"
"0","","何もしない","Do nothing","ui\00_message\quest\q10320200.gmd","\quest\q10320200.arc","q10320200.arc","20"
"0","","――なんと！
この至らぬ私に
手を差し伸べてくださると！？","――なんと！
この至らぬ私に
手を差し伸べてくださると！？","ui\00_message\quest\q10320200.gmd","\quest\q10320200.arc","q10320200.arc","21"
"0","","なんと慈悲深きお方なのでしょう――
噂通り、いえそれ以上ですな
貴方様がお手伝いくださるとなれば
屋敷の者たちも大喜びしますよ","なんと慈悲深きお方なのでしょう――
噂通り、いえそれ以上ですな
貴方様がお手伝いくださるとなれば
屋敷の者たちも大喜びしますよ","ui\00_message\quest\q10320200.gmd","\quest\q10320200.arc","q10320200.arc","22"
"0","","それでは、早速ですが
オークどもに破壊された家具など――
これらの修繕に必要な資材と
職人の調達をお願いできますかな？","それでは、早速ですが
オークどもに破壊された家具など――
これらの修繕に必要な資材と
職人の調達をお願いできますかな？","ui\00_message\quest\q10320200.gmd","\quest\q10320200.arc","q10320200.arc","23"
"0","","資材の手配は＜<NPC 4775>＞に
職人の手配は＜<NPC 3274>＞に
申し付けてあります","資材の手配は＜<NPC 4775>＞に
職人の手配は＜<NPC 3274>＞に
申し付けてあります","ui\00_message\quest\q10320200.gmd","\quest\q10320200.arc","q10320200.arc","24"
"0","","彼らの元へ向かい、手伝って
やってきてはいただけませんかな？","彼らの元へ向かい、手伝って
やってきてはいただけませんかな？","ui\00_message\quest\q10320200.gmd","\quest\q10320200.arc","q10320200.arc","25"
"0","","おや覚者さま、いらっしゃいませ！
何かお求めでしょうか？","おや覚者さま、いらっしゃいませ！
何かお求めでしょうか？","ui\00_message\quest\q10320200.gmd","\quest\q10320200.arc","q10320200.arc","26"
"0","","――おお、なんと
覚者さまも侯爵さまに
ご協力なさっているのですね！","――おお、なんと
覚者さまも侯爵さまに
ご協力なさっているのですね！","ui\00_message\quest\q10320200.gmd","\quest\q10320200.arc","q10320200.arc","27"
"0","","それでは、侯爵さまにご注文いただいた
資材の配達をお願いいたします","それでは、侯爵さまにご注文いただいた
資材の配達をお願いいたします","ui\00_message\quest\q10320200.gmd","\quest\q10320200.arc","q10320200.arc","28"
"0","","用意した資材は裏通りの方に
置き場を作ってあるんです
実は、大きな声では言えないのですが――","用意した資材は裏通りの方に
置き場を作ってあるんです
実は、大きな声では言えないのですが――","ui\00_message\quest\q10320200.gmd","\quest\q10320200.arc","q10320200.arc","29"
"0","","あの辺りはあまり治安が良くなくて
店の者も近寄りたがらず、困っていたのです
――でも、このアッカーに敵なしの覚者さまを
狙う者などいるはずがございません！","あの辺りはあまり治安が良くなくて
店の者も近寄りたがらず、困っていたのです
――でも、このアッカーに敵なしの覚者さまを
狙う者などいるはずがございません！","ui\00_message\quest\q10320200.gmd","\quest\q10320200.arc","q10320200.arc","30"
"0","","という訳で――
すみませんが、資材を取りに行くところから
頼まれていただけないでしょうか","という訳で――
すみませんが、資材を取りに行くところから
頼まれていただけないでしょうか","ui\00_message\quest\q10320200.gmd","\quest\q10320200.arc","q10320200.arc","31"
"0","","用意した資材は裏通りの方に
置き場を作ってあるんです
実は、大きな声では言えないのですが――","用意した資材は裏通りの方に
置き場を作ってあるんです
実は、大きな声では言えないのですが――","ui\00_message\quest\q10320200.gmd","\quest\q10320200.arc","q10320200.arc","32"
"0","","あの辺りはあまり治安が良くなくて
店の者も近寄りたがらず、困っていたのです
――でも、このアッカーに敵なしの覚者さまを
狙う者などいるはずがございません！","あの辺りはあまり治安が良くなくて
店の者も近寄りたがらず、困っていたのです
――でも、このアッカーに敵なしの覚者さまを
狙う者などいるはずがございません！","ui\00_message\quest\q10320200.gmd","\quest\q10320200.arc","q10320200.arc","33"
"0","","という訳で――
すみませんが、資材を取りに行くところから
頼まれていただけないでしょうか","という訳で――
すみませんが、資材を取りに行くところから
頼まれていただけないでしょうか","ui\00_message\quest\q10320200.gmd","\quest\q10320200.arc","q10320200.arc","34"
"0","","おお、あんたか！
武具の強化にきたのか？","おお、あんたか！
武具の強化にきたのか？","ui\00_message\quest\q10320200.gmd","\quest\q10320200.arc","q10320200.arc","35"
"0","","――あぁ、クルト侯爵の手伝いをしとるのか！
精が出るのぉ！
こちらも、集めた職人はもう全員
侯爵邸へ向かわせたぞ！","――あぁ、クルト侯爵の手伝いをしとるのか！
精が出るのぉ！
こちらも、集めた職人はもう全員
侯爵邸へ向かわせたぞ！","ui\00_message\quest\q10320200.gmd","\quest\q10320200.arc","q10320200.arc","36"
"0","","ただな、うっかり者が一人おって
前の仕事現場に “ノミ” を
忘れたそうなんだ
あれがなければ完璧な仕事はできん――","ただな、うっかり者が一人おって
前の仕事現場に “ノミ” を
忘れたそうなんだ
あれがなければ完璧な仕事はできん――","ui\00_message\quest\q10320200.gmd","\quest\q10320200.arc","q10320200.arc","37"
"0","","しかも、忘れた場所がよりにもよって
ゴロツキの多い危険な辺りでな――
一人では取りに戻れんらしい","しかも、忘れた場所がよりにもよって
ゴロツキの多い危険な辺りでな――
一人では取りに戻れんらしい","ui\00_message\quest\q10320200.gmd","\quest\q10320200.arc","q10320200.arc","38"
"0","","あんたには手間をかけて悪いが
侯爵の屋敷へ戻るついでに
ノミを回収してきてくれんか？","あんたには手間をかけて悪いが
侯爵の屋敷へ戻るついでに
ノミを回収してきてくれんか？","ui\00_message\quest\q10320200.gmd","\quest\q10320200.arc","q10320200.arc","39"
"0","","あんたには手間をかけて悪いが
侯爵の屋敷へ戻るついでに
ノミを回収してきてくれんか？","あんたには手間をかけて悪いが
侯爵の屋敷へ戻るついでに
ノミを回収してきてくれんか？","ui\00_message\quest\q10320200.gmd","\quest\q10320200.arc","q10320200.arc","40"
"0","","メガドがオークに占領されている間
我々が少しでも生き永らえるよう、オークと
交渉してくださったのは<NPC 681>様
我々は少しでも恩返しせねばならん","メガドがオークに占領されている間
我々が少しでも生き永らえるよう、オークと
交渉してくださったのは<NPC 681>様
我々は少しでも恩返しせねばならん","ui\00_message\quest\q10320200.gmd","\quest\q10320200.arc","q10320200.arc","41"
"0","","仕事ができない職人を侯爵の元に
派遣する訳にはいかんのだ
屋敷へ報告に戻るついでで良い――頼んだぞ","仕事ができない職人を侯爵の元に
派遣する訳にはいかんのだ
屋敷へ報告に戻るついでで良い――頼んだぞ","ui\00_message\quest\q10320200.gmd","\quest\q10320200.arc","q10320200.arc","42"
"0","","――<NPC 681>さまはクルト家のご当主
王家から執政を一任されている","――<NPC 681>さまはクルト家のご当主
王家から執政を一任されている","ui\00_message\quest\q10320200.gmd","\quest\q10320200.arc","q10320200.arc","43"
"0","","メガドがオークに占領されている間
我々が少しでも生き永らえるよう
危険も顧みず
取り計らってくださったのじゃ","メガドがオークに占領されている間
我々が少しでも生き永らえるよう
危険も顧みず
取り計らってくださったのじゃ","ui\00_message\quest\q10320200.gmd","\quest\q10320200.arc","q10320200.arc","44"
"0","","我々は少しでも恩返しせねばならん
――侯爵様にもよろしくお伝えしとくれ","我々は少しでも恩返しせねばならん
――侯爵様にもよろしくお伝えしとくれ","ui\00_message\quest\q10320200.gmd","\quest\q10320200.arc","q10320200.arc","45"
"0","","あなた、メフィスさんの知り合いでしょ
僕らの縄張りに何しに来たの？","あなた、メフィスさんの知り合いでしょ
僕らの縄張りに何しに来たの？","ui\00_message\quest\q10320200.gmd","\quest\q10320200.arc","q10320200.arc","46"
"0","","――あぁ、この邪魔なガラクタを
取りに来てくれたんだね
たまにこうやって物置代わりにされるから
迷惑してるのさ","――あぁ、この邪魔なガラクタを
取りに来てくれたんだね
たまにこうやって物置代わりにされるから
迷惑してるのさ","ui\00_message\quest\q10320200.gmd","\quest\q10320200.arc","q10320200.arc","47"
"0","","だから僕たちは毎日、こうして
みんなで手分けして、縄張り内を見張ってるんだ
――この辺りは、みんな僕らの縄張りだよ","だから僕たちは毎日、こうして
みんなで手分けして、縄張り内を見張ってるんだ
――この辺りは、みんな僕らの縄張りだよ","ui\00_message\quest\q10320200.gmd","\quest\q10320200.arc","q10320200.arc","48"
"0","","僕らの縄張りで起こったことで
何か知りたいことがあるなら、何でも聞いてよ
夜なら仲間たちも集まってるからさ","僕らの縄張りで起こったことで
何か知りたいことがあるなら、何でも聞いてよ
夜なら仲間たちも集まってるからさ","ui\00_message\quest\q10320200.gmd","\quest\q10320200.arc","q10320200.arc","49"
"0","","――<NPC 691>？
さすがに名前ではわからないけど
怪しい奴を見た、って僕の仲間が言ってたなぁ","――<NPC 691>？
さすがに名前ではわからないけど
怪しい奴を見た、って僕の仲間が言ってたなぁ","ui\00_message\quest\q10320200.gmd","\quest\q10320200.arc","q10320200.arc","50"
"0","","彼なら夜、ここに集まる予定だから
その時にまたおいでよ","彼なら夜、ここに集まる予定だから
その時にまたおいでよ","ui\00_message\quest\q10320200.gmd","\quest\q10320200.arc","q10320200.arc","51"
"0","","さぁ早く、その邪魔なガラクタを持っていってよ
そこは僕らの寝床なんだ","さぁ早く、その邪魔なガラクタを持っていってよ
そこは僕らの寝床なんだ","ui\00_message\quest\q10320200.gmd","\quest\q10320200.arc","q10320200.arc","52"
"0","","――<NPC 691>？
誰だか知らないけど、何か知りたいことが
あるのならまた夜に来てよ","――<NPC 691>？
誰だか知らないけど、何か知りたいことが
あるのならまた夜に来てよ","ui\00_message\quest\q10320200.gmd","\quest\q10320200.arc","q10320200.arc","53"
"0","","夜になったら、仲間たちが集まるから
そこで聞いてみるといいよ","夜になったら、仲間たちが集まるから
そこで聞いてみるといいよ","ui\00_message\quest\q10320200.gmd","\quest\q10320200.arc","q10320200.arc","54"
"0","","この子は何か知っていそうだ！
《諜報活動》中に立ち寄ってみようか――","この子は何か知っていそうだ！
《諜報活動》中に立ち寄ってみようか――","ui\00_message\quest\q10320200.gmd","\quest\q10320200.arc","q10320200.arc","55"
"0","","――なるほど
覚者殿のお力で、資材も職人も
無事に集まりそうですな","――なるほど
覚者殿のお力で、資材も職人も
無事に集まりそうですな","ui\00_message\quest\q10320200.gmd","\quest\q10320200.arc","q10320200.arc","56"
"0","","なんとお礼をしたら良いものか！
やはり覚者殿にお願いして正解でした
――ところで","なんとお礼をしたら良いものか！
やはり覚者殿にお願いして正解でした
――ところで","ui\00_message\quest\q10320200.gmd","\quest\q10320200.arc","q10320200.arc","57"
"0","","道中、誤って覚者殿を襲った者達ですが
彼らは《憲兵隊》と言いまして
私が個人的に所有する治安維持部隊です","道中、誤って覚者殿を襲った者達ですが
彼らは《憲兵隊》と言いまして
私が個人的に所有する治安維持部隊です","ui\00_message\quest\q10320200.gmd","\quest\q10320200.arc","q10320200.arc","58"
"0","","彼らが働いた酷い無礼については――
――厳しい処罰を与えておきます
客人に刃を向けるとは許せませんな
失敬にもほどがある","彼らが働いた酷い無礼については――
――厳しい処罰を与えておきます
客人に刃を向けるとは許せませんな
失敬にもほどがある","ui\00_message\quest\q10320200.gmd","\quest\q10320200.arc","q10320200.arc","59"
"0","","――――
さて覚者殿、もしよろしければ
これからも我が執政業務の手伝いを
お願いできませんかな？","――――
さて覚者殿、もしよろしければ
これからも我が執政業務の手伝いを
お願いできませんかな？","ui\00_message\quest\q10320200.gmd","\quest\q10320200.arc","q10320200.arc","60"
"0","","オークから奪い返したばかりのこの街
――まだまだ多くの混乱が残ります
ぜひ、ご一考くださいませ","オークから奪い返したばかりのこの街
――まだまだ多くの混乱が残ります
ぜひ、ご一考くださいませ","ui\00_message\quest\q10320200.gmd","\quest\q10320200.arc","q10320200.arc","61"
"0","","――おっと
引き止めてしまい申し訳ない
お帰りならばお送りいたしましょう","――おっと
引き止めてしまい申し訳ない
お帰りならばお送りいたしましょう","ui\00_message\quest\q10320200.gmd","\quest\q10320200.arc","q10320200.arc","62"
"0","","――――――","――――――","ui\00_message\quest\q10320200.gmd","\quest\q10320200.arc","q10320200.arc","63"
"0","","エニス、エニス！
お客人がお帰りだ！
――送迎の用意を！！","エニス、エニス！
お客人がお帰りだ！
――送迎の用意を！！","ui\00_message\quest\q10320200.gmd","\quest\q10320200.arc","q10320200.arc","64"
"0","","――――","――――","ui\00_message\quest\q10320200.gmd","\quest\q10320200.arc","q10320200.arc","65"
"0","","――――
――","――――
――","ui\00_message\quest\q10320200.gmd","\quest\q10320200.arc","q10320200.arc","66"
"0","","まんまと<NPC 681>の懐に
潜入できたという訳か
一日目にしては上出来だ","まんまと<NPC 681>の懐に
潜入できたという訳か
一日目にしては上出来だ","ui\00_message\quest\q10320200.gmd","\quest\q10320200.arc","q10320200.arc","67"
"0","","しかし《憲兵隊》――
覚者にまで刃を向けるとはな
しつけのなっていないイヌは厄介だ
これからも、障害となる可能性は高いな","しかし《憲兵隊》――
覚者にまで刃を向けるとはな
しつけのなっていないイヌは厄介だ
これからも、障害となる可能性は高いな","ui\00_message\quest\q10320200.gmd","\quest\q10320200.arc","q10320200.arc","68"
"0","","よし、引き続き<NPC 681>の元で
情報を集め続けてくれ","よし、引き続き<NPC 681>の元で
情報を集め続けてくれ","ui\00_message\quest\q10320200.gmd","\quest\q10320200.arc","q10320200.arc","69"
"0","","――くれぐれも
レジスタンスのことは口外するなよ","――くれぐれも
レジスタンスのことは口外するなよ","ui\00_message\quest\q10320200.gmd","\quest\q10320200.arc","q10320200.arc","70"
"0","","探している資材を発見した！","探している資材を発見した！","ui\00_message\examine_message\quest\quest_examine_q10320200.gmd","\quest\q10320200.arc","q10320200.arc","0"
"0","","探している忘れ物を発見した！","探している忘れ物を発見した！","ui\00_message\examine_message\quest\quest_examine_q10320200.gmd","\quest\q10320200.arc","q10320200.arc","1"
"0","q10320200_00_49","【潜入調査】潜入の腕慣らし","Undercover: Skill Warm-Up","ui\00_message\quest_info\q10320200_00.gmd","\quest\q10320200.arc","q10320200.arc","0"
"1","q10320200_00_49","<NPC 681>の元で任務をこなし
潜入調査を行う","<NPC 681>の元で任務をこなし
潜入調査を行う","ui\00_message\quest_info\q10320200_00.gmd","\quest\q10320200.arc","q10320200.arc","1"
"2","q10320200_00_4388","準備ができたらメフィスに話しかける","When ready speak with Mephis","ui\00_message\quest_info\q10320200_00.gmd","\quest\q10320200.arc","q10320200.arc","2"
"3","q10320200_00_4389","<NPC 681>に話しかける","Speak with <NPC 681>","ui\00_message\quest_info\q10320200_00.gmd","\quest\q10320200.arc","q10320200.arc","3"
"4","q10320200_00_4390","エルドアンを訪ねる","Visit Erudoan","ui\00_message\quest_info\q10320200_00.gmd","\quest\q10320200.arc","q10320200.arc","4"
"5","q10320200_00_4391","資材を探す","Search for materials","ui\00_message\quest_info\q10320200_00.gmd","\quest\q10320200.arc","q10320200.arc","5"
"6","q10320200_00_4392","改めて資材を回収する","改めて資材を回収する","ui\00_message\quest_info\q10320200_00.gmd","\quest\q10320200.arc","q10320200.arc","6"
"7","q10320200_00_4394","次はスレイマンを訪ねる","Visit Suleiman next","ui\00_message\quest_info\q10320200_00.gmd","\quest\q10320200.arc","q10320200.arc","7"
"8","q10320200_00_4395","職人の忘れ物を探す","職人の忘れ物を探す","ui\00_message\quest_info\q10320200_00.gmd","\quest\q10320200.arc","q10320200.arc","8"
"9","q10320200_00_4396","襲撃してきた敵を討伐する","Defeat the attacking enemy","ui\00_message\quest_info\q10320200_00.gmd","\quest\q10320200.arc","q10320200.arc","9"
"10","q10320200_00_4399","<NPC 681>に報告する","Report to <NPC 681>","ui\00_message\quest_info\q10320200_00.gmd","\quest\q10320200.arc","q10320200.arc","10"
"11","q10320200_00_4400","メフィスに報告する","Report to Mephis","ui\00_message\quest_info\q10320200_00.gmd","\quest\q10320200.arc","q10320200.arc","11"
"0","","今日も引き続き、<NPC 681>の元へ
《潜入調査》を頼む","今日も引き続き、<NPC 681>の元へ
《潜入調査》を頼む","ui\00_message\quest\q10320201.gmd","\quest\q10320201.arc","q10320201.arc","0"
"0","","ヤツはお前を信頼しているような面をしているが
腹の底では邪魔だと思っていることを忘れるな
特に、憲兵には用心しろ――","ヤツはお前を信頼しているような面をしているが
腹の底では邪魔だと思っていることを忘れるな
特に、憲兵には用心しろ――","ui\00_message\quest\q10320201.gmd","\quest\q10320201.arc","q10320201.arc","1"
"0","","準備ができたら、声をかけてくれ","準備ができたら、声をかけてくれ","ui\00_message\quest\q10320201.gmd","\quest\q10320201.arc","q10320201.arc","2"
"0","","さて、それじゃ――
昼の《潜入調査》を開始するか？","さて、それじゃ――
昼の《潜入調査》を開始するか？","ui\00_message\quest\q10320201.gmd","\quest\q10320201.arc","q10320201.arc","3"
"0","","はい","Yes","ui\00_message\quest\q10320201.gmd","\quest\q10320201.arc","q10320201.arc","4"
"0","","いいえ","No","ui\00_message\quest\q10320201.gmd","\quest\q10320201.arc","q10320201.arc","5"
"0","","十分な準備をしておけ
場合によっては戦闘の可能性もある","十分な準備をしておけ
場合によっては戦闘の可能性もある","ui\00_message\quest\q10320201.gmd","\quest\q10320201.arc","q10320201.arc","6"
"0","","よし、分かった
<STG 473>までの近道を教えてやろう
それから、これは大事なことだが――","よし、分かった
<STG 473>までの近道を教えてやろう
それから、これは大事なことだが――","ui\00_message\quest\q10320201.gmd","\quest\q10320201.arc","q10320201.arc","7"
"0","","この任務中に<COL ff2600>《リム転移》を行うと
任務領域範囲外へ出たことになり、任務は失敗する </COL>
目立つ行動は避ける必要があるんだ――
気を付けてくれ ","この任務中に<COL ff2600>《リム転移》を行うと
任務領域範囲外へ出たことになり、任務は失敗する </COL>
目立つ行動は避ける必要があるんだ――
気を付けてくれ ","ui\00_message\quest\q10320201.gmd","\quest\q10320201.arc","q10320201.arc","8"
"0","","だが、<COL ff2600>任務を中断したいときは例外だ
覚者の力を使って、自力で帰ってきてくれ
</COL>俺には導いてやることができないからな","だが、<COL ff2600>任務を中断したいときは例外だ
覚者の力を使って、自力で帰ってきてくれ
</COL>俺には導いてやることができないからな","ui\00_message\quest\q10320201.gmd","\quest\q10320201.arc","q10320201.arc","9"
"0","","これはこれは覚者殿！","これはこれは覚者殿！","ui\00_message\quest\q10320201.gmd","\quest\q10320201.arc","q10320201.arc","10"
"0","","また来てくださったということは
執政業務の手伝いの件、引き受けて
くださるということでよろしいかな？","また来てくださったということは
執政業務の手伝いの件、引き受けて
くださるということでよろしいかな？","ui\00_message\quest\q10320201.gmd","\quest\q10320201.arc","q10320201.arc","11"
"0","","いやいや、これはめでたいことです！
英雄である覚者殿と、街の執政者たる
クルト家が心を一つにしたとなれば
民たちもより心強く思うことでしょう","いやいや、これはめでたいことです！
英雄である覚者殿と、街の執政者たる
クルト家が心を一つにしたとなれば
民たちもより心強く思うことでしょう","ui\00_message\quest\q10320201.gmd","\quest\q10320201.arc","q10320201.arc","12"
"0","","それでは早速ですが、一つ
お願いできますかな？","それでは早速ですが、一つ
お願いできますかな？","ui\00_message\quest\q10320201.gmd","\quest\q10320201.arc","q10320201.arc","13"
"0","","昨日のオーク騒動を受け、急遽
街の警備兵の交代時間を変更しましてな
覚者殿には、兵たちにその変更を
通達に行っていただきたいのです","昨日のオーク騒動を受け、急遽
街の警備兵の交代時間を変更しましてな
覚者殿には、兵たちにその変更を
通達に行っていただきたいのです","ui\00_message\quest\q10320201.gmd","\quest\q10320201.arc","q10320201.arc","14"
"0","","百戦錬磨の覚者殿にこのような
些事をお願いして申し訳ない
いかんせん人手が足りておらず――","百戦錬磨の覚者殿にこのような
些事をお願いして申し訳ない
いかんせん人手が足りておらず――","ui\00_message\quest\q10320201.gmd","\quest\q10320201.arc","q10320201.arc","15"
"0","","覚者殿に通達をお任せしたい兵士は
＜３＞名おります
警備箇所を地図に記してさしあげましょう","覚者殿に通達をお任せしたい兵士は
＜３＞名おります
警備箇所を地図に記してさしあげましょう","ui\00_message\quest\q10320201.gmd","\quest\q10320201.arc","q10320201.arc","16"
"0","","その他、なにか出来事がございましたら
ご報告よろしくお願いいたしますぞ","その他、なにか出来事がございましたら
ご報告よろしくお願いいたしますぞ","ui\00_message\quest\q10320201.gmd","\quest\q10320201.arc","q10320201.arc","17"
"0","","昨日のオーク騒動を受け、急遽
街の警備兵の交代時間を変更しましてな
覚者殿には、兵たちにその変更を
通達に行っていただきたいのです","昨日のオーク騒動を受け、急遽
街の警備兵の交代時間を変更しましてな
覚者殿には、兵たちにその変更を
通達に行っていただきたいのです","ui\00_message\quest\q10320201.gmd","\quest\q10320201.arc","q10320201.arc","18"
"0","","百戦錬磨の覚者殿にこのような
些事をお願いして申し訳ない
いかんせん人手が足りておらず――","百戦錬磨の覚者殿にこのような
些事をお願いして申し訳ない
いかんせん人手が足りておらず――","ui\00_message\quest\q10320201.gmd","\quest\q10320201.arc","q10320201.arc","19"
"0","","覚者殿に通達をお任せしたい兵士は
＜３＞名おります
警備箇所を地図に記してさしあげましょう","覚者殿に通達をお任せしたい兵士は
＜３＞名おります
警備箇所を地図に記してさしあげましょう","ui\00_message\quest\q10320201.gmd","\quest\q10320201.arc","q10320201.arc","20"
"0","","その他、なにか出来事がございましたら
ご報告よろしくお願いいたしますぞ","その他、なにか出来事がございましたら
ご報告よろしくお願いいたしますぞ","ui\00_message\quest\q10320201.gmd","\quest\q10320201.arc","q10320201.arc","21"
"0","","おや、あなたは――！
何か私にご用でしょうか？","おや、あなたは――！
何か私にご用でしょうか？","ui\00_message\quest\q10320201.gmd","\quest\q10320201.arc","q10320201.arc","22"
"0","","警備交代時間の変更、ですか――？
なんと、そんな業務連絡を
英雄である覚者殿がわざわざ！？","警備交代時間の変更、ですか――？
なんと、そんな業務連絡を
英雄である覚者殿がわざわざ！？","ui\00_message\quest\q10320201.gmd","\quest\q10320201.arc","q10320201.arc","23"
"0","","――いえいえ、ありがとうございます！
確かにご連絡承りました！","――いえいえ、ありがとうございます！
確かにご連絡承りました！","ui\00_message\quest\q10320201.gmd","\quest\q10320201.arc","q10320201.arc","24"
"0","","はっ！
――って、あ、あなたは
あのメガドを解放した覚者様！？","はっ！
――って、あ、あなたは
あのメガドを解放した覚者様！？","ui\00_message\quest\q10320201.gmd","\quest\q10320201.arc","q10320201.arc","25"
"0","","お、お、お会いできて光栄です！
あの、自分、覚者様に憧れて
少しでも近づきたくて兵士に志願したんです","お、お、お会いできて光栄です！
あの、自分、覚者様に憧れて
少しでも近づきたくて兵士に志願したんです","ui\00_message\quest\q10320201.gmd","\quest\q10320201.arc","q10320201.arc","26"
"0","","――はっ！　す、すみません
自分に何かご用だったんでしょうか","――はっ！　す、すみません
自分に何かご用だったんでしょうか","ui\00_message\quest\q10320201.gmd","\quest\q10320201.arc","q10320201.arc","27"
"0","","――警備交代時間の変更？
わ、わざわざすみません！
あの、確かに承りました！","――警備交代時間の変更？
わ、わざわざすみません！
あの、確かに承りました！","ui\00_message\quest\q10320201.gmd","\quest\q10320201.arc","q10320201.arc","28"
"0","","メガドの英雄であるあの方に
こんなお使いをさせるなんて
やはり<NPC 681>様はすごいお方なんだ――","メガドの英雄であるあの方に
こんなお使いをさせるなんて
やはり<NPC 681>様はすごいお方なんだ――","ui\00_message\quest\q10320201.gmd","\quest\q10320201.arc","q10320201.arc","29"
"0","","――は！？
こ、こ、これは覚者殿！
お勤めご苦労様です！","――は！？
こ、こ、これは覚者殿！
お勤めご苦労様です！","ui\00_message\quest\q10320201.gmd","\quest\q10320201.arc","q10320201.arc","30"
