"5","q60300500_00_3211","第二試練の場所へ向かう","Head to the location of the second test","ui\00_message\quest_info\q60300500_00.gmd","\quest\q60300500.arc","q60300500.arc","5"
"0","","まずは一つだけでもいいからお菓子を奪っ――
いや、用意して、そして俺に見せてくれ
期待しているぞ！","まずは一つだけでもいいからお菓子を奪っ――
いや、用意して、そして俺に見せてくれ
期待しているぞ！","ui\00_message\quest\q60301052.gmd","\quest\q60301052.arc","q60301052.arc","7"
"0","","おお、もう見付けてきたのか
いやはや流石だな
よし、ではこれを集めよう
すべては子供たちとシェリーちゃんの笑顔のため！","おお、もう見付けてきたのか
いやはや流石だな
よし、ではこれを集めよう
すべては子供たちとシェリーちゃんの笑顔のため！","ui\00_message\quest\q60301052.gmd","\quest\q60301052.arc","q60301052.arc","8"
"0","","あ、もちろん、君にだけ集めさせようだなんて
都合のいいことは思ってないぞ！
ちゃんと我々も集めに行くからな
二手に分かれたほうが早く集まるだろう","あ、もちろん、君にだけ集めさせようだなんて
都合のいいことは思ってないぞ！
ちゃんと我々も集めに行くからな
二手に分かれたほうが早く集まるだろう","ui\00_message\quest\q60301052.gmd","\quest\q60301052.arc","q60301052.arc","9"
"0","","だが、レベル１ゴブリンを倒すのに
シェリーちゃんと二人で半日がかりだ
我々のことは期待しないでくれッ！！","だが、レベル１ゴブリンを倒すのに
シェリーちゃんと二人で半日がかりだ
我々のことは期待しないでくれッ！！","ui\00_message\quest\q60301052.gmd","\quest\q60301052.arc","q60301052.arc","10"
"0","","そうそう、我々と同じコスチュームで
ハロウィン気分を盛り上げれば
魔物が落とすお菓子をたくさん見つけられるかもな！
お祭りムードは大切だぞ！","そうそう、我々と同じコスチュームで
ハロウィン気分を盛り上げれば
魔物が落とすお菓子をたくさん見つけられるかもな！
お祭りムードは大切だぞ！","ui\00_message\quest\q60301052.gmd","\quest\q60301052.arc","q60301052.arc","11"
"0","","我々二人も引き続きお菓子を集めるから
君もこのお菓子をできるだけ
たくさん持ってきてくれ！
よろしく頼んだぞッ","我々二人も引き続きお菓子を集めるから
君もこのお菓子をできるだけ
たくさん持ってきてくれ！
よろしく頼んだぞッ","ui\00_message\quest\q60301052.gmd","\quest\q60301052.arc","q60301052.arc","12"
"0","","そうそう、我々と同じコスチュームで
ハロウィン気分を盛り上げれば
魔物が落とすお菓子をたくさん見つけられるかもな！
「お祭りは気から」だ！","そうそう、我々と同じコスチュームで
ハロウィン気分を盛り上げれば
魔物が落とすお菓子をたくさん見つけられるかもな！
「お祭りは気から」だ！","ui\00_message\quest\q60301052.gmd","\quest\q60301052.arc","q60301052.arc","13"
"0","","おお！　こんなにたくさん！！
我々も君の半分――いや、三分の一？
くらいは集められたぞ！","おお！　こんなにたくさん！！
我々も君の半分――いや、三分の一？
くらいは集められたぞ！","ui\00_message\quest\q60301052.gmd","\quest\q60301052.arc","q60301052.arc","14"
"0","","さて、これだけ集めてくれたのはありがたいが
まだまだ足りないんだな～、実は！
細々と魔物から奪うんじゃなくて
一気にガサッと集められる場所はないものか――","さて、これだけ集めてくれたのはありがたいが
まだまだ足りないんだな～、実は！
細々と魔物から奪うんじゃなくて
一気にガサッと集められる場所はないものか――","ui\00_message\quest\q60301052.gmd","\quest\q60301052.arc","q60301052.arc","15"
"0","","お菓子をたくさん隠し持っている
魔物がいる場所があればなぁ――
誰か、そういう情報を知っていそうな人に
心当たりはないかね？","お菓子をたくさん隠し持っている
魔物がいる場所があればなぁ――
誰か、そういう情報を知っていそうな人に
心当たりはないかね？","ui\00_message\quest\q60301052.gmd","\quest\q60301052.arc","q60301052.arc","16"
"0","","お菓子をたくさん隠し持っている
魔物がいる場所があればなぁ――
誰か、そういう情報を知っていそうな人に
心当たりはないかね？","お菓子をたくさん隠し持っている
魔物がいる場所があればなぁ――
誰か、そういう情報を知っていそうな人に
心当たりはないかね？","ui\00_message\quest\q60301052.gmd","\quest\q60301052.arc","q60301052.arc","17"
"0","","よお、俺に相談だって？
いいぜ、話してみなよ
たまには有益なアドバイスでもして
先輩風を吹かせたいと思ってたところだ","よお、俺に相談だって？
いいぜ、話してみなよ
たまには有益なアドバイスでもして
先輩風を吹かせたいと思ってたところだ","ui\00_message\quest\q60301052.gmd","\quest\q60301052.arc","q60301052.arc","18"
"0","","なに？　お菓子を落とす魔物？
そんなヘンテコな話は流石の俺でも――","なに？　お菓子を落とす魔物？
そんなヘンテコな話は流石の俺でも――","ui\00_message\quest\q60301052.gmd","\quest\q60301052.arc","q60301052.arc","19"
"0","","――いやいや待てよ、そういえばこの前
コーネリアと《ハイデル地下霊廟》を探索中に
ゴーストの集団に襲われたんだ
何体かは倒したけど、数が多くてな","――いやいや待てよ、そういえばこの前
コーネリアと《ハイデル地下霊廟》を探索中に
ゴーストの集団に襲われたんだ
何体かは倒したけど、数が多くてな","ui\00_message\quest\q60301052.gmd","\quest\q60301052.arc","q60301052.arc","20"
"0","","その時、ゴーストが何か小さなものを
バラバラと落としてたんだ
特に価値のある素材じゃなさそうだったから
気に留めなかったんだが――","その時、ゴーストが何か小さなものを
バラバラと落としてたんだ
特に価値のある素材じゃなさそうだったから
気に留めなかったんだが――","ui\00_message\quest\q60301052.gmd","\quest\q60301052.arc","q60301052.arc","21"
"0","","あれがお前のいう“お菓子”じゃないか？
どうだ、いい情報だったろう
見直したか？","あれがお前のいう“お菓子”じゃないか？
どうだ、いい情報だったろう
見直したか？","ui\00_message\quest\q60301052.gmd","\quest\q60301052.arc","q60301052.arc","22"
"0","","実のところ
コーネリアはゴーストやハーピーなんかへの
立ち回りがイマイチでな――","実のところ
コーネリアはゴーストやハーピーなんかへの
立ち回りがイマイチでな――","ui\00_message\quest\q60301052.gmd","\quest\q60301052.arc","q60301052.arc","23"
"0","","あ、これ本人に言ったら戦術育成をと
うるさくなるから黙っておいてくれよ
お前はさっさと《ハイデル地下霊廟》
に行ってこい","あ、これ本人に言ったら戦術育成をと
うるさくなるから黙っておいてくれよ
お前はさっさと《ハイデル地下霊廟》
に行ってこい","ui\00_message\quest\q60301052.gmd","\quest\q60301052.arc","q60301052.arc","24"
"0","","《ハイデル地下霊廟》にお菓子を落とすお化けが！
な、なるほど、それは行って確かめねば！
し、しかし、何というか、“お化け”な――
お化けには嫌な思い出というか、トラウマというか","《ハイデル地下霊廟》にお菓子を落とすお化けが！
な、なるほど、それは行って確かめねば！
し、しかし、何というか、“お化け”な――
お化けには嫌な思い出というか、トラウマというか","ui\00_message\quest\q60301052.gmd","\quest\q60301052.arc","q60301052.arc","25"
"0","","とにかく！　一人ではとても行く気にはなれない！
もちろん君も一緒に行ってくれるんだろうね！
何故かって？　単純に怖いからに決まっているッ！","とにかく！　一人ではとても行く気にはなれない！
もちろん君も一緒に行ってくれるんだろうね！
何故かって？　単純に怖いからに決まっているッ！","ui\00_message\quest\q60301052.gmd","\quest\q60301052.arc","q60301052.arc","26"
"0","","――ゴホン
そう、シェリーちゃんを危ない場所に
連れて行くわけにはいかないからな
さあ、準備ができたら話しかけてくれ！","――ゴホン
そう、シェリーちゃんを危ない場所に
連れて行くわけにはいかないからな
さあ、準備ができたら話しかけてくれ！","ui\00_message\quest\q60301052.gmd","\quest\q60301052.arc","q60301052.arc","27"
"0","","準備ができたら話しかけてくれ！
一人ではとても行く気にはならないからな
皆で行けば怖くない！","準備ができたら話しかけてくれ！
一人ではとても行く気にはならないからな
皆で行けば怖くない！","ui\00_message\quest\q60301052.gmd","\quest\q60301052.arc","q60301052.arc","28"
"0","","さあ、《ハイデル地下霊廟》に行くとしようかね！","さあ、《ハイデル地下霊廟》に行くとしようかね！","ui\00_message\quest\q60301052.gmd","\quest\q60301052.arc","q60301052.arc","29"
"0","","仕方がないから一緒に行く","仕方がないから一緒に行く","ui\00_message\quest\q60301052.gmd","\quest\q60301052.arc","q60301052.arc","30"
"0","","行きたくない","行きたくない","ui\00_message\quest\q60301052.gmd","\quest\q60301052.arc","q60301052.arc","31"
"0","","さて、勇気を出して来てみたはいいが
そこかしこからゴーストの気配がするな
あと何かこう――ゴーストとも違う
もっと嫌な気配がするのだが――","さて、勇気を出して来てみたはいいが
そこかしこからゴーストの気配がするな
あと何かこう――ゴーストとも違う
もっと嫌な気配がするのだが――","ui\00_message\quest\q60301052.gmd","\quest\q60301052.arc","q60301052.arc","32"
"0","","今は深く考えないでおこう
さ、ゴーストを倒してお菓子を拾ってきてくれ
え？　お前は行かないのかって？","今は深く考えないでおこう
さ、ゴーストを倒してお菓子を拾ってきてくれ
え？　お前は行かないのかって？","ui\00_message\quest\q60301052.gmd","\quest\q60301052.arc","q60301052.arc","33"
"0","","行くわけないだろ！
俺が何の役に立つっていうんだッ！
――なんてな、目的を達成したら戻ってきてくれ
なるべく早く頼むぞ！","行くわけないだろ！
俺が何の役に立つっていうんだッ！
――なんてな、目的を達成したら戻ってきてくれ
なるべく早く頼むぞ！","ui\00_message\quest\q60301052.gmd","\quest\q60301052.arc","q60301052.arc","34"
"0","","ほら、早くゴーストを倒してきてくれ
長くとどまっている場所じゃないだろう
サクッとお化けを倒して
ドサッとお菓子を手に入れてこよう","ほら、早くゴーストを倒してきてくれ
長くとどまっている場所じゃないだろう
サクッとお化けを倒して
ドサッとお菓子を手に入れてこよう","ui\00_message\quest\q60301052.gmd","\quest\q60301052.arc","q60301052.arc","35"
"0","","俺はここで待っているから
ゴーストを倒してお菓子を手に入れたら
戻ってきてくれ","俺はここで待っているから
ゴーストを倒してお菓子を手に入れたら
戻ってきてくれ","ui\00_message\quest\q60301052.gmd","\quest\q60301052.arc","q60301052.arc","36"
"0","","おおおッ！
お菓子をこんなに集めて来てくれたのか
なに？　もっとヤバいのも居ただと？
いいや――それ以上は聞かないでおこう
今夜眠れなくなる！","おおおッ！
お菓子をこんなに集めて来てくれたのか
なに？　もっとヤバいのも居ただと？
いいや――それ以上は聞かないでおこう
今夜眠れなくなる！","ui\00_message\quest\q60301052.gmd","\quest\q60301052.arc","q60301052.arc","37"
"0","","よし、今すぐ帰ろう！
こんな所で長居は無用だ！
早くしないとその“ヤバいモノ”が来る！","よし、今すぐ帰ろう！
こんな所で長居は無用だ！
早くしないとその“ヤバいモノ”が来る！","ui\00_message\quest\q60301052.gmd","\quest\q60301052.arc","q60301052.arc","38"
"0","","ふう、やっと帰ってこれた
お菓子もこれだけあれば十分だろう
子供たちとシェリーちゃんが喜ぶ顔が
目に浮かぶな！","ふう、やっと帰ってこれた
お菓子もこれだけあれば十分だろう
子供たちとシェリーちゃんが喜ぶ顔が
目に浮かぶな！","ui\00_message\quest\q60301052.gmd","\quest\q60301052.arc","q60301052.arc","39"
"0","","改めて、ありがとう！
君たちのおかげでお化けと対峙しなくて済んだ
ほら、我々は戦闘要員ではなく
盛り上げ要員だからな","改めて、ありがとう！
君たちのおかげでお化けと対峙しなくて済んだ
ほら、我々は戦闘要員ではなく
盛り上げ要員だからな","ui\00_message\quest\q60301052.gmd","\quest\q60301052.arc","q60301052.arc","40"
"0","","なに？　まだあの場所に行きたいだと？
正気かね君は――
いやいや、もちろんかまわないよ
俺は二度と行かないがね！","なに？　まだあの場所に行きたいだと？
正気かね君は――
いやいや、もちろんかまわないよ
俺は二度と行かないがね！","ui\00_message\quest\q60301052.gmd","\quest\q60301052.arc","q60301052.arc","41"
"0","","ならば我々の後ろにコッソリと道を開けておこう
あのお化けからお菓子を取ってくるなら
この裏道からハイデル地下霊廟へ行くといい
今の間だけ、特別だからな！","ならば我々の後ろにコッソリと道を開けておこう
あのお化けからお菓子を取ってくるなら
この裏道からハイデル地下霊廟へ行くといい
今の間だけ、特別だからな！","ui\00_message\quest\q60301052.gmd","\quest\q60301052.arc","q60301052.arc","42"
"0","","ハッピーハロウィン！
今年も楽しくハロウィンパーティーしましょ
お菓子をたくさん集めて仮装して――
うーん、ワクワクしちゃう！","ハッピーハロウィン！
今年も楽しくハロウィンパーティーしましょ
お菓子をたくさん集めて仮装して――
うーん、ワクワクしちゃう！","ui\00_message\quest\q60301052.gmd","\quest\q60301052.arc","q60301052.arc","43"
"0","","ところで、今年の私たちの衣装
どうかしら？　可愛いでしょ！
実はね、毎回お祭りの衣装は
アンジェロがナイショで用意してくれてるのよ","ところで、今年の私たちの衣装
どうかしら？　可愛いでしょ！
実はね、毎回お祭りの衣装は
アンジェロがナイショで用意してくれてるのよ","ui\00_message\quest\q60301052.gmd","\quest\q60301052.arc","q60301052.arc","44"
"0","","二人でお祭りの度に特別な衣装を着て
相談しながら髪型やメイクを変えて――
そうやって仕上げていく時間が
私はとっても好きなの","二人でお祭りの度に特別な衣装を着て
相談しながら髪型やメイクを変えて――
そうやって仕上げていく時間が
私はとっても好きなの","ui\00_message\quest\q60301052.gmd","\quest\q60301052.arc","q60301052.arc","45"
"0","","――だからこそ、アンジェロが
お菓子の数を間違ってたのが残念で――
私は何度も「それじゃ少なすぎる」って言ったのに！","――だからこそ、アンジェロが
お菓子の数を間違ってたのが残念で――
私は何度も「それじゃ少なすぎる」って言ったのに！","ui\00_message\quest\q60301052.gmd","\quest\q60301052.arc","q60301052.arc","46"
"0","q60301053_00_343","事件？　お菓子が足りない！＜２＞","Emergency! Not Enough Candy! (2)","ui\00_message\quest_info\q60301053_00.gmd","\quest\q60301053.arc","q60301053.arc","0"
"1","q60301053_00_343","お菓子集めを邪魔する者の正体は！？","お菓子集めを邪魔する者の正体は！？","ui\00_message\quest_info\q60301053_00.gmd","\quest\q60301053.arc","q60301053.arc","1"
"2","q60301053_00_4771","シェリーの言う謎の存在について神殿内で聞き込みする","シェリーの言う謎の存在について神殿内で聞き込みする","ui\00_message\quest_info\q60301053_00.gmd","\quest\q60301053.arc","q60301053.arc","2"
"3","q60301053_00_4797","商店区にいる兵士から話を聞く","Hear what the soldier has to say in the Shopping District","ui\00_message\quest_info\q60301053_00.gmd","\quest\q60301053.arc","q60301053.arc","3"
"4","q60301053_00_4798","噴水の近くを調査する","Investigate near the fountain","ui\00_message\quest_info\q60301053_00.gmd","\quest\q60301053.arc","q60301053.arc","4"
"5","q60301053_00_4772","集めた噂話をシェリーに報告する","Report gossip to Shelly","ui\00_message\quest_info\q60301053_00.gmd","\quest\q60301053.arc","q60301053.arc","5"
"6","q60301053_00_4773","神殿内で謎の存在を探す","Search for the mystery in the Temple","ui\00_message\quest_info\q60301053_00.gmd","\quest\q60301053.arc","q60301053.arc","6"
"7","q60301053_00_4799","怪しい影を追いかける","Pursue the suspicious figure","ui\00_message\quest_info\q60301053_00.gmd","\quest\q60301053.arc","q60301053.arc","7"
"8","q60301053_00_4800","怪しすぎるお化けを追いかける","Pursue the suspicious ghost","ui\00_message\quest_info\q60301053_00.gmd","\quest\q60301053.arc","q60301053.arc","8"
"9","q60301053_00_4777","シェリーに報告する","Report to Shelly","ui\00_message\quest_info\q60301053_00.gmd","\quest\q60301053.arc","q60301053.arc","9"
"10","q60301053_00_4775","お化けに＜ハロウィンプチマフィン＞を1０個納品する","Deliver ""Halloween Petit Muffin"" x10 to the ghost","ui\00_message\quest_info\q60301053_00.gmd","\quest\q60301053.arc","q60301053.arc","10"
"11","q60301053_00_4774","シェリーに報告する","Report to Shelly","ui\00_message\quest_info\q60301053_00.gmd","\quest\q60301053.arc","q60301053.arc","11"
"0","","はあい！　ハッピーハロウィン！
仮装楽しんでる～？
皆で盛り上がれば楽しさ倍増よ！","はあい！　ハッピーハロウィン！
仮装楽しんでる～？
皆で盛り上がれば楽しさ倍増よ！","ui\00_message\quest\q60301053.gmd","\quest\q60301053.arc","q60301053.arc","0"
"0","","とは言ったものの、実はね
私自身がちょっと困ってるのよ
話を聞いてくれない？","とは言ったものの、実はね
私自身がちょっと困ってるのよ
話を聞いてくれない？","ui\00_message\quest\q60301053.gmd","\quest\q60301053.arc","q60301053.arc","1"
"0","","子供たちに配るために
確保しておいたお菓子が、いつの間にやら
やけに少なくなっている気がするの","子供たちに配るために
確保しておいたお菓子が、いつの間にやら
やけに少なくなっている気がするの","ui\00_message\quest\q60301053.gmd","\quest\q60301053.arc","q60301053.arc","2"
"0","","気のせいにするには――流石に多いのよね
この白竜神殿で盗難だなんて
ちょっと穏やかじゃないわ！
もしかしたら盗賊が忍び込んでいるのかも","気のせいにするには――流石に多いのよね
この白竜神殿で盗難だなんて
ちょっと穏やかじゃないわ！
もしかしたら盗賊が忍び込んでいるのかも","ui\00_message\quest\q60301053.gmd","\quest\q60301053.arc","q60301053.arc","3"
"0","","私がおおっぴらに行動したら
盗賊に気付かれちゃうかもしれないでしょ
だから、あなたにコッソリ捜査をお願いしたいの
ね！　いいでしょ、お願い！","私がおおっぴらに行動したら
盗賊に気付かれちゃうかもしれないでしょ
だから、あなたにコッソリ捜査をお願いしたいの
ね！　いいでしょ、お願い！","ui\00_message\quest\q60301053.gmd","\quest\q60301053.arc","q60301053.arc","4"
"0","","白竜神殿の情報なら
あの謁見の間の神官様が
把握してるんじゃないかしら
ひとまず神官様のところから当たってみましょ","白竜神殿の情報なら
あの謁見の間の神官様が
把握してるんじゃないかしら
ひとまず神官様のところから当たってみましょ","ui\00_message\quest\q60301053.gmd","\quest\q60301053.arc","q60301053.arc","5"
"0","","私がおおっぴらに行動したら
盗賊に気付かれちゃうかもしれないでしょ
だから、あなたにコッソリ捜査をお願いしたいの
ね！　いいでしょ、お願い！","私がおおっぴらに行動したら
盗賊に気付かれちゃうかもしれないでしょ
だから、あなたにコッソリ捜査をお願いしたいの
ね！　いいでしょ、お願い！","ui\00_message\quest\q60301053.gmd","\quest\q60301053.arc","q60301053.arc","6"
"0","","白竜神殿の情報なら
あの謁見の間の神官様が
把握してるんじゃないかしら
ひとまず神官様のところから当たってみましょ","白竜神殿の情報なら
あの謁見の間の神官様が
把握してるんじゃないかしら
ひとまず神官様のところから当たってみましょ","ui\00_message\quest\q60301053.gmd","\quest\q60301053.arc","q60301053.arc","7"
"0","","どうした？
険しい顔をしているな
何かあったのか？","どうした？
険しい顔をしているな
何かあったのか？","ui\00_message\quest\q60301053.gmd","\quest\q60301053.arc","q60301053.arc","8"
"0","","なに？　最近怪しい者を見なかったか、だと？
ふむ、わしのところへはそれらしき
報告は入ってきておらぬが――","なに？　最近怪しい者を見なかったか、だと？
ふむ、わしのところへはそれらしき
報告は入ってきておらぬが――","ui\00_message\quest\q60301053.gmd","\quest\q60301053.arc","q60301053.arc","9"
"0","","しかし――そういえば兵士たちの間で
近頃、不気味な話題が流行っているとは聞いた
任務そっちのけで噂話などもっての外――
と思ったが、どうやら単なる噂ではないようだな","しかし――そういえば兵士たちの間で
近頃、不気味な話題が流行っているとは聞いた
任務そっちのけで噂話などもっての外――
と思ったが、どうやら単なる噂ではないようだな","ui\00_message\quest\q60301053.gmd","\quest\q60301053.arc","q60301053.arc","10"
"0","","噂の出所は《商店区》の方らしい
あの辺りを重点的にあたってみたらどうだ","噂の出所は《商店区》の方らしい
あの辺りを重点的にあたってみたらどうだ","ui\00_message\quest\q60301053.gmd","\quest\q60301053.arc","q60301053.arc","11"
"0","","何か用か？　ああ、例の噂か
この目で確かに見たんだ
怪しいヤツをな――","何か用か？　ああ、例の噂か
この目で確かに見たんだ
怪しいヤツをな――","ui\00_message\quest\q60301053.gmd","\quest\q60301053.arc","q60301053.arc","12"
"0","","怪しいヤツというか――
あれは――“ヤツ”なのか？
人だったのかどうかもよく分からん","怪しいヤツというか――
あれは――“ヤツ”なのか？
人だったのかどうかもよく分からん","ui\00_message\quest\q60301053.gmd","\quest\q60301053.arc","q60301053.arc","13"
"0","","夜中に商店区を巡回していた時のことだ
暗がりだったこともあってよく見えなかったが
――俺が声をかけたら、消えたんだ！","夜中に商店区を巡回していた時のことだ
暗がりだったこともあってよく見えなかったが
――俺が声をかけたら、消えたんだ！","ui\00_message\quest\q60301053.gmd","\quest\q60301053.arc","q60301053.arc","14"
"0","","見間違いだろうとも言われたが
噴水の方に消えていくのを確かに見た","見間違いだろうとも言われたが
噴水の方に消えていくのを確かに見た","ui\00_message\quest\q60301053.gmd","\quest\q60301053.arc","q60301053.arc","15"
"0","","証拠もあるぞ
消えた後にはほら、この菓子が
落っこちてたんだ","証拠もあるぞ
消えた後にはほら、この菓子が
落っこちてたんだ","ui\00_message\quest\q60301053.gmd","\quest\q60301053.arc","q60301053.arc","16"
"0","","おや、覚者さま！　なにかご用でしょうか？
怪しいヤツの情報？
ああ、それでしたら、私も目撃いたしましたぞ","おや、覚者さま！　なにかご用でしょうか？
怪しいヤツの情報？
ああ、それでしたら、私も目撃いたしましたぞ","ui\00_message\quest\q60301053.gmd","\quest\q60301053.arc","q60301053.arc","17"
"0","","“アレ”は人ではなく、その――
何とも言い難い形状でフワフワしていて
この辺りを歩いていると
気付くと陰に潜んでいて――","“アレ”は人ではなく、その――
何とも言い難い形状でフワフワしていて
この辺りを歩いていると
気付くと陰に潜んでいて――","ui\00_message\quest\q60301053.gmd","\quest\q60301053.arc","q60301053.arc","18"
"0","","上手く説明ができずお恥ずかしいのですが
ともかく人ではありません！
覚者さま、どうか商店区の平和のために
アレの正体を暴いてください","上手く説明ができずお恥ずかしいのですが
ともかく人ではありません！
覚者さま、どうか商店区の平和のために
アレの正体を暴いてください","ui\00_message\quest\q60301053.gmd","\quest\q60301053.arc","q60301053.arc","19"
"0","","この辺りの商店から、キャンディだのクッキーだの
お菓子の類が盗まれる事件まで勃発しています
きっと“アレ”の仕業に違いないんですよ！","この辺りの商店から、キャンディだのクッキーだの
お菓子の類が盗まれる事件まで勃発しています
きっと“アレ”の仕業に違いないんですよ！","ui\00_message\quest\q60301053.gmd","\quest\q60301053.arc","q60301053.arc","20"
"0","","アレの正体がわかったら
ぜひ取材させてくださいね
明日の《レスタニアニュース》の一面を飾る
大事件の予感がいたします！","アレの正体がわかったら
ぜひ取材させてくださいね
明日の《レスタニアニュース》の一面を飾る
大事件の予感がいたします！","ui\00_message\quest\q60301053.gmd","\quest\q60301053.arc","q60301053.arc","21"
"0","","待ってたわ！　何か情報を掴んできたのね！
それでそれで？　どんな盗賊だったの？","待ってたわ！　何か情報を掴んできたのね！
それでそれで？　どんな盗賊だったの？","ui\00_message\quest\q60301053.gmd","\quest\q60301053.arc","q60301053.arc","22"
"0","","え？　盗賊じゃなくて人でもなくて怪しい“アレ”？
なにそれ――どういうことなの？
言い難い形状で、フワフワで、不気味？？
あ、私そういう類の話はあんまり得意じゃないのよね","え？　盗賊じゃなくて人でもなくて怪しい“アレ”？
なにそれ――どういうことなの？
言い難い形状で、フワフワで、不気味？？
あ、私そういう類の話はあんまり得意じゃないのよね","ui\00_message\quest\q60301053.gmd","\quest\q60301053.arc","q60301053.arc","23"
"0","","でも、放っておくわけにもいかないし
私だけじゃなく、神殿の人たちも困っているのよねぇ
商店区での目撃情報が多いなら
きっとそこを探せば見つかるはず！","でも、放っておくわけにもいかないし
私だけじゃなく、神殿の人たちも困っているのよねぇ
商店区での目撃情報が多いなら
きっとそこを探せば見つかるはず！","ui\00_message\quest\q60301053.gmd","\quest\q60301053.arc","q60301053.arc","24"
"0","","と言う訳で、次の目的は“アレ”よ！
“アレ”を見つけて捕まえるの！
私はそういうの苦手だから――応援だけしてるわ！
頑張れ、頑張れー！","と言う訳で、次の目的は“アレ”よ！
“アレ”を見つけて捕まえるの！
私はそういうの苦手だから――応援だけしてるわ！
頑張れ、頑張れー！","ui\00_message\quest\q60301053.gmd","\quest\q60301053.arc","q60301053.arc","25"
"0","","商店区での目撃情報があるなら
あの辺りを探せばきっと捕まえられるわ！
あ、私はそういうの苦手だから
精一杯の応援だけしておくわね！","商店区での目撃情報があるなら
あの辺りを探せばきっと捕まえられるわ！
あ、私はそういうの苦手だから
精一杯の応援だけしておくわね！","ui\00_message\quest\q60301053.gmd","\quest\q60301053.arc","q60301053.arc","26"
"0","","ミツカチャタ
ゴメナサイ
オカシ　ダイスキ
ドウシテモ　タベタカタ","ミツカチャタ
ゴメナサイ
オカシ　ダイスキ
ドウシテモ　タベタカタ","ui\00_message\quest\q60301053.gmd","\quest\q60301053.arc","q60301053.arc","27"
"0","","サカバノ　オネエサン
コドモタチガ
トリクオアトリート
テイッテ　オカシモラタ","サカバノ　オネエサン
コドモタチガ
トリクオアトリート
テイッテ　オカシモラタ","ui\00_message\quest\q60301053.gmd","\quest\q60301053.arc","q60301053.arc","28"
"0","","ホシカタ
デモ　チョクセツ　イエナイ
ダカラ　イワナイデ　モラテキタ
ワルイコト　シタ","ホシカタ
デモ　チョクセツ　イエナイ
ダカラ　イワナイデ　モラテキタ
ワルイコト　シタ","ui\00_message\quest\q60301053.gmd","\quest\q60301053.arc","q60301053.arc","29"
"0","","ワタシノ　カワリニ
アヤマテ　キテ　ホシイ","ワタシノ　カワリニ
アヤマテ　キテ　ホシイ","ui\00_message\quest\q60301053.gmd","\quest\q60301053.arc","q60301053.arc","30"
"0","","待ってたわよ！　見つけたのね、“アレ”を！
え？　詳しくは言えないけど
悪事を認めて反省しているって？","待ってたわよ！　見つけたのね、“アレ”を！
え？　詳しくは言えないけど
悪事を認めて反省しているって？","ui\00_message\quest\q60301053.gmd","\quest\q60301053.arc","q60301053.arc","31"
"0","","――ふむふむ、なるほどね
ちょっとよく分かんないけど
「本当にお菓子が欲しかった」ってだけなのね","――ふむふむ、なるほどね
ちょっとよく分かんないけど
「本当にお菓子が欲しかった」ってだけなのね","ui\00_message\quest\q60301053.gmd","\quest\q60301053.arc","q60301053.arc","32"
"0","","なら「トリックオアトリート」って
一言言ってくれればいいだけなのに――
愛に満ち溢れたシェリーちゃんは
どんな子だって何度だってウェルカムよ！","なら「トリックオアトリート」って
一言言ってくれればいいだけなのに――
愛に満ち溢れたシェリーちゃんは
どんな子だって何度だってウェルカムよ！","ui\00_message\quest\q60301053.gmd","\quest\q60301053.arc","q60301053.arc","33"
"0","","なにやら訳ありのようだし、私の代わりに
その子にお菓子を上げてきてちょうだい！
頼んだわよ","なにやら訳ありのようだし、私の代わりに
その子にお菓子を上げてきてちょうだい！
頼んだわよ","ui\00_message\quest\q60301053.gmd","\quest\q60301053.arc","q60301053.arc","34"
"0","","私の代わりに、その子にお菓子を
届けてあげてね！　よろしく！","私の代わりに、その子にお菓子を
届けてあげてね！　よろしく！","ui\00_message\quest\q60301053.gmd","\quest\q60301053.arc","q60301053.arc","35"
"0","","オカシ　タベタカタ　ナァ――","オカシ　タベタカタ　ナァ――","ui\00_message\quest\q60301053.gmd","\quest\q60301053.arc","q60301053.arc","36"
"0","","ドモ　アリガト
オナカ　イパイ
オウチ　カエル
ハイデル　ノ　チカ","ドモ　アリガト
オナカ　イパイ
オウチ　カエル
ハイデル　ノ　チカ","ui\00_message\quest\q60301053.gmd","\quest\q60301053.arc","q60301053.arc","37"
"0","","サカバ　ノ　オネエサン　ニモ
オレイ　イテ　ホシイ
ソレジャー　バイバイ","サカバ　ノ　オネエサン　ニモ
オレイ　イテ　ホシイ
ソレジャー　バイバイ","ui\00_message\quest\q60301053.gmd","\quest\q60301053.arc","q60301053.arc","38"
"0","","ウレシカタ――","ウレシカタ――","ui\00_message\quest\q60301053.gmd","\quest\q60301053.arc","q60301053.arc","39"
"0","","あらっ！　その顔は――分かるわよ
無事にお菓子を届けて
問題も解決したぞって顔ね！","あらっ！　その顔は――分かるわよ
無事にお菓子を届けて
問題も解決したぞって顔ね！","ui\00_message\quest\q60301053.gmd","\quest\q60301053.arc","q60301053.arc","40"
"0","","本当に助かったわ、どうもありがとう！
これで安心してハロウィンパーティーを
続けることができるわ
あなたも素敵な仮装でパーティーを楽しんでね","本当に助かったわ、どうもありがとう！
これで安心してハロウィンパーティーを
続けることができるわ
あなたも素敵な仮装でパーティーを楽しんでね","ui\00_message\quest\q60301053.gmd","\quest\q60301053.arc","q60301053.arc","41"
