4,q90000207_00_1640,3種の宝石を探し出し、討伐せよ,Find and defeat the three types of gems.,ui\00_message\quest_info\q90000207_00.gmd,\quest\q90000207.arc,q90000207.arc,4
27,q90030104_00_3677,【緊急指令】現れた＜獣の将＞を仕留める（残り：６分）,"[Urgent Order] Bring down ""Beast Commander"" that
appeared (6 min left)",ui\00_message\quest_info\q90030104_00.gmd,\quest\q90030104.arc,q90030104.arc,27
28,q90030104_00_3678,【緊急指令】現れた＜獣の将＞を仕留める（残り：５分）,"[Urgent Order] Bring down ""Beast Commander"" that
appeared (5 min left)",ui\00_message\quest_info\q90030104_00.gmd,\quest\q90030104.arc,q90030104.arc,28
29,q90030104_00_3679,【緊急指令】現れた＜獣の将＞を仕留める（残り：４分）,"[Urgent Order] Bring down ""Beast Commander"" that
appeared (4 min left)",ui\00_message\quest_info\q90030104_00.gmd,\quest\q90030104.arc,q90030104.arc,29
30,q90030104_00_3680,【緊急指令】現れた＜獣の将＞を仕留める（残り：３分）,"[Urgent Order] Bring down ""Beast Commander"" that
appeared (3 min left)",ui\00_message\quest_info\q90030104_00.gmd,\quest\q90030104.arc,q90030104.arc,30
31,q90030104_00_3681,【緊急指令】現れた＜獣の将＞を仕留める（残り：２分）,"[Urgent Order] Bring down ""Beast Commander"" that
appeared (2 min left)",ui\00_message\quest_info\q90030104_00.gmd,\quest\q90030104.arc,q90030104.arc,31
32,q90030104_00_3682,【緊急指令】現れた＜獣の将＞を仕留める（残り：１分）,"[Urgent Order] Bring down ""Beast Commander"" that
appeared (1 min left)",ui\00_message\quest_info\q90030104_00.gmd,\quest\q90030104.arc,q90030104.arc,32
0,CHAT_COM_CATEGORY_1,あいさつ,Greetings,ui\00_message\simple_com\chat_com_category.gmd,\ui\gui_cmn.arc,gui_cmn.arc,0
1,CHAT_COM_CATEGORY_2,質問,Questions,ui\00_message\simple_com\chat_com_category.gmd,\ui\gui_cmn.arc,gui_cmn.arc,1
2,CHAT_COM_CATEGORY_3,返答,Replies,ui\00_message\simple_com\chat_com_category.gmd,\ui\gui_cmn.arc,gui_cmn.arc,2
3,CHAT_COM_CATEGORY_4,説明,Description,ui\00_message\simple_com\chat_com_category.gmd,\ui\gui_cmn.arc,gui_cmn.arc,3
4,CHAT_COM_CATEGORY_5,編成,Organize,ui\00_message\simple_com\chat_com_category.gmd,\ui\gui_cmn.arc,gui_cmn.arc,4
5,CHAT_COM_CATEGORY_6,戦術,Tactics,ui\00_message\simple_com\chat_com_category.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5
6,CHAT_COM_CATEGORY_7,あいさつⅡ,Greetings II,ui\00_message\simple_com\chat_com_category.gmd,\ui\gui_cmn.arc,gui_cmn.arc,6
7,CHAT_COM_CATEGORY_8,戦術Ⅱ,Tactics II,ui\00_message\simple_com\chat_com_category.gmd,\ui\gui_cmn.arc,gui_cmn.arc,7
0,CHAT_COM_1,初めまして,How do you do,ui\00_message\simple_com\chat_com_text_01.gmd,\ui\gui_cmn.arc,gui_cmn.arc,0
1,CHAT_COM_2,よろしくお願いします,Nice to meet you,ui\00_message\simple_com\chat_com_text_01.gmd,\ui\gui_cmn.arc,gui_cmn.arc,1
2,CHAT_COM_4,おはよう,Good morning,ui\00_message\simple_com\chat_com_text_01.gmd,\ui\gui_cmn.arc,gui_cmn.arc,2
3,CHAT_COM_5,こんにちは,Hello,ui\00_message\simple_com\chat_com_text_01.gmd,\ui\gui_cmn.arc,gui_cmn.arc,3
4,CHAT_COM_6,こんばんは,Good evening,ui\00_message\simple_com\chat_com_text_01.gmd,\ui\gui_cmn.arc,gui_cmn.arc,4
5,CHAT_COM_7,おやすみなさい,Good night,ui\00_message\simple_com\chat_com_text_01.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5
6,CHAT_COM_8,さようなら,Goodbye,ui\00_message\simple_com\chat_com_text_01.gmd,\ui\gui_cmn.arc,gui_cmn.arc,6
7,CHAT_COM_9,今日は楽しかったです,I had fun today,ui\00_message\simple_com\chat_com_text_01.gmd,\ui\gui_cmn.arc,gui_cmn.arc,7
8,CHAT_COM_10,お疲れさまでした！,Good work!,ui\00_message\simple_com\chat_com_text_01.gmd,\ui\gui_cmn.arc,gui_cmn.arc,8
9,CHAT_COM_11,また遊びましょう,Let's play together again sometime,ui\00_message\simple_com\chat_com_text_01.gmd,\ui\gui_cmn.arc,gui_cmn.arc,9
10,CHAT_COM_12,ただいま,I'm back,ui\00_message\simple_com\chat_com_text_01.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10
11,CHAT_COM_13,おかえり,Welcome back,ui\00_message\simple_com\chat_com_text_01.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11
12,CHAT_COM_14,おめでとう！,Congratulations!,ui\00_message\simple_com\chat_com_text_01.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12
13,CHAT_COM_15,よくやった！,Good job!,ui\00_message\simple_com\chat_com_text_01.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13
14,CHAT_COM_16,がんばって！,Good luck!,ui\00_message\simple_com\chat_com_text_01.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14
15,CHAT_COM_17,やったー！！！,All right!!!,ui\00_message\simple_com\chat_com_text_01.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15
16,CHAT_COM_18,ありがとう,Thank you,ui\00_message\simple_com\chat_com_text_01.gmd,\ui\gui_cmn.arc,gui_cmn.arc,16
17,CHAT_COM_19,どういたしまして,You're welcome,ui\00_message\simple_com\chat_com_text_01.gmd,\ui\gui_cmn.arc,gui_cmn.arc,17
18,CHAT_COM_20,気を付けてください,Take care,ui\00_message\simple_com\chat_com_text_01.gmd,\ui\gui_cmn.arc,gui_cmn.arc,18
19,CHAT_COM_21,ごめんなさい,I'm sorry,ui\00_message\simple_com\chat_com_text_01.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19
20,CHAT_COM_22,許してください,Please forgive me,ui\00_message\simple_com\chat_com_text_01.gmd,\ui\gui_cmn.arc,gui_cmn.arc,20
21,CHAT_COM_23,残念です,That's too bad,ui\00_message\simple_com\chat_com_text_01.gmd,\ui\gui_cmn.arc,gui_cmn.arc,21
22,CHAT_COM_24,ちょっといいですか？,Excuse me...,ui\00_message\simple_com\chat_com_text_01.gmd,\ui\gui_cmn.arc,gui_cmn.arc,22
23,CHAT_COM_25,がんばりましょう！,Let's do our best!,ui\00_message\simple_com\chat_com_text_01.gmd,\ui\gui_cmn.arc,gui_cmn.arc,23
24,CHAT_COM_26,がんばります！,I'll do my best!,ui\00_message\simple_com\chat_com_text_01.gmd,\ui\gui_cmn.arc,gui_cmn.arc,24
25,CHAT_COM_27,やりましょう！,Let's do it!,ui\00_message\simple_com\chat_com_text_01.gmd,\ui\gui_cmn.arc,gui_cmn.arc,25
26,CHAT_COM_28,いきましょう！,Let's go!,ui\00_message\simple_com\chat_com_text_01.gmd,\ui\gui_cmn.arc,gui_cmn.arc,26
27,CHAT_COM_29,楽しかった！,It was fun!,ui\00_message\simple_com\chat_com_text_01.gmd,\ui\gui_cmn.arc,gui_cmn.arc,27
28,CHAT_COM_30,すごい！,Amazing!,ui\00_message\simple_com\chat_com_text_01.gmd,\ui\gui_cmn.arc,gui_cmn.arc,28
29,CHAT_COM_31,すばらしい！,Wonderful!,ui\00_message\simple_com\chat_com_text_01.gmd,\ui\gui_cmn.arc,gui_cmn.arc,29
30,CHAT_COM_32,グッジョブ！,Good job!,ui\00_message\simple_com\chat_com_text_01.gmd,\ui\gui_cmn.arc,gui_cmn.arc,30
31,CHAT_COM_33,さすが！,As expected!,ui\00_message\simple_com\chat_com_text_01.gmd,\ui\gui_cmn.arc,gui_cmn.arc,31
32,CHAT_COM_34,ナイスです！,Nice!,ui\00_message\simple_com\chat_com_text_01.gmd,\ui\gui_cmn.arc,gui_cmn.arc,32
33,CHAT_COM_35,気にしないで！,Don't worry about it!,ui\00_message\simple_com\chat_com_text_01.gmd,\ui\gui_cmn.arc,gui_cmn.arc,33
34,CHAT_COM_36,お気になさらず,I don't mind.,ui\00_message\simple_com\chat_com_text_01.gmd,\ui\gui_cmn.arc,gui_cmn.arc,34
35,CHAT_COM_37,それではまた！,"Well, see you!",ui\00_message\simple_com\chat_com_text_01.gmd,\ui\gui_cmn.arc,gui_cmn.arc,35
36,CHAT_COM_38,次こそは！,Next time!,ui\00_message\simple_com\chat_com_text_01.gmd,\ui\gui_cmn.arc,gui_cmn.arc,36
0,CHAT_COM_39,誰ですか？,Who?,ui\00_message\simple_com\chat_com_text_02.gmd,\ui\gui_cmn.arc,gui_cmn.arc,0
1,CHAT_COM_40,どちらですか？,Which?,ui\00_message\simple_com\chat_com_text_02.gmd,\ui\gui_cmn.arc,gui_cmn.arc,1
2,CHAT_COM_41,どうすればいいですか？,How?,ui\00_message\simple_com\chat_com_text_02.gmd,\ui\gui_cmn.arc,gui_cmn.arc,2
3,CHAT_COM_42,何ですか？,What?,ui\00_message\simple_com\chat_com_text_02.gmd,\ui\gui_cmn.arc,gui_cmn.arc,3
4,CHAT_COM_43,いつですか？,When?,ui\00_message\simple_com\chat_com_text_02.gmd,\ui\gui_cmn.arc,gui_cmn.arc,4
5,CHAT_COM_44,いくつですか？,How many?,ui\00_message\simple_com\chat_com_text_02.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5
6,CHAT_COM_45,どこにですか？,Where to?,ui\00_message\simple_com\chat_com_text_02.gmd,\ui\gui_cmn.arc,gui_cmn.arc,6
7,CHAT_COM_46,どこに行きますか？,Where shall we go?,ui\00_message\simple_com\chat_com_text_02.gmd,\ui\gui_cmn.arc,gui_cmn.arc,7
8,CHAT_COM_47,持っていますか？,Do you have it?,ui\00_message\simple_com\chat_com_text_02.gmd,\ui\gui_cmn.arc,gui_cmn.arc,8
9,CHAT_COM_48,今どんな武器を持っていますか？,What weapons can you use?,ui\00_message\simple_com\chat_com_text_02.gmd,\ui\gui_cmn.arc,gui_cmn.arc,9
10,CHAT_COM_49,できますか？,Can you do it?,ui\00_message\simple_com\chat_com_text_02.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10
11,CHAT_COM_50,フレンドになってくれませんか？,Can I add you to my friend list?,ui\00_message\simple_com\chat_com_text_02.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11
12,CHAT_COM_51,休憩しませんか？,Shall we take a break?,ui\00_message\simple_com\chat_com_text_02.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12
13,CHAT_COM_52,助けはいりますか？,Do you need any help?,ui\00_message\simple_com\chat_com_text_02.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13
14,CHAT_COM_53,なぜですか？,Why?,ui\00_message\simple_com\chat_com_text_02.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14
15,CHAT_COM_54,どうしてですか？,How come?,ui\00_message\simple_com\chat_com_text_02.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15
16,CHAT_COM_55,クランに入りませんか？,Do you want to join my clan?,ui\00_message\simple_com\chat_com_text_02.gmd,\ui\gui_cmn.arc,gui_cmn.arc,16
17,CHAT_COM_56,クランに入れてくれませんか？,Can I join your clan?,ui\00_message\simple_com\chat_com_text_02.gmd,\ui\gui_cmn.arc,gui_cmn.arc,17
18,CHAT_COM_57,グループチャットに入りませんか？,Do you want to join group chat?,ui\00_message\simple_com\chat_com_text_02.gmd,\ui\gui_cmn.arc,gui_cmn.arc,18
19,CHAT_COM_58,グループチャットに入れてくれませんか？,Can I join your group chat?,ui\00_message\simple_com\chat_com_text_02.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19
20,CHAT_COM_59,どのジョブを持っていますか？,Which job do you have?,ui\00_message\simple_com\chat_com_text_02.gmd,\ui\gui_cmn.arc,gui_cmn.arc,20
21,CHAT_COM_60,他にどのジョブができますか？,What other jobs can you do?,ui\00_message\simple_com\chat_com_text_02.gmd,\ui\gui_cmn.arc,gui_cmn.arc,21
22,CHAT_COM_61,準備はできていますか？,Are you prepared?,ui\00_message\simple_com\chat_com_text_02.gmd,\ui\gui_cmn.arc,gui_cmn.arc,22
23,CHAT_COM_62,ザコは無視しますか？,Ignore it?,ui\00_message\simple_com\chat_com_text_02.gmd,\ui\gui_cmn.arc,gui_cmn.arc,23
0,CHAT_COM_63,わかりません,I don't understand,ui\00_message\simple_com\chat_com_text_03.gmd,\ui\gui_cmn.arc,gui_cmn.arc,0
1,CHAT_COM_64,いりません,No thanks,ui\00_message\simple_com\chat_com_text_03.gmd,\ui\gui_cmn.arc,gui_cmn.arc,1
2,CHAT_COM_65,はい、お願いします,"Yes, please",ui\00_message\simple_com\chat_com_text_03.gmd,\ui\gui_cmn.arc,gui_cmn.arc,2
3,CHAT_COM_66,お願いします,If you would be so kind,ui\00_message\simple_com\chat_com_text_03.gmd,\ui\gui_cmn.arc,gui_cmn.arc,3
4,CHAT_COM_67,わかりました,Understood,ui\00_message\simple_com\chat_com_text_03.gmd,\ui\gui_cmn.arc,gui_cmn.arc,4
5,CHAT_COM_68,後でまたお話ししてください,Please tell me the story later,ui\00_message\simple_com\chat_com_text_03.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5
6,CHAT_COM_69,今は個人行動を優先中です,Every man for themselves,ui\00_message\simple_com\chat_com_text_03.gmd,\ui\gui_cmn.arc,gui_cmn.arc,6
7,CHAT_COM_70,答えたいですが、表現がわかりません,"I want to answer, but I don't understand the expression.",ui\00_message\simple_com\chat_com_text_03.gmd,\ui\gui_cmn.arc,gui_cmn.arc,7
8,CHAT_COM_71,なるほど,I see,ui\00_message\simple_com\chat_com_text_03.gmd,\ui\gui_cmn.arc,gui_cmn.arc,8
9,CHAT_COM_72,せっかくですが遠慮します,It's rare but I'll hold back,ui\00_message\simple_com\chat_com_text_03.gmd,\ui\gui_cmn.arc,gui_cmn.arc,9
10,CHAT_COM_73,へぇー,That's interesting,ui\00_message\simple_com\chat_com_text_03.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10
11,CHAT_COM_74,えーっと――,Um...,ui\00_message\simple_com\chat_com_text_03.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11
12,CHAT_COM_75,えっ！？,Huh!?,ui\00_message\simple_com\chat_com_text_03.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12
13,CHAT_COM_76,本当に？,Really?,ui\00_message\simple_com\chat_com_text_03.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13
14,CHAT_COM_77,OK！,OK!,ui\00_message\simple_com\chat_com_text_03.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14
15,CHAT_COM_78,むむむ,Hmmm,ui\00_message\simple_com\chat_com_text_03.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15
16,CHAT_COM_79,もうすぐ別の予定があります,I don't have any other plans yet,ui\00_message\simple_com\chat_com_text_03.gmd,\ui\gui_cmn.arc,gui_cmn.arc,16
17,CHAT_COM_80,はい,Yes,ui\00_message\simple_com\chat_com_text_03.gmd,\ui\gui_cmn.arc,gui_cmn.arc,17
18,CHAT_COM_81,いいえ,No,ui\00_message\simple_com\chat_com_text_03.gmd,\ui\gui_cmn.arc,gui_cmn.arc,18
19,CHAT_COM_82,説明します,I will explain,ui\00_message\simple_com\chat_com_text_03.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19
20,CHAT_COM_83,問題ないです,I have no questions,ui\00_message\simple_com\chat_com_text_03.gmd,\ui\gui_cmn.arc,gui_cmn.arc,20
21,CHAT_COM_84,できません,I can't,ui\00_message\simple_com\chat_com_text_03.gmd,\ui\gui_cmn.arc,gui_cmn.arc,21
22,CHAT_COM_85,しないでください,Please don't do that,ui\00_message\simple_com\chat_com_text_03.gmd,\ui\gui_cmn.arc,gui_cmn.arc,22
23,CHAT_COM_86,お任せします,I'll rely on you,ui\00_message\simple_com\chat_com_text_03.gmd,\ui\gui_cmn.arc,gui_cmn.arc,23
24,CHAT_COM_87,いいですね！,That's excellent!,ui\00_message\simple_com\chat_com_text_03.gmd,\ui\gui_cmn.arc,gui_cmn.arc,24
25,CHAT_COM_88,了解！,Understood!,ui\00_message\simple_com\chat_com_text_03.gmd,\ui\gui_cmn.arc,gui_cmn.arc,25
26,CHAT_COM_89,無理です！,That's unreasonable!,ui\00_message\simple_com\chat_com_text_03.gmd,\ui\gui_cmn.arc,gui_cmn.arc,26
0,CHAT_COM_90,仕事の時間です,Time for work,ui\00_message\simple_com\chat_com_text_04.gmd,\ui\gui_cmn.arc,gui_cmn.arc,0
1,CHAT_COM_91,約束があります,I have an appointment,ui\00_message\simple_com\chat_com_text_04.gmd,\ui\gui_cmn.arc,gui_cmn.arc,1
2,CHAT_COM_92,眠くなりました,I'm sleepy,ui\00_message\simple_com\chat_com_text_04.gmd,\ui\gui_cmn.arc,gui_cmn.arc,2
3,CHAT_COM_93,疲れました,I'm tired,ui\00_message\simple_com\chat_com_text_04.gmd,\ui\gui_cmn.arc,gui_cmn.arc,3
4,CHAT_COM_94,用事があります,I have things to do,ui\00_message\simple_com\chat_com_text_04.gmd,\ui\gui_cmn.arc,gui_cmn.arc,4
5,CHAT_COM_95,体調が悪いです,I'm not feeling well,ui\00_message\simple_com\chat_com_text_04.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5
6,CHAT_COM_96,気が向きません,I'm not up for it,ui\00_message\simple_com\chat_com_text_04.gmd,\ui\gui_cmn.arc,gui_cmn.arc,6
7,CHAT_COM_97,興味があります,I'm interested,ui\00_message\simple_com\chat_com_text_04.gmd,\ui\gui_cmn.arc,gui_cmn.arc,7
8,CHAT_COM_98,戦闘中です,I'm in the middle of a fight,ui\00_message\simple_com\chat_com_text_04.gmd,\ui\gui_cmn.arc,gui_cmn.arc,8
9,CHAT_COM_99,お金を稼ぎたいです,I want to make money,ui\00_message\simple_com\chat_com_text_04.gmd,\ui\gui_cmn.arc,gui_cmn.arc,9
10,CHAT_COM_100,覚えていません,I don't remember,ui\00_message\simple_com\chat_com_text_04.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10
11,CHAT_COM_101,知りません,I don't know,ui\00_message\simple_com\chat_com_text_04.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11
12,CHAT_COM_102,使ったばかりです,Just used it,ui\00_message\simple_com\chat_com_text_04.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12
13,CHAT_COM_103,経験値が欲しいです,I want experience points,ui\00_message\simple_com\chat_com_text_04.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13
14,CHAT_COM_104,間違えました,I've made a mistake...,ui\00_message\simple_com\chat_com_text_04.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14
15,CHAT_COM_105,すでに誘われています,I already have an invite,ui\00_message\simple_com\chat_com_text_04.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15
16,CHAT_COM_106,すでに持っています,I already have one,ui\00_message\simple_com\chat_com_text_04.gmd,\ui\gui_cmn.arc,gui_cmn.arc,16
17,CHAT_COM_107,募集が終わりました,No longer recruiting,ui\00_message\simple_com\chat_com_text_04.gmd,\ui\gui_cmn.arc,gui_cmn.arc,17
18,CHAT_COM_108,マーカーを目指しましょう,Head for the marker,ui\00_message\simple_com\chat_com_text_04.gmd,\ui\gui_cmn.arc,gui_cmn.arc,18
19,CHAT_COM_109,帰還しましょう,Let's return,ui\00_message\simple_com\chat_com_text_04.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19
20,CHAT_COM_110,拠点に行きましょう,Let's head towards the base,ui\00_message\simple_com\chat_com_text_04.gmd,\ui\gui_cmn.arc,gui_cmn.arc,20
21,CHAT_COM_111,リム転移します,Let's transfer at the Riftstone,ui\00_message\simple_com\chat_com_text_04.gmd,\ui\gui_cmn.arc,gui_cmn.arc,21
22,CHAT_COM_112,装備を変えます,Changing equipment,ui\00_message\simple_com\chat_com_text_04.gmd,\ui\gui_cmn.arc,gui_cmn.arc,22
23,CHAT_COM_113,ジョブを変えます,Changing job,ui\00_message\simple_com\chat_com_text_04.gmd,\ui\gui_cmn.arc,gui_cmn.arc,23
24,CHAT_COM_114,アイテムを補充します,Replenishing items,ui\00_message\simple_com\chat_com_text_04.gmd,\ui\gui_cmn.arc,gui_cmn.arc,24
25,CHAT_COM_115,アイテムを取ります！,Harvesting items!,ui\00_message\simple_com\chat_com_text_04.gmd,\ui\gui_cmn.arc,gui_cmn.arc,25
26,CHAT_COM_116,アイテムがいっぱいになりました,Items have been filled,ui\00_message\simple_com\chat_com_text_04.gmd,\ui\gui_cmn.arc,gui_cmn.arc,26
27,CHAT_COM_117,もう一度行きませんか？,Are we not going again?,ui\00_message\simple_com\chat_com_text_04.gmd,\ui\gui_cmn.arc,gui_cmn.arc,27
28,CHAT_COM_118,離脱します！,Withdrawing!,ui\00_message\simple_com\chat_com_text_04.gmd,\ui\gui_cmn.arc,gui_cmn.arc,28
0,CHAT_COM_119,募集中です,Looking for members,ui\00_message\simple_com\chat_com_text_05.gmd,\ui\gui_cmn.arc,gui_cmn.arc,0
1,CHAT_COM_120,集まってください,Gather together,ui\00_message\simple_com\chat_com_text_05.gmd,\ui\gui_cmn.arc,gui_cmn.arc,1
2,CHAT_COM_121,一緒にやりませんか？,Team up?,ui\00_message\simple_com\chat_com_text_05.gmd,\ui\gui_cmn.arc,gui_cmn.arc,2
3,CHAT_COM_122,１人ですか？,Are you alone?,ui\00_message\simple_com\chat_com_text_05.gmd,\ui\gui_cmn.arc,gui_cmn.arc,3
4,CHAT_COM_123,空きはありますか？,Any vacancies?,ui\00_message\simple_com\chat_com_text_05.gmd,\ui\gui_cmn.arc,gui_cmn.arc,4
5,CHAT_COM_124,誘ってください,Please invite me,ui\00_message\simple_com\chat_com_text_05.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5
6,CHAT_COM_125,入れてください,Please let me join,ui\00_message\simple_com\chat_com_text_05.gmd,\ui\gui_cmn.arc,gui_cmn.arc,6
7,CHAT_COM_126,リーダーは誰ですか？,Who is the leader?,ui\00_message\simple_com\chat_com_text_05.gmd,\ui\gui_cmn.arc,gui_cmn.arc,7
8,CHAT_COM_127,こちらは短期間でもOKです,Okay for a little while,ui\00_message\simple_com\chat_com_text_05.gmd,\ui\gui_cmn.arc,gui_cmn.arc,8
9,CHAT_COM_128,フルパーティです,Party is full,ui\00_message\simple_com\chat_com_text_05.gmd,\ui\gui_cmn.arc,gui_cmn.arc,9
10,CHAT_COM_129,手伝ってください,Please assist,ui\00_message\simple_com\chat_com_text_05.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10
11,CHAT_COM_130,解散します,Disbanding,ui\00_message\simple_com\chat_com_text_05.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11
12,CHAT_COM_131,席を外します,Taking a break,ui\00_message\simple_com\chat_com_text_05.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12
13,CHAT_COM_132,レベル差が少ないほうがいいですね,It's better to be within a few levels,ui\00_message\simple_com\chat_com_text_05.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13
14,CHAT_COM_133,タンク,Tank,ui\00_message\simple_com\chat_com_text_05.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14
15,CHAT_COM_134,近距離アタッカー,Short distance attacks,ui\00_message\simple_com\chat_com_text_05.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15
16,CHAT_COM_135,遠距離アタッカー,Long distance attacks,ui\00_message\simple_com\chat_com_text_05.gmd,\ui\gui_cmn.arc,gui_cmn.arc,16
17,CHAT_COM_136,ヒーラー,Healer,ui\00_message\simple_com\chat_com_text_05.gmd,\ui\gui_cmn.arc,gui_cmn.arc,17
18,CHAT_COM_137,強化役,Buffer,ui\00_message\simple_com\chat_com_text_05.gmd,\ui\gui_cmn.arc,gui_cmn.arc,18
19,CHAT_COM_138,魔法攻撃役,Caster,ui\00_message\simple_com\chat_com_text_05.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19
20,CHAT_COM_139,参加を希望します,I hope I can participate,ui\00_message\simple_com\chat_com_text_05.gmd,\ui\gui_cmn.arc,gui_cmn.arc,20
21,CHAT_COM_140,ソロ,Solo,ui\00_message\simple_com\chat_com_text_05.gmd,\ui\gui_cmn.arc,gui_cmn.arc,21
22,CHAT_COM_141,リーダー,Leader,ui\00_message\simple_com\chat_com_text_05.gmd,\ui\gui_cmn.arc,gui_cmn.arc,22
24,CHAT_COM_142,リーダーを変更します,Changing leader,ui\00_message\simple_com\chat_com_text_05.gmd,\ui\gui_cmn.arc,gui_cmn.arc,24
23,CHAT_COM_217,ポーンを参加させます,Pawns can participate,ui\00_message\simple_com\chat_com_text_05.gmd,\ui\gui_cmn.arc,gui_cmn.arc,23
0,CHAT_COM_143,引きつける！,Attract!,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,0
1,CHAT_COM_144,助けてくれ！,Help me!,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,1
3,CHAT_COM_145,回復を頼む,Requesting healing,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,3
5,CHAT_COM_146,回復する！,Healing!,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5
7,CHAT_COM_147,跳ね上げる！,Leap!,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,7
9,CHAT_COM_148,こっちだ,Here,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,9
11,CHAT_COM_149,いまだ、攻撃を！,"Once more, attack!",ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11
13,CHAT_COM_150,退くぞ！,Get back!,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13
15,CHAT_COM_151,ついてきてください,Please follow,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15
16,CHAT_COM_152,ついていきます,I'll follow you,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,16
17,CHAT_COM_153,調べてみてください,Please check it,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,17
18,CHAT_COM_154,見つけました,Found it,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,18
19,CHAT_COM_155,全力で攻撃！,Full attack!,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19
20,CHAT_COM_156,少し下がってください,"Please move down a bit and give me a little
distance",ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,20
21,CHAT_COM_157,敵に注視されぬよう気をつけてください,Please be careful and keep an eye out for enemies,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,21
22,CHAT_COM_158,これを先にやっつけて！,Defeat this one first!,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,22
23,CHAT_COM_159,攻撃しないでください,Please don't attack,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,23
24,CHAT_COM_160,無効化してください,Please deactivate it,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,24
25,CHAT_COM_161,支援行動をお願いします！,Please give me aid!,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,25
26,CHAT_COM_162,逃げて！,Run away!,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,26
